Orthogroup	Prbk	Prbf
OG0000392	Prbk.g_00895	Prbf.g_01696
OG0000393	Prbk.g_00365	Prbf.g_01700
OG0000394	Prbk.g_00364	Prbf.g_01701
OG0000395	Prbk.g_00360	Prbf.g_01704
OG0000396	Prbk.g_02556	Prbf.g_01190
OG0000397	Prbk.g_01321	Prbf.g_00874
OG0000398	Prbk.g_00924	Prbf.g_00741
OG0000399	Prbk.g_01693	Prbf.g_00879
OG0000400	Prbk.g_01902	Prbf.g_00629
OG0000401	Prbk.g_00352	Prbf.g_01715
OG0000402	Prbk.g_00351	Prbf.g_01716
OG0000403	Prbk.g_00339	Prbf.g_01717
OG0000404	Prbk.g_00329	Prbf.g_01719
OG0000405	Prbk.g_00328	Prbf.g_01720
OG0000406	Prbk.g_00326	Prbf.g_01722
OG0000407	Prbk.g_00325	Prbf.g_01723
OG0000408	Prbk.g_00324	Prbf.g_01724
OG0000409	Prbk.g_00323	Prbf.g_01725
OG0000410	Prbk.g_00321	Prbf.g_01726
OG0000411	Prbk.g_00320	Prbf.g_01727
OG0000412	Prbk.g_00319	Prbf.g_01728
OG0000413	Prbk.g_00318	Prbf.g_01729
OG0000414	Prbk.g_00317	Prbf.g_01730
OG0000415	Prbk.g_00316	Prbf.g_01731
OG0000416	Prbk.g_00315	Prbf.g_01732
OG0000417	Prbk.g_00311	Prbf.g_01733
OG0000418	Prbk.g_00310	Prbf.g_01734
OG0000419	Prbk.g_00309	Prbf.g_01735
OG0000420	Prbk.g_00308	Prbf.g_01736
OG0000421	Prbk.g_00301	Prbf.g_01740
OG0000422	Prbk.g_00299	Prbf.g_01742
OG0000423	Prbk.g_00298	Prbf.g_01743
OG0000424	Prbk.g_00295	Prbf.g_01744
OG0000425	Prbk.g_02088	Prbf.g_01748
OG0000426	Prbk.g_02089	Prbf.g_01749
OG0000427	Prbk.g_02092	Prbf.g_01750
OG0000428	Prbk.g_02105	Prbf.g_01752
OG0000429	Prbk.g_02107	Prbf.g_01753
OG0000430	Prbk.g_02109	Prbf.g_01754
OG0000431	Prbk.g_02111	Prbf.g_01756
OG0000432	Prbk.g_02112	Prbf.g_01757
OG0000433	Prbk.g_02053	Prbf.g_01760
OG0000434	Prbk.g_02056	Prbf.g_01761
OG0000435	Prbk.g_02060	Prbf.g_01762
OG0000436	Prbk.g_02062	Prbf.g_01764
OG0000437	Prbk.g_02064	Prbf.g_01766
OG0000438	Prbk.g_02065	Prbf.g_01767
OG0000439	Prbk.g_02066	Prbf.g_01768
OG0000440	Prbk.g_02069	Prbf.g_01770
OG0000441	Prbk.g_02071	Prbf.g_01771
OG0000442	Prbk.g_02072	Prbf.g_01772
OG0000443	Prbk.g_02073	Prbf.g_01773
OG0000444	Prbk.g_02074	Prbf.g_01774
OG0000445	Prbk.g_02075	Prbf.g_01775
OG0000446	Prbk.g_02076	Prbf.g_01776
OG0000447	Prbk.g_02077	Prbf.g_01777
OG0000448	Prbk.g_02078	Prbf.g_01778
OG0000449	Prbk.g_01865	Prbf.g_01784
OG0000450	Prbk.g_01041	Prbf.g_01785
OG0000451	Prbk.g_01042	Prbf.g_01786
OG0000452	Prbk.g_01043	Prbf.g_01787
OG0000453	Prbk.g_01046	Prbf.g_01788
OG0000454	Prbk.g_01047	Prbf.g_01789
OG0000455	Prbk.g_01048	Prbf.g_01790
OG0000456	Prbk.g_01049	Prbf.g_01791
OG0000457	Prbk.g_01050	Prbf.g_01793
OG0000458	Prbk.g_01051	Prbf.g_01795
OG0000459	Prbk.g_01052	Prbf.g_01796
OG0000460	Prbk.g_01054	Prbf.g_01798
OG0000461	Prbk.g_01055	Prbf.g_01799
OG0000462	Prbk.g_01056	Prbf.g_01800
OG0000463	Prbk.g_01061	Prbf.g_01801
OG0000464	Prbk.g_01066	Prbf.g_01805
OG0000465	Prbk.g_01067	Prbf.g_01806
OG0000466	Prbk.g_01068	Prbf.g_01807
OG0000467	Prbk.g_01070	Prbf.g_01808
OG0000468	Prbk.g_01071	Prbf.g_01809
OG0000469	Prbk.g_01076	Prbf.g_01810
OG0000470	Prbk.g_01965	Prbf.g_01811
OG0000471	Prbk.g_01772	Prbf.g_01812
OG0000472	Prbk.g_01081	Prbf.g_01815
OG0000473	Prbk.g_01083	Prbf.g_01816
OG0000474	Prbk.g_01085	Prbf.g_01817
OG0000475	Prbk.g_01086	Prbf.g_01818
OG0000476	Prbk.g_01092	Prbf.g_01819
OG0000477	Prbk.g_01095	Prbf.g_01821
OG0000478	Prbk.g_01097	Prbf.g_01822
OG0000479	Prbk.g_01099	Prbf.g_01823
OG0000480	Prbk.g_02686	Prbf.g_01825
OG0000481	Prbk.g_01898	Prbf.g_01826
OG0000482	Prbk.g_01897	Prbf.g_01827
OG0000483	Prbk.g_01895	Prbf.g_01828
OG0000484	Prbk.g_01894	Prbf.g_01829
OG0000485	Prbk.g_01893	Prbf.g_01830
OG0000486	Prbk.g_01892	Prbf.g_01831
OG0000487	Prbk.g_01891	Prbf.g_01832
OG0000488	Prbk.g_01889	Prbf.g_01834
OG0000489	Prbk.g_01888	Prbf.g_01835
OG0000490	Prbk.g_01887	Prbf.g_01836
OG0000491	Prbk.g_01886	Prbf.g_01837
OG0000492	Prbk.g_01885	Prbf.g_01838
OG0000493	Prbk.g_01884	Prbf.g_01839
OG0000494	Prbk.g_01882	Prbf.g_01840
OG0000495	Prbk.g_01881	Prbf.g_01841
OG0000496	Prbk.g_01879	Prbf.g_01843
OG0000497	Prbk.g_01877	Prbf.g_01845
OG0000498	Prbk.g_01876	Prbf.g_01846
OG0000499	Prbk.g_01874	Prbf.g_01848
OG0000500	Prbk.g_01873	Prbf.g_01849
OG0000501	Prbk.g_01104	Prbf.g_01851
OG0000502	Prbk.g_01105	Prbf.g_01852
OG0000503	Prbk.g_01106	Prbf.g_01853
OG0000504	Prbk.g_01108	Prbf.g_01854
OG0000505	Prbk.g_01109	Prbf.g_01855
OG0000506	Prbk.g_01110	Prbf.g_01856
OG0000507	Prbk.g_01111	Prbf.g_01857
OG0000508	Prbk.g_01115	Prbf.g_01859
OG0000509	Prbk.g_01116	Prbf.g_01860
OG0000510	Prbk.g_01117	Prbf.g_01861
OG0000511	Prbk.g_01118	Prbf.g_01862
OG0000512	Prbk.g_01119	Prbf.g_01863
OG0000513	Prbk.g_01120	Prbf.g_01864
OG0000514	Prbk.g_01121	Prbf.g_01865
OG0000515	Prbk.g_01124	Prbf.g_01868
OG0000516	Prbk.g_01125	Prbf.g_01869
OG0000517	Prbk.g_01126	Prbf.g_01870
OG0000518	Prbk.g_01130	Prbf.g_01873
OG0000519	Prbk.g_01131	Prbf.g_01874
OG0000520	Prbk.g_01132	Prbf.g_01875
OG0000521	Prbk.g_01133	Prbf.g_01876
OG0000522	Prbk.g_01139	Prbf.g_01877
OG0000523	Prbk.g_01140	Prbf.g_01878
OG0000524	Prbk.g_01141	Prbf.g_01879
OG0000525	Prbk.g_01143	Prbf.g_01881
OG0000526	Prbk.g_01144	Prbf.g_01882
OG0000527	Prbk.g_01145	Prbf.g_01883
OG0000528	Prbk.g_01146	Prbf.g_01884
OG0000529	Prbk.g_01147	Prbf.g_01885
OG0000530	Prbk.g_01148	Prbf.g_01886
OG0000531	Prbk.g_01151	Prbf.g_01888
OG0000532	Prbk.g_01153	Prbf.g_01889
OG0000533	Prbk.g_01154	Prbf.g_01890
OG0000534	Prbk.g_01155	Prbf.g_01891
OG0000535	Prbk.g_01156	Prbf.g_01892
OG0000536	Prbk.g_01157	Prbf.g_01893
OG0000537	Prbk.g_01158	Prbf.g_01894
OG0000538	Prbk.g_01159	Prbf.g_01895
OG0000539	Prbk.g_01161	Prbf.g_01896
OG0000540	Prbk.g_01163	Prbf.g_01897
OG0000541	Prbk.g_02602	Prbf.g_01898
OG0000542	Prbk.g_02603	Prbf.g_01899
OG0000543	Prbk.g_02604	Prbf.g_01900
OG0000544	Prbk.g_02605	Prbf.g_01901
OG0000545	Prbk.g_02608	Prbf.g_01903
OG0000546	Prbk.g_02609	Prbf.g_01904
OG0000547	Prbk.g_02611	Prbf.g_01906
OG0000548	Prbk.g_02616	Prbf.g_01908
