Orthogroup	Prbk	Prbd
OG0000124	Prbk.g_00066	Prbd.g_01921
OG0000125	Prbk.g_01169	Prbd.g_01789
OG0000126	Prbk.g_02052	Prbd.g_01764
OG0000127	Prbk.g_00243	Prbd.g_01702
OG0000128	Prbk.g_00260	Prbd.g_01688
OG0000129	Prbk.g_01212	Prbd.g_01652
OG0000130	Prbk.g_00913	Prbd.g_01527
OG0000131	Prbk.g_01417	Prbd.g_01489
OG0000132	Prbk.g_01414	Prbd.g_01486
OG0000133	Prbk.g_00987	Prbd.g_01432
OG0000134	Prbk.g_00950	Prbd.g_01396
OG0000135	Prbk.g_00948	Prbd.g_01394
OG0000136	Prbk.g_00528	Prbd.g_01350
OG0000137	Prbk.g_01540	Prbd.g_01317
OG0000138	Prbk.g_02168	Prbd.g_01281
OG0000139	Prbk.g_02252	Prbd.g_01255
OG0000140	Prbk.g_02279	Prbd.g_01236
OG0000141	Prbk.g_02280	Prbd.g_01235
OG0000142	Prbk.g_02282	Prbd.g_01233
OG0000143	Prbk.g_02283	Prbd.g_01232
OG0000144	Prbk.g_02285	Prbd.g_01230
OG0000145	Prbk.g_02287	Prbd.g_01229
OG0000146	Prbk.g_02288	Prbd.g_01228
OG0000147	Prbk.g_02289	Prbd.g_01227
OG0000148	Prbk.g_02291	Prbd.g_01225
OG0000149	Prbk.g_01639	Prbd.g_01223
OG0000150	Prbk.g_01638	Prbd.g_01222
OG0000151	Prbk.g_01633	Prbd.g_01221
OG0000152	Prbk.g_01632	Prbd.g_01220
OG0000153	Prbk.g_01631	Prbd.g_01219
OG0000154	Prbk.g_01630	Prbd.g_01218
OG0000155	Prbk.g_01629	Prbd.g_01217
OG0000156	Prbk.g_01628	Prbd.g_01216
OG0000157	Prbk.g_01627	Prbd.g_01215
OG0000158	Prbk.g_01625	Prbd.g_01213
OG0000159	Prbk.g_01624	Prbd.g_01212
OG0000160	Prbk.g_01623	Prbd.g_01211
OG0000161	Prbk.g_01622	Prbd.g_01210
OG0000162	Prbk.g_01621	Prbd.g_01209
OG0000163	Prbk.g_01619	Prbd.g_01208
OG0000164	Prbk.g_01614	Prbd.g_01205
OG0000165	Prbk.g_01609	Prbd.g_01202
OG0000166	Prbk.g_01608	Prbd.g_01201
OG0000167	Prbk.g_01607	Prbd.g_01200
OG0000168	Prbk.g_01606	Prbd.g_01198
OG0000169	Prbk.g_01604	Prbd.g_01196
OG0000170	Prbk.g_02158	Prbd.g_01195
OG0000171	Prbk.g_02156	Prbd.g_01194
OG0000172	Prbk.g_02155	Prbd.g_01192
OG0000173	Prbk.g_02148	Prbd.g_01191
OG0000174	Prbk.g_02141	Prbd.g_01190
OG0000175	Prbk.g_02133	Prbd.g_01189
OG0000176	Prbk.g_02125	Prbd.g_01187
OG0000177	Prbk.g_02124	Prbd.g_01186
OG0000178	Prbk.g_02123	Prbd.g_01185
OG0000179	Prbk.g_01326	Prbd.g_01180
OG0000180	Prbk.g_01324	Prbd.g_01179
OG0000181	Prbk.g_01323	Prbd.g_01178
OG0000182	Prbk.g_01320	Prbd.g_01175
OG0000183	Prbk.g_01319	Prbd.g_01174
OG0000184	Prbk.g_01315	Prbd.g_01171
OG0000185	Prbk.g_01309	Prbd.g_01167
OG0000186	Prbk.g_01308	Prbd.g_01166
OG0000187	Prbk.g_01665	Prbd.g_01165
OG0000188	Prbk.g_01307	Prbd.g_01164
OG0000189	Prbk.g_01304	Prbd.g_01163
OG0000190	Prbk.g_01303	Prbd.g_01162
OG0000191	Prbk.g_01302	Prbd.g_01161
OG0000192	Prbk.g_01301	Prbd.g_01160
OG0000193	Prbk.g_01300	Prbd.g_01159
OG0000194	Prbk.g_01299	Prbd.g_01158
OG0000195	Prbk.g_01295	Prbd.g_01156
OG0000196	Prbk.g_01294	Prbd.g_01155
OG0000197	Prbk.g_00035	Prbd.g_01154
OG0000198	Prbk.g_00031	Prbd.g_01153
OG0000199	Prbk.g_00026	Prbd.g_01150
OG0000200	Prbk.g_00025	Prbd.g_01149
OG0000201	Prbk.g_00024	Prbd.g_01148
OG0000202	Prbk.g_00022	Prbd.g_01147
OG0000203	Prbk.g_00021	Prbd.g_01146
OG0000204	Prbk.g_00020	Prbd.g_01145
OG0000205	Prbk.g_00018	Prbd.g_01144
OG0000206	Prbk.g_00017	Prbd.g_01143
OG0000207	Prbk.g_00016	Prbd.g_01142
OG0000208	Prbk.g_00015	Prbd.g_01141
OG0000209	Prbk.g_00014	Prbd.g_01140
OG0000210	Prbk.g_00012	Prbd.g_01138
OG0000211	Prbk.g_00011	Prbd.g_01137
OG0000212	Prbk.g_00010	Prbd.g_01136
OG0000213	Prbk.g_00007	Prbd.g_01135
OG0000214	Prbk.g_00001	Prbd.g_01133
OG0000215	Prbk.g_00190	Prbd.g_01132
OG0000216	Prbk.g_00192	Prbd.g_01130
OG0000217	Prbk.g_00194	Prbd.g_01128
OG0000218	Prbk.g_00196	Prbd.g_01127
OG0000219	Prbk.g_00197	Prbd.g_01126
OG0000220	Prbk.g_00202	Prbd.g_01123
OG0000221	Prbk.g_00207	Prbd.g_01121
OG0000222	Prbk.g_00208	Prbd.g_01120
OG0000223	Prbk.g_00209	Prbd.g_01119
OG0000224	Prbk.g_00542	Prbd.g_01116
OG0000225	Prbk.g_00544	Prbd.g_01114
OG0000226	Prbk.g_00547	Prbd.g_01113
OG0000227	Prbk.g_00549	Prbd.g_01112
OG0000228	Prbk.g_00550	Prbd.g_01111
OG0000229	Prbk.g_00551	Prbd.g_01110
OG0000230	Prbk.g_00552	Prbd.g_01109
OG0000231	Prbk.g_00554	Prbd.g_01107
OG0000232	Prbk.g_00555	Prbd.g_01106
OG0000233	Prbk.g_00560	Prbd.g_01102
OG0000234	Prbk.g_00749	Prbd.g_01100
OG0000235	Prbk.g_00751	Prbd.g_01095
OG0000236	Prbk.g_00752	Prbd.g_01094
OG0000237	Prbk.g_00753	Prbd.g_01093
OG0000238	Prbk.g_00754	Prbd.g_01092
OG0000239	Prbk.g_00755	Prbd.g_01091
OG0000240	Prbk.g_00757	Prbd.g_01089
OG0000241	Prbk.g_00758	Prbd.g_01088
OG0000242	Prbk.g_00759	Prbd.g_01087
OG0000243	Prbk.g_00760	Prbd.g_01086
OG0000244	Prbk.g_00761	Prbd.g_01085
OG0000245	Prbk.g_00763	Prbd.g_01084
OG0000246	Prbk.g_00765	Prbd.g_01082
OG0000247	Prbk.g_00766	Prbd.g_01081
OG0000248	Prbk.g_00767	Prbd.g_01080
OG0000249	Prbk.g_00768	Prbd.g_01079
OG0000250	Prbk.g_00769	Prbd.g_01078
OG0000251	Prbk.g_00770	Prbd.g_01077
OG0000252	Prbk.g_00771	Prbd.g_01076
OG0000253	Prbk.g_00772	Prbd.g_01075
OG0000254	Prbk.g_00774	Prbd.g_01073
OG0000255	Prbk.g_00775	Prbd.g_01072
OG0000256	Prbk.g_00778	Prbd.g_01069
OG0000257	Prbk.g_00779	Prbd.g_01067
OG0000258	Prbk.g_00780	Prbd.g_01066
OG0000259	Prbk.g_00781	Prbd.g_01065
OG0000260	Prbk.g_00782	Prbd.g_01064
OG0000261	Prbk.g_00783	Prbd.g_01063
OG0000262	Prbk.g_00784	Prbd.g_01062
OG0000263	Prbk.g_00785	Prbd.g_01061
OG0000264	Prbk.g_02425	Prbd.g_01059
OG0000265	Prbk.g_01283	Prbd.g_01058
OG0000266	Prbk.g_01281	Prbd.g_01057
OG0000267	Prbk.g_01277	Prbd.g_01055
OG0000268	Prbk.g_01275	Prbd.g_01054
OG0000269	Prbk.g_01272	Prbd.g_01053
OG0000270	Prbk.g_01270	Prbd.g_01052
OG0000271	Prbk.g_01267	Prbd.g_01051
OG0000272	Prbk.g_01266	Prbd.g_01050
OG0000273	Prbk.g_01263	Prbd.g_01049
OG0000274	Prbk.g_01261	Prbd.g_01048
OG0000275	Prbk.g_01260	Prbd.g_01047
OG0000276	Prbk.g_01259	Prbd.g_01046
OG0000277	Prbk.g_01258	Prbd.g_01045
OG0000278	Prbk.g_01257	Prbd.g_01044
OG0000279	Prbk.g_01256	Prbd.g_01043
OG0000280	Prbk.g_01255	Prbd.g_01042
OG0000281	Prbk.g_01253	Prbd.g_01040
OG0000282	Prbk.g_01252	Prbd.g_01039
OG0000283	Prbk.g_01245	Prbd.g_01036
OG0000284	Prbk.g_01244	Prbd.g_01035
OG0000285	Prbk.g_00631	Prbd.g_01034
OG0000286	Prbk.g_00633	Prbd.g_01032
OG0000287	Prbk.g_00686	Prbd.g_01031
OG0000288	Prbk.g_00685	Prbd.g_01030
OG0000289	Prbk.g_00683	Prbd.g_01029
OG0000290	Prbk.g_00682	Prbd.g_01028
OG0000291	Prbk.g_00680	Prbd.g_01027
OG0000292	Prbk.g_00670	Prbd.g_01026
OG0000293	Prbk.g_00669	Prbd.g_01025
OG0000294	Prbk.g_00668	Prbd.g_01024
OG0000295	Prbk.g_00662	Prbd.g_01023
OG0000296	Prbk.g_00661	Prbd.g_01022
OG0000297	Prbk.g_00658	Prbd.g_01021
OG0000298	Prbk.g_00657	Prbd.g_01020
OG0000299	Prbk.g_00656	Prbd.g_01019
OG0000300	Prbk.g_00655	Prbd.g_01018
OG0000301	Prbk.g_00654	Prbd.g_01017
OG0000302	Prbk.g_00653	Prbd.g_01016
OG0000303	Prbk.g_00652	Prbd.g_01015
OG0000304	Prbk.g_00650	Prbd.g_01013
OG0000305	Prbk.g_00649	Prbd.g_01012
OG0000306	Prbk.g_00648	Prbd.g_01011
OG0000307	Prbk.g_01364	Prbd.g_01010
OG0000308	Prbk.g_01136	Prbd.g_01009
OG0000309	Prbk.g_01135	Prbd.g_01008
OG0000310	Prbk.g_01134	Prbd.g_01007
OG0000311	Prbk.g_01368	Prbd.g_01006
OG0000312	Prbk.g_01369	Prbd.g_01004
OG0000313	Prbk.g_01521	Prbd.g_01003
OG0000314	Prbk.g_01515	Prbd.g_01000
OG0000315	Prbk.g_01514	Prbd.g_00999
OG0000316	Prbk.g_01900	Prbd.g_00997
OG0000317	Prbk.g_01012	Prbd.g_00995
OG0000318	Prbk.g_01011	Prbd.g_00994
OG0000319	Prbk.g_01010	Prbd.g_00993
OG0000320	Prbk.g_01008	Prbd.g_00992
OG0000321	Prbk.g_01003	Prbd.g_00989
OG0000322	Prbk.g_00371	Prbd.g_00986
OG0000323	Prbk.g_00372	Prbd.g_00985
OG0000324	Prbk.g_00374	Prbd.g_00982
OG0000325	Prbk.g_00376	Prbd.g_00980
OG0000326	Prbk.g_00378	Prbd.g_00979
OG0000327	Prbk.g_00384	Prbd.g_00977
OG0000328	Prbk.g_01365	Prbd.g_00976
OG0000329	Prbk.g_00397	Prbd.g_00975
OG0000330	Prbk.g_00398	Prbd.g_00974
OG0000331	Prbk.g_00400	Prbd.g_00973
OG0000332	Prbk.g_00401	Prbd.g_00972
OG0000333	Prbk.g_00402	Prbd.g_00971
OG0000334	Prbk.g_00403	Prbd.g_00970
OG0000335	Prbk.g_00404	Prbd.g_00969
OG0000336	Prbk.g_00406	Prbd.g_00968
OG0000337	Prbk.g_00411	Prbd.g_00964
OG0000338	Prbk.g_00412	Prbd.g_00963
OG0000339	Prbk.g_00413	Prbd.g_00962
OG0000340	Prbk.g_00415	Prbd.g_00961
OG0000341	Prbk.g_00420	Prbd.g_00957
OG0000342	Prbk.g_00421	Prbd.g_00956
OG0000343	Prbk.g_00423	Prbd.g_00954
OG0000344	Prbk.g_00425	Prbd.g_00953
OG0000345	Prbk.g_00426	Prbd.g_00952
OG0000346	Prbk.g_00427	Prbd.g_00951
OG0000347	Prbk.g_00428	Prbd.g_00950
OG0000348	Prbk.g_00429	Prbd.g_00949
OG0000349	Prbk.g_00430	Prbd.g_00948
OG0000350	Prbk.g_00431	Prbd.g_00947
OG0000351	Prbk.g_00435	Prbd.g_00944
OG0000352	Prbk.g_00439	Prbd.g_00941
OG0000353	Prbk.g_00442	Prbd.g_00940
OG0000354	Prbk.g_00443	Prbd.g_00939
OG0000355	Prbk.g_00444	Prbd.g_00938
OG0000356	Prbk.g_00449	Prbd.g_00937
OG0000357	Prbk.g_00450	Prbd.g_00936
OG0000358	Prbk.g_00451	Prbd.g_00935
OG0000359	Prbk.g_00453	Prbd.g_00934
OG0000360	Prbk.g_00456	Prbd.g_00931
OG0000361	Prbk.g_00457	Prbd.g_00930
OG0000362	Prbk.g_00458	Prbd.g_00929
OG0000363	Prbk.g_00460	Prbd.g_00928
OG0000364	Prbk.g_00461	Prbd.g_00927
OG0000365	Prbk.g_00462	Prbd.g_00926
OG0000366	Prbk.g_00463	Prbd.g_00925
OG0000367	Prbk.g_00464	Prbd.g_00924
OG0000368	Prbk.g_00465	Prbd.g_00923
OG0000369	Prbk.g_00466	Prbd.g_00922
OG0000370	Prbk.g_00467	Prbd.g_00921
OG0000371	Prbk.g_00468	Prbd.g_00920
OG0000372	Prbk.g_00471	Prbd.g_00918
OG0000373	Prbk.g_00481	Prbd.g_00916
OG0000374	Prbk.g_00483	Prbd.g_00915
OG0000375	Prbk.g_00492	Prbd.g_00914
OG0000376	Prbk.g_00853	Prbd.g_00912
OG0000377	Prbk.g_00860	Prbd.g_00911
OG0000378	Prbk.g_00861	Prbd.g_00910
OG0000379	Prbk.g_00871	Prbd.g_00905
OG0000380	Prbk.g_00873	Prbd.g_00904
OG0000381	Prbk.g_00874	Prbd.g_00903
OG0000382	Prbk.g_00876	Prbd.g_00901
OG0000383	Prbk.g_00881	Prbd.g_00898
OG0000384	Prbk.g_00882	Prbd.g_00897
OG0000385	Prbk.g_00888	Prbd.g_00894
OG0000386	Prbk.g_00889	Prbd.g_00893
OG0000387	Prbk.g_00890	Prbd.g_00892
OG0000388	Prbk.g_00891	Prbd.g_00891
OG0000389	Prbk.g_00892	Prbd.g_00890
OG0000390	Prbk.g_00893	Prbd.g_00889
OG0000391	Prbk.g_00894	Prbd.g_00888
OG0000392	Prbk.g_00895	Prbd.g_00887
OG0000393	Prbk.g_00365	Prbd.g_00884
OG0000394	Prbk.g_00364	Prbd.g_00883
OG0000395	Prbk.g_00360	Prbd.g_00881
OG0000396	Prbk.g_02556	Prbd.g_00880
OG0000397	Prbk.g_01321	Prbd.g_00867
OG0000398	Prbk.g_00924	Prbd.g_00859
OG0000399	Prbk.g_01693	Prbd.g_00858
OG0000400	Prbk.g_01902	Prbd.g_00852
OG0000401	Prbk.g_00352	Prbd.g_00811
OG0000402	Prbk.g_00351	Prbd.g_00810
OG0000403	Prbk.g_00339	Prbd.g_00809
OG0000404	Prbk.g_00329	Prbd.g_00807
OG0000405	Prbk.g_00328	Prbd.g_00806
OG0000406	Prbk.g_00326	Prbd.g_00804
OG0000407	Prbk.g_00325	Prbd.g_00803
OG0000408	Prbk.g_00324	Prbd.g_00802
OG0000409	Prbk.g_00323	Prbd.g_00801
OG0000410	Prbk.g_00321	Prbd.g_00800
OG0000411	Prbk.g_00320	Prbd.g_00799
OG0000412	Prbk.g_00319	Prbd.g_00798
OG0000413	Prbk.g_00318	Prbd.g_00797
OG0000414	Prbk.g_00317	Prbd.g_00796
OG0000415	Prbk.g_00316	Prbd.g_00795
OG0000416	Prbk.g_00315	Prbd.g_00794
OG0000417	Prbk.g_00311	Prbd.g_00793
OG0000418	Prbk.g_00310	Prbd.g_00792
OG0000419	Prbk.g_00309	Prbd.g_00791
OG0000420	Prbk.g_00308	Prbd.g_00790
OG0000421	Prbk.g_00301	Prbd.g_00789
OG0000422	Prbk.g_00299	Prbd.g_00787
OG0000423	Prbk.g_00298	Prbd.g_00786
OG0000424	Prbk.g_00295	Prbd.g_00784
OG0000425	Prbk.g_02088	Prbd.g_00781
OG0000426	Prbk.g_02089	Prbd.g_00780
OG0000427	Prbk.g_02092	Prbd.g_00779
OG0000428	Prbk.g_02105	Prbd.g_00778
OG0000429	Prbk.g_02107	Prbd.g_00777
OG0000430	Prbk.g_02109	Prbd.g_00771
OG0000431	Prbk.g_02111	Prbd.g_00769
OG0000432	Prbk.g_02112	Prbd.g_00768
OG0000433	Prbk.g_02053	Prbd.g_00765
OG0000434	Prbk.g_02056	Prbd.g_00764
OG0000435	Prbk.g_02060	Prbd.g_00763
OG0000436	Prbk.g_02062	Prbd.g_00761
OG0000437	Prbk.g_02064	Prbd.g_00759
OG0000438	Prbk.g_02065	Prbd.g_00758
OG0000439	Prbk.g_02066	Prbd.g_00757
OG0000440	Prbk.g_02069	Prbd.g_00755
OG0000441	Prbk.g_02071	Prbd.g_00754
OG0000442	Prbk.g_02072	Prbd.g_00753
OG0000443	Prbk.g_02073	Prbd.g_00752
OG0000444	Prbk.g_02074	Prbd.g_00751
OG0000445	Prbk.g_02075	Prbd.g_00750
OG0000446	Prbk.g_02076	Prbd.g_00749
OG0000447	Prbk.g_02077	Prbd.g_00748
OG0000448	Prbk.g_02078	Prbd.g_00747
OG0000449	Prbk.g_01865	Prbd.g_00742
OG0000450	Prbk.g_01041	Prbd.g_00741
OG0000451	Prbk.g_01042	Prbd.g_00740
OG0000452	Prbk.g_01043	Prbd.g_00739
OG0000453	Prbk.g_01046	Prbd.g_00737
OG0000454	Prbk.g_01047	Prbd.g_00736
OG0000455	Prbk.g_01048	Prbd.g_00735
OG0000456	Prbk.g_01049	Prbd.g_00734
OG0000457	Prbk.g_01050	Prbd.g_00732
OG0000458	Prbk.g_01051	Prbd.g_00730
OG0000459	Prbk.g_01052	Prbd.g_00729
OG0000460	Prbk.g_01054	Prbd.g_00727
OG0000461	Prbk.g_01055	Prbd.g_00726
OG0000462	Prbk.g_01056	Prbd.g_00725
OG0000463	Prbk.g_01061	Prbd.g_00724
OG0000464	Prbk.g_01066	Prbd.g_00719
OG0000465	Prbk.g_01067	Prbd.g_00717
OG0000466	Prbk.g_01068	Prbd.g_00716
OG0000467	Prbk.g_01070	Prbd.g_00715
OG0000468	Prbk.g_01071	Prbd.g_00714
OG0000469	Prbk.g_01076	Prbd.g_00713
OG0000470	Prbk.g_01965	Prbd.g_00712
OG0000471	Prbk.g_01772	Prbd.g_00711
OG0000472	Prbk.g_01081	Prbd.g_00708
OG0000473	Prbk.g_01083	Prbd.g_00707
OG0000474	Prbk.g_01085	Prbd.g_00706
OG0000475	Prbk.g_01086	Prbd.g_00705
OG0000476	Prbk.g_01092	Prbd.g_00704
OG0000477	Prbk.g_01095	Prbd.g_00702
OG0000478	Prbk.g_01097	Prbd.g_00701
OG0000479	Prbk.g_01099	Prbd.g_00700
OG0000480	Prbk.g_02686	Prbd.g_00698
OG0000481	Prbk.g_01898	Prbd.g_00697
OG0000482	Prbk.g_01897	Prbd.g_00696
OG0000483	Prbk.g_01895	Prbd.g_00695
OG0000484	Prbk.g_01894	Prbd.g_00694
OG0000485	Prbk.g_01893	Prbd.g_00693
OG0000486	Prbk.g_01892	Prbd.g_00692
OG0000487	Prbk.g_01891	Prbd.g_00691
OG0000488	Prbk.g_01889	Prbd.g_00689
OG0000489	Prbk.g_01888	Prbd.g_00688
OG0000490	Prbk.g_01887	Prbd.g_00687
OG0000491	Prbk.g_01886	Prbd.g_00686
OG0000492	Prbk.g_01885	Prbd.g_00685
OG0000493	Prbk.g_01884	Prbd.g_00684
OG0000494	Prbk.g_01882	Prbd.g_00682
OG0000495	Prbk.g_01881	Prbd.g_00681
OG0000496	Prbk.g_01879	Prbd.g_00680
OG0000497	Prbk.g_01877	Prbd.g_00679
OG0000498	Prbk.g_01876	Prbd.g_00678
OG0000499	Prbk.g_01874	Prbd.g_00676
OG0000500	Prbk.g_01873	Prbd.g_00675
OG0000501	Prbk.g_01104	Prbd.g_00673
OG0000502	Prbk.g_01105	Prbd.g_00672
OG0000503	Prbk.g_01106	Prbd.g_00671
OG0000504	Prbk.g_01108	Prbd.g_00670
OG0000505	Prbk.g_01109	Prbd.g_00669
OG0000506	Prbk.g_01110	Prbd.g_00668
OG0000507	Prbk.g_01111	Prbd.g_00667
OG0000508	Prbk.g_01115	Prbd.g_00665
OG0000509	Prbk.g_01116	Prbd.g_00664
OG0000510	Prbk.g_01117	Prbd.g_00663
OG0000511	Prbk.g_01118	Prbd.g_00662
OG0000512	Prbk.g_01119	Prbd.g_00661
OG0000513	Prbk.g_01120	Prbd.g_00660
OG0000514	Prbk.g_01121	Prbd.g_00659
OG0000515	Prbk.g_01124	Prbd.g_00657
OG0000516	Prbk.g_01125	Prbd.g_00656
OG0000517	Prbk.g_01126	Prbd.g_00655
OG0000518	Prbk.g_01130	Prbd.g_00653
OG0000519	Prbk.g_01131	Prbd.g_00652
OG0000520	Prbk.g_01132	Prbd.g_00651
OG0000521	Prbk.g_01133	Prbd.g_00650
OG0000522	Prbk.g_01139	Prbd.g_00649
OG0000523	Prbk.g_01140	Prbd.g_00648
OG0000524	Prbk.g_01141	Prbd.g_00647
OG0000525	Prbk.g_01143	Prbd.g_00645
OG0000526	Prbk.g_01144	Prbd.g_00644
OG0000527	Prbk.g_01145	Prbd.g_00643
OG0000528	Prbk.g_01146	Prbd.g_00642
OG0000529	Prbk.g_01147	Prbd.g_00641
OG0000530	Prbk.g_01148	Prbd.g_00640
OG0000531	Prbk.g_01151	Prbd.g_00639
OG0000532	Prbk.g_01153	Prbd.g_00638
OG0000533	Prbk.g_01154	Prbd.g_00637
OG0000534	Prbk.g_01155	Prbd.g_00636
OG0000535	Prbk.g_01156	Prbd.g_00635
OG0000536	Prbk.g_01157	Prbd.g_00634
OG0000537	Prbk.g_01158	Prbd.g_00633
OG0000538	Prbk.g_01159	Prbd.g_00632
OG0000539	Prbk.g_01161	Prbd.g_00631
OG0000540	Prbk.g_01163	Prbd.g_00630
OG0000541	Prbk.g_02602	Prbd.g_00629
OG0000542	Prbk.g_02603	Prbd.g_00628
OG0000543	Prbk.g_02604	Prbd.g_00627
OG0000544	Prbk.g_02605	Prbd.g_00626
OG0000545	Prbk.g_02608	Prbd.g_00623
OG0000546	Prbk.g_02609	Prbd.g_00622
OG0000547	Prbk.g_02611	Prbd.g_00620
OG0000548	Prbk.g_02616	Prbd.g_00619
OG0000549	Prbk.g_02617	Prbd.g_00618
OG0000550	Prbk.g_02618	Prbd.g_00617
OG0000551	Prbk.g_02621	Prbd.g_00616
OG0000552	Prbk.g_02623	Prbd.g_00615
OG0000553	Prbk.g_02624	Prbd.g_00614
OG0000554	Prbk.g_02626	Prbd.g_00613
OG0000555	Prbk.g_02627	Prbd.g_00612
OG0000556	Prbk.g_02628	Prbd.g_00611
