Orthogroup	Prbk	Prbl
OG0000088	Prbk.g_00191	Prbl.g_01331
OG0000089	Prbk.g_00206	Prbl.g_01316
OG0000090	Prbk.g_00559	Prbl.g_00810
OG0000091	Prbk.g_00776	Prbl.g_00278
OG0000092	Prbk.g_00777	Prbl.g_00277
OG0000093	Prbk.g_01280	Prbl.g_00069
OG0000094	Prbk.g_01251	Prbl.g_00098
OG0000095	Prbk.g_00632	Prbl.g_01282
OG0000096	Prbk.g_01001	Prbl.g_01506
OG0000097	Prbk.g_00409	Prbl.g_01461
OG0000098	Prbk.g_00422	Prbl.g_01448
OG0000099	Prbk.g_00434	Prbl.g_01436
OG0000100	Prbk.g_00438	Prbl.g_01432
OG0000101	Prbk.g_00361	Prbl.g_02677
OG0000102	Prbk.g_02209	Prbl.g_02190
OG0000103	Prbk.g_02114	Prbl.g_01339
OG0000104	Prbk.g_02061	Prbl.g_00511
OG0000105	Prbk.g_01862	Prbl.g_00533
OG0000106	Prbk.g_01078	Prbl.g_00768
OG0000107	Prbk.g_01080	Prbl.g_00766
OG0000108	Prbk.g_02684	Prbl.g_02647
OG0000109	Prbk.g_01890	Prbl.g_01886
OG0000110	Prbk.g_01871	Prbl.g_01905
OG0000111	Prbk.g_00740	Prbl.g_01043
OG0000112	Prbk.g_00739	Prbl.g_01042
OG0000113	Prbk.g_02370	Prbl.g_02432
OG0000114	Prbk.g_02466	Prbl.g_02337
OG0000115	Prbk.g_02324	Prbl.g_02478
OG0000116	Prbk.g_02316	Prbl.g_02486
OG0000117	Prbk.g_00059	Prbl.g_00930
OG0000118	Prbk.g_02271	Prbl.g_02128
OG0000119	Prbk.g_02197	Prbl.g_02202
OG0000120	Prbk.g_00144	Prbl.g_02091
OG0000121	Prbk.g_00138	Prbl.g_01119
OG0000122	Prbk.g_00185	Prbl.g_02583
OG0000123	Prbk.g_00121	Prbl.g_01102
OG0000124	Prbk.g_00066	Prbl.g_00937
OG0000125	Prbk.g_01169	Prbl.g_01736
OG0000126	Prbk.g_02052	Prbl.g_00502
OG0000127	Prbk.g_00243	Prbl.g_00258
OG0000128	Prbk.g_00260	Prbl.g_00241
OG0000129	Prbk.g_01212	Prbl.g_00709
OG0000130	Prbk.g_00913	Prbl.g_00399
OG0000131	Prbk.g_01417	Prbl.g_00350
OG0000132	Prbk.g_01414	Prbl.g_00347
OG0000133	Prbk.g_00987	Prbl.g_00957
OG0000134	Prbk.g_00950	Prbl.g_00994
OG0000135	Prbk.g_00948	Prbl.g_00996
OG0000136	Prbk.g_00528	Prbl.g_00841
OG0000137	Prbk.g_01540	Prbl.g_02053
OG0000138	Prbk.g_02168	Prbl.g_02231
OG0000139	Prbk.g_02252	Prbl.g_02147
OG0000140	Prbk.g_02279	Prbl.g_02120
OG0000141	Prbk.g_02280	Prbl.g_02119
OG0000142	Prbk.g_02282	Prbl.g_02117
OG0000143	Prbk.g_02283	Prbl.g_02116
OG0000144	Prbk.g_02285	Prbl.g_02114
OG0000145	Prbk.g_02287	Prbl.g_02112
OG0000146	Prbk.g_02288	Prbl.g_02111
OG0000147	Prbk.g_02289	Prbl.g_02110
OG0000148	Prbk.g_02291	Prbl.g_02108
OG0000149	Prbk.g_01639	Prbl.g_01955
OG0000150	Prbk.g_01638	Prbl.g_01956
OG0000151	Prbk.g_01633	Prbl.g_01961
OG0000152	Prbk.g_01632	Prbl.g_01962
OG0000153	Prbk.g_01631	Prbl.g_01963
OG0000154	Prbk.g_01630	Prbl.g_01964
OG0000155	Prbk.g_01629	Prbl.g_01965
OG0000156	Prbk.g_01628	Prbl.g_01966
OG0000157	Prbk.g_01627	Prbl.g_01967
OG0000158	Prbk.g_01625	Prbl.g_01969
OG0000159	Prbk.g_01624	Prbl.g_01970
OG0000160	Prbk.g_01623	Prbl.g_01971
OG0000161	Prbk.g_01622	Prbl.g_01972
OG0000162	Prbk.g_01621	Prbl.g_01973
OG0000163	Prbk.g_01619	Prbl.g_01975
OG0000164	Prbk.g_01614	Prbl.g_01980
OG0000165	Prbk.g_01609	Prbl.g_01985
OG0000166	Prbk.g_01608	Prbl.g_01986
OG0000167	Prbk.g_01607	Prbl.g_01987
OG0000168	Prbk.g_01606	Prbl.g_01988
OG0000169	Prbk.g_01604	Prbl.g_01990
OG0000170	Prbk.g_02158	Prbl.g_02241
OG0000171	Prbk.g_02156	Prbl.g_02243
OG0000172	Prbk.g_02155	Prbl.g_02244
OG0000173	Prbk.g_02148	Prbl.g_02251
OG0000174	Prbk.g_02141	Prbl.g_02258
OG0000175	Prbk.g_02133	Prbl.g_02266
OG0000176	Prbk.g_02125	Prbl.g_02274
OG0000177	Prbk.g_02124	Prbl.g_02275
OG0000178	Prbk.g_02123	Prbl.g_02276
OG0000179	Prbk.g_01326	Prbl.g_00614
OG0000180	Prbk.g_01324	Prbl.g_00613
OG0000181	Prbk.g_01323	Prbl.g_00612
OG0000182	Prbk.g_01320	Prbl.g_00608
OG0000183	Prbk.g_01319	Prbl.g_00607
OG0000184	Prbk.g_01315	Prbl.g_00603
OG0000185	Prbk.g_01309	Prbl.g_00597
OG0000186	Prbk.g_01308	Prbl.g_00596
OG0000187	Prbk.g_01665	Prbl.g_01075
OG0000188	Prbk.g_01307	Prbl.g_00595
OG0000189	Prbk.g_01304	Prbl.g_00592
OG0000190	Prbk.g_01303	Prbl.g_00591
OG0000191	Prbk.g_01302	Prbl.g_00590
OG0000192	Prbk.g_01301	Prbl.g_00589
OG0000193	Prbk.g_01300	Prbl.g_00588
OG0000194	Prbk.g_01299	Prbl.g_00587
OG0000195	Prbk.g_01295	Prbl.g_00583
OG0000196	Prbk.g_01294	Prbl.g_00582
OG0000197	Prbk.g_00035	Prbl.g_00576
OG0000198	Prbk.g_00031	Prbl.g_00572
OG0000199	Prbk.g_00026	Prbl.g_00567
OG0000200	Prbk.g_00025	Prbl.g_00566
OG0000201	Prbk.g_00024	Prbl.g_00565
OG0000202	Prbk.g_00022	Prbl.g_00563
OG0000203	Prbk.g_00021	Prbl.g_00562
OG0000204	Prbk.g_00020	Prbl.g_00561
OG0000205	Prbk.g_00018	Prbl.g_00559
OG0000206	Prbk.g_00017	Prbl.g_00558
OG0000207	Prbk.g_00016	Prbl.g_00557
OG0000208	Prbk.g_00015	Prbl.g_00556
OG0000209	Prbk.g_00014	Prbl.g_00555
OG0000210	Prbk.g_00012	Prbl.g_00553
OG0000211	Prbk.g_00011	Prbl.g_00552
OG0000212	Prbk.g_00010	Prbl.g_00551
OG0000213	Prbk.g_00007	Prbl.g_00548
OG0000214	Prbk.g_00001	Prbl.g_00542
OG0000215	Prbk.g_00190	Prbl.g_01332
OG0000216	Prbk.g_00192	Prbl.g_01330
OG0000217	Prbk.g_00194	Prbl.g_01328
OG0000218	Prbk.g_00196	Prbl.g_01326
OG0000219	Prbk.g_00197	Prbl.g_01325
OG0000220	Prbk.g_00202	Prbl.g_01320
OG0000221	Prbk.g_00207	Prbl.g_01315
OG0000222	Prbk.g_00208	Prbl.g_01314
OG0000223	Prbk.g_00209	Prbl.g_01313
OG0000224	Prbk.g_00542	Prbl.g_00827
OG0000225	Prbk.g_00544	Prbl.g_00825
OG0000226	Prbk.g_00547	Prbl.g_00822
OG0000227	Prbk.g_00549	Prbl.g_00820
OG0000228	Prbk.g_00550	Prbl.g_00819
OG0000229	Prbk.g_00551	Prbl.g_00818
OG0000230	Prbk.g_00552	Prbl.g_00817
OG0000231	Prbk.g_00554	Prbl.g_00815
OG0000232	Prbk.g_00555	Prbl.g_00814
OG0000233	Prbk.g_00560	Prbl.g_00809
OG0000234	Prbk.g_00749	Prbl.g_00305
OG0000235	Prbk.g_00751	Prbl.g_00303
OG0000236	Prbk.g_00752	Prbl.g_00302
OG0000237	Prbk.g_00753	Prbl.g_00301
OG0000238	Prbk.g_00754	Prbl.g_00300
OG0000239	Prbk.g_00755	Prbl.g_00299
OG0000240	Prbk.g_00757	Prbl.g_00297
OG0000241	Prbk.g_00758	Prbl.g_00296
OG0000242	Prbk.g_00759	Prbl.g_00295
OG0000243	Prbk.g_00760	Prbl.g_00294
OG0000244	Prbk.g_00761	Prbl.g_00293
OG0000245	Prbk.g_00763	Prbl.g_00291
OG0000246	Prbk.g_00765	Prbl.g_00289
OG0000247	Prbk.g_00766	Prbl.g_00288
OG0000248	Prbk.g_00767	Prbl.g_00287
OG0000249	Prbk.g_00768	Prbl.g_00286
OG0000250	Prbk.g_00769	Prbl.g_00285
OG0000251	Prbk.g_00770	Prbl.g_00284
OG0000252	Prbk.g_00771	Prbl.g_00283
OG0000253	Prbk.g_00772	Prbl.g_00282
OG0000254	Prbk.g_00774	Prbl.g_00280
OG0000255	Prbk.g_00775	Prbl.g_00279
OG0000256	Prbk.g_00778	Prbl.g_00276
OG0000257	Prbk.g_00779	Prbl.g_00275
OG0000258	Prbk.g_00780	Prbl.g_00274
OG0000259	Prbk.g_00781	Prbl.g_00273
OG0000260	Prbk.g_00782	Prbl.g_00272
OG0000261	Prbk.g_00783	Prbl.g_00271
OG0000262	Prbk.g_00784	Prbl.g_00270
OG0000263	Prbk.g_00785	Prbl.g_00269
OG0000264	Prbk.g_02425	Prbl.g_02377
OG0000265	Prbk.g_01283	Prbl.g_00066
OG0000266	Prbk.g_01281	Prbl.g_00068
OG0000267	Prbk.g_01277	Prbl.g_00072
OG0000268	Prbk.g_01275	Prbl.g_00074
OG0000269	Prbk.g_01272	Prbl.g_00077
OG0000270	Prbk.g_01270	Prbl.g_00079
OG0000271	Prbk.g_01267	Prbl.g_00082
OG0000272	Prbk.g_01266	Prbl.g_00083
OG0000273	Prbk.g_01263	Prbl.g_00086
OG0000274	Prbk.g_01261	Prbl.g_00088
OG0000275	Prbk.g_01260	Prbl.g_00089
OG0000276	Prbk.g_01259	Prbl.g_00090
OG0000277	Prbk.g_01258	Prbl.g_00091
OG0000278	Prbk.g_01257	Prbl.g_00092
OG0000279	Prbk.g_01256	Prbl.g_00093
OG0000280	Prbk.g_01255	Prbl.g_00094
OG0000281	Prbk.g_01253	Prbl.g_00096
OG0000282	Prbk.g_01252	Prbl.g_00097
OG0000283	Prbk.g_01245	Prbl.g_00104
OG0000284	Prbk.g_01244	Prbl.g_00105
OG0000285	Prbk.g_00631	Prbl.g_01283
OG0000286	Prbk.g_00633	Prbl.g_01281
OG0000287	Prbk.g_00686	Prbl.g_00130
OG0000288	Prbk.g_00685	Prbl.g_00129
OG0000289	Prbk.g_00683	Prbl.g_00127
OG0000290	Prbk.g_00682	Prbl.g_00126
OG0000291	Prbk.g_00680	Prbl.g_00124
OG0000292	Prbk.g_00670	Prbl.g_01244
OG0000293	Prbk.g_00669	Prbl.g_01245
OG0000294	Prbk.g_00668	Prbl.g_01246
OG0000295	Prbk.g_00662	Prbl.g_01252
OG0000296	Prbk.g_00661	Prbl.g_01253
OG0000297	Prbk.g_00658	Prbl.g_01256
OG0000298	Prbk.g_00657	Prbl.g_01257
OG0000299	Prbk.g_00656	Prbl.g_01258
OG0000300	Prbk.g_00655	Prbl.g_01259
OG0000301	Prbk.g_00654	Prbl.g_01260
OG0000302	Prbk.g_00653	Prbl.g_01261
OG0000303	Prbk.g_00652	Prbl.g_01262
OG0000304	Prbk.g_00650	Prbl.g_01264
OG0000305	Prbk.g_00649	Prbl.g_01265
OG0000306	Prbk.g_00648	Prbl.g_01266
OG0000307	Prbk.g_01364	Prbl.g_01918
OG0000308	Prbk.g_01136	Prbl.g_01769
OG0000309	Prbk.g_01135	Prbl.g_01770
OG0000310	Prbk.g_01134	Prbl.g_01771
OG0000311	Prbk.g_01368	Prbl.g_01922
OG0000312	Prbk.g_01369	Prbl.g_01923
OG0000313	Prbk.g_01521	Prbl.g_00199
OG0000314	Prbk.g_01515	Prbl.g_00193
OG0000315	Prbk.g_01514	Prbl.g_00192
OG0000316	Prbk.g_01900	Prbl.g_02679
OG0000317	Prbk.g_01012	Prbl.g_02666
OG0000318	Prbk.g_01011	Prbl.g_01516
OG0000319	Prbk.g_01010	Prbl.g_01515
OG0000320	Prbk.g_01008	Prbl.g_01513
OG0000321	Prbk.g_01003	Prbl.g_01508
OG0000322	Prbk.g_00371	Prbl.g_01499
OG0000323	Prbk.g_00372	Prbl.g_01498
OG0000324	Prbk.g_00374	Prbl.g_01496
OG0000325	Prbk.g_00376	Prbl.g_01494
OG0000326	Prbk.g_00378	Prbl.g_01492
OG0000327	Prbk.g_00384	Prbl.g_01486
OG0000328	Prbk.g_01365	Prbl.g_01919
OG0000329	Prbk.g_00397	Prbl.g_01473
OG0000330	Prbk.g_00398	Prbl.g_01472
OG0000331	Prbk.g_00400	Prbl.g_01470
OG0000332	Prbk.g_00401	Prbl.g_01469
OG0000333	Prbk.g_00402	Prbl.g_01468
OG0000334	Prbk.g_00403	Prbl.g_01467
OG0000335	Prbk.g_00404	Prbl.g_01466
OG0000336	Prbk.g_00406	Prbl.g_01464
OG0000337	Prbk.g_00411	Prbl.g_01459
OG0000338	Prbk.g_00412	Prbl.g_01458
OG0000339	Prbk.g_00413	Prbl.g_01457
OG0000340	Prbk.g_00415	Prbl.g_01455
OG0000341	Prbk.g_00420	Prbl.g_01450
OG0000342	Prbk.g_00421	Prbl.g_01449
OG0000343	Prbk.g_00423	Prbl.g_01447
OG0000344	Prbk.g_00425	Prbl.g_01445
OG0000345	Prbk.g_00426	Prbl.g_01444
OG0000346	Prbk.g_00427	Prbl.g_01443
OG0000347	Prbk.g_00428	Prbl.g_01442
OG0000348	Prbk.g_00429	Prbl.g_01441
OG0000349	Prbk.g_00430	Prbl.g_01440
OG0000350	Prbk.g_00431	Prbl.g_01439
OG0000351	Prbk.g_00435	Prbl.g_01435
OG0000352	Prbk.g_00439	Prbl.g_01431
OG0000353	Prbk.g_00442	Prbl.g_01428
OG0000354	Prbk.g_00443	Prbl.g_01427
OG0000355	Prbk.g_00444	Prbl.g_01426
OG0000356	Prbk.g_00449	Prbl.g_01421
OG0000357	Prbk.g_00450	Prbl.g_01420
OG0000358	Prbk.g_00451	Prbl.g_01419
OG0000359	Prbk.g_00453	Prbl.g_01417
OG0000360	Prbk.g_00456	Prbl.g_01414
OG0000361	Prbk.g_00457	Prbl.g_01413
OG0000362	Prbk.g_00458	Prbl.g_00911
OG0000363	Prbk.g_00460	Prbl.g_00909
OG0000364	Prbk.g_00461	Prbl.g_00908
OG0000365	Prbk.g_00462	Prbl.g_00907
OG0000366	Prbk.g_00463	Prbl.g_00906
OG0000367	Prbk.g_00464	Prbl.g_00905
OG0000368	Prbk.g_00465	Prbl.g_00904
OG0000369	Prbk.g_00466	Prbl.g_00903
OG0000370	Prbk.g_00467	Prbl.g_00902
OG0000371	Prbk.g_00468	Prbl.g_00901
OG0000372	Prbk.g_00471	Prbl.g_00898
OG0000373	Prbk.g_00481	Prbl.g_00888
OG0000374	Prbk.g_00483	Prbl.g_00886
OG0000375	Prbk.g_00492	Prbl.g_00877
OG0000376	Prbk.g_00853	Prbl.g_01183
OG0000377	Prbk.g_00860	Prbl.g_01190
OG0000378	Prbk.g_00861	Prbl.g_01191
OG0000379	Prbk.g_00871	Prbl.g_01201
OG0000380	Prbk.g_00873	Prbl.g_01203
OG0000381	Prbk.g_00874	Prbl.g_01204
OG0000382	Prbk.g_00876	Prbl.g_01206
OG0000383	Prbk.g_00881	Prbl.g_01210
OG0000384	Prbk.g_00882	Prbl.g_01211
OG0000385	Prbk.g_00888	Prbl.g_01217
OG0000386	Prbk.g_00889	Prbl.g_01218
OG0000387	Prbk.g_00890	Prbl.g_01219
OG0000388	Prbk.g_00891	Prbl.g_01220
OG0000389	Prbk.g_00892	Prbl.g_01221
OG0000390	Prbk.g_00893	Prbl.g_01222
OG0000391	Prbk.g_00894	Prbl.g_01223
OG0000392	Prbk.g_00895	Prbl.g_01224
OG0000393	Prbk.g_00365	Prbl.g_02673
OG0000394	Prbk.g_00364	Prbl.g_02674
OG0000395	Prbk.g_00360	Prbl.g_02678
OG0000396	Prbk.g_02556	Prbl.g_01564
OG0000397	Prbk.g_01321	Prbl.g_00609
OG0000398	Prbk.g_00924	Prbl.g_00410
OG0000399	Prbk.g_01693	Prbl.g_01693
OG0000400	Prbk.g_01902	Prbl.g_02681
OG0000401	Prbk.g_00352	Prbl.g_00676
OG0000402	Prbk.g_00351	Prbl.g_00675
OG0000403	Prbk.g_00339	Prbl.g_00663
OG0000404	Prbk.g_00329	Prbl.g_00653
OG0000405	Prbk.g_00328	Prbl.g_00652
OG0000406	Prbk.g_00326	Prbl.g_00650
OG0000407	Prbk.g_00325	Prbl.g_00649
OG0000408	Prbk.g_00324	Prbl.g_00648
OG0000409	Prbk.g_00323	Prbl.g_00647
OG0000410	Prbk.g_00321	Prbl.g_00645
OG0000411	Prbk.g_00320	Prbl.g_00644
OG0000412	Prbk.g_00319	Prbl.g_00643
OG0000413	Prbk.g_00318	Prbl.g_00642
OG0000414	Prbk.g_00317	Prbl.g_00641
OG0000415	Prbk.g_00316	Prbl.g_00640
OG0000416	Prbk.g_00315	Prbl.g_00639
OG0000417	Prbk.g_00311	Prbl.g_00635
OG0000418	Prbk.g_00310	Prbl.g_00634
OG0000419	Prbk.g_00309	Prbl.g_00633
OG0000420	Prbk.g_00308	Prbl.g_00632
OG0000421	Prbk.g_00301	Prbl.g_00625
OG0000422	Prbk.g_00299	Prbl.g_00623
OG0000423	Prbk.g_00298	Prbl.g_00622
OG0000424	Prbk.g_00295	Prbl.g_00619
OG0000425	Prbk.g_02088	Prbl.g_01364
OG0000426	Prbk.g_02089	Prbl.g_01363
OG0000427	Prbk.g_02092	Prbl.g_01360
OG0000428	Prbk.g_02105	Prbl.g_01348
OG0000429	Prbk.g_02107	Prbl.g_01346
OG0000430	Prbk.g_02109	Prbl.g_01344
OG0000431	Prbk.g_02111	Prbl.g_01342
OG0000432	Prbk.g_02112	Prbl.g_01341
OG0000433	Prbk.g_02053	Prbl.g_00503
OG0000434	Prbk.g_02056	Prbl.g_00506
OG0000435	Prbk.g_02060	Prbl.g_00510
OG0000436	Prbk.g_02062	Prbl.g_00512
OG0000437	Prbk.g_02064	Prbl.g_00514
OG0000438	Prbk.g_02065	Prbl.g_00515
OG0000439	Prbk.g_02066	Prbl.g_00516
OG0000440	Prbk.g_02069	Prbl.g_00519
OG0000441	Prbk.g_02071	Prbl.g_00521
OG0000442	Prbk.g_02072	Prbl.g_00522
OG0000443	Prbk.g_02073	Prbl.g_00523
OG0000444	Prbk.g_02074	Prbl.g_00524
OG0000445	Prbk.g_02075	Prbl.g_00525
OG0000446	Prbk.g_02076	Prbl.g_00526
OG0000447	Prbk.g_02077	Prbl.g_00527
OG0000448	Prbk.g_02078	Prbl.g_00528
OG0000449	Prbk.g_01865	Prbl.g_00536
OG0000450	Prbk.g_01041	Prbl.g_00806
OG0000451	Prbk.g_01042	Prbl.g_00805
OG0000452	Prbk.g_01043	Prbl.g_00804
OG0000453	Prbk.g_01046	Prbl.g_00801
OG0000454	Prbk.g_01047	Prbl.g_00800
OG0000455	Prbk.g_01048	Prbl.g_00799
OG0000456	Prbk.g_01049	Prbl.g_00798
OG0000457	Prbk.g_01050	Prbl.g_00797
OG0000458	Prbk.g_01051	Prbl.g_00795
OG0000459	Prbk.g_01052	Prbl.g_00794
OG0000460	Prbk.g_01054	Prbl.g_00792
OG0000461	Prbk.g_01055	Prbl.g_00791
OG0000462	Prbk.g_01056	Prbl.g_00790
OG0000463	Prbk.g_01061	Prbl.g_00785
OG0000464	Prbk.g_01066	Prbl.g_00780
OG0000465	Prbk.g_01067	Prbl.g_00779
OG0000466	Prbk.g_01068	Prbl.g_00778
OG0000467	Prbk.g_01070	Prbl.g_00776
OG0000468	Prbk.g_01071	Prbl.g_00775
OG0000469	Prbk.g_01076	Prbl.g_00770
OG0000470	Prbk.g_01965	Prbl.g_01526
OG0000471	Prbk.g_01772	Prbl.g_00032
OG0000472	Prbk.g_01081	Prbl.g_00765
OG0000473	Prbk.g_01083	Prbl.g_00763
OG0000474	Prbk.g_01085	Prbl.g_00761
OG0000475	Prbk.g_01086	Prbl.g_00760
OG0000476	Prbk.g_01092	Prbl.g_00754
OG0000477	Prbk.g_01095	Prbl.g_00751
OG0000478	Prbk.g_01097	Prbl.g_00749
OG0000479	Prbk.g_01099	Prbl.g_00747
OG0000480	Prbk.g_02686	Prbl.g_02645
OG0000481	Prbk.g_01898	Prbl.g_01878
OG0000482	Prbk.g_01897	Prbl.g_01879
OG0000483	Prbk.g_01895	Prbl.g_01881
OG0000484	Prbk.g_01894	Prbl.g_01882
OG0000485	Prbk.g_01893	Prbl.g_01883
OG0000486	Prbk.g_01892	Prbl.g_01884
OG0000487	Prbk.g_01891	Prbl.g_01885
OG0000488	Prbk.g_01889	Prbl.g_01887
OG0000489	Prbk.g_01888	Prbl.g_01888
OG0000490	Prbk.g_01887	Prbl.g_01889
OG0000491	Prbk.g_01886	Prbl.g_01890
OG0000492	Prbk.g_01885	Prbl.g_01891
OG0000493	Prbk.g_01884	Prbl.g_01892
OG0000494	Prbk.g_01882	Prbl.g_01894
OG0000495	Prbk.g_01881	Prbl.g_01895
OG0000496	Prbk.g_01879	Prbl.g_01897
OG0000497	Prbk.g_01877	Prbl.g_01899
OG0000498	Prbk.g_01876	Prbl.g_01900
OG0000499	Prbk.g_01874	Prbl.g_01902
OG0000500	Prbk.g_01873	Prbl.g_01903
OG0000501	Prbk.g_01104	Prbl.g_01801
OG0000502	Prbk.g_01105	Prbl.g_01800
OG0000503	Prbk.g_01106	Prbl.g_01799
OG0000504	Prbk.g_01108	Prbl.g_01797
OG0000505	Prbk.g_01109	Prbl.g_01796
OG0000506	Prbk.g_01110	Prbl.g_01795
OG0000507	Prbk.g_01111	Prbl.g_01794
OG0000508	Prbk.g_01115	Prbl.g_01790
OG0000509	Prbk.g_01116	Prbl.g_01789
OG0000510	Prbk.g_01117	Prbl.g_01788
OG0000511	Prbk.g_01118	Prbl.g_01787
OG0000512	Prbk.g_01119	Prbl.g_01786
OG0000513	Prbk.g_01120	Prbl.g_01785
OG0000514	Prbk.g_01121	Prbl.g_01784
OG0000515	Prbk.g_01124	Prbl.g_01781
OG0000516	Prbk.g_01125	Prbl.g_01780
OG0000517	Prbk.g_01126	Prbl.g_01779
OG0000518	Prbk.g_01130	Prbl.g_01775
OG0000519	Prbk.g_01131	Prbl.g_01774
OG0000520	Prbk.g_01132	Prbl.g_01773
OG0000521	Prbk.g_01133	Prbl.g_01772
OG0000522	Prbk.g_01139	Prbl.g_01766
OG0000523	Prbk.g_01140	Prbl.g_01765
OG0000524	Prbk.g_01141	Prbl.g_01764
OG0000525	Prbk.g_01143	Prbl.g_01762
OG0000526	Prbk.g_01144	Prbl.g_01761
OG0000527	Prbk.g_01145	Prbl.g_01760
OG0000528	Prbk.g_01146	Prbl.g_01759
OG0000529	Prbk.g_01147	Prbl.g_01758
OG0000530	Prbk.g_01148	Prbl.g_01757
OG0000531	Prbk.g_01151	Prbl.g_01754
