Orthogroup	Prbk	Prbg
OG0000050	Prbk.g_01617	Prbg.g_00842
OG0000051	Prbk.g_00764	Prbg.g_00935
OG0000052	Prbk.g_00925	Prbg.g_00388
OG0000053	Prbk.g_01094	Prbg.g_00256
OG0000054	Prbk.g_01468	Prbg.g_00359
OG0000055	Prbk.g_02493	Prbg.g_01182
OG0000056	Prbk.g_00694	Prbg.g_01542
OG0000058	Prbk.g_02113	Prbg.g_00194
OG0000059	Prbk.g_01765	Prbg.g_01143
OG0000062	Prbk.g_02195	Prbg.g_00749
OG0000063	Prbk.g_01496	Prbg.g_01459
OG0000065	Prbk.g_01183	Prbg.g_00477
OG0000066	Prbk.g_00477	Prbg.g_00549
OG0000068	Prbk.g_00796, Prbk.g_00944	Prbg.g_01785
OG0000069	Prbk.g_01209	Prbg.g_00630
OG0000071	Prbk.g_02290	Prbg.g_00778
OG0000072	Prbk.g_00472	Prbg.g_00100
OG0000073	Prbk.g_00709	Prbg.g_01386
OG0000074	Prbk.g_01815	Prbg.g_01133
OG0000075	Prbk.g_02475	Prbg.g_01166
OG0000076	Prbk.g_00056	Prbg.g_01234
OG0000078	Prbk.g_00476	Prbg.g_00552
OG0000079	Prbk.g_00931	Prbg.g_00676
OG0000080	Prbk.g_02012	Prbg.g_00414
OG0000081	Prbk.g_00512	Prbg.g_01819
OG0000082	Prbk.g_02204	Prbg.g_00419
OG0000083	Prbk.g_02281	Prbg.g_00770
OG0000084	Prbk.g_02284	Prbg.g_00773
OG0000085	Prbk.g_01626	Prbg.g_00851
OG0000087	Prbk.g_02126	Prbg.g_00822
OG0000088	Prbk.g_00191	Prbg.g_00887
OG0000089	Prbk.g_00206	Prbg.g_00896
OG0000090	Prbk.g_00559	Prbg.g_00913
OG0000091	Prbk.g_00776	Prbg.g_00947
OG0000092	Prbk.g_00777	Prbg.g_00948
OG0000093	Prbk.g_01280	Prbg.g_00962
OG0000094	Prbk.g_01251	Prbg.g_00981
OG0000095	Prbk.g_00632	Prbg.g_00986
OG0000096	Prbk.g_01001	Prbg.g_01034
OG0000097	Prbk.g_00409	Prbg.g_00053
OG0000098	Prbk.g_00422	Prbg.g_00064
OG0000099	Prbk.g_00434	Prbg.g_00074
OG0000100	Prbk.g_00438	Prbg.g_00077
OG0000101	Prbk.g_00361	Prbg.g_00139
OG0000102	Prbk.g_02209	Prbg.g_00459
OG0000103	Prbk.g_02114	Prbg.g_00195
OG0000104	Prbk.g_02061	Prbg.g_00199
OG0000105	Prbk.g_01862	Prbg.g_00219
OG0000106	Prbk.g_01078	Prbg.g_00249
OG0000107	Prbk.g_01080	Prbg.g_00250
OG0000108	Prbk.g_02684	Prbg.g_00260
OG0000109	Prbk.g_01890	Prbg.g_00270
OG0000110	Prbk.g_01871	Prbg.g_00287
OG0000111	Prbk.g_00740	Prbg.g_01405
OG0000112	Prbk.g_00739	Prbg.g_01404
OG0000113	Prbk.g_02370	Prbg.g_01354
OG0000114	Prbk.g_02466	Prbg.g_01157
OG0000115	Prbk.g_02324	Prbg.g_01287
OG0000116	Prbk.g_02316	Prbg.g_01291
OG0000117	Prbk.g_00059	Prbg.g_01237
OG0000118	Prbk.g_02271	Prbg.g_01531
OG0000119	Prbk.g_02197	Prbg.g_00752
OG0000120	Prbk.g_00144	Prbg.g_01480
OG0000121	Prbk.g_00138	Prbg.g_01457
OG0000122	Prbk.g_00185	Prbg.g_01437
OG0000123	Prbk.g_00121	Prbg.g_00352
OG0000124	Prbk.g_00066	Prbg.g_00687
OG0000125	Prbk.g_01169	Prbg.g_00490
OG0000126	Prbk.g_02052	Prbg.g_00529
OG0000127	Prbk.g_00243	Prbg.g_00579
OG0000128	Prbk.g_00260	Prbg.g_00592
OG0000129	Prbk.g_01212	Prbg.g_00628
OG0000130	Prbk.g_00913	Prbg.g_01647
OG0000131	Prbk.g_01417	Prbg.g_01686
OG0000132	Prbk.g_01414	Prbg.g_01689
OG0000133	Prbk.g_00987	Prbg.g_01743
OG0000134	Prbk.g_00950	Prbg.g_01779
OG0000135	Prbk.g_00948	Prbg.g_01781
OG0000136	Prbk.g_00528	Prbg.g_01831
OG0000137	Prbk.g_01540	Prbg.g_01865
OG0000138	Prbk.g_02168	Prbg.g_01900
OG0000139	Prbk.g_02252	Prbg.g_01931
OG0000140	Prbk.g_02279	Prbg.g_00768
OG0000141	Prbk.g_02280	Prbg.g_00769
OG0000142	Prbk.g_02282	Prbg.g_00771
OG0000143	Prbk.g_02283	Prbg.g_00772
OG0000144	Prbk.g_02285	Prbg.g_00774
OG0000145	Prbk.g_02287	Prbg.g_00775
OG0000146	Prbk.g_02288	Prbg.g_00776
OG0000147	Prbk.g_02289	Prbg.g_00777
OG0000148	Prbk.g_02291	Prbg.g_00779
OG0000149	Prbk.g_01639	Prbg.g_00860
OG0000150	Prbk.g_01638	Prbg.g_00859
OG0000151	Prbk.g_01633	Prbg.g_00858
OG0000152	Prbk.g_01632	Prbg.g_00857
OG0000153	Prbk.g_01631	Prbg.g_00856
OG0000154	Prbk.g_01630	Prbg.g_00855
OG0000155	Prbk.g_01629	Prbg.g_00854
OG0000156	Prbk.g_01628	Prbg.g_00853
OG0000157	Prbk.g_01627	Prbg.g_00852
OG0000158	Prbk.g_01625	Prbg.g_00850
OG0000159	Prbk.g_01624	Prbg.g_00849
OG0000160	Prbk.g_01623	Prbg.g_00848
OG0000161	Prbk.g_01622	Prbg.g_00847
OG0000162	Prbk.g_01621	Prbg.g_00846
OG0000163	Prbk.g_01619	Prbg.g_00844
OG0000164	Prbk.g_01614	Prbg.g_00841
OG0000165	Prbk.g_01609	Prbg.g_00838
OG0000166	Prbk.g_01608	Prbg.g_00837
OG0000167	Prbk.g_01607	Prbg.g_00836
OG0000168	Prbk.g_01606	Prbg.g_00834
OG0000169	Prbk.g_01604	Prbg.g_00832
OG0000170	Prbk.g_02158	Prbg.g_00830
OG0000171	Prbk.g_02156	Prbg.g_00829
OG0000172	Prbk.g_02155	Prbg.g_00828
OG0000173	Prbk.g_02148	Prbg.g_00825
OG0000174	Prbk.g_02141	Prbg.g_00824
OG0000175	Prbk.g_02133	Prbg.g_00823
OG0000176	Prbk.g_02125	Prbg.g_00821
OG0000177	Prbk.g_02124	Prbg.g_00820
OG0000178	Prbk.g_02123	Prbg.g_00818
OG0000179	Prbk.g_01326	Prbg.g_00806
OG0000180	Prbk.g_01324	Prbg.g_00805
OG0000181	Prbk.g_01323	Prbg.g_00804
OG0000182	Prbk.g_01320	Prbg.g_00800
OG0000183	Prbk.g_01319	Prbg.g_00799
OG0000184	Prbk.g_01315	Prbg.g_00796
OG0000185	Prbk.g_01309	Prbg.g_00792
OG0000186	Prbk.g_01308	Prbg.g_00791
OG0000187	Prbk.g_01665	Prbg.g_00017
OG0000188	Prbk.g_01307	Prbg.g_00790
OG0000189	Prbk.g_01304	Prbg.g_00789
OG0000190	Prbk.g_01303	Prbg.g_00788
OG0000191	Prbk.g_01302	Prbg.g_00787
OG0000192	Prbk.g_01301	Prbg.g_00786
OG0000193	Prbk.g_01300	Prbg.g_00785
OG0000194	Prbk.g_01299	Prbg.g_00784
OG0000195	Prbk.g_01295	Prbg.g_00782
OG0000196	Prbk.g_01294	Prbg.g_00781
OG0000197	Prbk.g_00035	Prbg.g_00780
OG0000198	Prbk.g_00031	Prbg.g_00861
OG0000199	Prbk.g_00026	Prbg.g_00864
OG0000200	Prbk.g_00025	Prbg.g_00865
OG0000201	Prbk.g_00024	Prbg.g_00866
OG0000202	Prbk.g_00022	Prbg.g_00868
OG0000203	Prbk.g_00021	Prbg.g_00869
OG0000204	Prbk.g_00020	Prbg.g_00870
OG0000205	Prbk.g_00018	Prbg.g_00872
OG0000206	Prbk.g_00017	Prbg.g_00873
OG0000207	Prbk.g_00016	Prbg.g_00874
OG0000208	Prbk.g_00015	Prbg.g_00875
OG0000209	Prbk.g_00014	Prbg.g_00876
OG0000210	Prbk.g_00012	Prbg.g_00877
OG0000211	Prbk.g_00011	Prbg.g_00879
OG0000212	Prbk.g_00010	Prbg.g_00880
OG0000213	Prbk.g_00007	Prbg.g_00881
OG0000214	Prbk.g_00001	Prbg.g_00885
OG0000215	Prbk.g_00190	Prbg.g_00886
OG0000216	Prbk.g_00192	Prbg.g_00888
OG0000217	Prbk.g_00194	Prbg.g_00889
OG0000218	Prbk.g_00196	Prbg.g_00890
OG0000219	Prbk.g_00197	Prbg.g_00891
OG0000220	Prbk.g_00202	Prbg.g_00894
OG0000221	Prbk.g_00207	Prbg.g_00897
OG0000222	Prbk.g_00208	Prbg.g_00898
OG0000223	Prbk.g_00209	Prbg.g_00899
OG0000224	Prbk.g_00542	Prbg.g_00901
OG0000225	Prbk.g_00544	Prbg.g_00903
OG0000226	Prbk.g_00547	Prbg.g_00905
OG0000227	Prbk.g_00549	Prbg.g_00906
OG0000228	Prbk.g_00550	Prbg.g_00907
OG0000229	Prbk.g_00551	Prbg.g_00908
OG0000230	Prbk.g_00552	Prbg.g_00909
OG0000231	Prbk.g_00554	Prbg.g_01349
OG0000232	Prbk.g_00555	Prbg.g_00911
OG0000233	Prbk.g_00560	Prbg.g_00914
OG0000234	Prbk.g_00749	Prbg.g_00916
OG0000235	Prbk.g_00751	Prbg.g_00922
OG0000236	Prbk.g_00752	Prbg.g_00923
OG0000237	Prbk.g_00753	Prbg.g_00924
OG0000238	Prbk.g_00754	Prbg.g_00925
OG0000239	Prbk.g_00755	Prbg.g_00926
OG0000240	Prbk.g_00757	Prbg.g_00928
OG0000241	Prbk.g_00758	Prbg.g_00929
OG0000242	Prbk.g_00759	Prbg.g_00930
OG0000243	Prbk.g_00760	Prbg.g_00931
OG0000244	Prbk.g_00761	Prbg.g_00932
OG0000245	Prbk.g_00763	Prbg.g_00934
OG0000246	Prbk.g_00765	Prbg.g_00936
OG0000247	Prbk.g_00766	Prbg.g_00937
OG0000248	Prbk.g_00767	Prbg.g_00938
OG0000249	Prbk.g_00768	Prbg.g_00939
OG0000250	Prbk.g_00769	Prbg.g_00940
OG0000251	Prbk.g_00770	Prbg.g_00941
OG0000252	Prbk.g_00771	Prbg.g_00942
OG0000253	Prbk.g_00772	Prbg.g_00943
OG0000254	Prbk.g_00774	Prbg.g_00945
OG0000255	Prbk.g_00775	Prbg.g_00946
OG0000256	Prbk.g_00778	Prbg.g_00949
OG0000257	Prbk.g_00779	Prbg.g_00951
OG0000258	Prbk.g_00780	Prbg.g_00952
OG0000259	Prbk.g_00781	Prbg.g_00953
OG0000260	Prbk.g_00782	Prbg.g_00954
OG0000261	Prbk.g_00783	Prbg.g_00955
OG0000262	Prbk.g_00784	Prbg.g_00956
OG0000263	Prbk.g_00785	Prbg.g_00957
OG0000264	Prbk.g_02425	Prbg.g_00959
OG0000265	Prbk.g_01283	Prbg.g_00960
OG0000266	Prbk.g_01281	Prbg.g_00961
OG0000267	Prbk.g_01277	Prbg.g_00963
OG0000268	Prbk.g_01275	Prbg.g_00965
OG0000269	Prbk.g_01272	Prbg.g_00966
OG0000270	Prbk.g_01270	Prbg.g_00967
OG0000271	Prbk.g_01267	Prbg.g_00968
OG0000272	Prbk.g_01266	Prbg.g_00969
OG0000273	Prbk.g_01263	Prbg.g_00970
OG0000274	Prbk.g_01261	Prbg.g_00971
OG0000275	Prbk.g_01260	Prbg.g_00972
OG0000276	Prbk.g_01259	Prbg.g_00973
OG0000277	Prbk.g_01258	Prbg.g_00974
OG0000278	Prbk.g_01257	Prbg.g_00975
OG0000279	Prbk.g_01256	Prbg.g_00976
OG0000280	Prbk.g_01255	Prbg.g_00977
OG0000281	Prbk.g_01253	Prbg.g_00979
OG0000282	Prbk.g_01252	Prbg.g_00980
OG0000283	Prbk.g_01245	Prbg.g_00983
OG0000284	Prbk.g_01244	Prbg.g_00984
OG0000285	Prbk.g_00631	Prbg.g_00985
OG0000286	Prbk.g_00633	Prbg.g_00987
OG0000287	Prbk.g_00686	Prbg.g_00989
OG0000288	Prbk.g_00685	Prbg.g_00990
OG0000289	Prbk.g_00683	Prbg.g_00991
OG0000290	Prbk.g_00682	Prbg.g_00992
OG0000291	Prbk.g_00680	Prbg.g_00993
OG0000292	Prbk.g_00670	Prbg.g_00994
OG0000293	Prbk.g_00669	Prbg.g_00995
OG0000294	Prbk.g_00668	Prbg.g_00996
OG0000295	Prbk.g_00662	Prbg.g_00997
OG0000296	Prbk.g_00661	Prbg.g_00998
OG0000297	Prbk.g_00658	Prbg.g_00999
OG0000298	Prbk.g_00657	Prbg.g_01000
OG0000299	Prbk.g_00656	Prbg.g_01001
OG0000300	Prbk.g_00655	Prbg.g_01002
OG0000301	Prbk.g_00654	Prbg.g_01003
OG0000302	Prbk.g_00653	Prbg.g_01004
OG0000303	Prbk.g_00652	Prbg.g_01005
OG0000304	Prbk.g_00650	Prbg.g_01007
OG0000305	Prbk.g_00649	Prbg.g_01008
OG0000306	Prbk.g_00648	Prbg.g_01009
OG0000307	Prbk.g_01364	Prbg.g_01011
OG0000308	Prbk.g_01136	Prbg.g_01012
OG0000309	Prbk.g_01135	Prbg.g_01013
OG0000310	Prbk.g_01134	Prbg.g_01014
OG0000311	Prbk.g_01368	Prbg.g_01015
OG0000312	Prbk.g_01369	Prbg.g_01017
OG0000313	Prbk.g_01521	Prbg.g_01018
OG0000314	Prbk.g_01515	Prbg.g_01022
OG0000315	Prbk.g_01514	Prbg.g_01023
OG0000316	Prbk.g_01900	Prbg.g_01025
OG0000317	Prbk.g_01012	Prbg.g_01027
OG0000318	Prbk.g_01011	Prbg.g_01028
OG0000319	Prbk.g_01010	Prbg.g_01029
OG0000320	Prbk.g_01008	Prbg.g_01030
OG0000321	Prbk.g_01003	Prbg.g_01033
OG0000322	Prbk.g_00371	Prbg.g_01037
OG0000323	Prbk.g_00372	Prbg.g_01038
OG0000324	Prbk.g_00374	Prbg.g_01041
OG0000325	Prbk.g_00376	Prbg.g_01042
OG0000326	Prbk.g_00378	Prbg.g_01043
OG0000327	Prbk.g_00384	Prbg.g_01045
OG0000328	Prbk.g_01365	Prbg.g_01046
OG0000329	Prbk.g_00397	Prbg.g_00042
OG0000330	Prbk.g_00398	Prbg.g_00043
OG0000331	Prbk.g_00400	Prbg.g_00045
OG0000332	Prbk.g_00401	Prbg.g_00046
OG0000333	Prbk.g_00402	Prbg.g_00047
OG0000334	Prbk.g_00403	Prbg.g_00048
OG0000335	Prbk.g_00404	Prbg.g_00049
OG0000336	Prbk.g_00406	Prbg.g_00051
OG0000337	Prbk.g_00411	Prbg.g_00054
OG0000338	Prbk.g_00412	Prbg.g_00055
OG0000339	Prbk.g_00413	Prbg.g_00056
OG0000340	Prbk.g_00415	Prbg.g_00057
OG0000341	Prbk.g_00420	Prbg.g_00061
OG0000342	Prbk.g_00421	Prbg.g_00062
OG0000343	Prbk.g_00423	Prbg.g_00065
OG0000344	Prbk.g_00425	Prbg.g_00066
OG0000345	Prbk.g_00426	Prbg.g_00067
OG0000346	Prbk.g_00427	Prbg.g_00068
OG0000347	Prbk.g_00428	Prbg.g_00069
OG0000348	Prbk.g_00429	Prbg.g_00071
OG0000349	Prbk.g_00430	Prbg.g_00072
OG0000350	Prbk.g_00431	Prbg.g_00073
OG0000351	Prbk.g_00435	Prbg.g_00075
OG0000352	Prbk.g_00439	Prbg.g_00078
OG0000353	Prbk.g_00442	Prbg.g_00079
OG0000354	Prbk.g_00443	Prbg.g_00080
OG0000355	Prbk.g_00444	Prbg.g_00081
OG0000356	Prbk.g_00449	Prbg.g_00082
OG0000357	Prbk.g_00450	Prbg.g_00083
OG0000358	Prbk.g_00451	Prbg.g_00084
OG0000359	Prbk.g_00453	Prbg.g_00085
OG0000360	Prbk.g_00456	Prbg.g_00087
OG0000361	Prbk.g_00457	Prbg.g_00088
OG0000362	Prbk.g_00458	Prbg.g_00089
OG0000363	Prbk.g_00460	Prbg.g_00090
OG0000364	Prbk.g_00461	Prbg.g_00091
OG0000365	Prbk.g_00462	Prbg.g_00092
OG0000366	Prbk.g_00463	Prbg.g_00093
OG0000367	Prbk.g_00464	Prbg.g_00094
OG0000368	Prbk.g_00465	Prbg.g_00095
OG0000369	Prbk.g_00466	Prbg.g_00096
OG0000370	Prbk.g_00467	Prbg.g_00097
OG0000371	Prbk.g_00468	Prbg.g_00098
OG0000372	Prbk.g_00471	Prbg.g_00099
OG0000373	Prbk.g_00481	Prbg.g_00101
OG0000374	Prbk.g_00483	Prbg.g_00102
OG0000375	Prbk.g_00492	Prbg.g_00103
OG0000376	Prbk.g_00853	Prbg.g_00104
OG0000377	Prbk.g_00860	Prbg.g_00110
OG0000378	Prbk.g_00861	Prbg.g_00111
OG0000379	Prbk.g_00871	Prbg.g_00117
OG0000380	Prbk.g_00873	Prbg.g_00119
OG0000381	Prbk.g_00874	Prbg.g_00120
OG0000382	Prbk.g_00876	Prbg.g_00121
OG0000383	Prbk.g_00881	Prbg.g_00124
OG0000384	Prbk.g_00882	Prbg.g_00125
OG0000385	Prbk.g_00888	Prbg.g_00128
OG0000386	Prbk.g_00889	Prbg.g_00129
OG0000387	Prbk.g_00890	Prbg.g_00130
OG0000388	Prbk.g_00891	Prbg.g_00131
OG0000389	Prbk.g_00892	Prbg.g_00132
OG0000390	Prbk.g_00893	Prbg.g_01941
OG0000391	Prbk.g_00894	Prbg.g_01942
OG0000392	Prbk.g_00895	Prbg.g_01943
OG0000393	Prbk.g_00365	Prbg.g_00136
OG0000394	Prbk.g_00364	Prbg.g_00137
OG0000395	Prbk.g_00360	Prbg.g_00140
OG0000396	Prbk.g_02556	Prbg.g_01214
OG0000397	Prbk.g_01321	Prbg.g_01530
OG0000398	Prbk.g_00924	Prbg.g_01602
OG0000399	Prbk.g_01693	Prbg.g_01525
OG0000400	Prbk.g_01902	Prbg.g_01714
OG0000401	Prbk.g_00352	Prbg.g_00151
OG0000402	Prbk.g_00351	Prbg.g_00152
OG0000403	Prbk.g_00339	Prbg.g_00153
OG0000404	Prbk.g_00329	Prbg.g_00155
OG0000405	Prbk.g_00328	Prbg.g_00156
OG0000406	Prbk.g_00326	Prbg.g_00158
OG0000407	Prbk.g_00325	Prbg.g_00159
OG0000408	Prbk.g_00324	Prbg.g_00160
OG0000409	Prbk.g_00323	Prbg.g_00161
OG0000410	Prbk.g_00321	Prbg.g_00162
OG0000411	Prbk.g_00320	Prbg.g_00163
OG0000412	Prbk.g_00319	Prbg.g_00164
OG0000413	Prbk.g_00318	Prbg.g_00165
OG0000414	Prbk.g_00317	Prbg.g_00166
OG0000415	Prbk.g_00316	Prbg.g_00167
OG0000416	Prbk.g_00315	Prbg.g_00168
OG0000417	Prbk.g_00311	Prbg.g_00169
OG0000418	Prbk.g_00310	Prbg.g_00170
OG0000419	Prbk.g_00309	Prbg.g_00171
OG0000420	Prbk.g_00308	Prbg.g_00172
OG0000421	Prbk.g_00301	Prbg.g_00176
OG0000422	Prbk.g_00299	Prbg.g_00178
OG0000423	Prbk.g_00298	Prbg.g_00179
OG0000424	Prbk.g_00295	Prbg.g_00180
OG0000425	Prbk.g_02088	Prbg.g_00184
OG0000426	Prbk.g_02089	Prbg.g_00185
OG0000427	Prbk.g_02092	Prbg.g_00186
OG0000428	Prbk.g_02105	Prbg.g_00188
OG0000429	Prbk.g_02107	Prbg.g_00189
OG0000430	Prbk.g_02109	Prbg.g_00190
OG0000431	Prbk.g_02111	Prbg.g_00192
OG0000432	Prbk.g_02112	Prbg.g_00193
OG0000433	Prbk.g_02053	Prbg.g_00196
OG0000434	Prbk.g_02056	Prbg.g_00197
OG0000435	Prbk.g_02060	Prbg.g_00198
OG0000436	Prbk.g_02062	Prbg.g_00200
OG0000437	Prbk.g_02064	Prbg.g_00202
OG0000438	Prbk.g_02065	Prbg.g_00203
OG0000439	Prbk.g_02066	Prbg.g_00204
OG0000440	Prbk.g_02069	Prbg.g_00206
OG0000441	Prbk.g_02071	Prbg.g_00207
OG0000442	Prbk.g_02072	Prbg.g_00208
OG0000443	Prbk.g_02073	Prbg.g_00209
OG0000444	Prbk.g_02074	Prbg.g_00210
OG0000445	Prbk.g_02075	Prbg.g_00211
OG0000446	Prbk.g_02076	Prbg.g_00212
OG0000447	Prbk.g_02077	Prbg.g_00213
OG0000448	Prbk.g_02078	Prbg.g_00214
OG0000449	Prbk.g_01865	Prbg.g_00220
OG0000450	Prbk.g_01041	Prbg.g_00221
OG0000451	Prbk.g_01042	Prbg.g_00222
OG0000452	Prbk.g_01043	Prbg.g_00223
OG0000453	Prbk.g_01046	Prbg.g_00224
OG0000454	Prbk.g_01047	Prbg.g_00225
OG0000455	Prbk.g_01048	Prbg.g_00226
OG0000456	Prbk.g_01049	Prbg.g_00227
OG0000457	Prbk.g_01050	Prbg.g_00229
OG0000458	Prbk.g_01051	Prbg.g_00231
OG0000459	Prbk.g_01052	Prbg.g_00232
OG0000460	Prbk.g_01054	Prbg.g_00234
OG0000461	Prbk.g_01055	Prbg.g_00235
OG0000462	Prbk.g_01056	Prbg.g_00236
OG0000463	Prbk.g_01061	Prbg.g_00237
OG0000464	Prbk.g_01066	Prbg.g_00241
OG0000465	Prbk.g_01067	Prbg.g_00242
OG0000466	Prbk.g_01068	Prbg.g_00243
OG0000467	Prbk.g_01070	Prbg.g_00244
OG0000468	Prbk.g_01071	Prbg.g_00245
OG0000469	Prbk.g_01076	Prbg.g_00246
OG0000470	Prbk.g_01965	Prbg.g_00247
OG0000471	Prbk.g_01772	Prbg.g_00248
OG0000472	Prbk.g_01081	Prbg.g_00251
OG0000473	Prbk.g_01083	Prbg.g_00252
OG0000474	Prbk.g_01085	Prbg.g_00253
OG0000475	Prbk.g_01086	Prbg.g_00254
OG0000476	Prbk.g_01092	Prbg.g_00255
OG0000477	Prbk.g_01095	Prbg.g_00257
OG0000478	Prbk.g_01097	Prbg.g_00258
OG0000479	Prbk.g_01099	Prbg.g_00259
OG0000480	Prbk.g_02686	Prbg.g_00261
OG0000481	Prbk.g_01898	Prbg.g_00262
OG0000482	Prbk.g_01897	Prbg.g_00264
OG0000483	Prbk.g_01895	Prbg.g_00265
OG0000484	Prbk.g_01894	Prbg.g_00266
OG0000485	Prbk.g_01893	Prbg.g_00267
OG0000486	Prbk.g_01892	Prbg.g_00268
OG0000487	Prbk.g_01891	Prbg.g_00269
OG0000488	Prbk.g_01889	Prbg.g_00271
OG0000489	Prbk.g_01888	Prbg.g_00272
OG0000490	Prbk.g_01887	Prbg.g_00273
OG0000491	Prbk.g_01886	Prbg.g_00274
OG0000492	Prbk.g_01885	Prbg.g_00275
OG0000493	Prbk.g_01884	Prbg.g_00276
OG0000494	Prbk.g_01882	Prbg.g_00277
OG0000495	Prbk.g_01881	Prbg.g_00278
OG0000496	Prbk.g_01879	Prbg.g_00280
OG0000497	Prbk.g_01877	Prbg.g_00282
OG0000498	Prbk.g_01876	Prbg.g_00283
OG0000499	Prbk.g_01874	Prbg.g_00285
OG0000500	Prbk.g_01873	Prbg.g_00286
OG0000501	Prbk.g_01104	Prbg.g_00288
OG0000502	Prbk.g_01105	Prbg.g_00289
OG0000503	Prbk.g_01106	Prbg.g_00290
OG0000504	Prbk.g_01108	Prbg.g_00291
OG0000505	Prbk.g_01109	Prbg.g_00292
OG0000506	Prbk.g_01110	Prbg.g_00293
OG0000507	Prbk.g_01111	Prbg.g_00294
OG0000508	Prbk.g_01115	Prbg.g_00296
OG0000509	Prbk.g_01116	Prbg.g_00297
OG0000510	Prbk.g_01117	Prbg.g_00298
OG0000511	Prbk.g_01118	Prbg.g_00299
OG0000512	Prbk.g_01119	Prbg.g_00300
OG0000513	Prbk.g_01120	Prbg.g_00301
OG0000514	Prbk.g_01121	Prbg.g_00302
OG0000515	Prbk.g_01124	Prbg.g_00305
OG0000516	Prbk.g_01125	Prbg.g_00306
OG0000517	Prbk.g_01126	Prbg.g_00307
OG0000518	Prbk.g_01130	Prbg.g_00310
OG0000519	Prbk.g_01131	Prbg.g_00311
OG0000520	Prbk.g_01132	Prbg.g_00312
OG0000521	Prbk.g_01133	Prbg.g_00313
OG0000522	Prbk.g_01139	Prbg.g_00314
OG0000523	Prbk.g_01140	Prbg.g_00315
OG0000524	Prbk.g_01141	Prbg.g_00316
OG0000525	Prbk.g_01143	Prbg.g_00318
OG0000526	Prbk.g_01144	Prbg.g_00319
OG0000527	Prbk.g_01145	Prbg.g_00320
OG0000528	Prbk.g_01146	Prbg.g_00321
OG0000529	Prbk.g_01147	Prbg.g_00322
OG0000530	Prbk.g_01148	Prbg.g_00323
OG0000531	Prbk.g_01151	Prbg.g_00325
OG0000532	Prbk.g_01153	Prbg.g_00326
OG0000533	Prbk.g_01154	Prbg.g_00327
OG0000534	Prbk.g_01155	Prbg.g_00328
OG0000535	Prbk.g_01156	Prbg.g_00329
OG0000536	Prbk.g_01157	Prbg.g_00330
OG0000537	Prbk.g_01158	Prbg.g_00331
OG0000538	Prbk.g_01159	Prbg.g_00332
OG0000539	Prbk.g_01161	Prbg.g_00333
OG0000540	Prbk.g_01163	Prbg.g_00334
OG0000541	Prbk.g_02602	Prbg.g_00335
OG0000542	Prbk.g_02603	Prbg.g_00336
OG0000543	Prbk.g_02604	Prbg.g_00337
OG0000544	Prbk.g_02605	Prbg.g_00338
OG0000545	Prbk.g_02608	Prbg.g_00340
OG0000546	Prbk.g_02609	Prbg.g_00341
OG0000547	Prbk.g_02611	Prbg.g_00343
OG0000548	Prbk.g_02616	Prbg.g_00345
