Orthogroup	Prbn	Prbj
OG0000114	Prbn.g_01621	Prbj.g_02340
OG0000115	Prbn.g_01120	Prbj.g_00634
OG0000116	Prbn.g_01178	Prbj.g_00956
OG0000117	Prbn.g_00389	Prbj.g_01915
OG0000118	Prbn.g_01071	Prbj.g_01742
OG0000119	Prbn.g_01135	Prbj.g_00740
OG0000119	Prbn.g_00885	Prbj.g_00778
OG0000120	Prbn.g_00170	Prbj.g_01465
OG0000121	Prbn.g_00214	Prbj.g_01064, Prbj.g_01058
OG0000122	Prbn.g_00255	Prbj.g_02627
OG0000123	Prbn.g_01888	Prbj.g_00406
OG0000124	Prbn.g_00979	Prbj.g_01281
OG0000125	Prbn.g_00944	Prbj.g_01963
OG0000126	Prbn.g_00295	Prbj.g_02067
OG0000128	Prbn.g_00002, Prbn.g_00003	Prbj.g_02085
OG0000129	Prbn.g_00737	Prbj.g_01951
OG0000130	Prbn.g_00708	Prbj.g_00564
OG0000131	Prbn.g_01269	Prbj.g_00543
OG0000132	Prbn.g_01249	Prbj.g_00523
OG0000133	Prbn.g_00088	Prbj.g_01460
OG0000134	Prbn.g_00694	Prbj.g_00067
OG0000135	Prbn.g_01102	Prbj.g_02004
OG0000136	Prbn.g_00672	Prbj.g_00105
OG0000137	Prbn.g_00639	Prbj.g_00128
OG0000138	Prbn.g_00619	Prbj.g_01613
OG0000139	Prbn.g_00579	Prbj.g_02133
OG0000140	Prbn.g_00578	Prbj.g_02139
OG0000141	Prbn.g_00507	Prbj.g_01757
OG0000142	Prbn.g_00426	Prbj.g_02573
OG0000143	Prbn.g_00430	Prbj.g_02577
OG0000144	Prbn.g_00444	Prbj.g_00793
OG0000145	Prbn.g_01100	Prbj.g_01607
OG0000146	Prbn.g_00469	Prbj.g_02277
OG0000147	Prbn.g_00470	Prbj.g_02278
OG0000148	Prbn.g_01529	Prbj.g_02431
OG0000149	Prbn.g_01497	Prbj.g_02488
OG0000150	Prbn.g_01487	Prbj.g_02511
OG0000151	Prbn.g_01611	Prbj.g_02361
OG0000152	Prbn.g_01418	Prbj.g_02268
OG0000153	Prbn.g_01399	Prbj.g_02241
OG0000154	Prbn.g_01379	Prbj.g_02213
OG0000155	Prbn.g_01210	Prbj.g_00312
OG0000156	Prbn.g_01095	Prbj.g_00163
OG0000157	Prbn.g_01094	Prbj.g_00162
OG0000158	Prbn.g_01014	Prbj.g_01514
OG0000160	Prbn.g_00213	Prbj.g_01057
OG0000161	Prbn.g_00219	Prbj.g_01071
OG0000162	Prbn.g_00225	Prbj.g_01077
OG0000163	Prbn.g_00264	Prbj.g_01688
OG0000164	Prbn.g_01770	Prbj.g_00476
OG0000165	Prbn.g_01777	Prbj.g_00467
OG0000166	Prbn.g_01844	Prbj.g_01019
OG0000167	Prbn.g_01915	Prbj.g_01500
OG0000168	Prbn.g_01013	Prbj.g_01515
OG0000169	Prbn.g_01003	Prbj.g_01581
OG0000170	Prbn.g_01000	Prbj.g_01593
OG0000171	Prbn.g_00980	Prbj.g_01282
OG0000172	Prbn.g_00973	Prbj.g_01248
OG0000173	Prbn.g_00958	Prbj.g_01227
OG0000174	Prbn.g_00929	Prbj.g_02006
OG0000175	Prbn.g_00916	Prbj.g_02044
OG0000176	Prbn.g_00010	Prbj.g_02077
OG0000177	Prbn.g_00009	Prbj.g_02078
OG0000178	Prbn.g_00008	Prbj.g_02079
OG0000179	Prbn.g_00766	Prbj.g_01188
OG0000180	Prbn.g_00765	Prbj.g_01189
OG0000181	Prbn.g_00764	Prbj.g_01190
OG0000182	Prbn.g_00763	Prbj.g_01191
OG0000183	Prbn.g_00759	Prbj.g_01195
OG0000184	Prbn.g_00733	Prbj.g_01943
OG0000185	Prbn.g_00730	Prbj.g_01921
OG0000186	Prbn.g_00714	Prbj.g_00558
OG0000187	Prbn.g_00713	Prbj.g_00560
OG0000188	Prbn.g_01339	Prbj.g_00581
OG0000189	Prbn.g_01325	Prbj.g_00607
OG0000190	Prbn.g_01323	Prbj.g_00609
OG0000191	Prbn.g_01300	Prbj.g_01557
OG0000192	Prbn.g_01295	Prbj.g_01566
OG0000193	Prbn.g_01268	Prbj.g_00542
OG0000194	Prbn.g_01265	Prbj.g_00539
OG0000195	Prbn.g_01263	Prbj.g_00537
OG0000196	Prbn.g_01252	Prbj.g_00526
OG0000197	Prbn.g_01251	Prbj.g_00525
OG0000198	Prbn.g_01250	Prbj.g_00524
OG0000199	Prbn.g_01243, Prbn.g_00384	Prbj.g_00517
OG0000200	Prbn.g_00370	Prbj.g_01138
OG0000201	Prbn.g_00361	Prbj.g_01157
OG0000202	Prbn.g_00360	Prbj.g_01158
OG0000203	Prbn.g_00359	Prbj.g_01159
OG0000204	Prbn.g_00358	Prbj.g_01160
OG0000205	Prbn.g_00351	Prbj.g_01167
OG0000206	Prbn.g_00346	Prbj.g_00288
OG0000207	Prbn.g_00343	Prbj.g_00234
OG0000208	Prbn.g_00342	Prbj.g_00235
OG0000209	Prbn.g_00333	Prbj.g_00262
OG0000210	Prbn.g_00332	Prbj.g_00263
OG0000211	Prbn.g_00317	Prbj.g_00177
OG0000212	Prbn.g_00309	Prbj.g_02615
OG0000213	Prbn.g_00024	Prbj.g_01362
OG0000214	Prbn.g_00034	Prbj.g_01389
OG0000215	Prbn.g_00061	Prbj.g_01419
OG0000216	Prbn.g_00062	Prbj.g_01422
OG0000217	Prbn.g_00065	Prbj.g_01426
OG0000218	Prbn.g_00067	Prbj.g_01430
OG0000219	Prbn.g_00068	Prbj.g_01431
OG0000220	Prbn.g_00069	Prbj.g_01432
OG0000221	Prbn.g_00070	Prbj.g_01437
OG0000222	Prbn.g_00077	Prbj.g_01446
OG0000223	Prbn.g_00089	Prbj.g_01469
OG0000224	Prbn.g_00091	Prbj.g_01480
OG0000225	Prbn.g_00117	Prbj.g_00323
OG0000226	Prbn.g_00121	Prbj.g_00319
OG0000227	Prbn.g_00123	Prbj.g_00317
OG0000228	Prbn.g_00697	Prbj.g_00063
OG0000229	Prbn.g_00677	Prbj.g_00100
OG0000230	Prbn.g_00675	Prbj.g_00102
OG0000231	Prbn.g_00664	Prbj.g_00117
OG0000232	Prbn.g_00653	Prbj.g_01888
OG0000233	Prbn.g_00647	Prbj.g_00148
OG0000234	Prbn.g_00638	Prbj.g_00127
OG0000235	Prbn.g_00635	Prbj.g_01631
OG0000236	Prbn.g_00621	Prbj.g_01615
OG0000237	Prbn.g_00608	Prbj.g_02094
OG0000238	Prbn.g_00602	Prbj.g_02098
OG0000239	Prbn.g_00591	Prbj.g_02114
OG0000240	Prbn.g_00590	Prbj.g_02115
OG0000241	Prbn.g_00586	Prbj.g_01116
OG0000242	Prbn.g_00584	Prbj.g_02125
OG0000243	Prbn.g_00573	Prbj.g_02668
OG0000244	Prbn.g_00570	Prbj.g_01859
OG0000245	Prbn.g_00568	Prbj.g_01862
OG0000246	Prbn.g_00564	Prbj.g_01866
OG0000247	Prbn.g_00554	Prbj.g_01877
OG0000248	Prbn.g_00551	Prbj.g_01880
OG0000249	Prbn.g_00549	Prbj.g_01882
OG0000250	Prbn.g_00544	Prbj.g_01805
OG0000251	Prbn.g_00524	Prbj.g_01781
OG0000252	Prbn.g_00521	Prbj.g_01778
OG0000253	Prbn.g_00520	Prbj.g_01772
OG0000254	Prbn.g_00503	Prbj.g_01753
OG0000255	Prbn.g_00497	Prbj.g_02546
OG0000256	Prbn.g_00487	Prbj.g_02560
OG0000257	Prbn.g_00421	Prbj.g_02566
OG0000258	Prbn.g_00435	Prbj.g_02589
OG0000259	Prbn.g_00835	Prbj.g_00812
OG0000260	Prbn.g_00838	Prbj.g_00816
OG0000261	Prbn.g_00841	Prbj.g_00819
OG0000262	Prbn.g_00845	Prbj.g_00824
OG0000263	Prbn.g_01583	Prbj.g_00248
OG0000264	Prbn.g_01572	Prbj.g_00933
OG0000265	Prbn.g_01554	Prbj.g_00913, Prbj.g_02178
OG0000266	Prbn.g_00864	Prbj.g_02189
OG0000267	Prbn.g_01350	Prbj.g_02315
OG0000268	Prbn.g_01351	Prbj.g_02314
OG0000269	Prbn.g_01551	Prbj.g_02407
OG0000270	Prbn.g_01548	Prbj.g_02410
OG0000271	Prbn.g_01540	Prbj.g_02418
OG0000272	Prbn.g_01539	Prbj.g_02419
OG0000273	Prbn.g_01515	Prbj.g_02470
OG0000274	Prbn.g_01514	Prbj.g_02471
OG0000275	Prbn.g_01511	Prbj.g_02474
OG0000276	Prbn.g_01505	Prbj.g_02480
OG0000277	Prbn.g_01504	Prbj.g_02481
OG0000278	Prbn.g_01501	Prbj.g_02484
OG0000279	Prbn.g_01494	Prbj.g_02492
OG0000280	Prbn.g_01493	Prbj.g_02498
OG0000281	Prbn.g_01486	Prbj.g_02512
OG0000282	Prbn.g_01619	Prbj.g_02342
OG0000283	Prbn.g_01442	Prbj.g_02303
OG0000284	Prbn.g_01437	Prbj.g_02297
OG0000285	Prbn.g_01432	Prbj.g_00694
OG0000286	Prbn.g_01419	Prbj.g_02269
OG0000287	Prbn.g_01123	Prbj.g_00722
OG0000288	Prbn.g_01380	Prbj.g_02214
OG0000289	Prbn.g_01364	Prbj.g_02201
OG0000290	Prbn.g_01468	Prbj.g_01841
OG0000291	Prbn.g_01470	Prbj.g_01839
OG0000292	Prbn.g_01144	Prbj.g_02066
OG0000293	Prbn.g_01179	Prbj.g_00958
OG0000294	Prbn.g_01180	Prbj.g_00959
OG0000295	Prbn.g_01203	Prbj.g_00304
OG0000296	Prbn.g_01205	Prbj.g_00306, Prbj.g_00307
OG0000297	Prbn.g_00387	Prbj.g_01913
OG0000298	Prbn.g_00388	Prbj.g_01914
OG0000299	Prbn.g_00407	Prbj.g_01903
OG0000300	Prbn.g_00410	Prbj.g_02155
OG0000301	Prbn.g_00411	Prbj.g_02156
OG0000302	Prbn.g_00413	Prbj.g_02159
OG0000303	Prbn.g_00419	Prbj.g_00314
OG0000304	Prbn.g_00482	Prbj.g_00020
OG0000305	Prbn.g_01146	Prbj.g_01837
OG0000306	Prbn.g_01482	Prbj.g_02521
OG0000307	Prbn.g_00159	Prbj.g_01647
OG0000308	Prbn.g_00160	Prbj.g_01649
OG0000309	Prbn.g_00164	Prbj.g_01653
OG0000310	Prbn.g_00198	Prbj.g_01294
OG0000311	Prbn.g_00200	Prbj.g_01040
OG0000312	Prbn.g_00203	Prbj.g_01044
OG0000313	Prbn.g_00216	Prbj.g_01068
OG0000314	Prbn.g_00239	Prbj.g_00646
OG0000315	Prbn.g_00249	Prbj.g_00656
OG0000316	Prbn.g_00274	Prbj.g_01699
OG0000317	Prbn.g_01742	Prbj.g_00863
OG0000318	Prbn.g_01746	Prbj.g_00856
OG0000319	Prbn.g_01759	Prbj.g_00487
OG0000320	Prbn.g_01761	Prbj.g_00485
OG0000321	Prbn.g_01762	Prbj.g_00484
OG0000322	Prbn.g_01763	Prbj.g_00483
OG0000323	Prbn.g_01773	Prbj.g_00472
OG0000324	Prbn.g_01800	Prbj.g_00443
OG0000325	Prbn.g_01811	Prbj.g_02657
OG0000326	Prbn.g_01818	Prbj.g_02649
OG0000327	Prbn.g_01839	Prbj.g_01024
OG0000328	Prbn.g_01840	Prbj.g_01023
OG0000329	Prbn.g_01857	Prbj.g_01006
OG0000330	Prbn.g_01858	Prbj.g_01005
OG0000331	Prbn.g_01859	Prbj.g_01004
OG0000332	Prbn.g_01873	Prbj.g_00989
OG0000333	Prbn.g_01875	Prbj.g_00987
OG0000334	Prbn.g_01884	Prbj.g_00410
OG0000335	Prbn.g_01889	Prbj.g_00405
OG0000336	Prbn.g_01893	Prbj.g_00401
OG0000337	Prbn.g_01911	Prbj.g_01494
OG0000338	Prbn.g_01912	Prbj.g_01498
OG0000339	Prbn.g_01918	Prbj.g_01504
OG0000340	Prbn.g_01012	Prbj.g_01516
OG0000341	Prbn.g_01010	Prbj.g_01518
OG0000342	Prbn.g_01009	Prbj.g_01519
OG0000343	Prbn.g_01008	Prbj.g_01576
OG0000344	Prbn.g_01005	Prbj.g_01579
OG0000345	Prbn.g_00999	Prbj.g_01594
OG0000346	Prbn.g_00995	Prbj.g_01599
OG0000347	Prbn.g_00978	Prbj.g_01280
OG0000348	Prbn.g_00970	Prbj.g_01243
OG0000349	Prbn.g_00953	Prbj.g_01219
OG0000350	Prbn.g_00798	Prbj.g_01999
OG0000351	Prbn.g_00913	Prbj.g_02047
OG0000352	Prbn.g_00912	Prbj.g_02048
OG0000353	Prbn.g_00299	Prbj.g_02072
OG0000355	Prbn.g_00301	Prbj.g_02074
OG0000356	Prbn.g_00302	Prbj.g_02075
OG0000357	Prbn.g_00011	Prbj.g_02076
OG0000358	Prbn.g_00007	Prbj.g_02080
OG0000359	Prbn.g_00006	Prbj.g_02082
OG0000360	Prbn.g_00005	Prbj.g_02083
OG0000361	Prbn.g_00004	Prbj.g_02084
OG0000362	Prbn.g_00001	Prbj.g_02086
OG0000363	Prbn.g_00768	Prbj.g_01182
OG0000364	Prbn.g_00767	Prbj.g_01183
OG0000365	Prbn.g_00762	Prbj.g_01192
OG0000366	Prbn.g_00761	Prbj.g_01193
OG0000367	Prbn.g_00760	Prbj.g_01194
OG0000368	Prbn.g_00758	Prbj.g_01196
OG0000369	Prbn.g_00757	Prbj.g_01197
OG0000370	Prbn.g_00756	Prbj.g_01198
OG0000371	Prbn.g_00749	Prbj.g_01207
OG0000372	Prbn.g_00746	Prbj.g_01212
OG0000373	Prbn.g_00745	Prbj.g_01213
OG0000374	Prbn.g_00744	Prbj.g_01214
OG0000375	Prbn.g_00742	Prbj.g_01215
OG0000376	Prbn.g_00740	Prbj.g_01217
OG0000377	Prbn.g_00736	Prbj.g_01950
OG0000378	Prbn.g_00732	Prbj.g_01936
OG0000379	Prbn.g_00729	Prbj.g_01920
OG0000380	Prbn.g_00712	Prbj.g_00561
OG0000381	Prbn.g_00707	Prbj.g_00565
OG0000382	Prbn.g_01340	Prbj.g_00580
OG0000383	Prbn.g_01338	Prbj.g_00582
OG0000384	Prbn.g_01337	Prbj.g_00583
OG0000385	Prbn.g_01336	Prbj.g_00584
OG0000386	Prbn.g_01335	Prbj.g_00585
OG0000387	Prbn.g_01321	Prbj.g_00611
OG0000388	Prbn.g_01317	Prbj.g_00615
OG0000389	Prbn.g_01314	Prbj.g_00619
OG0000390	Prbn.g_01304	Prbj.g_01551
OG0000391	Prbn.g_01301	Prbj.g_01556
OG0000392	Prbn.g_01297	Prbj.g_01562
OG0000393	Prbn.g_01294	Prbj.g_01567
OG0000394	Prbn.g_01293	Prbj.g_01568
OG0000395	Prbn.g_01292	Prbj.g_01569
OG0000396	Prbn.g_01290	Prbj.g_01530
OG0000397	Prbn.g_01288	Prbj.g_01532
OG0000398	Prbn.g_01285	Prbj.g_01537
OG0000399	Prbn.g_01284	Prbj.g_01538
OG0000400	Prbn.g_01283	Prbj.g_01539
OG0000401	Prbn.g_01282	Prbj.g_01540
OG0000402	Prbn.g_01356	Prbj.g_01542
OG0000403	Prbn.g_01280	Prbj.g_01543
OG0000404	Prbn.g_01279	Prbj.g_01545
OG0000405	Prbn.g_01275	Prbj.g_00545
OG0000406	Prbn.g_01267	Prbj.g_00541
OG0000407	Prbn.g_01266	Prbj.g_00540
OG0000408	Prbn.g_01264	Prbj.g_00538
OG0000409	Prbn.g_01262	Prbj.g_00536
OG0000410	Prbn.g_01261	Prbj.g_00535
OG0000411	Prbn.g_01260	Prbj.g_00534
OG0000412	Prbn.g_01259	Prbj.g_00533
OG0000413	Prbn.g_01257	Prbj.g_00531
OG0000414	Prbn.g_01256	Prbj.g_00530
OG0000415	Prbn.g_01255	Prbj.g_00529
OG0000416	Prbn.g_01254	Prbj.g_00528
OG0000417	Prbn.g_01253	Prbj.g_00527
OG0000418	Prbn.g_01248	Prbj.g_00522
OG0000419	Prbn.g_01246	Prbj.g_00520
OG0000420	Prbn.g_01245	Prbj.g_00519
OG0000421	Prbn.g_00381	Prbj.g_00515
OG0000422	Prbn.g_00380	Prbj.g_00514
OG0000423	Prbn.g_00379	Prbj.g_00513
OG0000424	Prbn.g_00378	Prbj.g_00512
OG0000425	Prbn.g_00377	Prbj.g_00511
OG0000426	Prbn.g_00376	Prbj.g_00510
OG0000427	Prbn.g_00375	Prbj.g_00509
OG0000428	Prbn.g_00373	Prbj.g_02369
OG0000429	Prbn.g_00372	Prbj.g_01135
OG0000430	Prbn.g_00371	Prbj.g_01137
OG0000431	Prbn.g_00369	Prbj.g_01141
OG0000432	Prbn.g_00365	Prbj.g_01148
OG0000433	Prbn.g_00364	Prbj.g_01151
OG0000434	Prbn.g_00363	Prbj.g_01152
OG0000435	Prbn.g_00362	Prbj.g_01155
OG0000436	Prbn.g_00357	Prbj.g_01161
OG0000437	Prbn.g_00356	Prbj.g_01162
OG0000438	Prbn.g_00355	Prbj.g_01163
OG0000439	Prbn.g_00353	Prbj.g_01165
OG0000440	Prbn.g_00352	Prbj.g_01166
OG0000441	Prbn.g_00349	Prbj.g_01173
OG0000442	Prbn.g_00348	Prbj.g_01174
OG0000443	Prbn.g_00347	Prbj.g_00289
OG0000444	Prbn.g_00341	Prbj.g_00237
OG0000445	Prbn.g_00340	Prbj.g_00238
OG0000446	Prbn.g_00339	Prbj.g_00240
OG0000447	Prbn.g_00338	Prbj.g_00250
OG0000448	Prbn.g_00337	Prbj.g_00251
OG0000449	Prbn.g_00336	Prbj.g_00252
OG0000450	Prbn.g_00335	Prbj.g_00258
OG0000451	Prbn.g_00334	Prbj.g_00259
OG0000452	Prbn.g_00331	Prbj.g_00264
OG0000453	Prbn.g_00330	Prbj.g_00265
OG0000454	Prbn.g_00329	Prbj.g_00266
OG0000455	Prbn.g_00328	Prbj.g_00267
OG0000456	Prbn.g_00327	Prbj.g_00268
OG0000457	Prbn.g_00325	Prbj.g_00270
OG0000458	Prbn.g_00324	Prbj.g_00271
OG0000459	Prbn.g_00323	Prbj.g_00272
OG0000460	Prbn.g_00315	Prbj.g_00176
OG0000461	Prbn.g_00307	Prbj.g_02661
OG0000462	Prbn.g_00305	Prbj.g_01341
OG0000463	Prbn.g_00304	Prbj.g_01342
OG0000464	Prbn.g_00012	Prbj.g_01343
OG0000465	Prbn.g_00013	Prbj.g_01345
OG0000466	Prbn.g_00016	Prbj.g_01350
OG0000467	Prbn.g_00017	Prbj.g_01352
OG0000468	Prbn.g_00020	Prbj.g_01359
OG0000469	Prbn.g_00028	Prbj.g_01372
OG0000470	Prbn.g_00030	Prbj.g_01385
OG0000471	Prbn.g_00031	Prbj.g_01386
OG0000472	Prbn.g_00033	Prbj.g_01388
OG0000473	Prbn.g_00035	Prbj.g_01390
OG0000474	Prbn.g_00036	Prbj.g_01391
OG0000475	Prbn.g_00037	Prbj.g_01392
OG0000476	Prbn.g_00039	Prbj.g_01394
OG0000477	Prbn.g_00042	Prbj.g_01399
OG0000478	Prbn.g_00043	Prbj.g_01400
OG0000479	Prbn.g_00044	Prbj.g_01401
OG0000480	Prbn.g_00049	Prbj.g_01408
OG0000481	Prbn.g_00052	Prbj.g_01410
OG0000482	Prbn.g_00053	Prbj.g_01411
OG0000483	Prbn.g_00056	Prbj.g_01415
OG0000484	Prbn.g_00057	Prbj.g_01416
OG0000485	Prbn.g_00059	Prbj.g_01417
OG0000486	Prbn.g_00060	Prbj.g_01418
OG0000487	Prbn.g_00063	Prbj.g_01423
OG0000488	Prbn.g_00066	Prbj.g_01427
OG0000489	Prbn.g_00071	Prbj.g_01438
OG0000490	Prbn.g_00075	Prbj.g_01444
OG0000491	Prbn.g_00076	Prbj.g_01445
OG0000492	Prbn.g_00078	Prbj.g_01448
OG0000493	Prbn.g_00079	Prbj.g_01449
OG0000494	Prbn.g_00080	Prbj.g_01450
OG0000495	Prbn.g_00081	Prbj.g_01451
OG0000496	Prbn.g_00082	Prbj.g_01452
OG0000497	Prbn.g_00083	Prbj.g_01453
OG0000498	Prbn.g_00084	Prbj.g_01454
OG0000499	Prbn.g_00085	Prbj.g_01455
OG0000500	Prbn.g_00086	Prbj.g_01456
OG0000501	Prbn.g_00087	Prbj.g_01459
OG0000502	Prbn.g_00090	Prbj.g_01471
OG0000503	Prbn.g_00105	Prbj.g_00341
OG0000504	Prbn.g_00107	Prbj.g_00339
OG0000505	Prbn.g_00108	Prbj.g_00338
OG0000506	Prbn.g_00109	Prbj.g_00336
OG0000507	Prbn.g_00112	Prbj.g_00331
OG0000508	Prbn.g_00116	Prbj.g_00324
OG0000509	Prbn.g_00118	Prbj.g_00322
OG0000510	Prbn.g_00119	Prbj.g_00321
OG0000511	Prbn.g_00120	Prbj.g_00320
OG0000512	Prbn.g_00122	Prbj.g_00318
OG0000513	Prbn.g_00693	Prbj.g_00068
OG0000514	Prbn.g_00682	Prbj.g_00076
OG0000515	Prbn.g_00681	Prbj.g_00077
OG0000516	Prbn.g_00680	Prbj.g_00089
OG0000517	Prbn.g_00678	Prbj.g_00099
OG0000518	Prbn.g_00667	Prbj.g_00111
OG0000519	Prbn.g_00666	Prbj.g_00112
OG0000520	Prbn.g_00665	Prbj.g_00113
OG0000521	Prbn.g_00657	Prbj.g_01894
OG0000522	Prbn.g_00655	Prbj.g_01892
OG0000523	Prbn.g_00654	Prbj.g_01891
OG0000524	Prbn.g_00649	Prbj.g_00152
OG0000525	Prbn.g_00645	Prbj.g_00136
OG0000526	Prbn.g_00644	Prbj.g_00134
OG0000527	Prbn.g_00641	Prbj.g_00130
OG0000528	Prbn.g_00636	Prbj.g_01635
OG0000529	Prbn.g_00633	Prbj.g_01629
OG0000530	Prbn.g_00630	Prbj.g_01626
OG0000531	Prbn.g_00629	Prbj.g_01625
OG0000532	Prbn.g_00627	Prbj.g_01622
OG0000533	Prbn.g_00626	Prbj.g_01620
OG0000534	Prbn.g_00625	Prbj.g_01619
OG0000535	Prbn.g_00624	Prbj.g_01618
OG0000536	Prbn.g_00623	Prbj.g_01617
OG0000537	Prbn.g_00622	Prbj.g_01616
OG0000538	Prbn.g_00613	Prbj.g_01605
OG0000539	Prbn.g_00612	Prbj.g_02088
