Orthogroup	Prbn	Pran
OG0000200	Prbn.g_00370	Pran.g_00248
OG0000201	Prbn.g_00361	Pran.g_00240
OG0000202	Prbn.g_00360	Pran.g_00239
OG0000203	Prbn.g_00359	Pran.g_00238
OG0000204	Prbn.g_00358	Pran.g_00237
OG0000205	Prbn.g_00351	Pran.g_00230
OG0000206	Prbn.g_00346	Pran.g_00225
OG0000207	Prbn.g_00343	Pran.g_00223
OG0000208	Prbn.g_00342	Pran.g_00222
OG0000209	Prbn.g_00333	Pran.g_00213
OG0000210	Prbn.g_00332	Pran.g_00212
OG0000211	Prbn.g_00317	Pran.g_00199
OG0000212	Prbn.g_00309	Pran.g_00193
OG0000213	Prbn.g_00024	Pran.g_01935
OG0000214	Prbn.g_00034	Pran.g_01926
OG0000215	Prbn.g_00061	Pran.g_01902
OG0000216	Prbn.g_00062	Pran.g_01900
OG0000217	Prbn.g_00065	Pran.g_01897
OG0000218	Prbn.g_00067	Pran.g_01895
OG0000219	Prbn.g_00068	Pran.g_01894
OG0000220	Prbn.g_00069	Pran.g_01893
OG0000221	Prbn.g_00070	Pran.g_01892
OG0000222	Prbn.g_00077	Pran.g_01884
OG0000223	Prbn.g_00089	Pran.g_01871
OG0000224	Prbn.g_00091	Pran.g_01869
OG0000225	Prbn.g_00117	Pran.g_01849
OG0000226	Prbn.g_00121	Pran.g_01845
OG0000227	Prbn.g_00123	Pran.g_01843
OG0000228	Prbn.g_00697	Pran.g_01840
OG0000229	Prbn.g_00677	Pran.g_01744
OG0000230	Prbn.g_00675	Pran.g_01742
OG0000231	Prbn.g_00664	Pran.g_01728
OG0000232	Prbn.g_00653	Pran.g_01720
OG0000233	Prbn.g_00647	Pran.g_01715
OG0000234	Prbn.g_00638	Pran.g_01702
OG0000235	Prbn.g_00635	Pran.g_01699
OG0000236	Prbn.g_00621	Pran.g_01685
OG0000237	Prbn.g_00608	Pran.g_01672
OG0000238	Prbn.g_00602	Pran.g_01666
OG0000239	Prbn.g_00591	Pran.g_01653
OG0000240	Prbn.g_00590	Pran.g_01652
OG0000241	Prbn.g_00586	Pran.g_01648
OG0000242	Prbn.g_00584	Pran.g_01646
OG0000243	Prbn.g_00573	Pran.g_01635
OG0000244	Prbn.g_00570	Pran.g_01632
OG0000245	Prbn.g_00568	Pran.g_01630
OG0000246	Prbn.g_00564	Pran.g_01626
OG0000247	Prbn.g_00554	Pran.g_01616
OG0000248	Prbn.g_00551	Pran.g_01613
OG0000249	Prbn.g_00549	Pran.g_01611
OG0000250	Prbn.g_00544	Pran.g_01606
OG0000251	Prbn.g_00524	Pran.g_01587
OG0000252	Prbn.g_00521	Pran.g_01584
OG0000253	Prbn.g_00520	Pran.g_01583
OG0000254	Prbn.g_00503	Pran.g_01567
OG0000255	Prbn.g_00497	Pran.g_01561
OG0000256	Prbn.g_00487	Pran.g_01551
OG0000257	Prbn.g_00421	Pran.g_01548
OG0000258	Prbn.g_00435	Pran.g_01535
OG0000259	Prbn.g_00835	Pran.g_01518
OG0000260	Prbn.g_00838	Pran.g_01515
OG0000261	Prbn.g_00841	Pran.g_01513
OG0000262	Prbn.g_00845	Pran.g_01509
OG0000263	Prbn.g_01583	Pran.g_01497
OG0000264	Prbn.g_01572	Pran.g_01487
OG0000265	Prbn.g_01554	Pran.g_01460
OG0000266	Prbn.g_00864	Pran.g_01450
OG0000267	Prbn.g_01350	Pran.g_01439
OG0000268	Prbn.g_01351	Pran.g_01438
OG0000269	Prbn.g_01551	Pran.g_01348
OG0000270	Prbn.g_01548	Pran.g_01345
OG0000271	Prbn.g_01540	Pran.g_01337
OG0000272	Prbn.g_01539	Pran.g_01336
OG0000273	Prbn.g_01515	Pran.g_01313
OG0000274	Prbn.g_01514	Pran.g_01312
OG0000275	Prbn.g_01511	Pran.g_01310
OG0000276	Prbn.g_01505	Pran.g_01305
OG0000277	Prbn.g_01504	Pran.g_01304
OG0000278	Prbn.g_01501	Pran.g_01301
OG0000279	Prbn.g_01494	Pran.g_01294
OG0000280	Prbn.g_01493	Pran.g_01293
OG0000281	Prbn.g_01486	Pran.g_01287
OG0000282	Prbn.g_01619	Pran.g_00431
OG0000283	Prbn.g_01442	Pran.g_00464
OG0000284	Prbn.g_01437	Pran.g_00469
OG0000285	Prbn.g_01432	Pran.g_00474
OG0000286	Prbn.g_01419	Pran.g_00486
OG0000287	Prbn.g_01123	Pran.g_00503
OG0000288	Prbn.g_01380	Pran.g_00541
OG0000289	Prbn.g_01364	Pran.g_00552
OG0000290	Prbn.g_01468	Pran.g_00565
OG0000291	Prbn.g_01470	Pran.g_00567
OG0000292	Prbn.g_01144	Pran.g_00135
OG0000293	Prbn.g_01179	Pran.g_00069
OG0000294	Prbn.g_01180	Pran.g_00068
OG0000295	Prbn.g_01203	Pran.g_00048
OG0000296	Prbn.g_01205	Pran.g_00046
OG0000297	Prbn.g_00387	Pran.g_00038
OG0000298	Prbn.g_00388	Pran.g_00037
OG0000299	Prbn.g_00407	Pran.g_00020
OG0000300	Prbn.g_00410	Pran.g_00017
OG0000301	Prbn.g_00411	Pran.g_00016
OG0000302	Prbn.g_00413	Pran.g_00014
OG0000303	Prbn.g_00419	Pran.g_00007
OG0000304	Prbn.g_00482	Pran.g_00003
OG0000305	Prbn.g_01146	Pran.g_00848
OG0000306	Prbn.g_01482	Pran.g_00846
OG0000307	Prbn.g_00159	Pran.g_00832
OG0000308	Prbn.g_00160	Pran.g_00831
OG0000309	Prbn.g_00164	Pran.g_00827
OG0000310	Prbn.g_00198	Pran.g_00748
OG0000311	Prbn.g_00200	Pran.g_00746
OG0000312	Prbn.g_00203	Pran.g_00743
OG0000313	Prbn.g_00216	Pran.g_00729
OG0000314	Prbn.g_00239	Pran.g_00706
OG0000315	Prbn.g_00249	Pran.g_00696
OG0000316	Prbn.g_00274	Pran.g_00676
OG0000317	Prbn.g_01742	Pran.g_00968
OG0000318	Prbn.g_01746	Pran.g_00971
OG0000319	Prbn.g_01759	Pran.g_00984
OG0000320	Prbn.g_01761	Pran.g_00986
OG0000321	Prbn.g_01762	Pran.g_00987
OG0000322	Prbn.g_01763	Pran.g_00988
OG0000323	Prbn.g_01773	Pran.g_00997
OG0000324	Prbn.g_01800	Pran.g_01023
OG0000325	Prbn.g_01811	Pran.g_01033
OG0000326	Prbn.g_01818	Pran.g_01039
OG0000327	Prbn.g_01839	Pran.g_01063
OG0000328	Prbn.g_01840	Pran.g_01064
OG0000329	Prbn.g_01857	Pran.g_01082
OG0000330	Prbn.g_01858	Pran.g_01083
OG0000331	Prbn.g_01859	Pran.g_01084
OG0000332	Prbn.g_01873	Pran.g_01098
OG0000333	Prbn.g_01875	Pran.g_01100
OG0000334	Prbn.g_01884	Pran.g_01108
OG0000335	Prbn.g_01889	Pran.g_01113
OG0000336	Prbn.g_01893	Pran.g_01117
OG0000337	Prbn.g_01911	Pran.g_01133
OG0000338	Prbn.g_01912	Pran.g_01134
OG0000339	Prbn.g_01918	Pran.g_01138
OG0000340	Prbn.g_01012	Pran.g_01145
OG0000341	Prbn.g_01010	Pran.g_01147
OG0000342	Prbn.g_01009	Pran.g_01148
OG0000343	Prbn.g_01008	Pran.g_01149
OG0000344	Prbn.g_01005	Pran.g_01152
OG0000345	Prbn.g_00999	Pran.g_01157
OG0000346	Prbn.g_00995	Pran.g_01161
OG0000347	Prbn.g_00978	Pran.g_01177
OG0000348	Prbn.g_00970	Pran.g_01187
OG0000349	Prbn.g_00953	Pran.g_01203
OG0000350	Prbn.g_00798	Pran.g_01222
OG0000351	Prbn.g_00913	Pran.g_01239
OG0000352	Prbn.g_00912	Pran.g_01240
OG0000353	Prbn.g_00299	Pran.g_01256
OG0000355	Prbn.g_00301	Pran.g_01258
OG0000356	Prbn.g_00302	Pran.g_01259
OG0000357	Prbn.g_00011	Pran.g_01260
OG0000358	Prbn.g_00007	Pran.g_01264
OG0000359	Prbn.g_00006	Pran.g_01265
OG0000360	Prbn.g_00005	Pran.g_01266
OG0000361	Prbn.g_00004	Pran.g_01267
OG0000362	Prbn.g_00001	Pran.g_01269
OG0000363	Prbn.g_00768	Pran.g_00410
OG0000364	Prbn.g_00767	Pran.g_00409
OG0000365	Prbn.g_00762	Pran.g_00404
OG0000366	Prbn.g_00761	Pran.g_00403
OG0000367	Prbn.g_00760	Pran.g_00402
OG0000368	Prbn.g_00758	Pran.g_00400
OG0000369	Prbn.g_00757	Pran.g_00399
OG0000370	Prbn.g_00756	Pran.g_00398
OG0000371	Prbn.g_00749	Pran.g_00392
OG0000372	Prbn.g_00746	Pran.g_00389
OG0000373	Prbn.g_00745	Pran.g_00388
OG0000374	Prbn.g_00744	Pran.g_00387
OG0000375	Prbn.g_00742	Pran.g_00385
OG0000376	Prbn.g_00740	Pran.g_00383
OG0000377	Prbn.g_00736	Pran.g_00380
OG0000378	Prbn.g_00732	Pran.g_00378
OG0000379	Prbn.g_00729	Pran.g_00375
OG0000380	Prbn.g_00712	Pran.g_00366
OG0000381	Prbn.g_00707	Pran.g_00362
OG0000382	Prbn.g_01340	Pran.g_00351
OG0000383	Prbn.g_01338	Pran.g_00349
OG0000384	Prbn.g_01337	Pran.g_00348
OG0000385	Prbn.g_01336	Pran.g_00347
OG0000386	Prbn.g_01335	Pran.g_00346
OG0000387	Prbn.g_01321	Pran.g_00334
OG0000388	Prbn.g_01317	Pran.g_00331
OG0000389	Prbn.g_01314	Pran.g_00327
OG0000390	Prbn.g_01304	Pran.g_00320
OG0000391	Prbn.g_01301	Pran.g_00317
OG0000392	Prbn.g_01297	Pran.g_00313
OG0000393	Prbn.g_01294	Pran.g_00311
OG0000394	Prbn.g_01293	Pran.g_00310
OG0000395	Prbn.g_01292	Pran.g_00309
OG0000396	Prbn.g_01290	Pran.g_00307
OG0000397	Prbn.g_01288	Pran.g_00305
OG0000398	Prbn.g_01285	Pran.g_00303
OG0000399	Prbn.g_01284	Pran.g_00302
OG0000400	Prbn.g_01283	Pran.g_00301
OG0000401	Prbn.g_01282	Pran.g_00300
OG0000402	Prbn.g_01356	Pran.g_00298
OG0000403	Prbn.g_01280	Pran.g_00297
OG0000404	Prbn.g_01279	Pran.g_00296
OG0000405	Prbn.g_01275	Pran.g_00292
OG0000406	Prbn.g_01267	Pran.g_00286
OG0000407	Prbn.g_01266	Pran.g_00285
OG0000408	Prbn.g_01264	Pran.g_00282
OG0000409	Prbn.g_01262	Pran.g_00280
OG0000410	Prbn.g_01261	Pran.g_00279
OG0000411	Prbn.g_01260	Pran.g_00278
OG0000412	Prbn.g_01259	Pran.g_00277
OG0000413	Prbn.g_01257	Pran.g_00276
OG0000414	Prbn.g_01256	Pran.g_00275
OG0000415	Prbn.g_01255	Pran.g_00274
OG0000416	Prbn.g_01254	Pran.g_00273
OG0000417	Prbn.g_01253	Pran.g_00272
OG0000418	Prbn.g_01248	Pran.g_00267
OG0000419	Prbn.g_01246	Pran.g_00265
OG0000420	Prbn.g_01245	Pran.g_00264
OG0000421	Prbn.g_00381	Pran.g_00259
OG0000422	Prbn.g_00380	Pran.g_00258
OG0000423	Prbn.g_00379	Pran.g_00257
OG0000424	Prbn.g_00378	Pran.g_00256
OG0000425	Prbn.g_00377	Pran.g_00255
OG0000426	Prbn.g_00376	Pran.g_00254
OG0000427	Prbn.g_00375	Pran.g_00253
OG0000428	Prbn.g_00373	Pran.g_00251
OG0000429	Prbn.g_00372	Pran.g_00250
OG0000430	Prbn.g_00371	Pran.g_00249
OG0000431	Prbn.g_00369	Pran.g_00247
OG0000432	Prbn.g_00365	Pran.g_00244
OG0000433	Prbn.g_00364	Pran.g_00243
OG0000434	Prbn.g_00363	Pran.g_00242
OG0000435	Prbn.g_00362	Pran.g_00241
OG0000436	Prbn.g_00357	Pran.g_00236
OG0000437	Prbn.g_00356	Pran.g_00235
OG0000438	Prbn.g_00355	Pran.g_00234
OG0000439	Prbn.g_00353	Pran.g_00232
OG0000440	Prbn.g_00352	Pran.g_00231
OG0000441	Prbn.g_00349	Pran.g_00228
OG0000442	Prbn.g_00348	Pran.g_00227
OG0000443	Prbn.g_00347	Pran.g_00226
OG0000444	Prbn.g_00341	Pran.g_00221
OG0000445	Prbn.g_00340	Pran.g_00220
OG0000446	Prbn.g_00339	Pran.g_00219
OG0000447	Prbn.g_00338	Pran.g_00218
OG0000448	Prbn.g_00337	Pran.g_00217
OG0000449	Prbn.g_00336	Pran.g_00216
OG0000450	Prbn.g_00335	Pran.g_00215
OG0000451	Prbn.g_00334	Pran.g_00214
OG0000452	Prbn.g_00331	Pran.g_00211
OG0000453	Prbn.g_00330	Pran.g_00210
OG0000454	Prbn.g_00329	Pran.g_00209
OG0000455	Prbn.g_00328	Pran.g_00208
OG0000456	Prbn.g_00327	Pran.g_00207
OG0000457	Prbn.g_00325	Pran.g_00206
OG0000458	Prbn.g_00324	Pran.g_00205
OG0000459	Prbn.g_00323	Pran.g_00204
OG0000460	Prbn.g_00315	Pran.g_00197
OG0000461	Prbn.g_00307	Pran.g_01950
OG0000462	Prbn.g_00305	Pran.g_01948
OG0000463	Prbn.g_00304	Pran.g_01947
OG0000464	Prbn.g_00012	Pran.g_01946
OG0000465	Prbn.g_00013	Pran.g_01945
OG0000466	Prbn.g_00016	Pran.g_01942
OG0000467	Prbn.g_00017	Pran.g_01941
OG0000468	Prbn.g_00020	Pran.g_01939
OG0000469	Prbn.g_00028	Pran.g_01931
OG0000470	Prbn.g_00030	Pran.g_01929
OG0000471	Prbn.g_00031	Pran.g_01928
OG0000472	Prbn.g_00033	Pran.g_01927
OG0000473	Prbn.g_00035	Pran.g_01925
OG0000474	Prbn.g_00036	Pran.g_01924
OG0000475	Prbn.g_00037	Pran.g_01923
OG0000476	Prbn.g_00039	Pran.g_01922
OG0000477	Prbn.g_00042	Pran.g_01919
OG0000478	Prbn.g_00043	Pran.g_01918
OG0000479	Prbn.g_00044	Pran.g_01917
OG0000480	Prbn.g_00049	Pran.g_01912
OG0000481	Prbn.g_00052	Pran.g_01910
OG0000482	Prbn.g_00053	Pran.g_01909
OG0000483	Prbn.g_00056	Pran.g_01906
OG0000484	Prbn.g_00057	Pran.g_01905
OG0000485	Prbn.g_00059	Pran.g_01904
OG0000486	Prbn.g_00060	Pran.g_01903
OG0000487	Prbn.g_00063	Pran.g_01899
OG0000488	Prbn.g_00066	Pran.g_01896
OG0000489	Prbn.g_00071	Pran.g_01891
OG0000490	Prbn.g_00075	Pran.g_01886
OG0000491	Prbn.g_00076	Pran.g_01885
OG0000492	Prbn.g_00078	Pran.g_01883
OG0000493	Prbn.g_00079	Pran.g_01882
OG0000494	Prbn.g_00080	Pran.g_01881
OG0000495	Prbn.g_00081	Pran.g_01880
OG0000496	Prbn.g_00082	Pran.g_01879
OG0000497	Prbn.g_00083	Pran.g_01878
OG0000498	Prbn.g_00084	Pran.g_01877
OG0000499	Prbn.g_00085	Pran.g_01876
OG0000500	Prbn.g_00086	Pran.g_01875
OG0000501	Prbn.g_00087	Pran.g_01873
OG0000502	Prbn.g_00090	Pran.g_01870
OG0000503	Prbn.g_00105	Pran.g_01860
OG0000504	Prbn.g_00107	Pran.g_01859
OG0000505	Prbn.g_00108	Pran.g_01858
OG0000506	Prbn.g_00109	Pran.g_01857
OG0000507	Prbn.g_00112	Pran.g_01854
OG0000508	Prbn.g_00116	Pran.g_01850
OG0000509	Prbn.g_00118	Pran.g_01848
OG0000510	Prbn.g_00119	Pran.g_01847
OG0000511	Prbn.g_00120	Pran.g_01846
OG0000512	Prbn.g_00122	Pran.g_01844
OG0000513	Prbn.g_00693	Pran.g_01837
OG0000514	Prbn.g_00682	Pran.g_01749
OG0000515	Prbn.g_00681	Pran.g_01748
OG0000516	Prbn.g_00680	Pran.g_01747
OG0000517	Prbn.g_00678	Pran.g_01745
OG0000518	Prbn.g_00667	Pran.g_01734
OG0000519	Prbn.g_00666	Pran.g_01733
OG0000520	Prbn.g_00665	Pran.g_01729
OG0000521	Prbn.g_00657	Pran.g_01724
OG0000522	Prbn.g_00655	Pran.g_01723
OG0000523	Prbn.g_00654	Pran.g_01722
OG0000524	Prbn.g_00649	Pran.g_01717
OG0000525	Prbn.g_00645	Pran.g_01714
OG0000526	Prbn.g_00644	Pran.g_01713
OG0000527	Prbn.g_00641	Pran.g_01705
OG0000528	Prbn.g_00636	Pran.g_01700
OG0000529	Prbn.g_00633	Pran.g_01697
OG0000530	Prbn.g_00630	Pran.g_01694
OG0000531	Prbn.g_00629	Pran.g_01693
OG0000532	Prbn.g_00627	Pran.g_01691
OG0000533	Prbn.g_00626	Pran.g_01690
OG0000534	Prbn.g_00625	Pran.g_01689
OG0000535	Prbn.g_00624	Pran.g_01688
OG0000536	Prbn.g_00623	Pran.g_01687
OG0000537	Prbn.g_00622	Pran.g_01686
OG0000538	Prbn.g_00613	Pran.g_01678
OG0000539	Prbn.g_00612	Pran.g_01677
OG0000540	Prbn.g_00611	Pran.g_01676
OG0000541	Prbn.g_00610	Pran.g_01675
OG0000542	Prbn.g_00609	Pran.g_01673
OG0000543	Prbn.g_00607	Pran.g_01671
OG0000544	Prbn.g_00606	Pran.g_01670
OG0000545	Prbn.g_00604	Pran.g_01668
OG0000546	Prbn.g_00601	Pran.g_01665
OG0000547	Prbn.g_00599	Pran.g_01663
OG0000548	Prbn.g_00598	Pran.g_01662
OG0000549	Prbn.g_00596	Pran.g_01660
OG0000550	Prbn.g_00592	Pran.g_01655
OG0000551	Prbn.g_00589	Pran.g_01651
OG0000552	Prbn.g_00588	Pran.g_01650
OG0000553	Prbn.g_00587	Pran.g_01649
OG0000554	Prbn.g_00582	Pran.g_01644
OG0000555	Prbn.g_00574	Pran.g_01636
OG0000556	Prbn.g_00572	Pran.g_01634
OG0000557	Prbn.g_00571	Pran.g_01633
OG0000558	Prbn.g_00569	Pran.g_01631
OG0000559	Prbn.g_00565	Pran.g_01627
