Orthogroup	Prbn	Syaj
OG0000183	Prbn.g_00759	Syaj.g_02290
OG0000184	Prbn.g_00733	Syaj.g_02098
OG0000185	Prbn.g_00730	Syaj.g_02087
OG0000186	Prbn.g_00714	Syaj.g_01812
OG0000187	Prbn.g_00713	Syaj.g_01814
OG0000188	Prbn.g_01339	Syaj.g_01837
OG0000189	Prbn.g_01325	Syaj.g_01874
OG0000190	Prbn.g_01323	Syaj.g_01876
OG0000191	Prbn.g_01300	Syaj.g_01910
OG0000192	Prbn.g_01295	Syaj.g_01919
OG0000193	Prbn.g_01268	Syaj.g_01965
OG0000194	Prbn.g_01265	Syaj.g_01968
OG0000195	Prbn.g_01263	Syaj.g_01971
OG0000196	Prbn.g_01252	Syaj.g_01981
OG0000197	Prbn.g_01251	Syaj.g_01982
OG0000198	Prbn.g_01250	Syaj.g_01983
OG0000199	Prbn.g_01243, Prbn.g_00384	Syaj.g_01991
OG0000200	Prbn.g_00370	Syaj.g_02008
OG0000201	Prbn.g_00361	Syaj.g_02024
OG0000202	Prbn.g_00360	Syaj.g_02025
OG0000203	Prbn.g_00359	Syaj.g_02026
OG0000204	Prbn.g_00358	Syaj.g_02027
OG0000205	Prbn.g_00351	Syaj.g_02035
OG0000206	Prbn.g_00346	Syaj.g_02043
OG0000207	Prbn.g_00343	Syaj.g_02045
OG0000208	Prbn.g_00342	Syaj.g_02046
OG0000209	Prbn.g_00333	Syaj.g_02070
OG0000210	Prbn.g_00332	Syaj.g_02071
OG0000211	Prbn.g_00317	Syaj.g_02856
OG0000212	Prbn.g_00309	Syaj.g_02881
OG0000213	Prbn.g_00024	Syaj.g_02601
OG0000214	Prbn.g_00034	Syaj.g_02582
OG0000215	Prbn.g_00061	Syaj.g_02551
OG0000216	Prbn.g_00062	Syaj.g_02547
OG0000217	Prbn.g_00065	Syaj.g_02543
OG0000218	Prbn.g_00067	Syaj.g_02541
OG0000219	Prbn.g_00068	Syaj.g_02540
OG0000220	Prbn.g_00069	Syaj.g_02539
OG0000221	Prbn.g_00070	Syaj.g_02530
OG0000222	Prbn.g_00077	Syaj.g_02516
OG0000223	Prbn.g_00089	Syaj.g_02494
OG0000224	Prbn.g_00091	Syaj.g_02487
OG0000225	Prbn.g_00117	Syaj.g_02821
OG0000226	Prbn.g_00121	Syaj.g_02825
OG0000227	Prbn.g_00123	Syaj.g_02827
OG0000228	Prbn.g_00697	Syaj.g_02828
OG0000229	Prbn.g_00677	Syaj.g_01555
OG0000230	Prbn.g_00675	Syaj.g_01553
OG0000231	Prbn.g_00664	Syaj.g_01541
OG0000232	Prbn.g_00653	Syaj.g_01497
OG0000233	Prbn.g_00647	Syaj.g_01481
OG0000234	Prbn.g_00638	Syaj.g_01442
OG0000235	Prbn.g_00635	Syaj.g_00071
OG0000236	Prbn.g_00621	Syaj.g_00086
OG0000237	Prbn.g_00608	Syaj.g_00103
OG0000238	Prbn.g_00602	Syaj.g_00108
OG0000239	Prbn.g_00591	Syaj.g_00125
OG0000240	Prbn.g_00590	Syaj.g_00126
OG0000241	Prbn.g_00586	Syaj.g_01291
OG0000242	Prbn.g_00584	Syaj.g_00142
OG0000243	Prbn.g_00573	Syaj.g_00164
OG0000244	Prbn.g_00570	Syaj.g_00180
OG0000245	Prbn.g_00568	Syaj.g_00182
OG0000246	Prbn.g_00564	Syaj.g_00186
OG0000247	Prbn.g_00554	Syaj.g_00197
OG0000248	Prbn.g_00551	Syaj.g_00200
OG0000249	Prbn.g_00549	Syaj.g_00202
OG0000250	Prbn.g_00544	Syaj.g_00211
OG0000251	Prbn.g_00524	Syaj.g_00237
OG0000252	Prbn.g_00521	Syaj.g_00243
OG0000253	Prbn.g_00520	Syaj.g_00245
OG0000254	Prbn.g_00503	Syaj.g_01335
OG0000255	Prbn.g_00497	Syaj.g_01315
OG0000256	Prbn.g_00487	Syaj.g_01297
OG0000257	Prbn.g_00421	Syaj.g_01292
OG0000258	Prbn.g_00435	Syaj.g_01274
OG0000259	Prbn.g_00835	Syaj.g_00707
OG0000260	Prbn.g_00838	Syaj.g_00712
OG0000261	Prbn.g_00841	Syaj.g_00715
OG0000262	Prbn.g_00845	Syaj.g_00720
OG0000263	Prbn.g_01583	Syaj.g_00605
OG0000264	Prbn.g_01572	Syaj.g_00485
OG0000265	Prbn.g_01554	Syaj.g_00510
OG0000266	Prbn.g_00864	Syaj.g_00946
OG0000267	Prbn.g_01350	Syaj.g_00770
OG0000268	Prbn.g_01351	Syaj.g_00771
OG0000269	Prbn.g_01551	Syaj.g_01031
OG0000270	Prbn.g_01548	Syaj.g_01025
OG0000271	Prbn.g_01540	Syaj.g_01017
OG0000272	Prbn.g_01539	Syaj.g_01016
OG0000273	Prbn.g_01515	Syaj.g_00389
OG0000274	Prbn.g_01514	Syaj.g_00388
OG0000275	Prbn.g_01511	Syaj.g_00384
OG0000276	Prbn.g_01505	Syaj.g_00377
OG0000277	Prbn.g_01504	Syaj.g_00376
OG0000278	Prbn.g_01501	Syaj.g_00373
OG0000279	Prbn.g_01494	Syaj.g_00357
OG0000280	Prbn.g_01493	Syaj.g_00348
OG0000281	Prbn.g_01486	Syaj.g_02670
OG0000282	Prbn.g_01619	Syaj.g_00743
OG0000283	Prbn.g_01442	Syaj.g_00790
OG0000284	Prbn.g_01437	Syaj.g_00930
OG0000285	Prbn.g_01432	Syaj.g_00917
OG0000286	Prbn.g_01419	Syaj.g_00899
OG0000287	Prbn.g_01123	Syaj.g_00849
OG0000288	Prbn.g_01380	Syaj.g_00815
OG0000289	Prbn.g_01364	Syaj.g_00800
OG0000290	Prbn.g_01468	Syaj.g_00424
OG0000291	Prbn.g_01470	Syaj.g_00426
OG0000292	Prbn.g_01144	Syaj.g_02255
OG0000293	Prbn.g_01179	Syaj.g_00290
OG0000294	Prbn.g_01180	Syaj.g_00291
OG0000295	Prbn.g_01203	Syaj.g_00330
OG0000296	Prbn.g_01205	Syaj.g_00332
OG0000297	Prbn.g_00387	Syaj.g_00639
OG0000298	Prbn.g_00388	Syaj.g_00638
OG0000299	Prbn.g_00407	Syaj.g_00592
OG0000300	Prbn.g_00410	Syaj.g_00586
OG0000301	Prbn.g_00411	Syaj.g_00585
OG0000302	Prbn.g_00413	Syaj.g_00582
OG0000303	Prbn.g_00419	Syaj.g_00572
OG0000304	Prbn.g_00482	Syaj.g_00566
OG0000305	Prbn.g_01146	Syaj.g_00429
OG0000306	Prbn.g_01482	Syaj.g_01126
OG0000307	Prbn.g_00159	Syaj.g_00051
OG0000308	Prbn.g_00160	Syaj.g_00049
OG0000309	Prbn.g_00164	Syaj.g_00044
OG0000310	Prbn.g_00198	Syaj.g_01358
OG0000311	Prbn.g_00200	Syaj.g_01362
OG0000312	Prbn.g_00203	Syaj.g_01368
OG0000313	Prbn.g_00216	Syaj.g_01386
OG0000314	Prbn.g_00239	Syaj.g_01420
OG0000315	Prbn.g_00249	Syaj.g_01430
OG0000316	Prbn.g_00274	Syaj.g_01664
OG0000317	Prbn.g_01742	Syaj.g_01715
OG0000318	Prbn.g_01746	Syaj.g_01722
OG0000319	Prbn.g_01759	Syaj.g_01741
OG0000320	Prbn.g_01761	Syaj.g_01743
OG0000321	Prbn.g_01762	Syaj.g_01744
OG0000322	Prbn.g_01763	Syaj.g_01745
OG0000323	Prbn.g_01773	Syaj.g_01760
OG0000324	Prbn.g_01800	Syaj.g_01609
OG0000325	Prbn.g_01811	Syaj.g_02638
OG0000326	Prbn.g_01818	Syaj.g_02645
OG0000327	Prbn.g_01839	Syaj.g_02693
OG0000328	Prbn.g_01840	Syaj.g_02694
OG0000329	Prbn.g_01857	Syaj.g_02712
OG0000330	Prbn.g_01858	Syaj.g_02713
OG0000331	Prbn.g_01859	Syaj.g_02714
OG0000332	Prbn.g_01873	Syaj.g_02729
OG0000333	Prbn.g_01875	Syaj.g_02732
OG0000334	Prbn.g_01884	Syaj.g_02741
OG0000335	Prbn.g_01889	Syaj.g_02746
OG0000336	Prbn.g_01893	Syaj.g_02750
OG0000337	Prbn.g_01911	Syaj.g_02466
OG0000338	Prbn.g_01912	Syaj.g_02462
OG0000339	Prbn.g_01918	Syaj.g_02455
OG0000340	Prbn.g_01012	Syaj.g_02443
OG0000341	Prbn.g_01010	Syaj.g_02441
OG0000342	Prbn.g_01009	Syaj.g_02440
OG0000343	Prbn.g_01008	Syaj.g_02437
OG0000344	Prbn.g_01005	Syaj.g_02433
OG0000345	Prbn.g_00999	Syaj.g_02421
OG0000346	Prbn.g_00995	Syaj.g_02416
OG0000347	Prbn.g_00978	Syaj.g_02383
OG0000348	Prbn.g_00970	Syaj.g_02333
OG0000349	Prbn.g_00953	Syaj.g_02314
OG0000350	Prbn.g_00798	Syaj.g_02652
OG0000351	Prbn.g_00913	Syaj.g_02234
OG0000352	Prbn.g_00912	Syaj.g_02235
OG0000353	Prbn.g_00299	Syaj.g_02261
OG0000355	Prbn.g_00301	Syaj.g_02263
OG0000356	Prbn.g_00302	Syaj.g_02264
OG0000357	Prbn.g_00011	Syaj.g_02265
OG0000358	Prbn.g_00007	Syaj.g_02269
OG0000359	Prbn.g_00006	Syaj.g_02271
OG0000360	Prbn.g_00005	Syaj.g_02272
OG0000361	Prbn.g_00004	Syaj.g_02273
OG0000362	Prbn.g_00001	Syaj.g_02275
OG0000363	Prbn.g_00768	Syaj.g_02277
OG0000364	Prbn.g_00767	Syaj.g_02278
OG0000365	Prbn.g_00762	Syaj.g_02287
OG0000366	Prbn.g_00761	Syaj.g_02288
OG0000367	Prbn.g_00760	Syaj.g_02289
OG0000368	Prbn.g_00758	Syaj.g_02291
OG0000369	Prbn.g_00757	Syaj.g_02292
OG0000370	Prbn.g_00756	Syaj.g_02293
OG0000371	Prbn.g_00749	Syaj.g_02301
OG0000372	Prbn.g_00746	Syaj.g_02307
OG0000373	Prbn.g_00745	Syaj.g_02308
OG0000374	Prbn.g_00744	Syaj.g_02309
OG0000375	Prbn.g_00742	Syaj.g_02310
OG0000376	Prbn.g_00740	Syaj.g_02312
OG0000377	Prbn.g_00736	Syaj.g_02105
OG0000378	Prbn.g_00732	Syaj.g_02091
OG0000379	Prbn.g_00729	Syaj.g_02086
OG0000380	Prbn.g_00712	Syaj.g_01815
OG0000381	Prbn.g_00707	Syaj.g_01819
OG0000382	Prbn.g_01340	Syaj.g_01836
OG0000383	Prbn.g_01338	Syaj.g_01839
OG0000384	Prbn.g_01337	Syaj.g_01840
OG0000385	Prbn.g_01336	Syaj.g_01841
OG0000386	Prbn.g_01335	Syaj.g_01842
OG0000387	Prbn.g_01321	Syaj.g_01878
OG0000388	Prbn.g_01317	Syaj.g_01882
OG0000389	Prbn.g_01314	Syaj.g_01886
OG0000390	Prbn.g_01304	Syaj.g_01904
OG0000391	Prbn.g_01301	Syaj.g_01909
OG0000392	Prbn.g_01297	Syaj.g_01918
OG0000393	Prbn.g_01294	Syaj.g_01922
OG0000394	Prbn.g_01293	Syaj.g_01923
OG0000395	Prbn.g_01292	Syaj.g_01924
OG0000396	Prbn.g_01290	Syaj.g_01928
OG0000397	Prbn.g_01288	Syaj.g_01930
OG0000398	Prbn.g_01285	Syaj.g_01935
OG0000399	Prbn.g_01284	Syaj.g_01936
OG0000400	Prbn.g_01283	Syaj.g_01937
OG0000401	Prbn.g_01282	Syaj.g_01938
OG0000402	Prbn.g_01356	Syaj.g_01940
OG0000403	Prbn.g_01280	Syaj.g_01941
OG0000404	Prbn.g_01279	Syaj.g_01943
OG0000405	Prbn.g_01275	Syaj.g_01961
OG0000406	Prbn.g_01267	Syaj.g_01966
OG0000407	Prbn.g_01266	Syaj.g_01967
OG0000408	Prbn.g_01264	Syaj.g_01970
OG0000409	Prbn.g_01262	Syaj.g_01972
OG0000410	Prbn.g_01261	Syaj.g_01973
OG0000411	Prbn.g_01260	Syaj.g_01974
OG0000412	Prbn.g_01259	Syaj.g_01975
OG0000413	Prbn.g_01257	Syaj.g_01977
OG0000415	Prbn.g_01255	Syaj.g_01978
OG0000416	Prbn.g_01254	Syaj.g_01979
OG0000417	Prbn.g_01253	Syaj.g_01980
OG0000418	Prbn.g_01248	Syaj.g_01985
OG0000419	Prbn.g_01246	Syaj.g_01987
OG0000420	Prbn.g_01245	Syaj.g_01989
OG0000421	Prbn.g_00381	Syaj.g_01994
OG0000422	Prbn.g_00380	Syaj.g_01995
OG0000423	Prbn.g_00379	Syaj.g_01996
OG0000424	Prbn.g_00378	Syaj.g_01997
OG0000425	Prbn.g_00377	Syaj.g_01998
OG0000426	Prbn.g_00376	Syaj.g_01999
OG0000427	Prbn.g_00375	Syaj.g_02000
OG0000428	Prbn.g_00373	Syaj.g_02003
OG0000429	Prbn.g_00372	Syaj.g_02005
OG0000430	Prbn.g_00371	Syaj.g_02007
OG0000431	Prbn.g_00369	Syaj.g_02010
OG0000432	Prbn.g_00365	Syaj.g_02017
OG0000433	Prbn.g_00364	Syaj.g_02020
OG0000434	Prbn.g_00363	Syaj.g_02021
OG0000435	Prbn.g_00362	Syaj.g_02023
OG0000436	Prbn.g_00357	Syaj.g_02029
OG0000437	Prbn.g_00356	Syaj.g_02030
OG0000438	Prbn.g_00355	Syaj.g_02031
OG0000439	Prbn.g_00353	Syaj.g_02033
OG0000440	Prbn.g_00352	Syaj.g_02034
OG0000441	Prbn.g_00349	Syaj.g_02038
OG0000442	Prbn.g_00348	Syaj.g_02039
OG0000443	Prbn.g_00347	Syaj.g_02040
OG0000444	Prbn.g_00341	Syaj.g_02052
OG0000445	Prbn.g_00340	Syaj.g_02053
OG0000446	Prbn.g_00339	Syaj.g_02055
OG0000447	Prbn.g_00338	Syaj.g_02058
OG0000448	Prbn.g_00337	Syaj.g_02059
OG0000449	Prbn.g_00336	Syaj.g_02060
OG0000450	Prbn.g_00335	Syaj.g_02067
OG0000451	Prbn.g_00334	Syaj.g_02068
OG0000452	Prbn.g_00331	Syaj.g_02072
OG0000453	Prbn.g_00330	Syaj.g_02073
OG0000454	Prbn.g_00329	Syaj.g_02074
OG0000455	Prbn.g_00328	Syaj.g_02075
OG0000456	Prbn.g_00327	Syaj.g_02076
OG0000457	Prbn.g_00325	Syaj.g_02078
OG0000458	Prbn.g_00324	Syaj.g_02079
OG0000459	Prbn.g_00323	Syaj.g_02080
OG0000460	Prbn.g_00315	Syaj.g_02858
OG0000461	Prbn.g_00307	Syaj.g_02623
OG0000462	Prbn.g_00305	Syaj.g_02620
OG0000463	Prbn.g_00304	Syaj.g_02619
OG0000464	Prbn.g_00012	Syaj.g_02618
OG0000465	Prbn.g_00013	Syaj.g_02617
OG0000466	Prbn.g_00016	Syaj.g_02612
OG0000467	Prbn.g_00017	Syaj.g_02610
OG0000468	Prbn.g_00020	Syaj.g_02605
OG0000469	Prbn.g_00028	Syaj.g_02590
OG0000470	Prbn.g_00030	Syaj.g_02586
OG0000471	Prbn.g_00031	Syaj.g_02585
OG0000472	Prbn.g_00033	Syaj.g_02583
OG0000473	Prbn.g_00035	Syaj.g_02581
OG0000474	Prbn.g_00036	Syaj.g_02580
OG0000475	Prbn.g_00037	Syaj.g_02579
OG0000476	Prbn.g_00039	Syaj.g_02577
OG0000477	Prbn.g_00042	Syaj.g_02571
OG0000478	Prbn.g_00043	Syaj.g_02570
OG0000479	Prbn.g_00044	Syaj.g_02569
OG0000480	Prbn.g_00049	Syaj.g_02562
OG0000481	Prbn.g_00052	Syaj.g_02560
OG0000482	Prbn.g_00053	Syaj.g_02559
OG0000483	Prbn.g_00056	Syaj.g_02555
OG0000484	Prbn.g_00057	Syaj.g_02554
OG0000485	Prbn.g_00059	Syaj.g_02553
OG0000486	Prbn.g_00060	Syaj.g_02552
OG0000487	Prbn.g_00063	Syaj.g_02546
OG0000488	Prbn.g_00066	Syaj.g_02542
OG0000489	Prbn.g_00071	Syaj.g_02529
OG0000490	Prbn.g_00075	Syaj.g_02519
OG0000491	Prbn.g_00076	Syaj.g_02517
OG0000492	Prbn.g_00078	Syaj.g_02515
OG0000493	Prbn.g_00079	Syaj.g_02514
OG0000494	Prbn.g_00080	Syaj.g_02513
OG0000495	Prbn.g_00081	Syaj.g_02512
OG0000496	Prbn.g_00082	Syaj.g_02511
OG0000497	Prbn.g_00083	Syaj.g_02510
OG0000498	Prbn.g_00084	Syaj.g_02509
OG0000499	Prbn.g_00085	Syaj.g_02508
OG0000500	Prbn.g_00086	Syaj.g_02507
OG0000501	Prbn.g_00087	Syaj.g_02504
OG0000502	Prbn.g_00090	Syaj.g_02492
OG0000503	Prbn.g_00105	Syaj.g_02805
OG0000504	Prbn.g_00107	Syaj.g_02807
OG0000505	Prbn.g_00108	Syaj.g_02808
OG0000506	Prbn.g_00109	Syaj.g_02810
OG0000507	Prbn.g_00112	Syaj.g_02816
OG0000508	Prbn.g_00116	Syaj.g_02820
OG0000509	Prbn.g_00118	Syaj.g_02822
OG0000510	Prbn.g_00119	Syaj.g_02823
OG0000511	Prbn.g_00120	Syaj.g_02824
OG0000512	Prbn.g_00122	Syaj.g_02826
OG0000513	Prbn.g_00693	Syaj.g_02833
OG0000514	Prbn.g_00682	Syaj.g_02839
OG0000515	Prbn.g_00681	Syaj.g_02840
OG0000516	Prbn.g_00680	Syaj.g_01561
OG0000517	Prbn.g_00678	Syaj.g_01556
OG0000518	Prbn.g_00667	Syaj.g_01544
OG0000519	Prbn.g_00666	Syaj.g_01543
OG0000520	Prbn.g_00665	Syaj.g_01542
OG0000521	Prbn.g_00657	Syaj.g_00271
OG0000522	Prbn.g_00655	Syaj.g_00273
OG0000523	Prbn.g_00654	Syaj.g_00274
OG0000524	Prbn.g_00649	Syaj.g_01485
OG0000525	Prbn.g_00645	Syaj.g_01454
OG0000526	Prbn.g_00644	Syaj.g_01451
OG0000527	Prbn.g_00641	Syaj.g_01446
OG0000528	Prbn.g_00636	Syaj.g_00065
OG0000529	Prbn.g_00633	Syaj.g_00073
OG0000530	Prbn.g_00630	Syaj.g_00076
OG0000531	Prbn.g_00629	Syaj.g_00077
OG0000532	Prbn.g_00627	Syaj.g_00080
OG0000533	Prbn.g_00626	Syaj.g_00081
OG0000534	Prbn.g_00625	Syaj.g_00082
OG0000535	Prbn.g_00624	Syaj.g_00083
