Orthogroup	Prbn	Prag
OG0000151	Prbn.g_01611	Prag.g_00916
OG0000152	Prbn.g_01418	Prag.g_00964
OG0000153	Prbn.g_01399	Prag.g_00983
OG0000154	Prbn.g_01379	Prag.g_01010
OG0000155	Prbn.g_01210	Prag.g_01173
OG0000156	Prbn.g_01095	Prag.g_01342
OG0000157	Prbn.g_01094	Prag.g_01343
OG0000158	Prbn.g_01014	Prag.g_01425
OG0000160	Prbn.g_00213	Prag.g_01491
OG0000161	Prbn.g_00219	Prag.g_01497
OG0000162	Prbn.g_00225	Prag.g_01503
OG0000163	Prbn.g_00264	Prag.g_01537
OG0000164	Prbn.g_01770	Prag.g_01693
OG0000165	Prbn.g_01777	Prag.g_01700
OG0000166	Prbn.g_01844	Prag.g_01768
OG0000167	Prbn.g_01915	Prag.g_01834
OG0000168	Prbn.g_01013	Prag.g_01844
OG0000169	Prbn.g_01003	Prag.g_01854
OG0000170	Prbn.g_01000	Prag.g_01856
OG0000171	Prbn.g_00980	Prag.g_01876
OG0000172	Prbn.g_00973	Prag.g_01884
OG0000173	Prbn.g_00958	Prag.g_01899
OG0000174	Prbn.g_00929	Prag.g_01927
OG0000175	Prbn.g_00916	Prag.g_01937
OG0000176	Prbn.g_00010	Prag.g_00004
OG0000177	Prbn.g_00009	Prag.g_00005
OG0000178	Prbn.g_00008	Prag.g_00006
OG0000179	Prbn.g_00766	Prag.g_00016
OG0000180	Prbn.g_00765	Prag.g_00017
OG0000181	Prbn.g_00764	Prag.g_00018
OG0000182	Prbn.g_00763	Prag.g_00019
OG0000183	Prbn.g_00759	Prag.g_00023
OG0000184	Prbn.g_00733	Prag.g_00046
OG0000185	Prbn.g_00730	Prag.g_00049
OG0000186	Prbn.g_00714	Prag.g_00058
OG0000187	Prbn.g_00713	Prag.g_00059
OG0000188	Prbn.g_01339	Prag.g_00076
OG0000189	Prbn.g_01325	Prag.g_00089
OG0000190	Prbn.g_01323	Prag.g_00090
OG0000191	Prbn.g_01300	Prag.g_00110
OG0000192	Prbn.g_01295	Prag.g_00114
OG0000193	Prbn.g_01268	Prag.g_00139
OG0000194	Prbn.g_01265	Prag.g_00142
OG0000195	Prbn.g_01263	Prag.g_00144
OG0000196	Prbn.g_01252	Prag.g_00154
OG0000197	Prbn.g_01251	Prag.g_00155
OG0000198	Prbn.g_01250	Prag.g_00156
OG0000199	Prbn.g_01243, Prbn.g_00384	Prag.g_00163
OG0000200	Prbn.g_00370	Prag.g_00177
OG0000201	Prbn.g_00361	Prag.g_00185
OG0000202	Prbn.g_00360	Prag.g_00186
OG0000203	Prbn.g_00359	Prag.g_00187
OG0000204	Prbn.g_00358	Prag.g_00188
OG0000205	Prbn.g_00351	Prag.g_00195
OG0000206	Prbn.g_00346	Prag.g_00200
OG0000207	Prbn.g_00343	Prag.g_00202
OG0000208	Prbn.g_00342	Prag.g_00203
OG0000209	Prbn.g_00333	Prag.g_00212
OG0000210	Prbn.g_00332	Prag.g_00213
OG0000211	Prbn.g_00317	Prag.g_00226
OG0000212	Prbn.g_00309	Prag.g_00233
OG0000213	Prbn.g_00024	Prag.g_00249
OG0000214	Prbn.g_00034	Prag.g_00258
OG0000215	Prbn.g_00061	Prag.g_00283
OG0000216	Prbn.g_00062	Prag.g_00285
OG0000217	Prbn.g_00065	Prag.g_00288
OG0000218	Prbn.g_00067	Prag.g_00290
OG0000219	Prbn.g_00068	Prag.g_00291
OG0000220	Prbn.g_00069	Prag.g_00292
OG0000221	Prbn.g_00070	Prag.g_00293
OG0000222	Prbn.g_00077	Prag.g_00301
OG0000223	Prbn.g_00089	Prag.g_00314
OG0000224	Prbn.g_00091	Prag.g_00316
OG0000225	Prbn.g_00117	Prag.g_00340
OG0000226	Prbn.g_00121	Prag.g_00344
OG0000227	Prbn.g_00123	Prag.g_00346
OG0000228	Prbn.g_00697	Prag.g_00349
OG0000229	Prbn.g_00677	Prag.g_00415
OG0000230	Prbn.g_00675	Prag.g_00417
OG0000231	Prbn.g_00664	Prag.g_00428
OG0000232	Prbn.g_00653	Prag.g_00437
OG0000233	Prbn.g_00647	Prag.g_00442
OG0000234	Prbn.g_00638	Prag.g_00455
OG0000235	Prbn.g_00635	Prag.g_00458
OG0000236	Prbn.g_00621	Prag.g_00472
OG0000237	Prbn.g_00608	Prag.g_00485
OG0000238	Prbn.g_00602	Prag.g_00491
OG0000239	Prbn.g_00591	Prag.g_00504
OG0000240	Prbn.g_00590	Prag.g_00505
OG0000241	Prbn.g_00586	Prag.g_00509
OG0000242	Prbn.g_00584	Prag.g_00511
OG0000243	Prbn.g_00573	Prag.g_00522
OG0000244	Prbn.g_00570	Prag.g_00525
OG0000245	Prbn.g_00568	Prag.g_00527
OG0000246	Prbn.g_00564	Prag.g_00531
OG0000247	Prbn.g_00554	Prag.g_00541
OG0000248	Prbn.g_00551	Prag.g_00543
OG0000249	Prbn.g_00549	Prag.g_00545
OG0000250	Prbn.g_00544	Prag.g_00550
OG0000251	Prbn.g_00524	Prag.g_00569
OG0000252	Prbn.g_00521	Prag.g_00572
OG0000253	Prbn.g_00520	Prag.g_00573
OG0000254	Prbn.g_00503	Prag.g_00589
OG0000255	Prbn.g_00497	Prag.g_00595
OG0000256	Prbn.g_00487	Prag.g_00605
OG0000257	Prbn.g_00421	Prag.g_00608
OG0000258	Prbn.g_00435	Prag.g_00621
OG0000259	Prbn.g_00835	Prag.g_00638
OG0000260	Prbn.g_00838	Prag.g_00641
OG0000261	Prbn.g_00841	Prag.g_00643
OG0000262	Prbn.g_00845	Prag.g_00647
OG0000263	Prbn.g_01583	Prag.g_00659
OG0000264	Prbn.g_01572	Prag.g_00669
OG0000265	Prbn.g_01554	Prag.g_00692
OG0000266	Prbn.g_00864	Prag.g_00702
OG0000267	Prbn.g_01350	Prag.g_00713
OG0000268	Prbn.g_01351	Prag.g_00714
OG0000269	Prbn.g_01551	Prag.g_00801
OG0000270	Prbn.g_01548	Prag.g_00804
OG0000271	Prbn.g_01540	Prag.g_00812
OG0000272	Prbn.g_01539	Prag.g_00813
OG0000273	Prbn.g_01515	Prag.g_00835
OG0000274	Prbn.g_01514	Prag.g_00836
OG0000275	Prbn.g_01511	Prag.g_00838
OG0000276	Prbn.g_01505	Prag.g_00843
OG0000277	Prbn.g_01504	Prag.g_00844
OG0000278	Prbn.g_01501	Prag.g_00847
OG0000279	Prbn.g_01494	Prag.g_00854
OG0000280	Prbn.g_01493	Prag.g_00855
OG0000281	Prbn.g_01486	Prag.g_00860
OG0000282	Prbn.g_01619	Prag.g_00908
OG0000283	Prbn.g_01442	Prag.g_00941
OG0000284	Prbn.g_01437	Prag.g_00946
OG0000285	Prbn.g_01432	Prag.g_00951
OG0000286	Prbn.g_01419	Prag.g_00963
OG0000287	Prbn.g_01123	Prag.g_00980
OG0000288	Prbn.g_01380	Prag.g_01009
OG0000289	Prbn.g_01364	Prag.g_01020
OG0000290	Prbn.g_01468	Prag.g_01033
OG0000291	Prbn.g_01470	Prag.g_01035
OG0000292	Prbn.g_01144	Prag.g_01085
OG0000293	Prbn.g_01179	Prag.g_01144
OG0000294	Prbn.g_01180	Prag.g_01145
OG0000295	Prbn.g_01203	Prag.g_01165
OG0000296	Prbn.g_01205	Prag.g_01167
OG0000297	Prbn.g_00387	Prag.g_01175
OG0000298	Prbn.g_00388	Prag.g_01176
OG0000299	Prbn.g_00407	Prag.g_01193
OG0000300	Prbn.g_00410	Prag.g_01196
OG0000301	Prbn.g_00411	Prag.g_01197
OG0000302	Prbn.g_00413	Prag.g_01199
OG0000303	Prbn.g_00419	Prag.g_01206
OG0000304	Prbn.g_00482	Prag.g_01210
OG0000305	Prbn.g_01146	Prag.g_01381
OG0000306	Prbn.g_01482	Prag.g_01384
OG0000307	Prbn.g_00159	Prag.g_01398
OG0000308	Prbn.g_00160	Prag.g_01399
OG0000309	Prbn.g_00164	Prag.g_01403
OG0000310	Prbn.g_00198	Prag.g_01473
OG0000311	Prbn.g_00200	Prag.g_01475
OG0000312	Prbn.g_00203	Prag.g_01478
OG0000313	Prbn.g_00216	Prag.g_01494
OG0000314	Prbn.g_00239	Prag.g_01516
OG0000315	Prbn.g_00249	Prag.g_01527
OG0000316	Prbn.g_00274	Prag.g_01547
OG0000317	Prbn.g_01742	Prag.g_01667
OG0000318	Prbn.g_01746	Prag.g_01670
OG0000319	Prbn.g_01759	Prag.g_01683
OG0000320	Prbn.g_01761	Prag.g_01685
OG0000321	Prbn.g_01762	Prag.g_01686
OG0000322	Prbn.g_01763	Prag.g_01687
OG0000323	Prbn.g_01773	Prag.g_01696
OG0000324	Prbn.g_01800	Prag.g_01723
OG0000325	Prbn.g_01811	Prag.g_01733
OG0000326	Prbn.g_01818	Prag.g_01739
OG0000327	Prbn.g_01839	Prag.g_01763
OG0000328	Prbn.g_01840	Prag.g_01764
OG0000329	Prbn.g_01857	Prag.g_01781
OG0000330	Prbn.g_01858	Prag.g_01782
OG0000331	Prbn.g_01859	Prag.g_01783
OG0000332	Prbn.g_01873	Prag.g_01797
OG0000333	Prbn.g_01875	Prag.g_01799
OG0000334	Prbn.g_01884	Prag.g_01807
OG0000335	Prbn.g_01889	Prag.g_01812
OG0000336	Prbn.g_01893	Prag.g_01816
OG0000337	Prbn.g_01911	Prag.g_01832
OG0000338	Prbn.g_01912	Prag.g_01833
OG0000339	Prbn.g_01918	Prag.g_01837
OG0000340	Prbn.g_01012	Prag.g_01845
OG0000341	Prbn.g_01010	Prag.g_01847
OG0000342	Prbn.g_01009	Prag.g_01848
OG0000343	Prbn.g_01008	Prag.g_01849
OG0000344	Prbn.g_01005	Prag.g_01852
OG0000345	Prbn.g_00999	Prag.g_01857
OG0000346	Prbn.g_00995	Prag.g_01862
OG0000347	Prbn.g_00978	Prag.g_01878
OG0000348	Prbn.g_00970	Prag.g_01887
OG0000349	Prbn.g_00953	Prag.g_01904
OG0000350	Prbn.g_00798	Prag.g_01923
OG0000351	Prbn.g_00913	Prag.g_01940
OG0000352	Prbn.g_00912	Prag.g_01941
OG0000353	Prbn.g_00299	Prag.g_01956
OG0000355	Prbn.g_00301	Prag.g_00001
OG0000356	Prbn.g_00302	Prag.g_00002
OG0000357	Prbn.g_00011	Prag.g_00003
OG0000358	Prbn.g_00007	Prag.g_00007
OG0000359	Prbn.g_00006	Prag.g_00008
OG0000360	Prbn.g_00005	Prag.g_00009
OG0000361	Prbn.g_00004	Prag.g_00010
OG0000362	Prbn.g_00001	Prag.g_00012
OG0000363	Prbn.g_00768	Prag.g_00014
OG0000364	Prbn.g_00767	Prag.g_00015
OG0000365	Prbn.g_00762	Prag.g_00020
OG0000366	Prbn.g_00761	Prag.g_00021
OG0000367	Prbn.g_00760	Prag.g_00022
OG0000368	Prbn.g_00758	Prag.g_00024
OG0000369	Prbn.g_00757	Prag.g_00025
OG0000370	Prbn.g_00756	Prag.g_00026
OG0000371	Prbn.g_00749	Prag.g_00032
OG0000372	Prbn.g_00746	Prag.g_00035
OG0000373	Prbn.g_00745	Prag.g_00036
OG0000374	Prbn.g_00744	Prag.g_00037
OG0000375	Prbn.g_00742	Prag.g_00040
OG0000376	Prbn.g_00740	Prag.g_00042
OG0000377	Prbn.g_00736	Prag.g_00045
OG0000378	Prbn.g_00732	Prag.g_00047
OG0000379	Prbn.g_00729	Prag.g_00050
OG0000380	Prbn.g_00712	Prag.g_00060
OG0000381	Prbn.g_00707	Prag.g_00064
OG0000382	Prbn.g_01340	Prag.g_00075
OG0000383	Prbn.g_01338	Prag.g_00077
OG0000384	Prbn.g_01337	Prag.g_00078
OG0000385	Prbn.g_01336	Prag.g_00079
OG0000386	Prbn.g_01335	Prag.g_00080
OG0000387	Prbn.g_01321	Prag.g_00092
OG0000388	Prbn.g_01317	Prag.g_00095
OG0000389	Prbn.g_01314	Prag.g_00099
OG0000390	Prbn.g_01304	Prag.g_00106
OG0000391	Prbn.g_01301	Prag.g_00109
OG0000392	Prbn.g_01297	Prag.g_00113
OG0000393	Prbn.g_01294	Prag.g_00115
OG0000394	Prbn.g_01293	Prag.g_00116
OG0000395	Prbn.g_01292	Prag.g_00117
OG0000396	Prbn.g_01290	Prag.g_00120
OG0000397	Prbn.g_01288	Prag.g_00122
OG0000398	Prbn.g_01285	Prag.g_00124
OG0000399	Prbn.g_01284	Prag.g_00125
OG0000400	Prbn.g_01283	Prag.g_00126
OG0000401	Prbn.g_01282	Prag.g_00127
OG0000402	Prbn.g_01356	Prag.g_00129
OG0000403	Prbn.g_01280	Prag.g_00130
OG0000404	Prbn.g_01279	Prag.g_00131
OG0000405	Prbn.g_01275	Prag.g_00135
OG0000406	Prbn.g_01267	Prag.g_00140
OG0000407	Prbn.g_01266	Prag.g_00141
OG0000408	Prbn.g_01264	Prag.g_00143
OG0000409	Prbn.g_01262	Prag.g_00145
OG0000410	Prbn.g_01261	Prag.g_00146
OG0000411	Prbn.g_01260	Prag.g_00147
OG0000412	Prbn.g_01259	Prag.g_00148
OG0000413	Prbn.g_01257	Prag.g_00149
OG0000414	Prbn.g_01256	Prag.g_00150
OG0000415	Prbn.g_01255	Prag.g_00151
OG0000416	Prbn.g_01254	Prag.g_00152
OG0000417	Prbn.g_01253	Prag.g_00153
OG0000418	Prbn.g_01248	Prag.g_00158
OG0000419	Prbn.g_01246	Prag.g_00160
OG0000420	Prbn.g_01245	Prag.g_00161
OG0000421	Prbn.g_00381	Prag.g_00166
OG0000422	Prbn.g_00380	Prag.g_00167
OG0000423	Prbn.g_00379	Prag.g_00168
OG0000424	Prbn.g_00378	Prag.g_00169
OG0000425	Prbn.g_00377	Prag.g_00170
OG0000426	Prbn.g_00376	Prag.g_00171
OG0000427	Prbn.g_00375	Prag.g_00172
OG0000428	Prbn.g_00373	Prag.g_00174
OG0000429	Prbn.g_00372	Prag.g_00175
OG0000430	Prbn.g_00371	Prag.g_00176
OG0000431	Prbn.g_00369	Prag.g_00178
OG0000432	Prbn.g_00365	Prag.g_00181
OG0000433	Prbn.g_00364	Prag.g_00182
OG0000434	Prbn.g_00363	Prag.g_00183
OG0000435	Prbn.g_00362	Prag.g_00184
OG0000436	Prbn.g_00357	Prag.g_00189
OG0000437	Prbn.g_00356	Prag.g_00190
OG0000438	Prbn.g_00355	Prag.g_00191
OG0000439	Prbn.g_00353	Prag.g_00193
OG0000440	Prbn.g_00352	Prag.g_00194
OG0000441	Prbn.g_00349	Prag.g_00197
OG0000442	Prbn.g_00348	Prag.g_00198
OG0000443	Prbn.g_00347	Prag.g_00199
OG0000444	Prbn.g_00341	Prag.g_00204
OG0000445	Prbn.g_00340	Prag.g_00205
OG0000446	Prbn.g_00339	Prag.g_00206
OG0000447	Prbn.g_00338	Prag.g_00207
OG0000448	Prbn.g_00337	Prag.g_00208
OG0000449	Prbn.g_00336	Prag.g_00209
OG0000450	Prbn.g_00335	Prag.g_00210
OG0000451	Prbn.g_00334	Prag.g_00211
OG0000452	Prbn.g_00331	Prag.g_00214
OG0000453	Prbn.g_00330	Prag.g_00215
OG0000454	Prbn.g_00329	Prag.g_00216
OG0000455	Prbn.g_00328	Prag.g_00217
OG0000456	Prbn.g_00327	Prag.g_00218
OG0000457	Prbn.g_00325	Prag.g_00219
OG0000458	Prbn.g_00324	Prag.g_00220
OG0000459	Prbn.g_00323	Prag.g_00221
OG0000460	Prbn.g_00315	Prag.g_00228
OG0000461	Prbn.g_00307	Prag.g_00235
OG0000462	Prbn.g_00305	Prag.g_00237
OG0000463	Prbn.g_00304	Prag.g_00238
OG0000464	Prbn.g_00012	Prag.g_00239
OG0000465	Prbn.g_00013	Prag.g_00240
OG0000466	Prbn.g_00016	Prag.g_00243
OG0000467	Prbn.g_00017	Prag.g_00244
OG0000468	Prbn.g_00020	Prag.g_00245
OG0000469	Prbn.g_00028	Prag.g_00253
OG0000470	Prbn.g_00030	Prag.g_00255
OG0000471	Prbn.g_00031	Prag.g_00256
OG0000472	Prbn.g_00033	Prag.g_00257
OG0000473	Prbn.g_00035	Prag.g_00259
OG0000474	Prbn.g_00036	Prag.g_00260
OG0000475	Prbn.g_00037	Prag.g_00261
OG0000476	Prbn.g_00039	Prag.g_00262
OG0000477	Prbn.g_00042	Prag.g_00266
OG0000478	Prbn.g_00043	Prag.g_00267
OG0000479	Prbn.g_00044	Prag.g_00268
OG0000480	Prbn.g_00049	Prag.g_00273
OG0000481	Prbn.g_00052	Prag.g_00275
OG0000482	Prbn.g_00053	Prag.g_00276
OG0000483	Prbn.g_00056	Prag.g_00279
OG0000484	Prbn.g_00057	Prag.g_00280
OG0000485	Prbn.g_00059	Prag.g_00281
OG0000486	Prbn.g_00060	Prag.g_00282
OG0000487	Prbn.g_00063	Prag.g_00286
OG0000488	Prbn.g_00066	Prag.g_00289
OG0000489	Prbn.g_00071	Prag.g_00294
OG0000490	Prbn.g_00075	Prag.g_00299
OG0000491	Prbn.g_00076	Prag.g_00300
OG0000492	Prbn.g_00078	Prag.g_00302
OG0000493	Prbn.g_00079	Prag.g_00303
OG0000494	Prbn.g_00080	Prag.g_00304
OG0000495	Prbn.g_00081	Prag.g_00305
OG0000496	Prbn.g_00082	Prag.g_00306
OG0000497	Prbn.g_00083	Prag.g_00307
OG0000498	Prbn.g_00084	Prag.g_00308
OG0000499	Prbn.g_00085	Prag.g_00309
OG0000500	Prbn.g_00086	Prag.g_00310
OG0000501	Prbn.g_00087	Prag.g_00312
OG0000502	Prbn.g_00090	Prag.g_00315
OG0000503	Prbn.g_00105	Prag.g_00329
OG0000504	Prbn.g_00107	Prag.g_00330
OG0000505	Prbn.g_00108	Prag.g_00331
OG0000506	Prbn.g_00109	Prag.g_00333
OG0000507	Prbn.g_00112	Prag.g_00336
OG0000508	Prbn.g_00116	Prag.g_00339
OG0000509	Prbn.g_00118	Prag.g_00341
OG0000510	Prbn.g_00119	Prag.g_00342
OG0000511	Prbn.g_00120	Prag.g_00343
OG0000512	Prbn.g_00122	Prag.g_00345
OG0000513	Prbn.g_00693	Prag.g_00352
OG0000514	Prbn.g_00682	Prag.g_00410
OG0000515	Prbn.g_00681	Prag.g_00411
OG0000516	Prbn.g_00680	Prag.g_00412
OG0000517	Prbn.g_00678	Prag.g_00414
OG0000518	Prbn.g_00667	Prag.g_00425
OG0000519	Prbn.g_00666	Prag.g_00426
OG0000520	Prbn.g_00665	Prag.g_00427
OG0000521	Prbn.g_00657	Prag.g_00432
OG0000522	Prbn.g_00655	Prag.g_00434
OG0000523	Prbn.g_00654	Prag.g_00435
OG0000524	Prbn.g_00649	Prag.g_00440
OG0000525	Prbn.g_00645	Prag.g_00443
OG0000526	Prbn.g_00644	Prag.g_00444
OG0000527	Prbn.g_00641	Prag.g_00452
OG0000528	Prbn.g_00636	Prag.g_00457
OG0000529	Prbn.g_00633	Prag.g_00460
OG0000530	Prbn.g_00630	Prag.g_00463
OG0000531	Prbn.g_00629	Prag.g_00464
OG0000532	Prbn.g_00627	Prag.g_00466
OG0000533	Prbn.g_00626	Prag.g_00467
OG0000534	Prbn.g_00625	Prag.g_00468
OG0000535	Prbn.g_00624	Prag.g_00469
OG0000536	Prbn.g_00623	Prag.g_00470
OG0000537	Prbn.g_00622	Prag.g_00471
OG0000538	Prbn.g_00613	Prag.g_00479
OG0000539	Prbn.g_00612	Prag.g_00480
OG0000540	Prbn.g_00611	Prag.g_00481
OG0000541	Prbn.g_00610	Prag.g_00482
OG0000542	Prbn.g_00609	Prag.g_00484
OG0000543	Prbn.g_00607	Prag.g_00486
OG0000544	Prbn.g_00606	Prag.g_00487
OG0000545	Prbn.g_00604	Prag.g_00489
OG0000546	Prbn.g_00601	Prag.g_00492
OG0000547	Prbn.g_00599	Prag.g_00494
OG0000548	Prbn.g_00598	Prag.g_00495
OG0000549	Prbn.g_00596	Prag.g_00497
OG0000550	Prbn.g_00592	Prag.g_00502
OG0000551	Prbn.g_00589	Prag.g_00506
OG0000552	Prbn.g_00588	Prag.g_00507
OG0000553	Prbn.g_00587	Prag.g_00508
OG0000554	Prbn.g_00582	Prag.g_00513
OG0000555	Prbn.g_00574	Prag.g_00521
OG0000556	Prbn.g_00572	Prag.g_00523
OG0000557	Prbn.g_00571	Prag.g_00524
OG0000558	Prbn.g_00569	Prag.g_00526
