Orthogroup	Prbn	Prba
OG0000030	Prbn.g_00985	Prba.g_00778
OG0000031	Prbn.g_00171	Prba.g_00173
OG0000034	Prbn.g_01073	Prba.g_01202
OG0000035	Prbn.g_00212	Prba.g_00713
OG0000037	Prbn.g_01310	Prba.g_01897
OG0000038	Prbn.g_00946	Prba.g_00819
OG0000039	Prbn.g_01577	Prba.g_01631
OG0000042	Prbn.g_00988	Prba.g_00775
OG0000043	Prbn.g_01168	Prba.g_01138, Prba.g_01427
OG0000047	Prbn.g_00690	Prba.g_00913
OG0000048	Prbn.g_01097, Prbn.g_00038	Prba.g_00868
OG0000050	Prbn.g_01937	Prba.g_00899
OG0000052	Prbn.g_00190	Prba.g_00160
OG0000053	Prbn.g_00233, Prbn.g_01690	Prba.g_00693
OG0000054	Prbn.g_00508	Prba.g_01711
OG0000055	Prbn.g_01140, Prbn.g_01719	Prba.g_01518
OG0000057	Prbn.g_01562	Prba.g_01619
OG0000058	Prbn.g_00172	Prba.g_00153
OG0000059	Prbn.g_01833	Prba.g_00381
OG0000061	Prbn.g_01189	Prba.g_00064
OG0000062	Prbn.g_00897	Prba.g_00310
OG0000065	Prbn.g_01312	Prba.g_01895
OG0000066	Prbn.g_00577, Prbn.g_01657	Prba.g_00922
OG0000067	Prbn.g_01546	Prba.g_01499
OG0000068	Prbn.g_01240	Prba.g_00196
OG0000069	Prbn.g_00659	Prba.g_00275
OG0000070	Prbn.g_00663	Prba.g_01011
OG0000071	Prbn.g_01084	Prba.g_01192
OG0000072	Prbn.g_00383	Prba.g_00627
OG0000073	Prbn.g_00614	Prba.g_00962
OG0000074	Prbn.g_01582, Prbn.g_01928, Prbn.g_01038	Prba.g_01635
OG0000075	Prbn.g_01917	Prba.g_01071
OG0000076	Prbn.g_00996	Prba.g_00768
OG0000077	Prbn.g_01342	Prba.g_01866
OG0000078	Prbn.g_00310	Prba.g_00458
OG0000079	Prbn.g_00018	Prba.g_00471
OG0000081	Prbn.g_00585	Prba.g_00930
OG0000082	Prbn.g_00530, Prbn.g_01734	Prba.g_01731
OG0000084	Prbn.g_00209	Prba.g_00717
OG0000085	Prbn.g_00144, Prbn.g_01737	Prba.g_00233
OG0000086	Prbn.g_01333	Prba.g_01876
OG0000087	Prbn.g_01278	Prba.g_01927
OG0000088	Prbn.g_01247	Prba.g_00622
OG0000089	Prbn.g_00696	Prba.g_00850
OG0000090	Prbn.g_00583	Prba.g_00928
OG0000091	Prbn.g_00434	Prba.g_01675
OG0000092	Prbn.g_01616	Prba.g_01390
OG0000093	Prbn.g_00846	Prba.g_01369
OG0000094	Prbn.g_01369	Prba.g_01283
OG0000095	Prbn.g_01471	Prba.g_01264
OG0000096	Prbn.g_01049	Prba.g_00734, Prba.g_01157
OG0000097	Prbn.g_00408	Prba.g_00022
OG0000098	Prbn.g_01216	Prba.g_00214
OG0000099	Prbn.g_00173	Prba.g_00155
OG0000100	Prbn.g_00903	Prba.g_00314
OG0000101	Prbn.g_01881	Prba.g_00429
OG0000102	Prbn.g_00991	Prba.g_00773
OG0000103	Prbn.g_00907	Prba.g_01781
OG0000104	Prbn.g_00296	Prba.g_01789
OG0000105	Prbn.g_00041	Prba.g_00491
OG0000106	Prbn.g_00829	Prba.g_00864
OG0000107	Prbn.g_01810	Prba.g_00880
OG0000108	Prbn.g_00634	Prba.g_00981
OG0000109	Prbn.g_00620	Prba.g_00967
OG0000110	Prbn.g_00541	Prba.g_01741
OG0000111	Prbn.g_01561	Prba.g_01618
OG0000112	Prbn.g_00468	Prba.g_01534
OG0000113	Prbn.g_01523	Prba.g_01477
OG0000114	Prbn.g_01621	Prba.g_01395
OG0000115	Prbn.g_01120	Prba.g_00743
OG0000116	Prbn.g_01178	Prba.g_00074
OG0000117	Prbn.g_00389	Prba.g_01135
OG0000118	Prbn.g_01071	Prba.g_01204
OG0000119	Prbn.g_01135, Prbn.g_00885	Prba.g_00200
OG0000120	Prbn.g_00170	Prba.g_00175
OG0000121	Prbn.g_00214	Prba.g_00711
OG0000122	Prbn.g_01113, Prbn.g_00255	Prba.g_00348
OG0000123	Prbn.g_01888	Prba.g_00436
OG0000124	Prbn.g_00979	Prba.g_00784
OG0000125	Prbn.g_00944	Prba.g_01089, Prba.g_00821
OG0000126	Prbn.g_00295	Prba.g_01788
OG0000128	Prbn.g_00002, Prbn.g_00003	Prba.g_01804
OG0000129	Prbn.g_00737	Prba.g_01838
OG0000130	Prbn.g_00708	Prba.g_01857
OG0000131	Prbn.g_01269	Prba.g_01933
OG0000132	Prbn.g_01249	Prba.g_01952
OG0000133	Prbn.g_00088	Prba.g_00538
OG0000134	Prbn.g_00694	Prba.g_00851
OG0000135	Prbn.g_01102	Prba.g_00877
OG0000136	Prbn.g_00672	Prba.g_01020
OG0000137	Prbn.g_00639	Prba.g_00986
OG0000138	Prbn.g_00619	Prba.g_00966
OG0000139	Prbn.g_00579	Prba.g_00924
OG0000140	Prbn.g_00578	Prba.g_00923
OG0000141	Prbn.g_00507	Prba.g_01710
OG0000142	Prbn.g_00426	Prba.g_01682
OG0000143	Prbn.g_00430	Prba.g_01678
OG0000144	Prbn.g_00444	Prba.g_01665
OG0000145	Prbn.g_01100	Prba.g_01541
OG0000146	Prbn.g_00469	Prba.g_01533
OG0000147	Prbn.g_00470	Prba.g_01532
OG0000148	Prbn.g_01529	Prba.g_01483
OG0000149	Prbn.g_01497	Prba.g_01452
OG0000150	Prbn.g_01487	Prba.g_01444
OG0000151	Prbn.g_01611	Prba.g_01385
OG0000152	Prbn.g_01418	Prba.g_01337
OG0000153	Prbn.g_01399	Prba.g_01318
OG0000154	Prbn.g_01379	Prba.g_01290
OG0000155	Prbn.g_01210	Prba.g_00043
OG0000156	Prbn.g_01095	Prba.g_01181
OG0000157	Prbn.g_01094	Prba.g_01182
OG0000158	Prbn.g_01014	Prba.g_00154
OG0000160	Prbn.g_00213	Prba.g_00712
OG0000161	Prbn.g_00219	Prba.g_00706
OG0000162	Prbn.g_00225	Prba.g_00700
OG0000163	Prbn.g_00264	Prba.g_00341
OG0000164	Prbn.g_01770	Prba.g_00596
OG0000165	Prbn.g_01777	Prba.g_00589
OG0000166	Prbn.g_01844	Prba.g_00393
OG0000167	Prbn.g_01915	Prba.g_01069
OG0000168	Prbn.g_01013	Prba.g_01079
OG0000169	Prbn.g_01003	Prba.g_00761
OG0000170	Prbn.g_01000	Prba.g_00763
OG0000171	Prbn.g_00980	Prba.g_00783
OG0000172	Prbn.g_00973	Prba.g_00792
OG0000173	Prbn.g_00958	Prba.g_00807
OG0000174	Prbn.g_00929	Prba.g_00835
OG0000175	Prbn.g_00916	Prba.g_00845
OG0000176	Prbn.g_00010	Prba.g_01797
OG0000177	Prbn.g_00009	Prba.g_01798
OG0000178	Prbn.g_00008	Prba.g_01799
OG0000179	Prbn.g_00766	Prba.g_01809
OG0000180	Prbn.g_00765	Prba.g_01810
OG0000181	Prbn.g_00764	Prba.g_01811
OG0000182	Prbn.g_00763	Prba.g_01812
OG0000183	Prbn.g_00759	Prba.g_01816
OG0000184	Prbn.g_00733	Prba.g_01840
OG0000185	Prbn.g_00730	Prba.g_01843
OG0000186	Prbn.g_00714	Prba.g_01852
OG0000187	Prbn.g_00713	Prba.g_01853
OG0000188	Prbn.g_01339	Prba.g_01870
OG0000189	Prbn.g_01325	Prba.g_01884
OG0000190	Prbn.g_01323	Prba.g_01885
OG0000191	Prbn.g_01300	Prba.g_01905
OG0000192	Prbn.g_01295	Prba.g_01909
OG0000193	Prbn.g_01268	Prba.g_01934
OG0000194	Prbn.g_01265	Prba.g_01937
OG0000195	Prbn.g_01263	Prba.g_01939
OG0000196	Prbn.g_01252	Prba.g_01949
OG0000197	Prbn.g_01251	Prba.g_01950
OG0000198	Prbn.g_01250	Prba.g_01951
OG0000199	Prbn.g_01243, Prbn.g_00384	Prba.g_00626
OG0000200	Prbn.g_00370	Prba.g_00640
OG0000201	Prbn.g_00361	Prba.g_00648
OG0000202	Prbn.g_00360	Prba.g_00649
OG0000203	Prbn.g_00359	Prba.g_00650
OG0000204	Prbn.g_00358	Prba.g_00651
OG0000205	Prbn.g_00351	Prba.g_00658
OG0000206	Prbn.g_00346	Prba.g_00663
OG0000207	Prbn.g_00343	Prba.g_00665
OG0000208	Prbn.g_00342	Prba.g_00666
OG0000209	Prbn.g_00333	Prba.g_00675
OG0000210	Prbn.g_00332	Prba.g_00439
OG0000211	Prbn.g_00317	Prba.g_00452
OG0000212	Prbn.g_00309	Prba.g_00459
OG0000213	Prbn.g_00024	Prba.g_00476
OG0000214	Prbn.g_00034	Prba.g_00485
OG0000215	Prbn.g_00061	Prba.g_00509
OG0000216	Prbn.g_00062	Prba.g_00510
OG0000217	Prbn.g_00065	Prba.g_00513
OG0000218	Prbn.g_00067	Prba.g_00515
OG0000219	Prbn.g_00068	Prba.g_00516
OG0000220	Prbn.g_00069	Prba.g_00517
OG0000221	Prbn.g_00070	Prba.g_00518
OG0000222	Prbn.g_00077	Prba.g_00526
OG0000223	Prbn.g_00089	Prba.g_00539
OG0000224	Prbn.g_00091	Prba.g_00541
OG0000225	Prbn.g_00117	Prba.g_00562
OG0000226	Prbn.g_00121	Prba.g_00221
OG0000227	Prbn.g_00123	Prba.g_00223
OG0000228	Prbn.g_00697	Prba.g_00849
OG0000229	Prbn.g_00677	Prba.g_01025
OG0000230	Prbn.g_00675	Prba.g_01023
OG0000231	Prbn.g_00664	Prba.g_01012
OG0000232	Prbn.g_00653	Prba.g_01003
OG0000233	Prbn.g_00647	Prba.g_00998
OG0000234	Prbn.g_00638	Prba.g_00985
OG0000235	Prbn.g_00635	Prba.g_00982
OG0000236	Prbn.g_00621	Prba.g_00968
OG0000237	Prbn.g_00608	Prba.g_00955
OG0000238	Prbn.g_00602	Prba.g_00949
OG0000239	Prbn.g_00591	Prba.g_00936
OG0000240	Prbn.g_00590	Prba.g_00935
OG0000241	Prbn.g_00586	Prba.g_00931
OG0000242	Prbn.g_00584	Prba.g_00929
OG0000243	Prbn.g_00573	Prba.g_01772
OG0000244	Prbn.g_00570	Prba.g_01769
OG0000245	Prbn.g_00568	Prba.g_01767
OG0000246	Prbn.g_00564	Prba.g_01763
OG0000247	Prbn.g_00554	Prba.g_01753
OG0000248	Prbn.g_00551	Prba.g_01751
OG0000249	Prbn.g_00549	Prba.g_01749
OG0000250	Prbn.g_00544	Prba.g_01744
OG0000251	Prbn.g_00524	Prba.g_01726
OG0000252	Prbn.g_00521	Prba.g_01723
OG0000253	Prbn.g_00520	Prba.g_01722
OG0000254	Prbn.g_00503	Prba.g_01706
OG0000255	Prbn.g_00497	Prba.g_01700
OG0000256	Prbn.g_00487	Prba.g_01690
OG0000257	Prbn.g_00421	Prba.g_01687
OG0000258	Prbn.g_00435	Prba.g_01674
OG0000259	Prbn.g_00835	Prba.g_01657
OG0000260	Prbn.g_00838	Prba.g_01654
OG0000261	Prbn.g_00841	Prba.g_01652
OG0000262	Prbn.g_00845	Prba.g_01648
OG0000263	Prbn.g_01583	Prba.g_01636
OG0000264	Prbn.g_01572	Prba.g_01626
OG0000265	Prbn.g_01554	Prba.g_01594
OG0000266	Prbn.g_00864	Prba.g_01584
OG0000267	Prbn.g_01350	Prba.g_01573
OG0000268	Prbn.g_01351	Prba.g_01572
OG0000269	Prbn.g_01551	Prba.g_01504
OG0000270	Prbn.g_01548	Prba.g_01501
OG0000271	Prbn.g_01540	Prba.g_01493
OG0000272	Prbn.g_01539	Prba.g_01492
OG0000273	Prbn.g_01515	Prba.g_01469
OG0000274	Prbn.g_01514	Prba.g_01468
OG0000275	Prbn.g_01511	Prba.g_01465
OG0000276	Prbn.g_01505	Prba.g_01460
OG0000277	Prbn.g_01504	Prba.g_01459
OG0000278	Prbn.g_01501	Prba.g_01456
OG0000279	Prbn.g_01494	Prba.g_01449
OG0000280	Prbn.g_01493	Prba.g_01448
OG0000281	Prbn.g_01486	Prba.g_01443
OG0000282	Prbn.g_01619	Prba.g_01393
OG0000283	Prbn.g_01442	Prba.g_01360
OG0000284	Prbn.g_01437	Prba.g_01355
OG0000285	Prbn.g_01432	Prba.g_01350
OG0000286	Prbn.g_01419	Prba.g_01338
OG0000287	Prbn.g_01123	Prba.g_01321
OG0000288	Prbn.g_01380	Prba.g_01291
OG0000289	Prbn.g_01364	Prba.g_01280
OG0000290	Prbn.g_01468	Prba.g_01267
OG0000291	Prbn.g_01470	Prba.g_01265
OG0000292	Prbn.g_01144	Prba.g_01216
OG0000293	Prbn.g_01179	Prba.g_00073
OG0000294	Prbn.g_01180	Prba.g_00072
OG0000295	Prbn.g_01203	Prba.g_00051
OG0000296	Prbn.g_01205	Prba.g_00049
OG0000297	Prbn.g_00387	Prba.g_00041
OG0000298	Prbn.g_00388	Prba.g_00040
OG0000299	Prbn.g_00407	Prba.g_00023
OG0000300	Prbn.g_00410	Prba.g_00020
OG0000301	Prbn.g_00411	Prba.g_00019
OG0000302	Prbn.g_00413	Prba.g_00017
OG0000303	Prbn.g_00419	Prba.g_00010
OG0000304	Prbn.g_00482	Prba.g_00006
OG0000305	Prbn.g_01146	Prba.g_00204
OG0000306	Prbn.g_01482	Prba.g_00201
OG0000307	Prbn.g_00159	Prba.g_00187
OG0000308	Prbn.g_00160	Prba.g_00186
OG0000309	Prbn.g_00164	Prba.g_00182
OG0000310	Prbn.g_00198	Prba.g_00112
OG0000311	Prbn.g_00200	Prba.g_00110
OG0000312	Prbn.g_00203	Prba.g_00107
OG0000313	Prbn.g_00216	Prba.g_00709
OG0000314	Prbn.g_00239	Prba.g_00686
OG0000315	Prbn.g_00249	Prba.g_00351, Prba.g_00676
OG0000316	Prbn.g_00274	Prba.g_00331
OG0000317	Prbn.g_01742	Prba.g_00228
OG0000318	Prbn.g_01746	Prba.g_00619
OG0000319	Prbn.g_01759	Prba.g_00606
OG0000320	Prbn.g_01761	Prba.g_00604
OG0000321	Prbn.g_01762	Prba.g_00603
OG0000322	Prbn.g_01763	Prba.g_00602
OG0000323	Prbn.g_01773	Prba.g_00593
OG0000324	Prbn.g_01800	Prba.g_00567
OG0000325	Prbn.g_01811	Prba.g_00358
OG0000326	Prbn.g_01818	Prba.g_00364
OG0000327	Prbn.g_01839	Prba.g_00388
OG0000328	Prbn.g_01840	Prba.g_00389
OG0000329	Prbn.g_01857	Prba.g_00406
OG0000330	Prbn.g_01858	Prba.g_00407
OG0000331	Prbn.g_01859	Prba.g_00408
OG0000332	Prbn.g_01873	Prba.g_00422
OG0000333	Prbn.g_01875	Prba.g_00424
OG0000334	Prbn.g_01884	Prba.g_00432
OG0000335	Prbn.g_01889	Prba.g_00437
OG0000336	Prbn.g_01893	Prba.g_01050
OG0000337	Prbn.g_01911	Prba.g_01067
OG0000338	Prbn.g_01912	Prba.g_01068
OG0000339	Prbn.g_01918	Prba.g_01072
OG0000340	Prbn.g_01012	Prba.g_00752
OG0000341	Prbn.g_01010	Prba.g_00754
OG0000342	Prbn.g_01009	Prba.g_00755
OG0000343	Prbn.g_01008	Prba.g_00756
OG0000344	Prbn.g_01005	Prba.g_00759
OG0000345	Prbn.g_00999	Prba.g_00764
OG0000346	Prbn.g_00995	Prba.g_00769
OG0000347	Prbn.g_00978	Prba.g_00785
OG0000348	Prbn.g_00970	Prba.g_00795
OG0000349	Prbn.g_00953	Prba.g_00812
OG0000350	Prbn.g_00798	Prba.g_00831
OG0000351	Prbn.g_00913	Prba.g_00848, Prba.g_01776
OG0000352	Prbn.g_00912	Prba.g_01777
OG0000353	Prbn.g_00299	Prba.g_01792
OG0000355	Prbn.g_00301	Prba.g_01794
OG0000356	Prbn.g_00302	Prba.g_01795
OG0000357	Prbn.g_00011	Prba.g_01796
OG0000358	Prbn.g_00007	Prba.g_01800
OG0000359	Prbn.g_00006	Prba.g_01801
OG0000360	Prbn.g_00005	Prba.g_01802
OG0000361	Prbn.g_00004	Prba.g_01803
OG0000362	Prbn.g_00001	Prba.g_01805
OG0000363	Prbn.g_00768	Prba.g_01807
OG0000364	Prbn.g_00767	Prba.g_01808
OG0000365	Prbn.g_00762	Prba.g_01813
OG0000366	Prbn.g_00761	Prba.g_01814
OG0000367	Prbn.g_00760	Prba.g_01815
OG0000368	Prbn.g_00758	Prba.g_01817
OG0000369	Prbn.g_00757	Prba.g_01818
OG0000370	Prbn.g_00756	Prba.g_01819
OG0000371	Prbn.g_00749	Prba.g_01825
OG0000372	Prbn.g_00746	Prba.g_01828
OG0000373	Prbn.g_00745	Prba.g_01829
OG0000374	Prbn.g_00744	Prba.g_01830
OG0000375	Prbn.g_00742	Prba.g_01834
OG0000376	Prbn.g_00740	Prba.g_01836
OG0000377	Prbn.g_00736	Prba.g_01839
OG0000378	Prbn.g_00732	Prba.g_01841
OG0000379	Prbn.g_00729	Prba.g_01844
OG0000380	Prbn.g_00712	Prba.g_01854
OG0000381	Prbn.g_00707	Prba.g_01858
OG0000382	Prbn.g_01340	Prba.g_01869
OG0000383	Prbn.g_01338	Prba.g_01871
OG0000384	Prbn.g_01337	Prba.g_01872
OG0000385	Prbn.g_01336	Prba.g_01873
OG0000386	Prbn.g_01335	Prba.g_01874
OG0000387	Prbn.g_01321	Prba.g_01887
OG0000388	Prbn.g_01317	Prba.g_01890
OG0000389	Prbn.g_01314	Prba.g_01894
OG0000390	Prbn.g_01304	Prba.g_01901
OG0000391	Prbn.g_01301	Prba.g_01904
OG0000392	Prbn.g_01297	Prba.g_01908
OG0000393	Prbn.g_01294	Prba.g_01910
OG0000394	Prbn.g_01293	Prba.g_01911
OG0000395	Prbn.g_01292	Prba.g_01912
OG0000396	Prbn.g_01290	Prba.g_01915
OG0000397	Prbn.g_01288	Prba.g_01917
OG0000398	Prbn.g_01285	Prba.g_01919
OG0000399	Prbn.g_01284	Prba.g_01920
OG0000400	Prbn.g_01283	Prba.g_01921
OG0000401	Prbn.g_01282	Prba.g_01922
OG0000402	Prbn.g_01356	Prba.g_01924
OG0000403	Prbn.g_01280	Prba.g_01925
OG0000404	Prbn.g_01279	Prba.g_01926
OG0000405	Prbn.g_01275	Prba.g_01930
OG0000406	Prbn.g_01267	Prba.g_01935
OG0000407	Prbn.g_01266	Prba.g_01936
OG0000408	Prbn.g_01264	Prba.g_01938
OG0000409	Prbn.g_01262	Prba.g_01940
OG0000410	Prbn.g_01261	Prba.g_01941
OG0000411	Prbn.g_01260	Prba.g_01942
OG0000412	Prbn.g_01259	Prba.g_01943
OG0000413	Prbn.g_01257	Prba.g_01944
OG0000414	Prbn.g_01256	Prba.g_01945
OG0000415	Prbn.g_01255	Prba.g_01946
OG0000416	Prbn.g_01254	Prba.g_01947
OG0000417	Prbn.g_01253	Prba.g_01948
OG0000418	Prbn.g_01248	Prba.g_01953
OG0000419	Prbn.g_01246	Prba.g_00623
OG0000420	Prbn.g_01245	Prba.g_00624
OG0000421	Prbn.g_00381	Prba.g_00629
OG0000422	Prbn.g_00380	Prba.g_00630
OG0000423	Prbn.g_00379	Prba.g_00631
OG0000424	Prbn.g_00378	Prba.g_00632
OG0000425	Prbn.g_00377	Prba.g_00633
OG0000426	Prbn.g_00376	Prba.g_00634
OG0000427	Prbn.g_00375	Prba.g_00635
OG0000428	Prbn.g_00373	Prba.g_00637
OG0000429	Prbn.g_00372	Prba.g_00638
OG0000430	Prbn.g_00371	Prba.g_00639
OG0000431	Prbn.g_00369	Prba.g_00641
OG0000432	Prbn.g_00365	Prba.g_00644
OG0000433	Prbn.g_00364	Prba.g_00645
OG0000434	Prbn.g_00363	Prba.g_00646
OG0000435	Prbn.g_00362	Prba.g_00647
OG0000436	Prbn.g_00357	Prba.g_00652
OG0000437	Prbn.g_00356	Prba.g_00653
OG0000438	Prbn.g_00355	Prba.g_00654
OG0000439	Prbn.g_00353	Prba.g_00656
OG0000440	Prbn.g_00352	Prba.g_00657
OG0000441	Prbn.g_00349	Prba.g_00660
OG0000442	Prbn.g_00348	Prba.g_00661
OG0000443	Prbn.g_00347	Prba.g_00662
OG0000444	Prbn.g_00341	Prba.g_00667
OG0000445	Prbn.g_00340	Prba.g_00668
OG0000446	Prbn.g_00339	Prba.g_00669
OG0000447	Prbn.g_00338	Prba.g_00670
OG0000448	Prbn.g_00337	Prba.g_00671
OG0000449	Prbn.g_00336	Prba.g_00672
OG0000450	Prbn.g_00335	Prba.g_00673
OG0000451	Prbn.g_00334	Prba.g_00674
OG0000452	Prbn.g_00331	Prba.g_00440
OG0000453	Prbn.g_00330	Prba.g_00441
OG0000454	Prbn.g_00329	Prba.g_00442
OG0000455	Prbn.g_00328	Prba.g_00443
OG0000456	Prbn.g_00327	Prba.g_00444
OG0000457	Prbn.g_00325	Prba.g_00445
OG0000458	Prbn.g_00324	Prba.g_00446
OG0000459	Prbn.g_00323	Prba.g_00447
OG0000460	Prbn.g_00315	Prba.g_00454
OG0000461	Prbn.g_00307	Prba.g_00461
OG0000462	Prbn.g_00305	Prba.g_00463
OG0000463	Prbn.g_00304	Prba.g_00464
OG0000464	Prbn.g_00012	Prba.g_00465
OG0000465	Prbn.g_00013	Prba.g_00466
OG0000466	Prbn.g_00016	Prba.g_00469
OG0000467	Prbn.g_00017	Prba.g_00470
OG0000468	Prbn.g_00020	Prba.g_00472
OG0000469	Prbn.g_00028	Prba.g_00480
OG0000470	Prbn.g_00030	Prba.g_00482
OG0000471	Prbn.g_00031	Prba.g_00483
OG0000472	Prbn.g_00033	Prba.g_00484
OG0000473	Prbn.g_00035	Prba.g_00486
OG0000474	Prbn.g_00036	Prba.g_00487
OG0000475	Prbn.g_00037	Prba.g_00488
OG0000476	Prbn.g_00039	Prba.g_00489
OG0000477	Prbn.g_00042	Prba.g_00492
OG0000478	Prbn.g_00043	Prba.g_00493
OG0000479	Prbn.g_00044	Prba.g_00494
OG0000480	Prbn.g_00049	Prba.g_00499
OG0000481	Prbn.g_00052	Prba.g_00501
OG0000482	Prbn.g_00053	Prba.g_00502
OG0000483	Prbn.g_00056	Prba.g_00505
OG0000484	Prbn.g_00057	Prba.g_00506
OG0000485	Prbn.g_00059	Prba.g_00507
OG0000486	Prbn.g_00060	Prba.g_00508
OG0000487	Prbn.g_00063	Prba.g_00511
OG0000488	Prbn.g_00066	Prba.g_00514
OG0000489	Prbn.g_00071	Prba.g_00519
OG0000490	Prbn.g_00075	Prba.g_00524
OG0000491	Prbn.g_00076	Prba.g_00525
OG0000492	Prbn.g_00078	Prba.g_00527
OG0000493	Prbn.g_00079	Prba.g_00528
OG0000494	Prbn.g_00080	Prba.g_00529
OG0000495	Prbn.g_00081	Prba.g_00530
OG0000496	Prbn.g_00082	Prba.g_00531
OG0000497	Prbn.g_00083	Prba.g_00532
OG0000498	Prbn.g_00084	Prba.g_00533
OG0000499	Prbn.g_00085	Prba.g_00534
OG0000500	Prbn.g_00086	Prba.g_00535
OG0000501	Prbn.g_00087	Prba.g_00537
OG0000502	Prbn.g_00090	Prba.g_00540
OG0000503	Prbn.g_00105	Prba.g_00550
OG0000504	Prbn.g_00107	Prba.g_00551
OG0000505	Prbn.g_00108	Prba.g_00552
OG0000506	Prbn.g_00109	Prba.g_00554
OG0000507	Prbn.g_00112	Prba.g_00557
OG0000508	Prbn.g_00116	Prba.g_00561
OG0000509	Prbn.g_00118	Prba.g_00218
OG0000510	Prbn.g_00119	Prba.g_00219
OG0000511	Prbn.g_00120	Prba.g_00220
OG0000512	Prbn.g_00122	Prba.g_00222
OG0000513	Prbn.g_00693	Prba.g_00852
OG0000514	Prbn.g_00682	Prba.g_01030
OG0000515	Prbn.g_00681	Prba.g_01029
OG0000516	Prbn.g_00680	Prba.g_01028
OG0000517	Prbn.g_00678	Prba.g_01026
OG0000518	Prbn.g_00667	Prba.g_01015
OG0000519	Prbn.g_00666	Prba.g_01014
OG0000520	Prbn.g_00665	Prba.g_01013
OG0000521	Prbn.g_00657	Prba.g_01008
OG0000522	Prbn.g_00655	Prba.g_01006
OG0000523	Prbn.g_00654	Prba.g_01005
OG0000524	Prbn.g_00649	Prba.g_01000
OG0000525	Prbn.g_00645	Prba.g_00997
OG0000526	Prbn.g_00644	Prba.g_00996
OG0000527	Prbn.g_00641	Prba.g_00988
OG0000528	Prbn.g_00636	Prba.g_00983
OG0000529	Prbn.g_00633	Prba.g_00980
OG0000530	Prbn.g_00630	Prba.g_00977
OG0000531	Prbn.g_00629	Prba.g_00976
OG0000532	Prbn.g_00627	Prba.g_00974
OG0000533	Prbn.g_00626	Prba.g_00973
OG0000534	Prbn.g_00625	Prba.g_00972
OG0000535	Prbn.g_00624	Prba.g_00971
OG0000536	Prbn.g_00623	Prba.g_00970
OG0000537	Prbn.g_00622	Prba.g_00969
OG0000538	Prbn.g_00613	Prba.g_00961
OG0000539	Prbn.g_00612	Prba.g_00960
OG0000540	Prbn.g_00611	Prba.g_00959
OG0000541	Prbn.g_00610	Prba.g_00958
OG0000542	Prbn.g_00609	Prba.g_00956
OG0000543	Prbn.g_00607	Prba.g_00954
OG0000544	Prbn.g_00606	Prba.g_00953
OG0000545	Prbn.g_00604	Prba.g_00951
OG0000546	Prbn.g_00601	Prba.g_00948
OG0000547	Prbn.g_00599	Prba.g_00946
OG0000548	Prbn.g_00598	Prba.g_00945
OG0000549	Prbn.g_00596	Prba.g_00943
OG0000550	Prbn.g_00592	Prba.g_00938
OG0000551	Prbn.g_00589	Prba.g_00934
OG0000552	Prbn.g_00588	Prba.g_00933
OG0000553	Prbn.g_00587	Prba.g_00932
OG0000554	Prbn.g_00582	Prba.g_00927
OG0000555	Prbn.g_00574	Prba.g_01773
OG0000556	Prbn.g_00572	Prba.g_01771
OG0000557	Prbn.g_00571	Prba.g_01770
OG0000558	Prbn.g_00569	Prba.g_01768
OG0000559	Prbn.g_00565	Prba.g_01764
