Orthogroup	Prbn	Syab
OG0000035	Prbn.g_00212	Syab.g_00776, Syab.g_00778
OG0000037	Prbn.g_01310	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205, Syab.g_02504
OG0000038	Prbn.g_00946	Syab.g_02759, Syab.g_02761
OG0000039	Prbn.g_01577	Syab.g_02791
OG0000041	Prbn.g_01793	Syab.g_01086, Syab.g_02804, Syab.g_02333
OG0000042	Prbn.g_00988	Syab.g_01019, Syab.g_00099
OG0000043	Prbn.g_01168	Syab.g_02802, Syab.g_01785, Syab.g_01539
OG0000046	Prbn.g_00093	Syab.g_00488, Syab.g_00496, Syab.g_00481
OG0000047	Prbn.g_00690	Syab.g_00876
OG0000048	Prbn.g_01097	Syab.g_00308
OG0000051	Prbn.g_00809	Syab.g_01073
OG0000052	Prbn.g_00724	Syab.g_00214
OG0000053	Prbn.g_00233, Prbn.g_01690	Syab.g_00746
OG0000054	Prbn.g_00508	Syab.g_01932
OG0000057	Prbn.g_01562	Syab.g_01200
OG0000058	Prbn.g_00172	Syab.g_00227
OG0000059	Prbn.g_01833	Syab.g_00397
OG0000061	Prbn.g_01189	Syab.g_00969
OG0000062	Prbn.g_00897	Syab.g_02234
OG0000063	Prbn.g_00130	Syab.g_00040
OG0000064	Prbn.g_00710	Syab.g_00824, Syab.g_02808, Syab.g_01783, Syab.g_00997
OG0000065	Prbn.g_01312	Syab.g_02500, Syab.g_01768
OG0000066	Prbn.g_00577, Prbn.g_01657	Syab.g_01516, Syab.g_02031
OG0000067	Prbn.g_01546	Syab.g_01659
OG0000068	Prbn.g_01240	Syab.g_02087
OG0000070	Prbn.g_00663	Syab.g_00614
OG0000071	Prbn.g_01084	Syab.g_00915
OG0000072	Prbn.g_00383	Syab.g_02593
OG0000073	Prbn.g_00614	Syab.g_02119
OG0000075	Prbn.g_01917	Syab.g_00202
OG0000076	Prbn.g_00996	Syab.g_00113
OG0000077	Prbn.g_01342	Syab.g_02446
OG0000078	Prbn.g_00310	Syab.g_02366
OG0000079	Prbn.g_00018	Syab.g_00340
OG0000080	Prbn.g_00184, Prbn.g_00186	Syab.g_00140
OG0000081	Prbn.g_00585	Syab.g_01793
OG0000082	Prbn.g_00530, Prbn.g_01734	Syab.g_01971
OG0000084	Prbn.g_00209	Syab.g_00781
OG0000085	Prbn.g_00144, Prbn.g_01737	Syab.g_02243
OG0000086	Prbn.g_01333	Syab.g_02468
OG0000087	Prbn.g_01278	Syab.g_02551
OG0000088	Prbn.g_01247	Syab.g_02586
OG0000089	Prbn.g_00696	Syab.g_00551
OG0000090	Prbn.g_00583	Syab.g_02041
OG0000091	Prbn.g_00434	Syab.g_01866
OG0000093	Prbn.g_00846	Syab.g_01582
OG0000094	Prbn.g_01369	Syab.g_01306
OG0000095	Prbn.g_01471	Syab.g_01210
OG0000097	Prbn.g_00408	Syab.g_01051
OG0000098	Prbn.g_01216	Syab.g_01553
OG0000099	Prbn.g_00173	Syab.g_00230
OG0000100	Prbn.g_00903	Syab.g_01694
OG0000101	Prbn.g_01881	Syab.g_00446
OG0000102	Prbn.g_00991	Syab.g_00104
OG0000103	Prbn.g_00907	Syab.g_02895, Syab.g_01296
OG0000104	Prbn.g_00296	Syab.g_02910
OG0000105	Prbn.g_00041	Syab.g_00303
OG0000106	Prbn.g_00829	Syab.g_01817
OG0000107	Prbn.g_01810	Syab.g_00367
OG0000108	Prbn.g_00634	Syab.g_02096
OG0000109	Prbn.g_00620	Syab.g_02112
OG0000110	Prbn.g_00541	Syab.g_01984
OG0000111	Prbn.g_01561	Syab.g_01201
OG0000112	Prbn.g_00468	Syab.g_01392
OG0000113	Prbn.g_01523	Syab.g_01689
OG0000114	Prbn.g_01621	Syab.g_02656, Syab.g_01633
OG0000115	Prbn.g_01120	Syab.g_00748
OG0000116	Prbn.g_01178	Syab.g_00945
OG0000117	Prbn.g_00389	Syab.g_01018
OG0000118	Prbn.g_01071	Syab.g_00897
OG0000120	Prbn.g_00170	Syab.g_00229
OG0000121	Prbn.g_00214	Syab.g_00772
OG0000122	Prbn.g_01113, Prbn.g_00255	Syab.g_01839
OG0000123	Prbn.g_01888	Syab.g_00454
OG0000124	Prbn.g_00979	Syab.g_00088
OG0000125	Prbn.g_00944	Syab.g_02763
OG0000126	Prbn.g_00295	Syab.g_02908
OG0000128	Prbn.g_00002, Prbn.g_00003	Syab.g_00012
OG0000129	Prbn.g_00737	Syab.g_02749
OG0000130	Prbn.g_00708	Syab.g_02434
OG0000131	Prbn.g_01269	Syab.g_02564
OG0000132	Prbn.g_01249	Syab.g_02584
OG0000133	Prbn.g_00088	Syab.g_01387
OG0000134	Prbn.g_00694	Syab.g_00554
OG0000135	Prbn.g_01102	Syab.g_02815
OG0000136	Prbn.g_00672	Syab.g_00588
OG0000137	Prbn.g_00639	Syab.g_00697
OG0000138	Prbn.g_00619	Syab.g_02113
OG0000139	Prbn.g_00579	Syab.g_02035
OG0000140	Prbn.g_00578	Syab.g_02033
OG0000141	Prbn.g_00507	Syab.g_01931
OG0000142	Prbn.g_00426	Syab.g_01524, Syab.g_01873
OG0000143	Prbn.g_00430	Syab.g_01870
OG0000144	Prbn.g_00444	Syab.g_01757
OG0000145	Prbn.g_01100	Syab.g_02120
OG0000146	Prbn.g_00469	Syab.g_01393
OG0000147	Prbn.g_00470	Syab.g_01394
OG0000148	Prbn.g_01529	Syab.g_01682
OG0000149	Prbn.g_01497	Syab.g_01720
OG0000150	Prbn.g_01487	Syab.g_01930
OG0000151	Prbn.g_01611	Syab.g_01612
OG0000152	Prbn.g_01418	Syab.g_01383
OG0000153	Prbn.g_01399	Syab.g_01343
OG0000154	Prbn.g_01379	Syab.g_01317
OG0000155	Prbn.g_01210	Syab.g_01009
OG0000156	Prbn.g_01095	Syab.g_00933
OG0000157	Prbn.g_01094	Syab.g_00932
OG0000158	Prbn.g_01014	Syab.g_00161
OG0000159	Prbn.g_00717	Syab.g_00148
OG0000160	Prbn.g_00213	Syab.g_00774
OG0000161	Prbn.g_00219	Syab.g_00766
OG0000162	Prbn.g_00225	Syab.g_00755
OG0000163	Prbn.g_00264	Syab.g_02173
OG0000164	Prbn.g_01770	Syab.g_02307
OG0000165	Prbn.g_01777	Syab.g_02316
OG0000166	Prbn.g_01844	Syab.g_00407
OG0000167	Prbn.g_01915	Syab.g_00205
OG0000168	Prbn.g_01013	Syab.g_00136
OG0000169	Prbn.g_01003	Syab.g_00125
OG0000170	Prbn.g_01000	Syab.g_00118
OG0000171	Prbn.g_00980	Syab.g_00089
OG0000172	Prbn.g_00973	Syab.g_00080
OG0000173	Prbn.g_00958	Syab.g_00061
OG0000174	Prbn.g_00929	Syab.g_02819
OG0000175	Prbn.g_00916	Syab.g_02876
OG0000176	Prbn.g_00010	Syab.g_00004
OG0000177	Prbn.g_00009	Syab.g_00005
OG0000178	Prbn.g_00008	Syab.g_00006
OG0000179	Prbn.g_00766	Syab.g_00022
OG0000180	Prbn.g_00765	Syab.g_00023
OG0000181	Prbn.g_00764	Syab.g_00024
OG0000182	Prbn.g_00763	Syab.g_00025
OG0000183	Prbn.g_00759	Syab.g_00029
OG0000184	Prbn.g_00733	Syab.g_02738
OG0000185	Prbn.g_00730	Syab.g_02715
OG0000186	Prbn.g_00714	Syab.g_02430
OG0000187	Prbn.g_00713	Syab.g_02431
OG0000188	Prbn.g_01339	Syab.g_02454
OG0000189	Prbn.g_01325	Syab.g_02487
OG0000190	Prbn.g_01323	Syab.g_00190, Syab.g_00139
OG0000191	Prbn.g_01300	Syab.g_02522
OG0000192	Prbn.g_01295	Syab.g_02528
OG0000193	Prbn.g_01268	Syab.g_02565
OG0000194	Prbn.g_01265	Syab.g_02568
OG0000195	Prbn.g_01263	Syab.g_02570
OG0000196	Prbn.g_01252	Syab.g_02581
OG0000197	Prbn.g_01251	Syab.g_02582
OG0000198	Prbn.g_01250	Syab.g_02583
OG0000199	Prbn.g_01243, Prbn.g_00384	Syab.g_02591
OG0000200	Prbn.g_00370	Syab.g_02611
OG0000201	Prbn.g_00361	Syab.g_02628
OG0000202	Prbn.g_00360	Syab.g_02629
OG0000203	Prbn.g_00359	Syab.g_02630
OG0000204	Prbn.g_00358	Syab.g_02631
OG0000205	Prbn.g_00351	Syab.g_02638
OG0000206	Prbn.g_00346	Syab.g_02674
OG0000207	Prbn.g_00343	Syab.g_02677
OG0000208	Prbn.g_00342	Syab.g_02678
OG0000209	Prbn.g_00333	Syab.g_02698
OG0000210	Prbn.g_00332	Syab.g_02699
OG0000211	Prbn.g_00317	Syab.g_02374
OG0000212	Prbn.g_00309	Syab.g_02365
OG0000213	Prbn.g_00024	Syab.g_00332
OG0000214	Prbn.g_00034	Syab.g_00312
OG0000215	Prbn.g_00061	Syab.g_00281
OG0000216	Prbn.g_00062	Syab.g_00277
OG0000217	Prbn.g_00065	Syab.g_00273
OG0000218	Prbn.g_00067	Syab.g_00271
OG0000219	Prbn.g_00068	Syab.g_00270
OG0000220	Prbn.g_00069	Syab.g_00269
OG0000221	Prbn.g_00070	Syab.g_00257
OG0000222	Prbn.g_00077	Syab.g_00244
OG0000223	Prbn.g_00089	Syab.g_00226
OG0000224	Prbn.g_00091	Syab.g_00223
OG0000225	Prbn.g_00117	Syab.g_00538
OG0000226	Prbn.g_00121	Syab.g_00542
OG0000227	Prbn.g_00123	Syab.g_00544
OG0000228	Prbn.g_00697	Syab.g_00550
OG0000229	Prbn.g_00677	Syab.g_00583
OG0000230	Prbn.g_00675	Syab.g_00585
OG0000231	Prbn.g_00664	Syab.g_00613
OG0000232	Prbn.g_00653	Syab.g_00631
OG0000233	Prbn.g_00647	Syab.g_00645
OG0000234	Prbn.g_00638	Syab.g_00699
OG0000235	Prbn.g_00635	Syab.g_02095
OG0000236	Prbn.g_00621	Syab.g_02111
OG0000237	Prbn.g_00608	Syab.g_02129
OG0000238	Prbn.g_00602	Syab.g_02134
OG0000239	Prbn.g_00591	Syab.g_02151
OG0000240	Prbn.g_00590	Syab.g_02152
OG0000241	Prbn.g_00586	Syab.g_01884
OG0000242	Prbn.g_00584	Syab.g_02043
OG0000243	Prbn.g_00573	Syab.g_02025
OG0000244	Prbn.g_00570	Syab.g_02017
OG0000245	Prbn.g_00568	Syab.g_02015
OG0000246	Prbn.g_00564	Syab.g_02011
OG0000247	Prbn.g_00554	Syab.g_01999
OG0000248	Prbn.g_00551	Syab.g_01996
OG0000249	Prbn.g_00549	Syab.g_01994
OG0000250	Prbn.g_00544	Syab.g_01988
OG0000251	Prbn.g_00524	Syab.g_01961
OG0000252	Prbn.g_00521	Syab.g_01958
OG0000253	Prbn.g_00520	Syab.g_01956
OG0000254	Prbn.g_00503	Syab.g_01925
OG0000255	Prbn.g_00497	Syab.g_01912
OG0000256	Prbn.g_00487	Syab.g_01890
OG0000257	Prbn.g_00421	Syab.g_01885
OG0000258	Prbn.g_00435	Syab.g_01861
OG0000259	Prbn.g_00835	Syab.g_01538
OG0000260	Prbn.g_00838	Syab.g_01544
OG0000261	Prbn.g_00841	Syab.g_01556
OG0000262	Prbn.g_00845	Syab.g_01561
OG0000263	Prbn.g_01583	Syab.g_01035
OG0000264	Prbn.g_01572	Syab.g_01173
OG0000265	Prbn.g_01554	Syab.g_01773
OG0000266	Prbn.g_00864	Syab.g_01667
OG0000267	Prbn.g_01350	Syab.g_01433
OG0000268	Prbn.g_01351	Syab.g_01432
OG0000269	Prbn.g_01551	Syab.g_01650
OG0000270	Prbn.g_01548	Syab.g_01657
OG0000271	Prbn.g_01540	Syab.g_01279
OG0000272	Prbn.g_01539	Syab.g_01280
OG0000273	Prbn.g_01515	Syab.g_01699
OG0000274	Prbn.g_01514	Syab.g_01700
OG0000275	Prbn.g_01511	Syab.g_01704
OG0000276	Prbn.g_01505	Syab.g_01712
OG0000277	Prbn.g_01504	Syab.g_01713
OG0000278	Prbn.g_01501	Syab.g_01716
OG0000279	Prbn.g_01494	Syab.g_01724
OG0000280	Prbn.g_01493	Syab.g_01736
OG0000281	Prbn.g_01486	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prbn.g_01619	Syab.g_01631
OG0000283	Prbn.g_01442	Syab.g_01418
OG0000284	Prbn.g_01437	Syab.g_01413
OG0000285	Prbn.g_01432	Syab.g_01402
OG0000286	Prbn.g_01419	Syab.g_01384
OG0000287	Prbn.g_01123	Syab.g_01350
OG0000288	Prbn.g_01380	Syab.g_01318
OG0000289	Prbn.g_01364	Syab.g_01303
OG0000290	Prbn.g_01468	Syab.g_01213
OG0000291	Prbn.g_01470	Syab.g_01211
OG0000292	Prbn.g_01144	Syab.g_02907
OG0000293	Prbn.g_01179	Syab.g_00946
OG0000294	Prbn.g_01180	Syab.g_00947
OG0000295	Prbn.g_01203	Syab.g_01001
OG0000296	Prbn.g_01205	Syab.g_01003
OG0000297	Prbn.g_00387	Syab.g_01016
OG0000298	Prbn.g_00388	Syab.g_01017
OG0000299	Prbn.g_00407	Syab.g_01047
OG0000300	Prbn.g_00410	Syab.g_01054
OG0000301	Prbn.g_00411	Syab.g_01055
OG0000302	Prbn.g_00413	Syab.g_01056
OG0000303	Prbn.g_00419	Syab.g_01149
OG0000304	Prbn.g_00482	Syab.g_01143
OG0000305	Prbn.g_01146	Syab.g_01208
OG0000306	Prbn.g_01482	Syab.g_01819
OG0000307	Prbn.g_00159	Syab.g_02078
OG0000308	Prbn.g_00160	Syab.g_02076
OG0000309	Prbn.g_00164	Syab.g_02071
OG0000310	Prbn.g_00198	Syab.g_00817
OG0000311	Prbn.g_00200	Syab.g_00811
OG0000312	Prbn.g_00203	Syab.g_00793
OG0000313	Prbn.g_00216	Syab.g_00769
OG0000314	Prbn.g_00239	Syab.g_00736
OG0000315	Prbn.g_00249	Syab.g_00726
OG0000316	Prbn.g_00274	Syab.g_02189
OG0000317	Prbn.g_01742	Syab.g_02251
OG0000318	Prbn.g_01746	Syab.g_02257
OG0000319	Prbn.g_01759	Syab.g_02291
OG0000320	Prbn.g_01761	Syab.g_02293
OG0000321	Prbn.g_01762	Syab.g_02294
OG0000322	Prbn.g_01763	Syab.g_02295
OG0000323	Prbn.g_01773	Syab.g_02310
OG0000324	Prbn.g_01800	Syab.g_02341
OG0000325	Prbn.g_01811	Syab.g_00368
OG0000326	Prbn.g_01818	Syab.g_00375
OG0000327	Prbn.g_01839	Syab.g_00402
OG0000328	Prbn.g_01840	Syab.g_00403
OG0000329	Prbn.g_01857	Syab.g_00420
OG0000330	Prbn.g_01858	Syab.g_00421
OG0000331	Prbn.g_01859	Syab.g_00422
OG0000332	Prbn.g_01873	Syab.g_00437
OG0000333	Prbn.g_01875	Syab.g_00440
OG0000334	Prbn.g_01884	Syab.g_00450
OG0000335	Prbn.g_01889	Syab.g_00455
OG0000336	Prbn.g_01893	Syab.g_00459
OG0000337	Prbn.g_01911	Syab.g_00210
OG0000338	Prbn.g_01912	Syab.g_00207
OG0000339	Prbn.g_01918	Syab.g_00201
OG0000340	Prbn.g_01012	Syab.g_00135
OG0000341	Prbn.g_01010	Syab.g_00157, Syab.g_00133
OG0000342	Prbn.g_01009	Syab.g_00132
OG0000343	Prbn.g_01008	Syab.g_00131
OG0000344	Prbn.g_01005	Syab.g_00127, Syab.g_02424
OG0000345	Prbn.g_00999	Syab.g_00117
OG0000346	Prbn.g_00995	Syab.g_00112
OG0000347	Prbn.g_00978	Syab.g_00087
OG0000348	Prbn.g_00970	Syab.g_00076
OG0000349	Prbn.g_00953	Syab.g_00054
OG0000350	Prbn.g_00798	Syab.g_00382
OG0000351	Prbn.g_00913	Syab.g_02879
OG0000352	Prbn.g_00912	Syab.g_02880
OG0000353	Prbn.g_00299	Syab.g_02913
OG0000355	Prbn.g_00301	Syab.g_00001
OG0000356	Prbn.g_00302	Syab.g_00002
OG0000357	Prbn.g_00011	Syab.g_00003
OG0000358	Prbn.g_00007	Syab.g_00007
OG0000359	Prbn.g_00006	Syab.g_00009
OG0000360	Prbn.g_00005	Syab.g_00010
OG0000361	Prbn.g_00004	Syab.g_00011
OG0000362	Prbn.g_00001	Syab.g_00013
OG0000363	Prbn.g_00768	Syab.g_00015
OG0000364	Prbn.g_00767	Syab.g_00016
OG0000365	Prbn.g_00762	Syab.g_00026
OG0000366	Prbn.g_00761	Syab.g_00027
OG0000367	Prbn.g_00760	Syab.g_00028
OG0000368	Prbn.g_00758	Syab.g_00030
OG0000369	Prbn.g_00757	Syab.g_00031
OG0000370	Prbn.g_00756	Syab.g_00032
OG0000371	Prbn.g_00749	Syab.g_00711, Syab.g_00039
OG0000372	Prbn.g_00746	Syab.g_00045
OG0000373	Prbn.g_00745	Syab.g_00046
OG0000374	Prbn.g_00744	Syab.g_00047
OG0000375	Prbn.g_00742	Syab.g_00050
OG0000376	Prbn.g_00740	Syab.g_00052
OG0000377	Prbn.g_00736	Syab.g_02748
OG0000378	Prbn.g_00732	Syab.g_02717
OG0000379	Prbn.g_00729	Syab.g_02714
OG0000380	Prbn.g_00712	Syab.g_02432
OG0000381	Prbn.g_00707	Syab.g_02435
OG0000382	Prbn.g_01340	Syab.g_02453
OG0000383	Prbn.g_01338	Syab.g_02459
OG0000384	Prbn.g_01337	Syab.g_02460
OG0000385	Prbn.g_01336	Syab.g_02461
OG0000386	Prbn.g_01335	Syab.g_02462
OG0000387	Prbn.g_01321	Syab.g_02491
OG0000388	Prbn.g_01317	Syab.g_02495
OG0000389	Prbn.g_01314	Syab.g_02499
OG0000390	Prbn.g_01304	Syab.g_02516
OG0000391	Prbn.g_01301	Syab.g_02521
OG0000392	Prbn.g_01297	Syab.g_02527
OG0000393	Prbn.g_01294	Syab.g_02530
OG0000394	Prbn.g_01293	Syab.g_02531
OG0000395	Prbn.g_01292	Syab.g_02532
OG0000396	Prbn.g_01290	Syab.g_02535
OG0000397	Prbn.g_01288	Syab.g_02537
OG0000398	Prbn.g_01285	Syab.g_02542
OG0000399	Prbn.g_01284	Syab.g_02543
OG0000400	Prbn.g_01283	Syab.g_02544
OG0000401	Prbn.g_01282	Syab.g_02545
OG0000402	Prbn.g_01356	Syab.g_02547
OG0000403	Prbn.g_01280	Syab.g_02548
OG0000404	Prbn.g_01279	Syab.g_02550
OG0000405	Prbn.g_01275	Syab.g_02562
OG0000406	Prbn.g_01267	Syab.g_02566
OG0000407	Prbn.g_01266	Syab.g_02567
OG0000408	Prbn.g_01264	Syab.g_02569
OG0000409	Prbn.g_01262	Syab.g_02571
OG0000410	Prbn.g_01261	Syab.g_02572
OG0000411	Prbn.g_01260	Syab.g_02573
OG0000412	Prbn.g_01259	Syab.g_02574
OG0000413	Prbn.g_01257	Syab.g_02576
OG0000414	Prbn.g_01256	Syab.g_02577
OG0000415	Prbn.g_01255	Syab.g_02578
OG0000416	Prbn.g_01254	Syab.g_02579
OG0000417	Prbn.g_01253	Syab.g_02580
OG0000418	Prbn.g_01248	Syab.g_02585
OG0000419	Prbn.g_01246	Syab.g_02587
OG0000420	Prbn.g_01245	Syab.g_02589
OG0000421	Prbn.g_00381	Syab.g_02595
OG0000422	Prbn.g_00380	Syab.g_02596
OG0000423	Prbn.g_00379	Syab.g_02597
OG0000424	Prbn.g_00378	Syab.g_02598
OG0000425	Prbn.g_00377	Syab.g_02599
OG0000426	Prbn.g_00376	Syab.g_02600
OG0000427	Prbn.g_00375	Syab.g_02601
OG0000428	Prbn.g_00373	Syab.g_02604
OG0000429	Prbn.g_00372	Syab.g_02608
OG0000430	Prbn.g_00371	Syab.g_02610
OG0000431	Prbn.g_00369	Syab.g_02613
OG0000432	Prbn.g_00365	Syab.g_02619
OG0000433	Prbn.g_00364	Syab.g_02622
OG0000434	Prbn.g_00363	Syab.g_02623
OG0000435	Prbn.g_00362	Syab.g_02625
OG0000436	Prbn.g_00357	Syab.g_02632
OG0000437	Prbn.g_00356	Syab.g_02633
OG0000438	Prbn.g_00355	Syab.g_02634
OG0000439	Prbn.g_00353	Syab.g_02636
OG0000440	Prbn.g_00352	Syab.g_02637
OG0000441	Prbn.g_00349	Syab.g_02641
OG0000442	Prbn.g_00348	Syab.g_02642
OG0000443	Prbn.g_00347	Syab.g_02668
OG0000444	Prbn.g_00341	Syab.g_02681
OG0000445	Prbn.g_00340	Syab.g_02682
OG0000446	Prbn.g_00339	Syab.g_02684
OG0000447	Prbn.g_00338	Syab.g_02687
OG0000448	Prbn.g_00337	Syab.g_02688
OG0000449	Prbn.g_00336	Syab.g_02689
OG0000450	Prbn.g_00335	Syab.g_02695
OG0000451	Prbn.g_00334	Syab.g_02696
OG0000452	Prbn.g_00331	Syab.g_02701
OG0000453	Prbn.g_00330	Syab.g_02702
OG0000454	Prbn.g_00329	Syab.g_02703
OG0000455	Prbn.g_00328	Syab.g_02704
OG0000456	Prbn.g_00327	Syab.g_02705
OG0000457	Prbn.g_00325	Syab.g_02707
OG0000458	Prbn.g_00324	Syab.g_02708
OG0000459	Prbn.g_00323	Syab.g_02709
OG0000460	Prbn.g_00315	Syab.g_02372
OG0000461	Prbn.g_00307	Syab.g_00356
OG0000462	Prbn.g_00305	Syab.g_00352
OG0000463	Prbn.g_00304	Syab.g_00351
OG0000464	Prbn.g_00012	Syab.g_00350
OG0000465	Prbn.g_00013	Syab.g_00349
OG0000466	Prbn.g_00016	Syab.g_00343
OG0000467	Prbn.g_00017	Syab.g_00341
OG0000468	Prbn.g_00020	Syab.g_00336
OG0000469	Prbn.g_00028	Syab.g_00318
OG0000470	Prbn.g_00030	Syab.g_00316
OG0000471	Prbn.g_00031	Syab.g_00315
OG0000472	Prbn.g_00033	Syab.g_00313
OG0000473	Prbn.g_00035	Syab.g_00311
OG0000474	Prbn.g_00036	Syab.g_00310
OG0000475	Prbn.g_00037	Syab.g_00309
OG0000476	Prbn.g_00039	Syab.g_00307
OG0000477	Prbn.g_00042	Syab.g_00301
OG0000478	Prbn.g_00043	Syab.g_00300
OG0000479	Prbn.g_00044	Syab.g_00299
OG0000480	Prbn.g_00049	Syab.g_00292
OG0000481	Prbn.g_00052	Syab.g_00290
OG0000482	Prbn.g_00053	Syab.g_00289
OG0000483	Prbn.g_00056	Syab.g_00285
OG0000484	Prbn.g_00057	Syab.g_00284
OG0000485	Prbn.g_00059	Syab.g_00283
OG0000486	Prbn.g_00060	Syab.g_00282
OG0000487	Prbn.g_00063	Syab.g_00276
OG0000488	Prbn.g_00066	Syab.g_00272
OG0000489	Prbn.g_00071	Syab.g_00256
OG0000490	Prbn.g_00075	Syab.g_00247
OG0000491	Prbn.g_00076	Syab.g_00245
OG0000492	Prbn.g_00078	Syab.g_00243
OG0000493	Prbn.g_00079	Syab.g_00242
OG0000494	Prbn.g_00080	Syab.g_00241
OG0000495	Prbn.g_00081	Syab.g_00240
OG0000496	Prbn.g_00082	Syab.g_00239
OG0000497	Prbn.g_00083	Syab.g_00238
OG0000498	Prbn.g_00084	Syab.g_00237
OG0000499	Prbn.g_00085	Syab.g_00236
OG0000500	Prbn.g_00086	Syab.g_00235
OG0000501	Prbn.g_00087	Syab.g_00232
OG0000502	Prbn.g_00090	Syab.g_00224
OG0000503	Prbn.g_00105	Syab.g_00523
OG0000504	Prbn.g_00107	Syab.g_00525
OG0000505	Prbn.g_00108	Syab.g_00526
OG0000506	Prbn.g_00109	Syab.g_00528
OG0000507	Prbn.g_00112	Syab.g_00533
OG0000508	Prbn.g_00116	Syab.g_00537
OG0000509	Prbn.g_00118	Syab.g_00539
OG0000510	Prbn.g_00119	Syab.g_00540
OG0000511	Prbn.g_00120	Syab.g_00541
OG0000512	Prbn.g_00122	Syab.g_00543
OG0000513	Prbn.g_00693	Syab.g_00555
OG0000514	Prbn.g_00682	Syab.g_00566
OG0000515	Prbn.g_00681	Syab.g_00567
OG0000516	Prbn.g_00680	Syab.g_00575
OG0000517	Prbn.g_00678	Syab.g_00582
OG0000518	Prbn.g_00667	Syab.g_00594
OG0000519	Prbn.g_00666	Syab.g_00610
OG0000520	Prbn.g_00665	Syab.g_00611
OG0000521	Prbn.g_00657	Syab.g_00624
OG0000522	Prbn.g_00655	Syab.g_00626
OG0000523	Prbn.g_00654	Syab.g_00627
OG0000524	Prbn.g_00649	Syab.g_00640
OG0000525	Prbn.g_00645	Syab.g_00671
OG0000526	Prbn.g_00644	Syab.g_00689
OG0000527	Prbn.g_00641	Syab.g_00695
OG0000528	Prbn.g_00636	Syab.g_02092
OG0000529	Prbn.g_00633	Syab.g_02097
OG0000530	Prbn.g_00630	Syab.g_02100
OG0000531	Prbn.g_00629	Syab.g_02101
OG0000532	Prbn.g_00627	Syab.g_02104
OG0000533	Prbn.g_00626	Syab.g_02106
OG0000534	Prbn.g_00625	Syab.g_02107
OG0000535	Prbn.g_00624	Syab.g_02108
OG0000536	Prbn.g_00623	Syab.g_02109
OG0000537	Prbn.g_00622	Syab.g_02110
OG0000538	Prbn.g_00613	Syab.g_02122
OG0000539	Prbn.g_00612	Syab.g_02123
OG0000540	Prbn.g_00611	Syab.g_02124
OG0000541	Prbn.g_00610	Syab.g_02125
OG0000542	Prbn.g_00609	Syab.g_02128
OG0000543	Prbn.g_00607	Syab.g_02130
OG0000544	Prbn.g_00606	Syab.g_02131
OG0000545	Prbn.g_00604	Syab.g_02133
OG0000546	Prbn.g_00601	Syab.g_02135
OG0000547	Prbn.g_00599	Syab.g_02137
OG0000548	Prbn.g_00598	Syab.g_02138
OG0000549	Prbn.g_00596	Syab.g_02144
OG0000550	Prbn.g_00592	Syab.g_02149
OG0000551	Prbn.g_00589	Syab.g_02153
OG0000552	Prbn.g_00588	Syab.g_02154
OG0000553	Prbn.g_00587	Syab.g_02046
