Orthogroup	Prbn	Syae
OG0000166	Prbn.g_01844	Syae.g_02085
OG0000167	Prbn.g_01915	Syae.g_01874
OG0000168	Prbn.g_01013	Syae.g_01856
OG0000169	Prbn.g_01003	Syae.g_01841
OG0000170	Prbn.g_01000	Syae.g_01834
OG0000171	Prbn.g_00980	Syae.g_01810
OG0000172	Prbn.g_00973	Syae.g_01788
OG0000173	Prbn.g_00958	Syae.g_01770
OG0000174	Prbn.g_00929	Syae.g_01610
OG0000175	Prbn.g_00916	Syae.g_01679
OG0000176	Prbn.g_00010	Syae.g_01716
OG0000177	Prbn.g_00009	Syae.g_01717
OG0000178	Prbn.g_00008	Syae.g_01718
OG0000179	Prbn.g_00766	Syae.g_01733
OG0000180	Prbn.g_00765	Syae.g_01734
OG0000181	Prbn.g_00764	Syae.g_01735
OG0000182	Prbn.g_00763	Syae.g_01736
OG0000183	Prbn.g_00759	Syae.g_01740
OG0000184	Prbn.g_00733	Syae.g_01554
OG0000185	Prbn.g_00730	Syae.g_01551
OG0000186	Prbn.g_00714	Syae.g_01279
OG0000187	Prbn.g_00713	Syae.g_01280
OG0000188	Prbn.g_01339	Syae.g_01323
OG0000189	Prbn.g_01325	Syae.g_01350
OG0000190	Prbn.g_01323	Syae.g_01352
OG0000191	Prbn.g_01300	Syae.g_01384
OG0000192	Prbn.g_01295	Syae.g_01390
OG0000193	Prbn.g_01268	Syae.g_01429
OG0000194	Prbn.g_01265	Syae.g_01432
OG0000195	Prbn.g_01263	Syae.g_01434
OG0000196	Prbn.g_01252	Syae.g_01444
OG0000197	Prbn.g_01251	Syae.g_01445
OG0000198	Prbn.g_01250	Syae.g_01446
OG0000199	Prbn.g_01243, Prbn.g_00384	Syae.g_01454
OG0000200	Prbn.g_00370	Syae.g_01471
OG0000201	Prbn.g_00361	Syae.g_01487
OG0000202	Prbn.g_00360	Syae.g_01488
OG0000203	Prbn.g_00359	Syae.g_01489
OG0000204	Prbn.g_00358	Syae.g_01490
OG0000205	Prbn.g_00351	Syae.g_01497
OG0000206	Prbn.g_00346	Syae.g_01504
OG0000207	Prbn.g_00343	Syae.g_01506
OG0000208	Prbn.g_00342	Syae.g_01507
OG0000209	Prbn.g_00333	Syae.g_01528
OG0000210	Prbn.g_00332	Syae.g_01529
OG0000211	Prbn.g_00317	Syae.g_02234
OG0000212	Prbn.g_00309	Syae.g_02244
OG0000213	Prbn.g_00024	Syae.g_02003
OG0000214	Prbn.g_00034	Syae.g_01986
OG0000215	Prbn.g_00061	Syae.g_01955
OG0000216	Prbn.g_00062	Syae.g_01951
OG0000217	Prbn.g_00065	Syae.g_01947
OG0000218	Prbn.g_00067	Syae.g_01945
OG0000219	Prbn.g_00068	Syae.g_01944
OG0000220	Prbn.g_00069	Syae.g_01943
OG0000221	Prbn.g_00070	Syae.g_01937
OG0000222	Prbn.g_00077	Syae.g_01926
OG0000223	Prbn.g_00089	Syae.g_01904
OG0000224	Prbn.g_00091	Syae.g_01897
OG0000225	Prbn.g_00117	Syae.g_02208
OG0000226	Prbn.g_00121	Syae.g_02212
OG0000227	Prbn.g_00123	Syae.g_02214
OG0000228	Prbn.g_00697	Syae.g_02218
OG0000229	Prbn.g_00677	Syae.g_00994
OG0000230	Prbn.g_00675	Syae.g_00992
OG0000231	Prbn.g_00664	Syae.g_00980
OG0000232	Prbn.g_00653	Syae.g_02496
OG0000233	Prbn.g_00647	Syae.g_02504
OG0000234	Prbn.g_00638	Syae.g_02532
OG0000235	Prbn.g_00635	Syae.g_02308
OG0000236	Prbn.g_00621	Syae.g_02323
OG0000237	Prbn.g_00608	Syae.g_02340
OG0000238	Prbn.g_00602	Syae.g_02345
OG0000239	Prbn.g_00591	Syae.g_02360
OG0000240	Prbn.g_00590	Syae.g_02361
OG0000241	Prbn.g_00586	Syae.g_00065
OG0000242	Prbn.g_00584	Syae.g_02372
OG0000243	Prbn.g_00573	Syae.g_02391
OG0000244	Prbn.g_00570	Syae.g_02399
OG0000245	Prbn.g_00568	Syae.g_02401
OG0000246	Prbn.g_00564	Syae.g_02405
OG0000247	Prbn.g_00554	Syae.g_02416
OG0000248	Prbn.g_00551	Syae.g_02419
OG0000249	Prbn.g_00549	Syae.g_02421
OG0000250	Prbn.g_00544	Syae.g_02431
OG0000251	Prbn.g_00524	Syae.g_02455
OG0000252	Prbn.g_00521	Syae.g_02458
OG0000253	Prbn.g_00520	Syae.g_02459
OG0000254	Prbn.g_00503	Syae.g_00021
OG0000255	Prbn.g_00497	Syae.g_00041
OG0000256	Prbn.g_00487	Syae.g_00058
OG0000257	Prbn.g_00421	Syae.g_00064
OG0000258	Prbn.g_00435	Syae.g_00083
OG0000259	Prbn.g_00835	Syae.g_00608
OG0000260	Prbn.g_00838	Syae.g_00603
OG0000261	Prbn.g_00841	Syae.g_00600
OG0000262	Prbn.g_00845	Syae.g_00595
OG0000263	Prbn.g_01583	Syae.g_00671
OG0000264	Prbn.g_01572	Syae.g_00761
OG0000265	Prbn.g_01554	Syae.g_00932, Syae.g_00226
OG0000266	Prbn.g_00864	Syae.g_00457
OG0000267	Prbn.g_01350	Syae.g_00304
OG0000268	Prbn.g_01351	Syae.g_00308
OG0000269	Prbn.g_01551	Syae.g_00526
OG0000270	Prbn.g_01548	Syae.g_00523
OG0000271	Prbn.g_01540	Syae.g_00515
OG0000272	Prbn.g_01539	Syae.g_00514
OG0000273	Prbn.g_01515	Syae.g_00825
OG0000274	Prbn.g_01514	Syae.g_00826
OG0000275	Prbn.g_01511	Syae.g_00832
OG0000276	Prbn.g_01505	Syae.g_00839
OG0000277	Prbn.g_01504	Syae.g_00840
OG0000278	Prbn.g_01501	Syae.g_00843
OG0000279	Prbn.g_01494	Syae.g_00851
OG0000280	Prbn.g_01493	Syae.g_00877
OG0000281	Prbn.g_01486	Syae.g_02057
OG0000282	Prbn.g_01619	Syae.g_00573
OG0000283	Prbn.g_01442	Syae.g_00321
OG0000284	Prbn.g_01437	Syae.g_00327
OG0000285	Prbn.g_01432	Syae.g_00340
OG0000286	Prbn.g_01419	Syae.g_00359
OG0000287	Prbn.g_01123	Syae.g_00387
OG0000288	Prbn.g_01380	Syae.g_00419
OG0000289	Prbn.g_01364	Syae.g_00433
OG0000290	Prbn.g_01468	Syae.g_00796
OG0000291	Prbn.g_01470	Syae.g_00794
OG0000292	Prbn.g_01144	Syae.g_01705
OG0000293	Prbn.g_01179	Syae.g_00938
OG0000294	Prbn.g_01180	Syae.g_00937
OG0000295	Prbn.g_01203	Syae.g_00893
OG0000296	Prbn.g_01205	Syae.g_00891
OG0000297	Prbn.g_00387	Syae.g_00645
OG0000298	Prbn.g_00388	Syae.g_00646
OG0000299	Prbn.g_00407	Syae.g_00680
OG0000300	Prbn.g_00410	Syae.g_00686
OG0000301	Prbn.g_00411	Syae.g_00687
OG0000302	Prbn.g_00413	Syae.g_00691
OG0000303	Prbn.g_00419	Syae.g_00700
OG0000304	Prbn.g_00482	Syae.g_00706
OG0000305	Prbn.g_01146	Syae.g_00791
OG0000306	Prbn.g_01482	Syae.g_00277
OG0000307	Prbn.g_00159	Syae.g_02290
OG0000308	Prbn.g_00160	Syae.g_02288
OG0000309	Prbn.g_00164	Syae.g_02283
OG0000310	Prbn.g_00198	Syae.g_02687
OG0000311	Prbn.g_00200	Syae.g_02682
OG0000312	Prbn.g_00203	Syae.g_02664
OG0000313	Prbn.g_00216	Syae.g_02647
OG0000314	Prbn.g_00239	Syae.g_02618
OG0000315	Prbn.g_00249	Syae.g_02609
OG0000316	Prbn.g_00274	Syae.g_01118
OG0000317	Prbn.g_01742	Syae.g_01160
OG0000318	Prbn.g_01746	Syae.g_01164
OG0000319	Prbn.g_01759	Syae.g_01181
OG0000320	Prbn.g_01761	Syae.g_01183
OG0000321	Prbn.g_01762	Syae.g_01184
OG0000322	Prbn.g_01763	Syae.g_01185
OG0000323	Prbn.g_01773	Syae.g_01200
OG0000324	Prbn.g_01800	Syae.g_01049
OG0000325	Prbn.g_01811	Syae.g_02033
OG0000326	Prbn.g_01818	Syae.g_02040
OG0000327	Prbn.g_01839	Syae.g_02080
OG0000328	Prbn.g_01840	Syae.g_02081
OG0000329	Prbn.g_01857	Syae.g_02099
OG0000330	Prbn.g_01858	Syae.g_02100
OG0000331	Prbn.g_01859	Syae.g_02101
OG0000332	Prbn.g_01873	Syae.g_02116
OG0000333	Prbn.g_01875	Syae.g_02119
OG0000334	Prbn.g_01884	Syae.g_02128
OG0000335	Prbn.g_01889	Syae.g_02132
OG0000336	Prbn.g_01893	Syae.g_02136
OG0000337	Prbn.g_01911	Syae.g_01879
OG0000338	Prbn.g_01912	Syae.g_01876
OG0000339	Prbn.g_01918	Syae.g_01869
OG0000340	Prbn.g_01012	Syae.g_01855
OG0000341	Prbn.g_01010	Syae.g_01853
OG0000342	Prbn.g_01009	Syae.g_01852
OG0000343	Prbn.g_01008	Syae.g_01848
OG0000344	Prbn.g_01005	Syae.g_01843
OG0000345	Prbn.g_00999	Syae.g_01833
OG0000346	Prbn.g_00995	Syae.g_01828
OG0000347	Prbn.g_00978	Syae.g_01805
OG0000348	Prbn.g_00970	Syae.g_01781
OG0000349	Prbn.g_00953	Syae.g_01763
OG0000350	Prbn.g_00798	Syae.g_02047
OG0000351	Prbn.g_00913	Syae.g_01684
OG0000352	Prbn.g_00912	Syae.g_01685
OG0000353	Prbn.g_00299	Syae.g_01711
OG0000355	Prbn.g_00301	Syae.g_01713
OG0000356	Prbn.g_00302	Syae.g_01714
OG0000357	Prbn.g_00011	Syae.g_01715
OG0000358	Prbn.g_00007	Syae.g_01719
OG0000359	Prbn.g_00006	Syae.g_01721
OG0000360	Prbn.g_00005	Syae.g_01722
OG0000361	Prbn.g_00004	Syae.g_01723
OG0000362	Prbn.g_00001	Syae.g_01725
OG0000363	Prbn.g_00768	Syae.g_01727
OG0000364	Prbn.g_00767	Syae.g_01728
OG0000365	Prbn.g_00762	Syae.g_01737
OG0000366	Prbn.g_00761	Syae.g_01738
OG0000367	Prbn.g_00760	Syae.g_01739
OG0000368	Prbn.g_00758	Syae.g_01741
OG0000369	Prbn.g_00757	Syae.g_01742
OG0000370	Prbn.g_00756	Syae.g_01743
OG0000371	Prbn.g_00749	Syae.g_01751
OG0000372	Prbn.g_00746	Syae.g_01756
OG0000373	Prbn.g_00745	Syae.g_01757
OG0000374	Prbn.g_00744	Syae.g_01758
OG0000375	Prbn.g_00742	Syae.g_01759
OG0000376	Prbn.g_00740	Syae.g_01761
OG0000377	Prbn.g_00736	Syae.g_01561
OG0000378	Prbn.g_00732	Syae.g_01553
OG0000379	Prbn.g_00729	Syae.g_01550
OG0000380	Prbn.g_00712	Syae.g_01281
OG0000381	Prbn.g_00707	Syae.g_01285
OG0000382	Prbn.g_01340	Syae.g_01322
OG0000383	Prbn.g_01338	Syae.g_01324
OG0000384	Prbn.g_01337	Syae.g_01325
OG0000385	Prbn.g_01336	Syae.g_01326
OG0000386	Prbn.g_01335	Syae.g_01327
OG0000387	Prbn.g_01321	Syae.g_01354
OG0000388	Prbn.g_01317	Syae.g_01358
OG0000389	Prbn.g_01314	Syae.g_01362
OG0000390	Prbn.g_01304	Syae.g_01378
OG0000391	Prbn.g_01301	Syae.g_01383
OG0000392	Prbn.g_01297	Syae.g_01389
OG0000393	Prbn.g_01294	Syae.g_01392
OG0000394	Prbn.g_01293	Syae.g_01393
OG0000395	Prbn.g_01292	Syae.g_01394
OG0000396	Prbn.g_01290	Syae.g_01397
OG0000397	Prbn.g_01288	Syae.g_01400
OG0000398	Prbn.g_01285	Syae.g_01405
OG0000399	Prbn.g_01284	Syae.g_01406
OG0000400	Prbn.g_01283	Syae.g_01407
OG0000401	Prbn.g_01282	Syae.g_01408
OG0000402	Prbn.g_01356	Syae.g_01410
OG0000403	Prbn.g_01280	Syae.g_01411
OG0000404	Prbn.g_01279	Syae.g_01412
OG0000405	Prbn.g_01275	Syae.g_01426
OG0000406	Prbn.g_01267	Syae.g_01430
OG0000407	Prbn.g_01266	Syae.g_01431
OG0000408	Prbn.g_01264	Syae.g_01433
OG0000409	Prbn.g_01262	Syae.g_01435
OG0000410	Prbn.g_01261	Syae.g_01436
OG0000411	Prbn.g_01260	Syae.g_01437
OG0000412	Prbn.g_01259	Syae.g_01438
OG0000413	Prbn.g_01257	Syae.g_01440
OG0000415	Prbn.g_01255	Syae.g_01441
OG0000416	Prbn.g_01254	Syae.g_01442
OG0000417	Prbn.g_01253	Syae.g_01443
OG0000418	Prbn.g_01248	Syae.g_01448
OG0000419	Prbn.g_01246	Syae.g_01450
OG0000420	Prbn.g_01245	Syae.g_01452
OG0000421	Prbn.g_00381	Syae.g_01457
OG0000422	Prbn.g_00380	Syae.g_01458
OG0000423	Prbn.g_00379	Syae.g_01459
OG0000424	Prbn.g_00378	Syae.g_01460
OG0000425	Prbn.g_00377	Syae.g_01461
OG0000426	Prbn.g_00376	Syae.g_01462
OG0000427	Prbn.g_00375	Syae.g_01463
OG0000428	Prbn.g_00373	Syae.g_01466
OG0000429	Prbn.g_00372	Syae.g_01468
OG0000430	Prbn.g_00371	Syae.g_01470
OG0000431	Prbn.g_00369	Syae.g_01473
OG0000432	Prbn.g_00365	Syae.g_01481
OG0000433	Prbn.g_00364	Syae.g_01484
OG0000434	Prbn.g_00363	Syae.g_01485
OG0000435	Prbn.g_00362	Syae.g_01486
OG0000436	Prbn.g_00357	Syae.g_01491
OG0000437	Prbn.g_00356	Syae.g_01492
OG0000438	Prbn.g_00355	Syae.g_01493
OG0000439	Prbn.g_00353	Syae.g_01495
OG0000440	Prbn.g_00352	Syae.g_01496
OG0000441	Prbn.g_00349	Syae.g_01501
OG0000442	Prbn.g_00348	Syae.g_01502
OG0000443	Prbn.g_00347	Syae.g_01503
OG0000444	Prbn.g_00341	Syae.g_01509
OG0000445	Prbn.g_00340	Syae.g_01510
OG0000446	Prbn.g_00339	Syae.g_01512
OG0000447	Prbn.g_00338	Syae.g_01517
OG0000448	Prbn.g_00337	Syae.g_01518
OG0000449	Prbn.g_00336	Syae.g_01519
OG0000450	Prbn.g_00335	Syae.g_01525
OG0000451	Prbn.g_00334	Syae.g_01526
OG0000452	Prbn.g_00331	Syae.g_01530
OG0000453	Prbn.g_00330	Syae.g_01531
OG0000454	Prbn.g_00329	Syae.g_01532
OG0000455	Prbn.g_00328	Syae.g_01533
OG0000456	Prbn.g_00327	Syae.g_01534
OG0000457	Prbn.g_00325	Syae.g_01536
OG0000458	Prbn.g_00324	Syae.g_01538
OG0000459	Prbn.g_00323	Syae.g_01539
OG0000460	Prbn.g_00315	Syae.g_02236
OG0000461	Prbn.g_00307	Syae.g_02024
OG0000462	Prbn.g_00305	Syae.g_02021
OG0000463	Prbn.g_00304	Syae.g_02020
OG0000464	Prbn.g_00012	Syae.g_02019
OG0000465	Prbn.g_00013	Syae.g_02018
OG0000466	Prbn.g_00016	Syae.g_02014
OG0000467	Prbn.g_00017	Syae.g_02012
OG0000468	Prbn.g_00020	Syae.g_02007
OG0000469	Prbn.g_00028	Syae.g_01992
OG0000470	Prbn.g_00030	Syae.g_01990
OG0000471	Prbn.g_00031	Syae.g_01989
OG0000472	Prbn.g_00033	Syae.g_01987
OG0000473	Prbn.g_00035	Syae.g_01985
OG0000474	Prbn.g_00036	Syae.g_01984
OG0000475	Prbn.g_00037	Syae.g_01983
OG0000476	Prbn.g_00039	Syae.g_01981
OG0000477	Prbn.g_00042	Syae.g_01975
OG0000478	Prbn.g_00043	Syae.g_01974
OG0000479	Prbn.g_00044	Syae.g_01973
OG0000480	Prbn.g_00049	Syae.g_01966
OG0000481	Prbn.g_00052	Syae.g_01964
OG0000482	Prbn.g_00053	Syae.g_01963
OG0000483	Prbn.g_00056	Syae.g_01959
OG0000484	Prbn.g_00057	Syae.g_01958
OG0000485	Prbn.g_00059	Syae.g_01957
OG0000486	Prbn.g_00060	Syae.g_01956
OG0000487	Prbn.g_00063	Syae.g_01950
OG0000488	Prbn.g_00066	Syae.g_01946
OG0000489	Prbn.g_00071	Syae.g_01936
OG0000490	Prbn.g_00075	Syae.g_01928
OG0000491	Prbn.g_00076	Syae.g_01927
OG0000492	Prbn.g_00078	Syae.g_01925
OG0000493	Prbn.g_00079	Syae.g_01924
OG0000494	Prbn.g_00080	Syae.g_01923
OG0000495	Prbn.g_00081	Syae.g_01922
OG0000496	Prbn.g_00082	Syae.g_01921
OG0000497	Prbn.g_00083	Syae.g_01920
OG0000498	Prbn.g_00084	Syae.g_01919
OG0000499	Prbn.g_00085	Syae.g_01918
OG0000500	Prbn.g_00086	Syae.g_01917
OG0000501	Prbn.g_00087	Syae.g_01914
OG0000502	Prbn.g_00090	Syae.g_01902
OG0000503	Prbn.g_00105	Syae.g_02192
OG0000504	Prbn.g_00107	Syae.g_02194
OG0000505	Prbn.g_00108	Syae.g_02195
OG0000506	Prbn.g_00109	Syae.g_02197
OG0000507	Prbn.g_00112	Syae.g_02203
OG0000508	Prbn.g_00116	Syae.g_02207
OG0000509	Prbn.g_00118	Syae.g_02209
OG0000510	Prbn.g_00119	Syae.g_02210
OG0000511	Prbn.g_00120	Syae.g_02211
OG0000512	Prbn.g_00122	Syae.g_02213
OG0000513	Prbn.g_00693	Syae.g_02223
OG0000514	Prbn.g_00682	Syae.g_02229
OG0000515	Prbn.g_00681	Syae.g_02230
OG0000516	Prbn.g_00680	Syae.g_01000
OG0000517	Prbn.g_00678	Syae.g_00995
OG0000518	Prbn.g_00667	Syae.g_00983
OG0000519	Prbn.g_00666	Syae.g_00982
OG0000520	Prbn.g_00665	Syae.g_00981
OG0000521	Prbn.g_00657	Syae.g_02491
OG0000522	Prbn.g_00655	Syae.g_02493
OG0000523	Prbn.g_00654	Syae.g_02494
OG0000524	Prbn.g_00649	Syae.g_02501
OG0000525	Prbn.g_00645	Syae.g_02520
OG0000526	Prbn.g_00644	Syae.g_02523
OG0000527	Prbn.g_00641	Syae.g_02528
OG0000528	Prbn.g_00636	Syae.g_02304
OG0000529	Prbn.g_00633	Syae.g_02310
OG0000530	Prbn.g_00630	Syae.g_02313
OG0000531	Prbn.g_00629	Syae.g_02314
OG0000532	Prbn.g_00627	Syae.g_02317
OG0000533	Prbn.g_00626	Syae.g_02318
OG0000534	Prbn.g_00625	Syae.g_02319
OG0000535	Prbn.g_00624	Syae.g_02320
OG0000536	Prbn.g_00623	Syae.g_02321
OG0000537	Prbn.g_00622	Syae.g_02322
OG0000538	Prbn.g_00613	Syae.g_02333
OG0000539	Prbn.g_00612	Syae.g_02334
OG0000540	Prbn.g_00611	Syae.g_02335
OG0000541	Prbn.g_00610	Syae.g_02336
OG0000542	Prbn.g_00609	Syae.g_02339
OG0000543	Prbn.g_00607	Syae.g_02341
OG0000544	Prbn.g_00606	Syae.g_02342
OG0000545	Prbn.g_00604	Syae.g_02344
OG0000546	Prbn.g_00601	Syae.g_02346
OG0000547	Prbn.g_00599	Syae.g_02348
OG0000548	Prbn.g_00598	Syae.g_02349
OG0000549	Prbn.g_00596	Syae.g_02354
OG0000550	Prbn.g_00592	Syae.g_02358
OG0000551	Prbn.g_00589	Syae.g_02363
OG0000552	Prbn.g_00588	Syae.g_02364
OG0000553	Prbn.g_00587	Syae.g_02366
OG0000554	Prbn.g_00582	Syae.g_02375
OG0000555	Prbn.g_00574	Syae.g_02390
OG0000556	Prbn.g_00572	Syae.g_02394
OG0000557	Prbn.g_00571	Syae.g_02398
OG0000558	Prbn.g_00569	Syae.g_02400
OG0000559	Prbn.g_00565	Syae.g_02404
OG0000560	Prbn.g_00562	Syae.g_02407
