Orthogroup	Prbn	Syas
OG0000173	Prbn.g_00958	Syas.g_02092
OG0000174	Prbn.g_00929	Syas.g_01940
OG0000175	Prbn.g_00916	Syas.g_01994
OG0000176	Prbn.g_00010	Syas.g_02038
OG0000177	Prbn.g_00009	Syas.g_02039
OG0000178	Prbn.g_00008	Syas.g_02040
OG0000179	Prbn.g_00766	Syas.g_02054
OG0000180	Prbn.g_00765	Syas.g_02055
OG0000181	Prbn.g_00764	Syas.g_02056
OG0000182	Prbn.g_00763	Syas.g_02057
OG0000183	Prbn.g_00759	Syas.g_02061
OG0000184	Prbn.g_00733	Syas.g_01872
OG0000185	Prbn.g_00730	Syas.g_01861
OG0000186	Prbn.g_00714	Syas.g_02525
OG0000187	Prbn.g_00713	Syas.g_02524
OG0000188	Prbn.g_01339	Syas.g_02502
OG0000189	Prbn.g_01325	Syas.g_02432
OG0000190	Prbn.g_01323	Syas.g_00133
OG0000191	Prbn.g_01300	Syas.g_02400
OG0000192	Prbn.g_01295	Syas.g_02395
OG0000193	Prbn.g_01268	Syas.g_02366
OG0000194	Prbn.g_01265	Syas.g_02363
OG0000195	Prbn.g_01263	Syas.g_02360
OG0000196	Prbn.g_01252	Syas.g_02337
OG0000197	Prbn.g_01251	Syas.g_02336
OG0000198	Prbn.g_01250	Syas.g_02335
OG0000199	Prbn.g_01243, Prbn.g_00384	Syas.g_02327
OG0000200	Prbn.g_00370	Syas.g_02298
OG0000201	Prbn.g_00361	Syas.g_02279
OG0000202	Prbn.g_00360	Syas.g_02278
OG0000203	Prbn.g_00359	Syas.g_02277
OG0000204	Prbn.g_00358	Syas.g_02276
OG0000205	Prbn.g_00351	Syas.g_02267
OG0000206	Prbn.g_00346	Syas.g_02240
OG0000207	Prbn.g_00343	Syas.g_02237
OG0000208	Prbn.g_00342	Syas.g_02236
OG0000209	Prbn.g_00333	Syas.g_01837
OG0000210	Prbn.g_00332	Syas.g_01838
OG0000211	Prbn.g_00317	Syas.g_02552
OG0000212	Prbn.g_00309	Syas.g_02562
OG0000213	Prbn.g_00024	Syas.g_01707
OG0000214	Prbn.g_00034	Syas.g_01730
OG0000215	Prbn.g_00061	Syas.g_01766
OG0000216	Prbn.g_00062	Syas.g_01770
OG0000217	Prbn.g_00065	Syas.g_01778
OG0000218	Prbn.g_00067	Syas.g_01780
OG0000219	Prbn.g_00068	Syas.g_01783
OG0000220	Prbn.g_00069	Syas.g_01784
OG0000221	Prbn.g_00070	Syas.g_01785
OG0000222	Prbn.g_00077	Syas.g_01804
OG0000223	Prbn.g_00089	Syas.g_02221
OG0000224	Prbn.g_00091	Syas.g_02215
OG0000225	Prbn.g_00117	Syas.g_01522
OG0000226	Prbn.g_00121	Syas.g_01518
OG0000227	Prbn.g_00123	Syas.g_01516
OG0000228	Prbn.g_00697	Syas.g_01513
OG0000229	Prbn.g_00677	Syas.g_01497
OG0000230	Prbn.g_00675	Syas.g_01495
OG0000231	Prbn.g_00664	Syas.g_02749
OG0000232	Prbn.g_00653	Syas.g_01276
OG0000233	Prbn.g_00647	Syas.g_01352
OG0000234	Prbn.g_00638	Syas.g_01331
OG0000235	Prbn.g_00635	Syas.g_01254
OG0000236	Prbn.g_00621	Syas.g_01237
OG0000237	Prbn.g_00608	Syas.g_01220
OG0000238	Prbn.g_00602	Syas.g_01215
OG0000239	Prbn.g_00591	Syas.g_00012
OG0000240	Prbn.g_00590	Syas.g_00013
OG0000241	Prbn.g_00586	Syas.g_00754
OG0000242	Prbn.g_00584	Syas.g_00059
OG0000243	Prbn.g_00573	Syas.g_00777
OG0000244	Prbn.g_00570	Syas.g_00784
OG0000245	Prbn.g_00568	Syas.g_00786
OG0000246	Prbn.g_00564	Syas.g_00790
OG0000247	Prbn.g_00554	Syas.g_00802
OG0000248	Prbn.g_00551	Syas.g_00805
OG0000249	Prbn.g_00549	Syas.g_00807
OG0000250	Prbn.g_00544	Syas.g_00814
OG0000251	Prbn.g_00524	Syas.g_00845
OG0000252	Prbn.g_00521	Syas.g_00950
OG0000253	Prbn.g_00520	Syas.g_00846
OG0000254	Prbn.g_00503	Syas.g_00869
OG0000255	Prbn.g_00497	Syas.g_00132, Syas.g_01062
OG0000256	Prbn.g_00487	Syas.g_00104
OG0000257	Prbn.g_00421	Syas.g_00757
OG0000258	Prbn.g_00435	Syas.g_00733
OG0000259	Prbn.g_00835	Syas.g_01006, Syas.g_00708
OG0000260	Prbn.g_00838	Syas.g_00705
OG0000261	Prbn.g_00841	Syas.g_00701
OG0000262	Prbn.g_00845	Syas.g_00695
OG0000263	Prbn.g_01583	Syas.g_01103
OG0000264	Prbn.g_01572	Syas.g_02588
OG0000266	Prbn.g_00864	Syas.g_00186
OG0000267	Prbn.g_01350	Syas.g_00377
OG0000268	Prbn.g_01351	Syas.g_00390
OG0000269	Prbn.g_01551	Syas.g_00601
OG0000270	Prbn.g_01548	Syas.g_00598
OG0000271	Prbn.g_01540	Syas.g_00590
OG0000272	Prbn.g_01539	Syas.g_00589
OG0000273	Prbn.g_01515	Syas.g_00563
OG0000274	Prbn.g_01514	Syas.g_00562
OG0000275	Prbn.g_01511	Syas.g_00230
OG0000276	Prbn.g_01505	Syas.g_00237
OG0000277	Prbn.g_01504	Syas.g_00238
OG0000278	Prbn.g_01501	Syas.g_00241
OG0000279	Prbn.g_01494	Syas.g_00288
OG0000280	Prbn.g_01493	Syas.g_00889, Syas.g_00481
OG0000281	Prbn.g_01486	Syas.g_00970
OG0000282	Prbn.g_01619	Syas.g_00672
OG0000283	Prbn.g_01442	Syas.g_00409
OG0000284	Prbn.g_01437	Syas.g_00416
OG0000285	Prbn.g_01432	Syas.g_00436
OG0000286	Prbn.g_01419	Syas.g_00460
OG0000287	Prbn.g_01123	Syas.g_00534
OG0000288	Prbn.g_01380	Syas.g_00220
OG0000289	Prbn.g_01364	Syas.g_00205
OG0000290	Prbn.g_01468	Syas.g_01016
OG0000291	Prbn.g_01470	Syas.g_01018
OG0000292	Prbn.g_01144	Syas.g_02020
OG0000293	Prbn.g_01179	Syas.g_01197
OG0000294	Prbn.g_01180	Syas.g_01196
OG0000295	Prbn.g_01203	Syas.g_01139
OG0000296	Prbn.g_01205	Syas.g_01137
OG0000297	Prbn.g_00387	Syas.g_01124
OG0000298	Prbn.g_00388	Syas.g_01123
OG0000299	Prbn.g_00407	Syas.g_01087
OG0000300	Prbn.g_00410	Syas.g_01082
OG0000301	Prbn.g_00411	Syas.g_01081
OG0000302	Prbn.g_00413	Syas.g_01080
OG0000303	Prbn.g_00419	Syas.g_01071
OG0000304	Prbn.g_00482	Syas.g_01066
OG0000305	Prbn.g_01146	Syas.g_01023
OG0000306	Prbn.g_01482	Syas.g_01929
OG0000307	Prbn.g_00159	Syas.g_01270
OG0000308	Prbn.g_00160	Syas.g_01272
OG0000309	Prbn.g_00164	Syas.g_01364
OG0000310	Prbn.g_00198	Syas.g_02796
OG0000311	Prbn.g_00200	Syas.g_02799
OG0000312	Prbn.g_00203	Syas.g_02804
OG0000313	Prbn.g_00216	Syas.g_02823
OG0000314	Prbn.g_00239	Syas.g_01296
OG0000315	Prbn.g_00249	Syas.g_01306
OG0000316	Prbn.g_00274	Syas.g_02728
OG0000317	Prbn.g_01742	Syas.g_02687
OG0000318	Prbn.g_01746	Syas.g_02680
OG0000319	Prbn.g_01759	Syas.g_02663
OG0000320	Prbn.g_01761	Syas.g_02661
OG0000321	Prbn.g_01762	Syas.g_02660
OG0000322	Prbn.g_01763	Syas.g_02659
OG0000323	Prbn.g_01773	Syas.g_02646
OG0000324	Prbn.g_01800	Syas.g_02578
OG0000325	Prbn.g_01811	Syas.g_01668
OG0000326	Prbn.g_01818	Syas.g_01661
OG0000327	Prbn.g_01839	Syas.g_01634
OG0000328	Prbn.g_01840	Syas.g_01633
OG0000329	Prbn.g_01857	Syas.g_01615
OG0000330	Prbn.g_01858	Syas.g_01614
OG0000331	Prbn.g_01859	Syas.g_01613
OG0000332	Prbn.g_01873	Syas.g_01598
OG0000333	Prbn.g_01875	Syas.g_01595
OG0000334	Prbn.g_01884	Syas.g_01586
OG0000335	Prbn.g_01889	Syas.g_01581
OG0000336	Prbn.g_01893	Syas.g_01577
OG0000337	Prbn.g_01911	Syas.g_02211
OG0000338	Prbn.g_01912	Syas.g_02199
OG0000339	Prbn.g_01918	Syas.g_02192
OG0000340	Prbn.g_01012	Syas.g_02183
OG0000341	Prbn.g_01010	Syas.g_02181
OG0000342	Prbn.g_01009	Syas.g_02180
OG0000343	Prbn.g_01008	Syas.g_02176
OG0000344	Prbn.g_01005	Syas.g_02172
OG0000345	Prbn.g_00999	Syas.g_02160
OG0000346	Prbn.g_00995	Syas.g_02155
OG0000347	Prbn.g_00978	Syas.g_02136
OG0000348	Prbn.g_00970	Syas.g_02107
OG0000349	Prbn.g_00953	Syas.g_02085
OG0000350	Prbn.g_00798	Syas.g_01654
OG0000351	Prbn.g_00913	Syas.g_01998
OG0000352	Prbn.g_00912	Syas.g_01999
OG0000353	Prbn.g_00299	Syas.g_02033
OG0000355	Prbn.g_00301	Syas.g_02035
OG0000356	Prbn.g_00302	Syas.g_02036
OG0000357	Prbn.g_00011	Syas.g_02037
OG0000358	Prbn.g_00007	Syas.g_02041
OG0000359	Prbn.g_00006	Syas.g_02043
OG0000360	Prbn.g_00005	Syas.g_02044
OG0000361	Prbn.g_00004	Syas.g_02045
OG0000362	Prbn.g_00001	Syas.g_02047
OG0000363	Prbn.g_00768	Syas.g_02049
OG0000364	Prbn.g_00767	Syas.g_02685
OG0000365	Prbn.g_00762	Syas.g_02058
OG0000366	Prbn.g_00761	Syas.g_02059
OG0000368	Prbn.g_00758	Syas.g_02062
OG0000369	Prbn.g_00757	Syas.g_02063
OG0000370	Prbn.g_00756	Syas.g_02064
OG0000371	Prbn.g_00749	Syas.g_02073
OG0000372	Prbn.g_00746	Syas.g_02078
OG0000373	Prbn.g_00745	Syas.g_02079
OG0000374	Prbn.g_00744	Syas.g_02080
OG0000375	Prbn.g_00742	Syas.g_02081
OG0000376	Prbn.g_00740	Syas.g_02083
OG0000377	Prbn.g_00736	Syas.g_01879
OG0000378	Prbn.g_00732	Syas.g_01867
OG0000379	Prbn.g_00729	Syas.g_01859
OG0000380	Prbn.g_00712	Syas.g_02523
OG0000381	Prbn.g_00707	Syas.g_02521
OG0000382	Prbn.g_01340	Syas.g_02503
OG0000383	Prbn.g_01338	Syas.g_02480
OG0000384	Prbn.g_01337	Syas.g_02479
OG0000385	Prbn.g_01336	Syas.g_02478
OG0000386	Prbn.g_01335	Syas.g_02477
OG0000387	Prbn.g_01321	Syas.g_00134
OG0000388	Prbn.g_01317	Syas.g_02426
OG0000389	Prbn.g_01314	Syas.g_02422
OG0000390	Prbn.g_01304	Syas.g_02406
OG0000391	Prbn.g_01301	Syas.g_02401
OG0000392	Prbn.g_01297	Syas.g_02396
OG0000393	Prbn.g_01294	Syas.g_02394
OG0000394	Prbn.g_01293	Syas.g_02393
OG0000395	Prbn.g_01292	Syas.g_02392
OG0000396	Prbn.g_01290	Syas.g_02389
OG0000397	Prbn.g_01288	Syas.g_02387
OG0000398	Prbn.g_01285	Syas.g_02382
OG0000399	Prbn.g_01284	Syas.g_02381
OG0000400	Prbn.g_01283	Syas.g_02380
OG0000401	Prbn.g_01282	Syas.g_02379
OG0000402	Prbn.g_01356	Syas.g_02377
OG0000403	Prbn.g_01280	Syas.g_02376
OG0000404	Prbn.g_01279	Syas.g_02375
OG0000405	Prbn.g_01275	Syas.g_02369
OG0000406	Prbn.g_01267	Syas.g_02365
OG0000407	Prbn.g_01266	Syas.g_02364
OG0000408	Prbn.g_01264	Syas.g_02361
OG0000409	Prbn.g_01262	Syas.g_02359
OG0000410	Prbn.g_01261	Syas.g_02358
OG0000411	Prbn.g_01260	Syas.g_02357
OG0000412	Prbn.g_01259	Syas.g_02356
OG0000413	Prbn.g_01257	Syas.g_02354
OG0000414	Prbn.g_01256	Syas.g_02353
OG0000415	Prbn.g_01255	Syas.g_02352
OG0000416	Prbn.g_01254	Syas.g_02351
OG0000417	Prbn.g_01253	Syas.g_02338
OG0000418	Prbn.g_01248	Syas.g_02333
OG0000419	Prbn.g_01246	Syas.g_02331
OG0000420	Prbn.g_01245	Syas.g_02329
OG0000421	Prbn.g_00381	Syas.g_02324
OG0000422	Prbn.g_00380	Syas.g_02323
OG0000423	Prbn.g_00379	Syas.g_02322
OG0000424	Prbn.g_00378	Syas.g_02321
OG0000425	Prbn.g_00377	Syas.g_02320
OG0000426	Prbn.g_00376	Syas.g_02319
OG0000427	Prbn.g_00375	Syas.g_02318
OG0000428	Prbn.g_00373	Syas.g_02315
OG0000429	Prbn.g_00372	Syas.g_02312
OG0000430	Prbn.g_00371	Syas.g_02311
OG0000431	Prbn.g_00369	Syas.g_02296
OG0000432	Prbn.g_00365	Syas.g_02288
OG0000433	Prbn.g_00364	Syas.g_02286
OG0000434	Prbn.g_00363	Syas.g_02285
OG0000435	Prbn.g_00362	Syas.g_02282
OG0000436	Prbn.g_00357	Syas.g_02273
OG0000437	Prbn.g_00356	Syas.g_02272
OG0000438	Prbn.g_00355	Syas.g_02271
OG0000439	Prbn.g_00353	Syas.g_02269
OG0000440	Prbn.g_00352	Syas.g_02268
OG0000441	Prbn.g_00349	Syas.g_02265
OG0000442	Prbn.g_00348	Syas.g_02259
OG0000443	Prbn.g_00347	Syas.g_02241
OG0000444	Prbn.g_00341	Syas.g_02234
OG0000445	Prbn.g_00340	Syas.g_02233
OG0000446	Prbn.g_00339	Syas.g_02231
OG0000447	Prbn.g_00338	Syas.g_02229
OG0000448	Prbn.g_00337	Syas.g_02228
OG0000449	Prbn.g_00336	Syas.g_02226
OG0000450	Prbn.g_00335	Syas.g_01834
OG0000451	Prbn.g_00334	Syas.g_01835
OG0000452	Prbn.g_00331	Syas.g_01844
OG0000453	Prbn.g_00330	Syas.g_01845
OG0000454	Prbn.g_00329	Syas.g_01846
OG0000455	Prbn.g_00328	Syas.g_01847
OG0000456	Prbn.g_00327	Syas.g_01848
OG0000457	Prbn.g_00325	Syas.g_01850
OG0000458	Prbn.g_00324	Syas.g_01851
OG0000459	Prbn.g_00323	Syas.g_01852
OG0000460	Prbn.g_00315	Syas.g_02554
OG0000461	Prbn.g_00307	Syas.g_01686
OG0000462	Prbn.g_00305	Syas.g_01688
OG0000463	Prbn.g_00304	Syas.g_01689
OG0000464	Prbn.g_00012	Syas.g_01690
OG0000465	Prbn.g_00013	Syas.g_01692
OG0000466	Prbn.g_00016	Syas.g_01697
OG0000467	Prbn.g_00017	Syas.g_01698
OG0000468	Prbn.g_00020	Syas.g_01703
OG0000469	Prbn.g_00028	Syas.g_01725
OG0000470	Prbn.g_00030	Syas.g_01727
OG0000471	Prbn.g_00031	Syas.g_01728
OG0000472	Prbn.g_00033	Syas.g_01729
OG0000473	Prbn.g_00035	Syas.g_01731
OG0000474	Prbn.g_00036	Syas.g_01732
OG0000475	Prbn.g_00037	Syas.g_01733
OG0000476	Prbn.g_00039	Syas.g_01735
OG0000477	Prbn.g_00042	Syas.g_01740
OG0000478	Prbn.g_00043	Syas.g_01741
OG0000479	Prbn.g_00044	Syas.g_01749
OG0000480	Prbn.g_00049	Syas.g_01756
OG0000481	Prbn.g_00052	Syas.g_00161, Syas.g_00162
OG0000482	Prbn.g_00053	Syas.g_01758
OG0000483	Prbn.g_00056	Syas.g_01762
OG0000484	Prbn.g_00057	Syas.g_01763
OG0000485	Prbn.g_00059	Syas.g_01764
OG0000486	Prbn.g_00060	Syas.g_01765
OG0000487	Prbn.g_00063	Syas.g_01771
OG0000488	Prbn.g_00066	Syas.g_01779
OG0000489	Prbn.g_00071	Syas.g_01823
OG0000490	Prbn.g_00075	Syas.g_01808
OG0000491	Prbn.g_00076	Syas.g_01806
OG0000492	Prbn.g_00078	Syas.g_01803
OG0000493	Prbn.g_00079	Syas.g_01802
OG0000494	Prbn.g_00080	Syas.g_01801
OG0000495	Prbn.g_00081	Syas.g_01799
OG0000496	Prbn.g_00082	Syas.g_01798
OG0000497	Prbn.g_00083	Syas.g_01797
OG0000498	Prbn.g_00084	Syas.g_01796
OG0000499	Prbn.g_00085	Syas.g_01795
OG0000500	Prbn.g_00086	Syas.g_01794
OG0000501	Prbn.g_00087	Syas.g_01791
OG0000502	Prbn.g_00090	Syas.g_02216
OG0000503	Prbn.g_00105	Syas.g_01541
OG0000504	Prbn.g_00107	Syas.g_01539
OG0000505	Prbn.g_00108	Syas.g_01538
OG0000506	Prbn.g_00109	Syas.g_01536
OG0000507	Prbn.g_00112	Syas.g_01530
OG0000508	Prbn.g_00116	Syas.g_01523
OG0000509	Prbn.g_00118	Syas.g_01521
OG0000510	Prbn.g_00119	Syas.g_01520
OG0000511	Prbn.g_00120	Syas.g_01519
OG0000512	Prbn.g_00122	Syas.g_01517
OG0000513	Prbn.g_00693	Syas.g_01508
OG0000514	Prbn.g_00682	Syas.g_01504
OG0000515	Prbn.g_00681	Syas.g_01503
OG0000516	Prbn.g_00680	Syas.g_01501
OG0000517	Prbn.g_00678	Syas.g_01498
OG0000518	Prbn.g_00667	Syas.g_00360, Syas.g_02746
OG0000519	Prbn.g_00666	Syas.g_02747
OG0000520	Prbn.g_00665	Syas.g_02748
OG0000521	Prbn.g_00657	Syas.g_01281
OG0000522	Prbn.g_00655	Syas.g_01279
OG0000523	Prbn.g_00654	Syas.g_01278
OG0000524	Prbn.g_00649	Syas.g_01354
OG0000525	Prbn.g_00645	Syas.g_01342
OG0000526	Prbn.g_00644	Syas.g_01340
OG0000527	Prbn.g_00641	Syas.g_01335
OG0000528	Prbn.g_00636	Syas.g_01256
OG0000529	Prbn.g_00633	Syas.g_01252
OG0000530	Prbn.g_00630	Syas.g_01249
OG0000531	Prbn.g_00629	Syas.g_01248
OG0000532	Prbn.g_00627	Syas.g_01245
OG0000533	Prbn.g_00626	Syas.g_01243
OG0000534	Prbn.g_00625	Syas.g_01242
OG0000535	Prbn.g_00624	Syas.g_01241
OG0000536	Prbn.g_00623	Syas.g_01240
OG0000537	Prbn.g_00622	Syas.g_01238
OG0000538	Prbn.g_00613	Syas.g_01228
OG0000539	Prbn.g_00612	Syas.g_01227
OG0000540	Prbn.g_00611	Syas.g_01226
OG0000541	Prbn.g_00610	Syas.g_01225
OG0000542	Prbn.g_00609	Syas.g_01221
OG0000543	Prbn.g_00607	Syas.g_01219
OG0000544	Prbn.g_00606	Syas.g_01218
OG0000545	Prbn.g_00604	Syas.g_01216
OG0000546	Prbn.g_00601	Syas.g_01214
OG0000547	Prbn.g_00599	Syas.g_01212
OG0000548	Prbn.g_00598	Syas.g_01211
OG0000549	Prbn.g_00596	Syas.g_00005
OG0000550	Prbn.g_00592	Syas.g_00010
OG0000551	Prbn.g_00589	Syas.g_00015
OG0000552	Prbn.g_00588	Syas.g_00016
OG0000553	Prbn.g_00587	Syas.g_00019
OG0000554	Prbn.g_00582	Syas.g_00063
OG0000555	Prbn.g_00574	Syas.g_00775
OG0000556	Prbn.g_00572	Syas.g_00781
OG0000557	Prbn.g_00571	Syas.g_00783
OG0000558	Prbn.g_00569	Syas.g_00785
OG0000559	Prbn.g_00565	Syas.g_00789
OG0000560	Prbn.g_00562	Syas.g_00792
OG0000561	Prbn.g_00561	Syas.g_00793
OG0000562	Prbn.g_00560	Syas.g_00794
OG0000563	Prbn.g_00559	Syas.g_00795
OG0000564	Prbn.g_00558	Syas.g_00796
OG0000565	Prbn.g_00556	Syas.g_00800
OG0000566	Prbn.g_00552	Syas.g_00804
