Orthogroup	Syar	Pray
OG0000155	Syar.g_01959	Pray.g_00043
OG0000156	Syar.g_01517	Pray.g_01881
OG0000157	Syar.g_01516	Pray.g_01880
OG0000158	Syar.g_00650	Pray.g_01787
OG0000160	Syar.g_02807	Pray.g_01721
OG0000161	Syar.g_02801	Pray.g_01715
OG0000162	Syar.g_02863	Pray.g_01709
OG0000163	Syar.g_00639, Syar.g_01186	Pray.g_01675
OG0000164	Syar.g_03168, Syar.g_02969	Pray.g_01535
OG0000165	Syar.g_02976	Pray.g_01528
OG0000166	Syar.g_01034	Pray.g_01270
OG0000167	Syar.g_00662	Pray.g_01337
OG0000168	Syar.g_00246	Pray.g_01347
OG0000169	Syar.g_00262	Pray.g_01357
OG0000170	Syar.g_00613	Pray.g_01359
OG0000171	Syar.g_00587	Pray.g_01379
OG0000172	Syar.g_00547	Pray.g_01388
OG0000173	Syar.g_00528	Pray.g_01403
OG0000174	Syar.g_00701	Pray.g_01431
OG0000175	Syar.g_00438	Pray.g_01441
OG0000176	Syar.g_00474	Pray.g_01465, Pray.g_01466
OG0000177	Syar.g_00475	Pray.g_01467
OG0000178	Syar.g_00476	Pray.g_01468
OG0000179	Syar.g_00489	Pray.g_01478
OG0000180	Syar.g_00490	Pray.g_01479
OG0000181	Syar.g_00491	Pray.g_01480
OG0000182	Syar.g_00492	Pray.g_01481
OG0000183	Syar.g_00496	Pray.g_01485
OG0000184	Syar.g_00897	Pray.g_00237
OG0000185	Syar.g_00909	Pray.g_00234
OG0000186	Syar.g_03036	Pray.g_00225
OG0000187	Syar.g_03038	Pray.g_00224
OG0000188	Syar.g_03058	Pray.g_00207
OG0000189	Syar.g_03104	Pray.g_00193
OG0000190	Syar.g_03107, Syar.g_02374	Pray.g_00192
OG0000191	Syar.g_00039	Pray.g_00172
OG0000192	Syar.g_00046	Pray.g_00168
OG0000193	Syar.g_00079	Pray.g_00143
OG0000194	Syar.g_03236, Syar.g_00082	Pray.g_00140
OG0000195	Syar.g_00023, Syar.g_00084	Pray.g_00138
OG0000196	Syar.g_00096	Pray.g_00642
OG0000197	Syar.g_00097	Pray.g_00643
OG0000198	Syar.g_00098	Pray.g_00644
OG0000199	Syar.g_00106	Pray.g_00651
OG0000200	Syar.g_00124	Pray.g_00665
OG0000201	Syar.g_01000	Pray.g_00673
OG0000202	Syar.g_00998, Syar.g_00021	Pray.g_00674
OG0000203	Syar.g_00020, Syar.g_00997	Pray.g_00675
OG0000204	Syar.g_00996	Pray.g_00676
OG0000205	Syar.g_00988	Pray.g_00683
OG0000206	Syar.g_00963	Pray.g_00688
OG0000207	Syar.g_00957	Pray.g_00690
OG0000208	Syar.g_00956	Pray.g_00691
OG0000209	Syar.g_00936, Syar.g_03261	Pray.g_00700
OG0000210	Syar.g_00935, Syar.g_03260	Pray.g_00701
OG0000211	Syar.g_03026	Pray.g_00714
OG0000212	Syar.g_03017	Pray.g_00721
OG0000213	Syar.g_00187	Pray.g_00738
OG0000214	Syar.g_00209	Pray.g_00747
OG0000215	Syar.g_00239	Pray.g_00771
OG0000216	Syar.g_00244	Pray.g_00772
OG0000217	Syar.g_00854	Pray.g_00775
OG0000218	Syar.g_00852	Pray.g_00777
OG0000219	Syar.g_00851	Pray.g_00778
OG0000220	Syar.g_00850, Syar.g_02026	Pray.g_00779
OG0000221	Syar.g_00834	Pray.g_00780
OG0000222	Syar.g_02119, Syar.g_00728	Pray.g_00788
OG0000223	Syar.g_00649	Pray.g_00801
OG0000224	Syar.g_00762, Syar.g_00273	Pray.g_00803
OG0000225	Syar.g_01142	Pray.g_00824
OG0000226	Syar.g_01146	Pray.g_00828
OG0000227	Syar.g_01148	Pray.g_00830
OG0000228	Syar.g_01161	Pray.g_00833
OG0000229	Syar.g_01177, Syar.g_03273	Pray.g_00926
OG0000230	Syar.g_01179, Syar.g_03275	Pray.g_00928
OG0000231	Syar.g_02865, Syar.g_03151	Pray.g_00939
OG0000232	Syar.g_01424	Pray.g_00948
OG0000233	Syar.g_03183, Syar.g_01247	Pray.g_00953
OG0000234	Syar.g_01275	Pray.g_00966
OG0000235	Syar.g_01468	Pray.g_00969
OG0000236	Syar.g_03311, Syar.g_01484	Pray.g_00983
OG0000237	Syar.g_01503	Pray.g_00997
OG0000238	Syar.g_01508	Pray.g_01003
OG0000239	Syar.g_03277, Syar.g_02687	Pray.g_01016
OG0000240	Syar.g_03278, Syar.g_02686	Pray.g_01017
OG0000241	Syar.g_02410	Pray.g_01021
OG0000242	Syar.g_01926	Pray.g_01023
OG0000243	Syar.g_02335	Pray.g_01218
OG0000244	Syar.g_02327	Pray.g_01215
OG0000245	Syar.g_02325, Syar.g_03238	Pray.g_01213
OG0000246	Syar.g_02321	Pray.g_01209
OG0000247	Syar.g_02310	Pray.g_01199
OG0000248	Syar.g_02307, Syar.g_03293	Pray.g_01197
OG0000249	Syar.g_02305	Pray.g_01195
OG0000250	Syar.g_02299, Syar.g_03194	Pray.g_01190
OG0000251	Syar.g_03207, Syar.g_02194	Pray.g_01172
OG0000252	Syar.g_02189, Syar.g_03263	Pray.g_01169
OG0000253	Syar.g_02028, Syar.g_03229	Pray.g_01168
OG0000254	Syar.g_02169	Pray.g_01152
OG0000255	Syar.g_00011, Syar.g_02224	Pray.g_01146
OG0000256	Syar.g_02244	Pray.g_01136
OG0000257	Syar.g_02407, Syar.g_01762	Pray.g_01133
OG0000258	Syar.g_02427, Syar.g_00010	Pray.g_01120
OG0000259	Syar.g_02472	Pray.g_01103
OG0000260	Syar.g_03220, Syar.g_02475	Pray.g_01100
OG0000261	Syar.g_01916	Pray.g_01098
OG0000262	Syar.g_01690	Pray.g_01094
OG0000263	Syar.g_01991	Pray.g_01082
OG0000264	Syar.g_02135, Syar.g_03267	Pray.g_01072
OG0000266	Syar.g_01570	Pray.g_01030
OG0000267	Syar.g_01873	Pray.g_00274
OG0000268	Syar.g_02589	Pray.g_00275
OG0000269	Syar.g_02634	Pray.g_00343
OG0000270	Syar.g_00744, Syar.g_02637	Pray.g_00346
OG0000271	Syar.g_02645	Pray.g_00354
OG0000272	Syar.g_02646	Pray.g_00355
OG0000273	Syar.g_02481, Syar.g_00008	Pray.g_00378
OG0000274	Syar.g_00009, Syar.g_02482	Pray.g_00379
OG0000275	Syar.g_01810	Pray.g_00382
OG0000276	Syar.g_01817	Pray.g_00387
OG0000277	Syar.g_01818, Syar.g_03242	Pray.g_00388
OG0000278	Syar.g_01821, Syar.g_03174	Pray.g_00391
OG0000279	Syar.g_01838	Pray.g_00398
OG0000280	Syar.g_02067, Syar.g_00734	Pray.g_00399
OG0000281	Syar.g_02218	Pray.g_00404
OG0000282	Syar.g_01614, Syar.g_03255	Pray.g_00454
OG0000283	Syar.g_02574	Pray.g_00488
OG0000284	Syar.g_03258, Syar.g_02568	Pray.g_00493
OG0000285	Syar.g_02560	Pray.g_00498
OG0000286	Syar.g_02540	Pray.g_00510
OG0000287	Syar.g_02512	Pray.g_00527
OG0000288	Syar.g_01801	Pray.g_00557
OG0000289	Syar.g_03305, Syar.g_01786	Pray.g_00568
OG0000290	Syar.g_01928	Pray.g_00581
OG0000291	Syar.g_01930	Pray.g_00583
OG0000292	Syar.g_00463	Pray.g_00632
OG0000293	Syar.g_03297, Syar.g_01526	Pray.g_00073
OG0000294	Syar.g_01527, Syar.g_03296	Pray.g_00072
OG0000295	Syar.g_01951, Syar.g_03208	Pray.g_00051
OG0000296	Syar.g_01953	Pray.g_00049
OG0000297	Syar.g_01967, Syar.g_03216	Pray.g_00041
OG0000298	Syar.g_01968, Syar.g_03215	Pray.g_00040
OG0000299	Syar.g_01704	Pray.g_00023
OG0000300	Syar.g_01646, Syar.g_01711	Pray.g_00020
OG0000301	Syar.g_01712	Pray.g_00019
OG0000302	Syar.g_01713	Pray.g_00017
OG0000303	Syar.g_03136, Syar.g_01723	Pray.g_00010
OG0000304	Syar.g_01728	Pray.g_00006
OG0000305	Syar.g_01933, Syar.g_03163	Pray.g_01837
OG0000306	Syar.g_01884, Syar.g_03140	Pray.g_01834
OG0000307	Syar.g_01452, Syar.g_03153	Pray.g_01820
OG0000308	Syar.g_01450	Pray.g_01819
OG0000309	Syar.g_01239	Pray.g_01815
OG0000310	Syar.g_02826	Pray.g_01737
OG0000311	Syar.g_02823	Pray.g_01735
OG0000312	Syar.g_00015, Syar.g_02818	Pray.g_01732
OG0000313	Syar.g_02804	Pray.g_01718
OG0000314	Syar.g_01403	Pray.g_01695
OG0000315	Syar.g_01393	Pray.g_01685
OG0000316	Syar.g_02885	Pray.g_01665
OG0000317	Syar.g_02926	Pray.g_01561
OG0000318	Syar.g_02930	Pray.g_01558
OG0000319	Syar.g_02954	Pray.g_01545
OG0000320	Syar.g_02956	Pray.g_01543
OG0000321	Syar.g_02957	Pray.g_01542
OG0000322	Syar.g_02958	Pray.g_01541
OG0000323	Syar.g_02973	Pray.g_01532
OG0000324	Syar.g_00350, Syar.g_03001	Pray.g_01506
OG0000325	Syar.g_03291, Syar.g_00148	Pray.g_01235
OG0000326	Syar.g_00139, Syar.g_03134	Pray.g_01241
OG0000327	Syar.g_01029	Pray.g_01265
OG0000328	Syar.g_01030	Pray.g_01266
OG0000329	Syar.g_03189, Syar.g_01048	Pray.g_01283
OG0000330	Syar.g_03190, Syar.g_01049	Pray.g_01284
OG0000331	Syar.g_01050, Syar.g_03191	Pray.g_01285
OG0000332	Syar.g_01064, Syar.g_03299	Pray.g_01299
OG0000333	Syar.g_01067	Pray.g_01301
OG0000334	Syar.g_01076	Pray.g_01309
OG0000335	Syar.g_01080	Pray.g_01314
OG0000336	Syar.g_01084	Pray.g_01318
OG0000337	Syar.g_00285	Pray.g_01335
OG0000338	Syar.g_03225, Syar.g_00287	Pray.g_01336
OG0000339	Syar.g_00658	Pray.g_01340
OG0000340	Syar.g_00247	Pray.g_01348
OG0000341	Syar.g_00249	Pray.g_01350
OG0000342	Syar.g_00250	Pray.g_01351
OG0000343	Syar.g_00256	Pray.g_01352
OG0000344	Syar.g_00260	Pray.g_01355
OG0000345	Syar.g_00612	Pray.g_01360
OG0000346	Syar.g_00607	Pray.g_01365
OG0000347	Syar.g_00558	Pray.g_01381
OG0000348	Syar.g_00544	Pray.g_01391
OG0000349	Syar.g_00521	Pray.g_01408
OG0000350	Syar.g_00132	Pray.g_01427
OG0000351	Syar.g_00442	Pray.g_01444
OG0000352	Syar.g_00443	Pray.g_01445
OG0000353	Syar.g_00469	Pray.g_01460
OG0000355	Syar.g_00471	Pray.g_01462
OG0000356	Syar.g_00472	Pray.g_01463
OG0000357	Syar.g_00473	Pray.g_01464
OG0000358	Syar.g_00477	Pray.g_01469
OG0000359	Syar.g_00479	Pray.g_01470
OG0000360	Syar.g_00480	Pray.g_01471
OG0000361	Syar.g_00481	Pray.g_01472
OG0000362	Syar.g_00483	Pray.g_01474
OG0000363	Syar.g_00484	Pray.g_01476
OG0000364	Syar.g_02928	Pray.g_01477
OG0000365	Syar.g_00493	Pray.g_01482
OG0000366	Syar.g_00494	Pray.g_01483
OG0000367	Syar.g_03262, Syar.g_00495	Pray.g_01484
OG0000368	Syar.g_00497	Pray.g_01486
OG0000369	Syar.g_00498	Pray.g_01487
OG0000370	Syar.g_00499	Pray.g_01488
OG0000371	Syar.g_00508	Pray.g_01494
OG0000372	Syar.g_00514	Pray.g_01497
OG0000373	Syar.g_00515	Pray.g_01498
OG0000374	Syar.g_00516	Pray.g_01499
OG0000375	Syar.g_00517	Pray.g_00243
OG0000376	Syar.g_00519	Pray.g_00241
OG0000377	Syar.g_00322	Pray.g_00238
OG0000378	Syar.g_00905	Pray.g_00236
OG0000379	Syar.g_00910	Pray.g_00233
OG0000380	Syar.g_03039	Pray.g_00223
OG0000381	Syar.g_03041	Pray.g_00219
OG0000382	Syar.g_03057	Pray.g_00208
OG0000383	Syar.g_03074	Pray.g_00206
OG0000384	Syar.g_03075	Pray.g_00205
OG0000385	Syar.g_03076	Pray.g_00204
OG0000386	Syar.g_03077	Pray.g_00203
OG0000387	Syar.g_03109	Pray.g_00190
OG0000388	Syar.g_03148, Syar.g_03113	Pray.g_00187
OG0000389	Syar.g_03118	Pray.g_00183
OG0000390	Syar.g_00033	Pray.g_00176
OG0000391	Syar.g_00038	Pray.g_00173
OG0000392	Syar.g_00045	Pray.g_00169
OG0000393	Syar.g_00048	Pray.g_00167
OG0000394	Syar.g_00049	Pray.g_00166
OG0000395	Syar.g_00050	Pray.g_00165
OG0000396	Syar.g_00053	Pray.g_00162
OG0000397	Syar.g_00055	Pray.g_00160
OG0000398	Syar.g_00060	Pray.g_00158
OG0000399	Syar.g_00061	Pray.g_00157
OG0000400	Syar.g_00062	Pray.g_00156
OG0000401	Syar.g_00063	Pray.g_00155
OG0000402	Syar.g_00065	Pray.g_00153
OG0000403	Syar.g_00066	Pray.g_00152
OG0000404	Syar.g_00067	Pray.g_00151
OG0000405	Syar.g_00076	Pray.g_00147
OG0000406	Syar.g_00080	Pray.g_00142
OG0000407	Syar.g_00081	Pray.g_00141
OG0000408	Syar.g_00083	Pray.g_00139
OG0000409	Syar.g_00085	Pray.g_00137
OG0000410	Syar.g_00086	Pray.g_00136
OG0000411	Syar.g_00087	Pray.g_00635
OG0000412	Syar.g_00088	Pray.g_00636
OG0000413	Syar.g_00090	Pray.g_00637
OG0000414	Syar.g_00091, Syar.g_03179	Pray.g_00638
OG0000415	Syar.g_00092	Pray.g_00639
OG0000416	Syar.g_00093	Pray.g_00640
OG0000417	Syar.g_00095	Pray.g_00641
OG0000418	Syar.g_00100	Pray.g_00646
OG0000419	Syar.g_00102	Pray.g_00648
OG0000420	Syar.g_00104	Pray.g_00649
OG0000421	Syar.g_00109	Pray.g_00654
OG0000422	Syar.g_00110	Pray.g_00655
OG0000423	Syar.g_00111	Pray.g_00656
OG0000424	Syar.g_00112	Pray.g_00657
OG0000425	Syar.g_00113	Pray.g_00658
OG0000426	Syar.g_00114	Pray.g_00659
OG0000427	Syar.g_00115	Pray.g_00660
OG0000428	Syar.g_00118	Pray.g_00662
OG0000429	Syar.g_00121	Pray.g_00663
OG0000430	Syar.g_00123	Pray.g_00664
OG0000431	Syar.g_00127	Pray.g_00666
OG0000432	Syar.g_01009	Pray.g_00669
OG0000433	Syar.g_01007	Pray.g_00670
OG0000434	Syar.g_01006	Pray.g_00671
OG0000435	Syar.g_01003	Pray.g_00672
OG0000436	Syar.g_00994	Pray.g_00677
OG0000437	Syar.g_00993	Pray.g_00678
OG0000438	Syar.g_00992	Pray.g_00679
OG0000439	Syar.g_00990	Pray.g_00681
OG0000440	Syar.g_00989	Pray.g_00682
OG0000441	Syar.g_00986	Pray.g_00685
OG0000442	Syar.g_00977	Pray.g_00686
OG0000443	Syar.g_00964	Pray.g_00687
OG0000444	Syar.g_00954	Pray.g_00692
OG0000445	Syar.g_00953	Pray.g_00693
OG0000446	Syar.g_00951	Pray.g_00694
OG0000447	Syar.g_00948	Pray.g_00695
OG0000448	Syar.g_00947	Pray.g_00696
OG0000449	Syar.g_00946	Pray.g_00697
OG0000450	Syar.g_00939	Pray.g_00698
OG0000451	Syar.g_00938	Pray.g_00699
OG0000452	Syar.g_00934	Pray.g_00702
OG0000453	Syar.g_00933	Pray.g_00703
OG0000454	Syar.g_00932	Pray.g_00704
OG0000455	Syar.g_00931	Pray.g_00705
OG0000456	Syar.g_00930	Pray.g_00706
OG0000457	Syar.g_00928	Pray.g_00707
OG0000458	Syar.g_00918	Pray.g_00708
OG0000459	Syar.g_00917	Pray.g_00709
OG0000460	Syar.g_03024	Pray.g_00716
OG0000461	Syar.g_00153	Pray.g_00723
OG0000462	Syar.g_00155	Pray.g_00725
OG0000463	Syar.g_00156	Pray.g_00726
OG0000464	Syar.g_00157	Pray.g_00727
OG0000465	Syar.g_00159	Pray.g_00728
OG0000466	Syar.g_00164	Pray.g_00731
OG0000467	Syar.g_00165	Pray.g_00732
OG0000468	Syar.g_00170	Pray.g_00734
OG0000469	Syar.g_00203	Pray.g_00742
OG0000470	Syar.g_00206	Pray.g_00744
OG0000471	Syar.g_00207	Pray.g_00745
OG0000472	Syar.g_00208	Pray.g_00746
OG0000473	Syar.g_00210	Pray.g_00748
OG0000474	Syar.g_00211	Pray.g_00749
OG0000475	Syar.g_00212	Pray.g_00750
OG0000476	Syar.g_00214	Pray.g_00751
OG0000477	Syar.g_00219	Pray.g_00754
OG0000478	Syar.g_00220	Pray.g_00755
OG0000479	Syar.g_00221	Pray.g_00756
OG0000480	Syar.g_00228	Pray.g_00761
OG0000481	Syar.g_00230	Pray.g_00763
OG0000482	Syar.g_00231	Pray.g_00764
OG0000483	Syar.g_00235	Pray.g_00767
OG0000484	Syar.g_00236	Pray.g_00768
OG0000485	Syar.g_00237	Pray.g_00769
OG0000486	Syar.g_00024, Syar.g_00238	Pray.g_00770
OG0000487	Syar.g_00245	Pray.g_00773
OG0000488	Syar.g_00853	Pray.g_00776
OG0000489	Syar.g_00833	Pray.g_00781
OG0000490	Syar.g_00823	Pray.g_00786
OG0000491	Syar.g_00822	Pray.g_00787
OG0000492	Syar.g_00727	Pray.g_00789
OG0000493	Syar.g_00726	Pray.g_00790
OG0000494	Syar.g_00725	Pray.g_00791
OG0000495	Syar.g_00724	Pray.g_00792
OG0000496	Syar.g_00723	Pray.g_00793
OG0000497	Syar.g_00722	Pray.g_00794
OG0000498	Syar.g_00721	Pray.g_00795
OG0000499	Syar.g_00720	Pray.g_00796
OG0000500	Syar.g_00719	Pray.g_00797
OG0000501	Syar.g_00716	Pray.g_00799
OG0000502	Syar.g_00275	Pray.g_00802
OG0000503	Syar.g_01118	Pray.g_00812
OG0000504	Syar.g_01120	Pray.g_00813
OG0000505	Syar.g_01121	Pray.g_00814
OG0000506	Syar.g_01123	Pray.g_00816
OG0000507	Syar.g_01129	Pray.g_00819
OG0000508	Syar.g_01141	Pray.g_00823
OG0000509	Syar.g_01143	Pray.g_00825
OG0000510	Syar.g_01144	Pray.g_00826
OG0000511	Syar.g_01145	Pray.g_00827
OG0000512	Syar.g_01147	Pray.g_00829
OG0000513	Syar.g_01166	Pray.g_00836
OG0000514	Syar.g_01169	Pray.g_00921
OG0000515	Syar.g_01170	Pray.g_00922
OG0000516	Syar.g_01172	Pray.g_00923
OG0000517	Syar.g_01176	Pray.g_00925
OG0000518	Syar.g_02868	Pray.g_00936
OG0000519	Syar.g_02867	Pray.g_00937
OG0000520	Syar.g_02866	Pray.g_00938
OG0000521	Syar.g_01419	Pray.g_00943
OG0000522	Syar.g_01421	Pray.g_00945
OG0000523	Syar.g_01422	Pray.g_00946
OG0000524	Syar.g_01244	Pray.g_00951
OG0000525	Syar.g_01263	Pray.g_00954
OG0000526	Syar.g_01266	Pray.g_00955
OG0000527	Syar.g_01271	Pray.g_00963
OG0000528	Syar.g_01466	Pray.g_00968
OG0000529	Syar.g_01470	Pray.g_00971
OG0000530	Syar.g_01473	Pray.g_00974
OG0000531	Syar.g_01474	Pray.g_00975
OG0000532	Syar.g_01477	Pray.g_00977
OG0000533	Syar.g_01479	Pray.g_00978
OG0000534	Syar.g_01480	Pray.g_00979
OG0000535	Syar.g_01481	Pray.g_00980
OG0000536	Syar.g_01482	Pray.g_00981
OG0000537	Syar.g_01483	Pray.g_00982
OG0000538	Syar.g_01496	Pray.g_00991
OG0000539	Syar.g_01497	Pray.g_00992
OG0000540	Syar.g_01498	Pray.g_00993
OG0000541	Syar.g_01499	Pray.g_00994
OG0000542	Syar.g_01502	Pray.g_00996
OG0000543	Syar.g_01504	Pray.g_00998
OG0000544	Syar.g_01505	Pray.g_00999
OG0000545	Syar.g_01507	Pray.g_01001
OG0000546	Syar.g_01509	Pray.g_01004
OG0000547	Syar.g_01511	Pray.g_01006
OG0000548	Syar.g_01512	Pray.g_01007
OG0000549	Syar.g_02693	Pray.g_01009
OG0000550	Syar.g_02689	Pray.g_01014
OG0000551	Syar.g_02684	Pray.g_01018
OG0000552	Syar.g_02683	Pray.g_01019
OG0000553	Syar.g_02679	Pray.g_01020
OG0000554	Syar.g_02352	Pray.g_01227
OG0000555	Syar.g_02336	Pray.g_01219
OG0000556	Syar.g_02332	Pray.g_01217
OG0000557	Syar.g_02328	Pray.g_01216
OG0000558	Syar.g_02326	Pray.g_01214
OG0000559	Syar.g_02322	Pray.g_01210
