Orthogroup	Syar	Syad
OG0000164	Syar.g_03168, Syar.g_02969	Syad.g_02659
OG0000165	Syar.g_02976	Syad.g_02476
OG0000166	Syar.g_01034	Syad.g_00654
OG0000167	Syar.g_00662	Syad.g_00419
OG0000168	Syar.g_00246	Syad.g_00371
OG0000169	Syar.g_00262	Syad.g_00360
OG0000170	Syar.g_00613	Syad.g_00353
OG0000171	Syar.g_00587	Syad.g_00321
OG0000172	Syar.g_00547	Syad.g_00244
OG0000173	Syar.g_00528	Syad.g_00220
OG0000174	Syar.g_00701	Syad.g_00065
OG0000175	Syar.g_00438	Syad.g_00129
OG0000176	Syar.g_00474	Syad.g_00166
OG0000177	Syar.g_00475	Syad.g_00167
OG0000178	Syar.g_00476	Syad.g_00168
OG0000179	Syar.g_00489	Syad.g_00183
OG0000180	Syar.g_00490	Syad.g_00184
OG0000181	Syar.g_00491	Syad.g_00185
OG0000182	Syar.g_00492	Syad.g_00186
OG0000183	Syar.g_00496	Syad.g_00190
OG0000184	Syar.g_00897	Syad.g_03018
OG0000185	Syar.g_00909	Syad.g_03006
OG0000186	Syar.g_03036	Syad.g_02722
OG0000187	Syar.g_03038	Syad.g_02724
OG0000188	Syar.g_03058	Syad.g_02759
OG0000189	Syar.g_03104	Syad.g_02788
OG0000190	Syar.g_03107, Syar.g_02374	Syad.g_02790
OG0000191	Syar.g_00039	Syad.g_02824
OG0000192	Syar.g_00046	Syad.g_02834
OG0000193	Syar.g_00079	Syad.g_02877
OG0000194	Syar.g_00082	Syad.g_02880
OG0000195	Syar.g_00023	Syad.g_02884
OG0000196	Syar.g_00096	Syad.g_02894
OG0000197	Syar.g_00097	Syad.g_02895
OG0000198	Syar.g_00098	Syad.g_02896
OG0000199	Syar.g_00106	Syad.g_02904
OG0000200	Syar.g_00124	Syad.g_02921
OG0000201	Syar.g_01000	Syad.g_02937
OG0000202	Syar.g_00998, Syar.g_00021	Syad.g_02938
OG0000203	Syar.g_00020, Syar.g_00997	Syad.g_02939
OG0000204	Syar.g_00996	Syad.g_02940
OG0000205	Syar.g_00988	Syad.g_02948
OG0000206	Syar.g_00963	Syad.g_02955
OG0000207	Syar.g_00957	Syad.g_02957
OG0000208	Syar.g_00956	Syad.g_02958
OG0000209	Syar.g_00936, Syar.g_03261	Syad.g_02981
OG0000210	Syar.g_00935	Syad.g_02982
OG0000211	Syar.g_03026	Syad.g_00813
OG0000212	Syar.g_03017	Syad.g_00825
OG0000213	Syar.g_00187	Syad.g_00556
OG0000214	Syar.g_00209	Syad.g_00538
OG0000215	Syar.g_00239	Syad.g_00508
OG0000216	Syar.g_00244	Syad.g_00504, Syad.g_00285
OG0000217	Syar.g_00854	Syad.g_00500
OG0000218	Syar.g_00852	Syad.g_00498
OG0000219	Syar.g_00851	Syad.g_00497
OG0000220	Syar.g_00850, Syar.g_02026	Syad.g_00496
OG0000221	Syar.g_00834	Syad.g_00488
OG0000222	Syar.g_02119, Syar.g_00728	Syad.g_00473
OG0000223	Syar.g_00649	Syad.g_00451
OG0000224	Syar.g_00273	Syad.g_00444
OG0000225	Syar.g_01142	Syad.g_00777
OG0000226	Syar.g_01146	Syad.g_00781
OG0000227	Syar.g_01148	Syad.g_00783
OG0000228	Syar.g_01161	Syad.g_00784
OG0000229	Syar.g_01177, Syar.g_03273	Syad.g_02450
OG0000230	Syar.g_01179	Syad.g_02448
OG0000231	Syar.g_03151	Syad.g_02436
OG0000232	Syar.g_01424	Syad.g_02392
OG0000233	Syar.g_01247	Syad.g_02382
OG0000234	Syar.g_01275	Syad.g_02351
OG0000235	Syar.g_01468	Syad.g_00903
OG0000236	Syar.g_01484	Syad.g_00918
OG0000237	Syar.g_01503	Syad.g_00936
OG0000238	Syar.g_01508	Syad.g_00941
OG0000239	Syar.g_02687	Syad.g_00957
OG0000240	Syar.g_03278, Syar.g_02686	Syad.g_00958
OG0000241	Syar.g_02410	Syad.g_02160
OG0000242	Syar.g_01926	Syad.g_00975
OG0000243	Syar.g_02335	Syad.g_01000
OG0000244	Syar.g_02327	Syad.g_01012
OG0000245	Syar.g_02325, Syar.g_03238	Syad.g_01014
OG0000246	Syar.g_02321	Syad.g_01017
OG0000247	Syar.g_02310	Syad.g_01029
OG0000248	Syar.g_02307, Syar.g_03293	Syad.g_01032
OG0000249	Syar.g_02305	Syad.g_01034
OG0000250	Syar.g_02299, Syar.g_03194	Syad.g_01044
OG0000251	Syar.g_02194	Syad.g_01071
OG0000252	Syar.g_02189, Syar.g_03263	Syad.g_01078
OG0000253	Syar.g_02028	Syad.g_01081
OG0000254	Syar.g_02169	Syad.g_02203
OG0000255	Syar.g_00011	Syad.g_02185
OG0000256	Syar.g_02244	Syad.g_02167
OG0000257	Syar.g_02407, Syar.g_01762	Syad.g_02161
OG0000258	Syar.g_02427, Syar.g_00010	Syad.g_02143
OG0000259	Syar.g_02472	Syad.g_01576
OG0000260	Syar.g_03220	Syad.g_01587
OG0000261	Syar.g_01916	Syad.g_01590
OG0000262	Syar.g_01690	Syad.g_01595
OG0000263	Syar.g_01991	Syad.g_01475
OG0000264	Syar.g_02135	Syad.g_01360
OG0000266	Syar.g_01570	Syad.g_01804
OG0000267	Syar.g_01873	Syad.g_01645
OG0000268	Syar.g_02589	Syad.g_01646
OG0000269	Syar.g_02634	Syad.g_01894
OG0000270	Syar.g_00744, Syar.g_02637	Syad.g_01891
OG0000271	Syar.g_02645	Syad.g_01883
OG0000272	Syar.g_02646	Syad.g_01882
OG0000273	Syar.g_02481, Syar.g_00008	Syad.g_01247
OG0000274	Syar.g_02482	Syad.g_01246
OG0000275	Syar.g_01810	Syad.g_01242
OG0000276	Syar.g_01817	Syad.g_01229
OG0000277	Syar.g_03242	Syad.g_01228
OG0000278	Syar.g_01821	Syad.g_01225
OG0000279	Syar.g_01838	Syad.g_01208
OG0000280	Syar.g_02067, Syar.g_00734	Syad.g_01198
OG0000281	Syar.g_02218	Syad.g_00624
OG0000282	Syar.g_01614, Syar.g_03255	Syad.g_01619
OG0000283	Syar.g_02574	Syad.g_01661
OG0000284	Syar.g_02568	Syad.g_01787
OG0000285	Syar.g_02560	Syad.g_01776
OG0000286	Syar.g_02540	Syad.g_01758
OG0000287	Syar.g_02512	Syad.g_01720
OG0000288	Syar.g_01801	Syad.g_01687
OG0000289	Syar.g_03305, Syar.g_01786	Syad.g_01672
OG0000290	Syar.g_01928	Syad.g_01287
OG0000291	Syar.g_01930	Syad.g_01289
OG0000292	Syar.g_00463	Syad.g_00155
OG0000293	Syar.g_03297, Syar.g_01526	Syad.g_01124
OG0000294	Syar.g_03296	Syad.g_01125
OG0000295	Syar.g_01951, Syar.g_03208	Syad.g_01181
OG0000296	Syar.g_01953	Syad.g_01183
OG0000297	Syar.g_03216	Syad.g_01512
OG0000298	Syar.g_01968, Syar.g_03215	Syad.g_01511
OG0000299	Syar.g_01704	Syad.g_01462
OG0000300	Syar.g_01646, Syar.g_01711	Syad.g_01455
OG0000301	Syar.g_01712	Syad.g_01454
OG0000302	Syar.g_01713	Syad.g_01453
OG0000303	Syar.g_03136, Syar.g_01723	Syad.g_01442
OG0000304	Syar.g_01728	Syad.g_01436
OG0000305	Syar.g_01933, Syar.g_03163	Syad.g_01292
OG0000306	Syar.g_01884	Syad.g_01989
OG0000307	Syar.g_03153	Syad.g_00883
OG0000308	Syar.g_01450	Syad.g_00881
OG0000309	Syar.g_01239	Syad.g_00876
OG0000310	Syar.g_02826	Syad.g_02250
OG0000311	Syar.g_02823	Syad.g_02254
OG0000312	Syar.g_00015, Syar.g_02818	Syad.g_02265
OG0000313	Syar.g_02804	Syad.g_02284
OG0000314	Syar.g_01403	Syad.g_02313, Syad.g_02231
OG0000315	Syar.g_01393	Syad.g_02323
OG0000316	Syar.g_02885	Syad.g_02564
OG0000317	Syar.g_02926	Syad.g_02620
OG0000318	Syar.g_02930	Syad.g_02624
OG0000319	Syar.g_02954	Syad.g_02642
OG0000320	Syar.g_02956	Syad.g_02644
OG0000321	Syar.g_02957	Syad.g_02645
OG0000322	Syar.g_02958	Syad.g_02646
OG0000323	Syar.g_02973	Syad.g_02661
OG0000324	Syar.g_00350, Syar.g_03001	Syad.g_02505
OG0000325	Syar.g_00148	Syad.g_00591
OG0000326	Syar.g_03134	Syad.g_00598
OG0000327	Syar.g_01029	Syad.g_00649
OG0000328	Syar.g_01030	Syad.g_00650
OG0000329	Syar.g_03189	Syad.g_00668
OG0000330	Syar.g_03190, Syar.g_01049	Syad.g_00669
OG0000331	Syar.g_03191	Syad.g_00670
OG0000332	Syar.g_01064, Syar.g_03299	Syad.g_00685
OG0000333	Syar.g_01067	Syad.g_00688
OG0000334	Syar.g_01076	Syad.g_00697
OG0000335	Syar.g_01080	Syad.g_00702
OG0000336	Syar.g_01084	Syad.g_00706
OG0000337	Syar.g_00285	Syad.g_00425, Syad.g_00427
OG0000338	Syar.g_03225	Syad.g_00421
OG0000339	Syar.g_00658	Syad.g_00414
OG0000340	Syar.g_00247	Syad.g_00370
OG0000341	Syar.g_00249	Syad.g_00368
OG0000342	Syar.g_00250	Syad.g_00367
OG0000343	Syar.g_00256	Syad.g_00366
OG0000344	Syar.g_00260	Syad.g_00362
OG0000345	Syar.g_00612	Syad.g_00352
OG0000346	Syar.g_00607	Syad.g_00347
OG0000347	Syar.g_00558	Syad.g_00318
OG0000348	Syar.g_00544	Syad.g_00233
OG0000349	Syar.g_00521	Syad.g_00213
OG0000350	Syar.g_00132	Syad.g_00605
OG0000351	Syar.g_00442	Syad.g_00134
OG0000352	Syar.g_00443	Syad.g_00135
OG0000353	Syar.g_00469	Syad.g_00161
OG0000354	Syar.g_01514	Syad.g_00947
OG0000354	Syar.g_00487	Syad.g_00181
OG0000355	Syar.g_00471	Syad.g_00163
OG0000356	Syar.g_00472	Syad.g_00164
OG0000357	Syar.g_00473	Syad.g_00165
OG0000358	Syar.g_00477	Syad.g_00169
OG0000359	Syar.g_00479	Syad.g_00171
OG0000360	Syar.g_00480	Syad.g_00172
OG0000361	Syar.g_00481	Syad.g_00173
OG0000362	Syar.g_00483	Syad.g_00175
OG0000363	Syar.g_00484	Syad.g_00177
OG0000364	Syar.g_02928	Syad.g_00178
OG0000365	Syar.g_00493	Syad.g_00187
OG0000366	Syar.g_00494	Syad.g_00188
OG0000367	Syar.g_00495	Syad.g_00189
OG0000368	Syar.g_00497	Syad.g_00191
OG0000369	Syar.g_00498	Syad.g_00192
OG0000370	Syar.g_00499	Syad.g_00193
OG0000371	Syar.g_00508	Syad.g_00201
OG0000372	Syar.g_00514	Syad.g_00206
OG0000373	Syar.g_00515	Syad.g_00207
OG0000374	Syar.g_00516	Syad.g_00208
OG0000375	Syar.g_00517	Syad.g_00209
OG0000376	Syar.g_00519	Syad.g_00211
OG0000377	Syar.g_00322	Syad.g_03027
OG0000378	Syar.g_00905	Syad.g_03012
OG0000379	Syar.g_00910	Syad.g_03005
OG0000380	Syar.g_03039	Syad.g_02725
OG0000381	Syar.g_03041	Syad.g_02729
OG0000382	Syar.g_03057	Syad.g_02758
OG0000383	Syar.g_03074	Syad.g_02761
OG0000384	Syar.g_03075	Syad.g_02762
OG0000385	Syar.g_03076	Syad.g_02763
OG0000386	Syar.g_03077	Syad.g_02764
OG0000387	Syar.g_03109	Syad.g_02792
OG0000388	Syar.g_03148, Syar.g_03113	Syad.g_02796
OG0000389	Syar.g_03118	Syad.g_02800
OG0000390	Syar.g_00033	Syad.g_02818
OG0000391	Syar.g_00038	Syad.g_02823
OG0000392	Syar.g_00045	Syad.g_02833
OG0000393	Syar.g_00048	Syad.g_02837
OG0000394	Syar.g_00049	Syad.g_02838
OG0000395	Syar.g_00050	Syad.g_02839
OG0000396	Syar.g_00053	Syad.g_02843
OG0000397	Syar.g_00055	Syad.g_02845
OG0000398	Syar.g_00060	Syad.g_02850
OG0000399	Syar.g_00061	Syad.g_02851
OG0000400	Syar.g_00062	Syad.g_02852
OG0000401	Syar.g_00063	Syad.g_02853
OG0000402	Syar.g_00065	Syad.g_02855
OG0000403	Syar.g_00066	Syad.g_02856
OG0000404	Syar.g_00067	Syad.g_02858
OG0000405	Syar.g_00076	Syad.g_02874
OG0000406	Syar.g_00080	Syad.g_02878
OG0000407	Syar.g_00081	Syad.g_02879
OG0000408	Syar.g_00083	Syad.g_02883
OG0000409	Syar.g_00085	Syad.g_02885
OG0000410	Syar.g_00086	Syad.g_02886
OG0000411	Syar.g_00087	Syad.g_02887
OG0000412	Syar.g_00088	Syad.g_02888
OG0000413	Syar.g_00090	Syad.g_02890
OG0000415	Syar.g_00092	Syad.g_02891
OG0000416	Syar.g_00093	Syad.g_02892
OG0000417	Syar.g_00095	Syad.g_02893
OG0000418	Syar.g_00100	Syad.g_02898
OG0000419	Syar.g_00102	Syad.g_02900
OG0000420	Syar.g_00104	Syad.g_02902
OG0000421	Syar.g_00109	Syad.g_02907
OG0000422	Syar.g_00110	Syad.g_02908
OG0000423	Syar.g_00111	Syad.g_02909
OG0000424	Syar.g_00112	Syad.g_02910
OG0000425	Syar.g_00113	Syad.g_02911
OG0000426	Syar.g_00114	Syad.g_02912
OG0000427	Syar.g_00115	Syad.g_02913
OG0000428	Syar.g_00118	Syad.g_02916
OG0000429	Syar.g_00121	Syad.g_02918
OG0000430	Syar.g_00123	Syad.g_02920
OG0000431	Syar.g_00127	Syad.g_02923
OG0000432	Syar.g_01009	Syad.g_02930
OG0000433	Syar.g_01007	Syad.g_02933
OG0000434	Syar.g_01006	Syad.g_02934
OG0000435	Syar.g_01003	Syad.g_02936
OG0000436	Syar.g_00994	Syad.g_02942
OG0000437	Syar.g_00993	Syad.g_02943
OG0000438	Syar.g_00992	Syad.g_02944
OG0000439	Syar.g_00990	Syad.g_02946
OG0000440	Syar.g_00989	Syad.g_02947
OG0000441	Syar.g_00986	Syad.g_02951
OG0000442	Syar.g_00977	Syad.g_02952
OG0000443	Syar.g_00964	Syad.g_02953
OG0000444	Syar.g_00954	Syad.g_02964
OG0000445	Syar.g_00953	Syad.g_02965
OG0000446	Syar.g_00951	Syad.g_02967
OG0000447	Syar.g_00948	Syad.g_02970
OG0000448	Syar.g_00947	Syad.g_02971
OG0000449	Syar.g_00946	Syad.g_02972
OG0000450	Syar.g_00939	Syad.g_02978
OG0000451	Syar.g_00938	Syad.g_02979
OG0000452	Syar.g_00934	Syad.g_02983
OG0000453	Syar.g_00933	Syad.g_02984
OG0000454	Syar.g_00932	Syad.g_02985
OG0000455	Syar.g_00931	Syad.g_02986
OG0000456	Syar.g_00930	Syad.g_02987
OG0000457	Syar.g_00928	Syad.g_02989
OG0000458	Syar.g_00918	Syad.g_02998
OG0000459	Syar.g_00917	Syad.g_02999
OG0000460	Syar.g_03024	Syad.g_00815
OG0000461	Syar.g_00153	Syad.g_00579
OG0000462	Syar.g_00155	Syad.g_00576
OG0000463	Syar.g_00156	Syad.g_00575
OG0000464	Syar.g_00157	Syad.g_00574
OG0000465	Syar.g_00159	Syad.g_00573
OG0000466	Syar.g_00164	Syad.g_00568
OG0000467	Syar.g_00165	Syad.g_00566
OG0000468	Syar.g_00170	Syad.g_00561
OG0000469	Syar.g_00203	Syad.g_00545
OG0000470	Syar.g_00206	Syad.g_00542
OG0000471	Syar.g_00207	Syad.g_00541
OG0000472	Syar.g_00208	Syad.g_00539
OG0000473	Syar.g_00210	Syad.g_00537
OG0000474	Syar.g_00211	Syad.g_00536
OG0000475	Syar.g_00212	Syad.g_00535
OG0000476	Syar.g_00214	Syad.g_00533
OG0000477	Syar.g_00219	Syad.g_00528
OG0000478	Syar.g_00220	Syad.g_00527
OG0000479	Syar.g_00221	Syad.g_00526
OG0000480	Syar.g_00228	Syad.g_00520
OG0000481	Syar.g_00230	Syad.g_00518
OG0000482	Syar.g_00231	Syad.g_00517
OG0000483	Syar.g_00235	Syad.g_00513
OG0000484	Syar.g_00236	Syad.g_00512
OG0000485	Syar.g_00237	Syad.g_00511
OG0000486	Syar.g_00238	Syad.g_00510
OG0000487	Syar.g_00245	Syad.g_00503
OG0000488	Syar.g_00853	Syad.g_00499
OG0000489	Syar.g_00833	Syad.g_00487
OG0000490	Syar.g_00823	Syad.g_00475
OG0000491	Syar.g_00822	Syad.g_00474
OG0000492	Syar.g_00727	Syad.g_00472
OG0000493	Syar.g_00726	Syad.g_00471
OG0000494	Syar.g_00725	Syad.g_00470
OG0000495	Syar.g_00724	Syad.g_00469
OG0000496	Syar.g_00723	Syad.g_00468
OG0000497	Syar.g_00722	Syad.g_00467
OG0000498	Syar.g_00721	Syad.g_00466
OG0000499	Syar.g_00720	Syad.g_00465
OG0000500	Syar.g_00719	Syad.g_00464
OG0000501	Syar.g_00716	Syad.g_00461
OG0000502	Syar.g_00275	Syad.g_00449
OG0000503	Syar.g_01118	Syad.g_00761
OG0000504	Syar.g_01120	Syad.g_00763
OG0000505	Syar.g_01121	Syad.g_00764
OG0000506	Syar.g_01123	Syad.g_00766
OG0000507	Syar.g_01129	Syad.g_00772
OG0000508	Syar.g_01141	Syad.g_00776
OG0000509	Syar.g_01143	Syad.g_00778
OG0000510	Syar.g_01144	Syad.g_00779
OG0000511	Syar.g_01145	Syad.g_00780
OG0000512	Syar.g_01147	Syad.g_00782
OG0000513	Syar.g_01166	Syad.g_00789
OG0000514	Syar.g_01169	Syad.g_00795
OG0000515	Syar.g_01170	Syad.g_00796
OG0000516	Syar.g_01172	Syad.g_02456
OG0000517	Syar.g_01176	Syad.g_02451
OG0000518	Syar.g_02868	Syad.g_02439
OG0000519	Syar.g_02867	Syad.g_02438
OG0000520	Syar.g_02866	Syad.g_02437
OG0000521	Syar.g_01419	Syad.g_01108
OG0000522	Syar.g_01421	Syad.g_01109
OG0000523	Syar.g_01422	Syad.g_01110
OG0000524	Syar.g_01244	Syad.g_02386
OG0000525	Syar.g_01263	Syad.g_02363
OG0000526	Syar.g_01266	Syad.g_02360
OG0000527	Syar.g_01271	Syad.g_02355
OG0000528	Syar.g_01466	Syad.g_00897
OG0000529	Syar.g_01470	Syad.g_00905
OG0000530	Syar.g_01473	Syad.g_00908
OG0000531	Syar.g_01474	Syad.g_00909
OG0000532	Syar.g_01477	Syad.g_00912
OG0000533	Syar.g_01479	Syad.g_00913
OG0000534	Syar.g_01480	Syad.g_00914
OG0000535	Syar.g_01481	Syad.g_00915
OG0000536	Syar.g_01482	Syad.g_00916
OG0000537	Syar.g_01483	Syad.g_00917
OG0000538	Syar.g_01496	Syad.g_00929
OG0000539	Syar.g_01497	Syad.g_00930
OG0000540	Syar.g_01498	Syad.g_00931
OG0000541	Syar.g_01499	Syad.g_00932
OG0000542	Syar.g_01502	Syad.g_00935
OG0000543	Syar.g_01504	Syad.g_00937
OG0000544	Syar.g_01505	Syad.g_00938
OG0000545	Syar.g_01507	Syad.g_00940
OG0000546	Syar.g_01509	Syad.g_00942
OG0000547	Syar.g_01511	Syad.g_00944
OG0000548	Syar.g_01512	Syad.g_00945
OG0000549	Syar.g_02693	Syad.g_00952
OG0000550	Syar.g_02689	Syad.g_00956
OG0000551	Syar.g_02684	Syad.g_00960
OG0000552	Syar.g_02683	Syad.g_00961
OG0000553	Syar.g_02679	Syad.g_00965
OG0000554	Syar.g_02352	Syad.g_00978
OG0000555	Syar.g_02336	Syad.g_00999
OG0000556	Syar.g_02332	Syad.g_01003
OG0000557	Syar.g_02328	Syad.g_01011
OG0000558	Syar.g_02326	Syad.g_01013
OG0000559	Syar.g_02322	Syad.g_01016
OG0000560	Syar.g_02320	Syad.g_01019
OG0000561	Syar.g_02319	Syad.g_01020
OG0000562	Syar.g_02318	Syad.g_01021
OG0000563	Syar.g_02317	Syad.g_01022
OG0000564	Syar.g_02316	Syad.g_01023
OG0000565	Syar.g_02312	Syad.g_01027
OG0000566	Syar.g_02308	Syad.g_01031
OG0000567	Syar.g_02304	Syad.g_01035
OG0000568	Syar.g_02302	Syad.g_01040
OG0000569	Syar.g_02301	Syad.g_01041
OG0000570	Syar.g_02300	Syad.g_01042
OG0000571	Syar.g_02298	Syad.g_01046
OG0000572	Syar.g_02201	Syad.g_01064
OG0000573	Syar.g_02191	Syad.g_01072
OG0000574	Syar.g_02190	Syad.g_01077
