Orthogroup	Syar	Prbk
OG0000165	Syar.g_02976	Prbk.g_01423
OG0000166	Syar.g_01034	Prbk.g_00982
OG0000167	Syar.g_00662	Prbk.g_00512
OG0000168	Syar.g_00246	Prbk.g_00527
OG0000169	Syar.g_00262	Prbk.g_00220
OG0000170	Syar.g_00613	Prbk.g_00232
OG0000171	Syar.g_00587	Prbk.g_01538
OG0000172	Syar.g_00547	Prbk.g_01573
OG0000173	Syar.g_00528	Prbk.g_01594
OG0000174	Syar.g_00701	Prbk.g_02211
OG0000175	Syar.g_00438	Prbk.g_02249
OG0000176	Syar.g_00474	Prbk.g_02282
OG0000177	Syar.g_00475	Prbk.g_02283
OG0000178	Syar.g_00476	Prbk.g_02284
OG0000179	Syar.g_00489	Prbk.g_01633
OG0000180	Syar.g_00490	Prbk.g_01632
OG0000181	Syar.g_00491	Prbk.g_01631
OG0000182	Syar.g_00492	Prbk.g_01630
OG0000183	Syar.g_00496	Prbk.g_01626
OG0000184	Syar.g_00897	Prbk.g_02148
OG0000186	Syar.g_03036	Prbk.g_01326
OG0000187	Syar.g_03038	Prbk.g_01324
OG0000188	Syar.g_03058	Prbk.g_01303
OG0000189	Syar.g_03104	Prbk.g_00024
OG0000190	Syar.g_03107, Syar.g_02374	Prbk.g_00022
OG0000191	Syar.g_00039	Prbk.g_00197
OG0000192	Syar.g_00046	Prbk.g_00206
OG0000193	Syar.g_00079	Prbk.g_00752
OG0000194	Syar.g_03236, Syar.g_00082	Prbk.g_00755
OG0000195	Syar.g_00023, Syar.g_00084	Prbk.g_00757
OG0000196	Syar.g_00096	Prbk.g_00768
OG0000197	Syar.g_00097	Prbk.g_00769
OG0000198	Syar.g_00098	Prbk.g_00770
OG0000199	Syar.g_00106	Prbk.g_00777
OG0000200	Syar.g_00124	Prbk.g_01280
OG0000201	Syar.g_01000	Prbk.g_01261
OG0000202	Syar.g_00998, Syar.g_00021	Prbk.g_01260
OG0000203	Syar.g_00020, Syar.g_00997	Prbk.g_01259
OG0000204	Syar.g_00996	Prbk.g_01258
OG0000205	Syar.g_00988	Prbk.g_01251
OG0000206	Syar.g_00963	Prbk.g_00632
OG0000207	Syar.g_00957	Prbk.g_00686
OG0000208	Syar.g_00956	Prbk.g_00685
OG0000209	Syar.g_00936, Syar.g_03261	Prbk.g_00658
OG0000210	Syar.g_00935, Syar.g_03260	Prbk.g_00657
OG0000211	Syar.g_03026	Prbk.g_01368
OG0000212	Syar.g_03017	Prbk.g_01514
OG0000213	Syar.g_00187	Prbk.g_00374
OG0000214	Syar.g_00209	Prbk.g_00401
OG0000215	Syar.g_00239	Prbk.g_00431
OG0000216	Syar.g_00244	Prbk.g_00434
OG0000217	Syar.g_00854	Prbk.g_00438
OG0000218	Syar.g_00852	Prbk.g_00442
OG0000219	Syar.g_00851	Prbk.g_00443
OG0000220	Syar.g_00850, Syar.g_02026	Prbk.g_00444
OG0000221	Syar.g_00834	Prbk.g_00449
OG0000222	Syar.g_02119, Syar.g_00728	Prbk.g_00458
OG0000223	Syar.g_00649	Prbk.g_00481
OG0000224	Syar.g_00762, Syar.g_00273	Prbk.g_00492
OG0000225	Syar.g_01142	Prbk.g_00889
OG0000226	Syar.g_01146	Prbk.g_00893
OG0000227	Syar.g_01148	Prbk.g_00895
OG0000228	Syar.g_01161	Prbk.g_00365
OG0000229	Syar.g_01177, Syar.g_03273	Prbk.g_00328
OG0000230	Syar.g_01179, Syar.g_03275	Prbk.g_00326
OG0000231	Syar.g_02865, Syar.g_03151	Prbk.g_00311
OG0000232	Syar.g_01424	Prbk.g_00295
OG0000233	Syar.g_03183, Syar.g_01247	Prbk.g_02092
OG0000234	Syar.g_01275	Prbk.g_02114
OG0000235	Syar.g_01468	Prbk.g_02060
OG0000236	Syar.g_03311, Syar.g_01484	Prbk.g_02076
OG0000237	Syar.g_01503	Prbk.g_01047
OG0000238	Syar.g_01508	Prbk.g_01051
OG0000239	Syar.g_03277, Syar.g_02687	Prbk.g_01067
OG0000240	Syar.g_03278, Syar.g_02686	Prbk.g_01068
OG0000241	Syar.g_02410	Prbk.g_01965
OG0000242	Syar.g_01926	Prbk.g_01078
OG0000243	Syar.g_02335	Prbk.g_02684
OG0000244	Syar.g_02327	Prbk.g_01897
OG0000245	Syar.g_02325, Syar.g_03238	Prbk.g_01894
OG0000246	Syar.g_02321	Prbk.g_01890
OG0000247	Syar.g_02310	Prbk.g_01879
OG0000248	Syar.g_02307, Syar.g_03293	Prbk.g_01876
OG0000249	Syar.g_02305	Prbk.g_01874
OG0000250	Syar.g_02299, Syar.g_03194	Prbk.g_01106
OG0000251	Syar.g_03207, Syar.g_02194	Prbk.g_01130
OG0000252	Syar.g_02189, Syar.g_03263	Prbk.g_01133
OG0000253	Syar.g_02028	Prbk.g_01139
OG0000254	Syar.g_02169	Prbk.g_01158
OG0000255	Syar.g_00011	Prbk.g_02604
OG0000256	Syar.g_02244	Prbk.g_02618
OG0000257	Syar.g_02407, Syar.g_01762	Prbk.g_02624
OG0000258	Syar.g_02427, Syar.g_00010	Prbk.g_02647
OG0000259	Syar.g_02472	Prbk.g_00720
OG0000260	Syar.g_03220, Syar.g_02475	Prbk.g_00717
OG0000261	Syar.g_01916	Prbk.g_00714
OG0000262	Syar.g_01690	Prbk.g_00709
OG0000263	Syar.g_01991	Prbk.g_00672
OG0000264	Syar.g_02135, Syar.g_03267	Prbk.g_01815
OG0000266	Syar.g_01570	Prbk.g_00608
OG0000267	Syar.g_01873	Prbk.g_02371
OG0000268	Syar.g_02589	Prbk.g_02370
OG0000269	Syar.g_02634	Prbk.g_02463
OG0000270	Syar.g_00744, Syar.g_02637	Prbk.g_02466
OG0000271	Syar.g_02645	Prbk.g_02474
OG0000272	Syar.g_02646	Prbk.g_02475
OG0000273	Syar.g_00008	Prbk.g_02526
OG0000274	Syar.g_02482	Prbk.g_02527
OG0000275	Syar.g_01810	Prbk.g_02530
OG0000276	Syar.g_01817	Prbk.g_02536
OG0000277	Syar.g_01818, Syar.g_03242	Prbk.g_02537
OG0000278	Syar.g_01821, Syar.g_03174	Prbk.g_02540
OG0000279	Syar.g_01838	Prbk.g_02548
OG0000280	Syar.g_02067, Syar.g_00734	Prbk.g_02554
OG0000281	Syar.g_02218	Prbk.g_02568
OG0000282	Syar.g_01614, Syar.g_03255	Prbk.g_02398
OG0000283	Syar.g_02574	Prbk.g_02359
OG0000284	Syar.g_03258, Syar.g_02568	Prbk.g_02353
OG0000285	Syar.g_02560	Prbk.g_01698
OG0000286	Syar.g_02540	Prbk.g_02325
OG0000287	Syar.g_02512	Prbk.g_01728
OG0000288	Syar.g_01801	Prbk.g_00583
OG0000289	Syar.g_03305, Syar.g_01786	Prbk.g_00596
OG0000290	Syar.g_01928	Prbk.g_00059
OG0000291	Syar.g_01930	Prbk.g_00057
OG0000292	Syar.g_00463	Prbk.g_02271
OG0000293	Syar.g_03297, Syar.g_01526	Prbk.g_01032
OG0000294	Syar.g_01527, Syar.g_03296	Prbk.g_01031
OG0000295	Syar.g_01951, Syar.g_03208	Prbk.g_00106
OG0000296	Syar.g_01953	Prbk.g_00104
OG0000297	Syar.g_01967, Syar.g_03216	Prbk.g_01498
OG0000298	Syar.g_01968, Syar.g_03215	Prbk.g_01497
OG0000299	Syar.g_01704	Prbk.g_01508
OG0000300	Syar.g_01646, Syar.g_01711	Prbk.g_00186
OG0000301	Syar.g_01712	Prbk.g_00185
OG0000302	Syar.g_01713	Prbk.g_00182
OG0000303	Syar.g_03136, Syar.g_01723	Prbk.g_00097
OG0000304	Syar.g_01728	Prbk.g_00121
OG0000305	Syar.g_01933, Syar.g_03163	Prbk.g_00055
OG0000306	Syar.g_01884	Prbk.g_02578
OG0000307	Syar.g_01452, Syar.g_03153	Prbk.g_02044
OG0000308	Syar.g_01450	Prbk.g_02042
OG0000309	Syar.g_01239	Prbk.g_02038
OG0000310	Syar.g_02826	Prbk.g_01937
OG0000311	Syar.g_02823	Prbk.g_00243
OG0000312	Syar.g_00015, Syar.g_02818	Prbk.g_00247
OG0000313	Syar.g_02804	Prbk.g_00271
OG0000314	Syar.g_01403	Prbk.g_01222
OG0000315	Syar.g_01393	Prbk.g_01212
OG0000316	Syar.g_02885	Prbk.g_01991
OG0000317	Syar.g_02926	Prbk.g_00913
OG0000318	Syar.g_02930	Prbk.g_00906
OG0000319	Syar.g_02954	Prbk.g_01443
OG0000320	Syar.g_02956	Prbk.g_01441
OG0000321	Syar.g_02957	Prbk.g_01440
OG0000322	Syar.g_02958	Prbk.g_01439
OG0000323	Syar.g_02973	Prbk.g_01428
OG0000324	Syar.g_00350, Syar.g_03001	Prbk.g_01399
OG0000325	Syar.g_03291, Syar.g_00148	Prbk.g_01904
OG0000326	Syar.g_00139, Syar.g_03134	Prbk.g_01912
OG0000327	Syar.g_01029	Prbk.g_00987
OG0000328	Syar.g_01030	Prbk.g_00986
OG0000329	Syar.g_03189, Syar.g_01048	Prbk.g_00969
OG0000330	Syar.g_03190, Syar.g_01049	Prbk.g_00968
OG0000331	Syar.g_01050, Syar.g_03191	Prbk.g_00967
OG0000332	Syar.g_01064, Syar.g_03299	Prbk.g_00952
OG0000333	Syar.g_01067	Prbk.g_00950
OG0000334	Syar.g_01076	Prbk.g_00801
OG0000335	Syar.g_01080	Prbk.g_00806
OG0000336	Syar.g_01084	Prbk.g_00810
OG0000337	Syar.g_00285	Prbk.g_00506
OG0000338	Syar.g_03225, Syar.g_00287	Prbk.g_00510
OG0000339	Syar.g_00658	Prbk.g_00516
OG0000340	Syar.g_00247	Prbk.g_00528
OG0000341	Syar.g_00249	Prbk.g_00530
OG0000342	Syar.g_00250	Prbk.g_00531
OG0000343	Syar.g_00256	Prbk.g_00215
OG0000344	Syar.g_00260	Prbk.g_00218
OG0000345	Syar.g_00612	Prbk.g_00233
OG0000346	Syar.g_00607	Prbk.g_00238
OG0000347	Syar.g_00558	Prbk.g_01540
OG0000348	Syar.g_00544	Prbk.g_01578
OG0000349	Syar.g_00521	Prbk.g_01602
OG0000350	Syar.g_00132	Prbk.g_02204
OG0000351	Syar.g_00442	Prbk.g_02252
OG0000352	Syar.g_00443	Prbk.g_02253
OG0000353	Syar.g_00469	Prbk.g_02277
OG0000354	Syar.g_01514	Prbk.g_01057
OG0000354	Syar.g_00487	Prbk.g_01635
OG0000355	Syar.g_00471	Prbk.g_02279
OG0000356	Syar.g_00472	Prbk.g_02280
OG0000357	Syar.g_00473	Prbk.g_02281
OG0000358	Syar.g_00477	Prbk.g_02285
OG0000359	Syar.g_00479	Prbk.g_02287
OG0000360	Syar.g_00480	Prbk.g_02288
OG0000361	Syar.g_00481	Prbk.g_02289
OG0000362	Syar.g_00483	Prbk.g_02291
OG0000363	Syar.g_00484	Prbk.g_01639
OG0000364	Syar.g_02928	Prbk.g_01638
OG0000365	Syar.g_00493	Prbk.g_01629
OG0000366	Syar.g_00494	Prbk.g_01628
OG0000367	Syar.g_03262, Syar.g_00495	Prbk.g_01627
OG0000368	Syar.g_00497	Prbk.g_01625
OG0000369	Syar.g_00498	Prbk.g_01624
OG0000370	Syar.g_00499	Prbk.g_01623
OG0000371	Syar.g_00508	Prbk.g_01614
OG0000372	Syar.g_00514	Prbk.g_01609
OG0000373	Syar.g_00515	Prbk.g_01608
OG0000374	Syar.g_00516	Prbk.g_01607
OG0000375	Syar.g_00517	Prbk.g_01606
OG0000376	Syar.g_00519	Prbk.g_01604
OG0000377	Syar.g_00322	Prbk.g_02155
OG0000378	Syar.g_00905	Prbk.g_02141
OG0000379	Syar.g_00910	Prbk.g_02125
OG0000380	Syar.g_03039	Prbk.g_01323
OG0000381	Syar.g_03041	Prbk.g_01319
OG0000382	Syar.g_03057	Prbk.g_01304
OG0000383	Syar.g_03074	Prbk.g_01302
OG0000384	Syar.g_03075	Prbk.g_01301
OG0000385	Syar.g_03076	Prbk.g_01300
OG0000386	Syar.g_03077	Prbk.g_01299
OG0000387	Syar.g_03109	Prbk.g_00020
OG0000388	Syar.g_03148, Syar.g_03113	Prbk.g_00016
OG0000389	Syar.g_03118	Prbk.g_00012
OG0000390	Syar.g_00033	Prbk.g_00191
OG0000391	Syar.g_00038	Prbk.g_00196
OG0000392	Syar.g_00045	Prbk.g_00202
OG0000393	Syar.g_00048	Prbk.g_00207
OG0000394	Syar.g_00049	Prbk.g_00208
OG0000395	Syar.g_00050	Prbk.g_00209
OG0000396	Syar.g_00053	Prbk.g_00542
OG0000397	Syar.g_00055	Prbk.g_00544
OG0000398	Syar.g_00060	Prbk.g_00549
OG0000399	Syar.g_00061	Prbk.g_00550
OG0000400	Syar.g_00062	Prbk.g_00551
OG0000401	Syar.g_00063	Prbk.g_00552
OG0000402	Syar.g_00065	Prbk.g_00554
OG0000403	Syar.g_00066	Prbk.g_00555
OG0000404	Syar.g_00067	Prbk.g_00557
OG0000405	Syar.g_00076	Prbk.g_00749
OG0000406	Syar.g_00080	Prbk.g_00753
OG0000407	Syar.g_00081	Prbk.g_00754
OG0000408	Syar.g_00083	Prbk.g_00756
OG0000409	Syar.g_00085	Prbk.g_00758
OG0000410	Syar.g_00086	Prbk.g_00759
OG0000411	Syar.g_00087	Prbk.g_00760
OG0000412	Syar.g_00088	Prbk.g_00761
OG0000413	Syar.g_00090	Prbk.g_00763
OG0000414	Syar.g_00091, Syar.g_03179	Prbk.g_00764
OG0000415	Syar.g_00092	Prbk.g_00765
OG0000416	Syar.g_00093	Prbk.g_00766
OG0000417	Syar.g_00095	Prbk.g_00767
OG0000418	Syar.g_00100	Prbk.g_00772
OG0000419	Syar.g_00102	Prbk.g_00774
OG0000420	Syar.g_00104	Prbk.g_00775
OG0000421	Syar.g_00109	Prbk.g_00779
OG0000422	Syar.g_00110	Prbk.g_00780
OG0000423	Syar.g_00111	Prbk.g_00781
OG0000424	Syar.g_00112	Prbk.g_00782
OG0000425	Syar.g_00113	Prbk.g_00783
OG0000426	Syar.g_00114	Prbk.g_00784
OG0000427	Syar.g_00115	Prbk.g_00785
OG0000428	Syar.g_00118	Prbk.g_02425
OG0000429	Syar.g_00121	Prbk.g_01283
OG0000430	Syar.g_00123	Prbk.g_01281
OG0000431	Syar.g_00127	Prbk.g_01277
OG0000432	Syar.g_01009	Prbk.g_01270
OG0000433	Syar.g_01007	Prbk.g_01267
OG0000434	Syar.g_01006	Prbk.g_01266
OG0000435	Syar.g_01003	Prbk.g_01263
OG0000436	Syar.g_00994	Prbk.g_01257
OG0000437	Syar.g_00993	Prbk.g_01256
OG0000438	Syar.g_00992	Prbk.g_01255
OG0000439	Syar.g_00990	Prbk.g_01253
OG0000440	Syar.g_00989	Prbk.g_01252
OG0000441	Syar.g_00986	Prbk.g_01245
OG0000442	Syar.g_00977	Prbk.g_01244
OG0000443	Syar.g_00964	Prbk.g_00631
OG0000444	Syar.g_00954	Prbk.g_00683
OG0000445	Syar.g_00953	Prbk.g_00682
OG0000446	Syar.g_00951	Prbk.g_00680
OG0000447	Syar.g_00948	Prbk.g_00670
OG0000448	Syar.g_00947	Prbk.g_00669
OG0000449	Syar.g_00946	Prbk.g_00668
OG0000450	Syar.g_00939	Prbk.g_00662
OG0000451	Syar.g_00938	Prbk.g_00661
OG0000452	Syar.g_00934	Prbk.g_00656
OG0000453	Syar.g_00933	Prbk.g_00655
OG0000454	Syar.g_00932	Prbk.g_00654
OG0000455	Syar.g_00931	Prbk.g_00653
OG0000456	Syar.g_00930	Prbk.g_00652
OG0000457	Syar.g_00928	Prbk.g_00650
OG0000458	Syar.g_00918	Prbk.g_00649
OG0000459	Syar.g_00917	Prbk.g_00648
OG0000460	Syar.g_03024	Prbk.g_01369
OG0000461	Syar.g_00153	Prbk.g_01900
OG0000462	Syar.g_00155	Prbk.g_01012
OG0000463	Syar.g_00156	Prbk.g_01011
OG0000464	Syar.g_00157	Prbk.g_01010
OG0000465	Syar.g_00159	Prbk.g_01008
OG0000466	Syar.g_00164	Prbk.g_01003
OG0000467	Syar.g_00165	Prbk.g_01001
OG0000468	Syar.g_00170	Prbk.g_00371
OG0000469	Syar.g_00203	Prbk.g_00384
OG0000470	Syar.g_00206	Prbk.g_00397
OG0000471	Syar.g_00207	Prbk.g_00398
OG0000472	Syar.g_00208	Prbk.g_00400
OG0000473	Syar.g_00210	Prbk.g_00402
OG0000474	Syar.g_00211	Prbk.g_00403
OG0000475	Syar.g_00212	Prbk.g_00404
OG0000476	Syar.g_00214	Prbk.g_00406
OG0000477	Syar.g_00219	Prbk.g_00411
OG0000478	Syar.g_00220	Prbk.g_00412
OG0000479	Syar.g_00221	Prbk.g_00413
OG0000480	Syar.g_00228	Prbk.g_00420
OG0000481	Syar.g_00230	Prbk.g_00422
OG0000482	Syar.g_00231	Prbk.g_00423
OG0000483	Syar.g_00235	Prbk.g_00427
OG0000484	Syar.g_00236	Prbk.g_00428
OG0000485	Syar.g_00237	Prbk.g_00429
OG0000486	Syar.g_00024, Syar.g_00238	Prbk.g_00430
OG0000487	Syar.g_00245	Prbk.g_00435
OG0000488	Syar.g_00853	Prbk.g_00439
OG0000489	Syar.g_00833	Prbk.g_00450
OG0000490	Syar.g_00823	Prbk.g_00456
OG0000491	Syar.g_00822	Prbk.g_00457
OG0000492	Syar.g_00727	Prbk.g_00460
OG0000493	Syar.g_00726	Prbk.g_00461
OG0000494	Syar.g_00725	Prbk.g_00462
OG0000495	Syar.g_00724	Prbk.g_00463
OG0000496	Syar.g_00723	Prbk.g_00464
OG0000497	Syar.g_00722	Prbk.g_00465
OG0000498	Syar.g_00721	Prbk.g_00466
OG0000499	Syar.g_00720	Prbk.g_00467
OG0000500	Syar.g_00719	Prbk.g_00468
OG0000501	Syar.g_00716	Prbk.g_00471
OG0000502	Syar.g_00275	Prbk.g_00483
OG0000503	Syar.g_01118	Prbk.g_00871
OG0000504	Syar.g_01120	Prbk.g_00873
OG0000505	Syar.g_01121	Prbk.g_00874
OG0000506	Syar.g_01123	Prbk.g_00876
OG0000507	Syar.g_01129	Prbk.g_00881
OG0000508	Syar.g_01141	Prbk.g_00888
OG0000509	Syar.g_01143	Prbk.g_00890
OG0000510	Syar.g_01144	Prbk.g_00891
OG0000511	Syar.g_01145	Prbk.g_00892
OG0000512	Syar.g_01147	Prbk.g_00894
OG0000513	Syar.g_01166	Prbk.g_00360
OG0000514	Syar.g_01169	Prbk.g_00352
OG0000515	Syar.g_01170	Prbk.g_00351
OG0000516	Syar.g_01172	Prbk.g_00339
OG0000517	Syar.g_01176	Prbk.g_00329
OG0000518	Syar.g_02868	Prbk.g_00317
OG0000519	Syar.g_02867	Prbk.g_00316
OG0000520	Syar.g_02866	Prbk.g_00315
OG0000521	Syar.g_01419	Prbk.g_00301
OG0000522	Syar.g_01421	Prbk.g_00299
OG0000523	Syar.g_01422	Prbk.g_00298
OG0000524	Syar.g_01244	Prbk.g_02088
OG0000525	Syar.g_01263	Prbk.g_02105
OG0000526	Syar.g_01266	Prbk.g_02107
OG0000527	Syar.g_01271	Prbk.g_02111
OG0000528	Syar.g_01466	Prbk.g_02056
OG0000529	Syar.g_01470	Prbk.g_02062
OG0000530	Syar.g_01473	Prbk.g_02065
OG0000531	Syar.g_01474	Prbk.g_02066
OG0000532	Syar.g_01477	Prbk.g_02069
OG0000533	Syar.g_01479	Prbk.g_02071
OG0000534	Syar.g_01480	Prbk.g_02072
OG0000535	Syar.g_01481	Prbk.g_02073
OG0000536	Syar.g_01482	Prbk.g_02074
OG0000537	Syar.g_01483	Prbk.g_02075
OG0000538	Syar.g_01496	Prbk.g_01865
OG0000539	Syar.g_01497	Prbk.g_01041
OG0000540	Syar.g_01498	Prbk.g_01042
OG0000541	Syar.g_01499	Prbk.g_01043
OG0000542	Syar.g_01502	Prbk.g_01046
