Orthogroup	Syar	Prat
OG0000065	Syar.g_03119	Prat.g_00104
OG0000066	Syar.g_03187, Syar.g_02228	Prat.g_01499
OG0000067	Syar.g_02639	Prat.g_01037
OG0000068	Syar.g_02329, Syar.g_01461	Prat.g_01291
OG0000069	Syar.g_01716	Prat.g_01400
OG0000070	Syar.g_02223	Prat.g_00412
OG0000071	Syar.g_02777	Prat.g_01249
OG0000072	Syar.g_00107, Syar.g_01140	Prat.g_00172
OG0000073	Syar.g_01493	Prat.g_00462
OG0000075	Syar.g_03065, Syar.g_00659	Prat.g_01761
OG0000076	Syar.g_00608	Prat.g_01788
OG0000077	Syar.g_03051	Prat.g_00075
OG0000078	Syar.g_03265, Syar.g_03018	Prat.g_00245
OG0000079	Syar.g_00166	Prat.g_00258
OG0000080	Syar.g_00585	Prat.g_01323
OG0000081	Syar.g_01898	Prat.g_00493
OG0000082	Syar.g_02202	Prat.g_01507
OG0000085	Syar.g_02919	Prat.g_01584
OG0000086	Syar.g_03085	Prat.g_00086
OG0000087	Syar.g_03192, Syar.g_00068	Prat.g_00138
OG0000088	Syar.g_00101	Prat.g_00166
OG0000089	Syar.g_01162	Prat.g_00370
OG0000090	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356	Prat.g_00495
OG0000091	Syar.g_01891, Syar.g_02426	Prat.g_01082
OG0000092	Syar.g_01960	Prat.g_01275
OG0000093	Syar.g_02623	Prat.g_01053
OG0000094	Syar.g_01789	Prat.g_00943
OG0000095	Syar.g_01932	Prat.g_00965
OG0000097	Syar.g_01706, Syar.g_00364	Prat.g_01111
OG0000098	Syar.g_02343	Prat.g_01282
OG0000099	Syar.g_00715	Prat.g_01312
OG0000100	Syar.g_02477	Prat.g_01437
OG0000101	Syar.g_01073, Syar.g_03154	Prat.g_01726
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Prat.g_01793
OG0000103	Syar.g_00014, Syar.g_00452	Prat.g_01880
OG0000104	Syar.g_00466	Prat.g_01889
OG0000105	Syar.g_00218	Prat.g_00281
OG0000106	Syar.g_01748	Prat.g_00637
OG0000107	Syar.g_03290, Syar.g_00149	Prat.g_01656
OG0000108	Syar.g_01469	Prat.g_00440
OG0000109	Syar.g_03310, Syar.g_01485	Prat.g_00455
OG0000110	Syar.g_02295	Prat.g_00539
OG0000111	Syar.g_01940, Syar.g_00005	Prat.g_00776
OG0000112	Syar.g_03195, Syar.g_02548	Prat.g_00888
OG0000113	Syar.g_02664	Prat.g_01014
OG0000114	Syar.g_01616	Prat.g_00716
OG0000115	Syar.g_02854, Syar.g_01415	Prat.g_01373
OG0000116	Syar.g_01525, Syar.g_02255	Prat.g_01166
OG0000117	Syar.g_01969	Prat.g_01129
OG0000118	Syar.g_02793	Prat.g_01261
OG0000120	Syar.g_00713	Prat.g_00344
OG0000121	Syar.g_02806	Prat.g_01355
OG0000123	Syar.g_01079	Prat.g_01733
OG0000124	Syar.g_00586	Prat.g_01805
OG0000125	Syar.g_00338	Prat.g_01841
OG0000126	Syar.g_00887, Syar.g_00888	Prat.g_01888
OG0000128	Syar.g_00482	Prat.g_00012, Prat.g_00011
OG0000129	Syar.g_00324	Prat.g_00047
OG0000130	Syar.g_03040	Prat.g_00066
OG0000131	Syar.g_02216, Syar.g_00078	Prat.g_00144
OG0000132	Syar.g_00099	Prat.g_00164
OG0000133	Syar.g_02543	Prat.g_00329
OG0000134	Syar.g_02009, Syar.g_01165	Prat.g_00372
OG0000135	Syar.g_00698	Prat.g_01477
OG0000136	Syar.g_02874	Prat.g_00401
OG0000137	Syar.g_01273	Prat.g_00434
OG0000138	Syar.g_01486	Prat.g_00456
OG0000139	Syar.g_03245, Syar.g_02348	Prat.g_00499
OG0000140	Syar.g_02344, Syar.g_03246	Prat.g_00500
OG0000141	Syar.g_02129	Prat.g_00570
OG0000142	Syar.g_02418	Prat.g_01090
OG0000143	Syar.g_02422	Prat.g_01086
OG0000144	Syar.g_02441	Prat.g_01072
OG0000145	Syar.g_01494, Syar.g_03205	Prat.g_01472
OG0000146	Syar.g_02549	Prat.g_00887
OG0000147	Syar.g_02550	Prat.g_00886
OG0000148	Syar.g_02658	Prat.g_01020
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prat.g_00991
OG0000150	Syar.g_02130	Prat.g_00981
OG0000151	Syar.g_02038	Prat.g_00726
OG0000152	Syar.g_02539	Prat.g_00896
OG0000153	Syar.g_03283, Syar.g_02503	Prat.g_00915
OG0000154	Syar.g_01800	Prat.g_00934
OG0000155	Syar.g_01959	Prat.g_01135
OG0000156	Syar.g_01517	Prat.g_01238
OG0000157	Syar.g_01516	Prat.g_01239
OG0000158	Syar.g_00650	Prat.g_01769
OG0000160	Syar.g_02807	Prat.g_01354
OG0000161	Syar.g_02801	Prat.g_01360
OG0000162	Syar.g_02863	Prat.g_01366
OG0000163	Syar.g_00639, Syar.g_01186	Prat.g_01409
OG0000164	Syar.g_03168, Syar.g_02969	Prat.g_01615
OG0000165	Syar.g_02976	Prat.g_01623
OG0000166	Syar.g_01034	Prat.g_01690
OG0000167	Syar.g_00662	Prat.g_01759
OG0000168	Syar.g_00246	Prat.g_01770
OG0000169	Syar.g_00262	Prat.g_01781
OG0000170	Syar.g_00613	Prat.g_01784
OG0000171	Syar.g_00587	Prat.g_01804
OG0000172	Syar.g_00547	Prat.g_01811
OG0000173	Syar.g_00528	Prat.g_01826
OG0000174	Syar.g_00701	Prat.g_01858
OG0000175	Syar.g_00438	Prat.g_01870
OG0000176	Syar.g_00474	Prat.g_00004
OG0000177	Syar.g_00475	Prat.g_00005
OG0000178	Syar.g_00476	Prat.g_00006
OG0000179	Syar.g_00489	Prat.g_00017
OG0000180	Syar.g_00490	Prat.g_00018
OG0000181	Syar.g_00491	Prat.g_00019
OG0000182	Syar.g_00492	Prat.g_00020
OG0000183	Syar.g_00496	Prat.g_00024
OG0000184	Syar.g_00897	Prat.g_00051
OG0000185	Syar.g_00909	Prat.g_00054
OG0000186	Syar.g_03036	Prat.g_00060
OG0000187	Syar.g_03038	Prat.g_00061
OG0000188	Syar.g_03058	Prat.g_00080
OG0000189	Syar.g_03104	Prat.g_00093
OG0000190	Syar.g_03107, Syar.g_02374	Prat.g_00094
OG0000191	Syar.g_00039	Prat.g_00116
OG0000192	Syar.g_00046	Prat.g_00121
OG0000193	Syar.g_00079	Prat.g_00145
OG0000194	Syar.g_03236, Syar.g_00082	Prat.g_00148
OG0000195	Syar.g_00023, Syar.g_00084	Prat.g_00150
OG0000196	Syar.g_00096	Prat.g_00161
OG0000197	Syar.g_00097	Prat.g_00162
OG0000198	Syar.g_00098	Prat.g_00163
OG0000199	Syar.g_00106	Prat.g_00171
OG0000200	Syar.g_00124	Prat.g_00185
OG0000201	Syar.g_01000	Prat.g_00194
OG0000202	Syar.g_00998, Syar.g_00021	Prat.g_00195
OG0000203	Syar.g_00020, Syar.g_00997	Prat.g_00196
OG0000204	Syar.g_00996	Prat.g_00197
OG0000205	Syar.g_00988	Prat.g_00204
OG0000206	Syar.g_00963	Prat.g_00209
OG0000207	Syar.g_00957	Prat.g_00211
OG0000208	Syar.g_00956	Prat.g_00212
OG0000209	Syar.g_00936, Syar.g_03261	Prat.g_00221
OG0000210	Syar.g_00935, Syar.g_03260	Prat.g_00222
OG0000211	Syar.g_03026	Prat.g_00238
OG0000212	Syar.g_03017	Prat.g_00246
OG0000213	Syar.g_00187	Prat.g_00264
OG0000214	Syar.g_00209	Prat.g_00274
OG0000215	Syar.g_00239	Prat.g_00300
OG0000216	Syar.g_00244	Prat.g_00302
OG0000217	Syar.g_00854	Prat.g_00305
OG0000218	Syar.g_00852	Prat.g_00307
OG0000219	Syar.g_00851	Prat.g_00308
OG0000220	Syar.g_00850, Syar.g_02026	Prat.g_00309
OG0000221	Syar.g_00834	Prat.g_00310
OG0000222	Syar.g_02119, Syar.g_00728	Prat.g_00317
OG0000223	Syar.g_00649	Prat.g_00330
OG0000224	Syar.g_00762, Syar.g_00273	Prat.g_00332
OG0000225	Syar.g_01142	Prat.g_00360
OG0000226	Syar.g_01146	Prat.g_00364
OG0000227	Syar.g_01148	Prat.g_00366
OG0000228	Syar.g_01161	Prat.g_00369
OG0000229	Syar.g_01177, Syar.g_03273	Prat.g_00396
OG0000230	Syar.g_01179, Syar.g_03275	Prat.g_00398
OG0000231	Syar.g_02865, Syar.g_03151	Prat.g_00411
OG0000232	Syar.g_01424	Prat.g_00419
OG0000233	Syar.g_03183, Syar.g_01247	Prat.g_00426
OG0000234	Syar.g_01275	Prat.g_00435
OG0000235	Syar.g_01468	Prat.g_00439
OG0000236	Syar.g_03311, Syar.g_01484	Prat.g_00454
OG0000237	Syar.g_01503	Prat.g_00469
OG0000238	Syar.g_01508	Prat.g_00475
OG0000239	Syar.g_03277, Syar.g_02687	Prat.g_00487
OG0000240	Syar.g_03278, Syar.g_02686	Prat.g_00488
OG0000241	Syar.g_02410	Prat.g_00492
OG0000242	Syar.g_01926	Prat.g_00494
OG0000243	Syar.g_02335	Prat.g_00504
OG0000244	Syar.g_02327	Prat.g_00507
OG0000245	Syar.g_02325, Syar.g_03238	Prat.g_00509
OG0000246	Syar.g_02321	Prat.g_00514, Prat.g_00513
OG0000247	Syar.g_02310	Prat.g_00525
OG0000248	Syar.g_02307, Syar.g_03293	Prat.g_00528
OG0000249	Syar.g_02305	Prat.g_00530
OG0000250	Syar.g_02299, Syar.g_03194	Prat.g_00536
OG0000251	Syar.g_03207, Syar.g_02194	Prat.g_00553
OG0000252	Syar.g_02189, Syar.g_03263	Prat.g_00556
OG0000253	Syar.g_02028, Syar.g_03229	Prat.g_00557
OG0000254	Syar.g_02169	Prat.g_00574
OG0000255	Syar.g_00011, Syar.g_02224	Prat.g_00581
OG0000256	Syar.g_02244	Prat.g_00591
OG0000257	Syar.g_02407, Syar.g_01762	Prat.g_01097
OG0000258	Syar.g_02427, Syar.g_00010	Prat.g_01081
OG0000259	Syar.g_02472	Prat.g_01064
OG0000260	Syar.g_03220, Syar.g_02475	Prat.g_01061
OG0000261	Syar.g_01916	Prat.g_01058
OG0000262	Syar.g_01690	Prat.g_01054
OG0000263	Syar.g_01991	Prat.g_00754
OG0000264	Syar.g_02135, Syar.g_03267	Prat.g_00765
OG0000266	Syar.g_01570	Prat.g_00801
OG0000267	Syar.g_01873	Prat.g_00814
OG0000268	Syar.g_02589	Prat.g_00815
OG0000269	Syar.g_02634	Prat.g_01042
OG0000270	Syar.g_00744, Syar.g_02637	Prat.g_01039
OG0000271	Syar.g_02645	Prat.g_01031
OG0000272	Syar.g_02646	Prat.g_01030
OG0000273	Syar.g_02481, Syar.g_00008	Prat.g_01007
OG0000274	Syar.g_00009, Syar.g_02482	Prat.g_01006
OG0000275	Syar.g_01810	Prat.g_01004
OG0000276	Syar.g_01817	Prat.g_00999
OG0000277	Syar.g_01818, Syar.g_03242	Prat.g_00998
OG0000278	Syar.g_01821, Syar.g_03174	Prat.g_00995
OG0000279	Syar.g_01838	Prat.g_00988
OG0000280	Syar.g_02067, Syar.g_00734	Prat.g_00987
OG0000281	Syar.g_02218	Prat.g_00980
OG0000282	Syar.g_01614, Syar.g_03255	Prat.g_00718
OG0000283	Syar.g_02574	Prat.g_00868
OG0000284	Syar.g_03258, Syar.g_02568	Prat.g_00873
OG0000285	Syar.g_02560	Prat.g_00879
OG0000286	Syar.g_02540	Prat.g_00895
OG0000287	Syar.g_02512	Prat.g_00912
OG0000288	Syar.g_01801	Prat.g_00933
OG0000289	Syar.g_03305, Syar.g_01786	Prat.g_00948
OG0000290	Syar.g_01928	Prat.g_00962
OG0000291	Syar.g_01930	Prat.g_00964
OG0000292	Syar.g_00463	Prat.g_01208
OG0000293	Syar.g_03297, Syar.g_01526	Prat.g_01165
OG0000294	Syar.g_01527, Syar.g_03296	Prat.g_01164
OG0000295	Syar.g_01951, Syar.g_03208	Prat.g_01142
OG0000296	Syar.g_01953	Prat.g_01140
OG0000297	Syar.g_01967, Syar.g_03216	Prat.g_01131
OG0000298	Syar.g_01968, Syar.g_03215	Prat.g_01130
OG0000299	Syar.g_01704	Prat.g_01112
OG0000300	Syar.g_01646, Syar.g_01711	Prat.g_01108
OG0000301	Syar.g_01712	Prat.g_01107
OG0000302	Syar.g_01713	Prat.g_01105
OG0000303	Syar.g_03136, Syar.g_01723	Prat.g_01099
OG0000304	Syar.g_01728	Prat.g_00595
OG0000305	Syar.g_01933, Syar.g_03163	Prat.g_01200
OG0000306	Syar.g_01884, Syar.g_03140	Prat.g_00976
OG0000307	Syar.g_01452, Syar.g_03153	Prat.g_01300
OG0000308	Syar.g_01450	Prat.g_01301
OG0000309	Syar.g_01239	Prat.g_01305
OG0000310	Syar.g_02826	Prat.g_01336
OG0000311	Syar.g_02823	Prat.g_01338
OG0000312	Syar.g_00015, Syar.g_02818	Prat.g_01341
OG0000313	Syar.g_02804	Prat.g_01357
OG0000314	Syar.g_01403	Prat.g_01382
OG0000315	Syar.g_01393	Prat.g_01392
OG0000316	Syar.g_02885	Prat.g_01420
OG0000317	Syar.g_02926	Prat.g_01589
OG0000318	Syar.g_02930	Prat.g_01593
OG0000319	Syar.g_02954	Prat.g_01605
OG0000320	Syar.g_02956	Prat.g_01607
OG0000321	Syar.g_02957	Prat.g_01608
OG0000322	Syar.g_02958	Prat.g_01609
OG0000323	Syar.g_02973	Prat.g_01618
OG0000324	Syar.g_00350, Syar.g_03001	Prat.g_01647
OG0000325	Syar.g_03291, Syar.g_00148	Prat.g_01657
OG0000326	Syar.g_00139, Syar.g_03134	Prat.g_01664
OG0000327	Syar.g_01029	Prat.g_01685
OG0000328	Syar.g_01030	Prat.g_01686
OG0000329	Syar.g_03189, Syar.g_01048	Prat.g_01703
OG0000330	Syar.g_03190, Syar.g_01049	Prat.g_01704
OG0000331	Syar.g_01050, Syar.g_03191	Prat.g_01705
OG0000332	Syar.g_01064, Syar.g_03299	Prat.g_01718
OG0000333	Syar.g_01067	Prat.g_01720
OG0000334	Syar.g_01076	Prat.g_01729
OG0000335	Syar.g_01080	Prat.g_01734
OG0000336	Syar.g_01084	Prat.g_01738
OG0000337	Syar.g_00285	Prat.g_01756
OG0000338	Syar.g_03225, Syar.g_00287	Prat.g_01757
OG0000339	Syar.g_00658	Prat.g_01762
OG0000340	Syar.g_00247	Prat.g_01771
OG0000341	Syar.g_00249	Prat.g_01773
OG0000342	Syar.g_00250	Prat.g_01775
OG0000343	Syar.g_00256	Prat.g_01776
OG0000344	Syar.g_00260	Prat.g_01779
OG0000345	Syar.g_00612	Prat.g_01785
OG0000346	Syar.g_00607	Prat.g_01789
OG0000347	Syar.g_00558	Prat.g_01806
OG0000348	Syar.g_00544	Prat.g_01814
OG0000349	Syar.g_00521	Prat.g_01832
OG0000350	Syar.g_00132	Prat.g_01853
OG0000351	Syar.g_00442	Prat.g_01873
OG0000352	Syar.g_00443	Prat.g_01874
OG0000353	Syar.g_00469	Prat.g_01892
OG0000354	Syar.g_01514, Syar.g_00487	Prat.g_00845
OG0000355	Syar.g_00471	Prat.g_00001
OG0000356	Syar.g_00472	Prat.g_00002
OG0000357	Syar.g_00473	Prat.g_00003
OG0000358	Syar.g_00477	Prat.g_00007
OG0000359	Syar.g_00479	Prat.g_00008
OG0000360	Syar.g_00480	Prat.g_00009
OG0000361	Syar.g_00481	Prat.g_00010
OG0000362	Syar.g_00483	Prat.g_00013
OG0000363	Syar.g_00484	Prat.g_00015
OG0000364	Syar.g_02928	Prat.g_00016
OG0000365	Syar.g_00493	Prat.g_00021
OG0000366	Syar.g_00494	Prat.g_00022
OG0000367	Syar.g_03262, Syar.g_00495	Prat.g_00023
OG0000368	Syar.g_00497	Prat.g_00025
OG0000369	Syar.g_00498	Prat.g_00026
OG0000370	Syar.g_00499	Prat.g_00027
OG0000371	Syar.g_00508	Prat.g_00034
OG0000372	Syar.g_00514	Prat.g_00036
OG0000373	Syar.g_00515	Prat.g_00037
OG0000374	Syar.g_00516	Prat.g_00038
OG0000375	Syar.g_00517	Prat.g_00042
OG0000376	Syar.g_00519	Prat.g_00044
OG0000377	Syar.g_00322	Prat.g_00048
OG0000378	Syar.g_00905	Prat.g_00052
OG0000379	Syar.g_00910	Prat.g_00055
OG0000380	Syar.g_03039	Prat.g_00062
OG0000381	Syar.g_03041	Prat.g_00067
OG0000382	Syar.g_03057	Prat.g_00079
OG0000383	Syar.g_03074	Prat.g_00081
OG0000384	Syar.g_03075	Prat.g_00082
OG0000385	Syar.g_03076	Prat.g_00083
OG0000386	Syar.g_03077	Prat.g_00084
OG0000387	Syar.g_03109	Prat.g_00096
OG0000388	Syar.g_03148, Syar.g_03113	Prat.g_00100
OG0000389	Syar.g_03118	Prat.g_00103
OG0000390	Syar.g_00033	Prat.g_00112
OG0000391	Syar.g_00038	Prat.g_00115
OG0000392	Syar.g_00045	Prat.g_00118
OG0000393	Syar.g_00048	Prat.g_00122
OG0000394	Syar.g_00049	Prat.g_00123
OG0000395	Syar.g_00050	Prat.g_00124
OG0000396	Syar.g_00053	Prat.g_00126
OG0000397	Syar.g_00055	Prat.g_00128
OG0000398	Syar.g_00060	Prat.g_00131
OG0000399	Syar.g_00061	Prat.g_00132
OG0000400	Syar.g_00062	Prat.g_00133
OG0000401	Syar.g_00063	Prat.g_00134
OG0000402	Syar.g_00065	Prat.g_00601
OG0000403	Syar.g_00066	Prat.g_00136
OG0000404	Syar.g_00067	Prat.g_00137
OG0000405	Syar.g_00076	Prat.g_00141
OG0000406	Syar.g_00080	Prat.g_00146
OG0000407	Syar.g_00081	Prat.g_00147
OG0000408	Syar.g_00083	Prat.g_00149
OG0000409	Syar.g_00085	Prat.g_00151
OG0000410	Syar.g_00086	Prat.g_00152
OG0000411	Syar.g_00087	Prat.g_00153
OG0000412	Syar.g_00088	Prat.g_00154
OG0000413	Syar.g_00090	Prat.g_00156
OG0000414	Syar.g_00091, Syar.g_03179	Prat.g_00157
OG0000415	Syar.g_00092	Prat.g_00158
OG0000416	Syar.g_00093	Prat.g_00159
OG0000417	Syar.g_00095	Prat.g_00160
OG0000418	Syar.g_00100	Prat.g_00165
OG0000419	Syar.g_00102	Prat.g_00167
OG0000420	Syar.g_00104	Prat.g_00169
OG0000421	Syar.g_00109	Prat.g_00174
OG0000422	Syar.g_00110	Prat.g_00175
OG0000423	Syar.g_00111	Prat.g_00176
OG0000424	Syar.g_00112	Prat.g_00177
OG0000425	Syar.g_00113	Prat.g_00178
OG0000426	Syar.g_00114	Prat.g_00179
OG0000427	Syar.g_00115	Prat.g_00180
OG0000428	Syar.g_00118	Prat.g_00182
OG0000429	Syar.g_00121	Prat.g_00183
OG0000430	Syar.g_00123	Prat.g_00184
OG0000431	Syar.g_00127	Prat.g_00186
OG0000432	Syar.g_01009	Prat.g_00190
OG0000433	Syar.g_01007	Prat.g_00191
OG0000434	Syar.g_01006	Prat.g_00192
OG0000435	Syar.g_01003	Prat.g_00193
OG0000436	Syar.g_00994	Prat.g_00198
OG0000437	Syar.g_00993	Prat.g_00199
OG0000438	Syar.g_00992	Prat.g_00200
OG0000439	Syar.g_00990	Prat.g_00202
OG0000440	Syar.g_00989	Prat.g_00203
OG0000441	Syar.g_00986	Prat.g_00206
OG0000442	Syar.g_00977	Prat.g_00207
OG0000443	Syar.g_00964	Prat.g_00208
OG0000444	Syar.g_00954	Prat.g_00213
OG0000445	Syar.g_00953	Prat.g_00214
OG0000446	Syar.g_00951	Prat.g_00215
OG0000447	Syar.g_00948	Prat.g_00216
OG0000448	Syar.g_00947	Prat.g_00217
OG0000449	Syar.g_00946	Prat.g_00218
OG0000450	Syar.g_00939	Prat.g_00219
OG0000451	Syar.g_00938	Prat.g_00220
OG0000452	Syar.g_00934	Prat.g_00223
OG0000453	Syar.g_00933	Prat.g_00224
OG0000454	Syar.g_00932	Prat.g_00225
OG0000455	Syar.g_00931	Prat.g_00226
OG0000456	Syar.g_00930	Prat.g_00227
OG0000457	Syar.g_00928	Prat.g_00229
OG0000458	Syar.g_00918	Prat.g_00230
OG0000459	Syar.g_00917	Prat.g_00231
OG0000460	Syar.g_03024	Prat.g_00240
OG0000461	Syar.g_00153	Prat.g_00249
OG0000462	Syar.g_00155	Prat.g_00250
OG0000463	Syar.g_00156	Prat.g_00251
OG0000464	Syar.g_00157	Prat.g_00252
OG0000465	Syar.g_00159	Prat.g_00253
OG0000466	Syar.g_00164	Prat.g_00256
OG0000467	Syar.g_00165	Prat.g_00257
OG0000468	Syar.g_00170	Prat.g_00260
OG0000469	Syar.g_00203	Prat.g_00269
OG0000470	Syar.g_00206	Prat.g_00271
OG0000471	Syar.g_00207	Prat.g_00272
OG0000472	Syar.g_00208	Prat.g_00273
OG0000473	Syar.g_00210	Prat.g_00275
OG0000474	Syar.g_00211	Prat.g_00276
OG0000475	Syar.g_00212	Prat.g_00277
OG0000476	Syar.g_00214	Prat.g_00279
OG0000477	Syar.g_00219	Prat.g_00282
OG0000478	Syar.g_00220	Prat.g_00283
OG0000479	Syar.g_00221	Prat.g_00284
OG0000480	Syar.g_00228	Prat.g_00290
OG0000481	Syar.g_00230	Prat.g_00292
OG0000482	Syar.g_00231	Prat.g_00293
OG0000483	Syar.g_00235	Prat.g_00296
OG0000484	Syar.g_00236	Prat.g_00297
OG0000485	Syar.g_00237	Prat.g_00298
OG0000486	Syar.g_00024, Syar.g_00238	Prat.g_00299
OG0000487	Syar.g_00245	Prat.g_00303
OG0000488	Syar.g_00853	Prat.g_00306
OG0000489	Syar.g_00833	Prat.g_00311
OG0000490	Syar.g_00823	Prat.g_00315
OG0000491	Syar.g_00822	Prat.g_00316
OG0000492	Syar.g_00727	Prat.g_00318
OG0000493	Syar.g_00726	Prat.g_00319
OG0000494	Syar.g_00725	Prat.g_00320
OG0000495	Syar.g_00724	Prat.g_00321
OG0000496	Syar.g_00723	Prat.g_00322
OG0000497	Syar.g_00722	Prat.g_00323
OG0000498	Syar.g_00721	Prat.g_00324
OG0000499	Syar.g_00720	Prat.g_00325
OG0000500	Syar.g_00719	Prat.g_00326
OG0000501	Syar.g_00716	Prat.g_00328
OG0000502	Syar.g_00275	Prat.g_00331
OG0000503	Syar.g_01118	Prat.g_00348
OG0000504	Syar.g_01120	Prat.g_00350
OG0000505	Syar.g_01121	Prat.g_00351
OG0000506	Syar.g_01123	Prat.g_00352
OG0000507	Syar.g_01129	Prat.g_00355
OG0000508	Syar.g_01141	Prat.g_00359
OG0000509	Syar.g_01143	Prat.g_00361
OG0000510	Syar.g_01144	Prat.g_00362
OG0000511	Syar.g_01145	Prat.g_00363
OG0000512	Syar.g_01147	Prat.g_00365
OG0000513	Syar.g_01166	Prat.g_00373
OG0000514	Syar.g_01169	Prat.g_00390
OG0000515	Syar.g_01170	Prat.g_00391
OG0000516	Syar.g_01172	Prat.g_00392
OG0000517	Syar.g_01176	Prat.g_00395
OG0000518	Syar.g_02868	Prat.g_00407
OG0000519	Syar.g_02867	Prat.g_00408
OG0000520	Syar.g_02866	Prat.g_00410
OG0000521	Syar.g_01419	Prat.g_00415
OG0000522	Syar.g_01421	Prat.g_00417
OG0000523	Syar.g_01422	Prat.g_00418
OG0000524	Syar.g_01244	Prat.g_00424
OG0000525	Syar.g_01263	Prat.g_00428
OG0000526	Syar.g_01266	Prat.g_00429
OG0000527	Syar.g_01271	Prat.g_00432
OG0000528	Syar.g_01466	Prat.g_00438
OG0000529	Syar.g_01470	Prat.g_00441
OG0000530	Syar.g_01473	Prat.g_00444
OG0000531	Syar.g_01474	Prat.g_00445
OG0000532	Syar.g_01477	Prat.g_00447
OG0000533	Syar.g_01479	Prat.g_00448
OG0000534	Syar.g_01480	Prat.g_00449
OG0000535	Syar.g_01481	Prat.g_00450
OG0000536	Syar.g_01482	Prat.g_00451
OG0000537	Syar.g_01483	Prat.g_00453
OG0000538	Syar.g_01496	Prat.g_00463
OG0000539	Syar.g_01497	Prat.g_00464
OG0000540	Syar.g_01498	Prat.g_00465
OG0000541	Syar.g_01499	Prat.g_00466
OG0000542	Syar.g_01502	Prat.g_00468
OG0000543	Syar.g_01504	Prat.g_00470
OG0000544	Syar.g_01505	Prat.g_00471
OG0000545	Syar.g_01507	Prat.g_00473
OG0000546	Syar.g_01509	Prat.g_00476
OG0000547	Syar.g_01511	Prat.g_00478
OG0000548	Syar.g_01512	Prat.g_00479
OG0000549	Syar.g_02693	Prat.g_00482
OG0000550	Syar.g_02689	Prat.g_00486
OG0000551	Syar.g_02684	Prat.g_00489
OG0000552	Syar.g_02683	Prat.g_00490
OG0000553	Syar.g_02679	Prat.g_00491
OG0000554	Syar.g_02352	Prat.g_00496
OG0000555	Syar.g_02336	Prat.g_00503
OG0000556	Syar.g_02332	Prat.g_00505
