Orthogroup	Syar	Prag
OG0000456	Syar.g_00930	Prag.g_00218
OG0000457	Syar.g_00928	Prag.g_00219
OG0000458	Syar.g_00918	Prag.g_00220
OG0000459	Syar.g_00917	Prag.g_00221
OG0000460	Syar.g_03024	Prag.g_00228
OG0000461	Syar.g_00153	Prag.g_00235
OG0000462	Syar.g_00155	Prag.g_00237
OG0000463	Syar.g_00156	Prag.g_00238
OG0000464	Syar.g_00157	Prag.g_00239
OG0000465	Syar.g_00159	Prag.g_00240
OG0000466	Syar.g_00164	Prag.g_00243
OG0000467	Syar.g_00165	Prag.g_00244
OG0000468	Syar.g_00170	Prag.g_00245
OG0000469	Syar.g_00203	Prag.g_00253
OG0000470	Syar.g_00206	Prag.g_00255
OG0000471	Syar.g_00207	Prag.g_00256
OG0000472	Syar.g_00208	Prag.g_00257
OG0000473	Syar.g_00210	Prag.g_00259
OG0000474	Syar.g_00211	Prag.g_00260
OG0000475	Syar.g_00212	Prag.g_00261
OG0000476	Syar.g_00214	Prag.g_00262
OG0000477	Syar.g_00219	Prag.g_00266
OG0000478	Syar.g_00220	Prag.g_00267
OG0000479	Syar.g_00221	Prag.g_00268
OG0000480	Syar.g_00228	Prag.g_00273
OG0000481	Syar.g_00230	Prag.g_00275
OG0000482	Syar.g_00231	Prag.g_00276
OG0000483	Syar.g_00235	Prag.g_00279
OG0000484	Syar.g_00236	Prag.g_00280
OG0000485	Syar.g_00237	Prag.g_00281
OG0000486	Syar.g_00024, Syar.g_00238	Prag.g_00282
OG0000487	Syar.g_00245	Prag.g_00286
OG0000488	Syar.g_00853	Prag.g_00289
OG0000489	Syar.g_00833	Prag.g_00294
OG0000490	Syar.g_00823	Prag.g_00299
OG0000491	Syar.g_00822	Prag.g_00300
OG0000492	Syar.g_00727	Prag.g_00302
OG0000493	Syar.g_00726	Prag.g_00303
OG0000494	Syar.g_00725	Prag.g_00304
OG0000495	Syar.g_00724	Prag.g_00305
OG0000496	Syar.g_00723	Prag.g_00306
OG0000497	Syar.g_00722	Prag.g_00307
OG0000498	Syar.g_00721	Prag.g_00308
OG0000499	Syar.g_00720	Prag.g_00309
OG0000500	Syar.g_00719	Prag.g_00310
OG0000501	Syar.g_00716	Prag.g_00312
OG0000502	Syar.g_00275	Prag.g_00315
OG0000503	Syar.g_01118	Prag.g_00329
OG0000504	Syar.g_01120	Prag.g_00330
OG0000505	Syar.g_01121	Prag.g_00331
OG0000506	Syar.g_01123	Prag.g_00333
OG0000507	Syar.g_01129	Prag.g_00336
OG0000508	Syar.g_01141	Prag.g_00339
OG0000509	Syar.g_01143	Prag.g_00341
OG0000510	Syar.g_01144	Prag.g_00342
OG0000511	Syar.g_01145	Prag.g_00343
OG0000512	Syar.g_01147	Prag.g_00345
OG0000513	Syar.g_01166	Prag.g_00352
OG0000514	Syar.g_01169	Prag.g_00410
OG0000515	Syar.g_01170	Prag.g_00411
OG0000516	Syar.g_01172	Prag.g_00412
OG0000517	Syar.g_01176	Prag.g_00414
OG0000518	Syar.g_02868	Prag.g_00425
OG0000519	Syar.g_02867	Prag.g_00426
OG0000520	Syar.g_02866	Prag.g_00427
OG0000521	Syar.g_01419	Prag.g_00432
OG0000522	Syar.g_01421	Prag.g_00434
OG0000523	Syar.g_01422	Prag.g_00435
OG0000524	Syar.g_01244	Prag.g_00440
OG0000525	Syar.g_01263	Prag.g_00443
OG0000526	Syar.g_01266	Prag.g_00444
OG0000527	Syar.g_01271	Prag.g_00452
OG0000528	Syar.g_01466	Prag.g_00457
OG0000529	Syar.g_01470	Prag.g_00460
OG0000530	Syar.g_01473	Prag.g_00463
OG0000531	Syar.g_01474	Prag.g_00464
OG0000532	Syar.g_01477	Prag.g_00466
OG0000533	Syar.g_01479	Prag.g_00467
OG0000534	Syar.g_01480	Prag.g_00468
OG0000535	Syar.g_01481	Prag.g_00469
OG0000536	Syar.g_01482	Prag.g_00470
OG0000537	Syar.g_01483	Prag.g_00471
OG0000538	Syar.g_01496	Prag.g_00479
OG0000539	Syar.g_01497	Prag.g_00480
OG0000540	Syar.g_01498	Prag.g_00481
OG0000541	Syar.g_01499	Prag.g_00482
OG0000542	Syar.g_01502	Prag.g_00484
OG0000543	Syar.g_01504	Prag.g_00486
OG0000544	Syar.g_01505	Prag.g_00487
OG0000545	Syar.g_01507	Prag.g_00489
OG0000546	Syar.g_01509	Prag.g_00492
OG0000547	Syar.g_01511	Prag.g_00494
OG0000548	Syar.g_01512	Prag.g_00495
OG0000549	Syar.g_02693	Prag.g_00497
OG0000550	Syar.g_02689	Prag.g_00502
OG0000551	Syar.g_02684	Prag.g_00506
OG0000552	Syar.g_02683	Prag.g_00507
OG0000553	Syar.g_02679	Prag.g_00508
OG0000554	Syar.g_02352	Prag.g_00513
OG0000555	Syar.g_02336	Prag.g_00521
OG0000556	Syar.g_02332	Prag.g_00523
OG0000557	Syar.g_02328	Prag.g_00524
OG0000558	Syar.g_02326	Prag.g_00526
OG0000559	Syar.g_02322	Prag.g_00530
OG0000560	Syar.g_02320	Prag.g_00533
