Orthogroup	Syar	Prau
OG0000247	Syar.g_02310	Prau.g_00602
OG0000248	Syar.g_02307, Syar.g_03293	Prau.g_00604
OG0000249	Syar.g_02305	Prau.g_00606
OG0000250	Syar.g_02299, Syar.g_03194	Prau.g_00611
OG0000251	Syar.g_03207, Syar.g_02194	Prau.g_00629
OG0000252	Syar.g_02189, Syar.g_03263	Prau.g_00632
OG0000253	Syar.g_02028, Syar.g_03229	Prau.g_00633
OG0000254	Syar.g_02169	Prau.g_00649
OG0000255	Syar.g_00011, Syar.g_02224	Prau.g_00655
OG0000256	Syar.g_02244	Prau.g_00667
OG0000257	Syar.g_02407, Syar.g_01762	Prau.g_00670
OG0000258	Syar.g_02427, Syar.g_00010	Prau.g_00683
OG0000259	Syar.g_02472	Prau.g_00700
OG0000260	Syar.g_03220, Syar.g_02475	Prau.g_00703
OG0000261	Syar.g_01916	Prau.g_00705
OG0000262	Syar.g_01690	Prau.g_00709
OG0000263	Syar.g_01991	Prau.g_00721
OG0000264	Syar.g_02135, Syar.g_03267	Prau.g_00731
OG0000266	Syar.g_01570	Prau.g_00765
OG0000267	Syar.g_01873	Prau.g_00776
OG0000268	Syar.g_02589	Prau.g_00777
OG0000269	Syar.g_02634	Prau.g_00849
OG0000270	Syar.g_00744, Syar.g_02637	Prau.g_00852
OG0000271	Syar.g_02645	Prau.g_00860
OG0000272	Syar.g_02646	Prau.g_00861
OG0000273	Syar.g_02481, Syar.g_00008	Prau.g_00884
OG0000274	Syar.g_00009, Syar.g_02482	Prau.g_00885
OG0000275	Syar.g_01810	Prau.g_00887
OG0000276	Syar.g_01817	Prau.g_00892
OG0000277	Syar.g_01818, Syar.g_03242	Prau.g_00893
OG0000278	Syar.g_01821, Syar.g_03174	Prau.g_00896
OG0000279	Syar.g_01838	Prau.g_00904
OG0000280	Syar.g_02067, Syar.g_00734	Prau.g_00905
OG0000281	Syar.g_02218	Prau.g_00910
OG0000282	Syar.g_01614, Syar.g_03255	Prau.g_00958
OG0000283	Syar.g_02574	Prau.g_00992
OG0000284	Syar.g_03258, Syar.g_02568	Prau.g_00997
OG0000285	Syar.g_02560	Prau.g_01002
OG0000286	Syar.g_02540	Prau.g_01014
OG0000287	Syar.g_02512	Prau.g_01031
OG0000288	Syar.g_01801	Prau.g_01062
OG0000289	Syar.g_03305, Syar.g_01786	Prau.g_01073
OG0000290	Syar.g_01928	Prau.g_01086
OG0000291	Syar.g_01930	Prau.g_01088
OG0000292	Syar.g_00463	Prau.g_01136
OG0000293	Syar.g_03297, Syar.g_01526	Prau.g_01198
OG0000294	Syar.g_01527, Syar.g_03296	Prau.g_01199
OG0000295	Syar.g_01951, Syar.g_03208	Prau.g_01218
OG0000296	Syar.g_01953	Prau.g_01220
OG0000297	Syar.g_01967, Syar.g_03216	Prau.g_01228
OG0000298	Syar.g_01968, Syar.g_03215	Prau.g_01229
OG0000299	Syar.g_01704	Prau.g_01246
OG0000300	Syar.g_01646, Syar.g_01711	Prau.g_01249
OG0000301	Syar.g_01712	Prau.g_01250
OG0000302	Syar.g_01713	Prau.g_01252
OG0000303	Syar.g_03136, Syar.g_01723	Prau.g_01259
OG0000304	Syar.g_01728	Prau.g_01263
OG0000305	Syar.g_01933, Syar.g_03163	Prau.g_01401
OG0000306	Syar.g_01884, Syar.g_03140	Prau.g_01404
OG0000307	Syar.g_01452, Syar.g_03153	Prau.g_01418
OG0000308	Syar.g_01450	Prau.g_01419
OG0000309	Syar.g_01239	Prau.g_01423
OG0000310	Syar.g_02826	Prau.g_01513
OG0000311	Syar.g_02823	Prau.g_01515
OG0000312	Syar.g_00015, Syar.g_02818	Prau.g_01518
OG0000313	Syar.g_02804	Prau.g_01535
OG0000314	Syar.g_01403	Prau.g_01558
OG0000315	Syar.g_01393	Prau.g_01568
OG0000316	Syar.g_02885	Prau.g_01588
OG0000317	Syar.g_02926	Prau.g_01730
OG0000318	Syar.g_02930	Prau.g_01733
OG0000319	Syar.g_02954	Prau.g_01746
OG0000320	Syar.g_02956	Prau.g_01748
OG0000321	Syar.g_02957	Prau.g_01749
OG0000322	Syar.g_02958	Prau.g_01750
OG0000323	Syar.g_02973	Prau.g_01759
OG0000324	Syar.g_00350, Syar.g_03001	Prau.g_01785
OG0000325	Syar.g_03291, Syar.g_00148	Prau.g_01795
OG0000326	Syar.g_00139, Syar.g_03134	Prau.g_01801
OG0000327	Syar.g_01029	Prau.g_01828
OG0000328	Syar.g_01030	Prau.g_01829
OG0000329	Syar.g_03189, Syar.g_01048	Prau.g_01846
OG0000330	Syar.g_03190, Syar.g_01049	Prau.g_01847
OG0000331	Syar.g_01050, Syar.g_03191	Prau.g_01848
OG0000332	Syar.g_01064, Syar.g_03299	Prau.g_01862
OG0000333	Syar.g_01067	Prau.g_01864
OG0000334	Syar.g_01076	Prau.g_01872
OG0000335	Syar.g_01080	Prau.g_01877
OG0000336	Syar.g_01084	Prau.g_01881
OG0000337	Syar.g_00285	Prau.g_01897
OG0000338	Syar.g_03225, Syar.g_00287	Prau.g_01898
OG0000339	Syar.g_00658	Prau.g_01902
OG0000340	Syar.g_00247	Prau.g_01910
OG0000341	Syar.g_00249	Prau.g_01912
OG0000342	Syar.g_00250	Prau.g_01913
OG0000343	Syar.g_00256	Prau.g_01914
OG0000344	Syar.g_00260	Prau.g_01917
OG0000345	Syar.g_00612	Prau.g_01922
OG0000346	Syar.g_00607	Prau.g_01926
OG0000347	Syar.g_00558	Prau.g_01942
OG0000348	Syar.g_00544	Prau.g_01952
OG0000349	Syar.g_00521	Prau.g_01969
OG0000350	Syar.g_00132	Prau.g_01987, Prau.g_01297
OG0000351	Syar.g_00442	Prau.g_02004
OG0000352	Syar.g_00443	Prau.g_02005
OG0000353	Syar.g_00469	Prau.g_02021
OG0000355	Syar.g_00471	Prau.g_00001
OG0000356	Syar.g_00472	Prau.g_00002
OG0000357	Syar.g_00473	Prau.g_00003
OG0000358	Syar.g_00477	Prau.g_00007
OG0000359	Syar.g_00479	Prau.g_00008
OG0000360	Syar.g_00480	Prau.g_00009
OG0000361	Syar.g_00481	Prau.g_00010
OG0000362	Syar.g_00483	Prau.g_00012
OG0000363	Syar.g_00484	Prau.g_00014
OG0000364	Syar.g_02928	Prau.g_00015
OG0000365	Syar.g_00493	Prau.g_00020
OG0000366	Syar.g_00494	Prau.g_00021
OG0000367	Syar.g_03262, Syar.g_00495	Prau.g_00022
OG0000368	Syar.g_00497	Prau.g_00024
OG0000369	Syar.g_00498	Prau.g_00025
OG0000370	Syar.g_00499	Prau.g_00026
OG0000371	Syar.g_00508	Prau.g_00031
OG0000372	Syar.g_00514	Prau.g_00034
OG0000373	Syar.g_00515	Prau.g_00035
OG0000374	Syar.g_00516	Prau.g_00036
OG0000375	Syar.g_00517	Prau.g_00047
OG0000376	Syar.g_00519	Prau.g_00049
OG0000377	Syar.g_00322	Prau.g_00053
OG0000378	Syar.g_00905	Prau.g_00055
OG0000379	Syar.g_00910	Prau.g_00058
OG0000380	Syar.g_03039	Prau.g_00068
OG0000381	Syar.g_03041	Prau.g_00072
OG0000382	Syar.g_03057	Prau.g_00082
OG0000383	Syar.g_03074	Prau.g_00084
OG0000384	Syar.g_03075	Prau.g_00085
OG0000385	Syar.g_03076	Prau.g_00086
OG0000386	Syar.g_03077	Prau.g_00087
OG0000387	Syar.g_03109	Prau.g_00100
OG0000388	Syar.g_03148, Syar.g_03113	Prau.g_00103
OG0000389	Syar.g_03118	Prau.g_00107
OG0000390	Syar.g_00033	Prau.g_00114
OG0000391	Syar.g_00038	Prau.g_00117
OG0000392	Syar.g_00045	Prau.g_00121
OG0000393	Syar.g_00048	Prau.g_00123
OG0000394	Syar.g_00049	Prau.g_00124
OG0000395	Syar.g_00050	Prau.g_00125
OG0000396	Syar.g_00053	Prau.g_00128
OG0000397	Syar.g_00055	Prau.g_00130
OG0000398	Syar.g_00060	Prau.g_00132
OG0000399	Syar.g_00061	Prau.g_00133
OG0000400	Syar.g_00062	Prau.g_00134
OG0000401	Syar.g_00063	Prau.g_00135
OG0000402	Syar.g_00065	Prau.g_00137
OG0000403	Syar.g_00066	Prau.g_00138
OG0000404	Syar.g_00067	Prau.g_00139
OG0000405	Syar.g_00076	Prau.g_00143
OG0000406	Syar.g_00080	Prau.g_00148
OG0000407	Syar.g_00081	Prau.g_00149
OG0000408	Syar.g_00083	Prau.g_00151
OG0000409	Syar.g_00085	Prau.g_00153
OG0000410	Syar.g_00086	Prau.g_00154
OG0000411	Syar.g_00087	Prau.g_00155
OG0000412	Syar.g_00088	Prau.g_00156
OG0000413	Syar.g_00090	Prau.g_00157
OG0000414	Syar.g_00091, Syar.g_03179	Prau.g_00158
OG0000415	Syar.g_00092	Prau.g_00159
OG0000416	Syar.g_00093	Prau.g_00160
OG0000417	Syar.g_00095	Prau.g_00161
OG0000418	Syar.g_00100	Prau.g_00166
OG0000419	Syar.g_00102	Prau.g_00168
OG0000420	Syar.g_00104	Prau.g_00169
OG0000421	Syar.g_00109	Prau.g_00174
OG0000422	Syar.g_00110	Prau.g_00175
OG0000423	Syar.g_00111	Prau.g_00176
OG0000424	Syar.g_00112	Prau.g_00177
OG0000425	Syar.g_00113	Prau.g_00178
OG0000426	Syar.g_00114	Prau.g_00179
OG0000427	Syar.g_00115	Prau.g_00180
OG0000428	Syar.g_00118	Prau.g_00182
OG0000429	Syar.g_00121	Prau.g_00183
OG0000430	Syar.g_00123	Prau.g_00184
OG0000431	Syar.g_00127	Prau.g_00186
OG0000432	Syar.g_01009	Prau.g_00189
OG0000433	Syar.g_01007	Prau.g_00190
OG0000434	Syar.g_01006	Prau.g_00191
OG0000435	Syar.g_01003	Prau.g_00192
OG0000436	Syar.g_00994	Prau.g_00197
OG0000437	Syar.g_00993	Prau.g_00198
OG0000438	Syar.g_00992	Prau.g_00199
OG0000439	Syar.g_00990	Prau.g_00201
OG0000440	Syar.g_00989	Prau.g_00202
OG0000441	Syar.g_00986	Prau.g_00205
OG0000442	Syar.g_00977	Prau.g_00206
OG0000443	Syar.g_00964	Prau.g_00207
OG0000444	Syar.g_00954	Prau.g_00212
OG0000445	Syar.g_00953	Prau.g_00213
OG0000446	Syar.g_00951	Prau.g_00214
OG0000447	Syar.g_00948	Prau.g_00215
OG0000448	Syar.g_00947	Prau.g_00216
OG0000449	Syar.g_00946	Prau.g_00217
OG0000450	Syar.g_00939	Prau.g_00218
OG0000451	Syar.g_00938	Prau.g_00219
OG0000452	Syar.g_00934	Prau.g_00222
OG0000453	Syar.g_00933	Prau.g_00223
OG0000454	Syar.g_00932	Prau.g_00224
OG0000455	Syar.g_00931	Prau.g_00225
OG0000456	Syar.g_00930	Prau.g_00226
OG0000457	Syar.g_00928	Prau.g_00227
OG0000458	Syar.g_00918	Prau.g_00228
OG0000459	Syar.g_00917	Prau.g_00229
OG0000460	Syar.g_03024	Prau.g_00236
OG0000461	Syar.g_00153	Prau.g_00244
OG0000462	Syar.g_00155	Prau.g_00246
OG0000463	Syar.g_00156	Prau.g_00247
OG0000464	Syar.g_00157	Prau.g_00248
OG0000465	Syar.g_00159	Prau.g_00249
OG0000466	Syar.g_00164	Prau.g_00252
OG0000467	Syar.g_00165	Prau.g_00253
OG0000468	Syar.g_00170	Prau.g_00255
OG0000469	Syar.g_00203	Prau.g_00264
OG0000470	Syar.g_00206	Prau.g_00266
OG0000471	Syar.g_00207	Prau.g_00267
OG0000472	Syar.g_00208	Prau.g_00268
OG0000473	Syar.g_00210	Prau.g_00270
OG0000474	Syar.g_00211	Prau.g_00271
OG0000475	Syar.g_00212	Prau.g_00272
OG0000476	Syar.g_00214	Prau.g_00273
OG0000477	Syar.g_00219	Prau.g_00277
OG0000478	Syar.g_00220	Prau.g_00278
OG0000479	Syar.g_00221	Prau.g_00279
OG0000480	Syar.g_00228	Prau.g_00284
OG0000481	Syar.g_00230	Prau.g_00286
OG0000482	Syar.g_00231	Prau.g_00287
OG0000483	Syar.g_00235	Prau.g_00290
OG0000484	Syar.g_00236	Prau.g_00291
OG0000485	Syar.g_00237	Prau.g_00292
OG0000486	Syar.g_00024, Syar.g_00238	Prau.g_00293
OG0000487	Syar.g_00245	Prau.g_00297
OG0000488	Syar.g_00853	Prau.g_00300
OG0000489	Syar.g_00833	Prau.g_00305
OG0000490	Syar.g_00823	Prau.g_00310
OG0000491	Syar.g_00822	Prau.g_00311
OG0000492	Syar.g_00727	Prau.g_00313
OG0000493	Syar.g_00726	Prau.g_00314
OG0000494	Syar.g_00725	Prau.g_00315
OG0000495	Syar.g_00724	Prau.g_00316
OG0000496	Syar.g_00723	Prau.g_00317
OG0000497	Syar.g_00722	Prau.g_00318
OG0000498	Syar.g_00721	Prau.g_00319
OG0000499	Syar.g_00720	Prau.g_00320
OG0000500	Syar.g_00719	Prau.g_00321
OG0000501	Syar.g_00716	Prau.g_00323
OG0000502	Syar.g_00275	Prau.g_00326
OG0000503	Syar.g_01118	Prau.g_00336
OG0000504	Syar.g_01120	Prau.g_00337
OG0000505	Syar.g_01121	Prau.g_00338
OG0000506	Syar.g_01123	Prau.g_00340
OG0000507	Syar.g_01129	Prau.g_00343
OG0000508	Syar.g_01141	Prau.g_00347
OG0000509	Syar.g_01143	Prau.g_00349
OG0000510	Syar.g_01144	Prau.g_00350
OG0000511	Syar.g_01145	Prau.g_00351
OG0000512	Syar.g_01147	Prau.g_00353
OG0000513	Syar.g_01166	Prau.g_00360
OG0000514	Syar.g_01169	Prau.g_00472
OG0000515	Syar.g_01170	Prau.g_00473
OG0000516	Syar.g_01172	Prau.g_00474
OG0000517	Syar.g_01176	Prau.g_00476
OG0000518	Syar.g_02868	Prau.g_00487
OG0000519	Syar.g_02867	Prau.g_00488
OG0000520	Syar.g_02866	Prau.g_00489
OG0000521	Syar.g_01419	Prau.g_00494
OG0000522	Syar.g_01421	Prau.g_00496
OG0000523	Syar.g_01422	Prau.g_00497
OG0000524	Syar.g_01244	Prau.g_00503
OG0000525	Syar.g_01263	Prau.g_00506
OG0000526	Syar.g_01266	Prau.g_00507
OG0000527	Syar.g_01271	Prau.g_00514
OG0000528	Syar.g_01466	Prau.g_00519
OG0000529	Syar.g_01470	Prau.g_00522
OG0000530	Syar.g_01473	Prau.g_00525
OG0000531	Syar.g_01474	Prau.g_00526
OG0000532	Syar.g_01477	Prau.g_00528
OG0000533	Syar.g_01479	Prau.g_00529
OG0000534	Syar.g_01480	Prau.g_00530
OG0000535	Syar.g_01481	Prau.g_00531
OG0000536	Syar.g_01482	Prau.g_00532
OG0000537	Syar.g_01483	Prau.g_00533
OG0000538	Syar.g_01496	Prau.g_00541
OG0000539	Syar.g_01497	Prau.g_00542
OG0000540	Syar.g_01498	Prau.g_00543
OG0000541	Syar.g_01499	Prau.g_00544
OG0000542	Syar.g_01502	Prau.g_00546
OG0000543	Syar.g_01504	Prau.g_00548
OG0000544	Syar.g_01505	Prau.g_00549
OG0000545	Syar.g_01507	Prau.g_00551
OG0000546	Syar.g_01509	Prau.g_00554
OG0000547	Syar.g_01511	Prau.g_00556
OG0000548	Syar.g_01512	Prau.g_00557
OG0000549	Syar.g_02693	Prau.g_00559
OG0000550	Syar.g_02689	Prau.g_00564
OG0000551	Syar.g_02684	Prau.g_00567
OG0000552	Syar.g_02683	Prau.g_00568
OG0000553	Syar.g_02679	Prau.g_00569
OG0000554	Syar.g_02352	Prau.g_00574
OG0000555	Syar.g_02336	Prau.g_00582
OG0000556	Syar.g_02332	Prau.g_00584
