Orthogroup	Syar	Prbn
OG0000112	Syar.g_03195, Syar.g_02548	Prbn.g_00468
OG0000113	Syar.g_02664	Prbn.g_01523
OG0000114	Syar.g_01616	Prbn.g_01621
OG0000115	Syar.g_02854, Syar.g_01415	Prbn.g_01120
OG0000116	Syar.g_01525, Syar.g_02255	Prbn.g_01178
OG0000117	Syar.g_01969	Prbn.g_00389
OG0000118	Syar.g_02793	Prbn.g_01071
OG0000120	Syar.g_00713	Prbn.g_00170
OG0000121	Syar.g_02806	Prbn.g_00214
OG0000123	Syar.g_01079	Prbn.g_01888
OG0000124	Syar.g_00586	Prbn.g_00979
OG0000125	Syar.g_00338	Prbn.g_00944
OG0000126	Syar.g_00887, Syar.g_00888	Prbn.g_00295
OG0000128	Syar.g_00482	Prbn.g_00002, Prbn.g_00003
OG0000129	Syar.g_00324	Prbn.g_00737
OG0000130	Syar.g_03040	Prbn.g_00708
OG0000131	Syar.g_02216, Syar.g_00078	Prbn.g_01269
OG0000132	Syar.g_00099	Prbn.g_01249
OG0000133	Syar.g_02543	Prbn.g_00088
OG0000134	Syar.g_02009, Syar.g_01165	Prbn.g_00694
OG0000135	Syar.g_00698	Prbn.g_01102
OG0000136	Syar.g_02874	Prbn.g_00672
OG0000137	Syar.g_01273	Prbn.g_00639
OG0000138	Syar.g_01486	Prbn.g_00619
OG0000139	Syar.g_03245, Syar.g_02348	Prbn.g_00579
OG0000140	Syar.g_02344, Syar.g_03246	Prbn.g_00578
OG0000141	Syar.g_02129	Prbn.g_00507
OG0000142	Syar.g_02418	Prbn.g_00426
OG0000143	Syar.g_02422	Prbn.g_00430
OG0000144	Syar.g_02441	Prbn.g_00444
OG0000145	Syar.g_01494, Syar.g_03205	Prbn.g_01100
OG0000146	Syar.g_02549	Prbn.g_00469
OG0000147	Syar.g_02550	Prbn.g_00470
OG0000148	Syar.g_02658	Prbn.g_01529
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prbn.g_01497
OG0000150	Syar.g_02130	Prbn.g_01487
OG0000151	Syar.g_02038	Prbn.g_01611
OG0000152	Syar.g_02539	Prbn.g_01418
OG0000153	Syar.g_03283, Syar.g_02503	Prbn.g_01399
OG0000154	Syar.g_01800	Prbn.g_01379
OG0000155	Syar.g_01959	Prbn.g_01210
OG0000156	Syar.g_01517	Prbn.g_01095
OG0000157	Syar.g_01516	Prbn.g_01094
OG0000158	Syar.g_00650	Prbn.g_01014
OG0000159	Syar.g_02359, Syar.g_02762	Prbn.g_00717
OG0000160	Syar.g_02807	Prbn.g_00213
OG0000161	Syar.g_02801	Prbn.g_00219
OG0000162	Syar.g_02863	Prbn.g_00225
OG0000163	Syar.g_00639, Syar.g_01186	Prbn.g_00264
OG0000164	Syar.g_03168, Syar.g_02969	Prbn.g_01770
OG0000165	Syar.g_02976	Prbn.g_01777
OG0000166	Syar.g_01034	Prbn.g_01844
OG0000167	Syar.g_00662	Prbn.g_01915
OG0000168	Syar.g_00246	Prbn.g_01013
OG0000169	Syar.g_00262	Prbn.g_01003
OG0000170	Syar.g_00613	Prbn.g_01000
OG0000171	Syar.g_00587	Prbn.g_00980
OG0000172	Syar.g_00547	Prbn.g_00973
OG0000173	Syar.g_00528	Prbn.g_00958
OG0000174	Syar.g_00701	Prbn.g_00929
OG0000175	Syar.g_00438	Prbn.g_00916
OG0000176	Syar.g_00474	Prbn.g_00010
OG0000177	Syar.g_00475	Prbn.g_00009
OG0000178	Syar.g_00476	Prbn.g_00008
OG0000179	Syar.g_00489	Prbn.g_00766
OG0000180	Syar.g_00490	Prbn.g_00765
OG0000181	Syar.g_00491	Prbn.g_00764
OG0000182	Syar.g_00492	Prbn.g_00763
OG0000183	Syar.g_00496	Prbn.g_00759
OG0000184	Syar.g_00897	Prbn.g_00733
OG0000185	Syar.g_00909	Prbn.g_00730
OG0000186	Syar.g_03036	Prbn.g_00714
OG0000187	Syar.g_03038	Prbn.g_00713
OG0000188	Syar.g_03058	Prbn.g_01339
OG0000189	Syar.g_03104	Prbn.g_01325
OG0000190	Syar.g_03107, Syar.g_02374	Prbn.g_01323
OG0000191	Syar.g_00039	Prbn.g_01300
OG0000192	Syar.g_00046	Prbn.g_01295
OG0000193	Syar.g_00079	Prbn.g_01268
OG0000194	Syar.g_03236, Syar.g_00082	Prbn.g_01265
OG0000195	Syar.g_00023, Syar.g_00084	Prbn.g_01263
OG0000196	Syar.g_00096	Prbn.g_01252
OG0000197	Syar.g_00097	Prbn.g_01251
OG0000198	Syar.g_00098	Prbn.g_01250
OG0000199	Syar.g_00106	Prbn.g_01243, Prbn.g_00384
OG0000200	Syar.g_00124	Prbn.g_00370
OG0000201	Syar.g_01000	Prbn.g_00361
OG0000202	Syar.g_00998, Syar.g_00021	Prbn.g_00360
OG0000203	Syar.g_00020, Syar.g_00997	Prbn.g_00359
OG0000204	Syar.g_00996	Prbn.g_00358
OG0000205	Syar.g_00988	Prbn.g_00351
OG0000206	Syar.g_00963	Prbn.g_00346
OG0000207	Syar.g_00957	Prbn.g_00343
OG0000208	Syar.g_00956	Prbn.g_00342
OG0000209	Syar.g_00936, Syar.g_03261	Prbn.g_00333
OG0000210	Syar.g_00935, Syar.g_03260	Prbn.g_00332
OG0000211	Syar.g_03026	Prbn.g_00317
OG0000212	Syar.g_03017	Prbn.g_00309
OG0000213	Syar.g_00187	Prbn.g_00024
OG0000214	Syar.g_00209	Prbn.g_00034
OG0000215	Syar.g_00239	Prbn.g_00061
OG0000216	Syar.g_00244	Prbn.g_00062
OG0000217	Syar.g_00854	Prbn.g_00065
OG0000218	Syar.g_00852	Prbn.g_00067
OG0000219	Syar.g_00851	Prbn.g_00068
OG0000220	Syar.g_00850, Syar.g_02026	Prbn.g_00069
OG0000221	Syar.g_00834	Prbn.g_00070
OG0000222	Syar.g_02119, Syar.g_00728	Prbn.g_00077
OG0000223	Syar.g_00649	Prbn.g_00089
OG0000224	Syar.g_00762, Syar.g_00273	Prbn.g_00091
OG0000225	Syar.g_01142	Prbn.g_00117
OG0000226	Syar.g_01146	Prbn.g_00121
OG0000227	Syar.g_01148	Prbn.g_00123
OG0000228	Syar.g_01161	Prbn.g_00697
OG0000229	Syar.g_01177, Syar.g_03273	Prbn.g_00677
OG0000230	Syar.g_01179, Syar.g_03275	Prbn.g_00675
OG0000231	Syar.g_02865, Syar.g_03151	Prbn.g_00664
OG0000232	Syar.g_01424	Prbn.g_00653
OG0000233	Syar.g_03183, Syar.g_01247	Prbn.g_00647
OG0000234	Syar.g_01275	Prbn.g_00638
OG0000235	Syar.g_01468	Prbn.g_00635
OG0000236	Syar.g_03311, Syar.g_01484	Prbn.g_00621
OG0000237	Syar.g_01503	Prbn.g_00608
OG0000238	Syar.g_01508	Prbn.g_00602
OG0000239	Syar.g_03277, Syar.g_02687	Prbn.g_00591
OG0000240	Syar.g_03278, Syar.g_02686	Prbn.g_00590
OG0000241	Syar.g_02410	Prbn.g_00586
OG0000242	Syar.g_01926	Prbn.g_00584
OG0000243	Syar.g_02335	Prbn.g_00573
OG0000244	Syar.g_02327	Prbn.g_00570
OG0000245	Syar.g_02325, Syar.g_03238	Prbn.g_00568
OG0000246	Syar.g_02321	Prbn.g_00564
OG0000247	Syar.g_02310	Prbn.g_00554
OG0000248	Syar.g_02307, Syar.g_03293	Prbn.g_00551
OG0000249	Syar.g_02305	Prbn.g_00549
OG0000250	Syar.g_02299, Syar.g_03194	Prbn.g_00544
OG0000251	Syar.g_03207, Syar.g_02194	Prbn.g_00524
OG0000252	Syar.g_02189, Syar.g_03263	Prbn.g_00521
OG0000253	Syar.g_02028, Syar.g_03229	Prbn.g_00520
OG0000254	Syar.g_02169	Prbn.g_00503
OG0000255	Syar.g_00011, Syar.g_02224	Prbn.g_00497
OG0000256	Syar.g_02244	Prbn.g_00487
OG0000257	Syar.g_02407, Syar.g_01762	Prbn.g_00421
OG0000258	Syar.g_02427, Syar.g_00010	Prbn.g_00435
OG0000259	Syar.g_02472	Prbn.g_00835
OG0000260	Syar.g_03220, Syar.g_02475	Prbn.g_00838
OG0000261	Syar.g_01916	Prbn.g_00841
OG0000262	Syar.g_01690	Prbn.g_00845
OG0000263	Syar.g_01991	Prbn.g_01583
OG0000264	Syar.g_02135, Syar.g_03267	Prbn.g_01572
OG0000266	Syar.g_01570	Prbn.g_00864
OG0000267	Syar.g_01873	Prbn.g_01350
OG0000268	Syar.g_02589	Prbn.g_01351
OG0000269	Syar.g_02634	Prbn.g_01551
OG0000270	Syar.g_00744, Syar.g_02637	Prbn.g_01548
OG0000271	Syar.g_02645	Prbn.g_01540
OG0000272	Syar.g_02646	Prbn.g_01539
OG0000273	Syar.g_02481, Syar.g_00008	Prbn.g_01515
OG0000274	Syar.g_00009, Syar.g_02482	Prbn.g_01514
OG0000275	Syar.g_01810	Prbn.g_01511
OG0000276	Syar.g_01817	Prbn.g_01505
OG0000277	Syar.g_01818, Syar.g_03242	Prbn.g_01504
OG0000278	Syar.g_01821, Syar.g_03174	Prbn.g_01501
OG0000279	Syar.g_01838	Prbn.g_01494
OG0000280	Syar.g_02067, Syar.g_00734	Prbn.g_01493
OG0000281	Syar.g_02218	Prbn.g_01486
OG0000282	Syar.g_01614, Syar.g_03255	Prbn.g_01619
OG0000283	Syar.g_02574	Prbn.g_01442
OG0000284	Syar.g_03258, Syar.g_02568	Prbn.g_01437
OG0000285	Syar.g_02560	Prbn.g_01432
OG0000286	Syar.g_02540	Prbn.g_01419
OG0000287	Syar.g_02512	Prbn.g_01123
OG0000288	Syar.g_01801	Prbn.g_01380
OG0000289	Syar.g_03305, Syar.g_01786	Prbn.g_01364
OG0000290	Syar.g_01928	Prbn.g_01468
OG0000291	Syar.g_01930	Prbn.g_01470
OG0000292	Syar.g_00463	Prbn.g_01144
OG0000293	Syar.g_03297, Syar.g_01526	Prbn.g_01179
OG0000294	Syar.g_01527, Syar.g_03296	Prbn.g_01180
OG0000295	Syar.g_01951, Syar.g_03208	Prbn.g_01203
OG0000296	Syar.g_01953	Prbn.g_01205
OG0000297	Syar.g_01967, Syar.g_03216	Prbn.g_00387
OG0000298	Syar.g_01968, Syar.g_03215	Prbn.g_00388
OG0000299	Syar.g_01704	Prbn.g_00407
OG0000300	Syar.g_01646, Syar.g_01711	Prbn.g_00410
OG0000301	Syar.g_01712	Prbn.g_00411
OG0000302	Syar.g_01713	Prbn.g_00413
OG0000303	Syar.g_03136, Syar.g_01723	Prbn.g_00419
OG0000304	Syar.g_01728	Prbn.g_00482
OG0000305	Syar.g_01933, Syar.g_03163	Prbn.g_01146
OG0000306	Syar.g_01884, Syar.g_03140	Prbn.g_01482
OG0000307	Syar.g_01452, Syar.g_03153	Prbn.g_00159
OG0000308	Syar.g_01450	Prbn.g_00160
OG0000309	Syar.g_01239	Prbn.g_00164
OG0000310	Syar.g_02826	Prbn.g_00198
OG0000311	Syar.g_02823	Prbn.g_00200
OG0000312	Syar.g_00015, Syar.g_02818	Prbn.g_00203
OG0000313	Syar.g_02804	Prbn.g_00216
OG0000314	Syar.g_01403	Prbn.g_00239
OG0000315	Syar.g_01393	Prbn.g_00249
OG0000316	Syar.g_02885	Prbn.g_00274
OG0000317	Syar.g_02926	Prbn.g_01742
OG0000318	Syar.g_02930	Prbn.g_01746
OG0000319	Syar.g_02954	Prbn.g_01759
OG0000320	Syar.g_02956	Prbn.g_01761
OG0000321	Syar.g_02957	Prbn.g_01762
OG0000322	Syar.g_02958	Prbn.g_01763
OG0000323	Syar.g_02973	Prbn.g_01773
OG0000324	Syar.g_00350, Syar.g_03001	Prbn.g_01800
OG0000325	Syar.g_03291, Syar.g_00148	Prbn.g_01811
OG0000326	Syar.g_00139, Syar.g_03134	Prbn.g_01818
OG0000327	Syar.g_01029	Prbn.g_01839
OG0000328	Syar.g_01030	Prbn.g_01840
OG0000329	Syar.g_03189, Syar.g_01048	Prbn.g_01857
OG0000330	Syar.g_03190, Syar.g_01049	Prbn.g_01858
OG0000331	Syar.g_01050, Syar.g_03191	Prbn.g_01859
OG0000332	Syar.g_01064, Syar.g_03299	Prbn.g_01873
OG0000333	Syar.g_01067	Prbn.g_01875
OG0000334	Syar.g_01076	Prbn.g_01884
OG0000335	Syar.g_01080	Prbn.g_01889
OG0000336	Syar.g_01084	Prbn.g_01893
OG0000337	Syar.g_00285	Prbn.g_01911
OG0000338	Syar.g_03225, Syar.g_00287	Prbn.g_01912
OG0000339	Syar.g_00658	Prbn.g_01918
OG0000340	Syar.g_00247	Prbn.g_01012
OG0000341	Syar.g_00249	Prbn.g_01010
OG0000342	Syar.g_00250	Prbn.g_01009
OG0000343	Syar.g_00256	Prbn.g_01008
OG0000344	Syar.g_00260	Prbn.g_01005
OG0000345	Syar.g_00612	Prbn.g_00999
OG0000346	Syar.g_00607	Prbn.g_00995
OG0000347	Syar.g_00558	Prbn.g_00978
OG0000348	Syar.g_00544	Prbn.g_00970
OG0000349	Syar.g_00521	Prbn.g_00953
OG0000350	Syar.g_00132	Prbn.g_00798
OG0000351	Syar.g_00442	Prbn.g_00913
OG0000352	Syar.g_00443	Prbn.g_00912
OG0000353	Syar.g_00469	Prbn.g_00299
OG0000355	Syar.g_00471	Prbn.g_00301
OG0000356	Syar.g_00472	Prbn.g_00302
OG0000357	Syar.g_00473	Prbn.g_00011
OG0000358	Syar.g_00477	Prbn.g_00007
OG0000359	Syar.g_00479	Prbn.g_00006
OG0000360	Syar.g_00480	Prbn.g_00005
OG0000361	Syar.g_00481	Prbn.g_00004
OG0000362	Syar.g_00483	Prbn.g_00001
OG0000363	Syar.g_00484	Prbn.g_00768
OG0000364	Syar.g_02928	Prbn.g_00767
OG0000365	Syar.g_00493	Prbn.g_00762
OG0000366	Syar.g_00494	Prbn.g_00761
OG0000367	Syar.g_03262, Syar.g_00495	Prbn.g_00760
OG0000368	Syar.g_00497	Prbn.g_00758
OG0000369	Syar.g_00498	Prbn.g_00757
OG0000370	Syar.g_00499	Prbn.g_00756
OG0000371	Syar.g_00508	Prbn.g_00749
OG0000372	Syar.g_00514	Prbn.g_00746
OG0000373	Syar.g_00515	Prbn.g_00745
OG0000374	Syar.g_00516	Prbn.g_00744
OG0000375	Syar.g_00517	Prbn.g_00742
OG0000376	Syar.g_00519	Prbn.g_00740
OG0000377	Syar.g_00322	Prbn.g_00736
OG0000378	Syar.g_00905	Prbn.g_00732
OG0000379	Syar.g_00910	Prbn.g_00729
OG0000380	Syar.g_03039	Prbn.g_00712
OG0000381	Syar.g_03041	Prbn.g_00707
OG0000382	Syar.g_03057	Prbn.g_01340
OG0000383	Syar.g_03074	Prbn.g_01338
OG0000384	Syar.g_03075	Prbn.g_01337
OG0000385	Syar.g_03076	Prbn.g_01336
OG0000386	Syar.g_03077	Prbn.g_01335
OG0000387	Syar.g_03109	Prbn.g_01321
OG0000388	Syar.g_03148, Syar.g_03113	Prbn.g_01317
OG0000389	Syar.g_03118	Prbn.g_01314
OG0000390	Syar.g_00033	Prbn.g_01304
OG0000391	Syar.g_00038	Prbn.g_01301
OG0000392	Syar.g_00045	Prbn.g_01297
OG0000393	Syar.g_00048	Prbn.g_01294
OG0000394	Syar.g_00049	Prbn.g_01293
OG0000395	Syar.g_00050	Prbn.g_01292
OG0000396	Syar.g_00053	Prbn.g_01290
OG0000397	Syar.g_00055	Prbn.g_01288
OG0000398	Syar.g_00060	Prbn.g_01285
OG0000399	Syar.g_00061	Prbn.g_01284
OG0000400	Syar.g_00062	Prbn.g_01283
OG0000401	Syar.g_00063	Prbn.g_01282
OG0000402	Syar.g_00065	Prbn.g_01356
OG0000403	Syar.g_00066	Prbn.g_01280
OG0000404	Syar.g_00067	Prbn.g_01279
OG0000405	Syar.g_00076	Prbn.g_01275
OG0000406	Syar.g_00080	Prbn.g_01267
OG0000407	Syar.g_00081	Prbn.g_01266
OG0000408	Syar.g_00083	Prbn.g_01264
OG0000409	Syar.g_00085	Prbn.g_01262
OG0000410	Syar.g_00086	Prbn.g_01261
OG0000411	Syar.g_00087	Prbn.g_01260
OG0000412	Syar.g_00088	Prbn.g_01259
OG0000413	Syar.g_00090	Prbn.g_01257
OG0000414	Syar.g_00091, Syar.g_03179	Prbn.g_01256
OG0000415	Syar.g_00092	Prbn.g_01255
OG0000416	Syar.g_00093	Prbn.g_01254
OG0000417	Syar.g_00095	Prbn.g_01253
OG0000418	Syar.g_00100	Prbn.g_01248
OG0000419	Syar.g_00102	Prbn.g_01246
OG0000420	Syar.g_00104	Prbn.g_01245
OG0000421	Syar.g_00109	Prbn.g_00381
OG0000422	Syar.g_00110	Prbn.g_00380
OG0000423	Syar.g_00111	Prbn.g_00379
OG0000424	Syar.g_00112	Prbn.g_00378
OG0000425	Syar.g_00113	Prbn.g_00377
OG0000426	Syar.g_00114	Prbn.g_00376
OG0000427	Syar.g_00115	Prbn.g_00375
OG0000428	Syar.g_00118	Prbn.g_00373
OG0000429	Syar.g_00121	Prbn.g_00372
OG0000430	Syar.g_00123	Prbn.g_00371
OG0000431	Syar.g_00127	Prbn.g_00369
OG0000432	Syar.g_01009	Prbn.g_00365
OG0000433	Syar.g_01007	Prbn.g_00364
OG0000434	Syar.g_01006	Prbn.g_00363
OG0000435	Syar.g_01003	Prbn.g_00362
OG0000436	Syar.g_00994	Prbn.g_00357
OG0000437	Syar.g_00993	Prbn.g_00356
OG0000438	Syar.g_00992	Prbn.g_00355
OG0000439	Syar.g_00990	Prbn.g_00353
OG0000440	Syar.g_00989	Prbn.g_00352
OG0000441	Syar.g_00986	Prbn.g_00349
OG0000442	Syar.g_00977	Prbn.g_00348
OG0000443	Syar.g_00964	Prbn.g_00347
OG0000444	Syar.g_00954	Prbn.g_00341
OG0000445	Syar.g_00953	Prbn.g_00340
OG0000446	Syar.g_00951	Prbn.g_00339
OG0000447	Syar.g_00948	Prbn.g_00338
OG0000448	Syar.g_00947	Prbn.g_00337
OG0000449	Syar.g_00946	Prbn.g_00336
OG0000450	Syar.g_00939	Prbn.g_00335
OG0000451	Syar.g_00938	Prbn.g_00334
OG0000452	Syar.g_00934	Prbn.g_00331
OG0000453	Syar.g_00933	Prbn.g_00330
OG0000454	Syar.g_00932	Prbn.g_00329
OG0000455	Syar.g_00931	Prbn.g_00328
OG0000456	Syar.g_00930	Prbn.g_00327
OG0000457	Syar.g_00928	Prbn.g_00325
OG0000458	Syar.g_00918	Prbn.g_00324
OG0000459	Syar.g_00917	Prbn.g_00323
OG0000460	Syar.g_03024	Prbn.g_00315
OG0000461	Syar.g_00153	Prbn.g_00307
OG0000462	Syar.g_00155	Prbn.g_00305
OG0000463	Syar.g_00156	Prbn.g_00304
OG0000464	Syar.g_00157	Prbn.g_00012
OG0000465	Syar.g_00159	Prbn.g_00013
OG0000466	Syar.g_00164	Prbn.g_00016
OG0000467	Syar.g_00165	Prbn.g_00017
OG0000468	Syar.g_00170	Prbn.g_00020
OG0000469	Syar.g_00203	Prbn.g_00028
OG0000470	Syar.g_00206	Prbn.g_00030
OG0000471	Syar.g_00207	Prbn.g_00031
OG0000472	Syar.g_00208	Prbn.g_00033
OG0000473	Syar.g_00210	Prbn.g_00035
OG0000474	Syar.g_00211	Prbn.g_00036
OG0000475	Syar.g_00212	Prbn.g_00037
OG0000476	Syar.g_00214	Prbn.g_00039
OG0000477	Syar.g_00219	Prbn.g_00042
OG0000478	Syar.g_00220	Prbn.g_00043
OG0000479	Syar.g_00221	Prbn.g_00044
OG0000480	Syar.g_00228	Prbn.g_00049
OG0000481	Syar.g_00230	Prbn.g_00052
OG0000482	Syar.g_00231	Prbn.g_00053
OG0000483	Syar.g_00235	Prbn.g_00056
OG0000484	Syar.g_00236	Prbn.g_00057
OG0000485	Syar.g_00237	Prbn.g_00059
OG0000486	Syar.g_00024, Syar.g_00238	Prbn.g_00060
OG0000487	Syar.g_00245	Prbn.g_00063
OG0000488	Syar.g_00853	Prbn.g_00066
OG0000489	Syar.g_00833	Prbn.g_00071
OG0000490	Syar.g_00823	Prbn.g_00075
OG0000491	Syar.g_00822	Prbn.g_00076
OG0000492	Syar.g_00727	Prbn.g_00078
OG0000493	Syar.g_00726	Prbn.g_00079
OG0000494	Syar.g_00725	Prbn.g_00080
OG0000495	Syar.g_00724	Prbn.g_00081
OG0000496	Syar.g_00723	Prbn.g_00082
OG0000497	Syar.g_00722	Prbn.g_00083
OG0000498	Syar.g_00721	Prbn.g_00084
OG0000499	Syar.g_00720	Prbn.g_00085
OG0000500	Syar.g_00719	Prbn.g_00086
OG0000501	Syar.g_00716	Prbn.g_00087
OG0000502	Syar.g_00275	Prbn.g_00090
OG0000503	Syar.g_01118	Prbn.g_00105
OG0000504	Syar.g_01120	Prbn.g_00107
OG0000505	Syar.g_01121	Prbn.g_00108
OG0000506	Syar.g_01123	Prbn.g_00109
OG0000507	Syar.g_01129	Prbn.g_00112
OG0000508	Syar.g_01141	Prbn.g_00116
OG0000509	Syar.g_01143	Prbn.g_00118
OG0000510	Syar.g_01144	Prbn.g_00119
OG0000511	Syar.g_01145	Prbn.g_00120
OG0000512	Syar.g_01147	Prbn.g_00122
OG0000513	Syar.g_01166	Prbn.g_00693
OG0000514	Syar.g_01169	Prbn.g_00682
OG0000515	Syar.g_01170	Prbn.g_00681
OG0000516	Syar.g_01172	Prbn.g_00680
OG0000517	Syar.g_01176	Prbn.g_00678
OG0000518	Syar.g_02868	Prbn.g_00667
OG0000519	Syar.g_02867	Prbn.g_00666
OG0000520	Syar.g_02866	Prbn.g_00665
OG0000521	Syar.g_01419	Prbn.g_00657
OG0000522	Syar.g_01421	Prbn.g_00655
OG0000523	Syar.g_01422	Prbn.g_00654
OG0000524	Syar.g_01244	Prbn.g_00649
OG0000525	Syar.g_01263	Prbn.g_00645
OG0000526	Syar.g_01266	Prbn.g_00644
OG0000527	Syar.g_01271	Prbn.g_00641
OG0000528	Syar.g_01466	Prbn.g_00636
OG0000529	Syar.g_01470	Prbn.g_00633
OG0000530	Syar.g_01473	Prbn.g_00630
OG0000531	Syar.g_01474	Prbn.g_00629
OG0000532	Syar.g_01477	Prbn.g_00627
OG0000533	Syar.g_01479	Prbn.g_00626
OG0000534	Syar.g_01480	Prbn.g_00625
OG0000535	Syar.g_01481	Prbn.g_00624
OG0000536	Syar.g_01482	Prbn.g_00623
