Orthogroup	Syar	Prba
OG0000144	Syar.g_02441	Prba.g_01665
OG0000145	Syar.g_01494, Syar.g_03205	Prba.g_01541
OG0000146	Syar.g_02549	Prba.g_01533
OG0000147	Syar.g_02550	Prba.g_01532
OG0000148	Syar.g_02658	Prba.g_01483
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prba.g_01452
OG0000150	Syar.g_02130	Prba.g_01444
OG0000151	Syar.g_02038	Prba.g_01385
OG0000152	Syar.g_02539	Prba.g_01337
OG0000153	Syar.g_03283, Syar.g_02503	Prba.g_01318
OG0000154	Syar.g_01800	Prba.g_01290
OG0000155	Syar.g_01959	Prba.g_00043
OG0000156	Syar.g_01517	Prba.g_01181
OG0000157	Syar.g_01516	Prba.g_01182
OG0000158	Syar.g_00650	Prba.g_00154
OG0000160	Syar.g_02807	Prba.g_00712
OG0000161	Syar.g_02801	Prba.g_00706
OG0000162	Syar.g_02863	Prba.g_00700
OG0000163	Syar.g_00639, Syar.g_01186	Prba.g_00341
OG0000164	Syar.g_03168, Syar.g_02969	Prba.g_00596
OG0000165	Syar.g_02976	Prba.g_00589
OG0000166	Syar.g_01034	Prba.g_00393
OG0000167	Syar.g_00662	Prba.g_01069
OG0000168	Syar.g_00246	Prba.g_01079
OG0000169	Syar.g_00262	Prba.g_00761
OG0000170	Syar.g_00613	Prba.g_00763
OG0000171	Syar.g_00587	Prba.g_00783
OG0000172	Syar.g_00547	Prba.g_00792
OG0000173	Syar.g_00528	Prba.g_00807
OG0000174	Syar.g_00701	Prba.g_00835
OG0000175	Syar.g_00438	Prba.g_00845
OG0000176	Syar.g_00474	Prba.g_01797
OG0000177	Syar.g_00475	Prba.g_01798
OG0000178	Syar.g_00476	Prba.g_01799
OG0000179	Syar.g_00489	Prba.g_01809
OG0000180	Syar.g_00490	Prba.g_01810
OG0000181	Syar.g_00491	Prba.g_01811
OG0000182	Syar.g_00492	Prba.g_01812
OG0000183	Syar.g_00496	Prba.g_01816
OG0000184	Syar.g_00897	Prba.g_01840
OG0000185	Syar.g_00909	Prba.g_01843
OG0000186	Syar.g_03036	Prba.g_01852
OG0000187	Syar.g_03038	Prba.g_01853
OG0000188	Syar.g_03058	Prba.g_01870
OG0000189	Syar.g_03104	Prba.g_01884
OG0000190	Syar.g_03107, Syar.g_02374	Prba.g_01885
OG0000191	Syar.g_00039	Prba.g_01905
OG0000192	Syar.g_00046	Prba.g_01909
OG0000193	Syar.g_00079	Prba.g_01934
OG0000194	Syar.g_03236, Syar.g_00082	Prba.g_01937
OG0000195	Syar.g_00023, Syar.g_00084	Prba.g_01939
OG0000196	Syar.g_00096	Prba.g_01949
OG0000197	Syar.g_00097	Prba.g_01950
OG0000198	Syar.g_00098	Prba.g_01951
OG0000199	Syar.g_00106	Prba.g_00626
OG0000200	Syar.g_00124	Prba.g_00640
OG0000201	Syar.g_01000	Prba.g_00648
OG0000202	Syar.g_00998, Syar.g_00021	Prba.g_00649
OG0000203	Syar.g_00020, Syar.g_00997	Prba.g_00650
OG0000204	Syar.g_00996	Prba.g_00651
OG0000205	Syar.g_00988	Prba.g_00658
OG0000206	Syar.g_00963	Prba.g_00663
OG0000207	Syar.g_00957	Prba.g_00665
OG0000208	Syar.g_00956	Prba.g_00666
OG0000209	Syar.g_00936, Syar.g_03261	Prba.g_00675
OG0000210	Syar.g_00935, Syar.g_03260	Prba.g_00439
OG0000211	Syar.g_03026	Prba.g_00452
OG0000212	Syar.g_03017	Prba.g_00459
OG0000213	Syar.g_00187	Prba.g_00476
OG0000214	Syar.g_00209	Prba.g_00485
OG0000215	Syar.g_00239	Prba.g_00509
OG0000216	Syar.g_00244	Prba.g_00510
OG0000217	Syar.g_00854	Prba.g_00513
OG0000218	Syar.g_00852	Prba.g_00515
OG0000219	Syar.g_00851	Prba.g_00516
OG0000220	Syar.g_00850, Syar.g_02026	Prba.g_00517
OG0000221	Syar.g_00834	Prba.g_00518
OG0000222	Syar.g_02119, Syar.g_00728	Prba.g_00526
OG0000223	Syar.g_00649	Prba.g_00539
OG0000224	Syar.g_00762, Syar.g_00273	Prba.g_00541
OG0000225	Syar.g_01142	Prba.g_00562
OG0000226	Syar.g_01146	Prba.g_00221
OG0000227	Syar.g_01148	Prba.g_00223
OG0000228	Syar.g_01161	Prba.g_00849
OG0000229	Syar.g_01177, Syar.g_03273	Prba.g_01025
OG0000230	Syar.g_01179, Syar.g_03275	Prba.g_01023
OG0000231	Syar.g_02865, Syar.g_03151	Prba.g_01012
OG0000232	Syar.g_01424	Prba.g_01003
OG0000233	Syar.g_03183, Syar.g_01247	Prba.g_00998
OG0000234	Syar.g_01275	Prba.g_00985
OG0000235	Syar.g_01468	Prba.g_00982
OG0000236	Syar.g_03311, Syar.g_01484	Prba.g_00968
OG0000237	Syar.g_01503	Prba.g_00955
OG0000238	Syar.g_01508	Prba.g_00949
OG0000239	Syar.g_03277, Syar.g_02687	Prba.g_00936
OG0000240	Syar.g_03278, Syar.g_02686	Prba.g_00935
OG0000241	Syar.g_02410	Prba.g_00931
OG0000242	Syar.g_01926	Prba.g_00929
OG0000243	Syar.g_02335	Prba.g_01772
OG0000244	Syar.g_02327	Prba.g_01769
OG0000245	Syar.g_02325, Syar.g_03238	Prba.g_01767
OG0000246	Syar.g_02321	Prba.g_01763
OG0000247	Syar.g_02310	Prba.g_01753
OG0000248	Syar.g_02307, Syar.g_03293	Prba.g_01751
OG0000249	Syar.g_02305	Prba.g_01749
OG0000250	Syar.g_02299, Syar.g_03194	Prba.g_01744
OG0000251	Syar.g_03207, Syar.g_02194	Prba.g_01726
OG0000252	Syar.g_02189, Syar.g_03263	Prba.g_01723
OG0000253	Syar.g_02028, Syar.g_03229	Prba.g_01722
OG0000254	Syar.g_02169	Prba.g_01706
OG0000255	Syar.g_00011, Syar.g_02224	Prba.g_01700
OG0000256	Syar.g_02244	Prba.g_01690
OG0000257	Syar.g_02407, Syar.g_01762	Prba.g_01687
OG0000258	Syar.g_02427, Syar.g_00010	Prba.g_01674
OG0000259	Syar.g_02472	Prba.g_01657
OG0000260	Syar.g_03220, Syar.g_02475	Prba.g_01654
OG0000261	Syar.g_01916	Prba.g_01652
OG0000262	Syar.g_01690	Prba.g_01648
OG0000263	Syar.g_01991	Prba.g_01636
OG0000264	Syar.g_02135, Syar.g_03267	Prba.g_01626
OG0000266	Syar.g_01570	Prba.g_01584
OG0000267	Syar.g_01873	Prba.g_01573
OG0000268	Syar.g_02589	Prba.g_01572
OG0000269	Syar.g_02634	Prba.g_01504
OG0000270	Syar.g_00744, Syar.g_02637	Prba.g_01501
OG0000271	Syar.g_02645	Prba.g_01493
OG0000272	Syar.g_02646	Prba.g_01492
OG0000273	Syar.g_02481, Syar.g_00008	Prba.g_01469
OG0000274	Syar.g_00009, Syar.g_02482	Prba.g_01468
OG0000275	Syar.g_01810	Prba.g_01465
OG0000276	Syar.g_01817	Prba.g_01460
OG0000277	Syar.g_01818, Syar.g_03242	Prba.g_01459
OG0000278	Syar.g_01821, Syar.g_03174	Prba.g_01456
OG0000279	Syar.g_01838	Prba.g_01449
OG0000280	Syar.g_02067, Syar.g_00734	Prba.g_01448
OG0000281	Syar.g_02218	Prba.g_01443
OG0000282	Syar.g_01614, Syar.g_03255	Prba.g_01393
OG0000283	Syar.g_02574	Prba.g_01360
OG0000284	Syar.g_03258, Syar.g_02568	Prba.g_01355
OG0000285	Syar.g_02560	Prba.g_01350
OG0000286	Syar.g_02540	Prba.g_01338
OG0000287	Syar.g_02512	Prba.g_01321
OG0000288	Syar.g_01801	Prba.g_01291
OG0000289	Syar.g_03305, Syar.g_01786	Prba.g_01280
OG0000290	Syar.g_01928	Prba.g_01267
OG0000291	Syar.g_01930	Prba.g_01265
OG0000292	Syar.g_00463	Prba.g_01216
OG0000293	Syar.g_03297, Syar.g_01526	Prba.g_00073
OG0000294	Syar.g_01527, Syar.g_03296	Prba.g_00072
OG0000295	Syar.g_01951, Syar.g_03208	Prba.g_00051
OG0000296	Syar.g_01953	Prba.g_00049
OG0000297	Syar.g_01967, Syar.g_03216	Prba.g_00041
OG0000298	Syar.g_01968, Syar.g_03215	Prba.g_00040
OG0000299	Syar.g_01704	Prba.g_00023
OG0000300	Syar.g_01646, Syar.g_01711	Prba.g_00020
OG0000301	Syar.g_01712	Prba.g_00019
OG0000302	Syar.g_01713	Prba.g_00017
OG0000303	Syar.g_03136, Syar.g_01723	Prba.g_00010
OG0000304	Syar.g_01728	Prba.g_00006
OG0000305	Syar.g_01933, Syar.g_03163	Prba.g_00204
OG0000306	Syar.g_01884, Syar.g_03140	Prba.g_00201
OG0000307	Syar.g_01452, Syar.g_03153	Prba.g_00187
OG0000308	Syar.g_01450	Prba.g_00186
OG0000309	Syar.g_01239	Prba.g_00182
OG0000310	Syar.g_02826	Prba.g_00112
OG0000311	Syar.g_02823	Prba.g_00110
OG0000312	Syar.g_00015, Syar.g_02818	Prba.g_00107
OG0000313	Syar.g_02804	Prba.g_00709
OG0000314	Syar.g_01403	Prba.g_00686
OG0000315	Syar.g_01393	Prba.g_00351, Prba.g_00676
OG0000316	Syar.g_02885	Prba.g_00331
OG0000317	Syar.g_02926	Prba.g_00228
OG0000318	Syar.g_02930	Prba.g_00619
OG0000319	Syar.g_02954	Prba.g_00606
OG0000320	Syar.g_02956	Prba.g_00604
OG0000321	Syar.g_02957	Prba.g_00603
OG0000322	Syar.g_02958	Prba.g_00602
OG0000323	Syar.g_02973	Prba.g_00593
OG0000324	Syar.g_00350, Syar.g_03001	Prba.g_00567
OG0000325	Syar.g_03291, Syar.g_00148	Prba.g_00358
OG0000326	Syar.g_00139, Syar.g_03134	Prba.g_00364
OG0000327	Syar.g_01029	Prba.g_00388
OG0000328	Syar.g_01030	Prba.g_00389
OG0000329	Syar.g_03189, Syar.g_01048	Prba.g_00406
OG0000330	Syar.g_03190, Syar.g_01049	Prba.g_00407
OG0000331	Syar.g_01050, Syar.g_03191	Prba.g_00408
OG0000332	Syar.g_01064, Syar.g_03299	Prba.g_00422
OG0000333	Syar.g_01067	Prba.g_00424
OG0000334	Syar.g_01076	Prba.g_00432
OG0000335	Syar.g_01080	Prba.g_00437
OG0000336	Syar.g_01084	Prba.g_01050
OG0000337	Syar.g_00285	Prba.g_01067
OG0000338	Syar.g_03225, Syar.g_00287	Prba.g_01068
OG0000339	Syar.g_00658	Prba.g_01072
OG0000340	Syar.g_00247	Prba.g_00752
OG0000341	Syar.g_00249	Prba.g_00754
OG0000342	Syar.g_00250	Prba.g_00755
OG0000343	Syar.g_00256	Prba.g_00756
OG0000344	Syar.g_00260	Prba.g_00759
OG0000345	Syar.g_00612	Prba.g_00764
OG0000346	Syar.g_00607	Prba.g_00769
OG0000347	Syar.g_00558	Prba.g_00785
OG0000348	Syar.g_00544	Prba.g_00795
OG0000349	Syar.g_00521	Prba.g_00812
OG0000350	Syar.g_00132	Prba.g_00831
OG0000351	Syar.g_00442	Prba.g_00848, Prba.g_01776
OG0000352	Syar.g_00443	Prba.g_01777
OG0000353	Syar.g_00469	Prba.g_01792
OG0000355	Syar.g_00471	Prba.g_01794
OG0000356	Syar.g_00472	Prba.g_01795
OG0000357	Syar.g_00473	Prba.g_01796
OG0000358	Syar.g_00477	Prba.g_01800
OG0000359	Syar.g_00479	Prba.g_01801
OG0000360	Syar.g_00480	Prba.g_01802
OG0000361	Syar.g_00481	Prba.g_01803
OG0000362	Syar.g_00483	Prba.g_01805
OG0000363	Syar.g_00484	Prba.g_01807
OG0000364	Syar.g_02928	Prba.g_01808
OG0000365	Syar.g_00493	Prba.g_01813
OG0000366	Syar.g_00494	Prba.g_01814
OG0000367	Syar.g_03262, Syar.g_00495	Prba.g_01815
OG0000368	Syar.g_00497	Prba.g_01817
OG0000369	Syar.g_00498	Prba.g_01818
OG0000370	Syar.g_00499	Prba.g_01819
OG0000371	Syar.g_00508	Prba.g_01825
OG0000372	Syar.g_00514	Prba.g_01828
OG0000373	Syar.g_00515	Prba.g_01829
OG0000374	Syar.g_00516	Prba.g_01830
OG0000375	Syar.g_00517	Prba.g_01834
OG0000376	Syar.g_00519	Prba.g_01836
OG0000377	Syar.g_00322	Prba.g_01839
OG0000378	Syar.g_00905	Prba.g_01841
OG0000379	Syar.g_00910	Prba.g_01844
OG0000380	Syar.g_03039	Prba.g_01854
OG0000381	Syar.g_03041	Prba.g_01858
OG0000382	Syar.g_03057	Prba.g_01869
OG0000383	Syar.g_03074	Prba.g_01871
OG0000384	Syar.g_03075	Prba.g_01872
OG0000385	Syar.g_03076	Prba.g_01873
OG0000386	Syar.g_03077	Prba.g_01874
OG0000387	Syar.g_03109	Prba.g_01887
OG0000388	Syar.g_03148, Syar.g_03113	Prba.g_01890
OG0000389	Syar.g_03118	Prba.g_01894
OG0000390	Syar.g_00033	Prba.g_01901
OG0000391	Syar.g_00038	Prba.g_01904
OG0000392	Syar.g_00045	Prba.g_01908
OG0000393	Syar.g_00048	Prba.g_01910
OG0000394	Syar.g_00049	Prba.g_01911
OG0000395	Syar.g_00050	Prba.g_01912
OG0000396	Syar.g_00053	Prba.g_01915
OG0000397	Syar.g_00055	Prba.g_01917
OG0000398	Syar.g_00060	Prba.g_01919
OG0000399	Syar.g_00061	Prba.g_01920
OG0000400	Syar.g_00062	Prba.g_01921
OG0000401	Syar.g_00063	Prba.g_01922
OG0000402	Syar.g_00065	Prba.g_01924
OG0000403	Syar.g_00066	Prba.g_01925
OG0000404	Syar.g_00067	Prba.g_01926
OG0000405	Syar.g_00076	Prba.g_01930
OG0000406	Syar.g_00080	Prba.g_01935
OG0000407	Syar.g_00081	Prba.g_01936
OG0000408	Syar.g_00083	Prba.g_01938
OG0000409	Syar.g_00085	Prba.g_01940
OG0000410	Syar.g_00086	Prba.g_01941
OG0000411	Syar.g_00087	Prba.g_01942
OG0000412	Syar.g_00088	Prba.g_01943
OG0000413	Syar.g_00090	Prba.g_01944
OG0000414	Syar.g_00091, Syar.g_03179	Prba.g_01945
OG0000415	Syar.g_00092	Prba.g_01946
OG0000416	Syar.g_00093	Prba.g_01947
OG0000417	Syar.g_00095	Prba.g_01948
OG0000418	Syar.g_00100	Prba.g_01953
OG0000419	Syar.g_00102	Prba.g_00623
OG0000420	Syar.g_00104	Prba.g_00624
OG0000421	Syar.g_00109	Prba.g_00629
OG0000422	Syar.g_00110	Prba.g_00630
OG0000423	Syar.g_00111	Prba.g_00631
OG0000424	Syar.g_00112	Prba.g_00632
OG0000425	Syar.g_00113	Prba.g_00633
OG0000426	Syar.g_00114	Prba.g_00634
OG0000427	Syar.g_00115	Prba.g_00635
OG0000428	Syar.g_00118	Prba.g_00637
OG0000429	Syar.g_00121	Prba.g_00638
OG0000430	Syar.g_00123	Prba.g_00639
OG0000431	Syar.g_00127	Prba.g_00641
OG0000432	Syar.g_01009	Prba.g_00644
OG0000433	Syar.g_01007	Prba.g_00645
OG0000434	Syar.g_01006	Prba.g_00646
OG0000435	Syar.g_01003	Prba.g_00647
OG0000436	Syar.g_00994	Prba.g_00652
OG0000437	Syar.g_00993	Prba.g_00653
OG0000438	Syar.g_00992	Prba.g_00654
OG0000439	Syar.g_00990	Prba.g_00656
OG0000440	Syar.g_00989	Prba.g_00657
OG0000441	Syar.g_00986	Prba.g_00660
OG0000442	Syar.g_00977	Prba.g_00661
OG0000443	Syar.g_00964	Prba.g_00662
OG0000444	Syar.g_00954	Prba.g_00667
OG0000445	Syar.g_00953	Prba.g_00668
OG0000446	Syar.g_00951	Prba.g_00669
OG0000447	Syar.g_00948	Prba.g_00670
OG0000448	Syar.g_00947	Prba.g_00671
OG0000449	Syar.g_00946	Prba.g_00672
OG0000450	Syar.g_00939	Prba.g_00673
OG0000451	Syar.g_00938	Prba.g_00674
OG0000452	Syar.g_00934	Prba.g_00440
OG0000453	Syar.g_00933	Prba.g_00441
OG0000454	Syar.g_00932	Prba.g_00442
OG0000455	Syar.g_00931	Prba.g_00443
OG0000456	Syar.g_00930	Prba.g_00444
OG0000457	Syar.g_00928	Prba.g_00445
OG0000458	Syar.g_00918	Prba.g_00446
OG0000459	Syar.g_00917	Prba.g_00447
OG0000460	Syar.g_03024	Prba.g_00454
OG0000461	Syar.g_00153	Prba.g_00461
OG0000462	Syar.g_00155	Prba.g_00463
OG0000463	Syar.g_00156	Prba.g_00464
OG0000464	Syar.g_00157	Prba.g_00465
OG0000465	Syar.g_00159	Prba.g_00466
OG0000466	Syar.g_00164	Prba.g_00469
OG0000467	Syar.g_00165	Prba.g_00470
OG0000468	Syar.g_00170	Prba.g_00472
OG0000469	Syar.g_00203	Prba.g_00480
OG0000470	Syar.g_00206	Prba.g_00482
OG0000471	Syar.g_00207	Prba.g_00483
OG0000472	Syar.g_00208	Prba.g_00484
OG0000473	Syar.g_00210	Prba.g_00486
OG0000474	Syar.g_00211	Prba.g_00487
OG0000475	Syar.g_00212	Prba.g_00488
OG0000476	Syar.g_00214	Prba.g_00489
OG0000477	Syar.g_00219	Prba.g_00492
OG0000478	Syar.g_00220	Prba.g_00493
OG0000479	Syar.g_00221	Prba.g_00494
OG0000480	Syar.g_00228	Prba.g_00499
OG0000481	Syar.g_00230	Prba.g_00501
OG0000482	Syar.g_00231	Prba.g_00502
OG0000483	Syar.g_00235	Prba.g_00505
OG0000484	Syar.g_00236	Prba.g_00506
OG0000485	Syar.g_00237	Prba.g_00507
OG0000486	Syar.g_00024, Syar.g_00238	Prba.g_00508
OG0000487	Syar.g_00245	Prba.g_00511
OG0000488	Syar.g_00853	Prba.g_00514
OG0000489	Syar.g_00833	Prba.g_00519
OG0000490	Syar.g_00823	Prba.g_00524
OG0000491	Syar.g_00822	Prba.g_00525
OG0000492	Syar.g_00727	Prba.g_00527
OG0000493	Syar.g_00726	Prba.g_00528
OG0000494	Syar.g_00725	Prba.g_00529
OG0000495	Syar.g_00724	Prba.g_00530
OG0000496	Syar.g_00723	Prba.g_00531
OG0000497	Syar.g_00722	Prba.g_00532
OG0000498	Syar.g_00721	Prba.g_00533
OG0000499	Syar.g_00720	Prba.g_00534
OG0000500	Syar.g_00719	Prba.g_00535
OG0000501	Syar.g_00716	Prba.g_00537
OG0000502	Syar.g_00275	Prba.g_00540
OG0000503	Syar.g_01118	Prba.g_00550
OG0000504	Syar.g_01120	Prba.g_00551
OG0000505	Syar.g_01121	Prba.g_00552
OG0000506	Syar.g_01123	Prba.g_00554
OG0000507	Syar.g_01129	Prba.g_00557
OG0000508	Syar.g_01141	Prba.g_00561
OG0000509	Syar.g_01143	Prba.g_00218
OG0000510	Syar.g_01144	Prba.g_00219
OG0000511	Syar.g_01145	Prba.g_00220
OG0000512	Syar.g_01147	Prba.g_00222
OG0000513	Syar.g_01166	Prba.g_00852
OG0000514	Syar.g_01169	Prba.g_01030
OG0000515	Syar.g_01170	Prba.g_01029
OG0000516	Syar.g_01172	Prba.g_01028
OG0000517	Syar.g_01176	Prba.g_01026
OG0000518	Syar.g_02868	Prba.g_01015
OG0000519	Syar.g_02867	Prba.g_01014
OG0000520	Syar.g_02866	Prba.g_01013
OG0000521	Syar.g_01419	Prba.g_01008
OG0000522	Syar.g_01421	Prba.g_01006
OG0000523	Syar.g_01422	Prba.g_01005
OG0000524	Syar.g_01244	Prba.g_01000
OG0000525	Syar.g_01263	Prba.g_00997
OG0000526	Syar.g_01266	Prba.g_00996
OG0000527	Syar.g_01271	Prba.g_00988
OG0000528	Syar.g_01466	Prba.g_00983
OG0000529	Syar.g_01470	Prba.g_00980
OG0000530	Syar.g_01473	Prba.g_00977
OG0000531	Syar.g_01474	Prba.g_00976
OG0000532	Syar.g_01477	Prba.g_00974
OG0000533	Syar.g_01479	Prba.g_00973
OG0000534	Syar.g_01480	Prba.g_00972
OG0000535	Syar.g_01481	Prba.g_00971
OG0000536	Syar.g_01482	Prba.g_00970
OG0000537	Syar.g_01483	Prba.g_00969
OG0000538	Syar.g_01496	Prba.g_00961
OG0000539	Syar.g_01497	Prba.g_00960
OG0000540	Syar.g_01498	Prba.g_00959
OG0000541	Syar.g_01499	Prba.g_00958
OG0000542	Syar.g_01502	Prba.g_00956
OG0000543	Syar.g_01504	Prba.g_00954
OG0000544	Syar.g_01505	Prba.g_00953
OG0000545	Syar.g_01507	Prba.g_00951
OG0000546	Syar.g_01509	Prba.g_00948
OG0000547	Syar.g_01511	Prba.g_00946
OG0000548	Syar.g_01512	Prba.g_00945
OG0000549	Syar.g_02693	Prba.g_00943
OG0000550	Syar.g_02689	Prba.g_00938
OG0000551	Syar.g_02684	Prba.g_00934
OG0000552	Syar.g_02683	Prba.g_00933
OG0000553	Syar.g_02679	Prba.g_00932
OG0000554	Syar.g_02352	Prba.g_00927
OG0000555	Syar.g_02336	Prba.g_01773
OG0000556	Syar.g_02332	Prba.g_01771
OG0000557	Syar.g_02328	Prba.g_01770
OG0000558	Syar.g_02326	Prba.g_01768
OG0000559	Syar.g_02322	Prba.g_01764
