Orthogroup	Prbk	Syaf
OG0000142	Prbk.g_02631	Syaf.g_02310
OG0000143	Prbk.g_02635	Syaf.g_02306
OG0000144	Prbk.g_00739	Syaf.g_01735
OG0000145	Prbk.g_01863	Syaf.g_02699
OG0000146	Prbk.g_02333	Syaf.g_01851
OG0000147	Prbk.g_02334	Syaf.g_01850
OG0000148	Prbk.g_02487	Syaf.g_02028
OG0000149	Prbk.g_02544	Syaf.g_01371
OG0000150	Prbk.g_02567	Syaf.g_02645
OG0000151	Prbk.g_02417	Syaf.g_02091
OG0000152	Prbk.g_02324	Syaf.g_01861
OG0000153	Prbk.g_02297	Syaf.g_01904
OG0000154	Prbk.g_00584	Syaf.g_01930
OG0000155	Prbk.g_00099	Syaf.g_01324
OG0000156	Prbk.g_00164	Syaf.g_01270
OG0000157	Prbk.g_00163	Syaf.g_01269
OG0000158	Prbk.g_00526	Syaf.g_00364
OG0000160	Prbk.g_00260	Syaf.g_02418
OG0000161	Prbk.g_00274	Syaf.g_02424
OG0000162	Prbk.g_00280	Syaf.g_02431
OG0000163	Prbk.g_02002	Syaf.g_01105
OG0000164	Prbk.g_01432	Syaf.g_00999
OG0000165	Prbk.g_01423	Syaf.g_01197
OG0000166	Prbk.g_00982	Syaf.g_00133
OG0000167	Prbk.g_00512	Syaf.g_00350
OG0000168	Prbk.g_00527	Syaf.g_00365
OG0000169	Prbk.g_00220	Syaf.g_00376
OG0000170	Prbk.g_00232	Syaf.g_00383
OG0000171	Prbk.g_01538	Syaf.g_00413
OG0000172	Prbk.g_01573	Syaf.g_00419
OG0000173	Prbk.g_01594	Syaf.g_00438
OG0000174	Prbk.g_02211	Syaf.g_00603
OG0000175	Prbk.g_02249	Syaf.g_00531
OG0000176	Prbk.g_02282	Syaf.g_00494
OG0000177	Prbk.g_02283	Syaf.g_00493
OG0000178	Prbk.g_02284	Syaf.g_00492
OG0000179	Prbk.g_01633	Syaf.g_00477
OG0000180	Prbk.g_01632	Syaf.g_00476
OG0000181	Prbk.g_01631	Syaf.g_00475
OG0000182	Prbk.g_01630	Syaf.g_00474
OG0000183	Prbk.g_01626	Syaf.g_00470
OG0000184	Prbk.g_02148	Syaf.g_00664
OG0000185	Prbk.g_02126	Syaf.g_00684
OG0000186	Prbk.g_01326	Syaf.g_00968
OG0000187	Prbk.g_01324	Syaf.g_00966
OG0000188	Prbk.g_01303	Syaf.g_00944
OG0000189	Prbk.g_00024	Syaf.g_00916
OG0000190	Prbk.g_00022	Syaf.g_00914
OG0000191	Prbk.g_00197	Syaf.g_00877
OG0000192	Prbk.g_00206	Syaf.g_00871
OG0000193	Prbk.g_00752	Syaf.g_00832
OG0000194	Prbk.g_00755	Syaf.g_00829
OG0000195	Prbk.g_00757	Syaf.g_00827
OG0000196	Prbk.g_00768	Syaf.g_00816
OG0000197	Prbk.g_00769	Syaf.g_00815
OG0000198	Prbk.g_00770	Syaf.g_00814
OG0000199	Prbk.g_00777	Syaf.g_00806
OG0000200	Prbk.g_01280	Syaf.g_00789
OG0000202	Prbk.g_01260	Syaf.g_00770
OG0000203	Prbk.g_01259	Syaf.g_00769
OG0000204	Prbk.g_01258	Syaf.g_00768
OG0000205	Prbk.g_01251	Syaf.g_00761
OG0000206	Prbk.g_00632	Syaf.g_00736
OG0000207	Prbk.g_00686	Syaf.g_00735
OG0000208	Prbk.g_00685	Syaf.g_00734
OG0000209	Prbk.g_00658	Syaf.g_00714
OG0000210	Prbk.g_00657	Syaf.g_00713
OG0000211	Prbk.g_01368	Syaf.g_02791
OG0000212	Prbk.g_01514	Syaf.g_02781
OG0000213	Prbk.g_00374	Syaf.g_00210
OG0000214	Prbk.g_00401	Syaf.g_00226
OG0000215	Prbk.g_00431	Syaf.g_00258
OG0000216	Prbk.g_00434	Syaf.g_00262
OG0000217	Prbk.g_00438	Syaf.g_00266
OG0000218	Prbk.g_00442	Syaf.g_00268
OG0000219	Prbk.g_00443	Syaf.g_00269
OG0000220	Prbk.g_00444	Syaf.g_00270
OG0000221	Prbk.g_00449	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbk.g_00458	Syaf.g_00287
OG0000223	Prbk.g_00481	Syaf.g_00317
OG0000224	Prbk.g_00492	Syaf.g_00324
OG0000225	Prbk.g_00889	Syaf.g_00007
OG0000226	Prbk.g_00893	Syaf.g_00003
OG0000227	Prbk.g_00895	Syaf.g_00001
OG0000228	Prbk.g_00365	Syaf.g_02808
OG0000229	Prbk.g_00328	Syaf.g_01214
OG0000230	Prbk.g_00326	Syaf.g_01216
OG0000231	Prbk.g_00311	Syaf.g_01236
OG0000232	Prbk.g_00295	Syaf.g_02536
OG0000233	Prbk.g_02092	Syaf.g_02528
OG0000234	Prbk.g_02114	Syaf.g_02497
OG0000235	Prbk.g_02060	Syaf.g_02722
OG0000236	Prbk.g_02076	Syaf.g_02707
OG0000237	Prbk.g_01047	Syaf.g_02690
OG0000238	Prbk.g_01051	Syaf.g_02685
OG0000239	Prbk.g_01067	Syaf.g_02669
OG0000240	Prbk.g_01068	Syaf.g_02668
OG0000241	Prbk.g_01965	Syaf.g_02322
OG0000242	Prbk.g_01078	Syaf.g_02656
OG0000243	Prbk.g_02684	Syaf.g_02634
OG0000244	Prbk.g_01897	Syaf.g_02627
OG0000245	Prbk.g_01894	Syaf.g_02625
OG0000246	Prbk.g_01890	Syaf.g_02621
OG0000247	Prbk.g_01879	Syaf.g_02610
OG0000248	Prbk.g_01876	Syaf.g_02607
OG0000249	Prbk.g_01874	Syaf.g_02605
OG0000250	Prbk.g_01106	Syaf.g_02593
OG0000251	Prbk.g_01130	Syaf.g_02568
OG0000252	Prbk.g_01133	Syaf.g_02565
OG0000253	Prbk.g_01139	Syaf.g_02564
OG0000254	Prbk.g_01158	Syaf.g_02371
OG0000255	Prbk.g_02604	Syaf.g_02352
OG0000256	Prbk.g_02618	Syaf.g_02329
OG0000257	Prbk.g_02624	Syaf.g_02323
OG0000258	Prbk.g_02647	Syaf.g_02301
OG0000259	Prbk.g_00720	Syaf.g_02137
OG0000260	Prbk.g_00717	Syaf.g_02134
OG0000261	Prbk.g_00714	Syaf.g_02131
OG0000262	Prbk.g_00709	Syaf.g_02126
OG0000263	Prbk.g_00672	Syaf.g_01585
OG0000264	Prbk.g_01815	Syaf.g_01473
OG0000266	Prbk.g_00608	Syaf.g_01967
OG0000267	Prbk.g_02371	Syaf.g_01787
OG0000268	Prbk.g_02370	Syaf.g_01788
OG0000269	Prbk.g_02463	Syaf.g_02054
OG0000270	Prbk.g_02466	Syaf.g_02051
OG0000271	Prbk.g_02474	Syaf.g_02043
OG0000272	Prbk.g_02475	Syaf.g_02042
OG0000273	Prbk.g_02526	Syaf.g_01392
OG0000274	Prbk.g_02527	Syaf.g_01391
OG0000275	Prbk.g_02530	Syaf.g_01386
OG0000276	Prbk.g_02536	Syaf.g_01379
OG0000277	Prbk.g_02537	Syaf.g_01378
OG0000278	Prbk.g_02540	Syaf.g_01375
OG0000279	Prbk.g_02548	Syaf.g_01367
OG0000280	Prbk.g_02554	Syaf.g_01337
OG0000281	Prbk.g_02568	Syaf.g_01636
OG0000282	Prbk.g_02398	Syaf.g_02101
OG0000283	Prbk.g_02359	Syaf.g_01804
OG0000284	Prbk.g_02353	Syaf.g_01810
OG0000285	Prbk.g_01698	Syaf.g_01842
OG0000286	Prbk.g_02325	Syaf.g_01860
OG0000287	Prbk.g_01728	Syaf.g_01896
OG0000288	Prbk.g_00583	Syaf.g_01929
OG0000289	Prbk.g_00596	Syaf.g_01943
OG0000290	Prbk.g_00059	Syaf.g_01439
OG0000291	Prbk.g_00057	Syaf.g_01441
OG0000292	Prbk.g_02271	Syaf.g_00505
OG0000293	Prbk.g_01032	Syaf.g_01277
OG0000294	Prbk.g_01031	Syaf.g_01278
OG0000295	Prbk.g_00106	Syaf.g_01316
OG0000296	Prbk.g_00104	Syaf.g_01318
OG0000297	Prbk.g_01498	Syaf.g_01607
OG0000298	Prbk.g_01497	Syaf.g_01606
OG0000299	Prbk.g_01508	Syaf.g_01578
OG0000300	Prbk.g_00186	Syaf.g_01571
OG0000301	Prbk.g_00185	Syaf.g_01570
OG0000302	Prbk.g_00182	Syaf.g_01568
OG0000303	Prbk.g_00097	Syaf.g_01559
OG0000304	Prbk.g_00121	Syaf.g_01551
OG0000305	Prbk.g_00055	Syaf.g_01444
OG0000306	Prbk.g_02578	Syaf.g_01332
OG0000307	Prbk.g_02044	Syaf.g_02742
OG0000308	Prbk.g_02042	Syaf.g_02744
OG0000309	Prbk.g_02038	Syaf.g_02749
OG0000310	Prbk.g_01937	Syaf.g_02387
OG0000311	Prbk.g_00243	Syaf.g_02391
OG0000312	Prbk.g_00247	Syaf.g_02397
OG0000313	Prbk.g_00271	Syaf.g_02421
OG0000314	Prbk.g_01222	Syaf.g_02458
OG0000315	Prbk.g_01212	Syaf.g_02468
OG0000316	Prbk.g_01991	Syaf.g_01088
OG0000317	Prbk.g_00913	Syaf.g_01040
OG0000318	Prbk.g_00906	Syaf.g_01032
OG0000319	Prbk.g_01443	Syaf.g_01015
OG0000320	Prbk.g_01441	Syaf.g_01013
OG0000321	Prbk.g_01440	Syaf.g_01012
OG0000322	Prbk.g_01439	Syaf.g_01011
OG0000323	Prbk.g_01428	Syaf.g_00997
OG0000324	Prbk.g_01399	Syaf.g_01164
OG0000325	Prbk.g_01904	Syaf.g_00176
OG0000326	Prbk.g_01912	Syaf.g_00169
OG0000327	Prbk.g_00987	Syaf.g_00138
OG0000328	Prbk.g_00986	Syaf.g_00137
OG0000329	Prbk.g_00969	Syaf.g_00119
OG0000330	Prbk.g_00968	Syaf.g_00118
OG0000331	Prbk.g_00967	Syaf.g_00117
OG0000332	Prbk.g_00952	Syaf.g_00102
OG0000333	Prbk.g_00950	Syaf.g_00099
OG0000334	Prbk.g_00801	Syaf.g_00090
OG0000335	Prbk.g_00806	Syaf.g_00085
OG0000336	Prbk.g_00810	Syaf.g_00081
OG0000337	Prbk.g_00506	Syaf.g_00344
OG0000338	Prbk.g_00510	Syaf.g_00348
OG0000339	Prbk.g_00516	Syaf.g_00355
OG0000340	Prbk.g_00528	Syaf.g_00366
OG0000341	Prbk.g_00530	Syaf.g_00368
OG0000342	Prbk.g_00531	Syaf.g_00369
OG0000343	Prbk.g_00215	Syaf.g_00370
OG0000344	Prbk.g_00218	Syaf.g_00374
OG0000345	Prbk.g_00233	Syaf.g_00384
OG0000346	Prbk.g_00238	Syaf.g_00389
OG0000347	Prbk.g_01540	Syaf.g_00415
OG0000348	Prbk.g_01578	Syaf.g_00427
OG0000349	Prbk.g_01602	Syaf.g_00445
OG0000350	Prbk.g_02204	Syaf.g_00162
OG0000351	Prbk.g_02252	Syaf.g_00528
OG0000352	Prbk.g_02253	Syaf.g_00527
OG0000353	Prbk.g_02277	Syaf.g_00499
OG0000354	Prbk.g_01057	Syaf.g_02680
OG0000354	Prbk.g_01635	Syaf.g_00479
OG0000355	Prbk.g_02279	Syaf.g_00497
OG0000356	Prbk.g_02280	Syaf.g_00496
OG0000357	Prbk.g_02281	Syaf.g_00495
OG0000358	Prbk.g_02285	Syaf.g_00491
OG0000359	Prbk.g_02287	Syaf.g_00489
OG0000360	Prbk.g_02288	Syaf.g_00488
OG0000361	Prbk.g_02289	Syaf.g_00487
OG0000362	Prbk.g_02291	Syaf.g_00485
OG0000363	Prbk.g_01639	Syaf.g_00483
OG0000364	Prbk.g_01638	Syaf.g_00482
OG0000365	Prbk.g_01629	Syaf.g_00473
OG0000366	Prbk.g_01628	Syaf.g_00472
OG0000367	Prbk.g_01627	Syaf.g_00471
OG0000368	Prbk.g_01625	Syaf.g_00469
OG0000369	Prbk.g_01624	Syaf.g_00468
OG0000370	Prbk.g_01623	Syaf.g_00467
OG0000371	Prbk.g_01614	Syaf.g_00458
OG0000372	Prbk.g_01609	Syaf.g_00453
OG0000373	Prbk.g_01608	Syaf.g_00452
OG0000374	Prbk.g_01607	Syaf.g_00451
OG0000375	Prbk.g_01606	Syaf.g_00449
OG0000376	Prbk.g_01604	Syaf.g_00447
OG0000377	Prbk.g_02155	Syaf.g_00654
OG0000378	Prbk.g_02141	Syaf.g_00668
OG0000379	Prbk.g_02125	Syaf.g_00686
OG0000380	Prbk.g_01323	Syaf.g_00965
OG0000381	Prbk.g_01319	Syaf.g_00962
OG0000382	Prbk.g_01304	Syaf.g_00945
OG0000383	Prbk.g_01302	Syaf.g_00941
OG0000384	Prbk.g_01301	Syaf.g_00940
OG0000385	Prbk.g_01300	Syaf.g_00939
OG0000386	Prbk.g_01299	Syaf.g_00938
OG0000387	Prbk.g_00020	Syaf.g_00912
OG0000388	Prbk.g_00016	Syaf.g_00908
OG0000389	Prbk.g_00012	Syaf.g_00904
OG0000390	Prbk.g_00191	Syaf.g_00883
OG0000391	Prbk.g_00196	Syaf.g_00878
OG0000392	Prbk.g_00202	Syaf.g_00872
OG0000393	Prbk.g_00207	Syaf.g_00870
OG0000394	Prbk.g_00208	Syaf.g_00869
OG0000395	Prbk.g_00209	Syaf.g_00868
OG0000396	Prbk.g_00542	Syaf.g_00865
OG0000397	Prbk.g_00544	Syaf.g_00863
OG0000398	Prbk.g_00549	Syaf.g_00858
OG0000399	Prbk.g_00550	Syaf.g_00857
OG0000400	Prbk.g_00551	Syaf.g_00856
OG0000401	Prbk.g_00552	Syaf.g_00855
OG0000402	Prbk.g_00554	Syaf.g_00852
OG0000403	Prbk.g_00555	Syaf.g_00851
OG0000404	Prbk.g_00557	Syaf.g_00850
OG0000405	Prbk.g_00749	Syaf.g_00835
OG0000406	Prbk.g_00753	Syaf.g_00831
OG0000407	Prbk.g_00754	Syaf.g_00830
OG0000408	Prbk.g_00756	Syaf.g_00828
OG0000409	Prbk.g_00758	Syaf.g_00826
OG0000410	Prbk.g_00759	Syaf.g_00825
OG0000411	Prbk.g_00760	Syaf.g_00824
OG0000412	Prbk.g_00761	Syaf.g_00823
OG0000413	Prbk.g_00763	Syaf.g_00821
OG0000414	Prbk.g_00764	Syaf.g_00820
OG0000415	Prbk.g_00765	Syaf.g_00819
OG0000416	Prbk.g_00766	Syaf.g_00818
OG0000417	Prbk.g_00767	Syaf.g_00817
OG0000418	Prbk.g_00772	Syaf.g_00812
OG0000419	Prbk.g_00774	Syaf.g_00810
OG0000420	Prbk.g_00775	Syaf.g_00808
OG0000421	Prbk.g_00779	Syaf.g_00803
OG0000422	Prbk.g_00780	Syaf.g_00802
OG0000423	Prbk.g_00781	Syaf.g_00801
OG0000424	Prbk.g_00782	Syaf.g_00800
OG0000425	Prbk.g_00783	Syaf.g_00799
OG0000426	Prbk.g_00784	Syaf.g_00798
OG0000427	Prbk.g_00785	Syaf.g_00797
OG0000428	Prbk.g_02425	Syaf.g_00794
OG0000429	Prbk.g_01283	Syaf.g_00792
OG0000430	Prbk.g_01281	Syaf.g_00790
OG0000431	Prbk.g_01277	Syaf.g_00786
OG0000432	Prbk.g_01270	Syaf.g_00779
OG0000433	Prbk.g_01267	Syaf.g_00777
OG0000434	Prbk.g_01266	Syaf.g_00776
OG0000435	Prbk.g_01263	Syaf.g_00772
OG0000436	Prbk.g_01257	Syaf.g_00767
OG0000437	Prbk.g_01256	Syaf.g_00766
OG0000438	Prbk.g_01255	Syaf.g_00765
OG0000439	Prbk.g_01253	Syaf.g_00763
OG0000440	Prbk.g_01252	Syaf.g_00762
OG0000441	Prbk.g_01245	Syaf.g_00756
OG0000442	Prbk.g_01244	Syaf.g_00743
OG0000443	Prbk.g_00631	Syaf.g_00739
OG0000444	Prbk.g_00683	Syaf.g_00733
OG0000445	Prbk.g_00682	Syaf.g_00729
OG0000446	Prbk.g_00680	Syaf.g_00728
OG0000447	Prbk.g_00670	Syaf.g_00725
OG0000448	Prbk.g_00669	Syaf.g_00724
OG0000449	Prbk.g_00668	Syaf.g_00723
OG0000450	Prbk.g_00662	Syaf.g_00717
OG0000451	Prbk.g_00661	Syaf.g_00716
OG0000452	Prbk.g_00656	Syaf.g_00712
OG0000453	Prbk.g_00655	Syaf.g_00711
OG0000454	Prbk.g_00654	Syaf.g_00710
OG0000455	Prbk.g_00653	Syaf.g_00709
OG0000456	Prbk.g_00652	Syaf.g_00708
OG0000457	Prbk.g_00650	Syaf.g_00706
OG0000458	Prbk.g_00649	Syaf.g_00705
OG0000459	Prbk.g_00648	Syaf.g_00704
OG0000460	Prbk.g_01369	Syaf.g_02789
OG0000461	Prbk.g_01900	Syaf.g_00183
OG0000462	Prbk.g_01012	Syaf.g_00186
OG0000463	Prbk.g_01011	Syaf.g_00187
OG0000464	Prbk.g_01010	Syaf.g_00188
OG0000465	Prbk.g_01008	Syaf.g_00190
OG0000466	Prbk.g_01003	Syaf.g_00194
OG0000467	Prbk.g_01001	Syaf.g_00196
OG0000468	Prbk.g_00371	Syaf.g_00206
OG0000469	Prbk.g_00384	Syaf.g_00220
OG0000470	Prbk.g_00397	Syaf.g_00222
OG0000471	Prbk.g_00398	Syaf.g_00223
OG0000472	Prbk.g_00400	Syaf.g_00225
OG0000473	Prbk.g_00402	Syaf.g_00227
OG0000474	Prbk.g_00403	Syaf.g_00228
OG0000475	Prbk.g_00404	Syaf.g_00229
OG0000476	Prbk.g_00406	Syaf.g_00231
OG0000477	Prbk.g_00411	Syaf.g_00237
OG0000478	Prbk.g_00412	Syaf.g_00238
OG0000479	Prbk.g_00413	Syaf.g_00239
OG0000480	Prbk.g_00420	Syaf.g_00247
OG0000481	Prbk.g_00422	Syaf.g_00249
OG0000482	Prbk.g_00423	Syaf.g_00250
OG0000483	Prbk.g_00427	Syaf.g_00254
OG0000484	Prbk.g_00428	Syaf.g_00255
OG0000485	Prbk.g_00429	Syaf.g_00256
OG0000486	Prbk.g_00430	Syaf.g_00257
OG0000487	Prbk.g_00435	Syaf.g_00263
OG0000488	Prbk.g_00439	Syaf.g_00267
OG0000489	Prbk.g_00450	Syaf.g_00274
OG0000490	Prbk.g_00456	Syaf.g_00284
OG0000491	Prbk.g_00457	Syaf.g_00285
OG0000492	Prbk.g_00460	Syaf.g_00288
OG0000493	Prbk.g_00461	Syaf.g_00289
OG0000494	Prbk.g_00462	Syaf.g_00290
OG0000495	Prbk.g_00463	Syaf.g_00291
OG0000496	Prbk.g_00464	Syaf.g_00292
OG0000497	Prbk.g_00465	Syaf.g_00293
OG0000498	Prbk.g_00466	Syaf.g_00294
OG0000499	Prbk.g_00467	Syaf.g_00295
OG0000500	Prbk.g_00468	Syaf.g_00296
OG0000501	Prbk.g_00471	Syaf.g_00299
OG0000502	Prbk.g_00483	Syaf.g_00319
OG0000503	Prbk.g_00871	Syaf.g_00023
OG0000504	Prbk.g_00873	Syaf.g_00021
OG0000505	Prbk.g_00874	Syaf.g_00020
OG0000506	Prbk.g_00876	Syaf.g_00018
OG0000507	Prbk.g_00881	Syaf.g_00012
OG0000508	Prbk.g_00888	Syaf.g_00008
OG0000509	Prbk.g_00890	Syaf.g_00006
OG0000510	Prbk.g_00891	Syaf.g_00005
OG0000511	Prbk.g_00892	Syaf.g_00004
OG0000512	Prbk.g_00894	Syaf.g_00002
OG0000513	Prbk.g_00360	Syaf.g_02803
OG0000514	Prbk.g_00352	Syaf.g_02796
OG0000515	Prbk.g_00351	Syaf.g_02795
OG0000516	Prbk.g_00339	Syaf.g_01219
OG0000517	Prbk.g_00329	Syaf.g_01213
OG0000518	Prbk.g_00317	Syaf.g_01230
OG0000519	Prbk.g_00316	Syaf.g_01231
OG0000520	Prbk.g_00315	Syaf.g_01235
OG0000521	Prbk.g_00301	Syaf.g_02542
OG0000522	Prbk.g_00299	Syaf.g_02538
OG0000523	Prbk.g_00298	Syaf.g_02537
OG0000524	Prbk.g_02088	Syaf.g_02531
OG0000525	Prbk.g_02105	Syaf.g_02507
OG0000526	Prbk.g_02107	Syaf.g_02504
OG0000527	Prbk.g_02111	Syaf.g_02500
OG0000528	Prbk.g_02056	Syaf.g_02728
OG0000529	Prbk.g_02062	Syaf.g_02720
OG0000530	Prbk.g_02065	Syaf.g_02717
OG0000531	Prbk.g_02066	Syaf.g_02716
OG0000532	Prbk.g_02069	Syaf.g_02713
OG0000533	Prbk.g_02071	Syaf.g_02712
OG0000534	Prbk.g_02072	Syaf.g_02711
OG0000535	Prbk.g_02073	Syaf.g_02710
OG0000536	Prbk.g_02074	Syaf.g_02709
OG0000537	Prbk.g_02075	Syaf.g_02708
OG0000538	Prbk.g_01865	Syaf.g_02697
OG0000539	Prbk.g_01041	Syaf.g_02696
OG0000540	Prbk.g_01042	Syaf.g_02695
OG0000541	Prbk.g_01043	Syaf.g_02694
OG0000542	Prbk.g_01046	Syaf.g_02691
OG0000543	Prbk.g_01048	Syaf.g_02689
OG0000544	Prbk.g_01049	Syaf.g_02688
