Orthogroup	Prbk	Pras
OG0000125	Prbk.g_02168	Pras.g_00797
OG0000126	Prbk.g_02272	Pras.g_00837
OG0000128	Prbk.g_02290	Pras.g_00853
OG0000129	Prbk.g_02156	Pras.g_00897
OG0000130	Prbk.g_01320	Pras.g_00921
OG0000131	Prbk.g_00751	Pras.g_00996
OG0000132	Prbk.g_00771	Pras.g_01015
OG0000133	Prbk.g_00472	Pras.g_01174
OG0000134	Prbk.g_00361	Pras.g_01210
OG0000135	Prbk.g_02209	Pras.g_01236
OG0000136	Prbk.g_00323	Pras.g_01319
OG0000137	Prbk.g_02113	Pras.g_01353
OG0000138	Prbk.g_02078	Pras.g_01373
OG0000139	Prbk.g_01086	Pras.g_01414
OG0000140	Prbk.g_01092	Pras.g_01415
OG0000141	Prbk.g_01154	Pras.g_01483
OG0000142	Prbk.g_02631	Pras.g_01511
OG0000143	Prbk.g_02635	Pras.g_01515
OG0000144	Prbk.g_00739	Pras.g_01528
OG0000145	Prbk.g_01863	Pras.g_01664
OG0000146	Prbk.g_02333	Pras.g_01666
OG0000147	Prbk.g_02334	Pras.g_01667
OG0000148	Prbk.g_02487	Pras.g_01717
OG0000149	Prbk.g_02544	Pras.g_01747
OG0000150	Prbk.g_02567	Pras.g_01755
OG0000151	Prbk.g_02417	Pras.g_01811
OG0000152	Prbk.g_02324	Pras.g_01859
OG0000153	Prbk.g_02297	Pras.g_01878
OG0000154	Prbk.g_00584	Pras.g_01908
OG0000155	Prbk.g_00099	Pras.g_00076
OG0000156	Prbk.g_00164	Pras.g_00197
OG0000157	Prbk.g_00163	Pras.g_00198
OG0000158	Prbk.g_00526	Pras.g_00289
OG0000160	Prbk.g_00260	Pras.g_00351
OG0000161	Prbk.g_00274	Pras.g_00357
OG0000162	Prbk.g_00280	Pras.g_00363
OG0000163	Prbk.g_02002	Pras.g_00399
OG0000164	Prbk.g_01432	Pras.g_00574
OG0000165	Prbk.g_01423	Pras.g_00581
OG0000166	Prbk.g_00982	Pras.g_00651
OG0000167	Prbk.g_00512	Pras.g_00717
OG0000168	Prbk.g_00527	Pras.g_00727
OG0000169	Prbk.g_00220	Pras.g_00737
OG0000170	Prbk.g_00232	Pras.g_00739
OG0000171	Prbk.g_01538	Pras.g_00758
OG0000172	Prbk.g_01573	Pras.g_00768
OG0000173	Prbk.g_01594	Pras.g_00783
OG0000174	Prbk.g_02211	Pras.g_00811, Pras.g_00810
OG0000175	Prbk.g_02249	Pras.g_00821
OG0000176	Prbk.g_02282	Pras.g_00846
OG0000177	Prbk.g_02283	Pras.g_00847
OG0000178	Prbk.g_02284	Pras.g_00848
OG0000179	Prbk.g_01633	Pras.g_00858
OG0000180	Prbk.g_01632	Pras.g_00859
OG0000181	Prbk.g_01631	Pras.g_00860
OG0000182	Prbk.g_01630	Pras.g_00861
OG0000183	Prbk.g_01626	Pras.g_00865
OG0000184	Prbk.g_02148	Pras.g_00899
OG0000185	Prbk.g_02126	Pras.g_00902
OG0000186	Prbk.g_01326	Pras.g_00916
OG0000187	Prbk.g_01324	Pras.g_00917
OG0000188	Prbk.g_01303	Pras.g_00933
OG0000189	Prbk.g_00024	Pras.g_00947
OG0000190	Prbk.g_00022	Pras.g_00948
OG0000191	Prbk.g_00197	Pras.g_00968
OG0000192	Prbk.g_00206	Pras.g_00972
OG0000193	Prbk.g_00752	Pras.g_00997
OG0000194	Prbk.g_00755	Pras.g_01000
OG0000195	Prbk.g_00757	Pras.g_01002
OG0000196	Prbk.g_00768	Pras.g_01012
OG0000197	Prbk.g_00769	Pras.g_01013
OG0000198	Prbk.g_00770	Pras.g_01014
OG0000199	Prbk.g_00777	Pras.g_01021
OG0000201	Prbk.g_01261	Pras.g_01043
OG0000202	Prbk.g_01260	Pras.g_01044
OG0000203	Prbk.g_01259	Pras.g_01045
OG0000204	Prbk.g_01258	Pras.g_01046
OG0000205	Prbk.g_01251	Pras.g_01053
OG0000206	Prbk.g_00632	Pras.g_01058, Pras.g_01059
OG0000207	Prbk.g_00686	Pras.g_01061
OG0000208	Prbk.g_00685	Pras.g_01062
OG0000209	Prbk.g_00658	Pras.g_01071
OG0000210	Prbk.g_00657	Pras.g_01072
OG0000211	Prbk.g_01368	Pras.g_01085
OG0000212	Prbk.g_01514	Pras.g_01092
OG0000213	Prbk.g_00374	Pras.g_01109
OG0000214	Prbk.g_00401	Pras.g_01119
OG0000215	Prbk.g_00431	Pras.g_01144
OG0000216	Prbk.g_00434	Pras.g_01145
OG0000217	Prbk.g_00438	Pras.g_01148
OG0000218	Prbk.g_00442	Pras.g_01150
OG0000219	Prbk.g_00443	Pras.g_01151
OG0000220	Prbk.g_00444	Pras.g_01152
OG0000221	Prbk.g_00449	Pras.g_01153
OG0000222	Prbk.g_00458	Pras.g_01162
OG0000223	Prbk.g_00481	Pras.g_01175
OG0000224	Prbk.g_00492	Pras.g_01177
OG0000225	Prbk.g_00889	Pras.g_01199
OG0000226	Prbk.g_00893	Pras.g_01203
OG0000227	Prbk.g_00895	Pras.g_01205
OG0000228	Prbk.g_00365	Pras.g_01208
OG0000229	Prbk.g_00328	Pras.g_01314
OG0000230	Prbk.g_00326	Pras.g_01316
OG0000231	Prbk.g_00311	Pras.g_01327
OG0000232	Prbk.g_00295	Pras.g_01335
OG0000233	Prbk.g_02092	Pras.g_01341
OG0000234	Prbk.g_02114	Pras.g_01354
OG0000235	Prbk.g_02060	Pras.g_01357
OG0000236	Prbk.g_02076	Pras.g_01371
OG0000237	Prbk.g_01047	Pras.g_01384
OG0000238	Prbk.g_01051	Pras.g_01390
OG0000239	Prbk.g_01067	Pras.g_01402
OG0000240	Prbk.g_01068	Pras.g_01403
OG0000241	Prbk.g_01965	Pras.g_01407
OG0000242	Prbk.g_01078	Pras.g_01409
OG0000243	Prbk.g_02684	Pras.g_01420
OG0000244	Prbk.g_01897	Pras.g_01423
OG0000245	Prbk.g_01894	Pras.g_01425
OG0000246	Prbk.g_01890	Pras.g_01429
OG0000247	Prbk.g_01879	Pras.g_01439
OG0000248	Prbk.g_01876	Pras.g_01441
OG0000249	Prbk.g_01874	Pras.g_01443
OG0000250	Prbk.g_01106	Pras.g_01448
OG0000251	Prbk.g_01130	Pras.g_01467
OG0000252	Prbk.g_01133	Pras.g_01470
OG0000253	Prbk.g_01139	Pras.g_01471
OG0000254	Prbk.g_01158	Pras.g_01487
OG0000255	Prbk.g_02604	Pras.g_01493
OG0000256	Prbk.g_02618	Pras.g_01503
OG0000257	Prbk.g_02624	Pras.g_01506
OG0000258	Prbk.g_02647	Pras.g_01519
OG0000259	Prbk.g_00720	Pras.g_01536
OG0000260	Prbk.g_00717	Pras.g_01539
OG0000261	Prbk.g_00714	Pras.g_01541
OG0000262	Prbk.g_00709	Pras.g_00327, Pras.g_01545
OG0000263	Prbk.g_00672	Pras.g_01557
OG0000264	Prbk.g_01815	Pras.g_01567
OG0000265	Prbk.g_00619, Prbk.g_01835	Pras.g_01606
OG0000266	Prbk.g_00608	Pras.g_01616
OG0000267	Prbk.g_02371	Pras.g_01627
OG0000268	Prbk.g_02370	Pras.g_01628
OG0000269	Prbk.g_02463	Pras.g_01696
OG0000270	Prbk.g_02466	Pras.g_01699
OG0000271	Prbk.g_02474	Pras.g_01707
OG0000272	Prbk.g_02475	Pras.g_01708
OG0000273	Prbk.g_02526	Pras.g_01731
OG0000274	Prbk.g_02527	Pras.g_01732
OG0000275	Prbk.g_02530	Pras.g_01734
OG0000276	Prbk.g_02536	Pras.g_01739
OG0000277	Prbk.g_02537	Pras.g_01740
OG0000278	Prbk.g_02540	Pras.g_01743
OG0000279	Prbk.g_02548	Pras.g_01750
OG0000280	Prbk.g_02554	Pras.g_01751
OG0000281	Prbk.g_02568	Pras.g_01756
OG0000282	Prbk.g_02398	Pras.g_01803
OG0000283	Prbk.g_02359	Pras.g_01836
OG0000284	Prbk.g_02353	Pras.g_01841
OG0000285	Prbk.g_01698	Pras.g_01846
OG0000286	Prbk.g_02325	Pras.g_01858
OG0000287	Prbk.g_01728	Pras.g_01875
OG0000288	Prbk.g_00583	Pras.g_01907
OG0000289	Prbk.g_00596	Pras.g_01918
OG0000290	Prbk.g_00059	Pras.g_01931
OG0000291	Prbk.g_00057	Pras.g_01933
OG0000292	Prbk.g_02271	Pras.g_01982
OG0000293	Prbk.g_01032	Pras.g_00047
OG0000294	Prbk.g_01031	Pras.g_00048
OG0000295	Prbk.g_00106	Pras.g_00068
OG0000296	Prbk.g_00104	Pras.g_00070
OG0000297	Prbk.g_01498	Pras.g_00078
OG0000298	Prbk.g_01497	Pras.g_00079
OG0000299	Prbk.g_01508	Pras.g_00096, Pras.g_00097
OG0000300	Prbk.g_00186	Pras.g_00100
OG0000301	Prbk.g_00185	Pras.g_00101
OG0000302	Prbk.g_00182	Pras.g_00103
OG0000303	Prbk.g_00097	Pras.g_00110
OG0000304	Prbk.g_00121	Pras.g_00114
OG0000305	Prbk.g_00055	Pras.g_00242
OG0000306	Prbk.g_02578	Pras.g_00245
OG0000307	Prbk.g_02044	Pras.g_00259
OG0000308	Prbk.g_02042	Pras.g_00260
OG0000309	Prbk.g_02038	Pras.g_00264
OG0000310	Prbk.g_01937	Pras.g_00335
OG0000311	Prbk.g_00243	Pras.g_00337
OG0000312	Prbk.g_00247	Pras.g_00340
OG0000313	Prbk.g_00271	Pras.g_00354
OG0000314	Prbk.g_01222	Pras.g_00377
OG0000315	Prbk.g_01212	Pras.g_00388
OG0000316	Prbk.g_01991	Pras.g_00410
OG0000317	Prbk.g_00913	Pras.g_00548
OG0000318	Prbk.g_00906	Pras.g_00551
OG0000319	Prbk.g_01443	Pras.g_00564
OG0000320	Prbk.g_01441	Pras.g_00566
OG0000321	Prbk.g_01440	Pras.g_00567
OG0000322	Prbk.g_01439	Pras.g_00568
OG0000323	Prbk.g_01428	Pras.g_00577
OG0000324	Prbk.g_01399	Pras.g_00604
OG0000325	Prbk.g_01904	Pras.g_00614
OG0000326	Prbk.g_01912	Pras.g_00620
OG0000327	Prbk.g_00987	Pras.g_00646
OG0000328	Prbk.g_00986	Pras.g_00647
OG0000329	Prbk.g_00969	Pras.g_00664
OG0000330	Prbk.g_00968	Pras.g_00665
OG0000331	Prbk.g_00967	Pras.g_00666
OG0000332	Prbk.g_00952	Pras.g_00680
OG0000333	Prbk.g_00950	Pras.g_00682
OG0000334	Prbk.g_00801	Pras.g_00690
OG0000335	Prbk.g_00806	Pras.g_00695
OG0000336	Prbk.g_00810	Pras.g_00699
OG0000337	Prbk.g_00506	Pras.g_00715
OG0000338	Prbk.g_00510	Pras.g_00716
OG0000339	Prbk.g_00516	Pras.g_00720
OG0000340	Prbk.g_00528	Pras.g_00728
OG0000341	Prbk.g_00530	Pras.g_00730
OG0000342	Prbk.g_00531	Pras.g_00731
OG0000343	Prbk.g_00215	Pras.g_00732
OG0000344	Prbk.g_00218	Pras.g_00735
OG0000345	Prbk.g_00233	Pras.g_00740
OG0000346	Prbk.g_00238	Pras.g_00744
OG0000347	Prbk.g_01540	Pras.g_00761
OG0000348	Prbk.g_01578	Pras.g_00771
OG0000349	Prbk.g_01602	Pras.g_00788
OG0000350	Prbk.g_02204	Pras.g_00806, Pras.g_00131
OG0000351	Prbk.g_02252	Pras.g_00824
OG0000352	Prbk.g_02253	Pras.g_00825
OG0000353	Prbk.g_02277	Pras.g_00841
OG0000355	Prbk.g_02279	Pras.g_00843
OG0000356	Prbk.g_02280	Pras.g_00844
OG0000357	Prbk.g_02281	Pras.g_00845
OG0000358	Prbk.g_02285	Pras.g_00849
OG0000359	Prbk.g_02287	Pras.g_00850
OG0000360	Prbk.g_02288	Pras.g_00851
OG0000361	Prbk.g_02289	Pras.g_00852
OG0000362	Prbk.g_02291	Pras.g_00854
OG0000363	Prbk.g_01639	Pras.g_00856
OG0000364	Prbk.g_01638	Pras.g_00857
OG0000365	Prbk.g_01629	Pras.g_00862
OG0000366	Prbk.g_01628	Pras.g_00863
OG0000367	Prbk.g_01627	Pras.g_00864
OG0000368	Prbk.g_01625	Pras.g_00866
OG0000369	Prbk.g_01624	Pras.g_00867
OG0000370	Prbk.g_01623	Pras.g_00868
OG0000371	Prbk.g_01614	Pras.g_00874
OG0000372	Prbk.g_01609	Pras.g_00877
OG0000373	Prbk.g_01608	Pras.g_00878
OG0000374	Prbk.g_01607	Pras.g_00879
OG0000375	Prbk.g_01606	Pras.g_00893
OG0000376	Prbk.g_01604	Pras.g_00895
OG0000377	Prbk.g_02155	Pras.g_00898
OG0000378	Prbk.g_02141	Pras.g_00900
OG0000379	Prbk.g_02125	Pras.g_00903
OG0000380	Prbk.g_01323	Pras.g_00918
OG0000381	Prbk.g_01319	Pras.g_00922
OG0000382	Prbk.g_01304	Pras.g_00932
OG0000383	Prbk.g_01302	Pras.g_00934
OG0000384	Prbk.g_01301	Pras.g_00935
OG0000385	Prbk.g_01300	Pras.g_00936
OG0000386	Prbk.g_01299	Pras.g_00937
OG0000387	Prbk.g_00020	Pras.g_00950
OG0000388	Prbk.g_00016	Pras.g_00953
OG0000389	Prbk.g_00012	Pras.g_00957
OG0000390	Prbk.g_00191	Pras.g_00964
OG0000391	Prbk.g_00196	Pras.g_00967
OG0000392	Prbk.g_00202	Pras.g_00971
OG0000393	Prbk.g_00207	Pras.g_00973
OG0000394	Prbk.g_00208	Pras.g_00974
OG0000395	Prbk.g_00209	Pras.g_00975
OG0000396	Prbk.g_00542	Pras.g_00978
OG0000397	Prbk.g_00544	Pras.g_00980
OG0000398	Prbk.g_00549	Pras.g_00982
OG0000399	Prbk.g_00550	Pras.g_00983
OG0000400	Prbk.g_00551	Pras.g_00984
OG0000401	Prbk.g_00552	Pras.g_00985
OG0000402	Prbk.g_00554	Pras.g_00987
OG0000403	Prbk.g_00555	Pras.g_00988
OG0000404	Prbk.g_00557	Pras.g_00989
OG0000405	Prbk.g_00749	Pras.g_00993
OG0000406	Prbk.g_00753	Pras.g_00998
OG0000407	Prbk.g_00754	Pras.g_00999
OG0000408	Prbk.g_00756	Pras.g_01001
OG0000409	Prbk.g_00758	Pras.g_01003
OG0000410	Prbk.g_00759	Pras.g_01004
OG0000411	Prbk.g_00760	Pras.g_01005
OG0000412	Prbk.g_00761	Pras.g_01006
OG0000413	Prbk.g_00763	Pras.g_01007
OG0000414	Prbk.g_00764	Pras.g_01008
OG0000415	Prbk.g_00765	Pras.g_01009
OG0000416	Prbk.g_00766	Pras.g_01010
OG0000417	Prbk.g_00767	Pras.g_01011
OG0000418	Prbk.g_00772	Pras.g_01016
OG0000419	Prbk.g_00774	Pras.g_01018
OG0000420	Prbk.g_00775	Pras.g_01019
OG0000421	Prbk.g_00779	Pras.g_01024
OG0000422	Prbk.g_00780	Pras.g_01025
OG0000423	Prbk.g_00781	Pras.g_01026
OG0000424	Prbk.g_00782	Pras.g_01027
OG0000425	Prbk.g_00783	Pras.g_01028
OG0000426	Prbk.g_00784	Pras.g_01029
OG0000427	Prbk.g_00785	Pras.g_01030
OG0000428	Prbk.g_02425	Pras.g_01032
OG0000429	Prbk.g_01283	Pras.g_01033
OG0000430	Prbk.g_01281	Pras.g_01034
OG0000431	Prbk.g_01277	Pras.g_01036
OG0000432	Prbk.g_01270	Pras.g_01039
OG0000433	Prbk.g_01267	Pras.g_01040
OG0000434	Prbk.g_01266	Pras.g_01041
OG0000435	Prbk.g_01263	Pras.g_01042
OG0000436	Prbk.g_01257	Pras.g_01047
OG0000437	Prbk.g_01256	Pras.g_01048
OG0000438	Prbk.g_01255	Pras.g_01049
OG0000439	Prbk.g_01253	Pras.g_01051
OG0000440	Prbk.g_01252	Pras.g_01052
OG0000441	Prbk.g_01245	Pras.g_01055
OG0000442	Prbk.g_01244	Pras.g_01056
OG0000443	Prbk.g_00631	Pras.g_01057
OG0000444	Prbk.g_00683	Pras.g_01063
OG0000445	Prbk.g_00682	Pras.g_01064
OG0000446	Prbk.g_00680	Pras.g_01065
OG0000447	Prbk.g_00670	Pras.g_01066
OG0000448	Prbk.g_00669	Pras.g_01067
OG0000449	Prbk.g_00668	Pras.g_01068
OG0000450	Prbk.g_00662	Pras.g_01069
OG0000451	Prbk.g_00661	Pras.g_01070
OG0000452	Prbk.g_00656	Pras.g_01073
OG0000453	Prbk.g_00655	Pras.g_01074
OG0000454	Prbk.g_00654	Pras.g_01075
OG0000455	Prbk.g_00653	Pras.g_01076
OG0000456	Prbk.g_00652	Pras.g_01077
OG0000457	Prbk.g_00650	Pras.g_01078
OG0000458	Prbk.g_00649	Pras.g_01079
OG0000459	Prbk.g_00648	Pras.g_01080
OG0000460	Prbk.g_01369	Pras.g_01087
OG0000461	Prbk.g_01900	Pras.g_01094
OG0000462	Prbk.g_01012	Pras.g_01096
OG0000463	Prbk.g_01011	Pras.g_01097
OG0000464	Prbk.g_01010	Pras.g_01098
OG0000465	Prbk.g_01008	Pras.g_01099
OG0000466	Prbk.g_01003	Pras.g_01102
OG0000467	Prbk.g_01001	Pras.g_01103
OG0000468	Prbk.g_00371	Pras.g_01105
OG0000469	Prbk.g_00384	Pras.g_01114
OG0000470	Prbk.g_00397	Pras.g_01116
OG0000471	Prbk.g_00398	Pras.g_01117
OG0000472	Prbk.g_00400	Pras.g_01118
OG0000473	Prbk.g_00402	Pras.g_01120
OG0000474	Prbk.g_00403	Pras.g_01121
OG0000475	Prbk.g_00404	Pras.g_01122
OG0000476	Prbk.g_00406	Pras.g_01123
OG0000477	Prbk.g_00411	Pras.g_01127
OG0000478	Prbk.g_00412	Pras.g_01128
OG0000479	Prbk.g_00413	Pras.g_01129
OG0000480	Prbk.g_00420	Pras.g_01134
OG0000481	Prbk.g_00422	Pras.g_01136
OG0000482	Prbk.g_00423	Pras.g_01137
OG0000483	Prbk.g_00427	Pras.g_01140
OG0000484	Prbk.g_00428	Pras.g_01141
OG0000485	Prbk.g_00429	Pras.g_01142
OG0000486	Prbk.g_00430	Pras.g_01143
OG0000487	Prbk.g_00435	Pras.g_01146
OG0000488	Prbk.g_00439	Pras.g_01149
OG0000489	Prbk.g_00450	Pras.g_01155
OG0000490	Prbk.g_00456	Pras.g_01160
OG0000491	Prbk.g_00457	Pras.g_01161
OG0000492	Prbk.g_00460	Pras.g_01163
OG0000493	Prbk.g_00461	Pras.g_01164
OG0000494	Prbk.g_00462	Pras.g_01165
OG0000495	Prbk.g_00463	Pras.g_01166
OG0000496	Prbk.g_00464	Pras.g_01167
OG0000497	Prbk.g_00465	Pras.g_01168
OG0000498	Prbk.g_00466	Pras.g_01169
OG0000499	Prbk.g_00467	Pras.g_01170
OG0000500	Prbk.g_00468	Pras.g_01171
OG0000501	Prbk.g_00471	Pras.g_01173
OG0000502	Prbk.g_00483	Pras.g_01176
OG0000503	Prbk.g_00871	Pras.g_01187
OG0000504	Prbk.g_00873	Pras.g_01188
OG0000505	Prbk.g_00874	Pras.g_01189
OG0000506	Prbk.g_00876	Pras.g_01191
OG0000507	Prbk.g_00881	Pras.g_01194
OG0000508	Prbk.g_00888	Pras.g_01198
OG0000509	Prbk.g_00890	Pras.g_01200
OG0000510	Prbk.g_00891	Pras.g_01201
OG0000511	Prbk.g_00892	Pras.g_01202
OG0000512	Prbk.g_00894	Pras.g_01204
OG0000513	Prbk.g_00360	Pras.g_01211
OG0000514	Prbk.g_00352	Pras.g_01309
OG0000515	Prbk.g_00351	Pras.g_01310
OG0000516	Prbk.g_00339	Pras.g_01311
OG0000517	Prbk.g_00329	Pras.g_01313
OG0000518	Prbk.g_00317	Pras.g_01324
OG0000519	Prbk.g_00316	Pras.g_01325
OG0000520	Prbk.g_00315	Pras.g_01326
OG0000521	Prbk.g_00301	Pras.g_01331
OG0000522	Prbk.g_00299	Pras.g_01332
OG0000523	Prbk.g_00298	Pras.g_01333
OG0000524	Prbk.g_02088	Pras.g_01339
OG0000525	Prbk.g_02105	Pras.g_01342
OG0000526	Prbk.g_02107	Pras.g_01343
OG0000527	Prbk.g_02111	Pras.g_01351
OG0000528	Prbk.g_02056	Pras.g_01356
OG0000529	Prbk.g_02062	Pras.g_01359
OG0000530	Prbk.g_02065	Pras.g_01362
OG0000531	Prbk.g_02066	Pras.g_01363
OG0000532	Prbk.g_02069	Pras.g_01365
OG0000533	Prbk.g_02071	Pras.g_01366
OG0000534	Prbk.g_02072	Pras.g_01367
OG0000535	Prbk.g_02073	Pras.g_01368
OG0000536	Prbk.g_02074	Pras.g_01369
OG0000537	Prbk.g_02075	Pras.g_01370
OG0000538	Prbk.g_01865	Pras.g_01378
OG0000539	Prbk.g_01041	Pras.g_01379
OG0000540	Prbk.g_01042	Pras.g_01380
OG0000541	Prbk.g_01043	Pras.g_01381
OG0000542	Prbk.g_01046	Pras.g_01383
OG0000543	Prbk.g_01048	Pras.g_01385
OG0000544	Prbk.g_01049	Pras.g_01386
OG0000545	Prbk.g_01050	Pras.g_01388
OG0000546	Prbk.g_01052	Pras.g_01391
OG0000547	Prbk.g_01054	Pras.g_01393
OG0000548	Prbk.g_01055	Pras.g_01394
OG0000549	Prbk.g_01061	Pras.g_01396
OG0000550	Prbk.g_01066	Pras.g_01401
OG0000551	Prbk.g_01070	Pras.g_01404
OG0000552	Prbk.g_01071	Pras.g_01405
OG0000553	Prbk.g_01076	Pras.g_01406
OG0000554	Prbk.g_01081	Pras.g_01411
OG0000555	Prbk.g_01099	Pras.g_01419
OG0000556	Prbk.g_02686	Pras.g_01421
OG0000557	Prbk.g_01898	Pras.g_01422
OG0000558	Prbk.g_01895	Pras.g_01424
OG0000559	Prbk.g_01891	Pras.g_01428
OG0000560	Prbk.g_01888	Pras.g_01431
OG0000561	Prbk.g_01887	Pras.g_01432
OG0000562	Prbk.g_01886	Pras.g_01433
OG0000563	Prbk.g_01885	Pras.g_01434
OG0000564	Prbk.g_01884	Pras.g_01435
OG0000565	Prbk.g_01881	Pras.g_01438
OG0000566	Prbk.g_01877	Pras.g_01440
