Orthogroup	Prbk	Prbj
OG0000028	Prbk.g_00469	Prbj.g_01457
OG0000029	Prbk.g_00833	Prbj.g_00378
OG0000030	Prbk.g_01532	Prbj.g_01288
OG0000030	Prbk.g_01533	Prbj.g_01287
OG0000031	Prbk.g_00539	Prbj.g_01527
OG0000031	Prbk.g_00534	Prbj.g_01522
OG0000032	Prbk.g_01209	Prbj.g_00659
OG0000032	Prbk.g_00480	Prbj.g_01468
OG0000033	Prbk.g_00776	Prbj.g_00518
OG0000034	Prbk.g_01171	Prbj.g_01740
OG0000035	Prbk.g_00259	Prbj.g_01056
OG0000036	Prbk.g_00394	Prbj.g_01382
OG0000036	Prbk.g_01942	Prbj.g_01105
OG0000036	Prbk.g_01040	Prbj.g_01106, Prbj.g_02087
OG0000036	Prbk.g_00799	Prbj.g_00412
OG0000036	Prbk.g_00790	Prbj.g_00504
OG0000036	Prbk.g_00075	Prbj.g_02686
OG0000036	Prbk.g_01949	Prbj.g_01098
OG0000036	Prbk.g_01284	Prbj.g_01134
OG0000036	Prbk.g_02015	Prbj.g_01675
OG0000036	Prbk.g_01948	Prbj.g_01099
OG0000037	Prbk.g_00007	Prbj.g_00624
OG0000038	Prbk.g_02164	Prbj.g_01959
OG0000038	Prbk.g_02166	Prbj.g_01961
OG0000039	Prbk.g_01385	Prbj.g_00429
OG0000039	Prbk.g_00642	Prbj.g_00278
OG0000041	Prbk.g_01406	Prbj.g_00450
OG0000042	Prbk.g_01495	Prbj.g_01808
OG0000042	Prbk.g_00140	Prbj.g_00001
OG0000044	Prbk.g_01462	Prbj.g_01330
OG0000044	Prbk.g_01351	Prbj.g_00194
OG0000044	Prbk.g_02675	Prbj.g_02695
OG0000044	Prbk.g_01732	Prbj.g_00726
OG0000045	Prbk.g_01321	Prbj.g_00563
OG0000046	Prbk.g_00854	Prbj.g_00358
OG0000047	Prbk.g_02565	Prbj.g_02509
OG0000047	Prbk.g_01202	Prbj.g_00666
OG0000048	Prbk.g_00405	Prbj.g_01393
OG0000051	Prbk.g_01709	Prbj.g_00705
OG0000051	Prbk.g_02418	Prbj.g_02362
OG0000052	Prbk.g_00499	Prbj.g_01487
OG0000053	Prbk.g_01230	Prbj.g_00638
OG0000054	Prbk.g_01153	Prbj.g_01758
OG0000056	Prbk.g_02591	Prbj.g_02533
OG0000056	Prbk.g_00841	Prbj.g_00371
OG0000056	Prbk.g_00094	Prbj.g_01125
OG0000057	Prbk.g_01765	Prbj.g_00758
OG0000058	Prbk.g_00479	Prbj.g_01467
OG0000059	Prbk.g_00992	Prbj.g_01029
OG0000059	Prbk.g_00533	Prbj.g_01521
OG0000060	Prbk.g_02058	Prbj.g_01633
OG0000060	Prbk.g_01286	Prbj.g_01132
OG0000061	Prbk.g_01019	Prbj.g_00971
OG0000062	Prbk.g_00931	Prbj.g_00881
OG0000063	Prbk.g_01613	Prbj.g_01208
OG0000065	Prbk.g_00011	Prbj.g_00620
OG0000066	Prbk.g_01094	Prbj.g_02141
OG0000067	Prbk.g_02468	Prbj.g_02412
OG0000068	Prbk.g_02052	Prbj.g_01639
OG0000070	Prbk.g_00310	Prbj.g_00118
OG0000071	Prbk.g_01183	Prbj.g_01728
OG0000072	Prbk.g_00778	Prbj.g_00516
OG0000073	Prbk.g_01862	Prbj.g_01608
OG0000075	Prbk.g_00514	Prbj.g_01502
OG0000076	Prbk.g_00237	Prbj.g_01598
OG0000077	Prbk.g_01308	Prbj.g_00576
OG0000077	Prbk.g_00307	Prbj.g_01900
OG0000078	Prbk.g_01515	Prbj.g_02614
OG0000079	Prbk.g_01000	Prbj.g_01353
OG0000081	Prbk.g_00733	Prbj.g_00799
OG0000081	Prbk.g_01772	Prbj.g_00765
OG0000082	Prbk.g_01122	Prbj.g_01789
OG0000084	Prbk.g_00255	Prbj.g_01052
OG0000085	Prbk.g_00919	Prbj.g_00869
OG0000086	Prbk.g_01295	Prbj.g_00589
OG0000087	Prbk.g_00559	Prbj.g_01547
OG0000088	Prbk.g_01836	Prbj.g_00912
OG0000088	Prbk.g_00773	Prbj.g_00521
OG0000089	Prbk.g_00364	Prbj.g_00064
OG0000090	Prbk.g_01080	Prbj.g_02127
OG0000091	Prbk.g_02639	Prbj.g_02581
OG0000093	Prbk.g_02444	Prbj.g_02388
OG0000094	Prbk.g_02190	Prbj.g_01985
OG0000095	Prbk.g_00056	Prbj.g_01838
OG0000097	Prbk.g_00189	Prbj.g_02152
OG0000098	Prbk.g_01199	Prbj.g_00669
OG0000099	Prbk.g_00476	Prbj.g_01464
OG0000100	Prbk.g_01360	Prbj.g_00185
OG0000100	Prbk.g_02498	Prbj.g_02442
OG0000101	Prbk.g_00796	Prbj.g_00415
OG0000101	Prbk.g_00944	Prbj.g_00981
OG0000102	Prbk.g_01484	Prbj.g_01819
OG0000103	Prbk.g_02260	Prbj.g_02055
OG0000104	Prbk.g_02274	Prbj.g_02069
OG0000105	Prbk.g_00409	Prbj.g_01397
OG0000106	Prbk.g_00925	Prbj.g_00875
OG0000107	Prbk.g_01902	Prbj.g_02659
OG0000108	Prbk.g_02061	Prbj.g_01630
OG0000109	Prbk.g_02077	Prbj.g_01614
OG0000110	Prbk.g_01110	Prbj.g_01801
OG0000111	Prbk.g_01766	Prbj.g_00759
OG0000112	Prbk.g_02332	Prbj.g_02276
OG0000113	Prbk.g_02493	Prbj.g_02437
OG0000114	Prbk.g_02396	Prbj.g_02340
OG0000115	Prbk.g_01234	Prbj.g_00634
OG0000116	Prbk.g_01034	Prbj.g_00956
OG0000117	Prbk.g_01496	Prbj.g_01915
OG0000118	Prbk.g_01169	Prbj.g_01742
OG0000119	Prbk.g_01746	Prbj.g_00740
OG0000119	Prbk.g_01786	Prbj.g_00778
OG0000120	Prbk.g_00477	Prbj.g_01465
OG0000121	Prbk.g_00267	Prbj.g_01064
OG0000121	Prbk.g_00261	Prbj.g_01058
OG0000122	Prbk.g_02664	Prbj.g_02627
OG0000123	Prbk.g_00805	Prbj.g_00406
OG0000124	Prbk.g_01539	Prbj.g_01281
OG0000125	Prbk.g_02168	Prbj.g_01963
OG0000126	Prbk.g_02272	Prbj.g_02067
OG0000127	Prbk.g_01101	Prbj.g_02148
OG0000127	Prbk.g_01852	Prbj.g_00896
OG0000127	Prbk.g_01335	Prbj.g_00210
OG0000128	Prbk.g_02290	Prbj.g_02085
OG0000129	Prbk.g_02156	Prbj.g_01951
OG0000130	Prbk.g_01320	Prbj.g_00564
OG0000131	Prbk.g_00751	Prbj.g_00543
OG0000132	Prbk.g_00771	Prbj.g_00523
OG0000133	Prbk.g_00472	Prbj.g_01460
OG0000134	Prbk.g_00361	Prbj.g_00067
OG0000135	Prbk.g_02209	Prbj.g_02004
OG0000136	Prbk.g_00323	Prbj.g_00105
OG0000137	Prbk.g_02113	Prbj.g_00128
OG0000138	Prbk.g_02078	Prbj.g_01613
OG0000139	Prbk.g_01086	Prbj.g_02133
OG0000140	Prbk.g_01092	Prbj.g_02139
OG0000141	Prbk.g_01154	Prbj.g_01757
OG0000142	Prbk.g_02631	Prbj.g_02573
OG0000143	Prbk.g_02635	Prbj.g_02577
OG0000144	Prbk.g_00739	Prbj.g_00793
OG0000145	Prbk.g_01863	Prbj.g_01607
OG0000146	Prbk.g_02333	Prbj.g_02277
OG0000147	Prbk.g_02334	Prbj.g_02278
OG0000148	Prbk.g_02487	Prbj.g_02431
OG0000149	Prbk.g_02544	Prbj.g_02488
OG0000150	Prbk.g_02567	Prbj.g_02511
OG0000151	Prbk.g_02417	Prbj.g_02361
OG0000152	Prbk.g_02324	Prbj.g_02268
OG0000153	Prbk.g_02297	Prbj.g_02241
OG0000154	Prbk.g_00584	Prbj.g_02213
OG0000155	Prbk.g_00099	Prbj.g_00312
OG0000156	Prbk.g_00164	Prbj.g_00163
OG0000157	Prbk.g_00163	Prbj.g_00162
OG0000158	Prbk.g_00526	Prbj.g_01514
OG0000160	Prbk.g_00260	Prbj.g_01057
OG0000161	Prbk.g_00274	Prbj.g_01071
OG0000162	Prbk.g_00280	Prbj.g_01077
OG0000163	Prbk.g_02002	Prbj.g_01688
OG0000164	Prbk.g_01432	Prbj.g_00476
OG0000165	Prbk.g_01423	Prbj.g_00467
OG0000166	Prbk.g_00982	Prbj.g_01019
OG0000167	Prbk.g_00512	Prbj.g_01500
OG0000168	Prbk.g_00527	Prbj.g_01515
OG0000169	Prbk.g_00220	Prbj.g_01581
OG0000170	Prbk.g_00232	Prbj.g_01593
OG0000171	Prbk.g_01538	Prbj.g_01282
OG0000172	Prbk.g_01573	Prbj.g_01248
OG0000173	Prbk.g_01594	Prbj.g_01227
OG0000174	Prbk.g_02211	Prbj.g_02006
OG0000175	Prbk.g_02249	Prbj.g_02044
OG0000176	Prbk.g_02282	Prbj.g_02077
OG0000177	Prbk.g_02283	Prbj.g_02078
OG0000178	Prbk.g_02284	Prbj.g_02079
OG0000179	Prbk.g_01633	Prbj.g_01188
OG0000180	Prbk.g_01632	Prbj.g_01189
OG0000181	Prbk.g_01631	Prbj.g_01190
OG0000182	Prbk.g_01630	Prbj.g_01191
OG0000183	Prbk.g_01626	Prbj.g_01195
OG0000184	Prbk.g_02148	Prbj.g_01943
OG0000185	Prbk.g_02126	Prbj.g_01921
OG0000186	Prbk.g_01326	Prbj.g_00558
OG0000187	Prbk.g_01324	Prbj.g_00560
OG0000188	Prbk.g_01303	Prbj.g_00581
OG0000189	Prbk.g_00024	Prbj.g_00607
OG0000190	Prbk.g_00022	Prbj.g_00609
OG0000191	Prbk.g_00197	Prbj.g_01557
OG0000192	Prbk.g_00206	Prbj.g_01566
OG0000193	Prbk.g_00752	Prbj.g_00542
OG0000194	Prbk.g_00755	Prbj.g_00539
OG0000195	Prbk.g_00757	Prbj.g_00537
OG0000196	Prbk.g_00768	Prbj.g_00526
OG0000197	Prbk.g_00769	Prbj.g_00525
OG0000198	Prbk.g_00770	Prbj.g_00524
OG0000199	Prbk.g_00777	Prbj.g_00517
OG0000200	Prbk.g_01280	Prbj.g_01138
OG0000201	Prbk.g_01261	Prbj.g_01157
OG0000202	Prbk.g_01260	Prbj.g_01158
OG0000203	Prbk.g_01259	Prbj.g_01159
OG0000204	Prbk.g_01258	Prbj.g_01160
OG0000205	Prbk.g_01251	Prbj.g_01167
OG0000206	Prbk.g_00632	Prbj.g_00288
OG0000207	Prbk.g_00686	Prbj.g_00234
OG0000208	Prbk.g_00685	Prbj.g_00235
OG0000209	Prbk.g_00658	Prbj.g_00262
OG0000210	Prbk.g_00657	Prbj.g_00263
OG0000211	Prbk.g_01368	Prbj.g_00177
OG0000212	Prbk.g_01514	Prbj.g_02615
OG0000213	Prbk.g_00374	Prbj.g_01362
OG0000214	Prbk.g_00401	Prbj.g_01389
OG0000215	Prbk.g_00431	Prbj.g_01419
OG0000216	Prbk.g_00434	Prbj.g_01422
OG0000217	Prbk.g_00438	Prbj.g_01426
OG0000218	Prbk.g_00442	Prbj.g_01430
OG0000219	Prbk.g_00443	Prbj.g_01431
OG0000220	Prbk.g_00444	Prbj.g_01432
OG0000221	Prbk.g_00449	Prbj.g_01437
OG0000222	Prbk.g_00458	Prbj.g_01446
OG0000223	Prbk.g_00481	Prbj.g_01469
OG0000224	Prbk.g_00492	Prbj.g_01480
OG0000225	Prbk.g_00889	Prbj.g_00323
OG0000226	Prbk.g_00893	Prbj.g_00319
OG0000227	Prbk.g_00895	Prbj.g_00317
OG0000228	Prbk.g_00365	Prbj.g_00063
OG0000229	Prbk.g_00328	Prbj.g_00100
OG0000230	Prbk.g_00326	Prbj.g_00102
OG0000231	Prbk.g_00311	Prbj.g_00117
OG0000232	Prbk.g_00295	Prbj.g_01888
OG0000233	Prbk.g_02092	Prbj.g_00148
OG0000234	Prbk.g_02114	Prbj.g_00127
OG0000235	Prbk.g_02060	Prbj.g_01631
OG0000236	Prbk.g_02076	Prbj.g_01615
OG0000237	Prbk.g_01047	Prbj.g_02094
OG0000238	Prbk.g_01051	Prbj.g_02098
OG0000239	Prbk.g_01067	Prbj.g_02114
OG0000240	Prbk.g_01068	Prbj.g_02115
OG0000241	Prbk.g_01965	Prbj.g_01116
OG0000242	Prbk.g_01078	Prbj.g_02125
OG0000243	Prbk.g_02684	Prbj.g_02668
OG0000244	Prbk.g_01897	Prbj.g_01859
OG0000245	Prbk.g_01894	Prbj.g_01862
OG0000246	Prbk.g_01890	Prbj.g_01866
OG0000247	Prbk.g_01879	Prbj.g_01877
OG0000248	Prbk.g_01876	Prbj.g_01880
OG0000249	Prbk.g_01874	Prbj.g_01882
OG0000250	Prbk.g_01106	Prbj.g_01805
OG0000251	Prbk.g_01130	Prbj.g_01781
OG0000252	Prbk.g_01133	Prbj.g_01778
OG0000253	Prbk.g_01139	Prbj.g_01772
OG0000254	Prbk.g_01158	Prbj.g_01753
OG0000255	Prbk.g_02604	Prbj.g_02546
OG0000256	Prbk.g_02618	Prbj.g_02560
OG0000257	Prbk.g_02624	Prbj.g_02566
OG0000258	Prbk.g_02647	Prbj.g_02589
OG0000259	Prbk.g_00720	Prbj.g_00812
OG0000260	Prbk.g_00717	Prbj.g_00816
OG0000261	Prbk.g_00714	Prbj.g_00819
OG0000262	Prbk.g_00709	Prbj.g_00824
OG0000263	Prbk.g_00672	Prbj.g_00248
OG0000264	Prbk.g_01815	Prbj.g_00933
OG0000265	Prbk.g_00619	Prbj.g_02178
OG0000265	Prbk.g_01835	Prbj.g_00913
OG0000266	Prbk.g_00608	Prbj.g_02189
OG0000267	Prbk.g_02371	Prbj.g_02315
OG0000268	Prbk.g_02370	Prbj.g_02314
OG0000269	Prbk.g_02463	Prbj.g_02407
OG0000270	Prbk.g_02466	Prbj.g_02410
OG0000271	Prbk.g_02474	Prbj.g_02418
OG0000272	Prbk.g_02475	Prbj.g_02419
OG0000273	Prbk.g_02526	Prbj.g_02470
OG0000274	Prbk.g_02527	Prbj.g_02471
OG0000275	Prbk.g_02530	Prbj.g_02474
OG0000276	Prbk.g_02536	Prbj.g_02480
OG0000277	Prbk.g_02537	Prbj.g_02481
OG0000278	Prbk.g_02540	Prbj.g_02484
OG0000279	Prbk.g_02548	Prbj.g_02492
OG0000280	Prbk.g_02554	Prbj.g_02498
OG0000281	Prbk.g_02568	Prbj.g_02512
OG0000282	Prbk.g_02398	Prbj.g_02342
OG0000283	Prbk.g_02359	Prbj.g_02303
OG0000284	Prbk.g_02353	Prbj.g_02297
OG0000285	Prbk.g_01698	Prbj.g_00694
OG0000286	Prbk.g_02325	Prbj.g_02269
OG0000287	Prbk.g_01728	Prbj.g_00722
OG0000288	Prbk.g_00583	Prbj.g_02214
OG0000289	Prbk.g_00596	Prbj.g_02201
OG0000290	Prbk.g_00059	Prbj.g_01841
OG0000291	Prbk.g_00057	Prbj.g_01839
OG0000292	Prbk.g_02271	Prbj.g_02066
OG0000293	Prbk.g_01032	Prbj.g_00958
OG0000294	Prbk.g_01031	Prbj.g_00959
OG0000295	Prbk.g_00106	Prbj.g_00304
OG0000296	Prbk.g_00104	Prbj.g_00306, Prbj.g_00307
OG0000297	Prbk.g_01498	Prbj.g_01913
OG0000298	Prbk.g_01497	Prbj.g_01914
OG0000299	Prbk.g_01508	Prbj.g_01903
OG0000300	Prbk.g_00186	Prbj.g_02155
OG0000301	Prbk.g_00185	Prbj.g_02156
OG0000302	Prbk.g_00182	Prbj.g_02159
OG0000303	Prbk.g_00097	Prbj.g_00314
OG0000304	Prbk.g_00121	Prbj.g_00020
OG0000305	Prbk.g_00055	Prbj.g_01837
OG0000306	Prbk.g_02578	Prbj.g_02521
OG0000307	Prbk.g_02044	Prbj.g_01647
OG0000308	Prbk.g_02042	Prbj.g_01649
OG0000309	Prbk.g_02038	Prbj.g_01653
OG0000310	Prbk.g_01937	Prbj.g_01294
OG0000311	Prbk.g_00243	Prbj.g_01040
OG0000312	Prbk.g_00247	Prbj.g_01044
OG0000313	Prbk.g_00271	Prbj.g_01068
OG0000314	Prbk.g_01222	Prbj.g_00646
OG0000315	Prbk.g_01212	Prbj.g_00656
OG0000316	Prbk.g_01991	Prbj.g_01699
OG0000317	Prbk.g_00913	Prbj.g_00863
OG0000318	Prbk.g_00906	Prbj.g_00856
OG0000319	Prbk.g_01443	Prbj.g_00487
OG0000320	Prbk.g_01441	Prbj.g_00485
OG0000321	Prbk.g_01440	Prbj.g_00484
OG0000322	Prbk.g_01439	Prbj.g_00483
OG0000323	Prbk.g_01428	Prbj.g_00472
OG0000324	Prbk.g_01399	Prbj.g_00443
OG0000325	Prbk.g_01904	Prbj.g_02657
OG0000326	Prbk.g_01912	Prbj.g_02649
OG0000327	Prbk.g_00987	Prbj.g_01024
OG0000328	Prbk.g_00986	Prbj.g_01023
OG0000329	Prbk.g_00969	Prbj.g_01006
OG0000330	Prbk.g_00968	Prbj.g_01005
OG0000331	Prbk.g_00967	Prbj.g_01004
OG0000332	Prbk.g_00952	Prbj.g_00989
OG0000333	Prbk.g_00950	Prbj.g_00987
OG0000334	Prbk.g_00801	Prbj.g_00410
OG0000335	Prbk.g_00806	Prbj.g_00405
OG0000336	Prbk.g_00810	Prbj.g_00401
OG0000337	Prbk.g_00506	Prbj.g_01494
OG0000338	Prbk.g_00510	Prbj.g_01498
OG0000339	Prbk.g_00516	Prbj.g_01504
OG0000340	Prbk.g_00528	Prbj.g_01516
OG0000341	Prbk.g_00530	Prbj.g_01518
OG0000342	Prbk.g_00531	Prbj.g_01519
OG0000343	Prbk.g_00215	Prbj.g_01576
OG0000344	Prbk.g_00218	Prbj.g_01579
OG0000345	Prbk.g_00233	Prbj.g_01594
OG0000346	Prbk.g_00238	Prbj.g_01599
OG0000347	Prbk.g_01540	Prbj.g_01280
OG0000348	Prbk.g_01578	Prbj.g_01243
OG0000349	Prbk.g_01602	Prbj.g_01219
OG0000350	Prbk.g_02204	Prbj.g_01999
OG0000351	Prbk.g_02252	Prbj.g_02047
OG0000352	Prbk.g_02253	Prbj.g_02048
OG0000353	Prbk.g_02277	Prbj.g_02072
OG0000354	Prbk.g_01057	Prbj.g_02104
OG0000354	Prbk.g_01635	Prbj.g_01186
OG0000355	Prbk.g_02279	Prbj.g_02074
OG0000356	Prbk.g_02280	Prbj.g_02075
OG0000357	Prbk.g_02281	Prbj.g_02076
OG0000358	Prbk.g_02285	Prbj.g_02080
OG0000359	Prbk.g_02287	Prbj.g_02082
OG0000360	Prbk.g_02288	Prbj.g_02083
OG0000361	Prbk.g_02289	Prbj.g_02084
OG0000362	Prbk.g_02291	Prbj.g_02086
OG0000363	Prbk.g_01639	Prbj.g_01182
OG0000364	Prbk.g_01638	Prbj.g_01183
OG0000365	Prbk.g_01629	Prbj.g_01192
OG0000366	Prbk.g_01628	Prbj.g_01193
OG0000367	Prbk.g_01627	Prbj.g_01194
OG0000368	Prbk.g_01625	Prbj.g_01196
OG0000369	Prbk.g_01624	Prbj.g_01197
OG0000370	Prbk.g_01623	Prbj.g_01198
OG0000371	Prbk.g_01614	Prbj.g_01207
OG0000372	Prbk.g_01609	Prbj.g_01212
OG0000373	Prbk.g_01608	Prbj.g_01213
OG0000374	Prbk.g_01607	Prbj.g_01214
OG0000375	Prbk.g_01606	Prbj.g_01215
OG0000376	Prbk.g_01604	Prbj.g_01217
OG0000377	Prbk.g_02155	Prbj.g_01950
OG0000378	Prbk.g_02141	Prbj.g_01936
OG0000379	Prbk.g_02125	Prbj.g_01920
OG0000380	Prbk.g_01323	Prbj.g_00561
OG0000381	Prbk.g_01319	Prbj.g_00565
OG0000382	Prbk.g_01304	Prbj.g_00580
OG0000383	Prbk.g_01302	Prbj.g_00582
OG0000384	Prbk.g_01301	Prbj.g_00583
OG0000385	Prbk.g_01300	Prbj.g_00584
OG0000386	Prbk.g_01299	Prbj.g_00585
OG0000387	Prbk.g_00020	Prbj.g_00611
OG0000388	Prbk.g_00016	Prbj.g_00615
OG0000389	Prbk.g_00012	Prbj.g_00619
OG0000390	Prbk.g_00191	Prbj.g_01551
OG0000391	Prbk.g_00196	Prbj.g_01556
OG0000392	Prbk.g_00202	Prbj.g_01562
OG0000393	Prbk.g_00207	Prbj.g_01567
OG0000394	Prbk.g_00208	Prbj.g_01568
OG0000395	Prbk.g_00209	Prbj.g_01569
OG0000396	Prbk.g_00542	Prbj.g_01530
OG0000397	Prbk.g_00544	Prbj.g_01532
OG0000398	Prbk.g_00549	Prbj.g_01537
OG0000399	Prbk.g_00550	Prbj.g_01538
OG0000400	Prbk.g_00551	Prbj.g_01539
OG0000401	Prbk.g_00552	Prbj.g_01540
OG0000402	Prbk.g_00554	Prbj.g_01542
OG0000403	Prbk.g_00555	Prbj.g_01543
OG0000404	Prbk.g_00557	Prbj.g_01545
OG0000405	Prbk.g_00749	Prbj.g_00545
OG0000406	Prbk.g_00753	Prbj.g_00541
OG0000407	Prbk.g_00754	Prbj.g_00540
OG0000408	Prbk.g_00756	Prbj.g_00538
OG0000409	Prbk.g_00758	Prbj.g_00536
OG0000410	Prbk.g_00759	Prbj.g_00535
OG0000411	Prbk.g_00760	Prbj.g_00534
OG0000412	Prbk.g_00761	Prbj.g_00533
OG0000413	Prbk.g_00763	Prbj.g_00531
OG0000414	Prbk.g_00764	Prbj.g_00530
OG0000415	Prbk.g_00765	Prbj.g_00529
OG0000416	Prbk.g_00766	Prbj.g_00528
OG0000417	Prbk.g_00767	Prbj.g_00527
OG0000418	Prbk.g_00772	Prbj.g_00522
OG0000419	Prbk.g_00774	Prbj.g_00520
OG0000420	Prbk.g_00775	Prbj.g_00519
OG0000421	Prbk.g_00779	Prbj.g_00515
OG0000422	Prbk.g_00780	Prbj.g_00514
OG0000423	Prbk.g_00781	Prbj.g_00513
OG0000424	Prbk.g_00782	Prbj.g_00512
OG0000425	Prbk.g_00783	Prbj.g_00511
OG0000426	Prbk.g_00784	Prbj.g_00510
OG0000427	Prbk.g_00785	Prbj.g_00509
OG0000428	Prbk.g_02425	Prbj.g_02369
OG0000429	Prbk.g_01283	Prbj.g_01135
OG0000430	Prbk.g_01281	Prbj.g_01137
OG0000431	Prbk.g_01277	Prbj.g_01141
OG0000432	Prbk.g_01270	Prbj.g_01148
OG0000433	Prbk.g_01267	Prbj.g_01151
OG0000434	Prbk.g_01266	Prbj.g_01152
OG0000435	Prbk.g_01263	Prbj.g_01155
OG0000436	Prbk.g_01257	Prbj.g_01161
OG0000437	Prbk.g_01256	Prbj.g_01162
OG0000438	Prbk.g_01255	Prbj.g_01163
OG0000439	Prbk.g_01253	Prbj.g_01165
OG0000440	Prbk.g_01252	Prbj.g_01166
OG0000441	Prbk.g_01245	Prbj.g_01173
OG0000442	Prbk.g_01244	Prbj.g_01174
OG0000443	Prbk.g_00631	Prbj.g_00289
OG0000444	Prbk.g_00683	Prbj.g_00237
OG0000445	Prbk.g_00682	Prbj.g_00238
OG0000446	Prbk.g_00680	Prbj.g_00240
OG0000447	Prbk.g_00670	Prbj.g_00250
OG0000448	Prbk.g_00669	Prbj.g_00251
OG0000449	Prbk.g_00668	Prbj.g_00252
OG0000450	Prbk.g_00662	Prbj.g_00258
OG0000451	Prbk.g_00661	Prbj.g_00259
OG0000452	Prbk.g_00656	Prbj.g_00264
OG0000453	Prbk.g_00655	Prbj.g_00265
OG0000454	Prbk.g_00654	Prbj.g_00266
OG0000455	Prbk.g_00653	Prbj.g_00267
OG0000456	Prbk.g_00652	Prbj.g_00268
OG0000457	Prbk.g_00650	Prbj.g_00270
OG0000458	Prbk.g_00649	Prbj.g_00271
OG0000459	Prbk.g_00648	Prbj.g_00272
OG0000460	Prbk.g_01369	Prbj.g_00176
OG0000461	Prbk.g_01900	Prbj.g_02661
OG0000462	Prbk.g_01012	Prbj.g_01341
OG0000463	Prbk.g_01011	Prbj.g_01342
OG0000464	Prbk.g_01010	Prbj.g_01343
OG0000465	Prbk.g_01008	Prbj.g_01345
OG0000466	Prbk.g_01003	Prbj.g_01350
OG0000467	Prbk.g_01001	Prbj.g_01352
OG0000468	Prbk.g_00371	Prbj.g_01359
OG0000469	Prbk.g_00384	Prbj.g_01372
OG0000470	Prbk.g_00397	Prbj.g_01385
OG0000471	Prbk.g_00398	Prbj.g_01386
OG0000472	Prbk.g_00400	Prbj.g_01388
OG0000473	Prbk.g_00402	Prbj.g_01390
OG0000474	Prbk.g_00403	Prbj.g_01391
OG0000475	Prbk.g_00404	Prbj.g_01392
OG0000476	Prbk.g_00406	Prbj.g_01394
OG0000477	Prbk.g_00411	Prbj.g_01399
OG0000478	Prbk.g_00412	Prbj.g_01400
OG0000479	Prbk.g_00413	Prbj.g_01401
OG0000480	Prbk.g_00420	Prbj.g_01408
OG0000481	Prbk.g_00422	Prbj.g_01410
OG0000482	Prbk.g_00423	Prbj.g_01411
OG0000483	Prbk.g_00427	Prbj.g_01415
OG0000484	Prbk.g_00428	Prbj.g_01416
OG0000485	Prbk.g_00429	Prbj.g_01417
