Orthogroup	Prbk	Prbe
OG0000165	Prbk.g_01423	Prbe.g_00954
OG0000166	Prbk.g_00982	Prbe.g_01083
OG0000167	Prbk.g_00512	Prbe.g_00802
OG0000168	Prbk.g_00527	Prbe.g_00791
OG0000169	Prbk.g_00220	Prbe.g_00781
OG0000170	Prbk.g_00232	Prbe.g_00778
OG0000171	Prbk.g_01538	Prbe.g_00758
OG0000172	Prbk.g_01573	Prbe.g_00751
OG0000173	Prbk.g_01594	Prbe.g_01143
OG0000174	Prbk.g_02211	Prbe.g_01173
OG0000175	Prbk.g_02249	Prbe.g_01186
OG0000176	Prbk.g_02282	Prbe.g_01069
OG0000177	Prbk.g_02283	Prbe.g_01070
OG0000178	Prbk.g_02284	Prbe.g_01071
OG0000179	Prbk.g_01633	Prbe.g_00116
OG0000180	Prbk.g_01632	Prbe.g_00117
OG0000181	Prbk.g_01631	Prbe.g_00118
OG0000182	Prbk.g_01630	Prbe.g_00119
OG0000183	Prbk.g_01626	Prbe.g_00123
OG0000184	Prbk.g_02148	Prbe.g_00149
OG0000185	Prbk.g_02126	Prbe.g_00152
OG0000186	Prbk.g_01326	Prbe.g_00168
OG0000187	Prbk.g_01324	Prbe.g_00169
OG0000188	Prbk.g_01303	Prbe.g_00186
OG0000189	Prbk.g_00024	Prbe.g_01636
OG0000190	Prbk.g_00022	Prbe.g_01638
OG0000191	Prbk.g_00197	Prbe.g_01661
OG0000192	Prbk.g_00206	Prbe.g_01666
OG0000193	Prbk.g_00752	Prbe.g_01693
OG0000194	Prbk.g_00755	Prbe.g_01696
OG0000195	Prbk.g_00757	Prbe.g_01698
OG0000196	Prbk.g_00768	Prbe.g_01709
OG0000197	Prbk.g_00769	Prbe.g_01710
OG0000198	Prbk.g_00770	Prbe.g_01711
OG0000199	Prbk.g_00777	Prbe.g_01718
OG0000201	Prbk.g_01261	Prbe.g_01741
OG0000202	Prbk.g_01260	Prbe.g_01742
OG0000203	Prbk.g_01259	Prbe.g_01743
OG0000204	Prbk.g_01258	Prbe.g_01744
OG0000205	Prbk.g_01251	Prbe.g_01751
OG0000206	Prbk.g_00632	Prbe.g_01756
OG0000207	Prbk.g_00686	Prbe.g_01759
OG0000208	Prbk.g_00685	Prbe.g_01760
OG0000209	Prbk.g_00658	Prbe.g_01769
OG0000210	Prbk.g_00657	Prbe.g_01770
OG0000211	Prbk.g_01368	Prbe.g_01785
OG0000212	Prbk.g_01514	Prbe.g_01793
OG0000213	Prbk.g_00374	Prbe.g_01811
OG0000214	Prbk.g_00401	Prbe.g_01821
OG0000215	Prbk.g_00431	Prbe.g_01848
OG0000216	Prbk.g_00434	Prbe.g_01849
OG0000217	Prbk.g_00438	Prbe.g_01852
OG0000218	Prbk.g_00442	Prbe.g_01854
OG0000219	Prbk.g_00443	Prbe.g_01855
OG0000220	Prbk.g_00444	Prbe.g_01856
OG0000221	Prbk.g_00449	Prbe.g_01857
OG0000222	Prbk.g_00458	Prbe.g_01864
OG0000223	Prbk.g_00481	Prbe.g_01876
OG0000224	Prbk.g_00492	Prbe.g_01878
OG0000225	Prbk.g_00889	Prbe.g_01904
OG0000226	Prbk.g_00893	Prbe.g_01908
OG0000227	Prbk.g_00895	Prbe.g_01910
OG0000228	Prbk.g_00365	Prbe.g_01914
OG0000229	Prbk.g_00328	Prbe.g_01934
OG0000230	Prbk.g_00326	Prbe.g_01936
OG0000231	Prbk.g_00311	Prbe.g_01947
OG0000232	Prbk.g_00295	Prbe.g_00672
OG0000233	Prbk.g_02092	Prbe.g_00666
OG0000234	Prbk.g_02114	Prbe.g_00657
OG0000235	Prbk.g_02060	Prbe.g_00654
OG0000236	Prbk.g_02076	Prbe.g_00640
OG0000237	Prbk.g_01047	Prbe.g_00627
OG0000238	Prbk.g_01051	Prbe.g_00621
OG0000239	Prbk.g_01067	Prbe.g_00610
OG0000240	Prbk.g_01068	Prbe.g_00609
OG0000241	Prbk.g_01965	Prbe.g_00605
OG0000242	Prbk.g_01078	Prbe.g_00603
OG0000243	Prbk.g_02684	Prbe.g_00592
OG0000244	Prbk.g_01897	Prbe.g_00589
OG0000245	Prbk.g_01894	Prbe.g_00587
OG0000246	Prbk.g_01890	Prbe.g_00583
OG0000247	Prbk.g_01879	Prbe.g_00573
OG0000248	Prbk.g_01876	Prbe.g_00570
OG0000249	Prbk.g_01874	Prbe.g_00568
OG0000250	Prbk.g_01106	Prbe.g_00563
OG0000251	Prbk.g_01130	Prbe.g_00543
OG0000252	Prbk.g_01133	Prbe.g_00540
OG0000253	Prbk.g_01139	Prbe.g_00539
OG0000254	Prbk.g_01158	Prbe.g_00522
OG0000255	Prbk.g_02604	Prbe.g_00516
OG0000256	Prbk.g_02618	Prbe.g_00506
OG0000257	Prbk.g_02624	Prbe.g_01490
OG0000258	Prbk.g_02647	Prbe.g_01476
OG0000259	Prbk.g_00720	Prbe.g_01459
OG0000260	Prbk.g_00717	Prbe.g_01456
OG0000261	Prbk.g_00714	Prbe.g_01453
OG0000262	Prbk.g_00709	Prbe.g_01449
OG0000263	Prbk.g_00672	Prbe.g_00455
OG0000264	Prbk.g_01815	Prbe.g_00466
OG0000265	Prbk.g_00619, Prbk.g_01835	Prbe.g_01214
OG0000266	Prbk.g_00608	Prbe.g_01430
OG0000267	Prbk.g_02371	Prbe.g_01418
OG0000268	Prbk.g_02370	Prbe.g_01417
OG0000269	Prbk.g_02463	Prbe.g_01217
OG0000270	Prbk.g_02466	Prbe.g_01220
OG0000271	Prbk.g_02474	Prbe.g_01228
OG0000272	Prbk.g_02475	Prbe.g_01229
OG0000273	Prbk.g_02526	Prbe.g_01253
OG0000274	Prbk.g_02527	Prbe.g_01254
OG0000275	Prbk.g_02530	Prbe.g_01257
OG0000276	Prbk.g_02536	Prbe.g_01263
OG0000277	Prbk.g_02537	Prbe.g_01264
OG0000278	Prbk.g_02540	Prbe.g_01267
OG0000279	Prbk.g_02548	Prbe.g_01274
OG0000280	Prbk.g_02554	Prbe.g_01275
OG0000281	Prbk.g_02568	Prbe.g_01282
OG0000282	Prbk.g_02398	Prbe.g_00419
OG0000283	Prbk.g_02359	Prbe.g_01326
OG0000284	Prbk.g_02353	Prbe.g_01331
OG0000285	Prbk.g_01698	Prbe.g_01336
OG0000286	Prbk.g_02325	Prbe.g_01349
OG0000287	Prbk.g_01728	Prbe.g_01615
OG0000288	Prbk.g_00583	Prbe.g_01388
OG0000289	Prbk.g_00596	Prbe.g_01404
OG0000290	Prbk.g_00059	Prbe.g_01300
OG0000291	Prbk.g_00057	Prbe.g_01298
OG0000292	Prbk.g_02271	Prbe.g_01594
OG0000293	Prbk.g_01032	Prbe.g_01559
OG0000294	Prbk.g_01031	Prbe.g_01558
OG0000295	Prbk.g_00106	Prbe.g_01535
OG0000296	Prbk.g_00104	Prbe.g_01533
OG0000297	Prbk.g_01498	Prbe.g_01524
OG0000298	Prbk.g_01497	Prbe.g_01523
OG0000299	Prbk.g_01508	Prbe.g_01504
OG0000300	Prbk.g_00186	Prbe.g_01501
OG0000301	Prbk.g_00185	Prbe.g_01500
OG0000302	Prbk.g_00182	Prbe.g_01498
OG0000303	Prbk.g_00097	Prbe.g_01492
OG0000304	Prbk.g_00121	Prbe.g_00501
OG0000305	Prbk.g_00055	Prbe.g_01592
OG0000306	Prbk.g_02578	Prbe.g_01286
OG0000307	Prbk.g_02044	Prbe.g_00364
OG0000308	Prbk.g_02042	Prbe.g_00363
OG0000309	Prbk.g_02038	Prbe.g_00359
OG0000310	Prbk.g_01937	Prbe.g_00325
OG0000311	Prbk.g_00243	Prbe.g_00323
OG0000312	Prbk.g_00247	Prbe.g_00320
OG0000313	Prbk.g_00271	Prbe.g_00307
OG0000314	Prbk.g_01222	Prbe.g_00284
OG0000315	Prbk.g_01212	Prbe.g_00274
OG0000316	Prbk.g_01991	Prbe.g_00249
OG0000317	Prbk.g_00913	Prbe.g_00988
OG0000318	Prbk.g_00906	Prbe.g_00984
OG0000319	Prbk.g_01443	Prbe.g_00971
OG0000320	Prbk.g_01441	Prbe.g_00969
OG0000321	Prbk.g_01440	Prbe.g_00968
OG0000322	Prbk.g_01439	Prbe.g_00967
OG0000323	Prbk.g_01428	Prbe.g_00958
OG0000324	Prbk.g_01399	Prbe.g_00931
OG0000325	Prbk.g_01904	Prbe.g_00920
OG0000326	Prbk.g_01912	Prbe.g_01109
OG0000327	Prbk.g_00987	Prbe.g_01088
OG0000328	Prbk.g_00986	Prbe.g_01087
OG0000329	Prbk.g_00969	Prbe.g_00860
OG0000330	Prbk.g_00968	Prbe.g_00859
OG0000331	Prbk.g_00967	Prbe.g_00858
OG0000332	Prbk.g_00952	Prbe.g_00844
OG0000333	Prbk.g_00950	Prbe.g_00842
OG0000334	Prbk.g_00801	Prbe.g_00833
OG0000335	Prbk.g_00806	Prbe.g_00828
OG0000336	Prbk.g_00810	Prbe.g_00824
OG0000337	Prbk.g_00506	Prbe.g_00806
OG0000338	Prbk.g_00510	Prbe.g_00805
OG0000339	Prbk.g_00516	Prbe.g_00799
OG0000340	Prbk.g_00528	Prbe.g_00790
OG0000341	Prbk.g_00530	Prbe.g_00788
OG0000342	Prbk.g_00531	Prbe.g_00787
OG0000343	Prbk.g_00215	Prbe.g_00786
OG0000344	Prbk.g_00218	Prbe.g_00783
OG0000345	Prbk.g_00233	Prbe.g_00777
OG0000346	Prbk.g_00238	Prbe.g_00773
OG0000347	Prbk.g_01540	Prbe.g_00746
OG0000348	Prbk.g_01578	Prbe.g_00754
OG0000349	Prbk.g_01602	Prbe.g_01149
OG0000350	Prbk.g_02204	Prbe.g_00709
OG0000351	Prbk.g_02252	Prbe.g_01189
OG0000352	Prbk.g_02253	Prbe.g_01190
OG0000353	Prbk.g_02277	Prbe.g_01064
OG0000355	Prbk.g_02279	Prbe.g_01066
OG0000356	Prbk.g_02280	Prbe.g_01067
OG0000357	Prbk.g_02281	Prbe.g_01068
OG0000358	Prbk.g_02285	Prbe.g_01072
OG0000359	Prbk.g_02287	Prbe.g_01073
OG0000360	Prbk.g_02288	Prbe.g_01074
OG0000361	Prbk.g_02289	Prbe.g_01075
OG0000362	Prbk.g_02291	Prbe.g_01077
OG0000363	Prbk.g_01639	Prbe.g_00114
OG0000364	Prbk.g_01638	Prbe.g_00115
OG0000365	Prbk.g_01629	Prbe.g_00120
OG0000366	Prbk.g_01628	Prbe.g_00121
OG0000367	Prbk.g_01627	Prbe.g_00122
OG0000368	Prbk.g_01625	Prbe.g_00124
OG0000369	Prbk.g_01624	Prbe.g_00125
OG0000370	Prbk.g_01623	Prbe.g_00126
OG0000371	Prbk.g_01614	Prbe.g_00133
OG0000372	Prbk.g_01609	Prbe.g_00136
OG0000373	Prbk.g_01608	Prbe.g_00137
OG0000374	Prbk.g_01607	Prbe.g_00138
OG0000375	Prbk.g_01606	Prbe.g_00140
OG0000376	Prbk.g_01604	Prbe.g_00142
OG0000377	Prbk.g_02155	Prbe.g_00146
OG0000378	Prbk.g_02141	Prbe.g_00150
OG0000379	Prbk.g_02125	Prbe.g_00153
OG0000380	Prbk.g_01323	Prbe.g_00170
OG0000381	Prbk.g_01319	Prbe.g_00175
OG0000382	Prbk.g_01304	Prbe.g_00185
OG0000383	Prbk.g_01302	Prbe.g_00187
OG0000384	Prbk.g_01301	Prbe.g_00188
OG0000385	Prbk.g_01300	Prbe.g_00189
OG0000386	Prbk.g_01299	Prbe.g_00190
OG0000387	Prbk.g_00020	Prbe.g_01640
OG0000388	Prbk.g_00016	Prbe.g_01644
OG0000389	Prbk.g_00012	Prbe.g_01647
OG0000390	Prbk.g_00191	Prbe.g_01657
OG0000391	Prbk.g_00196	Prbe.g_01660
OG0000392	Prbk.g_00202	Prbe.g_01664
OG0000393	Prbk.g_00207	Prbe.g_01667
OG0000394	Prbk.g_00208	Prbe.g_01668
OG0000395	Prbk.g_00209	Prbe.g_01669
OG0000396	Prbk.g_00542	Prbe.g_01671
OG0000397	Prbk.g_00544	Prbe.g_01673
OG0000398	Prbk.g_00549	Prbe.g_01676
OG0000399	Prbk.g_00550	Prbe.g_01677
OG0000400	Prbk.g_00551	Prbe.g_01678
OG0000401	Prbk.g_00552	Prbe.g_01679
OG0000402	Prbk.g_00554	Prbe.g_01412
OG0000403	Prbk.g_00555	Prbe.g_01681
OG0000404	Prbk.g_00557	Prbe.g_01682
OG0000405	Prbk.g_00749	Prbe.g_01686
OG0000406	Prbk.g_00753	Prbe.g_01694
OG0000407	Prbk.g_00754	Prbe.g_01695
OG0000408	Prbk.g_00756	Prbe.g_01697
OG0000409	Prbk.g_00758	Prbe.g_01699
OG0000410	Prbk.g_00759	Prbe.g_01700
OG0000411	Prbk.g_00760	Prbe.g_01701
OG0000412	Prbk.g_00761	Prbe.g_01702
OG0000413	Prbk.g_00763	Prbe.g_01704
OG0000414	Prbk.g_00764	Prbe.g_01705
OG0000415	Prbk.g_00765	Prbe.g_01706
OG0000416	Prbk.g_00766	Prbe.g_01707
OG0000417	Prbk.g_00767	Prbe.g_01708
OG0000418	Prbk.g_00772	Prbe.g_01713
OG0000419	Prbk.g_00774	Prbe.g_01715
OG0000420	Prbk.g_00775	Prbe.g_01716
OG0000421	Prbk.g_00779	Prbe.g_01721
OG0000422	Prbk.g_00780	Prbe.g_01722
OG0000423	Prbk.g_00781	Prbe.g_01723
OG0000424	Prbk.g_00782	Prbe.g_01724
OG0000425	Prbk.g_00783	Prbe.g_01725
OG0000426	Prbk.g_00784	Prbe.g_01726
OG0000427	Prbk.g_00785	Prbe.g_01727
OG0000428	Prbk.g_02425	Prbe.g_01729
OG0000429	Prbk.g_01283	Prbe.g_01730
OG0000430	Prbk.g_01281	Prbe.g_01731
OG0000431	Prbk.g_01277	Prbe.g_01733
OG0000432	Prbk.g_01270	Prbe.g_01737
OG0000433	Prbk.g_01267	Prbe.g_01738
OG0000434	Prbk.g_01266	Prbe.g_01739
OG0000435	Prbk.g_01263	Prbe.g_01740
OG0000436	Prbk.g_01257	Prbe.g_01745
OG0000437	Prbk.g_01256	Prbe.g_01746
OG0000438	Prbk.g_01255	Prbe.g_01747
OG0000439	Prbk.g_01253	Prbe.g_01749
OG0000440	Prbk.g_01252	Prbe.g_01750
OG0000441	Prbk.g_01245	Prbe.g_01753
OG0000442	Prbk.g_01244	Prbe.g_01754
OG0000443	Prbk.g_00631	Prbe.g_01755
OG0000444	Prbk.g_00683	Prbe.g_01761
OG0000445	Prbk.g_00682	Prbe.g_01762
OG0000446	Prbk.g_00680	Prbe.g_01763
OG0000447	Prbk.g_00670	Prbe.g_01764
OG0000448	Prbk.g_00669	Prbe.g_01765
OG0000449	Prbk.g_00668	Prbe.g_01766
OG0000450	Prbk.g_00662	Prbe.g_01767
OG0000451	Prbk.g_00661	Prbe.g_01768
OG0000452	Prbk.g_00656	Prbe.g_01771
OG0000453	Prbk.g_00655	Prbe.g_01772
OG0000454	Prbk.g_00654	Prbe.g_01773
OG0000455	Prbk.g_00653	Prbe.g_01774
OG0000456	Prbk.g_00652	Prbe.g_01775
OG0000457	Prbk.g_00650	Prbe.g_01777
OG0000458	Prbk.g_00649	Prbe.g_01778
OG0000459	Prbk.g_00648	Prbe.g_01779
OG0000460	Prbk.g_01369	Prbe.g_01787
OG0000461	Prbk.g_01900	Prbe.g_01795
OG0000462	Prbk.g_01012	Prbe.g_01797
OG0000463	Prbk.g_01011	Prbe.g_01798
OG0000464	Prbk.g_01010	Prbe.g_01799
OG0000465	Prbk.g_01008	Prbe.g_01800
OG0000466	Prbk.g_01003	Prbe.g_01803
OG0000467	Prbk.g_01001	Prbe.g_01804
OG0000468	Prbk.g_00371	Prbe.g_01807
OG0000469	Prbk.g_00384	Prbe.g_01815
OG0000470	Prbk.g_00397	Prbe.g_01817
OG0000471	Prbk.g_00398	Prbe.g_01818
OG0000472	Prbk.g_00400	Prbe.g_01820
OG0000473	Prbk.g_00402	Prbe.g_01822
OG0000474	Prbk.g_00403	Prbe.g_01823
OG0000475	Prbk.g_00404	Prbe.g_01824
OG0000476	Prbk.g_00406	Prbe.g_01826
OG0000477	Prbk.g_00411	Prbe.g_01829
OG0000478	Prbk.g_00412	Prbe.g_01830
OG0000479	Prbk.g_00413	Prbe.g_01831
OG0000480	Prbk.g_00420	Prbe.g_01836
OG0000481	Prbk.g_00422	Prbe.g_01839
OG0000482	Prbk.g_00423	Prbe.g_01840
OG0000483	Prbk.g_00427	Prbe.g_01843
OG0000484	Prbk.g_00428	Prbe.g_01844
OG0000485	Prbk.g_00429	Prbe.g_01846
OG0000486	Prbk.g_00430	Prbe.g_01847
OG0000487	Prbk.g_00435	Prbe.g_01850
OG0000488	Prbk.g_00439	Prbe.g_01853
OG0000489	Prbk.g_00450	Prbe.g_01858
OG0000490	Prbk.g_00456	Prbe.g_01862
OG0000491	Prbk.g_00457	Prbe.g_01863
OG0000492	Prbk.g_00460	Prbe.g_01865
OG0000493	Prbk.g_00461	Prbe.g_01866
OG0000494	Prbk.g_00462	Prbe.g_01867
OG0000495	Prbk.g_00463	Prbe.g_01868
OG0000496	Prbk.g_00464	Prbe.g_01869
OG0000497	Prbk.g_00465	Prbe.g_01870
OG0000498	Prbk.g_00466	Prbe.g_01871
OG0000499	Prbk.g_00467	Prbe.g_01872
OG0000500	Prbk.g_00468	Prbe.g_01873
OG0000501	Prbk.g_00471	Prbe.g_01874
OG0000502	Prbk.g_00483	Prbe.g_01877
OG0000503	Prbk.g_00871	Prbe.g_01892
OG0000504	Prbk.g_00873	Prbe.g_01894
OG0000505	Prbk.g_00874	Prbe.g_01895
OG0000506	Prbk.g_00876	Prbe.g_01896
OG0000507	Prbk.g_00881	Prbe.g_01899
OG0000508	Prbk.g_00888	Prbe.g_01903
OG0000509	Prbk.g_00890	Prbe.g_01905
OG0000510	Prbk.g_00891	Prbe.g_01906
OG0000511	Prbk.g_00892	Prbe.g_01907
OG0000512	Prbk.g_00894	Prbe.g_01909
OG0000513	Prbk.g_00360	Prbe.g_01918
OG0000514	Prbk.g_00352	Prbe.g_01929
OG0000515	Prbk.g_00351	Prbe.g_01930
OG0000516	Prbk.g_00339	Prbe.g_01931
OG0000517	Prbk.g_00329	Prbe.g_01933
OG0000518	Prbk.g_00317	Prbe.g_01944
OG0000519	Prbk.g_00316	Prbe.g_01945
OG0000520	Prbk.g_00315	Prbe.g_01946
OG0000521	Prbk.g_00301	Prbe.g_00676
OG0000522	Prbk.g_00299	Prbe.g_00674
OG0000523	Prbk.g_00298	Prbe.g_00673
OG0000524	Prbk.g_02088	Prbe.g_00668
OG0000525	Prbk.g_02105	Prbe.g_00664
OG0000526	Prbk.g_02107	Prbe.g_00663
OG0000527	Prbk.g_02111	Prbe.g_00660
OG0000528	Prbk.g_02056	Prbe.g_00655
OG0000529	Prbk.g_02062	Prbe.g_00652
OG0000530	Prbk.g_02065	Prbe.g_00649
OG0000531	Prbk.g_02066	Prbe.g_00648
OG0000532	Prbk.g_02069	Prbe.g_00646
OG0000533	Prbk.g_02071	Prbe.g_00645
OG0000534	Prbk.g_02072	Prbe.g_00644
OG0000535	Prbk.g_02073	Prbe.g_00643
OG0000536	Prbk.g_02074	Prbe.g_00642
OG0000537	Prbk.g_02075	Prbe.g_00641
OG0000538	Prbk.g_01865	Prbe.g_00632
OG0000539	Prbk.g_01041	Prbe.g_00631
OG0000540	Prbk.g_01042	Prbe.g_00630
OG0000541	Prbk.g_01043	Prbe.g_00629
OG0000542	Prbk.g_01046	Prbe.g_00628
OG0000543	Prbk.g_01048	Prbe.g_00626
OG0000544	Prbk.g_01049	Prbe.g_00625
OG0000545	Prbk.g_01050	Prbe.g_00623
OG0000546	Prbk.g_01052	Prbe.g_00620
OG0000547	Prbk.g_01054	Prbe.g_00618
