Orthogroup	Prbk	Syam
OG0000093	Prbk.g_02444	Syam.g_01305
OG0000095	Prbk.g_00056	Syam.g_00774
OG0000097	Prbk.g_00189	Syam.g_00874
OG0000098	Prbk.g_01199	Syam.g_00944
OG0000099	Prbk.g_00476	Syam.g_00173
OG0000100	Prbk.g_01360, Prbk.g_02498	Syam.g_01259
OG0000101	Prbk.g_00944	Syam.g_00371
OG0000102	Prbk.g_01484	Syam.g_00110
OG0000103	Prbk.g_02260	Syam.g_02428
OG0000104	Prbk.g_02274	Syam.g_02442
OG0000105	Prbk.g_00409	Syam.g_00238
OG0000106	Prbk.g_00925	Syam.g_01039
OG0000107	Prbk.g_01902	Syam.g_00288
OG0000108	Prbk.g_02061	Syam.g_00583
OG0000109	Prbk.g_02077	Syam.g_00598
OG0000110	Prbk.g_01110	Syam.g_01743
OG0000112	Prbk.g_02332	Syam.g_01115
OG0000113	Prbk.g_02493	Syam.g_01264
OG0000114	Prbk.g_02396	Syam.g_01349
OG0000115	Prbk.g_01234	Syam.g_01634
OG0000116	Prbk.g_01034	Syam.g_01807
OG0000117	Prbk.g_01496	Syam.g_00904
OG0000118	Prbk.g_01169	Syam.g_01698
OG0000120	Prbk.g_00477	Syam.g_00172
OG0000121	Prbk.g_00267, Prbk.g_00261	Syam.g_01615
OG0000122	Prbk.g_02664	Syam.g_01436
OG0000123	Prbk.g_00805	Syam.g_00379
OG0000124	Prbk.g_01539	Syam.g_00096
OG0000125	Prbk.g_02168	Syam.g_02319
OG0000126	Prbk.g_02272	Syam.g_02440
OG0000128	Prbk.g_02290	Syam.g_00012
OG0000129	Prbk.g_02156	Syam.g_02307
OG0000130	Prbk.g_01320	Syam.g_02062
OG0000131	Prbk.g_00751	Syam.g_02191
OG0000132	Prbk.g_00771	Syam.g_02211
OG0000133	Prbk.g_00472	Syam.g_01120
OG0000134	Prbk.g_00361	Syam.g_00492
OG0000135	Prbk.g_02209	Syam.g_02347
OG0000136	Prbk.g_00323	Syam.g_01857
OG0000137	Prbk.g_02113	Syam.g_01668
OG0000138	Prbk.g_02078	Syam.g_00599
OG0000139	Prbk.g_01086	Syam.g_00657
OG0000140	Prbk.g_01092	Syam.g_00659
OG0000141	Prbk.g_01154	Syam.g_01514
OG0000142	Prbk.g_02631	Syam.g_01468
OG0000143	Prbk.g_02635	Syam.g_01464
OG0000144	Prbk.g_00739	Syam.g_01032
OG0000145	Prbk.g_01863	Syam.g_00605
OG0000146	Prbk.g_02333	Syam.g_01114
OG0000147	Prbk.g_02334	Syam.g_01113
OG0000148	Prbk.g_02487	Syam.g_01270
OG0000149	Prbk.g_02544	Syam.g_00725
OG0000150	Prbk.g_02567	Syam.g_00660
OG0000151	Prbk.g_02417	Syam.g_01338
OG0000152	Prbk.g_02324	Syam.g_01124
OG0000153	Prbk.g_02297	Syam.g_01160
OG0000154	Prbk.g_00584	Syam.g_01187
OG0000155	Prbk.g_00099	Syam.g_01763
OG0000156	Prbk.g_00164	Syam.g_01814
OG0000157	Prbk.g_00163	Syam.g_01815
OG0000158	Prbk.g_00526	Syam.g_00139
OG0000160	Prbk.g_00260	Syam.g_01614
OG0000161	Prbk.g_00274	Syam.g_01620
OG0000162	Prbk.g_00280	Syam.g_01627
OG0000163	Prbk.g_02002	Syam.g_01927
OG0000164	Prbk.g_01432	Syam.g_02023
OG0000165	Prbk.g_01423	Syam.g_01879, Syam.g_01878
OG0000166	Prbk.g_00982	Syam.g_00330
OG0000167	Prbk.g_00512	Syam.g_00151
OG0000168	Prbk.g_00527	Syam.g_00138
OG0000169	Prbk.g_00220	Syam.g_00127
OG0000170	Prbk.g_00232	Syam.g_00120
OG0000171	Prbk.g_01538	Syam.g_00097
OG0000172	Prbk.g_01573	Syam.g_00075
OG0000173	Prbk.g_01594	Syam.g_00057
OG0000174	Prbk.g_02211	Syam.g_02349
OG0000175	Prbk.g_02249	Syam.g_02417
OG0000176	Prbk.g_02282	Syam.g_00004
OG0000177	Prbk.g_02283	Syam.g_00005
OG0000178	Prbk.g_02284	Syam.g_00006
OG0000179	Prbk.g_01633	Syam.g_00021
OG0000180	Prbk.g_01632	Syam.g_00022
OG0000181	Prbk.g_01631	Syam.g_00023
OG0000182	Prbk.g_01630	Syam.g_00024
OG0000183	Prbk.g_01626	Syam.g_00028
OG0000184	Prbk.g_02148	Syam.g_02298
OG0000185	Prbk.g_02126	Syam.g_02295
OG0000186	Prbk.g_01326	Syam.g_02058
OG0000187	Prbk.g_01324	Syam.g_02059
OG0000188	Prbk.g_01303	Syam.g_02081
OG0000189	Prbk.g_00024	Syam.g_02108
OG0000190	Prbk.g_00022	Syam.g_02110
OG0000191	Prbk.g_00197	Syam.g_02142
OG0000192	Prbk.g_00206	Syam.g_02148
OG0000193	Prbk.g_00752	Syam.g_02192
OG0000194	Prbk.g_00755	Syam.g_02195
OG0000195	Prbk.g_00757	Syam.g_02197
OG0000196	Prbk.g_00768	Syam.g_02208
OG0000197	Prbk.g_00769	Syam.g_02209
OG0000198	Prbk.g_00770	Syam.g_02210
OG0000199	Prbk.g_00777	Syam.g_02218
OG0000200	Prbk.g_01280	Syam.g_02234
OG0000202	Prbk.g_01260	Syam.g_02249
OG0000203	Prbk.g_01259	Syam.g_02250
OG0000204	Prbk.g_01258	Syam.g_02251
OG0000205	Prbk.g_01251	Syam.g_02258
OG0000206	Prbk.g_00632	Syam.g_02264
OG0000207	Prbk.g_00686	Syam.g_02266
OG0000208	Prbk.g_00685	Syam.g_02267
OG0000209	Prbk.g_00658	Syam.g_02278
OG0000210	Prbk.g_00657	Syam.g_02279
OG0000211	Prbk.g_01368	Syam.g_00504
OG0000212	Prbk.g_01514	Syam.g_00515
OG0000213	Prbk.g_00374	Syam.g_00263
OG0000214	Prbk.g_00401	Syam.g_00247
OG0000215	Prbk.g_00431	Syam.g_00216
OG0000216	Prbk.g_00434	Syam.g_00212
OG0000217	Prbk.g_00438	Syam.g_00208
OG0000218	Prbk.g_00442	Syam.g_00206
OG0000219	Prbk.g_00443	Syam.g_00205
OG0000220	Prbk.g_00444	Syam.g_00204
OG0000221	Prbk.g_00449	Syam.g_00198
OG0000222	Prbk.g_00458	Syam.g_00186
OG0000223	Prbk.g_00481	Syam.g_00168
OG0000224	Prbk.g_00492	Syam.g_00164
OG0000225	Prbk.g_00889	Syam.g_00473
OG0000226	Prbk.g_00893	Syam.g_00477
OG0000227	Prbk.g_00895	Syam.g_00479
OG0000228	Prbk.g_00365	Syam.g_00488
OG0000229	Prbk.g_00328	Syam.g_01867
OG0000230	Prbk.g_00326	Syam.g_01865
OG0000231	Prbk.g_00311	Syam.g_01848
OG0000232	Prbk.g_00295	Syam.g_01692
OG0000233	Prbk.g_02092	Syam.g_01678
OG0000234	Prbk.g_02114	Syam.g_01667
OG0000235	Prbk.g_02060	Syam.g_00582
OG0000236	Prbk.g_02076	Syam.g_00597
OG0000237	Prbk.g_01047	Syam.g_00614
OG0000238	Prbk.g_01051	Syam.g_00619
OG0000239	Prbk.g_01067	Syam.g_00637
OG0000240	Prbk.g_01068	Syam.g_00638
OG0000241	Prbk.g_01965	Syam.g_01477
OG0000242	Prbk.g_01078	Syam.g_00649
OG0000243	Prbk.g_02684	Syam.g_00668
OG0000244	Prbk.g_01897	Syam.g_00674
OG0000245	Prbk.g_01894	Syam.g_00676
OG0000246	Prbk.g_01890	Syam.g_00680
OG0000247	Prbk.g_01879	Syam.g_00692
OG0000248	Prbk.g_01876	Syam.g_00695
OG0000249	Prbk.g_01874	Syam.g_00697
OG0000250	Prbk.g_01106	Syam.g_01747
OG0000251	Prbk.g_01130	Syam.g_01722
OG0000252	Prbk.g_01133	Syam.g_01719
OG0000253	Prbk.g_01139	Syam.g_01718
OG0000254	Prbk.g_01158	Syam.g_01510
OG0000255	Prbk.g_02604	Syam.g_01500
OG0000256	Prbk.g_02618	Syam.g_01484
OG0000257	Prbk.g_02624	Syam.g_01478
OG0000258	Prbk.g_02647	Syam.g_01459
OG0000259	Prbk.g_00720	Syam.g_01378
OG0000260	Prbk.g_00717	Syam.g_01375
OG0000261	Prbk.g_00714	Syam.g_01372
OG0000262	Prbk.g_00709	Syam.g_01367
OG0000263	Prbk.g_00672	Syam.g_00885
OG0000264	Prbk.g_01815	Syam.g_00805
OG0000266	Prbk.g_00608	Syam.g_01234
OG0000267	Prbk.g_02371	Syam.g_01071
OG0000268	Prbk.g_02370	Syam.g_01072
OG0000269	Prbk.g_02463	Syam.g_01295
OG0000270	Prbk.g_02466	Syam.g_01292
OG0000271	Prbk.g_02474	Syam.g_01284
OG0000272	Prbk.g_02475	Syam.g_01283
OG0000273	Prbk.g_02526	Syam.g_00745
OG0000274	Prbk.g_02527	Syam.g_00744
OG0000275	Prbk.g_02530	Syam.g_00741
OG0000276	Prbk.g_02536	Syam.g_00733
OG0000277	Prbk.g_02537	Syam.g_00732
OG0000278	Prbk.g_02540	Syam.g_00729
OG0000279	Prbk.g_02548	Syam.g_00721
OG0000280	Prbk.g_02554	Syam.g_00701
OG0000281	Prbk.g_02568	Syam.g_00943
OG0000282	Prbk.g_02398	Syam.g_01347
OG0000283	Prbk.g_02359	Syam.g_01087
OG0000284	Prbk.g_02353	Syam.g_01093
OG0000285	Prbk.g_01698	Syam.g_01105
OG0000286	Prbk.g_02325	Syam.g_01123
OG0000287	Prbk.g_01728	Syam.g_01153
OG0000288	Prbk.g_00583	Syam.g_01186
OG0000289	Prbk.g_00596	Syam.g_01201
OG0000290	Prbk.g_00059	Syam.g_00771
OG0000291	Prbk.g_00057	Syam.g_00773
OG0000292	Prbk.g_02271	Syam.g_02439
OG0000293	Prbk.g_01032	Syam.g_01806
OG0000294	Prbk.g_01031	Syam.g_01805
OG0000295	Prbk.g_00106	Syam.g_01771
OG0000296	Prbk.g_00104	Syam.g_01769
OG0000297	Prbk.g_01498	Syam.g_00906
OG0000298	Prbk.g_01497	Syam.g_00905
OG0000299	Prbk.g_01508	Syam.g_00878
OG0000300	Prbk.g_00186	Syam.g_00871
OG0000301	Prbk.g_00185	Syam.g_00870
OG0000302	Prbk.g_00182	Syam.g_00868
OG0000303	Prbk.g_00097	Syam.g_00859
OG0000304	Prbk.g_00121	Syam.g_00853
OG0000305	Prbk.g_00055	Syam.g_00776
OG0000306	Prbk.g_02578	Syam.g_01757
OG0000307	Prbk.g_02044	Syam.g_00566
OG0000308	Prbk.g_02042	Syam.g_00564
OG0000309	Prbk.g_02038	Syam.g_00559
OG0000310	Prbk.g_01937	Syam.g_01591
OG0000311	Prbk.g_00243	Syam.g_01595
OG0000312	Prbk.g_00247	Syam.g_01601
OG0000313	Prbk.g_00271	Syam.g_01617
OG0000314	Prbk.g_01222	Syam.g_01647
OG0000315	Prbk.g_01212	Syam.g_01658
OG0000316	Prbk.g_01991	Syam.g_01945
OG0000317	Prbk.g_00913	Syam.g_01987
OG0000318	Prbk.g_00906	Syam.g_01991
OG0000319	Prbk.g_01443	Syam.g_02006
OG0000320	Prbk.g_01441	Syam.g_02008
OG0000321	Prbk.g_01440	Syam.g_02009
OG0000322	Prbk.g_01439	Syam.g_02010
OG0000323	Prbk.g_01428	Syam.g_02025
OG0000324	Prbk.g_01399	Syam.g_01906
OG0000325	Prbk.g_01904	Syam.g_00289
OG0000326	Prbk.g_01912	Syam.g_00296
OG0000327	Prbk.g_00987	Syam.g_00325
OG0000328	Prbk.g_00986	Syam.g_00326
OG0000329	Prbk.g_00969	Syam.g_00344
OG0000330	Prbk.g_00968	Syam.g_00345
OG0000331	Prbk.g_00967	Syam.g_00346
OG0000332	Prbk.g_00952	Syam.g_00361
OG0000333	Prbk.g_00950	Syam.g_00364
OG0000334	Prbk.g_00801	Syam.g_00375
OG0000335	Prbk.g_00806	Syam.g_00380
OG0000336	Prbk.g_00810	Syam.g_00384
OG0000337	Prbk.g_00506	Syam.g_00155
OG0000338	Prbk.g_00510	Syam.g_00153
OG0000339	Prbk.g_00516	Syam.g_00147
OG0000340	Prbk.g_00528	Syam.g_00137
OG0000341	Prbk.g_00530	Syam.g_00135
OG0000342	Prbk.g_00531	Syam.g_00134
OG0000343	Prbk.g_00215	Syam.g_00133
OG0000344	Prbk.g_00218	Syam.g_00129
OG0000345	Prbk.g_00233	Syam.g_00119
OG0000346	Prbk.g_00238	Syam.g_00114
OG0000347	Prbk.g_01540	Syam.g_00083
OG0000348	Prbk.g_01578	Syam.g_00068
OG0000349	Prbk.g_01602	Syam.g_00050
OG0000350	Prbk.g_02204	Syam.g_00303
OG0000351	Prbk.g_02252	Syam.g_02420
OG0000352	Prbk.g_02253	Syam.g_02421
OG0000353	Prbk.g_02277	Syam.g_02445
OG0000354	Prbk.g_01057	Syam.g_00626, Syam.g_00625
OG0000355	Prbk.g_02279	Syam.g_00001
OG0000356	Prbk.g_02280	Syam.g_00002
OG0000357	Prbk.g_02281	Syam.g_00003
OG0000358	Prbk.g_02285	Syam.g_00007
OG0000359	Prbk.g_02287	Syam.g_00009
OG0000360	Prbk.g_02288	Syam.g_00010
OG0000361	Prbk.g_02289	Syam.g_00011
OG0000362	Prbk.g_02291	Syam.g_00013
OG0000363	Prbk.g_01639	Syam.g_00015
OG0000364	Prbk.g_01638	Syam.g_00016
OG0000365	Prbk.g_01629	Syam.g_00025
OG0000366	Prbk.g_01628	Syam.g_00026
OG0000367	Prbk.g_01627	Syam.g_00027
OG0000368	Prbk.g_01625	Syam.g_00029
OG0000369	Prbk.g_01624	Syam.g_00030
OG0000370	Prbk.g_01623	Syam.g_00031
OG0000371	Prbk.g_01614	Syam.g_00038
OG0000372	Prbk.g_01609	Syam.g_00043
OG0000373	Prbk.g_01608	Syam.g_00044
OG0000374	Prbk.g_01607	Syam.g_00045
OG0000375	Prbk.g_01606	Syam.g_00046
OG0000376	Prbk.g_01604	Syam.g_00048
OG0000377	Prbk.g_02155	Syam.g_02306
OG0000378	Prbk.g_02141	Syam.g_02297
OG0000379	Prbk.g_02125	Syam.g_02294
OG0000380	Prbk.g_01323	Syam.g_02060
OG0000381	Prbk.g_01319	Syam.g_02063
OG0000382	Prbk.g_01304	Syam.g_02080
OG0000383	Prbk.g_01302	Syam.g_02083
OG0000384	Prbk.g_01301	Syam.g_02084
OG0000385	Prbk.g_01300	Syam.g_02085
OG0000386	Prbk.g_01299	Syam.g_02086
OG0000387	Prbk.g_00020	Syam.g_02112
OG0000388	Prbk.g_00016	Syam.g_02116
OG0000389	Prbk.g_00012	Syam.g_02120
OG0000390	Prbk.g_00191	Syam.g_02136
OG0000391	Prbk.g_00196	Syam.g_02141
OG0000392	Prbk.g_00202	Syam.g_02147
OG0000393	Prbk.g_00207	Syam.g_02149
OG0000394	Prbk.g_00208	Syam.g_02150
OG0000395	Prbk.g_00209	Syam.g_02151
OG0000396	Prbk.g_00542	Syam.g_02153
OG0000397	Prbk.g_00544	Syam.g_02160
OG0000398	Prbk.g_00549	Syam.g_02165
OG0000399	Prbk.g_00550	Syam.g_02166
OG0000400	Prbk.g_00551	Syam.g_02167
OG0000401	Prbk.g_00552	Syam.g_02168
OG0000402	Prbk.g_00554	Syam.g_02171
OG0000403	Prbk.g_00555	Syam.g_02172
OG0000404	Prbk.g_00557	Syam.g_02173
OG0000405	Prbk.g_00749	Syam.g_02189
OG0000406	Prbk.g_00753	Syam.g_02193
OG0000407	Prbk.g_00754	Syam.g_02194
OG0000408	Prbk.g_00756	Syam.g_02196
OG0000409	Prbk.g_00758	Syam.g_02198
OG0000410	Prbk.g_00759	Syam.g_02199
OG0000411	Prbk.g_00760	Syam.g_02200
OG0000412	Prbk.g_00761	Syam.g_02201
OG0000413	Prbk.g_00763	Syam.g_02203
OG0000414	Prbk.g_00764	Syam.g_02204
OG0000415	Prbk.g_00765	Syam.g_02205
OG0000416	Prbk.g_00766	Syam.g_02206
OG0000417	Prbk.g_00767	Syam.g_02207
OG0000418	Prbk.g_00772	Syam.g_02212
OG0000419	Prbk.g_00774	Syam.g_02214
OG0000420	Prbk.g_00775	Syam.g_02216
OG0000421	Prbk.g_00779	Syam.g_02221
OG0000422	Prbk.g_00780	Syam.g_02222
OG0000423	Prbk.g_00781	Syam.g_02223
OG0000424	Prbk.g_00782	Syam.g_02224
OG0000425	Prbk.g_00783	Syam.g_02225
OG0000426	Prbk.g_00784	Syam.g_02226
OG0000427	Prbk.g_00785	Syam.g_02227
OG0000428	Prbk.g_02425	Syam.g_02230
OG0000429	Prbk.g_01283	Syam.g_02232
OG0000430	Prbk.g_01281	Syam.g_02233
OG0000431	Prbk.g_01277	Syam.g_02237
OG0000432	Prbk.g_01270	Syam.g_02243
OG0000433	Prbk.g_01267	Syam.g_02244
OG0000434	Prbk.g_01266	Syam.g_02245
OG0000435	Prbk.g_01263	Syam.g_02246
OG0000436	Prbk.g_01257	Syam.g_02252
OG0000437	Prbk.g_01256	Syam.g_02253
OG0000438	Prbk.g_01255	Syam.g_02254
OG0000439	Prbk.g_01253	Syam.g_02256
OG0000440	Prbk.g_01252	Syam.g_02257
OG0000441	Prbk.g_01245	Syam.g_02261
OG0000442	Prbk.g_01244	Syam.g_02262
OG0000443	Prbk.g_00631	Syam.g_02263
OG0000444	Prbk.g_00683	Syam.g_02268
OG0000445	Prbk.g_00682	Syam.g_02269
OG0000446	Prbk.g_00680	Syam.g_02270
OG0000447	Prbk.g_00670	Syam.g_02272
OG0000448	Prbk.g_00669	Syam.g_02273
OG0000449	Prbk.g_00668	Syam.g_02274
OG0000450	Prbk.g_00662	Syam.g_02275
OG0000451	Prbk.g_00661	Syam.g_02276
OG0000452	Prbk.g_00656	Syam.g_02280
OG0000453	Prbk.g_00655	Syam.g_02281
OG0000454	Prbk.g_00654	Syam.g_02282
OG0000455	Prbk.g_00653	Syam.g_02283
OG0000456	Prbk.g_00652	Syam.g_02284
OG0000457	Prbk.g_00650	Syam.g_02286
OG0000458	Prbk.g_00649	Syam.g_02287
OG0000459	Prbk.g_00648	Syam.g_02288
OG0000460	Prbk.g_01369	Syam.g_00506
OG0000461	Prbk.g_01900	Syam.g_00284
OG0000462	Prbk.g_01012	Syam.g_00281
OG0000463	Prbk.g_01011	Syam.g_00280
OG0000464	Prbk.g_01010	Syam.g_00279
OG0000465	Prbk.g_01008	Syam.g_00277
OG0000466	Prbk.g_01003	Syam.g_00273
OG0000467	Prbk.g_01001	Syam.g_00271
OG0000468	Prbk.g_00371	Syam.g_00266
OG0000469	Prbk.g_00384	Syam.g_00253
OG0000470	Prbk.g_00397	Syam.g_00251
OG0000471	Prbk.g_00398	Syam.g_00250
OG0000472	Prbk.g_00400	Syam.g_00248
OG0000473	Prbk.g_00402	Syam.g_00246
OG0000474	Prbk.g_00403	Syam.g_00245
OG0000475	Prbk.g_00404	Syam.g_00244
OG0000476	Prbk.g_00406	Syam.g_00242
OG0000477	Prbk.g_00411	Syam.g_00236
OG0000478	Prbk.g_00412	Syam.g_00235
OG0000479	Prbk.g_00413	Syam.g_00234
OG0000480	Prbk.g_00420	Syam.g_00227
OG0000481	Prbk.g_00422	Syam.g_00225
OG0000482	Prbk.g_00423	Syam.g_00224
OG0000483	Prbk.g_00427	Syam.g_00220
OG0000484	Prbk.g_00428	Syam.g_00219
OG0000485	Prbk.g_00429	Syam.g_00218
OG0000486	Prbk.g_00430	Syam.g_00217
OG0000487	Prbk.g_00435	Syam.g_00211
OG0000488	Prbk.g_00439	Syam.g_00207
OG0000489	Prbk.g_00450	Syam.g_00197
OG0000490	Prbk.g_00456	Syam.g_00189
OG0000491	Prbk.g_00457	Syam.g_00187
OG0000492	Prbk.g_00460	Syam.g_00185
OG0000493	Prbk.g_00461	Syam.g_00184
OG0000494	Prbk.g_00462	Syam.g_00183
OG0000495	Prbk.g_00463	Syam.g_00182
OG0000496	Prbk.g_00464	Syam.g_00181
OG0000497	Prbk.g_00465	Syam.g_00180
OG0000498	Prbk.g_00466	Syam.g_00179
OG0000499	Prbk.g_00467	Syam.g_00178
OG0000500	Prbk.g_00468	Syam.g_00177
OG0000501	Prbk.g_00471	Syam.g_00174
OG0000502	Prbk.g_00483	Syam.g_00165
OG0000503	Prbk.g_00871	Syam.g_00457
OG0000504	Prbk.g_00873	Syam.g_00459
OG0000505	Prbk.g_00874	Syam.g_00460
OG0000506	Prbk.g_00876	Syam.g_00462
OG0000507	Prbk.g_00881	Syam.g_00468
OG0000508	Prbk.g_00888	Syam.g_00472
OG0000509	Prbk.g_00890	Syam.g_00474
OG0000510	Prbk.g_00891	Syam.g_00475
OG0000511	Prbk.g_00892	Syam.g_00476
OG0000512	Prbk.g_00894	Syam.g_00478
OG0000513	Prbk.g_00360	Syam.g_00493
OG0000514	Prbk.g_00352	Syam.g_00499
OG0000515	Prbk.g_00351	Syam.g_00500
OG0000516	Prbk.g_00339	Syam.g_01862
OG0000517	Prbk.g_00329	Syam.g_01868
OG0000518	Prbk.g_00317	Syam.g_01851
OG0000519	Prbk.g_00316	Syam.g_01850
OG0000520	Prbk.g_00315	Syam.g_01849
OG0000521	Prbk.g_00301	Syam.g_01696
OG0000522	Prbk.g_00299	Syam.g_01694
OG0000523	Prbk.g_00298	Syam.g_01693
OG0000524	Prbk.g_02088	Syam.g_01681
OG0000525	Prbk.g_02105	Syam.g_01677
OG0000526	Prbk.g_02107	Syam.g_01674
OG0000527	Prbk.g_02111	Syam.g_01670
OG0000528	Prbk.g_02056	Syam.g_00580
OG0000529	Prbk.g_02062	Syam.g_00584
OG0000530	Prbk.g_02065	Syam.g_00587
OG0000531	Prbk.g_02066	Syam.g_00588
OG0000532	Prbk.g_02069	Syam.g_00591
OG0000533	Prbk.g_02071	Syam.g_00592
OG0000534	Prbk.g_02072	Syam.g_00593
OG0000535	Prbk.g_02073	Syam.g_00594
OG0000536	Prbk.g_02074	Syam.g_00595
OG0000537	Prbk.g_02075	Syam.g_00596
OG0000538	Prbk.g_01865	Syam.g_00607
OG0000539	Prbk.g_01041	Syam.g_00608
OG0000540	Prbk.g_01042	Syam.g_00609
OG0000541	Prbk.g_01043	Syam.g_00610
OG0000542	Prbk.g_01046	Syam.g_00613
OG0000543	Prbk.g_01048	Syam.g_00615
OG0000544	Prbk.g_01049	Syam.g_00616
OG0000545	Prbk.g_01050	Syam.g_00618
OG0000546	Prbk.g_01052	Syam.g_00620
OG0000547	Prbk.g_01054	Syam.g_00622
OG0000548	Prbk.g_01055	Syam.g_00623
OG0000549	Prbk.g_01061	Syam.g_00630
OG0000550	Prbk.g_01066	Syam.g_00635
OG0000551	Prbk.g_01070	Syam.g_00640
OG0000552	Prbk.g_01071	Syam.g_00641
OG0000553	Prbk.g_01076	Syam.g_00643
OG0000554	Prbk.g_01081	Syam.g_00652
OG0000555	Prbk.g_01099	Syam.g_00667
OG0000556	Prbk.g_02686	Syam.g_00670
OG0000557	Prbk.g_01898	Syam.g_00672
OG0000558	Prbk.g_01895	Syam.g_00675
OG0000559	Prbk.g_01891	Syam.g_00679
OG0000560	Prbk.g_01888	Syam.g_00682
OG0000561	Prbk.g_01887	Syam.g_00683
OG0000562	Prbk.g_01886	Syam.g_00684
OG0000563	Prbk.g_01885	Syam.g_00685
OG0000564	Prbk.g_01884	Syam.g_00686
OG0000565	Prbk.g_01881	Syam.g_00690
OG0000566	Prbk.g_01877	Syam.g_00694
OG0000567	Prbk.g_01873	Syam.g_00698
OG0000568	Prbk.g_01871	Syam.g_01751
OG0000569	Prbk.g_01104	Syam.g_01750
OG0000570	Prbk.g_01105	Syam.g_01749
OG0000571	Prbk.g_01108	Syam.g_01745
OG0000572	Prbk.g_01124	Syam.g_01729
OG0000573	Prbk.g_01131	Syam.g_01721
