Orthogroup	Prbk	Syan
OG0000506	Prbk.g_00876	Syan.g_02139
OG0000507	Prbk.g_00881	Syan.g_02133
OG0000508	Prbk.g_00888	Syan.g_02998
OG0000509	Prbk.g_00890	Syan.g_02993
OG0000510	Prbk.g_00891	Syan.g_02992
OG0000511	Prbk.g_00892	Syan.g_02991
OG0000512	Prbk.g_00894	Syan.g_02989
OG0000513	Prbk.g_00360	Syan.g_02320
OG0000514	Prbk.g_00352	Syan.g_02326
OG0000515	Prbk.g_00351	Syan.g_02327
OG0000516	Prbk.g_00339	Syan.g_02389
OG0000517	Prbk.g_00329	Syan.g_02395
OG0000518	Prbk.g_00317	Syan.g_01336
OG0000519	Prbk.g_00316	Syan.g_01335
OG0000520	Prbk.g_00315	Syan.g_01334
OG0000521	Prbk.g_00301	Syan.g_02805
OG0000522	Prbk.g_00299	Syan.g_02803
OG0000523	Prbk.g_00298	Syan.g_02802
OG0000524	Prbk.g_02088	Syan.g_02878
OG0000525	Prbk.g_02105	Syan.g_02853
OG0000526	Prbk.g_02107	Syan.g_02852
OG0000527	Prbk.g_02111	Syan.g_02848
OG0000528	Prbk.g_02056	Syan.g_02767
OG0000529	Prbk.g_02062	Syan.g_02763
OG0000530	Prbk.g_02065	Syan.g_02760
OG0000531	Prbk.g_02066	Syan.g_02759
OG0000532	Prbk.g_02069	Syan.g_02756
OG0000533	Prbk.g_02071	Syan.g_02754
OG0000534	Prbk.g_02072	Syan.g_02753
OG0000535	Prbk.g_02073	Syan.g_02752
OG0000536	Prbk.g_02074	Syan.g_02751
OG0000537	Prbk.g_02075	Syan.g_02750
OG0000538	Prbk.g_01865	Syan.g_02738
OG0000539	Prbk.g_01041	Syan.g_02737
OG0000540	Prbk.g_01042	Syan.g_02736
OG0000541	Prbk.g_01043	Syan.g_02735
OG0000542	Prbk.g_01046	Syan.g_02732
OG0000543	Prbk.g_01048	Syan.g_02730
OG0000544	Prbk.g_01049	Syan.g_02729
OG0000545	Prbk.g_01050	Syan.g_02727
OG0000546	Prbk.g_01052	Syan.g_02725
OG0000547	Prbk.g_01054	Syan.g_02723
OG0000548	Prbk.g_01055	Syan.g_02722
OG0000549	Prbk.g_01061	Syan.g_01194
OG0000550	Prbk.g_01066	Syan.g_01189
OG0000551	Prbk.g_01070	Syan.g_01184
OG0000552	Prbk.g_01071	Syan.g_01183
OG0000553	Prbk.g_01076	Syan.g_01179
OG0000554	Prbk.g_01081	Syan.g_01165
OG0000555	Prbk.g_01099	Syan.g_00839
OG0000556	Prbk.g_02686	Syan.g_00842
OG0000557	Prbk.g_01898	Syan.g_00847
OG0000558	Prbk.g_01895	Syan.g_00849
OG0000559	Prbk.g_01891	Syan.g_00853
OG0000560	Prbk.g_01888	Syan.g_00856
OG0000561	Prbk.g_01887	Syan.g_00857
OG0000562	Prbk.g_01886	Syan.g_00858
OG0000563	Prbk.g_01885	Syan.g_00859
OG0000564	Prbk.g_01884	Syan.g_00860
OG0000565	Prbk.g_01881	Syan.g_00864
OG0000566	Prbk.g_01877	Syan.g_00868
OG0000567	Prbk.g_01873	Syan.g_00872
