Orthogroup	Prbk	Praj
OG0000204	Prbk.g_01258	Praj.g_00235
OG0000205	Prbk.g_01251	Praj.g_00242
OG0000206	Prbk.g_00632	Praj.g_00246
OG0000207	Prbk.g_00686	Praj.g_00248
OG0000208	Prbk.g_00685	Praj.g_00249
OG0000209	Prbk.g_00658	Praj.g_00258
OG0000210	Prbk.g_00657	Praj.g_00259
OG0000211	Prbk.g_01368	Praj.g_00273
OG0000212	Prbk.g_01514	Praj.g_00281
OG0000213	Prbk.g_00374	Praj.g_00296
OG0000214	Prbk.g_00401	Praj.g_00304
OG0000215	Prbk.g_00431	Praj.g_00328
OG0000216	Prbk.g_00434	Praj.g_00329
OG0000217	Prbk.g_00438	Praj.g_00332
OG0000218	Prbk.g_00442	Praj.g_00334
OG0000219	Prbk.g_00443	Praj.g_00335
OG0000220	Prbk.g_00444	Praj.g_00336
OG0000221	Prbk.g_00449	Praj.g_00337
OG0000222	Prbk.g_00458	Praj.g_00345
OG0000223	Prbk.g_00481	Praj.g_00358
OG0000224	Prbk.g_00492	Praj.g_00360
OG0000225	Prbk.g_00889	Praj.g_00391
OG0000226	Prbk.g_00893	Praj.g_00395
OG0000227	Prbk.g_00895	Praj.g_00397
OG0000228	Prbk.g_00365	Praj.g_00402
OG0000229	Prbk.g_00328	Praj.g_00430
OG0000230	Prbk.g_00326	Praj.g_00432
OG0000231	Prbk.g_00311	Praj.g_00443
OG0000232	Prbk.g_00295	Praj.g_00451
OG0000233	Prbk.g_02092	Praj.g_00459
OG0000234	Prbk.g_02114	Praj.g_00468
OG0000235	Prbk.g_02060	Praj.g_00472
OG0000236	Prbk.g_02076	Praj.g_00485
OG0000237	Prbk.g_01047	Praj.g_00498
OG0000238	Prbk.g_01051	Praj.g_00504
OG0000239	Prbk.g_01067	Praj.g_00516
OG0000240	Prbk.g_01068	Praj.g_00517
OG0000241	Prbk.g_01965	Praj.g_00521
OG0000242	Prbk.g_01078	Praj.g_00523
OG0000243	Prbk.g_02684	Praj.g_00534
OG0000244	Prbk.g_01897	Praj.g_00537
OG0000245	Prbk.g_01894	Praj.g_00539
OG0000246	Prbk.g_01890	Praj.g_00543
OG0000247	Prbk.g_01879	Praj.g_00553
OG0000248	Prbk.g_01876	Praj.g_00555
OG0000249	Prbk.g_01874	Praj.g_00557
OG0000250	Prbk.g_01106	Praj.g_00562
OG0000251	Prbk.g_01130	Praj.g_00578
OG0000252	Prbk.g_01133	Praj.g_00580
OG0000253	Prbk.g_01139	Praj.g_00582
OG0000254	Prbk.g_01158	Praj.g_00599
OG0000255	Prbk.g_02604	Praj.g_00605
OG0000256	Prbk.g_02618	Praj.g_00615
OG0000257	Prbk.g_02624	Praj.g_00618
OG0000258	Prbk.g_02647	Praj.g_00631
OG0000259	Prbk.g_00720	Praj.g_00648
OG0000260	Prbk.g_00717	Praj.g_00651
OG0000261	Prbk.g_00714	Praj.g_00654
OG0000262	Prbk.g_00709	Praj.g_00659
OG0000263	Prbk.g_00672	Praj.g_00673
OG0000264	Prbk.g_01815	Praj.g_00684
OG0000265	Prbk.g_00619, Prbk.g_01835	Praj.g_00698
OG0000266	Prbk.g_00608	Praj.g_00708
OG0000267	Prbk.g_02371	Praj.g_00721
OG0000268	Prbk.g_02370	Praj.g_00722
OG0000269	Prbk.g_02463	Praj.g_00764
OG0000270	Prbk.g_02466	Praj.g_00767
OG0000271	Prbk.g_02474	Praj.g_00775
OG0000272	Prbk.g_02475	Praj.g_00776
OG0000273	Prbk.g_02526	Praj.g_00801
OG0000274	Prbk.g_02527	Praj.g_00802
OG0000275	Prbk.g_02530	Praj.g_00804
OG0000276	Prbk.g_02536	Praj.g_00810
OG0000277	Prbk.g_02537	Praj.g_00811
OG0000278	Prbk.g_02540	Praj.g_00815
OG0000279	Prbk.g_02548	Praj.g_00822
OG0000280	Prbk.g_02554	Praj.g_01326
OG0000281	Prbk.g_02568	Praj.g_00829
OG0000282	Prbk.g_02398	Praj.g_00889
OG0000283	Prbk.g_02359	Praj.g_00920
OG0000284	Prbk.g_02353	Praj.g_00925
OG0000285	Prbk.g_01698	Praj.g_00930
OG0000286	Prbk.g_02325	Praj.g_00945
OG0000287	Prbk.g_01728	Praj.g_00085
OG0000288	Prbk.g_00583	Praj.g_00994
OG0000289	Prbk.g_00596	Praj.g_01005
OG0000290	Prbk.g_00059	Praj.g_01021
OG0000291	Prbk.g_00057	Praj.g_01023
OG0000292	Prbk.g_02271	Praj.g_01196
OG0000293	Prbk.g_01032	Praj.g_01470
OG0000294	Prbk.g_01031	Praj.g_01469
OG0000295	Prbk.g_00106	Praj.g_01447
OG0000296	Prbk.g_00104	Praj.g_01445
OG0000297	Prbk.g_01498	Praj.g_01437
OG0000298	Prbk.g_01497	Praj.g_01436
OG0000299	Prbk.g_01508	Praj.g_01417
OG0000300	Prbk.g_00186	Praj.g_01414
OG0000301	Prbk.g_00185	Praj.g_01413
OG0000302	Prbk.g_00182	Praj.g_01410
OG0000303	Prbk.g_00097	Praj.g_01405
OG0000304	Prbk.g_00121	Praj.g_01402
OG0000305	Prbk.g_00055	Praj.g_01734
OG0000306	Prbk.g_02578	Praj.g_00833
OG0000307	Prbk.g_02044	Praj.g_01584
OG0000308	Prbk.g_02042	Praj.g_01585
OG0000309	Prbk.g_02038	Praj.g_01589
OG0000310	Prbk.g_01937	Praj.g_01616
OG0000311	Prbk.g_00243	Praj.g_01618
OG0000312	Prbk.g_00247	Praj.g_01621
OG0000313	Prbk.g_00271	Praj.g_01636
OG0000314	Prbk.g_01222	Praj.g_01657
OG0000315	Prbk.g_01212	Praj.g_01667
OG0000316	Prbk.g_01991	Praj.g_01692
OG0000317	Prbk.g_00913	Praj.g_01766
OG0000318	Prbk.g_00906	Praj.g_01769
OG0000319	Prbk.g_01443	Praj.g_01780
OG0000320	Prbk.g_01441	Praj.g_01782
OG0000321	Prbk.g_01440	Praj.g_01783
OG0000322	Prbk.g_01439	Praj.g_01784
OG0000323	Prbk.g_01428	Praj.g_01793
OG0000324	Prbk.g_01399	Praj.g_01820
OG0000325	Prbk.g_01904	Praj.g_01870
OG0000326	Prbk.g_01912	Praj.g_01876
OG0000327	Prbk.g_00987	Praj.g_01910
OG0000328	Prbk.g_00986	Praj.g_01911
OG0000329	Prbk.g_00969	Praj.g_01928
OG0000330	Prbk.g_00968	Praj.g_01929
OG0000331	Prbk.g_00967	Praj.g_01930
OG0000332	Prbk.g_00952	Praj.g_01944
OG0000333	Prbk.g_00950	Praj.g_01946
OG0000334	Prbk.g_00801	Praj.g_01955
OG0000335	Prbk.g_00806	Praj.g_01960
OG0000336	Prbk.g_00810	Praj.g_01964
OG0000337	Prbk.g_00506	Praj.g_01982
OG0000338	Prbk.g_00510	Praj.g_01983
OG0000339	Prbk.g_00516	Praj.g_01988
OG0000340	Prbk.g_00528	Praj.g_01997
OG0000341	Prbk.g_00530	Praj.g_01999
OG0000342	Prbk.g_00531	Praj.g_02000
OG0000343	Prbk.g_00215	Praj.g_02001
OG0000344	Prbk.g_00218	Praj.g_02004
OG0000345	Prbk.g_00233	Praj.g_02009
OG0000346	Prbk.g_00238	Praj.g_02013
OG0000347	Prbk.g_01540	Praj.g_02034
OG0000348	Prbk.g_01578	Praj.g_02064
OG0000349	Prbk.g_01602	Praj.g_02082
OG0000350	Prbk.g_02204	Praj.g_02103
OG0000351	Prbk.g_02252	Praj.g_02128
OG0000352	Prbk.g_02253	Praj.g_02129
OG0000353	Prbk.g_02277	Praj.g_02148
OG0000355	Prbk.g_02279	Praj.g_00001
OG0000356	Prbk.g_02280	Praj.g_00002
OG0000357	Prbk.g_02281	Praj.g_00003
OG0000358	Prbk.g_02285	Praj.g_00007
OG0000359	Prbk.g_02287	Praj.g_00008
OG0000360	Prbk.g_02288	Praj.g_00009
OG0000361	Prbk.g_02289	Praj.g_00010
OG0000362	Prbk.g_02291	Praj.g_00012
OG0000363	Prbk.g_01639	Praj.g_00014
OG0000364	Prbk.g_01638	Praj.g_00015
OG0000365	Prbk.g_01629	Praj.g_00020
OG0000366	Prbk.g_01628	Praj.g_00021
OG0000367	Prbk.g_01627	Praj.g_00022
OG0000368	Prbk.g_01625	Praj.g_00024
OG0000369	Prbk.g_01624	Praj.g_00025
OG0000370	Prbk.g_01623	Praj.g_00026
OG0000371	Prbk.g_01614	Praj.g_00032
OG0000372	Prbk.g_01609	Praj.g_00034
OG0000373	Prbk.g_01608	Praj.g_00035
OG0000374	Prbk.g_01607	Praj.g_00036
OG0000375	Prbk.g_01606	Praj.g_00044
OG0000376	Prbk.g_01604	Praj.g_00046
OG0000377	Prbk.g_02155	Praj.g_00049
OG0000378	Prbk.g_02141	Praj.g_00051
OG0000379	Prbk.g_02125	Praj.g_00054
OG0000380	Prbk.g_01323	Praj.g_00104
OG0000381	Prbk.g_01319	Praj.g_00108
OG0000382	Prbk.g_01304	Praj.g_00119
OG0000383	Prbk.g_01302	Praj.g_00121
OG0000384	Prbk.g_01301	Praj.g_00122
OG0000385	Prbk.g_01300	Praj.g_00123
OG0000386	Prbk.g_01299	Praj.g_00124
OG0000387	Prbk.g_00020	Praj.g_00137
OG0000388	Prbk.g_00016	Praj.g_00141
OG0000389	Prbk.g_00012	Praj.g_00144
OG0000390	Prbk.g_00191	Praj.g_00153
OG0000391	Prbk.g_00196	Praj.g_00157
OG0000392	Prbk.g_00202	Praj.g_00160
OG0000393	Prbk.g_00207	Praj.g_00163
OG0000394	Prbk.g_00208	Praj.g_00164
OG0000395	Prbk.g_00209	Praj.g_00165
OG0000396	Prbk.g_00542	Praj.g_00168
OG0000397	Prbk.g_00544	Praj.g_00170
OG0000398	Prbk.g_00549	Praj.g_00173
OG0000399	Prbk.g_00550	Praj.g_00174
OG0000400	Prbk.g_00551	Praj.g_00175
OG0000401	Prbk.g_00552	Praj.g_00176
OG0000402	Prbk.g_00554	Praj.g_01057
OG0000403	Prbk.g_00555	Praj.g_00177
OG0000404	Prbk.g_00557	Praj.g_00178
OG0000405	Prbk.g_00749	Praj.g_00183
OG0000406	Prbk.g_00753	Praj.g_00187
OG0000407	Prbk.g_00754	Praj.g_00188
OG0000408	Prbk.g_00756	Praj.g_00190
OG0000409	Prbk.g_00758	Praj.g_00192
OG0000410	Prbk.g_00759	Praj.g_00193
OG0000411	Prbk.g_00760	Praj.g_00194
OG0000412	Prbk.g_00761	Praj.g_00195
OG0000413	Prbk.g_00763	Praj.g_00196
OG0000414	Prbk.g_00764	Praj.g_00197
OG0000415	Prbk.g_00765	Praj.g_00198
OG0000416	Prbk.g_00766	Praj.g_00199
OG0000417	Prbk.g_00767	Praj.g_00200
OG0000418	Prbk.g_00772	Praj.g_00205
OG0000419	Prbk.g_00774	Praj.g_00207
OG0000420	Prbk.g_00775	Praj.g_00208
OG0000421	Prbk.g_00779	Praj.g_00212
OG0000422	Prbk.g_00780	Praj.g_00213
OG0000423	Prbk.g_00781	Praj.g_00214
OG0000424	Prbk.g_00782	Praj.g_00215
OG0000425	Prbk.g_00783	Praj.g_00216
OG0000426	Prbk.g_00784	Praj.g_00217
OG0000427	Prbk.g_00785	Praj.g_00218
OG0000428	Prbk.g_02425	Praj.g_00220
OG0000429	Prbk.g_01283	Praj.g_00221
OG0000430	Prbk.g_01281	Praj.g_00222
OG0000431	Prbk.g_01277	Praj.g_00224
OG0000432	Prbk.g_01270	Praj.g_00228
OG0000433	Prbk.g_01267	Praj.g_00229
OG0000434	Prbk.g_01266	Praj.g_00230
OG0000435	Prbk.g_01263	Praj.g_00231
OG0000436	Prbk.g_01257	Praj.g_00236
OG0000437	Prbk.g_01256	Praj.g_00237
OG0000438	Prbk.g_01255	Praj.g_00238
OG0000439	Prbk.g_01253	Praj.g_00240
OG0000440	Prbk.g_01252	Praj.g_00241
OG0000441	Prbk.g_01245	Praj.g_00243
OG0000442	Prbk.g_01244	Praj.g_00244
OG0000443	Prbk.g_00631	Praj.g_00245
OG0000444	Prbk.g_00683	Praj.g_00250
OG0000445	Prbk.g_00682	Praj.g_00251
OG0000446	Prbk.g_00680	Praj.g_00252
OG0000447	Prbk.g_00670	Praj.g_00253
OG0000448	Prbk.g_00669	Praj.g_00254
OG0000449	Prbk.g_00668	Praj.g_00255
OG0000450	Prbk.g_00662	Praj.g_00256
OG0000451	Prbk.g_00661	Praj.g_00257
OG0000452	Prbk.g_00656	Praj.g_00260
OG0000453	Prbk.g_00655	Praj.g_00261
OG0000454	Prbk.g_00654	Praj.g_00262
OG0000455	Prbk.g_00653	Praj.g_00263
OG0000456	Prbk.g_00652	Praj.g_00264
OG0000457	Prbk.g_00650	Praj.g_00265
OG0000458	Prbk.g_00649	Praj.g_00266
OG0000459	Prbk.g_00648	Praj.g_00267
OG0000460	Prbk.g_01369	Praj.g_00275
OG0000461	Prbk.g_01900	Praj.g_00283
OG0000462	Prbk.g_01012	Praj.g_00285
OG0000463	Prbk.g_01011	Praj.g_00286
OG0000464	Prbk.g_01010	Praj.g_00287
OG0000465	Prbk.g_01008	Praj.g_00288
OG0000466	Prbk.g_01003	Praj.g_00289
OG0000467	Prbk.g_01001	Praj.g_00290
OG0000468	Prbk.g_00371	Praj.g_00292
OG0000469	Prbk.g_00384	Praj.g_00299
OG0000470	Prbk.g_00397	Praj.g_00301
OG0000471	Prbk.g_00398	Praj.g_00302
OG0000472	Prbk.g_00400	Praj.g_00303
OG0000473	Prbk.g_00402	Praj.g_00305
OG0000474	Prbk.g_00403	Praj.g_00306
OG0000475	Prbk.g_00404	Praj.g_00307
OG0000476	Prbk.g_00406	Praj.g_00309
OG0000477	Prbk.g_00411	Praj.g_00311
OG0000478	Prbk.g_00412	Praj.g_00312
OG0000479	Prbk.g_00413	Praj.g_00313
OG0000480	Prbk.g_00420	Praj.g_00318
OG0000481	Prbk.g_00422	Praj.g_00320
OG0000482	Prbk.g_00423	Praj.g_00321
OG0000483	Prbk.g_00427	Praj.g_00324
OG0000484	Prbk.g_00428	Praj.g_00325
OG0000485	Prbk.g_00429	Praj.g_00326
OG0000486	Prbk.g_00430	Praj.g_00327
OG0000487	Prbk.g_00435	Praj.g_00330
OG0000488	Prbk.g_00439	Praj.g_00333
OG0000489	Prbk.g_00450	Praj.g_00338
OG0000490	Prbk.g_00456	Praj.g_00343
OG0000491	Prbk.g_00457	Praj.g_00344
OG0000492	Prbk.g_00460	Praj.g_00346
OG0000493	Prbk.g_00461	Praj.g_00347
OG0000494	Prbk.g_00462	Praj.g_00348
OG0000495	Prbk.g_00463	Praj.g_00349
OG0000496	Prbk.g_00464	Praj.g_00350
OG0000497	Prbk.g_00465	Praj.g_00351
OG0000498	Prbk.g_00466	Praj.g_00352
OG0000499	Prbk.g_00467	Praj.g_00353
OG0000500	Prbk.g_00468	Praj.g_00354
OG0000501	Prbk.g_00471	Praj.g_00356
OG0000502	Prbk.g_00483	Praj.g_00359
OG0000503	Prbk.g_00871	Praj.g_00380
OG0000504	Prbk.g_00873	Praj.g_00382
OG0000505	Prbk.g_00874	Praj.g_00383
OG0000506	Prbk.g_00876	Praj.g_00384
OG0000507	Prbk.g_00881	Praj.g_00387
OG0000508	Prbk.g_00888	Praj.g_00390
OG0000509	Prbk.g_00890	Praj.g_00392
OG0000510	Prbk.g_00891	Praj.g_00393
OG0000511	Prbk.g_00892	Praj.g_00394
OG0000512	Prbk.g_00894	Praj.g_00396
OG0000513	Prbk.g_00360	Praj.g_00406
OG0000514	Prbk.g_00352	Praj.g_00425
OG0000515	Prbk.g_00351	Praj.g_00426
OG0000516	Prbk.g_00339	Praj.g_00427
OG0000517	Prbk.g_00329	Praj.g_00429
OG0000518	Prbk.g_00317	Praj.g_00440
OG0000519	Prbk.g_00316	Praj.g_00441
OG0000520	Prbk.g_00315	Praj.g_00442
OG0000521	Prbk.g_00301	Praj.g_00447
OG0000522	Prbk.g_00299	Praj.g_00449
OG0000523	Prbk.g_00298	Praj.g_00450
OG0000524	Prbk.g_02088	Praj.g_00457
OG0000525	Prbk.g_02105	Praj.g_00461
OG0000526	Prbk.g_02107	Praj.g_00462
OG0000527	Prbk.g_02111	Praj.g_00465
OG0000528	Prbk.g_02056	Praj.g_00471
OG0000529	Prbk.g_02062	Praj.g_00474
OG0000530	Prbk.g_02065	Praj.g_00477
OG0000531	Prbk.g_02066	Praj.g_00478
OG0000532	Prbk.g_02069	Praj.g_00479
OG0000533	Prbk.g_02071	Praj.g_00480
OG0000534	Prbk.g_02072	Praj.g_00481
OG0000535	Prbk.g_02073	Praj.g_00482
OG0000536	Prbk.g_02074	Praj.g_00483
OG0000537	Prbk.g_02075	Praj.g_00484
OG0000538	Prbk.g_01865	Praj.g_00492
OG0000539	Prbk.g_01041	Praj.g_00493
OG0000540	Prbk.g_01042	Praj.g_00494
OG0000541	Prbk.g_01043	Praj.g_00495
OG0000542	Prbk.g_01046	Praj.g_00497
OG0000543	Prbk.g_01048	Praj.g_00499
OG0000544	Prbk.g_01049	Praj.g_00500
OG0000545	Prbk.g_01050	Praj.g_00502
OG0000546	Prbk.g_01052	Praj.g_00505
OG0000547	Prbk.g_01054	Praj.g_00507
OG0000548	Prbk.g_01055	Praj.g_00508
OG0000549	Prbk.g_01061	Praj.g_00511
OG0000550	Prbk.g_01066	Praj.g_00515
OG0000551	Prbk.g_01070	Praj.g_00518
OG0000552	Prbk.g_01071	Praj.g_00519
OG0000553	Prbk.g_01076	Praj.g_00520
OG0000554	Prbk.g_01081	Praj.g_00525
OG0000555	Prbk.g_01099	Praj.g_00533
OG0000556	Prbk.g_02686	Praj.g_00535
OG0000557	Prbk.g_01898	Praj.g_00536
OG0000558	Prbk.g_01895	Praj.g_00538
OG0000559	Prbk.g_01891	Praj.g_00542
OG0000560	Prbk.g_01888	Praj.g_00545
OG0000561	Prbk.g_01887	Praj.g_00546
OG0000562	Prbk.g_01886	Praj.g_00547
OG0000563	Prbk.g_01885	Praj.g_00548
OG0000564	Prbk.g_01884	Praj.g_00549
OG0000565	Prbk.g_01881	Praj.g_00552
OG0000566	Prbk.g_01877	Praj.g_00554
