Orthogroup	Prbk	Prbm
OG0000109	Prbk.g_02077	Prbm.g_00519
OG0000110	Prbk.g_01110	Prbm.g_00607
OG0000111	Prbk.g_01766	Prbm.g_00736
OG0000112	Prbk.g_02332	Prbm.g_00980
OG0000113	Prbk.g_02493	Prbm.g_00838, Prbm.g_01191
OG0000114	Prbk.g_02396	Prbm.g_00929
OG0000115	Prbk.g_01234	Prbm.g_01803
OG0000116	Prbk.g_01034	Prbm.g_01560
OG0000117	Prbk.g_01496	Prbm.g_01522
OG0000118	Prbk.g_01169	Prbm.g_01622
OG0000119	Prbk.g_01746, Prbk.g_01786	Prbm.g_01653
OG0000120	Prbk.g_00477	Prbm.g_00707
OG0000121	Prbk.g_00267, Prbk.g_00261	Prbm.g_01712
OG0000122	Prbk.g_02664	Prbm.g_01751
OG0000123	Prbk.g_00805	Prbm.g_02040
OG0000124	Prbk.g_01539	Prbm.g_02111
OG0000125	Prbk.g_02168	Prbm.g_02176
OG0000126	Prbk.g_02272	Prbm.g_02228
OG0000127	Prbk.g_01101, Prbk.g_01852	Prbm.g_01460
OG0000127	Prbk.g_01335	Prbm.g_01293, Prbm.g_01292
OG0000128	Prbk.g_02290	Prbm.g_00011
OG0000129	Prbk.g_02156	Prbm.g_00053
OG0000130	Prbk.g_01320	Prbm.g_00126
OG0000131	Prbk.g_00751	Prbm.g_00204
OG0000132	Prbk.g_00771	Prbm.g_00223
OG0000133	Prbk.g_00472	Prbm.g_00377
OG0000134	Prbk.g_00361	Prbm.g_00425
OG0000135	Prbk.g_02209	Prbm.g_01389
OG0000136	Prbk.g_00323	Prbm.g_00451
OG0000137	Prbk.g_02113	Prbm.g_00500
OG0000138	Prbk.g_02078	Prbm.g_00520
OG0000139	Prbk.g_01086	Prbm.g_00570
OG0000140	Prbk.g_01092	Prbm.g_00571
OG0000141	Prbk.g_01154	Prbm.g_00638
OG0000142	Prbk.g_02631	Prbm.g_00666
OG0000143	Prbk.g_02635	Prbm.g_00670
OG0000144	Prbk.g_00739	Prbm.g_00683
OG0000145	Prbk.g_01863	Prbm.g_01094
OG0000146	Prbk.g_02333	Prbm.g_00979
OG0000147	Prbk.g_02334	Prbm.g_00978
OG0000148	Prbk.g_02487	Prbm.g_00832
OG0000149	Prbk.g_02544	Prbm.g_00862
OG0000150	Prbk.g_02567	Prbm.g_00870
OG0000151	Prbk.g_02417	Prbm.g_00940
OG0000152	Prbk.g_02324	Prbm.g_00988
OG0000153	Prbk.g_02297	Prbm.g_01006
OG0000154	Prbk.g_00584	Prbm.g_01035
OG0000155	Prbk.g_00099	Prbm.g_01527
OG0000156	Prbk.g_00164	Prbm.g_01600
OG0000157	Prbk.g_00163	Prbm.g_01601
OG0000158	Prbk.g_00526	Prbm.g_02077
OG0000160	Prbk.g_00260	Prbm.g_01711
OG0000161	Prbk.g_00274	Prbm.g_01717
OG0000162	Prbk.g_00280	Prbm.g_01723
OG0000163	Prbk.g_02002	Prbm.g_01759
OG0000164	Prbk.g_01432	Prbm.g_01863
OG0000165	Prbk.g_01423	Prbm.g_01871
OG0000166	Prbk.g_00982	Prbm.g_01996
OG0000167	Prbk.g_00512	Prbm.g_02067
OG0000168	Prbk.g_00527	Prbm.g_02078
OG0000169	Prbk.g_00220	Prbm.g_02088
OG0000170	Prbk.g_00232	Prbm.g_02090
OG0000171	Prbk.g_01538	Prbm.g_02110
OG0000172	Prbk.g_01573	Prbm.g_02146
OG0000173	Prbk.g_01594	Prbm.g_02161
OG0000174	Prbk.g_02211	Prbm.g_02192
OG0000175	Prbk.g_02249	Prbm.g_02209
OG0000176	Prbk.g_02282	Prbm.g_00004
OG0000177	Prbk.g_02283	Prbm.g_00005
OG0000178	Prbk.g_02284	Prbm.g_00006
OG0000179	Prbk.g_01633	Prbm.g_00016
OG0000180	Prbk.g_01632	Prbm.g_00017
OG0000181	Prbk.g_01631	Prbm.g_00018
OG0000182	Prbk.g_01630	Prbm.g_00019
OG0000183	Prbk.g_01626	Prbm.g_00023
OG0000184	Prbk.g_02148	Prbm.g_00055
OG0000185	Prbk.g_02126	Prbm.g_00058
OG0000186	Prbk.g_01326	Prbm.g_00121
OG0000187	Prbk.g_01324	Prbm.g_00122
OG0000188	Prbk.g_01303	Prbm.g_00139
OG0000189	Prbk.g_00024	Prbm.g_00153
OG0000190	Prbk.g_00022	Prbm.g_00154
OG0000191	Prbk.g_00197	Prbm.g_00177
OG0000192	Prbk.g_00206	Prbm.g_00181
OG0000193	Prbk.g_00752	Prbm.g_00205
OG0000194	Prbk.g_00755	Prbm.g_00208
OG0000195	Prbk.g_00757	Prbm.g_00210
OG0000196	Prbk.g_00768	Prbm.g_00220
OG0000197	Prbk.g_00769	Prbm.g_00221
OG0000198	Prbk.g_00770	Prbm.g_00222
OG0000199	Prbk.g_00777	Prbm.g_00229
OG0000200	Prbk.g_01280	Prbm.g_00243
OG0000201	Prbk.g_01261	Prbm.g_00252
OG0000202	Prbk.g_01260	Prbm.g_00253
OG0000203	Prbk.g_01259	Prbm.g_00254
OG0000204	Prbk.g_01258	Prbm.g_00255
OG0000205	Prbk.g_01251	Prbm.g_00262
OG0000206	Prbk.g_00632	Prbm.g_00266
OG0000207	Prbk.g_00686	Prbm.g_00268
OG0000208	Prbk.g_00685	Prbm.g_00269
OG0000209	Prbk.g_00658	Prbm.g_00278
OG0000210	Prbk.g_00657	Prbm.g_00279
OG0000211	Prbk.g_01368	Prbm.g_00293
OG0000212	Prbk.g_01514	Prbm.g_00301
OG0000213	Prbk.g_00374	Prbm.g_00317
OG0000214	Prbk.g_00401	Prbm.g_00325
OG0000215	Prbk.g_00431	Prbm.g_00349
OG0000216	Prbk.g_00434	Prbm.g_00350
OG0000217	Prbk.g_00438	Prbm.g_00353
OG0000218	Prbk.g_00442	Prbm.g_00355
OG0000219	Prbk.g_00443	Prbm.g_00356
OG0000220	Prbk.g_00444	Prbm.g_00357
OG0000221	Prbk.g_00449	Prbm.g_00358
OG0000222	Prbk.g_00458	Prbm.g_00366
OG0000223	Prbk.g_00481	Prbm.g_00378
OG0000224	Prbk.g_00492	Prbm.g_00380
OG0000225	Prbk.g_00889	Prbm.g_00411
OG0000226	Prbk.g_00893	Prbm.g_00415
OG0000227	Prbk.g_00895	Prbm.g_00417
OG0000228	Prbk.g_00365	Prbm.g_00422
OG0000229	Prbk.g_00328	Prbm.g_00446
OG0000230	Prbk.g_00326	Prbm.g_00448
OG0000231	Prbk.g_00311	Prbm.g_00459
OG0000232	Prbk.g_00295	Prbm.g_00484
OG0000233	Prbk.g_02092	Prbm.g_00492
OG0000234	Prbk.g_02114	Prbm.g_00501
OG0000235	Prbk.g_02060	Prbm.g_00505
OG0000236	Prbk.g_02076	Prbm.g_00518
OG0000237	Prbk.g_01047	Prbm.g_00540
OG0000238	Prbk.g_01051	Prbm.g_00546
OG0000239	Prbk.g_01067	Prbm.g_00558
OG0000240	Prbk.g_01068	Prbm.g_00559
OG0000241	Prbk.g_01965	Prbm.g_00563
OG0000242	Prbk.g_01078	Prbm.g_00565
OG0000243	Prbk.g_02684	Prbm.g_00576
OG0000244	Prbk.g_01897	Prbm.g_00579
OG0000245	Prbk.g_01894	Prbm.g_00581
OG0000246	Prbk.g_01890	Prbm.g_00585
OG0000247	Prbk.g_01879	Prbm.g_00595
OG0000248	Prbk.g_01876	Prbm.g_00597
OG0000249	Prbk.g_01874	Prbm.g_00599
OG0000250	Prbk.g_01106	Prbm.g_00604
OG0000251	Prbk.g_01130	Prbm.g_00620
OG0000252	Prbk.g_01133	Prbm.g_00623
OG0000253	Prbk.g_01139	Prbm.g_00625
OG0000254	Prbk.g_01158	Prbm.g_00642
OG0000255	Prbk.g_02604	Prbm.g_00648
OG0000256	Prbk.g_02618	Prbm.g_00658
OG0000257	Prbk.g_02624	Prbm.g_00661
OG0000258	Prbk.g_02647	Prbm.g_00674
OG0000259	Prbk.g_00720	Prbm.g_00691
OG0000260	Prbk.g_00717	Prbm.g_00694
OG0000261	Prbk.g_00714	Prbm.g_00697
OG0000262	Prbk.g_00709	Prbm.g_00702
OG0000263	Prbk.g_00672	Prbm.g_00716
OG0000264	Prbk.g_01815	Prbm.g_00728
OG0000265	Prbk.g_00619, Prbk.g_01835	Prbm.g_00742
OG0000266	Prbk.g_00608	Prbm.g_00752
OG0000267	Prbk.g_02371	Prbm.g_00765
OG0000268	Prbk.g_02370	Prbm.g_00766
OG0000269	Prbk.g_02463	Prbm.g_00809
OG0000270	Prbk.g_02466	Prbm.g_00812
OG0000271	Prbk.g_02474	Prbm.g_00820
OG0000272	Prbk.g_02475	Prbm.g_00821
OG0000273	Prbk.g_02526	Prbm.g_00845
OG0000274	Prbk.g_02527	Prbm.g_00846
OG0000275	Prbk.g_02530	Prbm.g_00848
OG0000276	Prbk.g_02536	Prbm.g_00854
OG0000277	Prbk.g_02537	Prbm.g_00855
OG0000278	Prbk.g_02540	Prbm.g_00858
OG0000279	Prbk.g_02548	Prbm.g_00865
OG0000281	Prbk.g_02568	Prbm.g_00871
OG0000282	Prbk.g_02398	Prbm.g_00931
OG0000283	Prbk.g_02359	Prbm.g_00962
OG0000284	Prbk.g_02353	Prbm.g_00967
OG0000285	Prbk.g_01698	Prbm.g_00972
OG0000286	Prbk.g_02325	Prbm.g_00987
OG0000287	Prbk.g_01728	Prbm.g_00102
OG0000288	Prbk.g_00583	Prbm.g_01034
OG0000289	Prbk.g_00596	Prbm.g_01045
OG0000290	Prbk.g_00059	Prbm.g_01061
OG0000291	Prbk.g_00057	Prbm.g_01063
OG0000292	Prbk.g_02271	Prbm.g_01210
OG0000293	Prbk.g_01032	Prbm.g_01559
OG0000294	Prbk.g_01031	Prbm.g_01558
OG0000295	Prbk.g_00106	Prbm.g_01534
OG0000296	Prbk.g_00104	Prbm.g_01532
OG0000297	Prbk.g_01498	Prbm.g_01524
OG0000298	Prbk.g_01497	Prbm.g_01523
OG0000299	Prbk.g_01508	Prbm.g_01503
OG0000300	Prbk.g_00186	Prbm.g_01500
OG0000301	Prbk.g_00185	Prbm.g_01499
OG0000302	Prbk.g_00182	Prbm.g_01497
OG0000303	Prbk.g_00097	Prbm.g_01492
OG0000304	Prbk.g_00121	Prbm.g_01489
OG0000305	Prbk.g_00055	Prbm.g_01812
OG0000306	Prbk.g_02578	Prbm.g_00875
OG0000307	Prbk.g_02044	Prbm.g_01669
OG0000308	Prbk.g_02042	Prbm.g_01670
OG0000309	Prbk.g_02038	Prbm.g_01674
OG0000310	Prbk.g_01937	Prbm.g_01694
OG0000311	Prbk.g_00243	Prbm.g_01696
OG0000312	Prbk.g_00247	Prbm.g_01699
OG0000313	Prbk.g_00271	Prbm.g_01714
OG0000314	Prbk.g_01222	Prbm.g_01735
OG0000315	Prbk.g_01212	Prbm.g_01745
OG0000316	Prbk.g_01991	Prbm.g_01770
OG0000317	Prbk.g_00913	Prbm.g_01839
OG0000318	Prbk.g_00906	Prbm.g_01842
OG0000319	Prbk.g_01443	Prbm.g_01853
OG0000320	Prbk.g_01441	Prbm.g_01855
OG0000321	Prbk.g_01440	Prbm.g_01856
OG0000322	Prbk.g_01439	Prbm.g_01857
OG0000323	Prbk.g_01428	Prbm.g_01866
OG0000324	Prbk.g_01399	Prbm.g_01893
OG0000325	Prbk.g_01904	Prbm.g_01950
OG0000326	Prbk.g_01912	Prbm.g_01956
OG0000327	Prbk.g_00987	Prbm.g_01991
OG0000328	Prbk.g_00986	Prbm.g_01992
OG0000329	Prbk.g_00969	Prbm.g_02009
OG0000330	Prbk.g_00968	Prbm.g_02010
OG0000331	Prbk.g_00967	Prbm.g_02011
OG0000332	Prbk.g_00952	Prbm.g_02025
OG0000333	Prbk.g_00950	Prbm.g_02027
OG0000334	Prbk.g_00801	Prbm.g_02036
OG0000335	Prbk.g_00806	Prbm.g_02041
OG0000336	Prbk.g_00810	Prbm.g_02045
OG0000337	Prbk.g_00506	Prbm.g_02064
OG0000338	Prbk.g_00510	Prbm.g_02065
OG0000339	Prbk.g_00516	Prbm.g_02070
OG0000340	Prbk.g_00528	Prbm.g_02079
OG0000341	Prbk.g_00530	Prbm.g_02081
OG0000342	Prbk.g_00531	Prbm.g_02082
OG0000343	Prbk.g_00215	Prbm.g_02083
OG0000344	Prbk.g_00218	Prbm.g_02086
OG0000345	Prbk.g_00233	Prbm.g_02091
OG0000346	Prbk.g_00238	Prbm.g_02095
OG0000347	Prbk.g_01540	Prbm.g_02114
OG0000348	Prbk.g_01578	Prbm.g_02149
OG0000349	Prbk.g_01602	Prbm.g_02167
OG0000350	Prbk.g_02204	Prbm.g_02188
OG0000351	Prbk.g_02252	Prbm.g_02212
OG0000352	Prbk.g_02253	Prbm.g_02213
OG0000353	Prbk.g_02277	Prbm.g_02232
OG0000354	Prbk.g_01635	Prbm.g_01220
OG0000355	Prbk.g_02279	Prbm.g_00001
OG0000356	Prbk.g_02280	Prbm.g_00002
OG0000357	Prbk.g_02281	Prbm.g_00003
OG0000358	Prbk.g_02285	Prbm.g_00007
OG0000359	Prbk.g_02287	Prbm.g_00008
OG0000360	Prbk.g_02288	Prbm.g_00009
OG0000361	Prbk.g_02289	Prbm.g_00010
OG0000362	Prbk.g_02291	Prbm.g_00012
OG0000363	Prbk.g_01639	Prbm.g_00014
OG0000364	Prbk.g_01638	Prbm.g_00015
OG0000365	Prbk.g_01629	Prbm.g_00020
OG0000366	Prbk.g_01628	Prbm.g_00021
OG0000367	Prbk.g_01627	Prbm.g_00022
OG0000368	Prbk.g_01625	Prbm.g_00024
OG0000369	Prbk.g_01624	Prbm.g_00025
OG0000370	Prbk.g_01623	Prbm.g_00026
OG0000371	Prbk.g_01614	Prbm.g_00032
OG0000372	Prbk.g_01609	Prbm.g_00033
OG0000373	Prbk.g_01608	Prbm.g_00034
OG0000374	Prbk.g_01607	Prbm.g_00035
OG0000375	Prbk.g_01606	Prbm.g_00049
OG0000376	Prbk.g_01604	Prbm.g_00051
OG0000377	Prbk.g_02155	Prbm.g_00054
OG0000378	Prbk.g_02141	Prbm.g_00056
OG0000379	Prbk.g_02125	Prbm.g_00059
OG0000380	Prbk.g_01323	Prbm.g_00123
OG0000381	Prbk.g_01319	Prbm.g_00127
OG0000382	Prbk.g_01304	Prbm.g_00138
OG0000383	Prbk.g_01302	Prbm.g_00140
OG0000384	Prbk.g_01301	Prbm.g_00141
OG0000385	Prbk.g_01300	Prbm.g_00142
OG0000386	Prbk.g_01299	Prbm.g_00143
OG0000387	Prbk.g_00020	Prbm.g_00156
OG0000388	Prbk.g_00016	Prbm.g_00160
OG0000389	Prbk.g_00012	Prbm.g_00163
OG0000390	Prbk.g_00191	Prbm.g_00172
OG0000391	Prbk.g_00196	Prbm.g_00176
OG0000392	Prbk.g_00202	Prbm.g_00179
OG0000393	Prbk.g_00207	Prbm.g_00182
OG0000394	Prbk.g_00208	Prbm.g_00183
OG0000395	Prbk.g_00209	Prbm.g_00184
OG0000396	Prbk.g_00542	Prbm.g_00187
OG0000397	Prbk.g_00544	Prbm.g_00189
OG0000398	Prbk.g_00549	Prbm.g_00192
OG0000399	Prbk.g_00550	Prbm.g_00193
OG0000400	Prbk.g_00551	Prbm.g_00194
OG0000401	Prbk.g_00552	Prbm.g_00195
OG0000402	Prbk.g_00554	Prbm.g_01096
OG0000403	Prbk.g_00555	Prbm.g_00196
OG0000404	Prbk.g_00557	Prbm.g_00197
OG0000405	Prbk.g_00749	Prbm.g_00202
OG0000406	Prbk.g_00753	Prbm.g_00206
OG0000407	Prbk.g_00754	Prbm.g_00207
OG0000408	Prbk.g_00756	Prbm.g_00209
OG0000409	Prbk.g_00758	Prbm.g_00211
OG0000410	Prbk.g_00759	Prbm.g_00212
OG0000411	Prbk.g_00760	Prbm.g_00213
OG0000412	Prbk.g_00761	Prbm.g_00214
OG0000413	Prbk.g_00763	Prbm.g_00215
OG0000414	Prbk.g_00764	Prbm.g_00216
OG0000415	Prbk.g_00765	Prbm.g_00217
OG0000416	Prbk.g_00766	Prbm.g_00218
OG0000417	Prbk.g_00767	Prbm.g_00219
OG0000418	Prbk.g_00772	Prbm.g_00224
OG0000419	Prbk.g_00774	Prbm.g_00226
OG0000420	Prbk.g_00775	Prbm.g_00227
OG0000421	Prbk.g_00779	Prbm.g_00232
OG0000422	Prbk.g_00780	Prbm.g_00233
OG0000423	Prbk.g_00781	Prbm.g_00234
OG0000424	Prbk.g_00782	Prbm.g_00235
OG0000425	Prbk.g_00783	Prbm.g_00236
OG0000426	Prbk.g_00784	Prbm.g_00237
OG0000427	Prbk.g_00785	Prbm.g_00238
OG0000428	Prbk.g_02425	Prbm.g_00240
OG0000429	Prbk.g_01283	Prbm.g_00241
OG0000430	Prbk.g_01281	Prbm.g_00242
OG0000431	Prbk.g_01277	Prbm.g_00244
OG0000432	Prbk.g_01270	Prbm.g_00248
OG0000433	Prbk.g_01267	Prbm.g_00249
OG0000434	Prbk.g_01266	Prbm.g_00250
OG0000435	Prbk.g_01263	Prbm.g_00251
OG0000436	Prbk.g_01257	Prbm.g_00256
OG0000437	Prbk.g_01256	Prbm.g_00257
OG0000438	Prbk.g_01255	Prbm.g_00258
OG0000439	Prbk.g_01253	Prbm.g_00260
OG0000440	Prbk.g_01252	Prbm.g_00261
OG0000441	Prbk.g_01245	Prbm.g_00263
OG0000442	Prbk.g_01244	Prbm.g_00264
OG0000443	Prbk.g_00631	Prbm.g_00265
OG0000444	Prbk.g_00683	Prbm.g_00270
OG0000445	Prbk.g_00682	Prbm.g_00271
OG0000446	Prbk.g_00680	Prbm.g_00272
OG0000447	Prbk.g_00670	Prbm.g_00273
OG0000448	Prbk.g_00669	Prbm.g_00274
OG0000449	Prbk.g_00668	Prbm.g_00275
OG0000450	Prbk.g_00662	Prbm.g_00276
OG0000451	Prbk.g_00661	Prbm.g_00277
OG0000452	Prbk.g_00656	Prbm.g_00280
OG0000453	Prbk.g_00655	Prbm.g_00281
OG0000454	Prbk.g_00654	Prbm.g_00282
OG0000455	Prbk.g_00653	Prbm.g_00283
OG0000456	Prbk.g_00652	Prbm.g_00284
OG0000457	Prbk.g_00650	Prbm.g_00285
OG0000458	Prbk.g_00649	Prbm.g_00286
OG0000459	Prbk.g_00648	Prbm.g_00287
OG0000460	Prbk.g_01369	Prbm.g_00295
OG0000461	Prbk.g_01900	Prbm.g_00303
OG0000462	Prbk.g_01012	Prbm.g_00305
OG0000463	Prbk.g_01011	Prbm.g_00306
OG0000464	Prbk.g_01010	Prbm.g_00307
OG0000465	Prbk.g_01008	Prbm.g_00308
OG0000466	Prbk.g_01003	Prbm.g_00309
OG0000467	Prbk.g_01001	Prbm.g_00310
OG0000468	Prbk.g_00371	Prbm.g_00312
OG0000469	Prbk.g_00384	Prbm.g_00320
OG0000470	Prbk.g_00397	Prbm.g_00322
OG0000471	Prbk.g_00398	Prbm.g_00323
OG0000472	Prbk.g_00400	Prbm.g_00324
OG0000473	Prbk.g_00402	Prbm.g_00326
OG0000474	Prbk.g_00403	Prbm.g_00327
OG0000475	Prbk.g_00404	Prbm.g_00328
OG0000476	Prbk.g_00406	Prbm.g_00330
OG0000477	Prbk.g_00411	Prbm.g_00332
OG0000478	Prbk.g_00412	Prbm.g_00333
OG0000479	Prbk.g_00413	Prbm.g_00334
OG0000480	Prbk.g_00420	Prbm.g_00339
OG0000481	Prbk.g_00422	Prbm.g_00341
OG0000482	Prbk.g_00423	Prbm.g_00342
OG0000483	Prbk.g_00427	Prbm.g_00345
OG0000484	Prbk.g_00428	Prbm.g_00346
OG0000485	Prbk.g_00429	Prbm.g_00347
OG0000486	Prbk.g_00430	Prbm.g_00348
OG0000487	Prbk.g_00435	Prbm.g_00351
OG0000488	Prbk.g_00439	Prbm.g_00354
OG0000489	Prbk.g_00450	Prbm.g_00359
OG0000490	Prbk.g_00456	Prbm.g_00364
OG0000491	Prbk.g_00457	Prbm.g_00365
OG0000492	Prbk.g_00460	Prbm.g_00367
OG0000493	Prbk.g_00461	Prbm.g_00368
OG0000494	Prbk.g_00462	Prbm.g_00369
OG0000495	Prbk.g_00463	Prbm.g_00370
OG0000496	Prbk.g_00464	Prbm.g_00371
OG0000497	Prbk.g_00465	Prbm.g_00372
OG0000498	Prbk.g_00466	Prbm.g_00373
OG0000499	Prbk.g_00467	Prbm.g_00374
OG0000500	Prbk.g_00468	Prbm.g_00375
OG0000501	Prbk.g_00471	Prbm.g_00376
OG0000502	Prbk.g_00483	Prbm.g_00379
OG0000503	Prbk.g_00871	Prbm.g_00400
OG0000504	Prbk.g_00873	Prbm.g_00402
OG0000505	Prbk.g_00874	Prbm.g_00403
OG0000506	Prbk.g_00876	Prbm.g_00404
OG0000507	Prbk.g_00881	Prbm.g_00407
OG0000508	Prbk.g_00888	Prbm.g_00410
OG0000509	Prbk.g_00890	Prbm.g_00412
OG0000510	Prbk.g_00891	Prbm.g_00413
OG0000511	Prbk.g_00892	Prbm.g_00414
OG0000512	Prbk.g_00894	Prbm.g_00416
OG0000513	Prbk.g_00360	Prbm.g_00426
OG0000514	Prbk.g_00352	Prbm.g_00440
OG0000515	Prbk.g_00351	Prbm.g_00441
OG0000516	Prbk.g_00339	Prbm.g_00442
OG0000517	Prbk.g_00329	Prbm.g_00445
OG0000518	Prbk.g_00317	Prbm.g_00456
OG0000519	Prbk.g_00316	Prbm.g_00457
OG0000520	Prbk.g_00315	Prbm.g_00458
OG0000521	Prbk.g_00301	Prbm.g_00480
OG0000522	Prbk.g_00299	Prbm.g_00482
OG0000523	Prbk.g_00298	Prbm.g_00483
OG0000524	Prbk.g_02088	Prbm.g_00490
OG0000525	Prbk.g_02105	Prbm.g_00494
OG0000526	Prbk.g_02107	Prbm.g_00495
OG0000527	Prbk.g_02111	Prbm.g_00498
OG0000528	Prbk.g_02056	Prbm.g_00504
OG0000529	Prbk.g_02062	Prbm.g_00507
OG0000530	Prbk.g_02065	Prbm.g_00510
OG0000531	Prbk.g_02066	Prbm.g_00511
OG0000532	Prbk.g_02069	Prbm.g_00512
OG0000533	Prbk.g_02071	Prbm.g_00513
OG0000534	Prbk.g_02072	Prbm.g_00514
OG0000535	Prbk.g_02073	Prbm.g_00515
OG0000536	Prbk.g_02074	Prbm.g_00516
OG0000537	Prbk.g_02075	Prbm.g_00517
OG0000538	Prbk.g_01865	Prbm.g_00534
OG0000539	Prbk.g_01041	Prbm.g_00535
OG0000540	Prbk.g_01042	Prbm.g_00536
