Orthogroup	Prbk	Syat
OG0000210	Prbk.g_00657	Syat.g_02734
OG0000211	Prbk.g_01368	Syat.g_01452
OG0000212	Prbk.g_01514	Syat.g_01442
OG0000213	Prbk.g_00374	Syat.g_01889
OG0000214	Prbk.g_00401	Syat.g_02042
OG0000215	Prbk.g_00431	Syat.g_02075
OG0000216	Prbk.g_00434	Syat.g_02079
OG0000217	Prbk.g_00438	Syat.g_02085
OG0000218	Prbk.g_00442	Syat.g_02087
OG0000219	Prbk.g_00443	Syat.g_02088
OG0000220	Prbk.g_00444	Syat.g_02089
OG0000221	Prbk.g_00449	Syat.g_02095
OG0000222	Prbk.g_00458	Syat.g_02109
OG0000223	Prbk.g_00481	Syat.g_02570
OG0000224	Prbk.g_00492	Syat.g_02139
OG0000225	Prbk.g_00889	Syat.g_01595
OG0000226	Prbk.g_00893	Syat.g_01588
OG0000228	Prbk.g_00365	Syat.g_02952
OG0000229	Prbk.g_00328	Syat.g_02970
OG0000230	Prbk.g_00326	Syat.g_02972
OG0000231	Prbk.g_00311	Syat.g_01283
OG0000232	Prbk.g_00295	Syat.g_01313
OG0000233	Prbk.g_02092	Syat.g_01407
OG0000234	Prbk.g_02114	Syat.g_01369
OG0000235	Prbk.g_02060	Syat.g_03169
OG0000236	Prbk.g_02076	Syat.g_03186
OG0000237	Prbk.g_01047	Syat.g_03214
OG0000238	Prbk.g_01051	Syat.g_03219
OG0000239	Prbk.g_01067	Syat.g_01105
OG0000240	Prbk.g_01068	Syat.g_01104
OG0000241	Prbk.g_01965	Syat.g_00111
OG0000242	Prbk.g_01078	Syat.g_01077
OG0000243	Prbk.g_02684	Syat.g_00092
OG0000244	Prbk.g_01897	Syat.g_00082
OG0000245	Prbk.g_01894	Syat.g_00080
OG0000246	Prbk.g_01890	Syat.g_00076
OG0000247	Prbk.g_01879	Syat.g_00065
OG0000248	Prbk.g_01876	Syat.g_00062
OG0000249	Prbk.g_01874	Syat.g_00060
OG0000250	Prbk.g_01106	Syat.g_00053
OG0000251	Prbk.g_01130	Syat.g_00027
OG0000252	Prbk.g_01133	Syat.g_00022
OG0000253	Prbk.g_01139	Syat.g_00021
OG0000254	Prbk.g_01158	Syat.g_03407
OG0000255	Prbk.g_02604	Syat.g_02405
OG0000256	Prbk.g_02618	Syat.g_03306
OG0000257	Prbk.g_02624	Syat.g_00109
OG0000258	Prbk.g_02647	Syat.g_00382
OG0000259	Prbk.g_00720	Syat.g_00342
OG0000260	Prbk.g_00717	Syat.g_00392
OG0000261	Prbk.g_00714	Syat.g_00400
OG0000262	Prbk.g_00709	Syat.g_00407
OG0000263	Prbk.g_00672	Syat.g_00200
OG0000266	Prbk.g_00608	Syat.g_00671
OG0000267	Prbk.g_02371	Syat.g_00636
OG0000268	Prbk.g_02370	Syat.g_00634
OG0000269	Prbk.g_02463	Syat.g_00474, Syat.g_00126
OG0000270	Prbk.g_02466	Syat.g_00477
OG0000271	Prbk.g_02474	Syat.g_00485
OG0000272	Prbk.g_02475	Syat.g_00486
OG0000273	Prbk.g_02526	Syat.g_00520
OG0000274	Prbk.g_02527	Syat.g_00521
OG0000275	Prbk.g_02530	Syat.g_00718
OG0000276	Prbk.g_02536	Syat.g_00725
OG0000277	Prbk.g_02537	Syat.g_00738
OG0000278	Prbk.g_02540	Syat.g_00741
OG0000279	Prbk.g_02548	Syat.g_00755
OG0000280	Prbk.g_02554	Syat.g_01669
OG0000281	Prbk.g_02568	Syat.g_00960
OG0000282	Prbk.g_02398	Syat.g_00431
OG0000283	Prbk.g_02359	Syat.g_00620
OG0000284	Prbk.g_02353	Syat.g_00614
OG0000285	Prbk.g_01698	Syat.g_00607
OG0000286	Prbk.g_02325	Syat.g_00579
OG0000287	Prbk.g_01728	Syat.g_00550
OG0000288	Prbk.g_00583	Syat.g_00709
OG0000289	Prbk.g_00596	Syat.g_00695
OG0000290	Prbk.g_00059	Syat.g_00805
OG0000292	Prbk.g_02271	Syat.g_02388
OG0000293	Prbk.g_01032	Syat.g_03241
OG0000294	Prbk.g_01031	Syat.g_03248
OG0000295	Prbk.g_00106	Syat.g_00297
OG0000296	Prbk.g_00104	Syat.g_00295
OG0000298	Prbk.g_01497	Syat.g_00225
OG0000299	Prbk.g_01508	Syat.g_00910
OG0000300	Prbk.g_00186	Syat.g_00904
OG0000301	Prbk.g_00185	Syat.g_00903
OG0000302	Prbk.g_00182	Syat.g_00901
OG0000303	Prbk.g_00097	Syat.g_00892
OG0000304	Prbk.g_00121	Syat.g_00885
OG0000305	Prbk.g_00055	Syat.g_00809
OG0000306	Prbk.g_02578	Syat.g_01704
OG0000307	Prbk.g_02044	Syat.g_01304
OG0000308	Prbk.g_02042	Syat.g_01306
OG0000309	Prbk.g_02038	Syat.g_01417
OG0000310	Prbk.g_01937	Syat.g_01246
OG0000311	Prbk.g_00243	Syat.g_01242
OG0000312	Prbk.g_00247	Syat.g_01237
OG0000313	Prbk.g_00271	Syat.g_01183
OG0000314	Prbk.g_01222	Syat.g_01341
OG0000315	Prbk.g_01212	Syat.g_01351
OG0000316	Prbk.g_01991	Syat.g_03082
OG0000317	Prbk.g_00913	Syat.g_03120
OG0000318	Prbk.g_00906	Syat.g_03125
OG0000319	Prbk.g_01443	Syat.g_03055
OG0000320	Prbk.g_01441	Syat.g_03053
OG0000321	Prbk.g_01440	Syat.g_03052
OG0000322	Prbk.g_01439	Syat.g_03051
OG0000323	Prbk.g_01428	Syat.g_03038
OG0000324	Prbk.g_01399	Syat.g_02998
OG0000325	Prbk.g_01904	Syat.g_01861
OG0000326	Prbk.g_01912	Syat.g_01854
OG0000327	Prbk.g_00987	Syat.g_01827
OG0000328	Prbk.g_00986	Syat.g_01826
OG0000329	Prbk.g_00969	Syat.g_01808
OG0000330	Prbk.g_00968	Syat.g_01807
OG0000331	Prbk.g_00967	Syat.g_01806
OG0000332	Prbk.g_00952	Syat.g_01790
OG0000333	Prbk.g_00950	Syat.g_01787
OG0000334	Prbk.g_00801	Syat.g_01657
OG0000335	Prbk.g_00806	Syat.g_01652
OG0000336	Prbk.g_00810	Syat.g_01648
OG0000337	Prbk.g_00506	Syat.g_02144
OG0000338	Prbk.g_00510	Syat.g_02146
OG0000339	Prbk.g_00516	Syat.g_02155, Syat.g_01055
OG0000340	Prbk.g_00528	Syat.g_02165
OG0000341	Prbk.g_00530	Syat.g_02167
OG0000342	Prbk.g_00531	Syat.g_02168
OG0000343	Prbk.g_00215	Syat.g_02185
OG0000344	Prbk.g_00218	Syat.g_02189
OG0000345	Prbk.g_00233	Syat.g_02202
OG0000346	Prbk.g_00238	Syat.g_02207
OG0000347	Prbk.g_01540	Syat.g_02234
OG0000348	Prbk.g_01578	Syat.g_02264
OG0000349	Prbk.g_01602	Syat.g_02291
OG0000350	Prbk.g_02204	Syat.g_01847
OG0000351	Prbk.g_02252	Syat.g_02411
OG0000352	Prbk.g_02253	Syat.g_02410
OG0000353	Prbk.g_02277	Syat.g_00955, Syat.g_02377
OG0000354	Prbk.g_01057	Syat.g_03225
OG0000354	Prbk.g_01635	Syat.g_02325
OG0000355	Prbk.g_02279	Syat.g_02375
OG0000356	Prbk.g_02280	Syat.g_02374
OG0000357	Prbk.g_02281	Syat.g_02373
OG0000358	Prbk.g_02285	Syat.g_02336
OG0000359	Prbk.g_02287	Syat.g_02334
OG0000360	Prbk.g_02288	Syat.g_02333
OG0000361	Prbk.g_02289	Syat.g_02332
OG0000362	Prbk.g_02291	Syat.g_02330
OG0000363	Prbk.g_01639	Syat.g_02328
OG0000364	Prbk.g_01638	Syat.g_03122
OG0000365	Prbk.g_01629	Syat.g_02318
OG0000366	Prbk.g_01628	Syat.g_02317
OG0000367	Prbk.g_01627	Syat.g_02316
OG0000368	Prbk.g_01625	Syat.g_02314
OG0000369	Prbk.g_01624	Syat.g_02313
OG0000370	Prbk.g_01623	Syat.g_02312
OG0000371	Prbk.g_01614	Syat.g_02304
OG0000372	Prbk.g_01609	Syat.g_02298
OG0000373	Prbk.g_01608	Syat.g_02297
OG0000374	Prbk.g_01607	Syat.g_02296
OG0000375	Prbk.g_01606	Syat.g_02295
OG0000376	Prbk.g_01604	Syat.g_02293
OG0000377	Prbk.g_02155	Syat.g_02695
OG0000378	Prbk.g_02141	Syat.g_02715
OG0000379	Prbk.g_02125	Syat.g_02720
OG0000380	Prbk.g_01323	Syat.g_01468
OG0000381	Prbk.g_01319	Syat.g_01470
OG0000382	Prbk.g_01304	Syat.g_01488
OG0000383	Prbk.g_01302	Syat.g_01521
OG0000384	Prbk.g_01301	Syat.g_01522
OG0000385	Prbk.g_01300	Syat.g_01523
OG0000386	Prbk.g_01299	Syat.g_01524
OG0000387	Prbk.g_00020	Syat.g_01561
OG0000388	Prbk.g_00016	Syat.g_01565
OG0000389	Prbk.g_00012	Syat.g_01569
OG0000390	Prbk.g_00191	Syat.g_02945
OG0000391	Prbk.g_00196	Syat.g_02940
OG0000392	Prbk.g_00202	Syat.g_02934
OG0000393	Prbk.g_00207	Syat.g_02931
OG0000394	Prbk.g_00208	Syat.g_02930
OG0000395	Prbk.g_00209	Syat.g_02929
OG0000396	Prbk.g_00542	Syat.g_02927
OG0000397	Prbk.g_00544	Syat.g_02925
OG0000398	Prbk.g_00549	Syat.g_02920
OG0000399	Prbk.g_00550	Syat.g_02919
OG0000400	Prbk.g_00551	Syat.g_02918
OG0000401	Prbk.g_00552	Syat.g_02917
OG0000402	Prbk.g_00554	Syat.g_02915
OG0000403	Prbk.g_00555	Syat.g_02914
OG0000404	Prbk.g_00557	Syat.g_02913
OG0000405	Prbk.g_00749	Syat.g_02900
OG0000406	Prbk.g_00753	Syat.g_02896
OG0000407	Prbk.g_00754	Syat.g_02895
OG0000408	Prbk.g_00756	Syat.g_02893
OG0000409	Prbk.g_00758	Syat.g_02891
OG0000410	Prbk.g_00759	Syat.g_02890
OG0000411	Prbk.g_00760	Syat.g_02889
OG0000412	Prbk.g_00761	Syat.g_02888
OG0000413	Prbk.g_00763	Syat.g_02886
OG0000414	Prbk.g_00764	Syat.g_02885
OG0000415	Prbk.g_00765	Syat.g_02884
OG0000416	Prbk.g_00766	Syat.g_02883
OG0000417	Prbk.g_00767	Syat.g_02868
OG0000418	Prbk.g_00772	Syat.g_02863
OG0000419	Prbk.g_00774	Syat.g_02861
OG0000420	Prbk.g_00775	Syat.g_02859
OG0000421	Prbk.g_00779	Syat.g_02855
OG0000422	Prbk.g_00780	Syat.g_02854
OG0000423	Prbk.g_00781	Syat.g_02853
OG0000424	Prbk.g_00782	Syat.g_02852
OG0000425	Prbk.g_00783	Syat.g_02851
OG0000426	Prbk.g_00784	Syat.g_02850
OG0000427	Prbk.g_00785	Syat.g_02849
OG0000428	Prbk.g_02425	Syat.g_02846
OG0000429	Prbk.g_01283	Syat.g_02843
OG0000430	Prbk.g_01281	Syat.g_02841
OG0000431	Prbk.g_01277	Syat.g_02838
OG0000432	Prbk.g_01270	Syat.g_02832
OG0000433	Prbk.g_01267	Syat.g_02829
OG0000434	Prbk.g_01266	Syat.g_02828
OG0000435	Prbk.g_01263	Syat.g_02824
OG0000436	Prbk.g_01257	Syat.g_02817
OG0000437	Prbk.g_01256	Syat.g_02558
OG0000438	Prbk.g_01255	Syat.g_02813
OG0000439	Prbk.g_01253	Syat.g_02811
OG0000440	Prbk.g_01252	Syat.g_02810
OG0000441	Prbk.g_01245	Syat.g_02807
OG0000442	Prbk.g_01244	Syat.g_02797
OG0000443	Prbk.g_00631	Syat.g_02787
OG0000444	Prbk.g_00683	Syat.g_02756
OG0000445	Prbk.g_00682	Syat.g_02755
OG0000446	Prbk.g_00680	Syat.g_02753
OG0000447	Prbk.g_00670	Syat.g_02749
OG0000448	Prbk.g_00669	Syat.g_02748
OG0000449	Prbk.g_00668	Syat.g_02747
OG0000450	Prbk.g_00662	Syat.g_02738
OG0000451	Prbk.g_00661	Syat.g_02737
OG0000452	Prbk.g_00656	Syat.g_02732
OG0000453	Prbk.g_00655	Syat.g_02731
OG0000454	Prbk.g_00654	Syat.g_02730
OG0000455	Prbk.g_00653	Syat.g_02729
OG0000456	Prbk.g_00652	Syat.g_02728
OG0000457	Prbk.g_00650	Syat.g_02726
OG0000458	Prbk.g_00649	Syat.g_02725
OG0000459	Prbk.g_00648	Syat.g_02724
OG0000460	Prbk.g_01369	Syat.g_01450
OG0000461	Prbk.g_01900	Syat.g_01866
OG0000462	Prbk.g_01012	Syat.g_01868
OG0000463	Prbk.g_01011	Syat.g_01869
OG0000464	Prbk.g_01010	Syat.g_01870
OG0000465	Prbk.g_01008	Syat.g_01872
OG0000466	Prbk.g_01003	Syat.g_01877
OG0000467	Prbk.g_01001	Syat.g_01878
OG0000468	Prbk.g_00371	Syat.g_01884
OG0000469	Prbk.g_00384	Syat.g_02000
OG0000470	Prbk.g_00397	Syat.g_02038
OG0000471	Prbk.g_00398	Syat.g_02039
OG0000472	Prbk.g_00400	Syat.g_02041
OG0000473	Prbk.g_00402	Syat.g_02043
OG0000474	Prbk.g_00403	Syat.g_02044
OG0000475	Prbk.g_00404	Syat.g_02045
OG0000476	Prbk.g_00406	Syat.g_02047
OG0000477	Prbk.g_00411	Syat.g_02053
OG0000478	Prbk.g_00412	Syat.g_02054
OG0000479	Prbk.g_00413	Syat.g_02056
OG0000480	Prbk.g_00420	Syat.g_02063
OG0000481	Prbk.g_00422	Syat.g_02066
OG0000482	Prbk.g_00423	Syat.g_02067
OG0000483	Prbk.g_00427	Syat.g_02071
OG0000484	Prbk.g_00428	Syat.g_02072
OG0000485	Prbk.g_00429	Syat.g_02073
OG0000486	Prbk.g_00430	Syat.g_02074
OG0000487	Prbk.g_00435	Syat.g_02080
OG0000488	Prbk.g_00439	Syat.g_02086
OG0000489	Prbk.g_00450	Syat.g_02097
OG0000490	Prbk.g_00456	Syat.g_02106
OG0000491	Prbk.g_00457	Syat.g_02107
OG0000492	Prbk.g_00460	Syat.g_02110
OG0000493	Prbk.g_00461	Syat.g_02111
OG0000494	Prbk.g_00462	Syat.g_02112
OG0000495	Prbk.g_00463	Syat.g_02120
OG0000496	Prbk.g_00464	Syat.g_02121
OG0000497	Prbk.g_00465	Syat.g_02122
OG0000498	Prbk.g_00466	Syat.g_02123
OG0000499	Prbk.g_00467	Syat.g_02124
OG0000500	Prbk.g_00468	Syat.g_02125
OG0000501	Prbk.g_00471	Syat.g_02128
OG0000502	Prbk.g_00483	Syat.g_02135
OG0000503	Prbk.g_00871	Syat.g_01614
OG0000504	Prbk.g_00873	Syat.g_01612
OG0000505	Prbk.g_00874	Syat.g_01611
OG0000506	Prbk.g_00876	Syat.g_01609
OG0000507	Prbk.g_00881	Syat.g_01603
OG0000508	Prbk.g_00888	Syat.g_01596
OG0000509	Prbk.g_00890	Syat.g_01591
OG0000510	Prbk.g_00891	Syat.g_01590
OG0000511	Prbk.g_00892	Syat.g_01589
OG0000512	Prbk.g_00894	Syat.g_01587
OG0000513	Prbk.g_00360	Syat.g_02957
OG0000514	Prbk.g_00352	Syat.g_02962
OG0000515	Prbk.g_00351	Syat.g_02963
OG0000516	Prbk.g_00339	Syat.g_02965
OG0000517	Prbk.g_00329	Syat.g_02969
OG0000518	Prbk.g_00317	Syat.g_01286
OG0000519	Prbk.g_00316	Syat.g_01285
OG0000520	Prbk.g_00315	Syat.g_01284
OG0000521	Prbk.g_00301	Syat.g_01319
OG0000522	Prbk.g_00299	Syat.g_01317
OG0000523	Prbk.g_00298	Syat.g_01316
OG0000524	Prbk.g_02088	Syat.g_01409
OG0000525	Prbk.g_02105	Syat.g_01382
OG0000526	Prbk.g_02107	Syat.g_01380
OG0000527	Prbk.g_02111	Syat.g_01373
OG0000528	Prbk.g_02056	Syat.g_03167
OG0000529	Prbk.g_02062	Syat.g_03171
OG0000530	Prbk.g_02065	Syat.g_03174
OG0000531	Prbk.g_02066	Syat.g_03175
OG0000532	Prbk.g_02069	Syat.g_03178
OG0000533	Prbk.g_02071	Syat.g_03180
OG0000534	Prbk.g_02072	Syat.g_03181
OG0000535	Prbk.g_02073	Syat.g_03182
OG0000536	Prbk.g_02074	Syat.g_03183
OG0000537	Prbk.g_02075	Syat.g_03185
OG0000538	Prbk.g_01865	Syat.g_03204
OG0000539	Prbk.g_01041	Syat.g_03206
OG0000540	Prbk.g_01042	Syat.g_03207
OG0000541	Prbk.g_01043	Syat.g_03208
OG0000542	Prbk.g_01046	Syat.g_03213
OG0000543	Prbk.g_01048	Syat.g_03215
OG0000544	Prbk.g_01049	Syat.g_03216
OG0000545	Prbk.g_01050	Syat.g_03218
OG0000546	Prbk.g_01052	Syat.g_03220
OG0000547	Prbk.g_01054	Syat.g_03222
OG0000548	Prbk.g_01055	Syat.g_03223
OG0000549	Prbk.g_01061	Syat.g_01795
OG0000550	Prbk.g_01066	Syat.g_01107
OG0000551	Prbk.g_01070	Syat.g_01103
OG0000552	Prbk.g_01071	Syat.g_01102
OG0000553	Prbk.g_01076	Syat.g_01098
OG0000554	Prbk.g_01081	Syat.g_03271
OG0000555	Prbk.g_01099	Syat.g_00093
OG0000556	Prbk.g_02686	Syat.g_00088
OG0000557	Prbk.g_01898	Syat.g_00083
OG0000558	Prbk.g_01895	Syat.g_00081
OG0000559	Prbk.g_01891	Syat.g_00077
OG0000560	Prbk.g_01888	Syat.g_00074
OG0000561	Prbk.g_01887	Syat.g_00073
OG0000562	Prbk.g_01886	Syat.g_00072
OG0000563	Prbk.g_01885	Syat.g_00071
OG0000564	Prbk.g_01884	Syat.g_00070
OG0000565	Prbk.g_01881	Syat.g_00067
OG0000566	Prbk.g_01877	Syat.g_00063
OG0000567	Prbk.g_01873	Syat.g_00059
OG0000568	Prbk.g_01871	Syat.g_00057
OG0000569	Prbk.g_01104	Syat.g_00056
OG0000570	Prbk.g_01105	Syat.g_00055
OG0000571	Prbk.g_01108	Syat.g_00052
OG0000572	Prbk.g_01124	Syat.g_00033
OG0000573	Prbk.g_01131	Syat.g_00024
OG0000574	Prbk.g_01132	Syat.g_00023
OG0000575	Prbk.g_01141	Syat.g_00018
OG0000576	Prbk.g_01143	Syat.g_00014
OG0000577	Prbk.g_01144	Syat.g_00013
OG0000578	Prbk.g_01145	Syat.g_00012
OG0000579	Prbk.g_01146	Syat.g_00011
OG0000580	Prbk.g_01147	Syat.g_00010
