Orthogroup	Prbk	Prag
OG0000157	Prbk.g_00163	Prag.g_01343
OG0000158	Prbk.g_00526	Prag.g_01425
OG0000160	Prbk.g_00260	Prag.g_01491
OG0000161	Prbk.g_00274	Prag.g_01497
OG0000162	Prbk.g_00280	Prag.g_01503
OG0000163	Prbk.g_02002	Prag.g_01537
OG0000164	Prbk.g_01432	Prag.g_01693
OG0000165	Prbk.g_01423	Prag.g_01700
OG0000166	Prbk.g_00982	Prag.g_01768
OG0000167	Prbk.g_00512	Prag.g_01834
OG0000168	Prbk.g_00527	Prag.g_01844
OG0000169	Prbk.g_00220	Prag.g_01854
OG0000170	Prbk.g_00232	Prag.g_01856
OG0000171	Prbk.g_01538	Prag.g_01876
OG0000172	Prbk.g_01573	Prag.g_01884
OG0000173	Prbk.g_01594	Prag.g_01899
OG0000174	Prbk.g_02211	Prag.g_01927
OG0000175	Prbk.g_02249	Prag.g_01937
OG0000176	Prbk.g_02282	Prag.g_00004
OG0000177	Prbk.g_02283	Prag.g_00005
OG0000178	Prbk.g_02284	Prag.g_00006
OG0000179	Prbk.g_01633	Prag.g_00016
OG0000180	Prbk.g_01632	Prag.g_00017
OG0000181	Prbk.g_01631	Prag.g_00018
OG0000182	Prbk.g_01630	Prag.g_00019
OG0000183	Prbk.g_01626	Prag.g_00023
OG0000184	Prbk.g_02148	Prag.g_00046
OG0000185	Prbk.g_02126	Prag.g_00049
OG0000186	Prbk.g_01326	Prag.g_00058
OG0000187	Prbk.g_01324	Prag.g_00059
OG0000188	Prbk.g_01303	Prag.g_00076
OG0000189	Prbk.g_00024	Prag.g_00089
OG0000190	Prbk.g_00022	Prag.g_00090
OG0000191	Prbk.g_00197	Prag.g_00110
OG0000192	Prbk.g_00206	Prag.g_00114
OG0000193	Prbk.g_00752	Prag.g_00139
OG0000194	Prbk.g_00755	Prag.g_00142
OG0000195	Prbk.g_00757	Prag.g_00144
OG0000196	Prbk.g_00768	Prag.g_00154
OG0000197	Prbk.g_00769	Prag.g_00155
OG0000198	Prbk.g_00770	Prag.g_00156
OG0000199	Prbk.g_00777	Prag.g_00163
OG0000201	Prbk.g_01261	Prag.g_00185
OG0000202	Prbk.g_01260	Prag.g_00186
OG0000203	Prbk.g_01259	Prag.g_00187
OG0000204	Prbk.g_01258	Prag.g_00188
OG0000205	Prbk.g_01251	Prag.g_00195
OG0000206	Prbk.g_00632	Prag.g_00200
OG0000207	Prbk.g_00686	Prag.g_00202
OG0000208	Prbk.g_00685	Prag.g_00203
OG0000209	Prbk.g_00658	Prag.g_00212
OG0000210	Prbk.g_00657	Prag.g_00213
OG0000211	Prbk.g_01368	Prag.g_00226
OG0000212	Prbk.g_01514	Prag.g_00233
OG0000213	Prbk.g_00374	Prag.g_00249
OG0000214	Prbk.g_00401	Prag.g_00258
OG0000215	Prbk.g_00431	Prag.g_00283
OG0000216	Prbk.g_00434	Prag.g_00285
OG0000217	Prbk.g_00438	Prag.g_00288
OG0000218	Prbk.g_00442	Prag.g_00290
OG0000219	Prbk.g_00443	Prag.g_00291
OG0000220	Prbk.g_00444	Prag.g_00292
OG0000221	Prbk.g_00449	Prag.g_00293
OG0000222	Prbk.g_00458	Prag.g_00301
OG0000223	Prbk.g_00481	Prag.g_00314
OG0000224	Prbk.g_00492	Prag.g_00316
OG0000225	Prbk.g_00889	Prag.g_00340
OG0000226	Prbk.g_00893	Prag.g_00344
OG0000227	Prbk.g_00895	Prag.g_00346
OG0000228	Prbk.g_00365	Prag.g_00349
OG0000229	Prbk.g_00328	Prag.g_00415
OG0000230	Prbk.g_00326	Prag.g_00417
OG0000231	Prbk.g_00311	Prag.g_00428
OG0000232	Prbk.g_00295	Prag.g_00437
OG0000233	Prbk.g_02092	Prag.g_00442
OG0000234	Prbk.g_02114	Prag.g_00455
OG0000235	Prbk.g_02060	Prag.g_00458
OG0000236	Prbk.g_02076	Prag.g_00472
OG0000237	Prbk.g_01047	Prag.g_00485
OG0000238	Prbk.g_01051	Prag.g_00491
OG0000239	Prbk.g_01067	Prag.g_00504
OG0000240	Prbk.g_01068	Prag.g_00505
OG0000241	Prbk.g_01965	Prag.g_00509
OG0000242	Prbk.g_01078	Prag.g_00511
OG0000243	Prbk.g_02684	Prag.g_00522
OG0000244	Prbk.g_01897	Prag.g_00525
OG0000245	Prbk.g_01894	Prag.g_00527
OG0000246	Prbk.g_01890	Prag.g_00531
OG0000247	Prbk.g_01879	Prag.g_00541
OG0000248	Prbk.g_01876	Prag.g_00543
OG0000249	Prbk.g_01874	Prag.g_00545
OG0000250	Prbk.g_01106	Prag.g_00550
OG0000251	Prbk.g_01130	Prag.g_00569
OG0000252	Prbk.g_01133	Prag.g_00572
OG0000253	Prbk.g_01139	Prag.g_00573
OG0000254	Prbk.g_01158	Prag.g_00589
OG0000255	Prbk.g_02604	Prag.g_00595
OG0000256	Prbk.g_02618	Prag.g_00605
OG0000257	Prbk.g_02624	Prag.g_00608
OG0000258	Prbk.g_02647	Prag.g_00621
OG0000259	Prbk.g_00720	Prag.g_00638
OG0000260	Prbk.g_00717	Prag.g_00641
OG0000261	Prbk.g_00714	Prag.g_00643
OG0000262	Prbk.g_00709	Prag.g_00647
OG0000263	Prbk.g_00672	Prag.g_00659
OG0000264	Prbk.g_01815	Prag.g_00669
OG0000265	Prbk.g_00619, Prbk.g_01835	Prag.g_00692
OG0000266	Prbk.g_00608	Prag.g_00702
OG0000267	Prbk.g_02371	Prag.g_00713
OG0000268	Prbk.g_02370	Prag.g_00714
OG0000269	Prbk.g_02463	Prag.g_00801
OG0000270	Prbk.g_02466	Prag.g_00804
OG0000271	Prbk.g_02474	Prag.g_00812
OG0000272	Prbk.g_02475	Prag.g_00813
OG0000273	Prbk.g_02526	Prag.g_00835
OG0000274	Prbk.g_02527	Prag.g_00836
OG0000275	Prbk.g_02530	Prag.g_00838
OG0000276	Prbk.g_02536	Prag.g_00843
OG0000277	Prbk.g_02537	Prag.g_00844
OG0000278	Prbk.g_02540	Prag.g_00847
OG0000279	Prbk.g_02548	Prag.g_00854
OG0000280	Prbk.g_02554	Prag.g_00855
OG0000281	Prbk.g_02568	Prag.g_00860
OG0000282	Prbk.g_02398	Prag.g_00908
OG0000283	Prbk.g_02359	Prag.g_00941
OG0000284	Prbk.g_02353	Prag.g_00946
OG0000285	Prbk.g_01698	Prag.g_00951
OG0000286	Prbk.g_02325	Prag.g_00963
OG0000287	Prbk.g_01728	Prag.g_00980
OG0000288	Prbk.g_00583	Prag.g_01009
OG0000289	Prbk.g_00596	Prag.g_01020
OG0000290	Prbk.g_00059	Prag.g_01033
OG0000291	Prbk.g_00057	Prag.g_01035
OG0000292	Prbk.g_02271	Prag.g_01085
OG0000293	Prbk.g_01032	Prag.g_01144
OG0000294	Prbk.g_01031	Prag.g_01145
OG0000295	Prbk.g_00106	Prag.g_01165
OG0000296	Prbk.g_00104	Prag.g_01167
OG0000297	Prbk.g_01498	Prag.g_01175
OG0000298	Prbk.g_01497	Prag.g_01176
OG0000299	Prbk.g_01508	Prag.g_01193
OG0000300	Prbk.g_00186	Prag.g_01196
OG0000301	Prbk.g_00185	Prag.g_01197
OG0000302	Prbk.g_00182	Prag.g_01199
OG0000303	Prbk.g_00097	Prag.g_01206
OG0000304	Prbk.g_00121	Prag.g_01210
OG0000305	Prbk.g_00055	Prag.g_01381
OG0000306	Prbk.g_02578	Prag.g_01384
OG0000307	Prbk.g_02044	Prag.g_01398
OG0000308	Prbk.g_02042	Prag.g_01399
OG0000309	Prbk.g_02038	Prag.g_01403
OG0000310	Prbk.g_01937	Prag.g_01473
OG0000311	Prbk.g_00243	Prag.g_01475
OG0000312	Prbk.g_00247	Prag.g_01478
OG0000313	Prbk.g_00271	Prag.g_01494
OG0000314	Prbk.g_01222	Prag.g_01516
OG0000315	Prbk.g_01212	Prag.g_01527
OG0000316	Prbk.g_01991	Prag.g_01547
OG0000317	Prbk.g_00913	Prag.g_01667
OG0000318	Prbk.g_00906	Prag.g_01670
OG0000319	Prbk.g_01443	Prag.g_01683
OG0000320	Prbk.g_01441	Prag.g_01685
OG0000321	Prbk.g_01440	Prag.g_01686
OG0000322	Prbk.g_01439	Prag.g_01687
OG0000323	Prbk.g_01428	Prag.g_01696
OG0000324	Prbk.g_01399	Prag.g_01723
OG0000325	Prbk.g_01904	Prag.g_01733
OG0000326	Prbk.g_01912	Prag.g_01739
OG0000327	Prbk.g_00987	Prag.g_01763
OG0000328	Prbk.g_00986	Prag.g_01764
OG0000329	Prbk.g_00969	Prag.g_01781
OG0000330	Prbk.g_00968	Prag.g_01782
OG0000331	Prbk.g_00967	Prag.g_01783
OG0000332	Prbk.g_00952	Prag.g_01797
OG0000333	Prbk.g_00950	Prag.g_01799
OG0000334	Prbk.g_00801	Prag.g_01807
OG0000335	Prbk.g_00806	Prag.g_01812
OG0000336	Prbk.g_00810	Prag.g_01816
OG0000337	Prbk.g_00506	Prag.g_01832
OG0000338	Prbk.g_00510	Prag.g_01833
OG0000339	Prbk.g_00516	Prag.g_01837
OG0000340	Prbk.g_00528	Prag.g_01845
OG0000341	Prbk.g_00530	Prag.g_01847
OG0000342	Prbk.g_00531	Prag.g_01848
OG0000343	Prbk.g_00215	Prag.g_01849
OG0000344	Prbk.g_00218	Prag.g_01852
OG0000345	Prbk.g_00233	Prag.g_01857
OG0000346	Prbk.g_00238	Prag.g_01862
OG0000347	Prbk.g_01540	Prag.g_01878
OG0000348	Prbk.g_01578	Prag.g_01887
OG0000349	Prbk.g_01602	Prag.g_01904
OG0000350	Prbk.g_02204	Prag.g_01923
OG0000351	Prbk.g_02252	Prag.g_01940
OG0000352	Prbk.g_02253	Prag.g_01941
OG0000353	Prbk.g_02277	Prag.g_01956
OG0000354	Prbk.g_01635	Prag.g_01282
OG0000355	Prbk.g_02279	Prag.g_00001
OG0000356	Prbk.g_02280	Prag.g_00002
OG0000357	Prbk.g_02281	Prag.g_00003
OG0000358	Prbk.g_02285	Prag.g_00007
OG0000359	Prbk.g_02287	Prag.g_00008
OG0000360	Prbk.g_02288	Prag.g_00009
OG0000361	Prbk.g_02289	Prag.g_00010
OG0000362	Prbk.g_02291	Prag.g_00012
OG0000363	Prbk.g_01639	Prag.g_00014
OG0000364	Prbk.g_01638	Prag.g_00015
OG0000365	Prbk.g_01629	Prag.g_00020
OG0000366	Prbk.g_01628	Prag.g_00021
OG0000367	Prbk.g_01627	Prag.g_00022
OG0000368	Prbk.g_01625	Prag.g_00024
OG0000369	Prbk.g_01624	Prag.g_00025
OG0000370	Prbk.g_01623	Prag.g_00026
OG0000371	Prbk.g_01614	Prag.g_00032
OG0000372	Prbk.g_01609	Prag.g_00035
OG0000373	Prbk.g_01608	Prag.g_00036
OG0000374	Prbk.g_01607	Prag.g_00037
OG0000375	Prbk.g_01606	Prag.g_00040
OG0000376	Prbk.g_01604	Prag.g_00042
OG0000377	Prbk.g_02155	Prag.g_00045
OG0000378	Prbk.g_02141	Prag.g_00047
OG0000379	Prbk.g_02125	Prag.g_00050
OG0000380	Prbk.g_01323	Prag.g_00060
OG0000381	Prbk.g_01319	Prag.g_00064
OG0000382	Prbk.g_01304	Prag.g_00075
OG0000383	Prbk.g_01302	Prag.g_00077
OG0000384	Prbk.g_01301	Prag.g_00078
OG0000385	Prbk.g_01300	Prag.g_00079
OG0000386	Prbk.g_01299	Prag.g_00080
OG0000387	Prbk.g_00020	Prag.g_00092
OG0000388	Prbk.g_00016	Prag.g_00095
OG0000389	Prbk.g_00012	Prag.g_00099
OG0000390	Prbk.g_00191	Prag.g_00106
OG0000391	Prbk.g_00196	Prag.g_00109
OG0000392	Prbk.g_00202	Prag.g_00113
OG0000393	Prbk.g_00207	Prag.g_00115
OG0000394	Prbk.g_00208	Prag.g_00116
OG0000395	Prbk.g_00209	Prag.g_00117
OG0000396	Prbk.g_00542	Prag.g_00120
OG0000397	Prbk.g_00544	Prag.g_00122
OG0000398	Prbk.g_00549	Prag.g_00124
OG0000399	Prbk.g_00550	Prag.g_00125
OG0000400	Prbk.g_00551	Prag.g_00126
OG0000401	Prbk.g_00552	Prag.g_00127
OG0000402	Prbk.g_00554	Prag.g_00129
OG0000403	Prbk.g_00555	Prag.g_00130
OG0000404	Prbk.g_00557	Prag.g_00131
OG0000405	Prbk.g_00749	Prag.g_00135
OG0000406	Prbk.g_00753	Prag.g_00140
OG0000407	Prbk.g_00754	Prag.g_00141
OG0000408	Prbk.g_00756	Prag.g_00143
OG0000409	Prbk.g_00758	Prag.g_00145
OG0000410	Prbk.g_00759	Prag.g_00146
OG0000411	Prbk.g_00760	Prag.g_00147
OG0000412	Prbk.g_00761	Prag.g_00148
OG0000413	Prbk.g_00763	Prag.g_00149
OG0000414	Prbk.g_00764	Prag.g_00150
OG0000415	Prbk.g_00765	Prag.g_00151
OG0000416	Prbk.g_00766	Prag.g_00152
OG0000417	Prbk.g_00767	Prag.g_00153
OG0000418	Prbk.g_00772	Prag.g_00158
OG0000419	Prbk.g_00774	Prag.g_00160
OG0000420	Prbk.g_00775	Prag.g_00161
OG0000421	Prbk.g_00779	Prag.g_00166
OG0000422	Prbk.g_00780	Prag.g_00167
OG0000423	Prbk.g_00781	Prag.g_00168
OG0000424	Prbk.g_00782	Prag.g_00169
OG0000425	Prbk.g_00783	Prag.g_00170
OG0000426	Prbk.g_00784	Prag.g_00171
OG0000427	Prbk.g_00785	Prag.g_00172
OG0000428	Prbk.g_02425	Prag.g_00174
OG0000429	Prbk.g_01283	Prag.g_00175
OG0000430	Prbk.g_01281	Prag.g_00176
OG0000431	Prbk.g_01277	Prag.g_00178
OG0000432	Prbk.g_01270	Prag.g_00181
OG0000433	Prbk.g_01267	Prag.g_00182
OG0000434	Prbk.g_01266	Prag.g_00183
OG0000435	Prbk.g_01263	Prag.g_00184
OG0000436	Prbk.g_01257	Prag.g_00189
OG0000437	Prbk.g_01256	Prag.g_00190
OG0000438	Prbk.g_01255	Prag.g_00191
OG0000439	Prbk.g_01253	Prag.g_00193
OG0000440	Prbk.g_01252	Prag.g_00194
OG0000441	Prbk.g_01245	Prag.g_00197
OG0000442	Prbk.g_01244	Prag.g_00198
OG0000443	Prbk.g_00631	Prag.g_00199
OG0000444	Prbk.g_00683	Prag.g_00204
OG0000445	Prbk.g_00682	Prag.g_00205
OG0000446	Prbk.g_00680	Prag.g_00206
OG0000447	Prbk.g_00670	Prag.g_00207
OG0000448	Prbk.g_00669	Prag.g_00208
OG0000449	Prbk.g_00668	Prag.g_00209
OG0000450	Prbk.g_00662	Prag.g_00210
OG0000451	Prbk.g_00661	Prag.g_00211
OG0000452	Prbk.g_00656	Prag.g_00214
OG0000453	Prbk.g_00655	Prag.g_00215
OG0000454	Prbk.g_00654	Prag.g_00216
OG0000455	Prbk.g_00653	Prag.g_00217
OG0000456	Prbk.g_00652	Prag.g_00218
OG0000457	Prbk.g_00650	Prag.g_00219
OG0000458	Prbk.g_00649	Prag.g_00220
OG0000459	Prbk.g_00648	Prag.g_00221
OG0000460	Prbk.g_01369	Prag.g_00228
OG0000461	Prbk.g_01900	Prag.g_00235
OG0000462	Prbk.g_01012	Prag.g_00237
OG0000463	Prbk.g_01011	Prag.g_00238
OG0000464	Prbk.g_01010	Prag.g_00239
OG0000465	Prbk.g_01008	Prag.g_00240
OG0000466	Prbk.g_01003	Prag.g_00243
OG0000467	Prbk.g_01001	Prag.g_00244
OG0000468	Prbk.g_00371	Prag.g_00245
OG0000469	Prbk.g_00384	Prag.g_00253
OG0000470	Prbk.g_00397	Prag.g_00255
OG0000471	Prbk.g_00398	Prag.g_00256
OG0000472	Prbk.g_00400	Prag.g_00257
OG0000473	Prbk.g_00402	Prag.g_00259
OG0000474	Prbk.g_00403	Prag.g_00260
OG0000475	Prbk.g_00404	Prag.g_00261
OG0000476	Prbk.g_00406	Prag.g_00262
OG0000477	Prbk.g_00411	Prag.g_00266
OG0000478	Prbk.g_00412	Prag.g_00267
OG0000479	Prbk.g_00413	Prag.g_00268
OG0000480	Prbk.g_00420	Prag.g_00273
OG0000481	Prbk.g_00422	Prag.g_00275
OG0000482	Prbk.g_00423	Prag.g_00276
OG0000483	Prbk.g_00427	Prag.g_00279
OG0000484	Prbk.g_00428	Prag.g_00280
OG0000485	Prbk.g_00429	Prag.g_00281
OG0000486	Prbk.g_00430	Prag.g_00282
OG0000487	Prbk.g_00435	Prag.g_00286
OG0000488	Prbk.g_00439	Prag.g_00289
OG0000489	Prbk.g_00450	Prag.g_00294
OG0000490	Prbk.g_00456	Prag.g_00299
OG0000491	Prbk.g_00457	Prag.g_00300
OG0000492	Prbk.g_00460	Prag.g_00302
OG0000493	Prbk.g_00461	Prag.g_00303
OG0000494	Prbk.g_00462	Prag.g_00304
OG0000495	Prbk.g_00463	Prag.g_00305
OG0000496	Prbk.g_00464	Prag.g_00306
OG0000497	Prbk.g_00465	Prag.g_00307
OG0000498	Prbk.g_00466	Prag.g_00308
OG0000499	Prbk.g_00467	Prag.g_00309
OG0000500	Prbk.g_00468	Prag.g_00310
OG0000501	Prbk.g_00471	Prag.g_00312
OG0000502	Prbk.g_00483	Prag.g_00315
OG0000503	Prbk.g_00871	Prag.g_00329
OG0000504	Prbk.g_00873	Prag.g_00330
OG0000505	Prbk.g_00874	Prag.g_00331
OG0000506	Prbk.g_00876	Prag.g_00333
OG0000507	Prbk.g_00881	Prag.g_00336
OG0000508	Prbk.g_00888	Prag.g_00339
OG0000509	Prbk.g_00890	Prag.g_00341
OG0000510	Prbk.g_00891	Prag.g_00342
OG0000511	Prbk.g_00892	Prag.g_00343
OG0000512	Prbk.g_00894	Prag.g_00345
OG0000513	Prbk.g_00360	Prag.g_00352
OG0000514	Prbk.g_00352	Prag.g_00410
OG0000515	Prbk.g_00351	Prag.g_00411
OG0000516	Prbk.g_00339	Prag.g_00412
OG0000517	Prbk.g_00329	Prag.g_00414
OG0000518	Prbk.g_00317	Prag.g_00425
OG0000519	Prbk.g_00316	Prag.g_00426
OG0000520	Prbk.g_00315	Prag.g_00427
OG0000521	Prbk.g_00301	Prag.g_00432
OG0000522	Prbk.g_00299	Prag.g_00434
OG0000523	Prbk.g_00298	Prag.g_00435
OG0000524	Prbk.g_02088	Prag.g_00440
OG0000525	Prbk.g_02105	Prag.g_00443
OG0000526	Prbk.g_02107	Prag.g_00444
OG0000527	Prbk.g_02111	Prag.g_00452
OG0000528	Prbk.g_02056	Prag.g_00457
OG0000529	Prbk.g_02062	Prag.g_00460
OG0000530	Prbk.g_02065	Prag.g_00463
OG0000531	Prbk.g_02066	Prag.g_00464
OG0000532	Prbk.g_02069	Prag.g_00466
OG0000533	Prbk.g_02071	Prag.g_00467
OG0000534	Prbk.g_02072	Prag.g_00468
OG0000535	Prbk.g_02073	Prag.g_00469
OG0000536	Prbk.g_02074	Prag.g_00470
OG0000537	Prbk.g_02075	Prag.g_00471
OG0000538	Prbk.g_01865	Prag.g_00479
OG0000539	Prbk.g_01041	Prag.g_00480
OG0000540	Prbk.g_01042	Prag.g_00481
OG0000541	Prbk.g_01043	Prag.g_00482
OG0000542	Prbk.g_01046	Prag.g_00484
OG0000543	Prbk.g_01048	Prag.g_00486
OG0000544	Prbk.g_01049	Prag.g_00487
OG0000545	Prbk.g_01050	Prag.g_00489
OG0000546	Prbk.g_01052	Prag.g_00492
OG0000547	Prbk.g_01054	Prag.g_00494
OG0000548	Prbk.g_01055	Prag.g_00495
OG0000549	Prbk.g_01061	Prag.g_00497
OG0000550	Prbk.g_01066	Prag.g_00502
OG0000551	Prbk.g_01070	Prag.g_00506
OG0000552	Prbk.g_01071	Prag.g_00507
OG0000553	Prbk.g_01076	Prag.g_00508
OG0000554	Prbk.g_01081	Prag.g_00513
OG0000555	Prbk.g_01099	Prag.g_00521
OG0000556	Prbk.g_02686	Prag.g_00523
OG0000557	Prbk.g_01898	Prag.g_00524
OG0000558	Prbk.g_01895	Prag.g_00526
OG0000559	Prbk.g_01891	Prag.g_00530
OG0000560	Prbk.g_01888	Prag.g_00533
OG0000561	Prbk.g_01887	Prag.g_00534
OG0000562	Prbk.g_01886	Prag.g_00535
OG0000563	Prbk.g_01885	Prag.g_00536
OG0000564	Prbk.g_01884	Prag.g_00537
OG0000565	Prbk.g_01881	Prag.g_00540
OG0000566	Prbk.g_01877	Prag.g_00542
OG0000567	Prbk.g_01873	Prag.g_00546
