Orthogroup	Prbk	Prax
OG0000212	Prbk.g_01514	Prax.g_00978
OG0000213	Prbk.g_00374	Prax.g_00918
OG0000214	Prbk.g_00401	Prax.g_00908
OG0000215	Prbk.g_00431	Prax.g_00883
OG0000216	Prbk.g_00434	Prax.g_00881
OG0000217	Prbk.g_00438	Prax.g_00878
OG0000218	Prbk.g_00442	Prax.g_00876
OG0000219	Prbk.g_00443	Prax.g_00875
OG0000220	Prbk.g_00444	Prax.g_00874
OG0000221	Prbk.g_00449	Prax.g_00873
OG0000222	Prbk.g_00458	Prax.g_00865
OG0000223	Prbk.g_00481	Prax.g_00850
OG0000224	Prbk.g_00492	Prax.g_00848
OG0000225	Prbk.g_00889	Prax.g_00827
OG0000226	Prbk.g_00893	Prax.g_00823
OG0000227	Prbk.g_00895	Prax.g_00821
OG0000228	Prbk.g_00365	Prax.g_00818
OG0000229	Prbk.g_00328	Prax.g_00764
OG0000230	Prbk.g_00326	Prax.g_00762
OG0000231	Prbk.g_00311	Prax.g_00751
OG0000232	Prbk.g_00295	Prax.g_00743
OG0000233	Prbk.g_02092	Prax.g_00738
OG0000234	Prbk.g_02114	Prax.g_00726
OG0000235	Prbk.g_02060	Prax.g_00723
OG0000236	Prbk.g_02076	Prax.g_00708
OG0000237	Prbk.g_01047	Prax.g_00695
OG0000238	Prbk.g_01051	Prax.g_00689
OG0000239	Prbk.g_01067	Prax.g_00676
OG0000240	Prbk.g_01068	Prax.g_00675
OG0000241	Prbk.g_01965	Prax.g_00671
OG0000242	Prbk.g_01078	Prax.g_00669
OG0000243	Prbk.g_02684	Prax.g_00004
OG0000244	Prbk.g_01897	Prax.g_00007
OG0000245	Prbk.g_01894	Prax.g_00009
OG0000246	Prbk.g_01890	Prax.g_00013
OG0000247	Prbk.g_01879	Prax.g_00023
OG0000248	Prbk.g_01876	Prax.g_00025
OG0000249	Prbk.g_01874	Prax.g_00027
OG0000250	Prbk.g_01106	Prax.g_00032
OG0000251	Prbk.g_01130	Prax.g_00050
OG0000252	Prbk.g_01133	Prax.g_00053
OG0000253	Prbk.g_01139	Prax.g_00054
OG0000254	Prbk.g_01158	Prax.g_00070
OG0000255	Prbk.g_02604	Prax.g_00076
OG0000256	Prbk.g_02618	Prax.g_00086
OG0000257	Prbk.g_02624	Prax.g_00089
OG0000258	Prbk.g_02647	Prax.g_00102
OG0000259	Prbk.g_00720	Prax.g_00119
OG0000260	Prbk.g_00717	Prax.g_00122
OG0000261	Prbk.g_00714	Prax.g_00977
OG0000262	Prbk.g_00709	Prax.g_00973
OG0000263	Prbk.g_00672	Prax.g_00961
OG0000264	Prbk.g_01815	Prax.g_00951
OG0000265	Prbk.g_00619, Prbk.g_01835	Prax.g_00485
OG0000266	Prbk.g_00608	Prax.g_00475
OG0000267	Prbk.g_02371	Prax.g_00464
OG0000268	Prbk.g_02370	Prax.g_00463
OG0000269	Prbk.g_02463	Prax.g_00378
OG0000270	Prbk.g_02466	Prax.g_00375
OG0000271	Prbk.g_02474	Prax.g_00367
OG0000272	Prbk.g_02475	Prax.g_00366
OG0000273	Prbk.g_02526	Prax.g_00343
OG0000274	Prbk.g_02527	Prax.g_00342
OG0000275	Prbk.g_02530	Prax.g_00339
OG0000276	Prbk.g_02536	Prax.g_00334
OG0000277	Prbk.g_02537	Prax.g_00333
OG0000278	Prbk.g_02540	Prax.g_00330
OG0000279	Prbk.g_02548	Prax.g_00323
OG0000280	Prbk.g_02554	Prax.g_00322
OG0000281	Prbk.g_02568	Prax.g_00317
OG0000282	Prbk.g_02398	Prax.g_00563
OG0000283	Prbk.g_02359	Prax.g_00597
OG0000284	Prbk.g_02353	Prax.g_00602
OG0000285	Prbk.g_01698	Prax.g_00607
OG0000286	Prbk.g_02325	Prax.g_00619
OG0000287	Prbk.g_01728	Prax.g_01145
OG0000288	Prbk.g_00583	Prax.g_01177
OG0000289	Prbk.g_00596	Prax.g_01188
OG0000290	Prbk.g_00059	Prax.g_01201
OG0000291	Prbk.g_00057	Prax.g_01203
OG0000292	Prbk.g_02271	Prax.g_01759, Prax.g_01254
OG0000293	Prbk.g_01032	Prax.g_00191
OG0000294	Prbk.g_01031	Prax.g_00192
OG0000295	Prbk.g_00106	Prax.g_00212
OG0000296	Prbk.g_00104	Prax.g_00214
OG0000297	Prbk.g_01498	Prax.g_00222
OG0000298	Prbk.g_01497	Prax.g_00223
OG0000299	Prbk.g_01508	Prax.g_00240
OG0000300	Prbk.g_00186	Prax.g_00243
OG0000301	Prbk.g_00185	Prax.g_00244
OG0000302	Prbk.g_00182	Prax.g_00246
OG0000303	Prbk.g_00097	Prax.g_00253
OG0000304	Prbk.g_00121	Prax.g_00257
OG0000305	Prbk.g_00055	Prax.g_01871
OG0000306	Prbk.g_02578	Prax.g_01868
OG0000307	Prbk.g_02044	Prax.g_01854
OG0000308	Prbk.g_02042	Prax.g_01853
OG0000309	Prbk.g_02038	Prax.g_01849
OG0000310	Prbk.g_01937	Prax.g_01748
OG0000311	Prbk.g_00243	Prax.g_01746
OG0000312	Prbk.g_00247	Prax.g_01743
OG0000313	Prbk.g_00271	Prax.g_01724
OG0000314	Prbk.g_01222	Prax.g_01701
OG0000315	Prbk.g_01212	Prax.g_01691
OG0000316	Prbk.g_01991	Prax.g_01671
OG0000317	Prbk.g_00913	Prax.g_01561
OG0000318	Prbk.g_00906	Prax.g_01558
OG0000319	Prbk.g_01443	Prax.g_01545
OG0000320	Prbk.g_01441	Prax.g_01543
OG0000321	Prbk.g_01440	Prax.g_01542
OG0000322	Prbk.g_01439	Prax.g_01541
OG0000323	Prbk.g_01428	Prax.g_01532
OG0000324	Prbk.g_01399	Prax.g_01505
OG0000325	Prbk.g_01904	Prax.g_01263
OG0000326	Prbk.g_01912	Prax.g_01269
OG0000327	Prbk.g_00987	Prax.g_01297
OG0000328	Prbk.g_00986	Prax.g_01298
OG0000329	Prbk.g_00969	Prax.g_01315
OG0000330	Prbk.g_00968	Prax.g_01316
OG0000331	Prbk.g_00967	Prax.g_01317
OG0000332	Prbk.g_00952	Prax.g_01331
OG0000333	Prbk.g_00950	Prax.g_01333
OG0000334	Prbk.g_00801	Prax.g_01341
OG0000335	Prbk.g_00806	Prax.g_01346
OG0000336	Prbk.g_00810	Prax.g_01350
OG0000337	Prbk.g_00506	Prax.g_01366
OG0000338	Prbk.g_00510	Prax.g_01367
OG0000339	Prbk.g_00516	Prax.g_01371
OG0000340	Prbk.g_00528	Prax.g_01379
OG0000341	Prbk.g_00530	Prax.g_01381
OG0000342	Prbk.g_00531	Prax.g_01382
OG0000343	Prbk.g_00215	Prax.g_01383
OG0000344	Prbk.g_00218	Prax.g_01386
OG0000345	Prbk.g_00233	Prax.g_01391
OG0000346	Prbk.g_00238	Prax.g_01395
OG0000347	Prbk.g_01540	Prax.g_01411
OG0000348	Prbk.g_01578	Prax.g_01421
OG0000349	Prbk.g_01602	Prax.g_01438
OG0000350	Prbk.g_02204	Prax.g_01456
OG0000351	Prbk.g_02252	Prax.g_01473
OG0000352	Prbk.g_02253	Prax.g_01474
OG0000353	Prbk.g_02277	Prax.g_01489
OG0000355	Prbk.g_02279	Prax.g_01491
OG0000356	Prbk.g_02280	Prax.g_01492
OG0000357	Prbk.g_02281	Prax.g_01493
OG0000358	Prbk.g_02285	Prax.g_01497
OG0000359	Prbk.g_02287	Prax.g_01498
OG0000360	Prbk.g_02288	Prax.g_01499
OG0000361	Prbk.g_02289	Prax.g_01975
OG0000362	Prbk.g_02291	Prax.g_01973
OG0000363	Prbk.g_01639	Prax.g_00299
OG0000364	Prbk.g_01638	Prax.g_00298
OG0000365	Prbk.g_01629	Prax.g_00293
OG0000366	Prbk.g_01628	Prax.g_00292
OG0000367	Prbk.g_01627	Prax.g_00291
OG0000368	Prbk.g_01625	Prax.g_00289
OG0000369	Prbk.g_01624	Prax.g_00288
OG0000370	Prbk.g_01623	Prax.g_00287
OG0000371	Prbk.g_01614	Prax.g_00281
OG0000372	Prbk.g_01609	Prax.g_00278
OG0000373	Prbk.g_01608	Prax.g_00277
OG0000374	Prbk.g_01607	Prax.g_00276
OG0000375	Prbk.g_01606	Prax.g_00273
OG0000376	Prbk.g_01604	Prax.g_00271
OG0000377	Prbk.g_02155	Prax.g_00261
OG0000378	Prbk.g_02141	Prax.g_00622
OG0000379	Prbk.g_02125	Prax.g_00625
OG0000380	Prbk.g_01323	Prax.g_00637
OG0000381	Prbk.g_01319	Prax.g_00641
OG0000382	Prbk.g_01304	Prax.g_00652
OG0000383	Prbk.g_01302	Prax.g_00654
OG0000384	Prbk.g_01301	Prax.g_00655
OG0000385	Prbk.g_01300	Prax.g_00656
OG0000386	Prbk.g_01299	Prax.g_00657
OG0000387	Prbk.g_00020	Prax.g_01119
OG0000388	Prbk.g_00016	Prax.g_01116
OG0000389	Prbk.g_00012	Prax.g_01113
OG0000390	Prbk.g_00191	Prax.g_01106
OG0000391	Prbk.g_00196	Prax.g_01102
OG0000392	Prbk.g_00202	Prax.g_01098
OG0000393	Prbk.g_00207	Prax.g_01096
OG0000394	Prbk.g_00208	Prax.g_01095
OG0000395	Prbk.g_00209	Prax.g_01094
OG0000396	Prbk.g_00542	Prax.g_01091
OG0000397	Prbk.g_00544	Prax.g_01089
OG0000398	Prbk.g_00549	Prax.g_01087
OG0000399	Prbk.g_00550	Prax.g_01086
OG0000400	Prbk.g_00551	Prax.g_01085
OG0000401	Prbk.g_00552	Prax.g_01084
OG0000402	Prbk.g_00554	Prax.g_01082
OG0000403	Prbk.g_00555	Prax.g_01081
OG0000404	Prbk.g_00557	Prax.g_01080
OG0000405	Prbk.g_00749	Prax.g_01076
OG0000406	Prbk.g_00753	Prax.g_01071
OG0000407	Prbk.g_00754	Prax.g_01070
OG0000408	Prbk.g_00756	Prax.g_01068
OG0000409	Prbk.g_00758	Prax.g_01066
OG0000410	Prbk.g_00759	Prax.g_01065
OG0000411	Prbk.g_00760	Prax.g_01064
OG0000412	Prbk.g_00761	Prax.g_01063
OG0000413	Prbk.g_00763	Prax.g_01062
OG0000414	Prbk.g_00764	Prax.g_01061
OG0000415	Prbk.g_00765	Prax.g_01060
OG0000416	Prbk.g_00766	Prax.g_01059
OG0000417	Prbk.g_00767	Prax.g_01058
OG0000418	Prbk.g_00772	Prax.g_01053
OG0000419	Prbk.g_00774	Prax.g_01051
OG0000420	Prbk.g_00775	Prax.g_01050
OG0000421	Prbk.g_00779	Prax.g_01045
OG0000422	Prbk.g_00780	Prax.g_01044
OG0000423	Prbk.g_00781	Prax.g_01043
OG0000424	Prbk.g_00782	Prax.g_01042
OG0000425	Prbk.g_00783	Prax.g_01041
OG0000426	Prbk.g_00784	Prax.g_01040
OG0000427	Prbk.g_00785	Prax.g_01039
OG0000428	Prbk.g_02425	Prax.g_01037
OG0000429	Prbk.g_01283	Prax.g_01036
OG0000430	Prbk.g_01281	Prax.g_01035
OG0000431	Prbk.g_01277	Prax.g_01033
OG0000432	Prbk.g_01270	Prax.g_01030
OG0000433	Prbk.g_01267	Prax.g_01029
OG0000434	Prbk.g_01266	Prax.g_01028
OG0000435	Prbk.g_01263	Prax.g_01027
OG0000436	Prbk.g_01257	Prax.g_01022
OG0000437	Prbk.g_01256	Prax.g_01021
OG0000438	Prbk.g_01255	Prax.g_01020
OG0000439	Prbk.g_01253	Prax.g_01018
OG0000440	Prbk.g_01252	Prax.g_01017
OG0000441	Prbk.g_01245	Prax.g_01014
OG0000442	Prbk.g_01244	Prax.g_01013
OG0000443	Prbk.g_00631	Prax.g_01012
OG0000444	Prbk.g_00683	Prax.g_01007
OG0000445	Prbk.g_00682	Prax.g_01006
OG0000446	Prbk.g_00680	Prax.g_01005
OG0000447	Prbk.g_00670	Prax.g_01004
OG0000448	Prbk.g_00669	Prax.g_01003
OG0000449	Prbk.g_00668	Prax.g_01002
OG0000450	Prbk.g_00662	Prax.g_01001
OG0000451	Prbk.g_00661	Prax.g_01000
OG0000452	Prbk.g_00656	Prax.g_00997
OG0000453	Prbk.g_00655	Prax.g_00996
OG0000454	Prbk.g_00654	Prax.g_00995
OG0000455	Prbk.g_00653	Prax.g_00994
OG0000456	Prbk.g_00652	Prax.g_00993
OG0000457	Prbk.g_00650	Prax.g_00992
OG0000458	Prbk.g_00649	Prax.g_00991
OG0000459	Prbk.g_00648	Prax.g_00990
OG0000460	Prbk.g_01369	Prax.g_00983
OG0000461	Prbk.g_01900	Prax.g_00933
OG0000462	Prbk.g_01012	Prax.g_00931
OG0000463	Prbk.g_01011	Prax.g_00930
OG0000464	Prbk.g_01010	Prax.g_00929
OG0000465	Prbk.g_01008	Prax.g_00928
OG0000466	Prbk.g_01003	Prax.g_00925
OG0000467	Prbk.g_01001	Prax.g_00924
OG0000468	Prbk.g_00371	Prax.g_00922
OG0000469	Prbk.g_00384	Prax.g_00913
OG0000470	Prbk.g_00397	Prax.g_00911
OG0000471	Prbk.g_00398	Prax.g_00910
OG0000472	Prbk.g_00400	Prax.g_00909
OG0000473	Prbk.g_00402	Prax.g_00907
OG0000474	Prbk.g_00403	Prax.g_00906
OG0000475	Prbk.g_00404	Prax.g_00905
OG0000476	Prbk.g_00406	Prax.g_00904
OG0000477	Prbk.g_00411	Prax.g_00900
OG0000478	Prbk.g_00412	Prax.g_00899
OG0000479	Prbk.g_00413	Prax.g_00898
OG0000480	Prbk.g_00420	Prax.g_00893
OG0000481	Prbk.g_00422	Prax.g_00891
OG0000482	Prbk.g_00423	Prax.g_00890
OG0000483	Prbk.g_00427	Prax.g_00887
OG0000484	Prbk.g_00428	Prax.g_00886
OG0000485	Prbk.g_00429	Prax.g_00885
OG0000486	Prbk.g_00430	Prax.g_00884
OG0000487	Prbk.g_00435	Prax.g_00880
OG0000488	Prbk.g_00439	Prax.g_00877
OG0000489	Prbk.g_00450	Prax.g_00872
OG0000490	Prbk.g_00456	Prax.g_00867
OG0000491	Prbk.g_00457	Prax.g_00866
OG0000492	Prbk.g_00460	Prax.g_00864
OG0000493	Prbk.g_00461	Prax.g_00863
OG0000494	Prbk.g_00462	Prax.g_00862
OG0000495	Prbk.g_00463	Prax.g_00861
OG0000496	Prbk.g_00464	Prax.g_00860
OG0000497	Prbk.g_00465	Prax.g_00859
OG0000498	Prbk.g_00466	Prax.g_00858
OG0000499	Prbk.g_00467	Prax.g_00857
OG0000500	Prbk.g_00468	Prax.g_00856
OG0000501	Prbk.g_00471	Prax.g_00854
OG0000502	Prbk.g_00483	Prax.g_00849
OG0000503	Prbk.g_00871	Prax.g_00839
OG0000504	Prbk.g_00873	Prax.g_00838
OG0000505	Prbk.g_00874	Prax.g_00837
OG0000506	Prbk.g_00876	Prax.g_00835
OG0000507	Prbk.g_00881	Prax.g_00832
OG0000508	Prbk.g_00888	Prax.g_00828
OG0000509	Prbk.g_00890	Prax.g_00826
OG0000510	Prbk.g_00891	Prax.g_00825
OG0000511	Prbk.g_00892	Prax.g_00824
OG0000512	Prbk.g_00894	Prax.g_00822
OG0000513	Prbk.g_00360	Prax.g_00815
OG0000514	Prbk.g_00352	Prax.g_00769
OG0000515	Prbk.g_00351	Prax.g_00768
OG0000516	Prbk.g_00339	Prax.g_00767
OG0000517	Prbk.g_00329	Prax.g_00765
OG0000518	Prbk.g_00317	Prax.g_00754
OG0000519	Prbk.g_00316	Prax.g_00753
OG0000520	Prbk.g_00315	Prax.g_00752
OG0000521	Prbk.g_00301	Prax.g_00747
OG0000522	Prbk.g_00299	Prax.g_00746
OG0000523	Prbk.g_00298	Prax.g_00745
OG0000524	Prbk.g_02088	Prax.g_00740
OG0000525	Prbk.g_02105	Prax.g_00737
OG0000526	Prbk.g_02107	Prax.g_00736
OG0000527	Prbk.g_02111	Prax.g_00729
OG0000528	Prbk.g_02056	Prax.g_00724
OG0000529	Prbk.g_02062	Prax.g_00721
OG0000530	Prbk.g_02065	Prax.g_00718
OG0000531	Prbk.g_02066	Prax.g_00717
OG0000532	Prbk.g_02069	Prax.g_00715
OG0000533	Prbk.g_02071	Prax.g_00714
OG0000534	Prbk.g_02072	Prax.g_00713
OG0000535	Prbk.g_02073	Prax.g_00712
OG0000536	Prbk.g_02074	Prax.g_00711
OG0000537	Prbk.g_02075	Prax.g_00709
OG0000538	Prbk.g_01865	Prax.g_00701
OG0000539	Prbk.g_01041	Prax.g_00700
OG0000540	Prbk.g_01042	Prax.g_00699
OG0000541	Prbk.g_01043	Prax.g_00698
OG0000542	Prbk.g_01046	Prax.g_00696
OG0000543	Prbk.g_01048	Prax.g_00694
OG0000544	Prbk.g_01049	Prax.g_00693
OG0000545	Prbk.g_01050	Prax.g_00691
OG0000546	Prbk.g_01052	Prax.g_00688
OG0000547	Prbk.g_01054	Prax.g_00686
OG0000548	Prbk.g_01055	Prax.g_00685
OG0000549	Prbk.g_01061	Prax.g_00683
OG0000550	Prbk.g_01066	Prax.g_00678
OG0000551	Prbk.g_01070	Prax.g_00674
OG0000552	Prbk.g_01071	Prax.g_00673
OG0000553	Prbk.g_01076	Prax.g_00672
OG0000554	Prbk.g_01081	Prax.g_00667
OG0000555	Prbk.g_01099	Prax.g_00003
OG0000556	Prbk.g_02686	Prax.g_00005
OG0000557	Prbk.g_01898	Prax.g_00006
OG0000558	Prbk.g_01895	Prax.g_00008
OG0000559	Prbk.g_01891	Prax.g_00012
OG0000560	Prbk.g_01888	Prax.g_00015
OG0000561	Prbk.g_01887	Prax.g_00016
OG0000562	Prbk.g_01886	Prax.g_00017
OG0000563	Prbk.g_01885	Prax.g_00018
OG0000564	Prbk.g_01884	Prax.g_00019
OG0000565	Prbk.g_01881	Prax.g_00022
OG0000566	Prbk.g_01877	Prax.g_00024
OG0000567	Prbk.g_01873	Prax.g_00028
OG0000568	Prbk.g_01871	Prax.g_00029
OG0000569	Prbk.g_01104	Prax.g_00030
OG0000570	Prbk.g_01105	Prax.g_00031
OG0000571	Prbk.g_01108	Prax.g_00033
OG0000572	Prbk.g_01124	Prax.g_00046
OG0000573	Prbk.g_01131	Prax.g_00051
OG0000574	Prbk.g_01132	Prax.g_00052
