Orthogroup	Prbk	Syaq
OG0000099	Prbk.g_00476	Syaq.g_00882
OG0000100	Prbk.g_01360, Prbk.g_02498	Syaq.g_02371
OG0000101	Prbk.g_00944	Syaq.g_00607
OG0000102	Prbk.g_01484	Syaq.g_01033
OG0000103	Prbk.g_02260	Syaq.g_01170
OG0000104	Prbk.g_02274	Syaq.g_01154
OG0000105	Prbk.g_00409	Syaq.g_00754
OG0000106	Prbk.g_00925	Syaq.g_01863
OG0000107	Prbk.g_01902	Syaq.g_00694
OG0000108	Prbk.g_02061	Syaq.g_01772
OG0000109	Prbk.g_02077	Syaq.g_01788
OG0000110	Prbk.g_01110	Syaq.g_01962
OG0000111	Prbk.g_01766	Syaq.g_02606
OG0000112	Prbk.g_02332	Syaq.g_02476
OG0000114	Prbk.g_02396	Syaq.g_02269
OG0000115	Prbk.g_01234	Syaq.g_00395
OG0000116	Prbk.g_01034	Syaq.g_00263
OG0000117	Prbk.g_01496	Syaq.g_00203
OG0000118	Prbk.g_01169	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbk.g_00477	Syaq.g_00883
OG0000121	Prbk.g_00267, Prbk.g_00261	Syaq.g_00375
OG0000122	Prbk.g_02664	Syaq.g_02118
OG0000123	Prbk.g_00805	Syaq.g_00599
OG0000124	Prbk.g_01539	Syaq.g_01055
OG0000125	Prbk.g_02168	Syaq.g_01256
OG0000126	Prbk.g_02272	Syaq.g_01156
OG0000128	Prbk.g_02290	Syaq.g_01138
OG0000129	Prbk.g_02156	Syaq.g_01269
OG0000130	Prbk.g_01320	Syaq.g_01559
OG0000131	Prbk.g_00751	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbk.g_00771	Syaq.g_01404
OG0000133	Prbk.g_00472	Syaq.g_02481
OG0000134	Prbk.g_00361	Syaq.g_00526
OG0000135	Prbk.g_02209	Syaq.g_01227
OG0000136	Prbk.g_00323	Syaq.g_00496
OG0000137	Prbk.g_02113	Syaq.g_00442
OG0000138	Prbk.g_02078	Syaq.g_01789
OG0000139	Prbk.g_01086	Syaq.g_01844
OG0000140	Prbk.g_01092	Syaq.g_01848
OG0000141	Prbk.g_01154	Syaq.g_02010
OG0000142	Prbk.g_02631	Syaq.g_02082
OG0000143	Prbk.g_02635	Syaq.g_02086
OG0000144	Prbk.g_00739	Syaq.g_02152
OG0000145	Prbk.g_01863	Syaq.g_01796
OG0000146	Prbk.g_02333	Syaq.g_02475
OG0000147	Prbk.g_02334	Syaq.g_02474
OG0000148	Prbk.g_02487	Syaq.g_02359
OG0000149	Prbk.g_02544	Syaq.g_02395
OG0000150	Prbk.g_02567	Syaq.g_02011
OG0000151	Prbk.g_02417	Syaq.g_02283
OG0000152	Prbk.g_02324	Syaq.g_02485
OG0000153	Prbk.g_02297	Syaq.g_02518
OG0000154	Prbk.g_00584	Syaq.g_00066
OG0000155	Prbk.g_00099	Syaq.g_00212
OG0000156	Prbk.g_00164	Syaq.g_00281
OG0000157	Prbk.g_00163	Syaq.g_00282
OG0000158	Prbk.g_00526	Syaq.g_01003
OG0000160	Prbk.g_00260	Syaq.g_00374
OG0000161	Prbk.g_00274	Syaq.g_00382
OG0000162	Prbk.g_00280	Syaq.g_00389
OG0000163	Prbk.g_02002	Syaq.g_01730
OG0000164	Prbk.g_01432	Syaq.g_01642
OG0000165	Prbk.g_01423	Syaq.g_01630
OG0000166	Prbk.g_00982	Syaq.g_00647
OG0000167	Prbk.g_00512	Syaq.g_00983
OG0000168	Prbk.g_00527	Syaq.g_01004
OG0000169	Prbk.g_00220	Syaq.g_01016
OG0000170	Prbk.g_00232	Syaq.g_01023
OG0000171	Prbk.g_01538	Syaq.g_01052
OG0000172	Prbk.g_01573	Syaq.g_01074
OG0000173	Prbk.g_01594	Syaq.g_01092
OG0000174	Prbk.g_02211	Syaq.g_01224
OG0000175	Prbk.g_02249	Syaq.g_01183
OG0000176	Prbk.g_02282	Syaq.g_01146
OG0000177	Prbk.g_02283	Syaq.g_01145
OG0000178	Prbk.g_02284	Syaq.g_01144
OG0000179	Prbk.g_01633	Syaq.g_01129
OG0000180	Prbk.g_01632	Syaq.g_01128
OG0000181	Prbk.g_01631	Syaq.g_01127
OG0000182	Prbk.g_01630	Syaq.g_01126
OG0000183	Prbk.g_01626	Syaq.g_01122
OG0000184	Prbk.g_02148	Syaq.g_01277
OG0000185	Prbk.g_02126	Syaq.g_01290
OG0000186	Prbk.g_01326	Syaq.g_01563
OG0000187	Prbk.g_01324	Syaq.g_01561
OG0000188	Prbk.g_01303	Syaq.g_01539
OG0000189	Prbk.g_00024	Syaq.g_01499
OG0000190	Prbk.g_00022	Syaq.g_01497
OG0000191	Prbk.g_00197	Syaq.g_01467
OG0000192	Prbk.g_00206	Syaq.g_01462
OG0000193	Prbk.g_00752	Syaq.g_01423
OG0000194	Prbk.g_00755	Syaq.g_01420
OG0000195	Prbk.g_00757	Syaq.g_01418
OG0000196	Prbk.g_00768	Syaq.g_01407
OG0000197	Prbk.g_00769	Syaq.g_01406
OG0000198	Prbk.g_00770	Syaq.g_01405
OG0000199	Prbk.g_00777	Syaq.g_01398
OG0000200	Prbk.g_01280	Syaq.g_01382
OG0000201	Prbk.g_01261	Syaq.g_01365
OG0000202	Prbk.g_01260	Syaq.g_01364
OG0000203	Prbk.g_01259	Syaq.g_01363
OG0000204	Prbk.g_01258	Syaq.g_01362
OG0000205	Prbk.g_01251	Syaq.g_01355
OG0000206	Prbk.g_00632	Syaq.g_01345
OG0000207	Prbk.g_00686	Syaq.g_01338
OG0000208	Prbk.g_00685	Syaq.g_01337
OG0000209	Prbk.g_00658	Syaq.g_01310
OG0000210	Prbk.g_00657	Syaq.g_01309
OG0000211	Prbk.g_01368	Syaq.g_01570
OG0000212	Prbk.g_01514	Syaq.g_01586
OG0000213	Prbk.g_00374	Syaq.g_00729
OG0000214	Prbk.g_00401	Syaq.g_00745
OG0000215	Prbk.g_00431	Syaq.g_00777
OG0000216	Prbk.g_00434	Syaq.g_00781
OG0000217	Prbk.g_00438	Syaq.g_00844
OG0000218	Prbk.g_00442	Syaq.g_00846
OG0000219	Prbk.g_00443	Syaq.g_00847
OG0000220	Prbk.g_00444	Syaq.g_00848
OG0000221	Prbk.g_00449	Syaq.g_00856
OG0000222	Prbk.g_00458	Syaq.g_00868
OG0000223	Prbk.g_00481	Syaq.g_00946
OG0000224	Prbk.g_00492	Syaq.g_00950
OG0000225	Prbk.g_00889	Syaq.g_00543
OG0000226	Prbk.g_00893	Syaq.g_00536
OG0000227	Prbk.g_00895	Syaq.g_00534
OG0000228	Prbk.g_00365	Syaq.g_00531
OG0000229	Prbk.g_00328	Syaq.g_00501
OG0000230	Prbk.g_00326	Syaq.g_00499
OG0000231	Prbk.g_00311	Syaq.g_00485
OG0000232	Prbk.g_00295	Syaq.g_00472
OG0000233	Prbk.g_02092	Syaq.g_00464
OG0000234	Prbk.g_02114	Syaq.g_00440
OG0000235	Prbk.g_02060	Syaq.g_01771
OG0000236	Prbk.g_02076	Syaq.g_01787
OG0000237	Prbk.g_01047	Syaq.g_01805
OG0000238	Prbk.g_01051	Syaq.g_01810
OG0000239	Prbk.g_01067	Syaq.g_01826
OG0000240	Prbk.g_01068	Syaq.g_01827
OG0000241	Prbk.g_01965	Syaq.g_02074
OG0000242	Prbk.g_01078	Syaq.g_01836
OG0000243	Prbk.g_02684	Syaq.g_01922
OG0000244	Prbk.g_01897	Syaq.g_01928
OG0000245	Prbk.g_01894	Syaq.g_01930
OG0000246	Prbk.g_01890	Syaq.g_01934
OG0000247	Prbk.g_01879	Syaq.g_01945
OG0000248	Prbk.g_01876	Syaq.g_01948
OG0000249	Prbk.g_01874	Syaq.g_01950
OG0000250	Prbk.g_01106	Syaq.g_01958
OG0000251	Prbk.g_01130	Syaq.g_01984
OG0000252	Prbk.g_01133	Syaq.g_01987
OG0000253	Prbk.g_01139	Syaq.g_01989
OG0000254	Prbk.g_01158	Syaq.g_02016
OG0000255	Prbk.g_02604	Syaq.g_02041
OG0000256	Prbk.g_02618	Syaq.g_02068
OG0000257	Prbk.g_02624	Syaq.g_02073
OG0000258	Prbk.g_02647	Syaq.g_02095
OG0000259	Prbk.g_00720	Syaq.g_02239
OG0000260	Prbk.g_00717	Syaq.g_02242
OG0000261	Prbk.g_00714	Syaq.g_02245
OG0000262	Prbk.g_00709	Syaq.g_02250
OG0000263	Prbk.g_00672	Syaq.g_00185
OG0000264	Prbk.g_01815	Syaq.g_02582
OG0000266	Prbk.g_00608	Syaq.g_00037
OG0000267	Prbk.g_02371	Syaq.g_02430
OG0000268	Prbk.g_02370	Syaq.g_02431
OG0000269	Prbk.g_02463	Syaq.g_02335
OG0000270	Prbk.g_02466	Syaq.g_02338
OG0000271	Prbk.g_02474	Syaq.g_02346
OG0000272	Prbk.g_02475	Syaq.g_02347
OG0000273	Prbk.g_02526	Syaq.g_02376
OG0000274	Prbk.g_02527	Syaq.g_02377
OG0000275	Prbk.g_02530	Syaq.g_02380
OG0000276	Prbk.g_02536	Syaq.g_02387
OG0000277	Prbk.g_02537	Syaq.g_02388
OG0000278	Prbk.g_02540	Syaq.g_02391
OG0000279	Prbk.g_02548	Syaq.g_02401
OG0000280	Prbk.g_02554	Syaq.g_02410
OG0000281	Prbk.g_02568	Syaq.g_02224
OG0000282	Prbk.g_02398	Syaq.g_02271
OG0000283	Prbk.g_02359	Syaq.g_02445
OG0000284	Prbk.g_02353	Syaq.g_02450
OG0000285	Prbk.g_01698	Syaq.g_02466
OG0000286	Prbk.g_02325	Syaq.g_02484
OG0000287	Prbk.g_01728	Syaq.g_02511
OG0000288	Prbk.g_00583	Syaq.g_00067
OG0000289	Prbk.g_00596	Syaq.g_00053
OG0000290	Prbk.g_00059	Syaq.g_02682
OG0000291	Prbk.g_00057	Syaq.g_02680
OG0000292	Prbk.g_02271	Syaq.g_01157
OG0000293	Prbk.g_01032	Syaq.g_00262
OG0000294	Prbk.g_01031	Syaq.g_00261
OG0000295	Prbk.g_00106	Syaq.g_00220
OG0000296	Prbk.g_00104	Syaq.g_00218
OG0000297	Prbk.g_01498	Syaq.g_00205
OG0000298	Prbk.g_01497	Syaq.g_00204
OG0000299	Prbk.g_01508	Syaq.g_00171
OG0000300	Prbk.g_00186	Syaq.g_00164
OG0000301	Prbk.g_00185	Syaq.g_00163
OG0000302	Prbk.g_00182	Syaq.g_00162
OG0000303	Prbk.g_00097	Syaq.g_00152
OG0000304	Prbk.g_00121	Syaq.g_00146
OG0000305	Prbk.g_00055	Syaq.g_02677
OG0000306	Prbk.g_02578	Syaq.g_01861
OG0000307	Prbk.g_02044	Syaq.g_01754
OG0000308	Prbk.g_02042	Syaq.g_01752
OG0000309	Prbk.g_02038	Syaq.g_01747
OG0000310	Prbk.g_01937	Syaq.g_00347
OG0000311	Prbk.g_00243	Syaq.g_00352
OG0000312	Prbk.g_00247	Syaq.g_00359
OG0000313	Prbk.g_00271	Syaq.g_00379
OG0000314	Prbk.g_01222	Syaq.g_00408
OG0000315	Prbk.g_01212	Syaq.g_00418
OG0000316	Prbk.g_01991	Syaq.g_01716
OG0000317	Prbk.g_00913	Syaq.g_01675
OG0000318	Prbk.g_00906	Syaq.g_01672
OG0000319	Prbk.g_01443	Syaq.g_01657
OG0000320	Prbk.g_01441	Syaq.g_01655
OG0000321	Prbk.g_01440	Syaq.g_01654
OG0000322	Prbk.g_01439	Syaq.g_01653
OG0000323	Prbk.g_01428	Syaq.g_01638
OG0000324	Prbk.g_01399	Syaq.g_01605
OG0000325	Prbk.g_01904	Syaq.g_00693
OG0000326	Prbk.g_01912	Syaq.g_00686
OG0000327	Prbk.g_00987	Syaq.g_00652
OG0000328	Prbk.g_00986	Syaq.g_00651
OG0000329	Prbk.g_00969	Syaq.g_00633
OG0000330	Prbk.g_00968	Syaq.g_00632
OG0000331	Prbk.g_00967	Syaq.g_00631
OG0000332	Prbk.g_00952	Syaq.g_00616
OG0000333	Prbk.g_00950	Syaq.g_00613
OG0000334	Prbk.g_00801	Syaq.g_00603
OG0000335	Prbk.g_00806	Syaq.g_00598
OG0000336	Prbk.g_00810	Syaq.g_00594
OG0000337	Prbk.g_00506	Syaq.g_00975
OG0000338	Prbk.g_00510	Syaq.g_00981
OG0000339	Prbk.g_00516	Syaq.g_00988
OG0000340	Prbk.g_00528	Syaq.g_01005
OG0000341	Prbk.g_00530	Syaq.g_01007
OG0000342	Prbk.g_00531	Syaq.g_01008
OG0000343	Prbk.g_00215	Syaq.g_01010
OG0000344	Prbk.g_00218	Syaq.g_01014
OG0000345	Prbk.g_00233	Syaq.g_01024
OG0000346	Prbk.g_00238	Syaq.g_01029
OG0000347	Prbk.g_01540	Syaq.g_01057
OG0000348	Prbk.g_01578	Syaq.g_01070
OG0000349	Prbk.g_01602	Syaq.g_01099
OG0000350	Prbk.g_02204	Syaq.g_00679
OG0000351	Prbk.g_02252	Syaq.g_01179
OG0000352	Prbk.g_02253	Syaq.g_01178
OG0000353	Prbk.g_02277	Syaq.g_01151
OG0000354	Prbk.g_01057	Syaq.g_01816
OG0000354	Prbk.g_01635	Syaq.g_01131
OG0000355	Prbk.g_02279	Syaq.g_01149
OG0000356	Prbk.g_02280	Syaq.g_01148
OG0000357	Prbk.g_02281	Syaq.g_01147
OG0000358	Prbk.g_02285	Syaq.g_01143
OG0000359	Prbk.g_02287	Syaq.g_01141
OG0000360	Prbk.g_02288	Syaq.g_01140
OG0000361	Prbk.g_02289	Syaq.g_01139
OG0000362	Prbk.g_02291	Syaq.g_01137
OG0000363	Prbk.g_01639	Syaq.g_01135
OG0000364	Prbk.g_01638	Syaq.g_01134
OG0000365	Prbk.g_01629	Syaq.g_01125
OG0000366	Prbk.g_01628	Syaq.g_01124
OG0000367	Prbk.g_01627	Syaq.g_01123
OG0000368	Prbk.g_01625	Syaq.g_01121
OG0000369	Prbk.g_01624	Syaq.g_01120
OG0000370	Prbk.g_01623	Syaq.g_01119
OG0000371	Prbk.g_01614	Syaq.g_01111
OG0000372	Prbk.g_01609	Syaq.g_01106
OG0000373	Prbk.g_01608	Syaq.g_01105
OG0000374	Prbk.g_01607	Syaq.g_01104
OG0000375	Prbk.g_01606	Syaq.g_01103
OG0000376	Prbk.g_01604	Syaq.g_01101
OG0000377	Prbk.g_02155	Syaq.g_01270
OG0000378	Prbk.g_02141	Syaq.g_01286
OG0000379	Prbk.g_02125	Syaq.g_01291
OG0000380	Prbk.g_01323	Syaq.g_01560
OG0000381	Prbk.g_01319	Syaq.g_01558
OG0000382	Prbk.g_01304	Syaq.g_01540
OG0000383	Prbk.g_01302	Syaq.g_01535
OG0000384	Prbk.g_01301	Syaq.g_01534
OG0000385	Prbk.g_01300	Syaq.g_01533
OG0000386	Prbk.g_01299	Syaq.g_01532
OG0000387	Prbk.g_00020	Syaq.g_01495
OG0000388	Prbk.g_00016	Syaq.g_01491
OG0000389	Prbk.g_00012	Syaq.g_01488
OG0000390	Prbk.g_00191	Syaq.g_01473
OG0000391	Prbk.g_00196	Syaq.g_01468
OG0000392	Prbk.g_00202	Syaq.g_01463
OG0000393	Prbk.g_00207	Syaq.g_01460
OG0000394	Prbk.g_00208	Syaq.g_01459
OG0000395	Prbk.g_00209	Syaq.g_01458
OG0000396	Prbk.g_00542	Syaq.g_01455
OG0000397	Prbk.g_00544	Syaq.g_01453
OG0000398	Prbk.g_00549	Syaq.g_01448
OG0000399	Prbk.g_00550	Syaq.g_01447
OG0000400	Prbk.g_00551	Syaq.g_01446
OG0000401	Prbk.g_00552	Syaq.g_01445
OG0000402	Prbk.g_00554	Syaq.g_01443
OG0000403	Prbk.g_00555	Syaq.g_01442
OG0000404	Prbk.g_00557	Syaq.g_01440
OG0000405	Prbk.g_00749	Syaq.g_01429
OG0000406	Prbk.g_00753	Syaq.g_01422
OG0000407	Prbk.g_00754	Syaq.g_01421
OG0000408	Prbk.g_00756	Syaq.g_01419
OG0000409	Prbk.g_00758	Syaq.g_01417
OG0000410	Prbk.g_00759	Syaq.g_01416
OG0000411	Prbk.g_00760	Syaq.g_01415
OG0000412	Prbk.g_00761	Syaq.g_01414
OG0000413	Prbk.g_00763	Syaq.g_01412
OG0000414	Prbk.g_00764	Syaq.g_01411
OG0000415	Prbk.g_00765	Syaq.g_01410
OG0000416	Prbk.g_00766	Syaq.g_01409
OG0000417	Prbk.g_00767	Syaq.g_01408
OG0000418	Prbk.g_00772	Syaq.g_01403
OG0000419	Prbk.g_00774	Syaq.g_01401
OG0000420	Prbk.g_00775	Syaq.g_01400
OG0000421	Prbk.g_00779	Syaq.g_01395
OG0000422	Prbk.g_00780	Syaq.g_01394
OG0000423	Prbk.g_00781	Syaq.g_01393
OG0000424	Prbk.g_00782	Syaq.g_01392
OG0000425	Prbk.g_00783	Syaq.g_01391
OG0000426	Prbk.g_00784	Syaq.g_01390
OG0000427	Prbk.g_00785	Syaq.g_01389
OG0000428	Prbk.g_02425	Syaq.g_01386
OG0000429	Prbk.g_01283	Syaq.g_01384
OG0000430	Prbk.g_01281	Syaq.g_01383
OG0000431	Prbk.g_01277	Syaq.g_01380
OG0000432	Prbk.g_01270	Syaq.g_01374
OG0000433	Prbk.g_01267	Syaq.g_01369
OG0000434	Prbk.g_01266	Syaq.g_01368
OG0000435	Prbk.g_01263	Syaq.g_01367
OG0000436	Prbk.g_01257	Syaq.g_01361
OG0000437	Prbk.g_01256	Syaq.g_01360
OG0000438	Prbk.g_01255	Syaq.g_01359
OG0000439	Prbk.g_01253	Syaq.g_01357
OG0000440	Prbk.g_01252	Syaq.g_01356
OG0000441	Prbk.g_01245	Syaq.g_01352
OG0000442	Prbk.g_01244	Syaq.g_01350
OG0000443	Prbk.g_00631	Syaq.g_01347
OG0000444	Prbk.g_00683	Syaq.g_01333
OG0000445	Prbk.g_00682	Syaq.g_01332
OG0000446	Prbk.g_00680	Syaq.g_01330
OG0000447	Prbk.g_00670	Syaq.g_01328
OG0000448	Prbk.g_00669	Syaq.g_01327
OG0000449	Prbk.g_00668	Syaq.g_01320
OG0000450	Prbk.g_00662	Syaq.g_01313
OG0000451	Prbk.g_00661	Syaq.g_01312
OG0000452	Prbk.g_00656	Syaq.g_01308
OG0000453	Prbk.g_00655	Syaq.g_01307
OG0000454	Prbk.g_00654	Syaq.g_01306
OG0000455	Prbk.g_00653	Syaq.g_01305
OG0000456	Prbk.g_00652	Syaq.g_01304
OG0000457	Prbk.g_00650	Syaq.g_01302
OG0000458	Prbk.g_00649	Syaq.g_01299
OG0000459	Prbk.g_00648	Syaq.g_01298
OG0000460	Prbk.g_01369	Syaq.g_01577
OG0000461	Prbk.g_01900	Syaq.g_00707
OG0000462	Prbk.g_01012	Syaq.g_00710
OG0000463	Prbk.g_01011	Syaq.g_00711
OG0000464	Prbk.g_01010	Syaq.g_00712
OG0000465	Prbk.g_01008	Syaq.g_00714
OG0000466	Prbk.g_01003	Syaq.g_00718
OG0000467	Prbk.g_01001	Syaq.g_00720
OG0000468	Prbk.g_00371	Syaq.g_00725
OG0000469	Prbk.g_00384	Syaq.g_00739
OG0000470	Prbk.g_00397	Syaq.g_00741
OG0000471	Prbk.g_00398	Syaq.g_00742
OG0000472	Prbk.g_00400	Syaq.g_00744
OG0000473	Prbk.g_00402	Syaq.g_00746
OG0000474	Prbk.g_00403	Syaq.g_00747
OG0000475	Prbk.g_00404	Syaq.g_00748
OG0000476	Prbk.g_00406	Syaq.g_00750
OG0000477	Prbk.g_00411	Syaq.g_00756
OG0000478	Prbk.g_00412	Syaq.g_00757
OG0000479	Prbk.g_00413	Syaq.g_00759
OG0000480	Prbk.g_00420	Syaq.g_00766
OG0000481	Prbk.g_00422	Syaq.g_00768
OG0000482	Prbk.g_00423	Syaq.g_00769
OG0000483	Prbk.g_00427	Syaq.g_00773
OG0000484	Prbk.g_00428	Syaq.g_00774
OG0000485	Prbk.g_00429	Syaq.g_00775
OG0000486	Prbk.g_00430	Syaq.g_00776
OG0000487	Prbk.g_00435	Syaq.g_00782
OG0000488	Prbk.g_00439	Syaq.g_00845
OG0000489	Prbk.g_00450	Syaq.g_00857
OG0000490	Prbk.g_00456	Syaq.g_00864
OG0000491	Prbk.g_00457	Syaq.g_00865
OG0000492	Prbk.g_00460	Syaq.g_00869
OG0000493	Prbk.g_00461	Syaq.g_00870
OG0000494	Prbk.g_00462	Syaq.g_00871
OG0000495	Prbk.g_00463	Syaq.g_00872
OG0000496	Prbk.g_00464	Syaq.g_00873
OG0000497	Prbk.g_00465	Syaq.g_00874
OG0000498	Prbk.g_00466	Syaq.g_00875
OG0000499	Prbk.g_00467	Syaq.g_00876
OG0000500	Prbk.g_00468	Syaq.g_00877
OG0000501	Prbk.g_00471	Syaq.g_00880
OG0000502	Prbk.g_00483	Syaq.g_00953
OG0000503	Prbk.g_00871	Syaq.g_00559
OG0000504	Prbk.g_00873	Syaq.g_00557
OG0000505	Prbk.g_00874	Syaq.g_00556
OG0000506	Prbk.g_00876	Syaq.g_00554
OG0000507	Prbk.g_00881	Syaq.g_00548
OG0000508	Prbk.g_00888	Syaq.g_00544
OG0000509	Prbk.g_00890	Syaq.g_00542
OG0000510	Prbk.g_00891	Syaq.g_00538
OG0000511	Prbk.g_00892	Syaq.g_00537
OG0000512	Prbk.g_00894	Syaq.g_00535
OG0000513	Prbk.g_00360	Syaq.g_00525
OG0000514	Prbk.g_00352	Syaq.g_00514
OG0000515	Prbk.g_00351	Syaq.g_00513
OG0000516	Prbk.g_00339	Syaq.g_00509
OG0000517	Prbk.g_00329	Syaq.g_00502
OG0000518	Prbk.g_00317	Syaq.g_00490
OG0000519	Prbk.g_00316	Syaq.g_00489
OG0000520	Prbk.g_00315	Syaq.g_00488
OG0000521	Prbk.g_00301	Syaq.g_00477
OG0000522	Prbk.g_00299	Syaq.g_00475
OG0000523	Prbk.g_00298	Syaq.g_00474
OG0000524	Prbk.g_02088	Syaq.g_00469
OG0000525	Prbk.g_02105	Syaq.g_00450
OG0000526	Prbk.g_02107	Syaq.g_00448
OG0000527	Prbk.g_02111	Syaq.g_00444
OG0000528	Prbk.g_02056	Syaq.g_01768
OG0000529	Prbk.g_02062	Syaq.g_01773
OG0000530	Prbk.g_02065	Syaq.g_01776
OG0000531	Prbk.g_02066	Syaq.g_01777
OG0000532	Prbk.g_02069	Syaq.g_01780
OG0000533	Prbk.g_02071	Syaq.g_01782
OG0000534	Prbk.g_02072	Syaq.g_01783
OG0000535	Prbk.g_02073	Syaq.g_01784
OG0000536	Prbk.g_02074	Syaq.g_01785
OG0000537	Prbk.g_02075	Syaq.g_01786
OG0000538	Prbk.g_01865	Syaq.g_01798
OG0000539	Prbk.g_01041	Syaq.g_01799
OG0000540	Prbk.g_01042	Syaq.g_01800
OG0000541	Prbk.g_01043	Syaq.g_01801
OG0000542	Prbk.g_01046	Syaq.g_01804
OG0000543	Prbk.g_01048	Syaq.g_01806
OG0000544	Prbk.g_01049	Syaq.g_02567, Syaq.g_01807
