Orthogroup	Syae	Prap
OG0000181	Syae.g_01735	Prap.g_00937
OG0000182	Syae.g_01736	Prap.g_00936
OG0000183	Syae.g_01740	Prap.g_00932
OG0000184	Syae.g_01554	Prap.g_00906
OG0000185	Syae.g_01551	Prap.g_00903
OG0000186	Syae.g_01279	Prap.g_00887
OG0000187	Syae.g_01280	Prap.g_00886
OG0000188	Syae.g_01323	Prap.g_01096
OG0000189	Syae.g_01350	Prap.g_01082
OG0000190	Syae.g_01352	Prap.g_01080
OG0000191	Syae.g_01384	Prap.g_01057
OG0000192	Syae.g_01390	Prap.g_01052
OG0000193	Syae.g_01429	Prap.g_01025
OG0000194	Syae.g_01432	Prap.g_01022
OG0000195	Syae.g_01434	Prap.g_01020
OG0000196	Syae.g_01444	Prap.g_01009
OG0000197	Syae.g_01445	Prap.g_01008
OG0000198	Syae.g_01446	Prap.g_01007
OG0000199	Syae.g_01454	Prap.g_01000
OG0000200	Syae.g_01471	Prap.g_00986
OG0000201	Syae.g_01487	Prap.g_00977
OG0000202	Syae.g_01488	Prap.g_00976
OG0000203	Syae.g_01489	Prap.g_00975
OG0000204	Syae.g_01490	Prap.g_00974
OG0000205	Syae.g_01497	Prap.g_00967
OG0000206	Syae.g_01504	Prap.g_00962
OG0000207	Syae.g_01506	Prap.g_00959
OG0000208	Syae.g_01507	Prap.g_00958
OG0000209	Syae.g_01528	Prap.g_00949
OG0000210	Syae.g_01529	Prap.g_00948
OG0000211	Syae.g_02234	Prap.g_01479
OG0000212	Syae.g_02244	Prap.g_01471
OG0000213	Syae.g_02003	Prap.g_01453
OG0000214	Syae.g_01986	Prap.g_01443
OG0000215	Syae.g_01955	Prap.g_01416
OG0000216	Syae.g_01951	Prap.g_01415
OG0000217	Syae.g_01947	Prap.g_01412
OG0000218	Syae.g_01945	Prap.g_01410
OG0000219	Syae.g_01944	Prap.g_01409
OG0000220	Syae.g_01943	Prap.g_01408
OG0000221	Syae.g_01937	Prap.g_01407
OG0000222	Syae.g_01926	Prap.g_01400
OG0000223	Syae.g_01904	Prap.g_01388
OG0000224	Syae.g_01897	Prap.g_01386
OG0000225	Syae.g_02208	Prap.g_01360
OG0000226	Syae.g_02212	Prap.g_01356
OG0000227	Syae.g_02214	Prap.g_01354
OG0000228	Syae.g_02218	Prap.g_01350
OG0000229	Syae.g_00994	Prap.g_01330
OG0000230	Syae.g_00992	Prap.g_01328
OG0000231	Syae.g_00980	Prap.g_01317
OG0000232	Syae.g_02496	Prap.g_01306
OG0000233	Syae.g_02504	Prap.g_01300
OG0000234	Syae.g_02532	Prap.g_01291
OG0000235	Syae.g_02308	Prap.g_01288
OG0000236	Syae.g_02323	Prap.g_01274
OG0000237	Syae.g_02340	Prap.g_01261
OG0000238	Syae.g_02345	Prap.g_01255
OG0000239	Syae.g_02360	Prap.g_01244
OG0000240	Syae.g_02361	Prap.g_01243
OG0000241	Syae.g_00065	Prap.g_01239
OG0000242	Syae.g_02372	Prap.g_01237
OG0000243	Syae.g_02391	Prap.g_01226
OG0000244	Syae.g_02399	Prap.g_01223
OG0000245	Syae.g_02401	Prap.g_01221
OG0000246	Syae.g_02405	Prap.g_01217
OG0000247	Syae.g_02416	Prap.g_01207
OG0000248	Syae.g_02419	Prap.g_01204
OG0000249	Syae.g_02421	Prap.g_01202
OG0000250	Syae.g_02431	Prap.g_01197
OG0000251	Syae.g_02455	Prap.g_01177
OG0000252	Syae.g_02458	Prap.g_01174
OG0000253	Syae.g_02459	Prap.g_01173
OG0000254	Syae.g_00021	Prap.g_01156
OG0000255	Syae.g_00041	Prap.g_01150
OG0000256	Syae.g_00058	Prap.g_01140
OG0000257	Syae.g_00064	Prap.g_00397
OG0000258	Syae.g_00083	Prap.g_00383
OG0000259	Syae.g_00608	Prap.g_00366
OG0000260	Syae.g_00603	Prap.g_00363
OG0000261	Syae.g_00600	Prap.g_00360
OG0000262	Syae.g_00595	Prap.g_00356
OG0000263	Syae.g_00671	Prap.g_00820
OG0000264	Syae.g_00761	Prap.g_00809
OG0000265	Syae.g_00932, Syae.g_00226	Prap.g_00791
OG0000266	Syae.g_00457	Prap.g_00337
OG0000267	Syae.g_00304	Prap.g_00325
OG0000268	Syae.g_00308	Prap.g_00324
OG0000269	Syae.g_00526	Prap.g_00788
OG0000270	Syae.g_00523	Prap.g_00785
OG0000271	Syae.g_00515	Prap.g_00777
OG0000272	Syae.g_00514	Prap.g_00776
OG0000273	Syae.g_00825	Prap.g_00752
OG0000274	Syae.g_00826	Prap.g_00751
OG0000275	Syae.g_00832	Prap.g_00748
OG0000276	Syae.g_00839	Prap.g_00742
OG0000277	Syae.g_00840	Prap.g_00741
OG0000278	Syae.g_00843	Prap.g_00738
OG0000279	Syae.g_00851	Prap.g_00731
OG0000280	Syae.g_00877	Prap.g_00730
OG0000281	Syae.g_02057	Prap.g_00723
OG0000282	Syae.g_00573	Prap.g_00856
OG0000283	Syae.g_00321	Prap.g_00680
OG0000284	Syae.g_00327	Prap.g_00675
OG0000285	Syae.g_00340	Prap.g_00243
OG0000286	Syae.g_00359	Prap.g_00256
OG0000287	Syae.g_00387	Prap.g_00522
OG0000288	Syae.g_00419	Prap.g_00295
OG0000289	Syae.g_00433	Prap.g_00311
OG0000290	Syae.g_00796	Prap.g_00705
OG0000291	Syae.g_00794	Prap.g_00707
OG0000292	Syae.g_01705	Prap.g_00501
OG0000293	Syae.g_00938	Prap.g_00466
OG0000294	Syae.g_00937	Prap.g_00465
OG0000295	Syae.g_00893	Prap.g_00442
OG0000296	Syae.g_00891	Prap.g_00440
OG0000297	Syae.g_00645	Prap.g_00431
OG0000298	Syae.g_00646	Prap.g_00430
OG0000299	Syae.g_00680	Prap.g_00411
OG0000300	Syae.g_00686	Prap.g_00408
OG0000301	Syae.g_00687	Prap.g_00407
OG0000302	Syae.g_00691	Prap.g_00405
OG0000303	Syae.g_00700	Prap.g_00399
OG0000304	Syae.g_00706	Prap.g_01135
OG0000305	Syae.g_00791	Prap.g_00499
OG0000306	Syae.g_00277	Prap.g_00719
OG0000307	Syae.g_02290	Prap.g_00068
OG0000308	Syae.g_02288	Prap.g_00069
OG0000309	Syae.g_02283	Prap.g_00073
OG0000310	Syae.g_02687	Prap.g_00107
OG0000311	Syae.g_02682	Prap.g_00109
OG0000312	Syae.g_02664	Prap.g_00112
OG0000313	Syae.g_02647	Prap.g_00125
OG0000314	Syae.g_02618	Prap.g_00148
OG0000315	Syae.g_02609	Prap.g_00158
OG0000316	Syae.g_01118	Prap.g_00183
OG0000317	Syae.g_01160	Prap.g_01782
OG0000318	Syae.g_01164	Prap.g_01778
OG0000319	Syae.g_01181	Prap.g_01765
OG0000320	Syae.g_01183	Prap.g_01763
OG0000321	Syae.g_01184	Prap.g_01762
OG0000322	Syae.g_01185	Prap.g_01761
OG0000323	Syae.g_01200	Prap.g_01751
OG0000324	Syae.g_01049	Prap.g_01724
OG0000325	Syae.g_02033	Prap.g_01713
OG0000326	Syae.g_02040	Prap.g_01706
OG0000327	Syae.g_02080	Prap.g_01685
OG0000328	Syae.g_02081	Prap.g_01684
OG0000329	Syae.g_02099	Prap.g_01667
OG0000330	Syae.g_02100	Prap.g_01666
OG0000331	Syae.g_02101	Prap.g_01665
OG0000332	Syae.g_02116	Prap.g_01651
OG0000333	Syae.g_02119	Prap.g_01648, Prap.g_01649
OG0000334	Syae.g_02128	Prap.g_01639
OG0000335	Syae.g_02132	Prap.g_01634
OG0000336	Syae.g_02136	Prap.g_01630
OG0000337	Syae.g_01879	Prap.g_01612
OG0000338	Syae.g_01876	Prap.g_01611
OG0000339	Syae.g_01869	Prap.g_01605
OG0000340	Syae.g_01855	Prap.g_01596
OG0000341	Syae.g_01853	Prap.g_01594
OG0000342	Syae.g_01852	Prap.g_01593
OG0000343	Syae.g_01848	Prap.g_01592
OG0000344	Syae.g_01843	Prap.g_01589
OG0000345	Syae.g_01833	Prap.g_01583
OG0000346	Syae.g_01828	Prap.g_01579
OG0000347	Syae.g_01805	Prap.g_01562
OG0000348	Syae.g_01781	Prap.g_01554
OG0000349	Syae.g_01763	Prap.g_01537
OG0000350	Syae.g_02047	Prap.g_00623
OG0000351	Syae.g_01684	Prap.g_01497
OG0000352	Syae.g_01685	Prap.g_01496
OG0000353	Syae.g_01711	Prap.g_00055
OG0000355	Syae.g_01713	Prap.g_00053
OG0000356	Syae.g_01714	Prap.g_00052
OG0000357	Syae.g_01715	Prap.g_00051
OG0000358	Syae.g_01719	Prap.g_00047
OG0000359	Syae.g_01721	Prap.g_00046
OG0000360	Syae.g_01722	Prap.g_00045
OG0000361	Syae.g_01723	Prap.g_00044
OG0000362	Syae.g_01725	Prap.g_00042
OG0000363	Syae.g_01727	Prap.g_00941
OG0000364	Syae.g_01728	Prap.g_00940
OG0000365	Syae.g_01737	Prap.g_00935
OG0000366	Syae.g_01738	Prap.g_00934
OG0000367	Syae.g_01739	Prap.g_00933
OG0000368	Syae.g_01741	Prap.g_00931
OG0000369	Syae.g_01742	Prap.g_00930
OG0000370	Syae.g_01743	Prap.g_00929
OG0000371	Syae.g_01751	Prap.g_00922
OG0000372	Syae.g_01756	Prap.g_00919
OG0000373	Syae.g_01757	Prap.g_00918
OG0000374	Syae.g_01758	Prap.g_00917
OG0000375	Syae.g_01759	Prap.g_00915
OG0000376	Syae.g_01761	Prap.g_00913
OG0000377	Syae.g_01561	Prap.g_00909
OG0000378	Syae.g_01553	Prap.g_00905
OG0000379	Syae.g_01550	Prap.g_00902
OG0000380	Syae.g_01281	Prap.g_00885
OG0000381	Syae.g_01285	Prap.g_00880
OG0000382	Syae.g_01322	Prap.g_01097
OG0000383	Syae.g_01324	Prap.g_01095
OG0000384	Syae.g_01325	Prap.g_01094
OG0000385	Syae.g_01326	Prap.g_01093
OG0000386	Syae.g_01327	Prap.g_01092
OG0000387	Syae.g_01354	Prap.g_01078
OG0000388	Syae.g_01358	Prap.g_01074
OG0000389	Syae.g_01362	Prap.g_01071
OG0000390	Syae.g_01378	Prap.g_01061
OG0000391	Syae.g_01383	Prap.g_01058
OG0000392	Syae.g_01389	Prap.g_01054
OG0000393	Syae.g_01392	Prap.g_01051
OG0000394	Syae.g_01393	Prap.g_01050
OG0000395	Syae.g_01394	Prap.g_01049
OG0000396	Syae.g_01397	Prap.g_01047
OG0000397	Syae.g_01400	Prap.g_01045
OG0000398	Syae.g_01405	Prap.g_01042
OG0000399	Syae.g_01406	Prap.g_01041
OG0000400	Syae.g_01407	Prap.g_01040
OG0000401	Syae.g_01408	Prap.g_01039
OG0000402	Syae.g_01410	Prap.g_00319
OG0000403	Syae.g_01411	Prap.g_01037
OG0000404	Syae.g_01412	Prap.g_01036
OG0000405	Syae.g_01426	Prap.g_01032
OG0000406	Syae.g_01430	Prap.g_01024
OG0000407	Syae.g_01431	Prap.g_01023
OG0000408	Syae.g_01433	Prap.g_01021
OG0000409	Syae.g_01435	Prap.g_01019
OG0000410	Syae.g_01436	Prap.g_01018
OG0000411	Syae.g_01437	Prap.g_01017
OG0000412	Syae.g_01438	Prap.g_01016
OG0000413	Syae.g_01440	Prap.g_01014
OG0000415	Syae.g_01441	Prap.g_01012
OG0000416	Syae.g_01442	Prap.g_01011
OG0000417	Syae.g_01443	Prap.g_01010
OG0000418	Syae.g_01448	Prap.g_01005
OG0000419	Syae.g_01450	Prap.g_01003
OG0000420	Syae.g_01452	Prap.g_01002
OG0000421	Syae.g_01457	Prap.g_00997
OG0000422	Syae.g_01458	Prap.g_00996
OG0000423	Syae.g_01459	Prap.g_00995
OG0000424	Syae.g_01460	Prap.g_00994
OG0000425	Syae.g_01461	Prap.g_00993
OG0000426	Syae.g_01462	Prap.g_00992
OG0000427	Syae.g_01463	Prap.g_00991
OG0000428	Syae.g_01466	Prap.g_00989
OG0000429	Syae.g_01468	Prap.g_00988
OG0000430	Syae.g_01470	Prap.g_00987
OG0000431	Syae.g_01473	Prap.g_00985
OG0000432	Syae.g_01481	Prap.g_00981
OG0000433	Syae.g_01484	Prap.g_00980
OG0000434	Syae.g_01485	Prap.g_00979
OG0000435	Syae.g_01486	Prap.g_00978
OG0000436	Syae.g_01491	Prap.g_00973
OG0000437	Syae.g_01492	Prap.g_00972
OG0000438	Syae.g_01493	Prap.g_00971
OG0000439	Syae.g_01495	Prap.g_00969
OG0000440	Syae.g_01496	Prap.g_00968
OG0000441	Syae.g_01501	Prap.g_00965
OG0000442	Syae.g_01502	Prap.g_00964
OG0000443	Syae.g_01503	Prap.g_00963
OG0000444	Syae.g_01509	Prap.g_00957
OG0000445	Syae.g_01510	Prap.g_00956
OG0000446	Syae.g_01512	Prap.g_00955
OG0000447	Syae.g_01517	Prap.g_00954
OG0000448	Syae.g_01518	Prap.g_00953
OG0000449	Syae.g_01519	Prap.g_00952
OG0000450	Syae.g_01525	Prap.g_00951
OG0000451	Syae.g_01526	Prap.g_00950
OG0000452	Syae.g_01530	Prap.g_00947
OG0000453	Syae.g_01531	Prap.g_00946
OG0000454	Syae.g_01532	Prap.g_00945
OG0000455	Syae.g_01533	Prap.g_00944
OG0000456	Syae.g_01534	Prap.g_00943
OG0000457	Syae.g_01536	Prap.g_01487
OG0000458	Syae.g_01538	Prap.g_01486
OG0000459	Syae.g_01539	Prap.g_01485
OG0000460	Syae.g_02236	Prap.g_01477
OG0000461	Syae.g_02024	Prap.g_01469
OG0000462	Syae.g_02021	Prap.g_01467
OG0000463	Syae.g_02020	Prap.g_01466
OG0000464	Syae.g_02019	Prap.g_01465
OG0000465	Syae.g_02018	Prap.g_01464
OG0000466	Syae.g_02014	Prap.g_01461
OG0000467	Syae.g_02012	Prap.g_01460
OG0000468	Syae.g_02007	Prap.g_01457
OG0000469	Syae.g_01992	Prap.g_01449
OG0000470	Syae.g_01990	Prap.g_01447
OG0000471	Syae.g_01989	Prap.g_01446
OG0000472	Syae.g_01987	Prap.g_01444
OG0000473	Syae.g_01985	Prap.g_01442
OG0000474	Syae.g_01984	Prap.g_01441
OG0000475	Syae.g_01983	Prap.g_01440
OG0000476	Syae.g_01981	Prap.g_01438
OG0000477	Syae.g_01975	Prap.g_01435
OG0000478	Syae.g_01974	Prap.g_01434
OG0000479	Syae.g_01973	Prap.g_01433
OG0000480	Syae.g_01966	Prap.g_01428
OG0000481	Syae.g_01964	Prap.g_01425
OG0000482	Syae.g_01963	Prap.g_01424
OG0000483	Syae.g_01959	Prap.g_01421
OG0000484	Syae.g_01958	Prap.g_01420
OG0000485	Syae.g_01957	Prap.g_01418
OG0000486	Syae.g_01956	Prap.g_01417
OG0000487	Syae.g_01950	Prap.g_01414
OG0000488	Syae.g_01946	Prap.g_01411
OG0000489	Syae.g_01936	Prap.g_01406
OG0000490	Syae.g_01928	Prap.g_01402
OG0000491	Syae.g_01927	Prap.g_01401
OG0000492	Syae.g_01925	Prap.g_01399
OG0000493	Syae.g_01924	Prap.g_01398
OG0000494	Syae.g_01923	Prap.g_01397
OG0000495	Syae.g_01922	Prap.g_01396
OG0000496	Syae.g_01921	Prap.g_01395
OG0000497	Syae.g_01920	Prap.g_01394
OG0000498	Syae.g_01919	Prap.g_01393
OG0000499	Syae.g_01918	Prap.g_01392
OG0000500	Syae.g_01917	Prap.g_01391
OG0000501	Syae.g_01914	Prap.g_01390
OG0000502	Syae.g_01902	Prap.g_01387
OG0000503	Syae.g_02192	Prap.g_01372
OG0000504	Syae.g_02194	Prap.g_01370
OG0000505	Syae.g_02195	Prap.g_01369
OG0000506	Syae.g_02197	Prap.g_01368
OG0000507	Syae.g_02203	Prap.g_01365
OG0000508	Syae.g_02207	Prap.g_01361
OG0000509	Syae.g_02209	Prap.g_01359
OG0000510	Syae.g_02210	Prap.g_01358
OG0000511	Syae.g_02211	Prap.g_01357
OG0000512	Syae.g_02213	Prap.g_01355
OG0000513	Syae.g_02223	Prap.g_01346
OG0000514	Syae.g_02229	Prap.g_01335
OG0000515	Syae.g_02230	Prap.g_01334
OG0000516	Syae.g_01000	Prap.g_01333
OG0000517	Syae.g_00995	Prap.g_01331
OG0000518	Syae.g_00983	Prap.g_01320
OG0000519	Syae.g_00982	Prap.g_01319
OG0000520	Syae.g_00981	Prap.g_01318
OG0000521	Syae.g_02491	Prap.g_01310
OG0000522	Syae.g_02493	Prap.g_01308
OG0000523	Syae.g_02494	Prap.g_01307
OG0000524	Syae.g_02501	Prap.g_01302
OG0000525	Syae.g_02520	Prap.g_01298
OG0000526	Syae.g_02523	Prap.g_01297
OG0000527	Syae.g_02528	Prap.g_01294
OG0000528	Syae.g_02304	Prap.g_01289
OG0000529	Syae.g_02310	Prap.g_01286
OG0000530	Syae.g_02313	Prap.g_01283
OG0000531	Syae.g_02314	Prap.g_01282
OG0000532	Syae.g_02317	Prap.g_01280
OG0000533	Syae.g_02318	Prap.g_01279
OG0000534	Syae.g_02319	Prap.g_01278
OG0000535	Syae.g_02320	Prap.g_01277
OG0000536	Syae.g_02321	Prap.g_01276
OG0000537	Syae.g_02322	Prap.g_01275
OG0000538	Syae.g_02333	Prap.g_01266
OG0000539	Syae.g_02334	Prap.g_01265
OG0000540	Syae.g_02335	Prap.g_01264
OG0000541	Syae.g_02336	Prap.g_01263
OG0000542	Syae.g_02339	Prap.g_01262
OG0000543	Syae.g_02341	Prap.g_01260
OG0000544	Syae.g_02342	Prap.g_01259
OG0000545	Syae.g_02344	Prap.g_01257
OG0000546	Syae.g_02346	Prap.g_01254
OG0000547	Syae.g_02348	Prap.g_01252
OG0000548	Syae.g_02349	Prap.g_01251
OG0000549	Syae.g_02354	Prap.g_01249
OG0000550	Syae.g_02358	Prap.g_01245
OG0000551	Syae.g_02363	Prap.g_01242
OG0000552	Syae.g_02364	Prap.g_01241
OG0000553	Syae.g_02366	Prap.g_01240
OG0000554	Syae.g_02375	Prap.g_01235
OG0000555	Syae.g_02390	Prap.g_01227
OG0000556	Syae.g_02394	Prap.g_01225
OG0000557	Syae.g_02398	Prap.g_01224
OG0000558	Syae.g_02400	Prap.g_01222
OG0000559	Syae.g_02404	Prap.g_01218
OG0000560	Syae.g_02407	Prap.g_01215
OG0000561	Syae.g_02408	Prap.g_01214
OG0000562	Syae.g_02409	Prap.g_01213
OG0000563	Syae.g_02410	Prap.g_01212
OG0000564	Syae.g_02411	Prap.g_01211
OG0000565	Syae.g_02414	Prap.g_01209
OG0000566	Syae.g_02418	Prap.g_01205
OG0000567	Syae.g_02422	Prap.g_01201
OG0000568	Syae.g_02427	Prap.g_01200
OG0000569	Syae.g_02428	Prap.g_01199
OG0000570	Syae.g_02429	Prap.g_01198
OG0000571	Syae.g_02433	Prap.g_01196
OG0000572	Syae.g_02448	Prap.g_01182
OG0000573	Syae.g_02456	Prap.g_01176
OG0000574	Syae.g_02457	Prap.g_01175
OG0000575	Syae.g_02461	Prap.g_01171
OG0000576	Syae.g_02463	Prap.g_01169
OG0000577	Syae.g_02464	Prap.g_01168
OG0000578	Syae.g_02465	Prap.g_01167
OG0000579	Syae.g_02466	Prap.g_01166
OG0000580	Syae.g_02467	Prap.g_01165
OG0000581	Syae.g_02473	Prap.g_01162
OG0000582	Syae.g_00018	Prap.g_01159
OG0000583	Syae.g_00019	Prap.g_01158
OG0000584	Syae.g_00020	Prap.g_01157
