Orthogroup	Syae	Syaj
OG0000174	Syae.g_01610	Syaj.g_02169
OG0000175	Syae.g_01679	Syaj.g_02229
OG0000176	Syae.g_01716	Syaj.g_02266
OG0000177	Syae.g_01717	Syaj.g_02267
OG0000178	Syae.g_01718	Syaj.g_02268
OG0000179	Syae.g_01733	Syaj.g_02283
OG0000180	Syae.g_01734	Syaj.g_02284
OG0000181	Syae.g_01735	Syaj.g_02285
OG0000182	Syae.g_01736	Syaj.g_02286
OG0000183	Syae.g_01740	Syaj.g_02290
OG0000184	Syae.g_01554	Syaj.g_02098
OG0000185	Syae.g_01551	Syaj.g_02087
OG0000186	Syae.g_01279	Syaj.g_01812
OG0000187	Syae.g_01280	Syaj.g_01814
OG0000188	Syae.g_01323	Syaj.g_01837
OG0000189	Syae.g_01350	Syaj.g_01874
OG0000190	Syae.g_01352	Syaj.g_01876
OG0000191	Syae.g_01384	Syaj.g_01910
OG0000192	Syae.g_01390	Syaj.g_01919
OG0000193	Syae.g_01429	Syaj.g_01965
OG0000194	Syae.g_01432	Syaj.g_01968
OG0000195	Syae.g_01434	Syaj.g_01971
OG0000196	Syae.g_01444	Syaj.g_01981
OG0000197	Syae.g_01445	Syaj.g_01982
OG0000198	Syae.g_01446	Syaj.g_01983
OG0000199	Syae.g_01454	Syaj.g_01991
OG0000200	Syae.g_01471	Syaj.g_02008
OG0000201	Syae.g_01487	Syaj.g_02024
OG0000202	Syae.g_01488	Syaj.g_02025
OG0000203	Syae.g_01489	Syaj.g_02026
OG0000204	Syae.g_01490	Syaj.g_02027
OG0000205	Syae.g_01497	Syaj.g_02035
OG0000206	Syae.g_01504	Syaj.g_02043
OG0000207	Syae.g_01506	Syaj.g_02045
OG0000208	Syae.g_01507	Syaj.g_02046
OG0000209	Syae.g_01528	Syaj.g_02070
OG0000210	Syae.g_01529	Syaj.g_02071
OG0000211	Syae.g_02234	Syaj.g_02856
OG0000212	Syae.g_02244	Syaj.g_02881
OG0000213	Syae.g_02003	Syaj.g_02601
OG0000214	Syae.g_01986	Syaj.g_02582
OG0000215	Syae.g_01955	Syaj.g_02551
OG0000216	Syae.g_01951	Syaj.g_02547
OG0000217	Syae.g_01947	Syaj.g_02543
OG0000218	Syae.g_01945	Syaj.g_02541
OG0000219	Syae.g_01944	Syaj.g_02540
OG0000220	Syae.g_01943	Syaj.g_02539
OG0000221	Syae.g_01937	Syaj.g_02530
OG0000222	Syae.g_01926	Syaj.g_02516
OG0000223	Syae.g_01904	Syaj.g_02494
OG0000224	Syae.g_01897	Syaj.g_02487
OG0000225	Syae.g_02208	Syaj.g_02821
OG0000226	Syae.g_02212	Syaj.g_02825
OG0000227	Syae.g_02214	Syaj.g_02827
OG0000228	Syae.g_02218	Syaj.g_02828
OG0000229	Syae.g_00994	Syaj.g_01555
OG0000230	Syae.g_00992	Syaj.g_01553
OG0000231	Syae.g_00980	Syaj.g_01541
OG0000232	Syae.g_02496	Syaj.g_01497
OG0000233	Syae.g_02504	Syaj.g_01481
OG0000234	Syae.g_02532	Syaj.g_01442
OG0000235	Syae.g_02308	Syaj.g_00071
OG0000236	Syae.g_02323	Syaj.g_00086
OG0000237	Syae.g_02340	Syaj.g_00103
OG0000238	Syae.g_02345	Syaj.g_00108
OG0000239	Syae.g_02360	Syaj.g_00125
OG0000240	Syae.g_02361	Syaj.g_00126
OG0000241	Syae.g_00065	Syaj.g_01291
OG0000242	Syae.g_02372	Syaj.g_00142
OG0000243	Syae.g_02391	Syaj.g_00164
OG0000244	Syae.g_02399	Syaj.g_00180
OG0000245	Syae.g_02401	Syaj.g_00182
OG0000246	Syae.g_02405	Syaj.g_00186
OG0000247	Syae.g_02416	Syaj.g_00197
OG0000248	Syae.g_02419	Syaj.g_00200
OG0000249	Syae.g_02421	Syaj.g_00202
OG0000250	Syae.g_02431	Syaj.g_00211
OG0000251	Syae.g_02455	Syaj.g_00237
OG0000252	Syae.g_02458	Syaj.g_00243
OG0000253	Syae.g_02459	Syaj.g_00245
OG0000254	Syae.g_00021	Syaj.g_01335
OG0000255	Syae.g_00041	Syaj.g_01315
OG0000256	Syae.g_00058	Syaj.g_01297
OG0000257	Syae.g_00064	Syaj.g_01292
OG0000258	Syae.g_00083	Syaj.g_01274
OG0000259	Syae.g_00608	Syaj.g_00707
OG0000260	Syae.g_00603	Syaj.g_00712
OG0000261	Syae.g_00600	Syaj.g_00715
OG0000262	Syae.g_00595	Syaj.g_00720
OG0000263	Syae.g_00671	Syaj.g_00605
OG0000264	Syae.g_00761	Syaj.g_00485
OG0000266	Syae.g_00457	Syaj.g_00946
OG0000267	Syae.g_00304	Syaj.g_00770
OG0000268	Syae.g_00308	Syaj.g_00771
OG0000269	Syae.g_00526	Syaj.g_01031
OG0000270	Syae.g_00523	Syaj.g_01025
OG0000271	Syae.g_00515	Syaj.g_01017
OG0000272	Syae.g_00514	Syaj.g_01016
OG0000273	Syae.g_00825	Syaj.g_00389
OG0000274	Syae.g_00826	Syaj.g_00388
OG0000275	Syae.g_00832	Syaj.g_00384
OG0000276	Syae.g_00839	Syaj.g_00377
OG0000277	Syae.g_00840	Syaj.g_00376
OG0000278	Syae.g_00843	Syaj.g_00373
OG0000279	Syae.g_00851	Syaj.g_00357
OG0000280	Syae.g_00877	Syaj.g_00348
OG0000281	Syae.g_02057	Syaj.g_02670
OG0000282	Syae.g_00573	Syaj.g_00743
OG0000283	Syae.g_00321	Syaj.g_00790
OG0000284	Syae.g_00327	Syaj.g_00930
OG0000285	Syae.g_00340	Syaj.g_00917
OG0000286	Syae.g_00359	Syaj.g_00899
OG0000287	Syae.g_00387	Syaj.g_00849
OG0000288	Syae.g_00419	Syaj.g_00815
OG0000289	Syae.g_00433	Syaj.g_00800
OG0000290	Syae.g_00796	Syaj.g_00424
OG0000291	Syae.g_00794	Syaj.g_00426
OG0000292	Syae.g_01705	Syaj.g_02255
OG0000293	Syae.g_00938	Syaj.g_00290
OG0000294	Syae.g_00937	Syaj.g_00291
OG0000295	Syae.g_00893	Syaj.g_00330
OG0000296	Syae.g_00891	Syaj.g_00332
OG0000297	Syae.g_00645	Syaj.g_00639
OG0000298	Syae.g_00646	Syaj.g_00638
OG0000299	Syae.g_00680	Syaj.g_00592
OG0000300	Syae.g_00686	Syaj.g_00586
OG0000301	Syae.g_00687	Syaj.g_00585
OG0000302	Syae.g_00691	Syaj.g_00582
OG0000303	Syae.g_00700	Syaj.g_00572
OG0000304	Syae.g_00706	Syaj.g_00566
OG0000305	Syae.g_00791	Syaj.g_00429
OG0000306	Syae.g_00277	Syaj.g_01126
OG0000307	Syae.g_02290	Syaj.g_00051
OG0000308	Syae.g_02288	Syaj.g_00049
OG0000309	Syae.g_02283	Syaj.g_00044
OG0000310	Syae.g_02687	Syaj.g_01358
OG0000311	Syae.g_02682	Syaj.g_01362
OG0000312	Syae.g_02664	Syaj.g_01368
OG0000313	Syae.g_02647	Syaj.g_01386
OG0000314	Syae.g_02618	Syaj.g_01420
OG0000315	Syae.g_02609	Syaj.g_01430
OG0000316	Syae.g_01118	Syaj.g_01664
OG0000317	Syae.g_01160	Syaj.g_01715
OG0000318	Syae.g_01164	Syaj.g_01722
OG0000319	Syae.g_01181	Syaj.g_01741
OG0000320	Syae.g_01183	Syaj.g_01743
OG0000321	Syae.g_01184	Syaj.g_01744
OG0000322	Syae.g_01185	Syaj.g_01745
OG0000323	Syae.g_01200	Syaj.g_01760
OG0000324	Syae.g_01049	Syaj.g_01609
OG0000325	Syae.g_02033	Syaj.g_02638
OG0000326	Syae.g_02040	Syaj.g_02645
OG0000327	Syae.g_02080	Syaj.g_02693
OG0000328	Syae.g_02081	Syaj.g_02694
OG0000329	Syae.g_02099	Syaj.g_02712
OG0000330	Syae.g_02100	Syaj.g_02713
OG0000331	Syae.g_02101	Syaj.g_02714
OG0000332	Syae.g_02116	Syaj.g_02729
OG0000333	Syae.g_02119	Syaj.g_02732
OG0000334	Syae.g_02128	Syaj.g_02741
OG0000335	Syae.g_02132	Syaj.g_02746
OG0000336	Syae.g_02136	Syaj.g_02750
OG0000337	Syae.g_01879	Syaj.g_02466
OG0000338	Syae.g_01876	Syaj.g_02462
OG0000339	Syae.g_01869	Syaj.g_02455
OG0000340	Syae.g_01855	Syaj.g_02443
OG0000341	Syae.g_01853	Syaj.g_02441
OG0000342	Syae.g_01852	Syaj.g_02440
OG0000343	Syae.g_01848	Syaj.g_02437
OG0000344	Syae.g_01843	Syaj.g_02433
OG0000345	Syae.g_01833	Syaj.g_02421
OG0000346	Syae.g_01828	Syaj.g_02416
OG0000347	Syae.g_01805	Syaj.g_02383
OG0000348	Syae.g_01781	Syaj.g_02333
OG0000349	Syae.g_01763	Syaj.g_02314
OG0000350	Syae.g_02047	Syaj.g_02652
OG0000351	Syae.g_01684	Syaj.g_02234
OG0000352	Syae.g_01685	Syaj.g_02235
OG0000353	Syae.g_01711	Syaj.g_02261
OG0000354	Syae.g_02351	Syaj.g_00114
OG0000354	Syae.g_01731	Syaj.g_02281
OG0000355	Syae.g_01713	Syaj.g_02263
OG0000356	Syae.g_01714	Syaj.g_02264
OG0000357	Syae.g_01715	Syaj.g_02265
OG0000358	Syae.g_01719	Syaj.g_02269
OG0000359	Syae.g_01721	Syaj.g_02271
OG0000360	Syae.g_01722	Syaj.g_02272
OG0000361	Syae.g_01723	Syaj.g_02273
OG0000362	Syae.g_01725	Syaj.g_02275
OG0000363	Syae.g_01727	Syaj.g_02277
OG0000364	Syae.g_01728	Syaj.g_02278
OG0000365	Syae.g_01737	Syaj.g_02287
OG0000366	Syae.g_01738	Syaj.g_02288
OG0000367	Syae.g_01739	Syaj.g_02289
OG0000368	Syae.g_01741	Syaj.g_02291
OG0000369	Syae.g_01742	Syaj.g_02292
OG0000370	Syae.g_01743	Syaj.g_02293
OG0000371	Syae.g_01751	Syaj.g_02301
OG0000372	Syae.g_01756	Syaj.g_02307
OG0000373	Syae.g_01757	Syaj.g_02308
OG0000374	Syae.g_01758	Syaj.g_02309
OG0000375	Syae.g_01759	Syaj.g_02310
OG0000376	Syae.g_01761	Syaj.g_02312
OG0000377	Syae.g_01561	Syaj.g_02105
OG0000378	Syae.g_01553	Syaj.g_02091
OG0000379	Syae.g_01550	Syaj.g_02086
OG0000380	Syae.g_01281	Syaj.g_01815
OG0000381	Syae.g_01285	Syaj.g_01819
OG0000382	Syae.g_01322	Syaj.g_01836
OG0000383	Syae.g_01324	Syaj.g_01839
OG0000384	Syae.g_01325	Syaj.g_01840
OG0000385	Syae.g_01326	Syaj.g_01841
OG0000386	Syae.g_01327	Syaj.g_01842
OG0000387	Syae.g_01354	Syaj.g_01878
OG0000388	Syae.g_01358	Syaj.g_01882
OG0000389	Syae.g_01362	Syaj.g_01886
OG0000390	Syae.g_01378	Syaj.g_01904
OG0000391	Syae.g_01383	Syaj.g_01909
OG0000392	Syae.g_01389	Syaj.g_01918
OG0000393	Syae.g_01392	Syaj.g_01922
OG0000394	Syae.g_01393	Syaj.g_01923
OG0000395	Syae.g_01394	Syaj.g_01924
OG0000396	Syae.g_01397	Syaj.g_01928
OG0000397	Syae.g_01400	Syaj.g_01930
OG0000398	Syae.g_01405	Syaj.g_01935
OG0000399	Syae.g_01406	Syaj.g_01936
OG0000400	Syae.g_01407	Syaj.g_01937
OG0000401	Syae.g_01408	Syaj.g_01938
OG0000402	Syae.g_01410	Syaj.g_01940
OG0000403	Syae.g_01411	Syaj.g_01941
OG0000404	Syae.g_01412	Syaj.g_01943
OG0000405	Syae.g_01426	Syaj.g_01961
OG0000406	Syae.g_01430	Syaj.g_01966
OG0000407	Syae.g_01431	Syaj.g_01967
OG0000408	Syae.g_01433	Syaj.g_01970
OG0000409	Syae.g_01435	Syaj.g_01972
OG0000410	Syae.g_01436	Syaj.g_01973
OG0000411	Syae.g_01437	Syaj.g_01974
OG0000412	Syae.g_01438	Syaj.g_01975
OG0000413	Syae.g_01440	Syaj.g_01977
OG0000415	Syae.g_01441	Syaj.g_01978
OG0000416	Syae.g_01442	Syaj.g_01979
OG0000417	Syae.g_01443	Syaj.g_01980
OG0000418	Syae.g_01448	Syaj.g_01985
OG0000419	Syae.g_01450	Syaj.g_01987
OG0000420	Syae.g_01452	Syaj.g_01989
OG0000421	Syae.g_01457	Syaj.g_01994
OG0000422	Syae.g_01458	Syaj.g_01995
OG0000423	Syae.g_01459	Syaj.g_01996
OG0000424	Syae.g_01460	Syaj.g_01997
OG0000425	Syae.g_01461	Syaj.g_01998
OG0000426	Syae.g_01462	Syaj.g_01999
OG0000427	Syae.g_01463	Syaj.g_02000
OG0000428	Syae.g_01466	Syaj.g_02003
OG0000429	Syae.g_01468	Syaj.g_02005
OG0000430	Syae.g_01470	Syaj.g_02007
OG0000431	Syae.g_01473	Syaj.g_02010
OG0000432	Syae.g_01481	Syaj.g_02017
OG0000433	Syae.g_01484	Syaj.g_02020
OG0000434	Syae.g_01485	Syaj.g_02021
OG0000435	Syae.g_01486	Syaj.g_02023
OG0000436	Syae.g_01491	Syaj.g_02029
OG0000437	Syae.g_01492	Syaj.g_02030
OG0000438	Syae.g_01493	Syaj.g_02031
OG0000439	Syae.g_01495	Syaj.g_02033
OG0000440	Syae.g_01496	Syaj.g_02034
OG0000441	Syae.g_01501	Syaj.g_02038
OG0000442	Syae.g_01502	Syaj.g_02039
OG0000443	Syae.g_01503	Syaj.g_02040
OG0000444	Syae.g_01509	Syaj.g_02052
OG0000445	Syae.g_01510	Syaj.g_02053
OG0000446	Syae.g_01512	Syaj.g_02055
OG0000447	Syae.g_01517	Syaj.g_02058
OG0000448	Syae.g_01518	Syaj.g_02059
OG0000449	Syae.g_01519	Syaj.g_02060
OG0000450	Syae.g_01525	Syaj.g_02067
OG0000451	Syae.g_01526	Syaj.g_02068
OG0000452	Syae.g_01530	Syaj.g_02072
OG0000453	Syae.g_01531	Syaj.g_02073
OG0000454	Syae.g_01532	Syaj.g_02074
OG0000455	Syae.g_01533	Syaj.g_02075
OG0000456	Syae.g_01534	Syaj.g_02076
OG0000457	Syae.g_01536	Syaj.g_02078
OG0000458	Syae.g_01538	Syaj.g_02079
OG0000459	Syae.g_01539	Syaj.g_02080
OG0000460	Syae.g_02236	Syaj.g_02858
OG0000461	Syae.g_02024	Syaj.g_02623
OG0000462	Syae.g_02021	Syaj.g_02620
OG0000463	Syae.g_02020	Syaj.g_02619
OG0000464	Syae.g_02019	Syaj.g_02618
OG0000465	Syae.g_02018	Syaj.g_02617
OG0000466	Syae.g_02014	Syaj.g_02612
OG0000467	Syae.g_02012	Syaj.g_02610
OG0000468	Syae.g_02007	Syaj.g_02605
OG0000469	Syae.g_01992	Syaj.g_02590
OG0000470	Syae.g_01990	Syaj.g_02586
OG0000471	Syae.g_01989	Syaj.g_02585
OG0000472	Syae.g_01987	Syaj.g_02583
OG0000473	Syae.g_01985	Syaj.g_02581
OG0000474	Syae.g_01984	Syaj.g_02580
OG0000475	Syae.g_01983	Syaj.g_02579
OG0000476	Syae.g_01981	Syaj.g_02577
OG0000477	Syae.g_01975	Syaj.g_02571
OG0000478	Syae.g_01974	Syaj.g_02570
OG0000479	Syae.g_01973	Syaj.g_02569
OG0000480	Syae.g_01966	Syaj.g_02562
OG0000481	Syae.g_01964	Syaj.g_02560
OG0000482	Syae.g_01963	Syaj.g_02559
OG0000483	Syae.g_01959	Syaj.g_02555
OG0000484	Syae.g_01958	Syaj.g_02554
OG0000485	Syae.g_01957	Syaj.g_02553
OG0000486	Syae.g_01956	Syaj.g_02552
OG0000487	Syae.g_01950	Syaj.g_02546
OG0000488	Syae.g_01946	Syaj.g_02542
OG0000489	Syae.g_01936	Syaj.g_02529
OG0000490	Syae.g_01928	Syaj.g_02519
OG0000491	Syae.g_01927	Syaj.g_02517
OG0000492	Syae.g_01925	Syaj.g_02515
OG0000493	Syae.g_01924	Syaj.g_02514
OG0000494	Syae.g_01923	Syaj.g_02513
OG0000495	Syae.g_01922	Syaj.g_02512
OG0000496	Syae.g_01921	Syaj.g_02511
OG0000497	Syae.g_01920	Syaj.g_02510
OG0000498	Syae.g_01919	Syaj.g_02509
OG0000499	Syae.g_01918	Syaj.g_02508
OG0000500	Syae.g_01917	Syaj.g_02507
OG0000501	Syae.g_01914	Syaj.g_02504
OG0000502	Syae.g_01902	Syaj.g_02492
OG0000503	Syae.g_02192	Syaj.g_02805
OG0000504	Syae.g_02194	Syaj.g_02807
OG0000505	Syae.g_02195	Syaj.g_02808
OG0000506	Syae.g_02197	Syaj.g_02810
OG0000507	Syae.g_02203	Syaj.g_02816
OG0000508	Syae.g_02207	Syaj.g_02820
OG0000509	Syae.g_02209	Syaj.g_02822
OG0000510	Syae.g_02210	Syaj.g_02823
OG0000511	Syae.g_02211	Syaj.g_02824
OG0000512	Syae.g_02213	Syaj.g_02826
OG0000513	Syae.g_02223	Syaj.g_02833
OG0000514	Syae.g_02229	Syaj.g_02839
OG0000515	Syae.g_02230	Syaj.g_02840
OG0000516	Syae.g_01000	Syaj.g_01561
OG0000517	Syae.g_00995	Syaj.g_01556
OG0000518	Syae.g_00983	Syaj.g_01544
OG0000519	Syae.g_00982	Syaj.g_01543
OG0000520	Syae.g_00981	Syaj.g_01542
OG0000521	Syae.g_02491	Syaj.g_00271
OG0000522	Syae.g_02493	Syaj.g_00273
OG0000523	Syae.g_02494	Syaj.g_00274
OG0000524	Syae.g_02501	Syaj.g_01485
OG0000525	Syae.g_02520	Syaj.g_01454
OG0000526	Syae.g_02523	Syaj.g_01451
OG0000527	Syae.g_02528	Syaj.g_01446
OG0000528	Syae.g_02304	Syaj.g_00065
OG0000529	Syae.g_02310	Syaj.g_00073
OG0000530	Syae.g_02313	Syaj.g_00076
OG0000531	Syae.g_02314	Syaj.g_00077
OG0000532	Syae.g_02317	Syaj.g_00080
OG0000533	Syae.g_02318	Syaj.g_00081
OG0000534	Syae.g_02319	Syaj.g_00082
OG0000535	Syae.g_02320	Syaj.g_00083
OG0000536	Syae.g_02321	Syaj.g_00084
OG0000537	Syae.g_02322	Syaj.g_00085
OG0000538	Syae.g_02333	Syaj.g_00096
OG0000539	Syae.g_02334	Syaj.g_00097
OG0000540	Syae.g_02335	Syaj.g_00098
OG0000541	Syae.g_02336	Syaj.g_00099
OG0000542	Syae.g_02339	Syaj.g_00102
