Orthogroup	Syae	Pran
OG0000411	Syae.g_01437	Pran.g_00278
OG0000412	Syae.g_01438	Pran.g_00277
OG0000413	Syae.g_01440	Pran.g_00276
OG0000415	Syae.g_01441	Pran.g_00274
OG0000416	Syae.g_01442	Pran.g_00273
OG0000417	Syae.g_01443	Pran.g_00272
OG0000418	Syae.g_01448	Pran.g_00267
OG0000419	Syae.g_01450	Pran.g_00265
OG0000420	Syae.g_01452	Pran.g_00264
OG0000421	Syae.g_01457	Pran.g_00259
OG0000422	Syae.g_01458	Pran.g_00258
OG0000423	Syae.g_01459	Pran.g_00257
OG0000424	Syae.g_01460	Pran.g_00256
OG0000425	Syae.g_01461	Pran.g_00255
OG0000426	Syae.g_01462	Pran.g_00254
OG0000427	Syae.g_01463	Pran.g_00253
OG0000428	Syae.g_01466	Pran.g_00251
OG0000429	Syae.g_01468	Pran.g_00250
OG0000430	Syae.g_01470	Pran.g_00249
OG0000431	Syae.g_01473	Pran.g_00247
OG0000432	Syae.g_01481	Pran.g_00244
OG0000433	Syae.g_01484	Pran.g_00243
OG0000434	Syae.g_01485	Pran.g_00242
OG0000435	Syae.g_01486	Pran.g_00241
OG0000436	Syae.g_01491	Pran.g_00236
OG0000437	Syae.g_01492	Pran.g_00235
OG0000438	Syae.g_01493	Pran.g_00234
OG0000439	Syae.g_01495	Pran.g_00232
OG0000440	Syae.g_01496	Pran.g_00231
OG0000441	Syae.g_01501	Pran.g_00228
OG0000442	Syae.g_01502	Pran.g_00227
OG0000443	Syae.g_01503	Pran.g_00226
OG0000444	Syae.g_01509	Pran.g_00221
OG0000445	Syae.g_01510	Pran.g_00220
OG0000446	Syae.g_01512	Pran.g_00219
OG0000447	Syae.g_01517	Pran.g_00218
OG0000448	Syae.g_01518	Pran.g_00217
OG0000449	Syae.g_01519	Pran.g_00216
OG0000450	Syae.g_01525	Pran.g_00215
OG0000451	Syae.g_01526	Pran.g_00214
OG0000452	Syae.g_01530	Pran.g_00211
OG0000453	Syae.g_01531	Pran.g_00210
OG0000454	Syae.g_01532	Pran.g_00209
OG0000455	Syae.g_01533	Pran.g_00208
OG0000456	Syae.g_01534	Pran.g_00207
OG0000457	Syae.g_01536	Pran.g_00206
OG0000458	Syae.g_01538	Pran.g_00205
OG0000459	Syae.g_01539	Pran.g_00204
OG0000460	Syae.g_02236	Pran.g_00197
OG0000461	Syae.g_02024	Pran.g_01950
OG0000462	Syae.g_02021	Pran.g_01948
OG0000463	Syae.g_02020	Pran.g_01947
OG0000464	Syae.g_02019	Pran.g_01946
OG0000465	Syae.g_02018	Pran.g_01945
OG0000466	Syae.g_02014	Pran.g_01942
OG0000467	Syae.g_02012	Pran.g_01941
OG0000468	Syae.g_02007	Pran.g_01939
OG0000469	Syae.g_01992	Pran.g_01931
OG0000470	Syae.g_01990	Pran.g_01929
OG0000471	Syae.g_01989	Pran.g_01928
OG0000472	Syae.g_01987	Pran.g_01927
OG0000473	Syae.g_01985	Pran.g_01925
OG0000474	Syae.g_01984	Pran.g_01924
OG0000475	Syae.g_01983	Pran.g_01923
OG0000476	Syae.g_01981	Pran.g_01922
OG0000477	Syae.g_01975	Pran.g_01919
OG0000478	Syae.g_01974	Pran.g_01918
OG0000479	Syae.g_01973	Pran.g_01917
OG0000480	Syae.g_01966	Pran.g_01912
OG0000481	Syae.g_01964	Pran.g_01910
OG0000482	Syae.g_01963	Pran.g_01909
OG0000483	Syae.g_01959	Pran.g_01906
OG0000484	Syae.g_01958	Pran.g_01905
OG0000485	Syae.g_01957	Pran.g_01904
OG0000486	Syae.g_01956	Pran.g_01903
OG0000487	Syae.g_01950	Pran.g_01899
OG0000488	Syae.g_01946	Pran.g_01896
OG0000489	Syae.g_01936	Pran.g_01891
OG0000490	Syae.g_01928	Pran.g_01886
OG0000491	Syae.g_01927	Pran.g_01885
OG0000492	Syae.g_01925	Pran.g_01883
OG0000493	Syae.g_01924	Pran.g_01882
OG0000494	Syae.g_01923	Pran.g_01881
OG0000495	Syae.g_01922	Pran.g_01880
OG0000496	Syae.g_01921	Pran.g_01879
OG0000497	Syae.g_01920	Pran.g_01878
OG0000498	Syae.g_01919	Pran.g_01877
OG0000499	Syae.g_01918	Pran.g_01876
OG0000500	Syae.g_01917	Pran.g_01875
OG0000501	Syae.g_01914	Pran.g_01873
OG0000502	Syae.g_01902	Pran.g_01870
OG0000503	Syae.g_02192	Pran.g_01860
OG0000504	Syae.g_02194	Pran.g_01859
OG0000505	Syae.g_02195	Pran.g_01858
OG0000506	Syae.g_02197	Pran.g_01857
OG0000507	Syae.g_02203	Pran.g_01854
OG0000508	Syae.g_02207	Pran.g_01850
OG0000509	Syae.g_02209	Pran.g_01848
OG0000510	Syae.g_02210	Pran.g_01847
OG0000511	Syae.g_02211	Pran.g_01846
OG0000512	Syae.g_02213	Pran.g_01844
OG0000513	Syae.g_02223	Pran.g_01837
OG0000514	Syae.g_02229	Pran.g_01749
OG0000515	Syae.g_02230	Pran.g_01748
OG0000516	Syae.g_01000	Pran.g_01747
OG0000517	Syae.g_00995	Pran.g_01745
OG0000518	Syae.g_00983	Pran.g_01734
OG0000519	Syae.g_00982	Pran.g_01733
OG0000520	Syae.g_00981	Pran.g_01729
OG0000521	Syae.g_02491	Pran.g_01724
OG0000522	Syae.g_02493	Pran.g_01723
OG0000523	Syae.g_02494	Pran.g_01722
OG0000524	Syae.g_02501	Pran.g_01717
OG0000525	Syae.g_02520	Pran.g_01714
OG0000526	Syae.g_02523	Pran.g_01713
OG0000527	Syae.g_02528	Pran.g_01705
OG0000528	Syae.g_02304	Pran.g_01700
OG0000529	Syae.g_02310	Pran.g_01697
OG0000530	Syae.g_02313	Pran.g_01694
OG0000531	Syae.g_02314	Pran.g_01693
OG0000532	Syae.g_02317	Pran.g_01691
OG0000533	Syae.g_02318	Pran.g_01690
OG0000534	Syae.g_02319	Pran.g_01689
OG0000535	Syae.g_02320	Pran.g_01688
OG0000536	Syae.g_02321	Pran.g_01687
OG0000537	Syae.g_02322	Pran.g_01686
OG0000538	Syae.g_02333	Pran.g_01678
OG0000539	Syae.g_02334	Pran.g_01677
OG0000540	Syae.g_02335	Pran.g_01676
OG0000541	Syae.g_02336	Pran.g_01675
OG0000542	Syae.g_02339	Pran.g_01673
OG0000543	Syae.g_02341	Pran.g_01671
OG0000544	Syae.g_02342	Pran.g_01670
OG0000545	Syae.g_02344	Pran.g_01668
OG0000546	Syae.g_02346	Pran.g_01665
OG0000547	Syae.g_02348	Pran.g_01663
OG0000548	Syae.g_02349	Pran.g_01662
OG0000549	Syae.g_02354	Pran.g_01660
OG0000550	Syae.g_02358	Pran.g_01655
OG0000551	Syae.g_02363	Pran.g_01651
OG0000552	Syae.g_02364	Pran.g_01650
OG0000553	Syae.g_02366	Pran.g_01649
OG0000554	Syae.g_02375	Pran.g_01644
OG0000555	Syae.g_02390	Pran.g_01636
OG0000556	Syae.g_02394	Pran.g_01634
OG0000557	Syae.g_02398	Pran.g_01633
OG0000558	Syae.g_02400	Pran.g_01631
OG0000559	Syae.g_02404	Pran.g_01627
OG0000560	Syae.g_02407	Pran.g_01624
OG0000561	Syae.g_02408	Pran.g_01623
OG0000562	Syae.g_02409	Pran.g_01622
OG0000563	Syae.g_02410	Pran.g_01621
OG0000564	Syae.g_02411	Pran.g_01620
OG0000565	Syae.g_02414	Pran.g_01617
OG0000566	Syae.g_02418	Pran.g_01614
OG0000567	Syae.g_02422	Pran.g_01610
OG0000568	Syae.g_02427	Pran.g_01609
OG0000569	Syae.g_02428	Pran.g_01608
OG0000570	Syae.g_02429	Pran.g_01607
OG0000571	Syae.g_02433	Pran.g_01605
OG0000572	Syae.g_02448	Pran.g_01592
OG0000573	Syae.g_02456	Pran.g_01586
OG0000574	Syae.g_02457	Pran.g_01585
OG0000575	Syae.g_02461	Pran.g_01581
OG0000576	Syae.g_02463	Pran.g_01579
OG0000577	Syae.g_02464	Pran.g_01578
OG0000578	Syae.g_02465	Pran.g_01577
OG0000579	Syae.g_02466	Pran.g_01576
OG0000580	Syae.g_02467	Pran.g_01575
OG0000581	Syae.g_02473	Pran.g_01573
OG0000582	Syae.g_00018	Pran.g_01570
