Orthogroup	Syae	Syak
OG0000109	Syae.g_02324	Syak.g_02590
OG0000110	Syae.g_02435	Syak.g_02698
OG0000111	Syae.g_00783	Syak.g_00725
OG0000112	Syae.g_00351	Syak.g_00512
OG0000113	Syae.g_00494	Syak.g_00461
OG0000114	Syae.g_00575	Syak.g_00373, Syak.g_00065
OG0000115	Syae.g_02631	Syak.g_01066
OG0000116	Syae.g_00939	Syak.g_00911
OG0000117	Syae.g_00647	Syak.g_00846
OG0000118	Syae.g_02479	Syak.g_00954
OG0000119	Syae.g_00904	Syak.g_00917
OG0000120	Syae.g_01912	Syak.g_01526
OG0000121	Syae.g_02649	Syak.g_01044
OG0000122	Syae.g_00112	Syak.g_00081
OG0000123	Syae.g_02131	Syak.g_01299
OG0000124	Syae.g_01809	Syak.g_01692
OG0000125	Syae.g_01573	Syak.g_01934
OG0000126	Syae.g_01706	Syak.g_01801
OG0000128	Syae.g_01724	Syak.g_01782
OG0000129	Syae.g_01562	Syak.g_01947
OG0000130	Syae.g_01284	Syak.g_02255
OG0000131	Syae.g_01428	Syak.g_02128
OG0000132	Syae.g_01447	Syak.g_02108
OG0000133	Syae.g_00356	Syak.g_00507
OG0000134	Syae.g_02222	Syak.g_01212
OG0000135	Syae.g_01608	Syak.g_01897
OG0000136	Syae.g_00989	Syak.g_01186
OG0000137	Syae.g_02530	Syak.g_01118
OG0000138	Syae.g_02325	Syak.g_02591
OG0000139	Syae.g_02380	Syak.g_02646
OG0000140	Syae.g_02383	Syak.g_02650
OG0000141	Syae.g_00016	Syak.g_02746
OG0000142	Syae.g_00074	Syak.g_00035
OG0000143	Syae.g_00078	Syak.g_00039
OG0000144	Syae.g_00261	Syak.g_00260
OG0000145	Syae.g_02331	Syak.g_02598
OG0000146	Syae.g_00350	Syak.g_00514
OG0000147	Syae.g_00349	Syak.g_00515
OG0000148	Syae.g_00500	Syak.g_00455
OG0000149	Syae.g_00847	Syak.g_00596
OG0000150	Syae.g_00017	Syak.g_02747
OG0000151	Syae.g_00563	Syak.g_00387
OG0000152	Syae.g_00360	Syak.g_00503
OG0000153	Syae.g_00394	Syak.g_00470
OG0000154	Syae.g_00420	Syak.g_00645
OG0000155	Syae.g_00885	Syak.g_00855
OG0000156	Syae.g_00945	Syak.g_00919
OG0000157	Syae.g_00946	Syak.g_00920
OG0000158	Syae.g_01858	Syak.g_01624
OG0000160	Syae.g_02650	Syak.g_01043
OG0000161	Syae.g_02644	Syak.g_01050
OG0000162	Syae.g_02638	Syak.g_01058
OG0000163	Syae.g_01092	Syak.g_02478
OG0000164	Syae.g_01198	Syak.g_02384
OG0000165	Syae.g_01021	Syak.g_02374
OG0000166	Syae.g_02085	Syak.g_01345
OG0000167	Syae.g_01874	Syak.g_01561
OG0000168	Syae.g_01856	Syak.g_01625
OG0000169	Syae.g_01841	Syak.g_01637
OG0000170	Syae.g_01834	Syak.g_01644
OG0000171	Syae.g_01810	Syak.g_01691
OG0000172	Syae.g_01788	Syak.g_01713
OG0000173	Syae.g_01770	Syak.g_01733
OG0000174	Syae.g_01610	Syak.g_01895
OG0000175	Syae.g_01679	Syak.g_01827
OG0000176	Syae.g_01716	Syak.g_01790
OG0000177	Syae.g_01717	Syak.g_01789
OG0000178	Syae.g_01718	Syak.g_01788
OG0000179	Syae.g_01733	Syak.g_01773
OG0000180	Syae.g_01734	Syak.g_01772
OG0000181	Syae.g_01735	Syak.g_01771
OG0000182	Syae.g_01736	Syak.g_01770
OG0000183	Syae.g_01740	Syak.g_01766
OG0000184	Syae.g_01554	Syak.g_01955
OG0000185	Syae.g_01551	Syak.g_01971
OG0000186	Syae.g_01279	Syak.g_02258
OG0000187	Syae.g_01280	Syak.g_02257
OG0000188	Syae.g_01323	Syak.g_02235
OG0000189	Syae.g_01350	Syak.g_02203
OG0000190	Syae.g_01352	Syak.g_01575
OG0000191	Syae.g_01384	Syak.g_02171
OG0000192	Syae.g_01390	Syak.g_02165
OG0000193	Syae.g_01429	Syak.g_02127
OG0000194	Syae.g_01432	Syak.g_02124
OG0000195	Syae.g_01434	Syak.g_02122
OG0000196	Syae.g_01444	Syak.g_02111
OG0000197	Syae.g_01445	Syak.g_02110
OG0000198	Syae.g_01446	Syak.g_02109
OG0000199	Syae.g_01454	Syak.g_02100
OG0000200	Syae.g_01471	Syak.g_02083
OG0000201	Syae.g_01487	Syak.g_02068
OG0000202	Syae.g_01488	Syak.g_02067
OG0000203	Syae.g_01489	Syak.g_02066
OG0000204	Syae.g_01490	Syak.g_02065
OG0000205	Syae.g_01497	Syak.g_02058
OG0000206	Syae.g_01504	Syak.g_02038
OG0000207	Syae.g_01506	Syak.g_02025
OG0000208	Syae.g_01507	Syak.g_02024
OG0000209	Syae.g_01528	Syak.g_01995
OG0000210	Syae.g_01529	Syak.g_01994
OG0000211	Syae.g_02234	Syak.g_02300
OG0000212	Syae.g_02244	Syak.g_02311
OG0000213	Syae.g_02003	Syak.g_01425
OG0000214	Syae.g_01986	Syak.g_01442
OG0000215	Syae.g_01955	Syak.g_01474
OG0000216	Syae.g_01951	Syak.g_01478
OG0000217	Syae.g_01947	Syak.g_01482
OG0000218	Syae.g_01945	Syak.g_01484
OG0000219	Syae.g_01944	Syak.g_01485
OG0000220	Syae.g_01943	Syak.g_01486
OG0000221	Syae.g_01937	Syak.g_01498
OG0000222	Syae.g_01926	Syak.g_01512
OG0000223	Syae.g_01904	Syak.g_01531
OG0000224	Syae.g_01897	Syak.g_01532
OG0000225	Syae.g_02208	Syak.g_01230
OG0000226	Syae.g_02212	Syak.g_01226
OG0000227	Syae.g_02214	Syak.g_01224
OG0000228	Syae.g_02218	Syak.g_01216
OG0000229	Syae.g_00994	Syak.g_01191
OG0000230	Syae.g_00992	Syak.g_01189
OG0000231	Syae.g_00980	Syak.g_01176
OG0000232	Syae.g_02496	Syak.g_01156
OG0000233	Syae.g_02504	Syak.g_01145
OG0000234	Syae.g_02532	Syak.g_01116
OG0000235	Syae.g_02308	Syak.g_02573
OG0000236	Syae.g_02323	Syak.g_02589
OG0000237	Syae.g_02340	Syak.g_02607
OG0000238	Syae.g_02345	Syak.g_02612
OG0000239	Syae.g_02360	Syak.g_02628
OG0000240	Syae.g_02361	Syak.g_02629
OG0000241	Syae.g_00065	Syak.g_00027
OG0000242	Syae.g_02372	Syak.g_02638
OG0000243	Syae.g_02391	Syak.g_02658
OG0000244	Syae.g_02399	Syak.g_02665
OG0000245	Syae.g_02401	Syak.g_02667
OG0000246	Syae.g_02405	Syak.g_02671
OG0000247	Syae.g_02416	Syak.g_02681
OG0000248	Syae.g_02419	Syak.g_02684
OG0000249	Syae.g_02421	Syak.g_02686
OG0000250	Syae.g_02431	Syak.g_02694
OG0000251	Syae.g_02455	Syak.g_02722
OG0000252	Syae.g_02458	Syak.g_02725
OG0000253	Syae.g_02459	Syak.g_02727
OG0000254	Syae.g_00021	Syak.g_02752
OG0000255	Syae.g_00041	Syak.g_02772
OG0000256	Syae.g_00058	Syak.g_00020
OG0000257	Syae.g_00064	Syak.g_00026
OG0000258	Syae.g_00083	Syak.g_00044
OG0000259	Syae.g_00608	Syak.g_00334
OG0000260	Syae.g_00603	Syak.g_00338
OG0000261	Syae.g_00600	Syak.g_00348
OG0000262	Syae.g_00595	Syak.g_00353
OG0000263	Syae.g_00671	Syak.g_00828
OG0000264	Syae.g_00761	Syak.g_00698
OG0000265	Syae.g_00932, Syae.g_00226	Syak.g_00211
OG0000267	Syae.g_00304	Syak.g_00555
OG0000268	Syae.g_00308	Syak.g_00554
OG0000269	Syae.g_00526	Syak.g_00429
OG0000270	Syae.g_00523	Syak.g_00432
OG0000271	Syae.g_00515	Syak.g_00440
OG0000272	Syae.g_00514	Syak.g_00441
OG0000274	Syae.g_00826	Syak.g_00615
OG0000275	Syae.g_00832	Syak.g_00611
OG0000276	Syae.g_00839	Syak.g_00604
OG0000277	Syae.g_00840	Syak.g_00603
OG0000278	Syae.g_00843	Syak.g_00600
OG0000279	Syae.g_00851	Syak.g_00592
OG0000280	Syae.g_00877	Syak.g_00582
OG0000281	Syae.g_02057	Syak.g_00339
OG0000282	Syae.g_00573	Syak.g_00375
OG0000283	Syae.g_00321	Syak.g_00541
OG0000284	Syae.g_00327	Syak.g_00536
OG0000285	Syae.g_00340	Syak.g_00523
OG0000286	Syae.g_00359	Syak.g_00504
OG0000287	Syae.g_00387	Syak.g_00477
OG0000288	Syae.g_00419	Syak.g_00644
OG0000289	Syae.g_00433	Syak.g_00659
OG0000290	Syae.g_00796	Syak.g_00738
OG0000291	Syae.g_00794	Syak.g_00734, Syak.g_00737
OG0000292	Syae.g_01705	Syak.g_01802
OG0000293	Syae.g_00938	Syak.g_00910
OG0000294	Syae.g_00937	Syak.g_00909
OG0000295	Syae.g_00893	Syak.g_00863
OG0000296	Syae.g_00891	Syak.g_00861
OG0000297	Syae.g_00645	Syak.g_00848
OG0000298	Syae.g_00646	Syak.g_00847
OG0000299	Syae.g_00680	Syak.g_00820
OG0000300	Syae.g_00686	Syak.g_00813
OG0000301	Syae.g_00687	Syak.g_00812
OG0000302	Syae.g_00691	Syak.g_00811
OG0000303	Syae.g_00700	Syak.g_00674
OG0000304	Syae.g_00706	Syak.g_00680
OG0000305	Syae.g_00791	Syak.g_00732
OG0000306	Syae.g_00277	Syak.g_00094
OG0000307	Syae.g_02290	Syak.g_02556
OG0000308	Syae.g_02288	Syak.g_02554
OG0000309	Syae.g_02283	Syak.g_02549
OG0000310	Syae.g_02687	Syak.g_00994
OG0000311	Syae.g_02682	Syak.g_00999
OG0000312	Syae.g_02664	Syak.g_01028
OG0000313	Syae.g_02647	Syak.g_01046
OG0000314	Syae.g_02618	Syak.g_01079
OG0000315	Syae.g_02609	Syak.g_01090
OG0000316	Syae.g_01118	Syak.g_02462
OG0000317	Syae.g_01160	Syak.g_02419
OG0000318	Syae.g_01164	Syak.g_02415
OG0000319	Syae.g_01181	Syak.g_02399
OG0000320	Syae.g_01183	Syak.g_02397
OG0000321	Syae.g_01184	Syak.g_02396
OG0000322	Syae.g_01185	Syak.g_02395
OG0000323	Syae.g_01200	Syak.g_02380
OG0000324	Syae.g_01049	Syak.g_02347
OG0000325	Syae.g_02033	Syak.g_01391
OG0000326	Syae.g_02040	Syak.g_01384
OG0000327	Syae.g_02080	Syak.g_01350
OG0000328	Syae.g_02081	Syak.g_01349
OG0000329	Syae.g_02099	Syak.g_01331
OG0000330	Syae.g_02100	Syak.g_01330
OG0000331	Syae.g_02101	Syak.g_01329
OG0000332	Syae.g_02116	Syak.g_01314
OG0000333	Syae.g_02119	Syak.g_01311
OG0000334	Syae.g_02128	Syak.g_01302
OG0000335	Syae.g_02132	Syak.g_01298
OG0000336	Syae.g_02136	Syak.g_01294
OG0000337	Syae.g_01879	Syak.g_01555
OG0000338	Syae.g_01876	Syak.g_01558
OG0000339	Syae.g_01869	Syak.g_01566
OG0000340	Syae.g_01855	Syak.g_01626
OG0000341	Syae.g_01853	Syak.g_01628
OG0000342	Syae.g_01852	Syak.g_01629
OG0000343	Syae.g_01848	Syak.g_01631
OG0000344	Syae.g_01843	Syak.g_01635
OG0000345	Syae.g_01833	Syak.g_01645
OG0000346	Syae.g_01828	Syak.g_01651
OG0000347	Syae.g_01805	Syak.g_01694
OG0000348	Syae.g_01781	Syak.g_01717
OG0000349	Syae.g_01763	Syak.g_01740
OG0000350	Syae.g_02047	Syak.g_01377
OG0000351	Syae.g_01684	Syak.g_01823
OG0000352	Syae.g_01685	Syak.g_01822
OG0000353	Syae.g_01711	Syak.g_01796
OG0000354	Syae.g_02351	Syak.g_02618
OG0000354	Syae.g_01731	Syak.g_01775
OG0000355	Syae.g_01713	Syak.g_01793
OG0000356	Syae.g_01714	Syak.g_01792
OG0000357	Syae.g_01715	Syak.g_01791
OG0000358	Syae.g_01719	Syak.g_01787
OG0000359	Syae.g_01721	Syak.g_01785
OG0000360	Syae.g_01722	Syak.g_01784
OG0000361	Syae.g_01723	Syak.g_01783
OG0000362	Syae.g_01725	Syak.g_01781
OG0000363	Syae.g_01727	Syak.g_01779
OG0000364	Syae.g_01728	Syak.g_01778
OG0000365	Syae.g_01737	Syak.g_01769
OG0000366	Syae.g_01738	Syak.g_01768
OG0000367	Syae.g_01739	Syak.g_01767
OG0000368	Syae.g_01741	Syak.g_01765
OG0000369	Syae.g_01742	Syak.g_01764
OG0000370	Syae.g_01743	Syak.g_01763
OG0000371	Syae.g_01751	Syak.g_01753
OG0000372	Syae.g_01756	Syak.g_01748
OG0000373	Syae.g_01757	Syak.g_01747
OG0000374	Syae.g_01758	Syak.g_01746
OG0000375	Syae.g_01759	Syak.g_01744
OG0000376	Syae.g_01761	Syak.g_01742
OG0000377	Syae.g_01561	Syak.g_01948
OG0000378	Syae.g_01553	Syak.g_01968
OG0000379	Syae.g_01550	Syak.g_01972
OG0000380	Syae.g_01281	Syak.g_02256
OG0000381	Syae.g_01285	Syak.g_02254
OG0000382	Syae.g_01322	Syak.g_02236
OG0000383	Syae.g_01324	Syak.g_02229
OG0000384	Syae.g_01325	Syak.g_02228
OG0000385	Syae.g_01326	Syak.g_02227
OG0000386	Syae.g_01327	Syak.g_02226
OG0000387	Syae.g_01354	Syak.g_02200
OG0000388	Syae.g_01358	Syak.g_02196
OG0000389	Syae.g_01362	Syak.g_02193, Syak.g_02345
OG0000390	Syae.g_01378	Syak.g_02177
OG0000391	Syae.g_01383	Syak.g_02172
OG0000392	Syae.g_01389	Syak.g_02166
OG0000393	Syae.g_01392	Syak.g_02163
OG0000394	Syae.g_01393	Syak.g_02162
OG0000395	Syae.g_01394	Syak.g_02161
OG0000396	Syae.g_01397	Syak.g_02158
OG0000397	Syae.g_01400	Syak.g_02156
OG0000398	Syae.g_01405	Syak.g_02151
OG0000399	Syae.g_01406	Syak.g_02150
OG0000400	Syae.g_01407	Syak.g_02149
OG0000401	Syae.g_01408	Syak.g_02148
OG0000402	Syae.g_01410	Syak.g_02146
OG0000403	Syae.g_01411	Syak.g_02145
OG0000404	Syae.g_01412	Syak.g_02143
OG0000405	Syae.g_01426	Syak.g_02131
OG0000406	Syae.g_01430	Syak.g_02126
OG0000407	Syae.g_01431	Syak.g_02125
OG0000408	Syae.g_01433	Syak.g_02123
OG0000409	Syae.g_01435	Syak.g_02121
OG0000410	Syae.g_01436	Syak.g_02120
OG0000411	Syae.g_01437	Syak.g_02119
OG0000412	Syae.g_01438	Syak.g_02118
OG0000413	Syae.g_01440	Syak.g_02116
OG0000415	Syae.g_01441	Syak.g_02114
OG0000416	Syae.g_01442	Syak.g_02113
OG0000417	Syae.g_01443	Syak.g_02112
OG0000418	Syae.g_01448	Syak.g_02107
OG0000419	Syae.g_01450	Syak.g_02105
OG0000420	Syae.g_01452	Syak.g_02103
OG0000421	Syae.g_01457	Syak.g_02097
OG0000422	Syae.g_01458	Syak.g_02096
OG0000423	Syae.g_01459	Syak.g_02095
OG0000424	Syae.g_01460	Syak.g_02094
OG0000425	Syae.g_01461	Syak.g_02093
OG0000426	Syae.g_01462	Syak.g_02092
OG0000427	Syae.g_01463	Syak.g_02091
OG0000428	Syae.g_01466	Syak.g_02088
OG0000429	Syae.g_01468	Syak.g_02086
OG0000430	Syae.g_01470	Syak.g_02084
OG0000431	Syae.g_01473	Syak.g_02081
OG0000432	Syae.g_01481	Syak.g_02075
OG0000433	Syae.g_01484	Syak.g_02073
OG0000434	Syae.g_01485	Syak.g_02072
OG0000435	Syae.g_01486	Syak.g_02071
OG0000436	Syae.g_01491	Syak.g_02064
OG0000437	Syae.g_01492	Syak.g_02063
OG0000438	Syae.g_01493	Syak.g_02062
OG0000439	Syae.g_01495	Syak.g_02060
OG0000440	Syae.g_01496	Syak.g_02059
OG0000441	Syae.g_01501	Syak.g_02053
OG0000442	Syae.g_01502	Syak.g_02043
OG0000443	Syae.g_01503	Syak.g_02041
OG0000444	Syae.g_01509	Syak.g_02022
OG0000445	Syae.g_01510	Syak.g_02015
OG0000446	Syae.g_01512	Syak.g_02013
OG0000447	Syae.g_01517	Syak.g_02006
OG0000448	Syae.g_01518	Syak.g_02005
OG0000449	Syae.g_01519	Syak.g_02004
OG0000450	Syae.g_01525	Syak.g_01998
OG0000451	Syae.g_01526	Syak.g_01997
OG0000452	Syae.g_01530	Syak.g_01993
OG0000453	Syae.g_01531	Syak.g_01992
OG0000454	Syae.g_01532	Syak.g_01991
OG0000455	Syae.g_01533	Syak.g_01990
OG0000456	Syae.g_01534	Syak.g_01989
OG0000457	Syae.g_01536	Syak.g_01987
OG0000458	Syae.g_01538	Syak.g_01986
OG0000459	Syae.g_01539	Syak.g_01985
OG0000460	Syae.g_02236	Syak.g_02303
OG0000461	Syae.g_02024	Syak.g_01402
OG0000462	Syae.g_02021	Syak.g_01405
OG0000463	Syae.g_02020	Syak.g_01406
OG0000464	Syae.g_02019	Syak.g_01407
OG0000465	Syae.g_02018	Syak.g_01409
OG0000466	Syae.g_02014	Syak.g_01414
OG0000467	Syae.g_02012	Syak.g_01416
OG0000468	Syae.g_02007	Syak.g_01421
OG0000469	Syae.g_01992	Syak.g_01436
OG0000470	Syae.g_01990	Syak.g_01438
OG0000471	Syae.g_01989	Syak.g_01439
OG0000472	Syae.g_01987	Syak.g_01441
OG0000473	Syae.g_01985	Syak.g_01443
OG0000474	Syae.g_01984	Syak.g_01444
OG0000475	Syae.g_01983	Syak.g_01445
OG0000476	Syae.g_01981	Syak.g_01447
OG0000477	Syae.g_01975	Syak.g_01453
OG0000478	Syae.g_01974	Syak.g_01454
OG0000479	Syae.g_01973	Syak.g_01455
OG0000480	Syae.g_01966	Syak.g_01462
OG0000481	Syae.g_01964	Syak.g_01464
OG0000482	Syae.g_01963	Syak.g_01465
OG0000483	Syae.g_01959	Syak.g_01469
OG0000484	Syae.g_01958	Syak.g_01470
OG0000485	Syae.g_01957	Syak.g_01472
OG0000486	Syae.g_01956	Syak.g_01473
OG0000487	Syae.g_01950	Syak.g_01479
OG0000488	Syae.g_01946	Syak.g_01483
OG0000489	Syae.g_01936	Syak.g_01499
OG0000490	Syae.g_01928	Syak.g_01507
OG0000491	Syae.g_01927	Syak.g_01511
OG0000492	Syae.g_01925	Syak.g_01513
OG0000493	Syae.g_01924	Syak.g_01514
OG0000494	Syae.g_01923	Syak.g_01515
OG0000495	Syae.g_01922	Syak.g_01516
OG0000496	Syae.g_01921	Syak.g_01517
OG0000497	Syae.g_01920	Syak.g_01518
OG0000498	Syae.g_01919	Syak.g_01519
OG0000499	Syae.g_01918	Syak.g_01520
OG0000500	Syae.g_01917	Syak.g_01521
OG0000501	Syae.g_01914	Syak.g_01524
OG0000502	Syae.g_01902	Syak.g_01538
OG0000503	Syae.g_02192	Syak.g_01246
OG0000504	Syae.g_02194	Syak.g_01244
OG0000505	Syae.g_02195	Syak.g_01243
OG0000506	Syae.g_02197	Syak.g_01241
OG0000507	Syae.g_02203	Syak.g_01235
OG0000508	Syae.g_02207	Syak.g_01231
OG0000509	Syae.g_02209	Syak.g_01229
OG0000510	Syae.g_02210	Syak.g_01228
OG0000511	Syae.g_02211	Syak.g_01227
OG0000512	Syae.g_02213	Syak.g_01225
OG0000513	Syae.g_02223	Syak.g_01211
OG0000514	Syae.g_02229	Syak.g_01204
OG0000515	Syae.g_02230	Syak.g_01203
OG0000516	Syae.g_01000	Syak.g_01199
OG0000517	Syae.g_00995	Syak.g_01192
OG0000518	Syae.g_00983	Syak.g_01180
OG0000519	Syae.g_00982	Syak.g_01179
OG0000520	Syae.g_00981	Syak.g_01178
OG0000521	Syae.g_02491	Syak.g_01167
OG0000522	Syae.g_02493	Syak.g_01163
OG0000523	Syae.g_02494	Syak.g_01162
OG0000524	Syae.g_02501	Syak.g_01149
OG0000525	Syae.g_02520	Syak.g_01130
OG0000526	Syae.g_02523	Syak.g_01127
OG0000527	Syae.g_02528	Syak.g_01120
OG0000528	Syae.g_02304	Syak.g_02570
OG0000529	Syae.g_02310	Syak.g_02575
OG0000530	Syae.g_02313	Syak.g_02578
OG0000531	Syae.g_02314	Syak.g_02579
OG0000532	Syae.g_02317	Syak.g_02582
OG0000533	Syae.g_02318	Syak.g_02584
OG0000534	Syae.g_02319	Syak.g_02585
OG0000535	Syae.g_02320	Syak.g_02586
OG0000536	Syae.g_02321	Syak.g_02587
OG0000537	Syae.g_02322	Syak.g_02588
OG0000538	Syae.g_02333	Syak.g_02600
OG0000539	Syae.g_02334	Syak.g_02601
OG0000540	Syae.g_02335	Syak.g_02602
OG0000541	Syae.g_02336	Syak.g_02603
OG0000542	Syae.g_02339	Syak.g_02606
OG0000543	Syae.g_02341	Syak.g_02608
OG0000544	Syae.g_02342	Syak.g_02609
OG0000545	Syae.g_02344	Syak.g_02611
OG0000546	Syae.g_02346	Syak.g_02613
OG0000547	Syae.g_02348	Syak.g_02615
OG0000548	Syae.g_02349	Syak.g_02616
OG0000549	Syae.g_02354	Syak.g_02622
OG0000550	Syae.g_02358	Syak.g_02626
OG0000551	Syae.g_02363	Syak.g_02631
OG0000552	Syae.g_02364	Syak.g_02632
OG0000553	Syae.g_02366	Syak.g_02636
OG0000554	Syae.g_02375	Syak.g_02641
OG0000555	Syae.g_02390	Syak.g_02657
OG0000556	Syae.g_02394	Syak.g_02661
OG0000557	Syae.g_02398	Syak.g_02663
OG0000558	Syae.g_02400	Syak.g_02666
OG0000559	Syae.g_02404	Syak.g_02670
OG0000560	Syae.g_02407	Syak.g_02672
OG0000561	Syae.g_02408	Syak.g_02673
OG0000562	Syae.g_02409	Syak.g_02674
OG0000563	Syae.g_02410	Syak.g_02675
OG0000564	Syae.g_02411	Syak.g_02676
OG0000565	Syae.g_02414	Syak.g_02679
OG0000566	Syae.g_02418	Syak.g_02683
OG0000567	Syae.g_02422	Syak.g_02687
OG0000568	Syae.g_02427	Syak.g_02690
OG0000569	Syae.g_02428	Syak.g_02691
OG0000570	Syae.g_02429	Syak.g_02692
