Orthogroup	Syae	Prah
OG0000117	Syae.g_00647	Prah.g_01257
OG0000118	Syae.g_02479	Prah.g_01378
OG0000119	Syae.g_00904	Prah.g_01007, Prah.g_01048
OG0000120	Syae.g_01912	Prah.g_02192
OG0000121	Syae.g_02649	Prah.g_00406
OG0000122	Syae.g_00112	Prah.g_01203
OG0000123	Syae.g_02131	Prah.g_01987
OG0000124	Syae.g_01809	Prah.g_00125
OG0000125	Syae.g_01573	Prah.g_02498
OG0000126	Syae.g_01706	Prah.g_02598
OG0000127	Syae.g_00720	Prah.g_01085
OG0000128	Syae.g_01724	Prah.g_00013
OG0000129	Syae.g_01562	Prah.g_02486
OG0000130	Syae.g_01284	Prah.g_01838
OG0000131	Syae.g_01428	Prah.g_02282
OG0000132	Syae.g_01447	Prah.g_02302
OG0000133	Syae.g_00356	Prah.g_02187
OG0000134	Syae.g_02222	Prah.g_00208
OG0000135	Syae.g_01608	Prah.g_02538
OG0000136	Syae.g_00989	Prah.g_00235
OG0000137	Syae.g_02530	Prah.g_00312
OG0000138	Syae.g_02325	Prah.g_01549
OG0000139	Syae.g_02380	Prah.g_01495
OG0000140	Syae.g_02383	Prah.g_01489
OG0000141	Syae.g_00016	Prah.g_01393
OG0000142	Syae.g_00074	Prah.g_00501
OG0000143	Syae.g_00078	Prah.g_00497
OG0000144	Syae.g_00261	Prah.g_00473
OG0000145	Syae.g_02331	Prah.g_01543
OG0000146	Syae.g_00350	Prah.g_00787
OG0000147	Syae.g_00349	Prah.g_00786
OG0000148	Syae.g_00500	Prah.g_00649
OG0000149	Syae.g_00847	Prah.g_00591
OG0000150	Syae.g_00017	Prah.g_00568
OG0000151	Syae.g_00563	Prah.g_00718
OG0000152	Syae.g_00360	Prah.g_00796
OG0000153	Syae.g_00394	Prah.g_00826
OG0000154	Syae.g_00420	Prah.g_00852
OG0000155	Syae.g_00885	Prah.g_01291
OG0000156	Syae.g_00945	Prah.g_01349
OG0000157	Syae.g_00946	Prah.g_01350
OG0000158	Syae.g_01858	Prah.g_02242
OG0000160	Syae.g_02650	Prah.g_00407
OG0000161	Syae.g_02644	Prah.g_00399
OG0000162	Syae.g_02638	Prah.g_00391
OG0000163	Syae.g_01092	Prah.g_01619
OG0000164	Syae.g_01198	Prah.g_01705
OG0000165	Syae.g_01021	Prah.g_01716
OG0000166	Syae.g_02085	Prah.g_02033
OG0000167	Syae.g_01874	Prah.g_02230
OG0000168	Syae.g_01856	Prah.g_02243
OG0000169	Syae.g_01841	Prah.g_00163
OG0000170	Syae.g_01834	Prah.g_00155
OG0000171	Syae.g_01810	Prah.g_00126
OG0000172	Syae.g_01788	Prah.g_00084
OG0000173	Syae.g_01770	Prah.g_00061
OG0000174	Syae.g_01610	Prah.g_02541
OG0000175	Syae.g_01679	Prah.g_02575
OG0000176	Syae.g_01716	Prah.g_00005
OG0000177	Syae.g_01717	Prah.g_00006
OG0000178	Syae.g_01718	Prah.g_00007
OG0000179	Syae.g_01733	Prah.g_00022
OG0000180	Syae.g_01734	Prah.g_00023
OG0000181	Syae.g_01735	Prah.g_00024
OG0000182	Syae.g_01736	Prah.g_00025
OG0000183	Syae.g_01740	Prah.g_00029
OG0000184	Syae.g_01554	Prah.g_02478
OG0000185	Syae.g_01551	Prah.g_02458
OG0000186	Syae.g_01279	Prah.g_01830
OG0000187	Syae.g_01280	Prah.g_01833
OG0000188	Syae.g_01323	Prah.g_01860
OG0000189	Syae.g_01350	Prah.g_01884
OG0000190	Syae.g_01352	Prah.g_01886
OG0000191	Syae.g_01384	Prah.g_00188
OG0000192	Syae.g_01390	Prah.g_00176, Prah.g_00180
OG0000193	Syae.g_01429	Prah.g_02283
OG0000194	Syae.g_01432	Prah.g_02286
OG0000195	Syae.g_01434	Prah.g_02288
OG0000196	Syae.g_01444	Prah.g_02299
OG0000197	Syae.g_01445	Prah.g_02300
OG0000198	Syae.g_01446	Prah.g_02301
OG0000199	Syae.g_01454	Prah.g_02308
OG0000200	Syae.g_01471	Prah.g_02324
OG0000201	Syae.g_01487	Prah.g_02352
OG0000202	Syae.g_01488	Prah.g_02353
OG0000203	Syae.g_01489	Prah.g_02354
OG0000204	Syae.g_01490	Prah.g_02355
OG0000205	Syae.g_01497	Prah.g_02362
OG0000206	Syae.g_01504	Prah.g_02371
OG0000207	Syae.g_01506	Prah.g_02420
OG0000208	Syae.g_01507	Prah.g_02419
OG0000209	Syae.g_01528	Prah.g_02400
OG0000210	Syae.g_01529	Prah.g_02399
OG0000211	Syae.g_02234	Prah.g_01782
OG0000212	Syae.g_02244	Prah.g_01772
OG0000213	Syae.g_02003	Prah.g_02101
OG0000214	Syae.g_01986	Prah.g_02118
OG0000215	Syae.g_01955	Prah.g_02148
OG0000217	Syae.g_01947	Prah.g_02155
OG0000218	Syae.g_01945	Prah.g_02157
OG0000219	Syae.g_01944	Prah.g_02158
OG0000220	Syae.g_01943	Prah.g_02159
OG0000221	Syae.g_01937	Prah.g_02166
OG0000222	Syae.g_01926	Prah.g_02174
OG0000223	Syae.g_01904	Prah.g_02197
OG0000224	Syae.g_01897	Prah.g_02207
OG0000225	Syae.g_02208	Prah.g_01921
OG0000226	Syae.g_02212	Prah.g_01917
OG0000227	Syae.g_02214	Prah.g_01915
OG0000228	Syae.g_02218	Prah.g_00204
OG0000229	Syae.g_00994	Prah.g_00230
OG0000230	Syae.g_00992	Prah.g_00232
OG0000231	Syae.g_00980	Prah.g_00251
OG0000232	Syae.g_02496	Prah.g_00261
OG0000233	Syae.g_02504	Prah.g_00294
OG0000234	Syae.g_02532	Prah.g_00313, Prah.g_00314
OG0000235	Syae.g_02308	Prah.g_01567
OG0000236	Syae.g_02323	Prah.g_01551
OG0000237	Syae.g_02340	Prah.g_01534
OG0000238	Syae.g_02345	Prah.g_01529
OG0000239	Syae.g_02360	Prah.g_01513
OG0000240	Syae.g_02361	Prah.g_01512
OG0000241	Syae.g_00065	Prah.g_01094
OG0000242	Syae.g_02372	Prah.g_00108, Prah.g_01503
OG0000243	Syae.g_02391	Prah.g_01476
OG0000244	Syae.g_02399	Prah.g_01472
OG0000245	Syae.g_02401	Prah.g_01469
OG0000246	Syae.g_02405	Prah.g_01465
OG0000247	Syae.g_02416	Prah.g_01454
OG0000248	Syae.g_02419	Prah.g_01451
OG0000249	Syae.g_02421	Prah.g_01449
OG0000250	Syae.g_02431	Prah.g_01443
OG0000251	Syae.g_02455	Prah.g_01417
OG0000252	Syae.g_02458	Prah.g_01414
OG0000253	Syae.g_02459	Prah.g_01408
OG0000254	Syae.g_00021	Prah.g_01389
OG0000255	Syae.g_00041	Prah.g_00530
OG0000256	Syae.g_00058	Prah.g_00516
OG0000257	Syae.g_00064	Prah.g_00509
OG0000258	Syae.g_00083	Prah.g_00486
OG0000259	Syae.g_00608	Prah.g_00457
OG0000260	Syae.g_00603	Prah.g_00454
OG0000261	Syae.g_00600	Prah.g_00451
OG0000262	Syae.g_00595	Prah.g_00445
OG0000263	Syae.g_00671	Prah.g_02413
OG0000264	Syae.g_00761	Prah.g_00974
OG0000265	Syae.g_00932, Syae.g_00226	Prah.g_00887
OG0000266	Syae.g_00457	Prah.g_00876
OG0000267	Syae.g_00304	Prah.g_00751
OG0000268	Syae.g_00308	Prah.g_00752
OG0000269	Syae.g_00526	Prah.g_00672
OG0000270	Syae.g_00523	Prah.g_00669
OG0000271	Syae.g_00515	Prah.g_00661
OG0000272	Syae.g_00514	Prah.g_00660
OG0000273	Syae.g_00825	Prah.g_00609
OG0000274	Syae.g_00826	Prah.g_00608
OG0000275	Syae.g_00832	Prah.g_00605
OG0000276	Syae.g_00839	Prah.g_00599
OG0000277	Syae.g_00840	Prah.g_00598
OG0000278	Syae.g_00843	Prah.g_00595
OG0000279	Syae.g_00851	Prah.g_00587
OG0000280	Syae.g_00877	Prah.g_00581
OG0000281	Syae.g_02057	Prah.g_00566
OG0000282	Syae.g_00573	Prah.g_00731
OG0000283	Syae.g_00321	Prah.g_00761
OG0000284	Syae.g_00327	Prah.g_00767
OG0000285	Syae.g_00340	Prah.g_01178
OG0000286	Syae.g_00359	Prah.g_00795
OG0000287	Syae.g_00387	Prah.g_01131
OG0000288	Syae.g_00419	Prah.g_00851
OG0000289	Syae.g_00433	Prah.g_00864
OG0000290	Syae.g_00796	Prah.g_00912
OG0000291	Syae.g_00794	Prah.g_00914
OG0000292	Syae.g_01705	Prah.g_02597
OG0000293	Syae.g_00938	Prah.g_01336
OG0000294	Syae.g_00937	Prah.g_01335
OG0000295	Syae.g_00893	Prah.g_01298
OG0000296	Syae.g_00891	Prah.g_01296
OG0000297	Syae.g_00645	Prah.g_01259
OG0000298	Syae.g_00646	Prah.g_01258
OG0000299	Syae.g_00680	Prah.g_01268
OG0000300	Syae.g_00686	Prah.g_01275
OG0000301	Syae.g_00687	Prah.g_01276
OG0000302	Syae.g_00691	Prah.g_01279
OG0000303	Syae.g_00700	Prah.g_01289
OG0000304	Syae.g_00706	Prah.g_01237, Prah.g_01238
OG0000305	Syae.g_00791	Prah.g_00918
OG0000306	Syae.g_00277	Prah.g_00560
OG0000307	Syae.g_02290	Prah.g_01584
OG0000308	Syae.g_02288	Prah.g_01586
OG0000309	Syae.g_02283	Prah.g_01590
OG0000310	Syae.g_02687	Prah.g_00428
OG0000311	Syae.g_02682	Prah.g_00424
OG0000312	Syae.g_02664	Prah.g_00420
OG0000313	Syae.g_02647	Prah.g_00402
OG0000314	Syae.g_02618	Prah.g_00371
OG0000315	Syae.g_02609	Prah.g_00361
OG0000316	Syae.g_01118	Prah.g_01631
OG0000317	Syae.g_01160	Prah.g_01672
OG0000318	Syae.g_01164	Prah.g_01677
OG0000319	Syae.g_01181	Prah.g_01694
OG0000320	Syae.g_01183	Prah.g_01696
OG0000321	Syae.g_01184	Prah.g_01697
OG0000322	Syae.g_01185	Prah.g_01698
OG0000323	Syae.g_01200	Prah.g_01710
OG0000324	Syae.g_01049	Prah.g_01744
OG0000325	Syae.g_02033	Prah.g_02071
OG0000326	Syae.g_02040	Prah.g_02064
OG0000327	Syae.g_02080	Prah.g_02038
OG0000328	Syae.g_02081	Prah.g_02037
OG0000329	Syae.g_02099	Prah.g_02020
OG0000330	Syae.g_02100	Prah.g_02019
OG0000331	Syae.g_02101	Prah.g_02018
OG0000332	Syae.g_02116	Prah.g_02003
OG0000333	Syae.g_02119	Prah.g_02001
OG0000334	Syae.g_02128	Prah.g_01991
OG0000335	Syae.g_02132	Prah.g_01986
OG0000336	Syae.g_02136	Prah.g_01982
OG0000337	Syae.g_01879	Prah.g_02224
OG0000338	Syae.g_01876	Prah.g_02227
OG0000339	Syae.g_01869	Prah.g_02234
OG0000340	Syae.g_01855	Prah.g_02244
OG0000341	Syae.g_01853	Prah.g_02246
OG0000342	Syae.g_01852	Prah.g_02247
OG0000343	Syae.g_01848	Prah.g_00168
OG0000344	Syae.g_01843	Prah.g_00165
OG0000345	Syae.g_01833	Prah.g_00154
OG0000346	Syae.g_01828	Prah.g_00149
OG0000347	Syae.g_01805	Prah.g_00089
OG0000348	Syae.g_01781	Prah.g_00078
OG0000349	Syae.g_01763	Prah.g_00053
OG0000350	Syae.g_02047	Prah.g_02533
OG0000351	Syae.g_01684	Prah.g_02578
OG0000352	Syae.g_01685	Prah.g_02579
OG0000353	Syae.g_01711	Prah.g_02603
OG0000354	Syae.g_02351	Prah.g_01523
OG0000354	Syae.g_01731	Prah.g_00020
OG0000355	Syae.g_01713	Prah.g_00002
OG0000356	Syae.g_01714	Prah.g_00003
OG0000357	Syae.g_01715	Prah.g_00004
OG0000358	Syae.g_01719	Prah.g_00008
OG0000359	Syae.g_01721	Prah.g_00010
OG0000360	Syae.g_01722	Prah.g_00011
OG0000361	Syae.g_01723	Prah.g_00012
OG0000362	Syae.g_01725	Prah.g_00014
OG0000363	Syae.g_01727	Prah.g_00016
OG0000364	Syae.g_01728	Prah.g_00017
OG0000365	Syae.g_01737	Prah.g_00026
OG0000366	Syae.g_01738	Prah.g_00027
OG0000367	Syae.g_01739	Prah.g_00028
OG0000368	Syae.g_01741	Prah.g_00030
OG0000369	Syae.g_01742	Prah.g_00031
OG0000370	Syae.g_01743	Prah.g_00032
OG0000371	Syae.g_01751	Prah.g_00041
OG0000372	Syae.g_01756	Prah.g_00046
OG0000373	Syae.g_01757	Prah.g_00047
OG0000374	Syae.g_01758	Prah.g_00048
OG0000375	Syae.g_01759	Prah.g_00049
OG0000376	Syae.g_01761	Prah.g_00051
OG0000377	Syae.g_01561	Prah.g_02485
OG0000378	Syae.g_01553	Prah.g_02471
OG0000379	Syae.g_01550	Prah.g_02457
OG0000380	Syae.g_01281	Prah.g_01834
OG0000381	Syae.g_01285	Prah.g_01839
OG0000382	Syae.g_01322	Prah.g_01859
OG0000383	Syae.g_01324	Prah.g_01861
OG0000384	Syae.g_01325	Prah.g_01862
OG0000385	Syae.g_01326	Prah.g_01863
OG0000386	Syae.g_01327	Prah.g_01864
OG0000387	Syae.g_01354	Prah.g_01888
OG0000388	Syae.g_01358	Prah.g_01892
OG0000389	Syae.g_01362	Prah.g_01896
OG0000390	Syae.g_01378	Prah.g_00194
OG0000391	Syae.g_01383	Prah.g_00189
OG0000392	Syae.g_01389	Prah.g_00183
OG0000393	Syae.g_01392	Prah.g_00175
OG0000394	Syae.g_01393	Prah.g_00174
OG0000395	Syae.g_01394	Prah.g_00173
OG0000396	Syae.g_01397	Prah.g_02252
OG0000397	Syae.g_01400	Prah.g_02254
OG0000398	Syae.g_01405	Prah.g_02259
OG0000399	Syae.g_01406	Prah.g_02260
OG0000400	Syae.g_01407	Prah.g_02261
OG0000401	Syae.g_01408	Prah.g_02262
OG0000402	Syae.g_01410	Prah.g_02264
OG0000403	Syae.g_01411	Prah.g_02265
OG0000405	Syae.g_01426	Prah.g_02280
OG0000406	Syae.g_01430	Prah.g_02284
OG0000407	Syae.g_01431	Prah.g_02285
OG0000408	Syae.g_01433	Prah.g_02287
OG0000409	Syae.g_01435	Prah.g_02289
OG0000410	Syae.g_01436	Prah.g_02290
OG0000411	Syae.g_01437	Prah.g_02291
OG0000412	Syae.g_01438	Prah.g_02292
OG0000413	Syae.g_01440	Prah.g_02294
OG0000415	Syae.g_01441	Prah.g_02296
OG0000416	Syae.g_01442	Prah.g_02297
OG0000417	Syae.g_01443	Prah.g_02298
OG0000418	Syae.g_01448	Prah.g_02303
OG0000419	Syae.g_01450	Prah.g_02305
OG0000420	Syae.g_01452	Prah.g_02306
OG0000421	Syae.g_01457	Prah.g_02310
OG0000422	Syae.g_01458	Prah.g_02311
OG0000423	Syae.g_01459	Prah.g_02312
OG0000424	Syae.g_01460	Prah.g_02313
OG0000425	Syae.g_01461	Prah.g_02314
OG0000426	Syae.g_01462	Prah.g_02315
OG0000427	Syae.g_01463	Prah.g_02316
OG0000428	Syae.g_01466	Prah.g_00709
OG0000429	Syae.g_01468	Prah.g_02321
OG0000430	Syae.g_01470	Prah.g_02323
OG0000431	Syae.g_01473	Prah.g_02334
OG0000432	Syae.g_01481	Prah.g_02341
OG0000433	Syae.g_01484	Prah.g_02344
OG0000434	Syae.g_01485	Prah.g_02345
OG0000435	Syae.g_01486	Prah.g_02350
OG0000436	Syae.g_01491	Prah.g_02356
OG0000437	Syae.g_01492	Prah.g_02357
OG0000438	Syae.g_01493	Prah.g_02358
OG0000439	Syae.g_01495	Prah.g_02360
OG0000440	Syae.g_01496	Prah.g_02361
OG0000441	Syae.g_01501	Prah.g_02364
OG0000442	Syae.g_01502	Prah.g_02365
OG0000443	Syae.g_01503	Prah.g_02370
OG0000444	Syae.g_01509	Prah.g_02418
OG0000445	Syae.g_01510	Prah.g_02417
OG0000446	Syae.g_01512	Prah.g_02415
OG0000447	Syae.g_01517	Prah.g_02411
OG0000448	Syae.g_01518	Prah.g_02410
OG0000449	Syae.g_01519	Prah.g_02409
OG0000450	Syae.g_01525	Prah.g_02403
OG0000451	Syae.g_01526	Prah.g_02402
OG0000452	Syae.g_01530	Prah.g_02398
OG0000453	Syae.g_01531	Prah.g_02397
OG0000454	Syae.g_01532	Prah.g_02396
OG0000455	Syae.g_01533	Prah.g_02395
OG0000456	Syae.g_01534	Prah.g_02394
OG0000457	Syae.g_01536	Prah.g_02392
OG0000458	Syae.g_01538	Prah.g_02391
OG0000459	Syae.g_01539	Prah.g_02390
OG0000460	Syae.g_02236	Prah.g_01781
OG0000461	Syae.g_02024	Prah.g_02074
OG0000462	Syae.g_02021	Prah.g_02078
OG0000463	Syae.g_02020	Prah.g_02079
OG0000464	Syae.g_02019	Prah.g_02080
OG0000465	Syae.g_02018	Prah.g_02082
OG0000466	Syae.g_02014	Prah.g_02087
OG0000467	Syae.g_02012	Prah.g_02089
OG0000468	Syae.g_02007	Prah.g_02098
OG0000469	Syae.g_01992	Prah.g_02111
OG0000470	Syae.g_01990	Prah.g_02114
OG0000471	Syae.g_01989	Prah.g_02115
OG0000472	Syae.g_01987	Prah.g_02117
OG0000473	Syae.g_01985	Prah.g_02119
OG0000474	Syae.g_01984	Prah.g_02120
OG0000475	Syae.g_01983	Prah.g_02121
OG0000476	Syae.g_01981	Prah.g_02123
OG0000477	Syae.g_01975	Prah.g_02128
OG0000478	Syae.g_01974	Prah.g_02129
OG0000479	Syae.g_01973	Prah.g_02130
OG0000480	Syae.g_01966	Prah.g_02137
OG0000481	Syae.g_01964	Prah.g_02139
OG0000482	Syae.g_01963	Prah.g_02140
OG0000483	Syae.g_01959	Prah.g_02144
OG0000484	Syae.g_01958	Prah.g_02145
OG0000485	Syae.g_01957	Prah.g_02146
OG0000486	Syae.g_01956	Prah.g_02147
OG0000487	Syae.g_01950	Prah.g_02152
OG0000488	Syae.g_01946	Prah.g_02156
OG0000489	Syae.g_01936	Prah.g_02167
OG0000490	Syae.g_01928	Prah.g_02172
OG0000491	Syae.g_01927	Prah.g_02173
OG0000492	Syae.g_01925	Prah.g_02175
OG0000493	Syae.g_01924	Prah.g_02176
OG0000494	Syae.g_01923	Prah.g_02177
OG0000495	Syae.g_01922	Prah.g_02178
OG0000496	Syae.g_01921	Prah.g_02179
OG0000497	Syae.g_01920	Prah.g_02180
OG0000498	Syae.g_01919	Prah.g_02181
OG0000499	Syae.g_01918	Prah.g_02182
OG0000500	Syae.g_01917	Prah.g_02183
OG0000501	Syae.g_01914	Prah.g_02186
OG0000502	Syae.g_01902	Prah.g_02199
OG0000503	Syae.g_02192	Prah.g_01940
OG0000504	Syae.g_02194	Prah.g_01938
OG0000505	Syae.g_02195	Prah.g_01937
OG0000506	Syae.g_02197	Prah.g_01935
OG0000507	Syae.g_02203	Prah.g_01930
OG0000508	Syae.g_02207	Prah.g_01922
OG0000509	Syae.g_02209	Prah.g_01920
OG0000510	Syae.g_02210	Prah.g_01919
OG0000511	Syae.g_02211	Prah.g_01918
OG0000512	Syae.g_02213	Prah.g_01916
OG0000513	Syae.g_02223	Prah.g_00209
OG0000514	Syae.g_02229	Prah.g_00218
OG0000515	Syae.g_02230	Prah.g_00219
OG0000516	Syae.g_01000	Prah.g_00221
OG0000517	Syae.g_00995	Prah.g_00229
OG0000518	Syae.g_00983	Prah.g_00241
OG0000519	Syae.g_00982	Prah.g_00242
OG0000520	Syae.g_00981	Prah.g_00247
OG0000521	Syae.g_02491	Prah.g_00255
OG0000522	Syae.g_02493	Prah.g_00257
OG0000523	Syae.g_02494	Prah.g_00258
OG0000524	Syae.g_02501	Prah.g_00290
OG0000525	Syae.g_02520	Prah.g_00304
OG0000526	Syae.g_02523	Prah.g_00306
OG0000527	Syae.g_02528	Prah.g_00310
OG0000528	Syae.g_02304	Prah.g_01572
OG0000529	Syae.g_02310	Prah.g_01565
OG0000530	Syae.g_02313	Prah.g_01562
OG0000531	Syae.g_02314	Prah.g_01561
OG0000532	Syae.g_02317	Prah.g_01558
OG0000533	Syae.g_02318	Prah.g_01556
OG0000534	Syae.g_02319	Prah.g_01555
OG0000535	Syae.g_02320	Prah.g_01554
OG0000536	Syae.g_02321	Prah.g_01553
OG0000537	Syae.g_02322	Prah.g_01552
OG0000538	Syae.g_02333	Prah.g_01541
OG0000539	Syae.g_02334	Prah.g_01540
OG0000540	Syae.g_02335	Prah.g_01539
OG0000541	Syae.g_02336	Prah.g_01538
OG0000542	Syae.g_02339	Prah.g_01535
OG0000543	Syae.g_02341	Prah.g_01533
OG0000544	Syae.g_02342	Prah.g_01532
OG0000545	Syae.g_02344	Prah.g_01530
OG0000546	Syae.g_02346	Prah.g_01528
OG0000547	Syae.g_02348	Prah.g_01526
OG0000548	Syae.g_02349	Prah.g_01525
OG0000549	Syae.g_02354	Prah.g_01519
OG0000550	Syae.g_02358	Prah.g_01514
OG0000551	Syae.g_02363	Prah.g_01510
OG0000552	Syae.g_02364	Prah.g_01509
OG0000553	Syae.g_02366	Prah.g_01505
OG0000554	Syae.g_02375	Prah.g_01500
OG0000555	Syae.g_02390	Prah.g_01480
OG0000556	Syae.g_02394	Prah.g_01474
OG0000557	Syae.g_02398	Prah.g_01473
OG0000558	Syae.g_02400	Prah.g_01470
OG0000559	Syae.g_02404	Prah.g_01466
OG0000560	Syae.g_02407	Prah.g_01463
OG0000561	Syae.g_02408	Prah.g_01462
OG0000562	Syae.g_02409	Prah.g_01461
OG0000563	Syae.g_02410	Prah.g_01460
OG0000564	Syae.g_02411	Prah.g_01459
OG0000565	Syae.g_02414	Prah.g_01457
OG0000566	Syae.g_02418	Prah.g_01452
OG0000567	Syae.g_02422	Prah.g_01448
OG0000568	Syae.g_02427	Prah.g_01446
OG0000569	Syae.g_02428	Prah.g_01445
OG0000570	Syae.g_02429	Prah.g_01444
OG0000571	Syae.g_02433	Prah.g_01441
OG0000572	Syae.g_02448	Prah.g_01425
OG0000573	Syae.g_02456	Prah.g_01416
OG0000574	Syae.g_02457	Prah.g_01415
OG0000575	Syae.g_02461	Prah.g_01406
OG0000576	Syae.g_02463	Prah.g_01404
OG0000577	Syae.g_02464	Prah.g_01403
OG0000578	Syae.g_02465	Prah.g_01402
OG0000579	Syae.g_02466	Prah.g_01401
OG0000580	Syae.g_02467	Prah.g_01400
OG0000581	Syae.g_02473	Prah.g_01396
OG0000582	Syae.g_00018	Prah.g_01392
OG0000583	Syae.g_00019	Prah.g_01391
OG0000584	Syae.g_00020	Prah.g_01390
OG0000585	Syae.g_00022	Prah.g_01388
