Orthogroup	Syae	Prbd
OG0000097	Syae.g_00683	Prbd.g_00509
OG0000098	Syae.g_02384, Syae.g_02058	Prbd.g_01782
OG0000099	Syae.g_01913, Syae.g_01226	Prbd.g_01734
OG0000100	Syae.g_00489	Prbd.g_01614
OG0000101	Syae.g_02125	Prbd.g_01391
OG0000102	Syae.g_01824	Prbd.g_01330
OG0000103	Syae.g_01694	Prbd.g_01250
OG0000104	Syae.g_01708	Prbd.g_01241
OG0000105	Syae.g_01977	Prbd.g_00965
OG0000106	Syae.g_00272	Prbd.g_00868
OG0000107	Syae.g_02032	Prbd.g_00852
OG0000108	Syae.g_02309	Prbd.g_00762
OG0000109	Syae.g_02324	Prbd.g_00748
OG0000110	Syae.g_02435	Prbd.g_00668
OG0000111	Syae.g_00783	Prbd.g_00545
OG0000112	Syae.g_00351	Prbd.g_00066
OG0000113	Syae.g_00494	Prbd.g_00124
OG0000114	Syae.g_00575	Prbd.g_00206
OG0000115	Syae.g_02631	Prbd.g_00401
OG0000116	Syae.g_00939	Prbd.g_00458
OG0000117	Syae.g_00647	Prbd.g_01895
OG0000118	Syae.g_02479	Prbd.g_01789
OG0000119	Syae.g_00904	Prbd.g_01768
OG0000120	Syae.g_01912	Prbd.g_01737
OG0000121	Syae.g_02649	Prbd.g_01687
OG0000122	Syae.g_00112	Prbd.g_01649
OG0000123	Syae.g_02131	Prbd.g_01384
OG0000124	Syae.g_01809	Prbd.g_01318
OG0000125	Syae.g_01573	Prbd.g_01281
OG0000126	Syae.g_01706	Prbd.g_01242
OG0000128	Syae.g_01724	Prbd.g_01226
OG0000129	Syae.g_01562	Prbd.g_01194
OG0000130	Syae.g_01284	Prbd.g_01175
OG0000131	Syae.g_01428	Prbd.g_01095
OG0000132	Syae.g_01447	Prbd.g_01076
OG0000133	Syae.g_00356	Prbd.g_00917
OG0000134	Syae.g_02222	Prbd.g_00882
OG0000135	Syae.g_01608	Prbd.g_00855
OG0000136	Syae.g_00989	Prbd.g_01722, Prbd.g_00801
OG0000137	Syae.g_02530	Prbd.g_00767
OG0000138	Syae.g_02325	Prbd.g_00747
OG0000139	Syae.g_02380	Prbd.g_00705
OG0000140	Syae.g_02383	Prbd.g_00704
OG0000141	Syae.g_00016	Prbd.g_00637
OG0000142	Syae.g_00074	Prbd.g_00609
OG0000143	Syae.g_00078	Prbd.g_00605
OG0000144	Syae.g_00261	Prbd.g_00592
OG0000145	Syae.g_02331	Prbd.g_00062
OG0000146	Syae.g_00350	Prbd.g_00067
OG0000147	Syae.g_00349	Prbd.g_00068
OG0000148	Syae.g_00500	Prbd.g_00118
OG0000149	Syae.g_00847	Prbd.g_00149
OG0000150	Syae.g_00017	Prbd.g_00157
OG0000151	Syae.g_00563	Prbd.g_00216
OG0000152	Syae.g_00360	Prbd.g_00264
OG0000153	Syae.g_00394	Prbd.g_00283
OG0000154	Syae.g_00420	Prbd.g_00314
OG0000155	Syae.g_00885	Prbd.g_00488
OG0000156	Syae.g_00945	Prbd.g_01812
OG0000157	Syae.g_00946	Prbd.g_01811
OG0000158	Syae.g_01858	Prbd.g_01736
OG0000160	Syae.g_02650	Prbd.g_01688
OG0000161	Syae.g_02644	Prbd.g_01682
OG0000162	Syae.g_02638	Prbd.g_01676
OG0000163	Syae.g_01092	Prbd.g_01642
OG0000164	Syae.g_01198	Prbd.g_01501
OG0000165	Syae.g_01021	Prbd.g_01494
OG0000166	Syae.g_02085	Prbd.g_01427
OG0000167	Syae.g_01874	Prbd.g_01361
OG0000168	Syae.g_01856	Prbd.g_01351
OG0000169	Syae.g_01841	Prbd.g_01341
OG0000170	Syae.g_01834	Prbd.g_01339
OG0000171	Syae.g_01810	Prbd.g_01319
OG0000172	Syae.g_01788	Prbd.g_01310
OG0000173	Syae.g_01770	Prbd.g_01295
OG0000174	Syae.g_01610	Prbd.g_01268
OG0000175	Syae.g_01679	Prbd.g_01258
OG0000176	Syae.g_01716	Prbd.g_01233
OG0000177	Syae.g_01717	Prbd.g_01232
OG0000178	Syae.g_01718	Prbd.g_01231
OG0000179	Syae.g_01733	Prbd.g_01221
OG0000180	Syae.g_01734	Prbd.g_01220
OG0000181	Syae.g_01735	Prbd.g_01219
OG0000182	Syae.g_01736	Prbd.g_01218
OG0000183	Syae.g_01740	Prbd.g_01214
OG0000184	Syae.g_01554	Prbd.g_01191
OG0000185	Syae.g_01551	Prbd.g_01188
OG0000186	Syae.g_01279	Prbd.g_01180
OG0000187	Syae.g_01280	Prbd.g_01179
OG0000188	Syae.g_01323	Prbd.g_01162
OG0000189	Syae.g_01350	Prbd.g_01148
OG0000190	Syae.g_01352	Prbd.g_01147
OG0000191	Syae.g_01384	Prbd.g_01126
OG0000192	Syae.g_01390	Prbd.g_01122
OG0000193	Syae.g_01429	Prbd.g_01094
OG0000194	Syae.g_01432	Prbd.g_01091
OG0000195	Syae.g_01434	Prbd.g_01089
OG0000196	Syae.g_01444	Prbd.g_01079
OG0000197	Syae.g_01445	Prbd.g_01078
OG0000198	Syae.g_01446	Prbd.g_01077
OG0000199	Syae.g_01454	Prbd.g_01070
OG0000200	Syae.g_01471	Prbd.g_01056
OG0000201	Syae.g_01487	Prbd.g_01048
OG0000202	Syae.g_01488	Prbd.g_01047
OG0000203	Syae.g_01489	Prbd.g_01046
OG0000204	Syae.g_01490	Prbd.g_01045
OG0000205	Syae.g_01497	Prbd.g_01038
OG0000206	Syae.g_01504	Prbd.g_01033
OG0000207	Syae.g_01506	Prbd.g_01031
OG0000208	Syae.g_01507	Prbd.g_01030
OG0000209	Syae.g_01528	Prbd.g_01021
OG0000210	Syae.g_01529	Prbd.g_01020
OG0000211	Syae.g_02234	Prbd.g_01006
OG0000212	Syae.g_02244	Prbd.g_00999
OG0000213	Syae.g_02003	Prbd.g_00982
OG0000214	Syae.g_01986	Prbd.g_00972
OG0000215	Syae.g_01955	Prbd.g_00947
OG0000216	Syae.g_01951	Prbd.g_00945
OG0000217	Syae.g_01947	Prbd.g_00942
OG0000218	Syae.g_01945	Prbd.g_00940
OG0000219	Syae.g_01944	Prbd.g_00939
OG0000220	Syae.g_01943	Prbd.g_00938
OG0000221	Syae.g_01937	Prbd.g_00937
OG0000222	Syae.g_01926	Prbd.g_00929
OG0000223	Syae.g_01904	Prbd.g_00916
OG0000224	Syae.g_01897	Prbd.g_00914
OG0000225	Syae.g_02208	Prbd.g_00893
OG0000226	Syae.g_02212	Prbd.g_00889
OG0000227	Syae.g_02214	Prbd.g_00887
OG0000228	Syae.g_02218	Prbd.g_00884
OG0000229	Syae.g_00994	Prbd.g_00806
OG0000230	Syae.g_00992	Prbd.g_00804
OG0000231	Syae.g_00980	Prbd.g_00793
OG0000232	Syae.g_02496	Prbd.g_00784
OG0000233	Syae.g_02504	Prbd.g_00779
OG0000234	Syae.g_02532	Prbd.g_00766
OG0000235	Syae.g_02308	Prbd.g_00763
OG0000236	Syae.g_02323	Prbd.g_00749
OG0000237	Syae.g_02340	Prbd.g_00736
OG0000238	Syae.g_02345	Prbd.g_00730
OG0000239	Syae.g_02360	Prbd.g_00717
OG0000240	Syae.g_02361	Prbd.g_00716
OG0000241	Syae.g_00065	Prbd.g_00712
OG0000242	Syae.g_02372	Prbd.g_00710
OG0000243	Syae.g_02391	Prbd.g_00699
OG0000244	Syae.g_02399	Prbd.g_00696
OG0000245	Syae.g_02401	Prbd.g_00694
OG0000246	Syae.g_02405	Prbd.g_00690
OG0000247	Syae.g_02416	Prbd.g_00680
OG0000248	Syae.g_02419	Prbd.g_00678
OG0000249	Syae.g_02421	Prbd.g_00676
OG0000250	Syae.g_02431	Prbd.g_00671
OG0000251	Syae.g_02455	Prbd.g_00653
OG0000252	Syae.g_02458	Prbd.g_00650
OG0000253	Syae.g_02459	Prbd.g_00649
OG0000254	Syae.g_00021	Prbd.g_00633
OG0000255	Syae.g_00041	Prbd.g_00627
OG0000256	Syae.g_00058	Prbd.g_00617
OG0000257	Syae.g_00064	Prbd.g_00614
OG0000258	Syae.g_00083	Prbd.g_00601
OG0000259	Syae.g_00608	Prbd.g_00584
OG0000260	Syae.g_00603	Prbd.g_00581
OG0000261	Syae.g_00600	Prbd.g_00579
OG0000262	Syae.g_00595	Prbd.g_00575
OG0000263	Syae.g_00671	Prbd.g_00563
OG0000264	Syae.g_00761	Prbd.g_00553
OG0000265	Syae.g_00932, Syae.g_00226	Prbd.g_00007
OG0000266	Syae.g_00457	Prbd.g_00017
OG0000267	Syae.g_00304	Prbd.g_00028
OG0000268	Syae.g_00308	Prbd.g_00029
OG0000269	Syae.g_00526	Prbd.g_00097
OG0000270	Syae.g_00523	Prbd.g_00100
OG0000271	Syae.g_00515	Prbd.g_00108
OG0000272	Syae.g_00514	Prbd.g_00109
OG0000273	Syae.g_00825	Prbd.g_00132
OG0000274	Syae.g_00826	Prbd.g_00133
OG0000275	Syae.g_00832	Prbd.g_00136
OG0000276	Syae.g_00839	Prbd.g_00141
OG0000277	Syae.g_00840	Prbd.g_00142
OG0000278	Syae.g_00843	Prbd.g_00145
OG0000279	Syae.g_00851	Prbd.g_00152
OG0000280	Syae.g_00877	Prbd.g_00153
OG0000281	Syae.g_02057	Prbd.g_00158
OG0000282	Syae.g_00573	Prbd.g_00208
OG0000283	Syae.g_00321	Prbd.g_00241
OG0000284	Syae.g_00327	Prbd.g_00246
OG0000285	Syae.g_00340	Prbd.g_00251
OG0000286	Syae.g_00359	Prbd.g_00263
OG0000287	Syae.g_00387	Prbd.g_00280
OG0000288	Syae.g_00419	Prbd.g_00313
OG0000289	Syae.g_00433	Prbd.g_00324
OG0000290	Syae.g_00796	Prbd.g_00337
OG0000291	Syae.g_00794	Prbd.g_00339
OG0000292	Syae.g_01705	Prbd.g_00389
OG0000293	Syae.g_00938	Prbd.g_00459
OG0000294	Syae.g_00937	Prbd.g_00460
OG0000295	Syae.g_00893	Prbd.g_00480
OG0000296	Syae.g_00891	Prbd.g_00482
OG0000297	Syae.g_00645	Prbd.g_00490
OG0000298	Syae.g_00646	Prbd.g_00491
OG0000299	Syae.g_00680	Prbd.g_00508
OG0000300	Syae.g_00686	Prbd.g_00511
OG0000301	Syae.g_00687	Prbd.g_00512
OG0000302	Syae.g_00691	Prbd.g_00514
OG0000303	Syae.g_00700	Prbd.g_00521
OG0000304	Syae.g_00706	Prbd.g_00525
OG0000305	Syae.g_00791	Prbd.g_01772
OG0000306	Syae.g_00277	Prbd.g_01769
OG0000307	Syae.g_02290	Prbd.g_01755
OG0000308	Syae.g_02288	Prbd.g_01754
OG0000309	Syae.g_02283	Prbd.g_01750
OG0000310	Syae.g_02687	Prbd.g_01704
OG0000311	Syae.g_02682	Prbd.g_01702
OG0000312	Syae.g_02664	Prbd.g_01699
OG0000313	Syae.g_02647	Prbd.g_01685
OG0000314	Syae.g_02618	Prbd.g_01662
OG0000315	Syae.g_02609	Prbd.g_01652
OG0000316	Syae.g_01118	Prbd.g_01632
OG0000317	Syae.g_01160	Prbd.g_01527
OG0000318	Syae.g_01164	Prbd.g_01524
OG0000319	Syae.g_01181	Prbd.g_01511
OG0000320	Syae.g_01183	Prbd.g_01509
OG0000321	Syae.g_01184	Prbd.g_01508
OG0000322	Syae.g_01185	Prbd.g_01507
OG0000323	Syae.g_01200	Prbd.g_01498
OG0000324	Syae.g_01049	Prbd.g_01471
OG0000325	Syae.g_02033	Prbd.g_01462
OG0000326	Syae.g_02040	Prbd.g_01456
OG0000327	Syae.g_02080	Prbd.g_01432
OG0000328	Syae.g_02081	Prbd.g_01431
OG0000329	Syae.g_02099	Prbd.g_01414
OG0000330	Syae.g_02100	Prbd.g_01413
OG0000331	Syae.g_02101	Prbd.g_01412
OG0000332	Syae.g_02116	Prbd.g_01398
OG0000333	Syae.g_02119	Prbd.g_01396
OG0000334	Syae.g_02128	Prbd.g_01388
OG0000335	Syae.g_02132	Prbd.g_01383
OG0000336	Syae.g_02136	Prbd.g_01379
OG0000337	Syae.g_01879	Prbd.g_01363
OG0000338	Syae.g_01876	Prbd.g_01362
OG0000339	Syae.g_01869	Prbd.g_01358
OG0000340	Syae.g_01855	Prbd.g_01350
OG0000341	Syae.g_01853	Prbd.g_01348
OG0000342	Syae.g_01852	Prbd.g_01347
OG0000343	Syae.g_01848	Prbd.g_01346
OG0000344	Syae.g_01843	Prbd.g_01343
OG0000345	Syae.g_01833	Prbd.g_01338
OG0000346	Syae.g_01828	Prbd.g_01334
OG0000347	Syae.g_01805	Prbd.g_01317
OG0000348	Syae.g_01781	Prbd.g_01307
OG0000349	Syae.g_01763	Prbd.g_01290
OG0000350	Syae.g_02047	Prbd.g_01272
OG0000351	Syae.g_01684	Prbd.g_01255
OG0000352	Syae.g_01685	Prbd.g_01254
OG0000353	Syae.g_01711	Prbd.g_01238
OG0000355	Syae.g_01713	Prbd.g_01236
OG0000356	Syae.g_01714	Prbd.g_01235
OG0000357	Syae.g_01715	Prbd.g_01234
OG0000358	Syae.g_01719	Prbd.g_01230
OG0000359	Syae.g_01721	Prbd.g_01229
OG0000360	Syae.g_01722	Prbd.g_01228
OG0000361	Syae.g_01723	Prbd.g_01227
OG0000362	Syae.g_01725	Prbd.g_01225
OG0000363	Syae.g_01727	Prbd.g_01223
OG0000364	Syae.g_01728	Prbd.g_01222
OG0000365	Syae.g_01737	Prbd.g_01217
OG0000366	Syae.g_01738	Prbd.g_01216
OG0000367	Syae.g_01739	Prbd.g_01215
OG0000368	Syae.g_01741	Prbd.g_01213
OG0000369	Syae.g_01742	Prbd.g_01212
OG0000370	Syae.g_01743	Prbd.g_01211
OG0000371	Syae.g_01751	Prbd.g_01205
OG0000372	Syae.g_01756	Prbd.g_01202
OG0000373	Syae.g_01757	Prbd.g_01201
OG0000374	Syae.g_01758	Prbd.g_01200
OG0000375	Syae.g_01759	Prbd.g_01198
OG0000376	Syae.g_01761	Prbd.g_01196
OG0000377	Syae.g_01561	Prbd.g_01192
OG0000378	Syae.g_01553	Prbd.g_01190
OG0000379	Syae.g_01550	Prbd.g_01187
OG0000380	Syae.g_01281	Prbd.g_01178
OG0000381	Syae.g_01285	Prbd.g_01174
OG0000382	Syae.g_01322	Prbd.g_01163
OG0000383	Syae.g_01324	Prbd.g_01161
OG0000384	Syae.g_01325	Prbd.g_01160
OG0000385	Syae.g_01326	Prbd.g_01159
OG0000386	Syae.g_01327	Prbd.g_01158
OG0000387	Syae.g_01354	Prbd.g_01145
OG0000388	Syae.g_01358	Prbd.g_01142
OG0000389	Syae.g_01362	Prbd.g_01138
OG0000390	Syae.g_01378	Prbd.g_01131
OG0000391	Syae.g_01383	Prbd.g_01127
OG0000392	Syae.g_01389	Prbd.g_01123
OG0000393	Syae.g_01392	Prbd.g_01121
OG0000394	Syae.g_01393	Prbd.g_01120
OG0000395	Syae.g_01394	Prbd.g_01119
OG0000396	Syae.g_01397	Prbd.g_01116
OG0000397	Syae.g_01400	Prbd.g_01114
OG0000398	Syae.g_01405	Prbd.g_01112
OG0000399	Syae.g_01406	Prbd.g_01111
OG0000400	Syae.g_01407	Prbd.g_01110
OG0000401	Syae.g_01408	Prbd.g_01109
OG0000402	Syae.g_01410	Prbd.g_01107
OG0000403	Syae.g_01411	Prbd.g_01106
OG0000404	Syae.g_01412	Prbd.g_01105
OG0000405	Syae.g_01426	Prbd.g_01100
OG0000406	Syae.g_01430	Prbd.g_01093
OG0000407	Syae.g_01431	Prbd.g_01092
OG0000408	Syae.g_01433	Prbd.g_01090
OG0000409	Syae.g_01435	Prbd.g_01088
OG0000410	Syae.g_01436	Prbd.g_01087
OG0000411	Syae.g_01437	Prbd.g_01086
OG0000412	Syae.g_01438	Prbd.g_01085
OG0000413	Syae.g_01440	Prbd.g_01084
OG0000415	Syae.g_01441	Prbd.g_01082
OG0000416	Syae.g_01442	Prbd.g_01081
OG0000417	Syae.g_01443	Prbd.g_01080
OG0000418	Syae.g_01448	Prbd.g_01075
OG0000419	Syae.g_01450	Prbd.g_01073
OG0000420	Syae.g_01452	Prbd.g_01072
OG0000421	Syae.g_01457	Prbd.g_01067
OG0000422	Syae.g_01458	Prbd.g_01066
OG0000423	Syae.g_01459	Prbd.g_01065
OG0000424	Syae.g_01460	Prbd.g_01064
OG0000425	Syae.g_01461	Prbd.g_01063
OG0000426	Syae.g_01462	Prbd.g_01062
OG0000427	Syae.g_01463	Prbd.g_01061
OG0000428	Syae.g_01466	Prbd.g_01059
OG0000429	Syae.g_01468	Prbd.g_01058
OG0000430	Syae.g_01470	Prbd.g_01057
OG0000431	Syae.g_01473	Prbd.g_01055
OG0000432	Syae.g_01481	Prbd.g_01052
OG0000433	Syae.g_01484	Prbd.g_01051
OG0000434	Syae.g_01485	Prbd.g_01050
OG0000435	Syae.g_01486	Prbd.g_01049
OG0000436	Syae.g_01491	Prbd.g_01044
OG0000437	Syae.g_01492	Prbd.g_01043
OG0000438	Syae.g_01493	Prbd.g_01042
OG0000439	Syae.g_01495	Prbd.g_01040
OG0000440	Syae.g_01496	Prbd.g_01039
OG0000441	Syae.g_01501	Prbd.g_01036
OG0000442	Syae.g_01502	Prbd.g_01035
OG0000443	Syae.g_01503	Prbd.g_01034
OG0000444	Syae.g_01509	Prbd.g_01029
OG0000445	Syae.g_01510	Prbd.g_01028
OG0000446	Syae.g_01512	Prbd.g_01027
OG0000447	Syae.g_01517	Prbd.g_01026
OG0000448	Syae.g_01518	Prbd.g_01025
OG0000449	Syae.g_01519	Prbd.g_01024
OG0000450	Syae.g_01525	Prbd.g_01023
OG0000451	Syae.g_01526	Prbd.g_01022
OG0000452	Syae.g_01530	Prbd.g_01019
OG0000453	Syae.g_01531	Prbd.g_01018
OG0000454	Syae.g_01532	Prbd.g_01017
OG0000455	Syae.g_01533	Prbd.g_01016
OG0000456	Syae.g_01534	Prbd.g_01015
OG0000457	Syae.g_01536	Prbd.g_01013
OG0000458	Syae.g_01538	Prbd.g_01012
OG0000459	Syae.g_01539	Prbd.g_01011
OG0000460	Syae.g_02236	Prbd.g_01004
OG0000461	Syae.g_02024	Prbd.g_00997
OG0000462	Syae.g_02021	Prbd.g_00995
OG0000463	Syae.g_02020	Prbd.g_00994
OG0000464	Syae.g_02019	Prbd.g_00993
OG0000465	Syae.g_02018	Prbd.g_00992
OG0000466	Syae.g_02014	Prbd.g_00989
OG0000467	Syae.g_02012	Prbd.g_00988
OG0000468	Syae.g_02007	Prbd.g_00986
OG0000469	Syae.g_01992	Prbd.g_00977
OG0000470	Syae.g_01990	Prbd.g_00975
OG0000471	Syae.g_01989	Prbd.g_00974
OG0000472	Syae.g_01987	Prbd.g_00973
OG0000473	Syae.g_01985	Prbd.g_00971
OG0000474	Syae.g_01984	Prbd.g_00970
OG0000475	Syae.g_01983	Prbd.g_00969
OG0000476	Syae.g_01981	Prbd.g_00968
OG0000477	Syae.g_01975	Prbd.g_00964
OG0000478	Syae.g_01974	Prbd.g_00963
OG0000479	Syae.g_01973	Prbd.g_00962
OG0000480	Syae.g_01966	Prbd.g_00957
OG0000481	Syae.g_01964	Prbd.g_00955
OG0000482	Syae.g_01963	Prbd.g_00954
OG0000483	Syae.g_01959	Prbd.g_00951
OG0000484	Syae.g_01958	Prbd.g_00950
OG0000485	Syae.g_01957	Prbd.g_00949
OG0000486	Syae.g_01956	Prbd.g_00948
OG0000487	Syae.g_01950	Prbd.g_00944
OG0000488	Syae.g_01946	Prbd.g_00941
OG0000489	Syae.g_01936	Prbd.g_00936
OG0000490	Syae.g_01928	Prbd.g_00931
OG0000491	Syae.g_01927	Prbd.g_00930
OG0000492	Syae.g_01925	Prbd.g_00928
OG0000493	Syae.g_01924	Prbd.g_00927
OG0000494	Syae.g_01923	Prbd.g_00926
OG0000495	Syae.g_01922	Prbd.g_00925
OG0000496	Syae.g_01921	Prbd.g_00924
OG0000497	Syae.g_01920	Prbd.g_00923
OG0000498	Syae.g_01919	Prbd.g_00922
OG0000499	Syae.g_01918	Prbd.g_00921
OG0000500	Syae.g_01917	Prbd.g_00920
OG0000501	Syae.g_01914	Prbd.g_00918
OG0000502	Syae.g_01902	Prbd.g_00915
OG0000503	Syae.g_02192	Prbd.g_00905
OG0000504	Syae.g_02194	Prbd.g_00904
OG0000505	Syae.g_02195	Prbd.g_00903
OG0000506	Syae.g_02197	Prbd.g_00901
OG0000507	Syae.g_02203	Prbd.g_00898
OG0000508	Syae.g_02207	Prbd.g_00894
OG0000509	Syae.g_02209	Prbd.g_00892
OG0000510	Syae.g_02210	Prbd.g_00891
OG0000511	Syae.g_02211	Prbd.g_00890
OG0000512	Syae.g_02213	Prbd.g_00888
OG0000513	Syae.g_02223	Prbd.g_00881
OG0000514	Syae.g_02229	Prbd.g_00811
OG0000515	Syae.g_02230	Prbd.g_00810
OG0000516	Syae.g_01000	Prbd.g_00809
OG0000517	Syae.g_00995	Prbd.g_00807
OG0000518	Syae.g_00983	Prbd.g_00796
OG0000519	Syae.g_00982	Prbd.g_00795
OG0000520	Syae.g_00981	Prbd.g_00794
OG0000521	Syae.g_02491	Prbd.g_00789
OG0000522	Syae.g_02493	Prbd.g_00787
OG0000523	Syae.g_02494	Prbd.g_00786
OG0000524	Syae.g_02501	Prbd.g_00781
OG0000525	Syae.g_02520	Prbd.g_00778
OG0000526	Syae.g_02523	Prbd.g_00777
OG0000527	Syae.g_02528	Prbd.g_00769
OG0000528	Syae.g_02304	Prbd.g_00764
OG0000529	Syae.g_02310	Prbd.g_00761
OG0000530	Syae.g_02313	Prbd.g_00758
OG0000531	Syae.g_02314	Prbd.g_00757
OG0000532	Syae.g_02317	Prbd.g_00755
OG0000533	Syae.g_02318	Prbd.g_00754
OG0000534	Syae.g_02319	Prbd.g_00753
OG0000535	Syae.g_02320	Prbd.g_00752
OG0000536	Syae.g_02321	Prbd.g_00751
OG0000537	Syae.g_02322	Prbd.g_00750
OG0000538	Syae.g_02333	Prbd.g_00742
OG0000539	Syae.g_02334	Prbd.g_00741
OG0000540	Syae.g_02335	Prbd.g_00740
OG0000541	Syae.g_02336	Prbd.g_00739
OG0000542	Syae.g_02339	Prbd.g_00737
OG0000543	Syae.g_02341	Prbd.g_00735
OG0000544	Syae.g_02342	Prbd.g_00734
OG0000545	Syae.g_02344	Prbd.g_00732
OG0000546	Syae.g_02346	Prbd.g_00729
OG0000547	Syae.g_02348	Prbd.g_00727
OG0000548	Syae.g_02349	Prbd.g_00726
OG0000549	Syae.g_02354	Prbd.g_00724
OG0000550	Syae.g_02358	Prbd.g_00719
OG0000551	Syae.g_02363	Prbd.g_00715
OG0000552	Syae.g_02364	Prbd.g_00714
OG0000553	Syae.g_02366	Prbd.g_00713
OG0000554	Syae.g_02375	Prbd.g_00708
OG0000555	Syae.g_02390	Prbd.g_00700
OG0000556	Syae.g_02394	Prbd.g_00698
OG0000557	Syae.g_02398	Prbd.g_00697
OG0000558	Syae.g_02400	Prbd.g_00695
OG0000559	Syae.g_02404	Prbd.g_00691
OG0000560	Syae.g_02407	Prbd.g_00688
OG0000561	Syae.g_02408	Prbd.g_00687
OG0000562	Syae.g_02409	Prbd.g_00686
