Orthogroup	Syae	Prbb
OG0000176	Syae.g_01716	Prbb.g_00004
OG0000177	Syae.g_01717	Prbb.g_00005
OG0000178	Syae.g_01718	Prbb.g_00007, Prbb.g_00006
OG0000179	Syae.g_01733	Prbb.g_00017
OG0000180	Syae.g_01734	Prbb.g_00018
OG0000181	Syae.g_01735	Prbb.g_00019
OG0000182	Syae.g_01736	Prbb.g_00020
OG0000183	Syae.g_01740	Prbb.g_00024
OG0000184	Syae.g_01554	Prbb.g_00061
OG0000185	Syae.g_01551	Prbb.g_00064
OG0000186	Syae.g_01279	Prbb.g_00119
OG0000187	Syae.g_01280	Prbb.g_00120
OG0000188	Syae.g_01323	Prbb.g_00137
OG0000189	Syae.g_01350	Prbb.g_00151
OG0000190	Syae.g_01352	Prbb.g_00152
OG0000191	Syae.g_01384	Prbb.g_00175
OG0000192	Syae.g_01390	Prbb.g_00179
OG0000193	Syae.g_01429	Prbb.g_00203
OG0000194	Syae.g_01432	Prbb.g_00206
OG0000195	Syae.g_01434	Prbb.g_00208
OG0000196	Syae.g_01444	Prbb.g_00218
OG0000197	Syae.g_01445	Prbb.g_00219
OG0000198	Syae.g_01446	Prbb.g_00220
OG0000199	Syae.g_01454	Prbb.g_00227
OG0000200	Syae.g_01471	Prbb.g_00240
OG0000201	Syae.g_01487	Prbb.g_00249
OG0000202	Syae.g_01488	Prbb.g_00250
OG0000203	Syae.g_01489	Prbb.g_00251
OG0000204	Syae.g_01490	Prbb.g_00252
OG0000205	Syae.g_01497	Prbb.g_00259
OG0000206	Syae.g_01504	Prbb.g_00263
OG0000207	Syae.g_01506	Prbb.g_00265
OG0000208	Syae.g_01507	Prbb.g_00266
OG0000209	Syae.g_01528	Prbb.g_00275
OG0000210	Syae.g_01529	Prbb.g_00276
OG0000211	Syae.g_02234	Prbb.g_00290
OG0000212	Syae.g_02244	Prbb.g_00298
OG0000213	Syae.g_02003	Prbb.g_00313
OG0000214	Syae.g_01986	Prbb.g_00321
OG0000215	Syae.g_01955	Prbb.g_00344
OG0000216	Syae.g_01951	Prbb.g_00345
OG0000217	Syae.g_01947	Prbb.g_00348
OG0000218	Syae.g_01945	Prbb.g_00350
OG0000219	Syae.g_01944	Prbb.g_00351
OG0000220	Syae.g_01943	Prbb.g_00352
OG0000221	Syae.g_01937	Prbb.g_00353
OG0000222	Syae.g_01926	Prbb.g_00361
OG0000223	Syae.g_01904	Prbb.g_00374
OG0000224	Syae.g_01897	Prbb.g_00376
OG0000225	Syae.g_02208	Prbb.g_00405
OG0000226	Syae.g_02212	Prbb.g_00409
OG0000227	Syae.g_02214	Prbb.g_00411
OG0000228	Syae.g_02218	Prbb.g_00415
OG0000229	Syae.g_00994	Prbb.g_00441
OG0000230	Syae.g_00992	Prbb.g_00443
OG0000231	Syae.g_00980	Prbb.g_00454
OG0000232	Syae.g_02496	Prbb.g_00462
OG0000233	Syae.g_02504	Prbb.g_00470
OG0000234	Syae.g_02532	Prbb.g_00479
OG0000235	Syae.g_02308	Prbb.g_00483
OG0000236	Syae.g_02323	Prbb.g_00497
OG0000237	Syae.g_02340	Prbb.g_00510
OG0000238	Syae.g_02345	Prbb.g_00516
OG0000239	Syae.g_02360	Prbb.g_00528
OG0000240	Syae.g_02361	Prbb.g_00529
OG0000241	Syae.g_00065	Prbb.g_00533
OG0000242	Syae.g_02372	Prbb.g_00535
OG0000243	Syae.g_02391	Prbb.g_00546
OG0000244	Syae.g_02399	Prbb.g_00550
OG0000245	Syae.g_02401	Prbb.g_00552
OG0000246	Syae.g_02405	Prbb.g_00556
OG0000247	Syae.g_02416	Prbb.g_00566
OG0000248	Syae.g_02419	Prbb.g_00568
OG0000249	Syae.g_02421	Prbb.g_00570
OG0000250	Syae.g_02431	Prbb.g_00575
OG0000251	Syae.g_02455	Prbb.g_00591
OG0000252	Syae.g_02458	Prbb.g_00593
OG0000253	Syae.g_02459	Prbb.g_00595
OG0000254	Syae.g_00021	Prbb.g_00612
OG0000255	Syae.g_00041	Prbb.g_00618
OG0000256	Syae.g_00058	Prbb.g_00628
OG0000257	Syae.g_00064	Prbb.g_00631
OG0000258	Syae.g_00083	Prbb.g_00644
OG0000259	Syae.g_00608	Prbb.g_00661
OG0000260	Syae.g_00603	Prbb.g_00665
OG0000261	Syae.g_00600	Prbb.g_00668
OG0000262	Syae.g_00595	Prbb.g_00673
OG0000263	Syae.g_00671	Prbb.g_00686
OG0000264	Syae.g_00761	Prbb.g_00697, Prbb.g_00698
OG0000265	Syae.g_00932, Syae.g_00226	Prbb.g_00713
OG0000266	Syae.g_00457	Prbb.g_00723
OG0000267	Syae.g_00304	Prbb.g_00736
OG0000268	Syae.g_00308	Prbb.g_00737
OG0000269	Syae.g_00526	Prbb.g_00778
OG0000270	Syae.g_00523	Prbb.g_00781
OG0000271	Syae.g_00515	Prbb.g_00789
OG0000272	Syae.g_00514	Prbb.g_00790
OG0000273	Syae.g_00825	Prbb.g_00814
OG0000274	Syae.g_00826	Prbb.g_00815
OG0000275	Syae.g_00832	Prbb.g_00817
OG0000276	Syae.g_00839	Prbb.g_00823
OG0000277	Syae.g_00840	Prbb.g_00824
OG0000278	Syae.g_00843	Prbb.g_00828
OG0000279	Syae.g_00851	Prbb.g_00835
OG0000280	Syae.g_00877	Prbb.g_01370
OG0000281	Syae.g_02057	Prbb.g_00841
OG0000282	Syae.g_00573	Prbb.g_00934
OG0000283	Syae.g_00321	Prbb.g_00965
OG0000284	Syae.g_00327	Prbb.g_00970
OG0000285	Syae.g_00340	Prbb.g_00975
OG0000286	Syae.g_00359	Prbb.g_00990
OG0000287	Syae.g_00387	Prbb.g_00101
OG0000288	Syae.g_00419	Prbb.g_01039
OG0000289	Syae.g_00433	Prbb.g_01051
OG0000290	Syae.g_00796	Prbb.g_01067
OG0000291	Syae.g_00794	Prbb.g_01069
OG0000292	Syae.g_01705	Prbb.g_01238
OG0000293	Syae.g_00938	Prbb.g_01527
OG0000294	Syae.g_00937	Prbb.g_01526
OG0000295	Syae.g_00893	Prbb.g_01502
OG0000296	Syae.g_00891	Prbb.g_01500
OG0000297	Syae.g_00645	Prbb.g_01491
OG0000298	Syae.g_00646	Prbb.g_01490
OG0000299	Syae.g_00680	Prbb.g_01471
OG0000300	Syae.g_00686	Prbb.g_01468
OG0000301	Syae.g_00687	Prbb.g_01467
OG0000302	Syae.g_00691	Prbb.g_01464
OG0000303	Syae.g_00700	Prbb.g_01459
OG0000304	Syae.g_00706	Prbb.g_01456
OG0000305	Syae.g_00791	Prbb.g_01789
OG0000306	Syae.g_00277	Prbb.g_00845
OG0000307	Syae.g_02290	Prbb.g_01648
OG0000308	Syae.g_02288	Prbb.g_01649
OG0000309	Syae.g_02283	Prbb.g_01653
OG0000310	Syae.g_02687	Prbb.g_01671
OG0000311	Syae.g_02682	Prbb.g_01673
OG0000312	Syae.g_02664	Prbb.g_01676
OG0000313	Syae.g_02647	Prbb.g_01690
OG0000314	Syae.g_02618	Prbb.g_01711
OG0000315	Syae.g_02609	Prbb.g_01721
OG0000316	Syae.g_01118	Prbb.g_01746
OG0000317	Syae.g_01160	Prbb.g_01821
OG0000318	Syae.g_01164	Prbb.g_01824
OG0000319	Syae.g_01181	Prbb.g_01835
OG0000320	Syae.g_01183	Prbb.g_01837
OG0000321	Syae.g_01184	Prbb.g_01838
OG0000322	Syae.g_01185	Prbb.g_01839
OG0000323	Syae.g_01200	Prbb.g_01848
OG0000324	Syae.g_01049	Prbb.g_01875
OG0000325	Syae.g_02033	Prbb.g_01924
OG0000326	Syae.g_02040	Prbb.g_01930
OG0000327	Syae.g_02080	Prbb.g_01959
OG0000328	Syae.g_02081	Prbb.g_01960
OG0000329	Syae.g_02099	Prbb.g_01977
OG0000330	Syae.g_02100	Prbb.g_01978
OG0000331	Syae.g_02101	Prbb.g_01979
OG0000332	Syae.g_02116	Prbb.g_01993
OG0000333	Syae.g_02119	Prbb.g_01995
OG0000334	Syae.g_02128	Prbb.g_02004
OG0000335	Syae.g_02132	Prbb.g_02009
OG0000336	Syae.g_02136	Prbb.g_02013
OG0000337	Syae.g_01879	Prbb.g_02031
OG0000338	Syae.g_01876	Prbb.g_02032
OG0000339	Syae.g_01869	Prbb.g_02037
OG0000340	Syae.g_01855	Prbb.g_02046
OG0000341	Syae.g_01853	Prbb.g_02048
OG0000342	Syae.g_01852	Prbb.g_02049
OG0000343	Syae.g_01848	Prbb.g_02050
OG0000344	Syae.g_01843	Prbb.g_02053
OG0000345	Syae.g_01833	Prbb.g_02058
OG0000346	Syae.g_01828	Prbb.g_02062
OG0000347	Syae.g_01805	Prbb.g_02082
OG0000348	Syae.g_01781	Prbb.g_02104
OG0000349	Syae.g_01763	Prbb.g_02122
OG0000350	Syae.g_02047	Prbb.g_02143
OG0000351	Syae.g_01684	Prbb.g_02168
OG0000352	Syae.g_01685	Prbb.g_02169
OG0000353	Syae.g_01711	Prbb.g_02188
OG0000355	Syae.g_01713	Prbb.g_00001
OG0000356	Syae.g_01714	Prbb.g_00002
OG0000357	Syae.g_01715	Prbb.g_00003
OG0000358	Syae.g_01719	Prbb.g_00008
OG0000359	Syae.g_01721	Prbb.g_00009
OG0000360	Syae.g_01722	Prbb.g_00010
OG0000361	Syae.g_01723	Prbb.g_00011
OG0000362	Syae.g_01725	Prbb.g_00013
OG0000363	Syae.g_01727	Prbb.g_00015
OG0000364	Syae.g_01728	Prbb.g_00016
OG0000365	Syae.g_01737	Prbb.g_00021
OG0000366	Syae.g_01738	Prbb.g_00022
OG0000367	Syae.g_01739	Prbb.g_00023
OG0000368	Syae.g_01741	Prbb.g_00025
OG0000369	Syae.g_01742	Prbb.g_00026
OG0000370	Syae.g_01743	Prbb.g_00027
OG0000371	Syae.g_01751	Prbb.g_00033
OG0000372	Syae.g_01756	Prbb.g_00035
OG0000373	Syae.g_01757	Prbb.g_00036
OG0000374	Syae.g_01758	Prbb.g_00037
OG0000375	Syae.g_01759	Prbb.g_00055
OG0000376	Syae.g_01761	Prbb.g_00057
OG0000377	Syae.g_01561	Prbb.g_00060
OG0000378	Syae.g_01553	Prbb.g_00062
OG0000379	Syae.g_01550	Prbb.g_00065
OG0000380	Syae.g_01281	Prbb.g_00121
OG0000381	Syae.g_01285	Prbb.g_00125
OG0000382	Syae.g_01322	Prbb.g_00136
OG0000383	Syae.g_01324	Prbb.g_00138
OG0000384	Syae.g_01325	Prbb.g_00139
OG0000385	Syae.g_01326	Prbb.g_00140
OG0000386	Syae.g_01327	Prbb.g_00141
OG0000387	Syae.g_01354	Prbb.g_00154
OG0000388	Syae.g_01358	Prbb.g_00158
OG0000389	Syae.g_01362	Prbb.g_00161
OG0000390	Syae.g_01378	Prbb.g_00170
OG0000391	Syae.g_01383	Prbb.g_00174
OG0000392	Syae.g_01389	Prbb.g_00177
OG0000393	Syae.g_01392	Prbb.g_00180
OG0000394	Syae.g_01393	Prbb.g_00181
OG0000395	Syae.g_01394	Prbb.g_00182
OG0000396	Syae.g_01397	Prbb.g_00185
OG0000397	Syae.g_01400	Prbb.g_00187
OG0000398	Syae.g_01405	Prbb.g_00190
OG0000399	Syae.g_01406	Prbb.g_00191
OG0000400	Syae.g_01407	Prbb.g_00192
OG0000401	Syae.g_01408	Prbb.g_00193
OG0000402	Syae.g_01410	Prbb.g_01101
OG0000403	Syae.g_01411	Prbb.g_00194
OG0000404	Syae.g_01412	Prbb.g_00195
OG0000405	Syae.g_01426	Prbb.g_00200
OG0000406	Syae.g_01430	Prbb.g_00204
OG0000407	Syae.g_01431	Prbb.g_00205
OG0000408	Syae.g_01433	Prbb.g_00207
OG0000409	Syae.g_01435	Prbb.g_00209
OG0000410	Syae.g_01436	Prbb.g_00210
OG0000411	Syae.g_01437	Prbb.g_00211
OG0000412	Syae.g_01438	Prbb.g_00212
OG0000413	Syae.g_01440	Prbb.g_00213
OG0000415	Syae.g_01441	Prbb.g_00215
OG0000416	Syae.g_01442	Prbb.g_00216
OG0000417	Syae.g_01443	Prbb.g_00217
OG0000418	Syae.g_01448	Prbb.g_00222
OG0000419	Syae.g_01450	Prbb.g_00224
OG0000420	Syae.g_01452	Prbb.g_00225
OG0000421	Syae.g_01457	Prbb.g_00229
OG0000422	Syae.g_01458	Prbb.g_00230
OG0000423	Syae.g_01459	Prbb.g_00231
OG0000424	Syae.g_01460	Prbb.g_00232
OG0000425	Syae.g_01461	Prbb.g_00233
OG0000426	Syae.g_01462	Prbb.g_00234
OG0000427	Syae.g_01463	Prbb.g_00235
OG0000428	Syae.g_01466	Prbb.g_00237
OG0000429	Syae.g_01468	Prbb.g_00238
OG0000430	Syae.g_01470	Prbb.g_00239
OG0000431	Syae.g_01473	Prbb.g_00241
OG0000432	Syae.g_01481	Prbb.g_00245
OG0000433	Syae.g_01484	Prbb.g_00246
OG0000434	Syae.g_01485	Prbb.g_00247
OG0000435	Syae.g_01486	Prbb.g_00248
OG0000436	Syae.g_01491	Prbb.g_00253
OG0000437	Syae.g_01492	Prbb.g_00254
OG0000438	Syae.g_01493	Prbb.g_00255
OG0000439	Syae.g_01495	Prbb.g_00257
OG0000440	Syae.g_01496	Prbb.g_00258
OG0000441	Syae.g_01501	Prbb.g_00260
OG0000442	Syae.g_01502	Prbb.g_00261
OG0000443	Syae.g_01503	Prbb.g_00262
OG0000444	Syae.g_01509	Prbb.g_00267
OG0000445	Syae.g_01510	Prbb.g_00268
OG0000446	Syae.g_01512	Prbb.g_00269
OG0000447	Syae.g_01517	Prbb.g_00270
OG0000448	Syae.g_01518	Prbb.g_00271
OG0000449	Syae.g_01519	Prbb.g_00272
OG0000450	Syae.g_01525	Prbb.g_00273
OG0000451	Syae.g_01526	Prbb.g_00274
OG0000452	Syae.g_01530	Prbb.g_00277
OG0000453	Syae.g_01531	Prbb.g_00278
OG0000454	Syae.g_01532	Prbb.g_00279
OG0000455	Syae.g_01533	Prbb.g_00280
OG0000456	Syae.g_01534	Prbb.g_00281
OG0000457	Syae.g_01536	Prbb.g_00282
OG0000458	Syae.g_01538	Prbb.g_00283
OG0000459	Syae.g_01539	Prbb.g_00284
OG0000460	Syae.g_02236	Prbb.g_00292
OG0000461	Syae.g_02024	Prbb.g_00300
OG0000462	Syae.g_02021	Prbb.g_00302
OG0000463	Syae.g_02020	Prbb.g_00303
OG0000464	Syae.g_02019	Prbb.g_00304
OG0000465	Syae.g_02018	Prbb.g_00305
OG0000466	Syae.g_02014	Prbb.g_00306
OG0000467	Syae.g_02012	Prbb.g_00307
OG0000468	Syae.g_02007	Prbb.g_00309
OG0000469	Syae.g_01992	Prbb.g_00316
OG0000470	Syae.g_01990	Prbb.g_00318
OG0000471	Syae.g_01989	Prbb.g_00319
OG0000472	Syae.g_01987	Prbb.g_00320
OG0000473	Syae.g_01985	Prbb.g_00322
OG0000474	Syae.g_01984	Prbb.g_00323
OG0000475	Syae.g_01983	Prbb.g_00324
OG0000476	Syae.g_01981	Prbb.g_00326
OG0000477	Syae.g_01975	Prbb.g_00328
OG0000478	Syae.g_01974	Prbb.g_00329
OG0000479	Syae.g_01973	Prbb.g_00330
OG0000480	Syae.g_01966	Prbb.g_00334
OG0000481	Syae.g_01964	Prbb.g_00336
OG0000482	Syae.g_01963	Prbb.g_00337
OG0000483	Syae.g_01959	Prbb.g_00340
OG0000484	Syae.g_01958	Prbb.g_00341
OG0000485	Syae.g_01957	Prbb.g_00342
OG0000486	Syae.g_01956	Prbb.g_00343
OG0000487	Syae.g_01950	Prbb.g_00346
OG0000488	Syae.g_01946	Prbb.g_00349
OG0000489	Syae.g_01936	Prbb.g_00354
OG0000490	Syae.g_01928	Prbb.g_00359
OG0000491	Syae.g_01927	Prbb.g_00360
OG0000492	Syae.g_01925	Prbb.g_00362
OG0000493	Syae.g_01924	Prbb.g_00363
OG0000494	Syae.g_01923	Prbb.g_00364
OG0000495	Syae.g_01922	Prbb.g_00365
OG0000496	Syae.g_01921	Prbb.g_00366
OG0000497	Syae.g_01920	Prbb.g_00367
OG0000498	Syae.g_01919	Prbb.g_00368
OG0000499	Syae.g_01918	Prbb.g_00369
OG0000500	Syae.g_01917	Prbb.g_00370
OG0000501	Syae.g_01914	Prbb.g_00372
OG0000502	Syae.g_01902	Prbb.g_00375
OG0000503	Syae.g_02192	Prbb.g_00394
OG0000504	Syae.g_02194	Prbb.g_00396
OG0000505	Syae.g_02195	Prbb.g_00397
OG0000506	Syae.g_02197	Prbb.g_00398
OG0000507	Syae.g_02203	Prbb.g_00401
OG0000508	Syae.g_02207	Prbb.g_00404
OG0000509	Syae.g_02209	Prbb.g_00406
OG0000510	Syae.g_02210	Prbb.g_00407
OG0000511	Syae.g_02211	Prbb.g_00408
OG0000512	Syae.g_02213	Prbb.g_00410
OG0000513	Syae.g_02223	Prbb.g_00419
OG0000514	Syae.g_02229	Prbb.g_00436
OG0000515	Syae.g_02230	Prbb.g_00437
OG0000516	Syae.g_01000	Prbb.g_00438
OG0000517	Syae.g_00995	Prbb.g_00440
OG0000518	Syae.g_00983	Prbb.g_00451
OG0000519	Syae.g_00982	Prbb.g_00452
OG0000520	Syae.g_00981	Prbb.g_00453
OG0000521	Syae.g_02491	Prbb.g_00458
OG0000522	Syae.g_02493	Prbb.g_00460
OG0000523	Syae.g_02494	Prbb.g_00461
OG0000524	Syae.g_02501	Prbb.g_00468
OG0000525	Syae.g_02520	Prbb.g_00472
OG0000526	Syae.g_02523	Prbb.g_00473
OG0000527	Syae.g_02528	Prbb.g_00476
OG0000528	Syae.g_02304	Prbb.g_00482
OG0000529	Syae.g_02310	Prbb.g_00486
OG0000530	Syae.g_02313	Prbb.g_00489
OG0000531	Syae.g_02314	Prbb.g_00490
OG0000532	Syae.g_02317	Prbb.g_00491
OG0000533	Syae.g_02318	Prbb.g_00492
OG0000534	Syae.g_02319	Prbb.g_00493
OG0000535	Syae.g_02320	Prbb.g_00494
OG0000536	Syae.g_02321	Prbb.g_00495
OG0000537	Syae.g_02322	Prbb.g_00496
OG0000538	Syae.g_02333	Prbb.g_00504
OG0000539	Syae.g_02334	Prbb.g_00505
OG0000540	Syae.g_02335	Prbb.g_00506
OG0000541	Syae.g_02336	Prbb.g_00507
OG0000542	Syae.g_02339	Prbb.g_00509
OG0000543	Syae.g_02341	Prbb.g_00511
OG0000544	Syae.g_02342	Prbb.g_00512
OG0000545	Syae.g_02344	Prbb.g_00514
OG0000546	Syae.g_02346	Prbb.g_00517
OG0000547	Syae.g_02348	Prbb.g_00519
OG0000548	Syae.g_02349	Prbb.g_00520
OG0000549	Syae.g_02354	Prbb.g_00523
OG0000550	Syae.g_02358	Prbb.g_00527
OG0000551	Syae.g_02363	Prbb.g_00530
OG0000552	Syae.g_02364	Prbb.g_00531
OG0000553	Syae.g_02366	Prbb.g_00532
OG0000554	Syae.g_02375	Prbb.g_00537
OG0000555	Syae.g_02390	Prbb.g_00545
OG0000556	Syae.g_02394	Prbb.g_00547
OG0000557	Syae.g_02398	Prbb.g_00548
