Orthogroup	Syae	Prbn
OG0000358	Syae.g_01719	Prbn.g_00007
OG0000359	Syae.g_01721	Prbn.g_00006
OG0000360	Syae.g_01722	Prbn.g_00005
OG0000361	Syae.g_01723	Prbn.g_00004
OG0000362	Syae.g_01725	Prbn.g_00001
OG0000363	Syae.g_01727	Prbn.g_00768
OG0000364	Syae.g_01728	Prbn.g_00767
OG0000365	Syae.g_01737	Prbn.g_00762
OG0000366	Syae.g_01738	Prbn.g_00761
OG0000367	Syae.g_01739	Prbn.g_00760
OG0000368	Syae.g_01741	Prbn.g_00758
OG0000369	Syae.g_01742	Prbn.g_00757
OG0000370	Syae.g_01743	Prbn.g_00756
OG0000371	Syae.g_01751	Prbn.g_00749
OG0000372	Syae.g_01756	Prbn.g_00746
OG0000373	Syae.g_01757	Prbn.g_00745
OG0000374	Syae.g_01758	Prbn.g_00744
OG0000375	Syae.g_01759	Prbn.g_00742
OG0000376	Syae.g_01761	Prbn.g_00740
OG0000377	Syae.g_01561	Prbn.g_00736
OG0000378	Syae.g_01553	Prbn.g_00732
OG0000379	Syae.g_01550	Prbn.g_00729
OG0000380	Syae.g_01281	Prbn.g_00712
OG0000381	Syae.g_01285	Prbn.g_00707
OG0000382	Syae.g_01322	Prbn.g_01340
OG0000383	Syae.g_01324	Prbn.g_01338
OG0000384	Syae.g_01325	Prbn.g_01337
OG0000385	Syae.g_01326	Prbn.g_01336
OG0000386	Syae.g_01327	Prbn.g_01335
OG0000387	Syae.g_01354	Prbn.g_01321
OG0000388	Syae.g_01358	Prbn.g_01317
OG0000389	Syae.g_01362	Prbn.g_01314
OG0000390	Syae.g_01378	Prbn.g_01304
OG0000391	Syae.g_01383	Prbn.g_01301
OG0000392	Syae.g_01389	Prbn.g_01297
OG0000393	Syae.g_01392	Prbn.g_01294
OG0000394	Syae.g_01393	Prbn.g_01293
OG0000395	Syae.g_01394	Prbn.g_01292
OG0000396	Syae.g_01397	Prbn.g_01290
OG0000397	Syae.g_01400	Prbn.g_01288
OG0000398	Syae.g_01405	Prbn.g_01285
OG0000399	Syae.g_01406	Prbn.g_01284
OG0000400	Syae.g_01407	Prbn.g_01283
OG0000401	Syae.g_01408	Prbn.g_01282
OG0000402	Syae.g_01410	Prbn.g_01356
OG0000403	Syae.g_01411	Prbn.g_01280
OG0000404	Syae.g_01412	Prbn.g_01279
OG0000405	Syae.g_01426	Prbn.g_01275
OG0000406	Syae.g_01430	Prbn.g_01267
OG0000407	Syae.g_01431	Prbn.g_01266
OG0000408	Syae.g_01433	Prbn.g_01264
OG0000409	Syae.g_01435	Prbn.g_01262
OG0000410	Syae.g_01436	Prbn.g_01261
OG0000411	Syae.g_01437	Prbn.g_01260
OG0000412	Syae.g_01438	Prbn.g_01259
OG0000413	Syae.g_01440	Prbn.g_01257
OG0000415	Syae.g_01441	Prbn.g_01255
OG0000416	Syae.g_01442	Prbn.g_01254
OG0000417	Syae.g_01443	Prbn.g_01253
OG0000418	Syae.g_01448	Prbn.g_01248
OG0000419	Syae.g_01450	Prbn.g_01246
OG0000420	Syae.g_01452	Prbn.g_01245
OG0000421	Syae.g_01457	Prbn.g_00381
OG0000422	Syae.g_01458	Prbn.g_00380
OG0000423	Syae.g_01459	Prbn.g_00379
OG0000424	Syae.g_01460	Prbn.g_00378
OG0000425	Syae.g_01461	Prbn.g_00377
OG0000426	Syae.g_01462	Prbn.g_00376
OG0000427	Syae.g_01463	Prbn.g_00375
OG0000428	Syae.g_01466	Prbn.g_00373
OG0000429	Syae.g_01468	Prbn.g_00372
OG0000430	Syae.g_01470	Prbn.g_00371
OG0000431	Syae.g_01473	Prbn.g_00369
OG0000432	Syae.g_01481	Prbn.g_00365
OG0000433	Syae.g_01484	Prbn.g_00364
OG0000434	Syae.g_01485	Prbn.g_00363
OG0000435	Syae.g_01486	Prbn.g_00362
OG0000436	Syae.g_01491	Prbn.g_00357
OG0000437	Syae.g_01492	Prbn.g_00356
OG0000438	Syae.g_01493	Prbn.g_00355
OG0000439	Syae.g_01495	Prbn.g_00353
OG0000440	Syae.g_01496	Prbn.g_00352
OG0000441	Syae.g_01501	Prbn.g_00349
OG0000442	Syae.g_01502	Prbn.g_00348
OG0000443	Syae.g_01503	Prbn.g_00347
OG0000444	Syae.g_01509	Prbn.g_00341
OG0000445	Syae.g_01510	Prbn.g_00340
OG0000446	Syae.g_01512	Prbn.g_00339
OG0000447	Syae.g_01517	Prbn.g_00338
OG0000448	Syae.g_01518	Prbn.g_00337
OG0000449	Syae.g_01519	Prbn.g_00336
OG0000450	Syae.g_01525	Prbn.g_00335
OG0000451	Syae.g_01526	Prbn.g_00334
OG0000452	Syae.g_01530	Prbn.g_00331
OG0000453	Syae.g_01531	Prbn.g_00330
OG0000454	Syae.g_01532	Prbn.g_00329
OG0000455	Syae.g_01533	Prbn.g_00328
OG0000456	Syae.g_01534	Prbn.g_00327
OG0000457	Syae.g_01536	Prbn.g_00325
OG0000458	Syae.g_01538	Prbn.g_00324
OG0000459	Syae.g_01539	Prbn.g_00323
OG0000460	Syae.g_02236	Prbn.g_00315
OG0000461	Syae.g_02024	Prbn.g_00307
OG0000462	Syae.g_02021	Prbn.g_00305
OG0000463	Syae.g_02020	Prbn.g_00304
OG0000464	Syae.g_02019	Prbn.g_00012
OG0000465	Syae.g_02018	Prbn.g_00013
OG0000466	Syae.g_02014	Prbn.g_00016
OG0000467	Syae.g_02012	Prbn.g_00017
OG0000468	Syae.g_02007	Prbn.g_00020
OG0000469	Syae.g_01992	Prbn.g_00028
OG0000470	Syae.g_01990	Prbn.g_00030
OG0000471	Syae.g_01989	Prbn.g_00031
OG0000472	Syae.g_01987	Prbn.g_00033
OG0000473	Syae.g_01985	Prbn.g_00035
OG0000474	Syae.g_01984	Prbn.g_00036
OG0000475	Syae.g_01983	Prbn.g_00037
OG0000476	Syae.g_01981	Prbn.g_00039
OG0000477	Syae.g_01975	Prbn.g_00042
OG0000478	Syae.g_01974	Prbn.g_00043
OG0000479	Syae.g_01973	Prbn.g_00044
OG0000480	Syae.g_01966	Prbn.g_00049
OG0000481	Syae.g_01964	Prbn.g_00052
OG0000482	Syae.g_01963	Prbn.g_00053
OG0000483	Syae.g_01959	Prbn.g_00056
OG0000484	Syae.g_01958	Prbn.g_00057
OG0000485	Syae.g_01957	Prbn.g_00059
OG0000486	Syae.g_01956	Prbn.g_00060
OG0000487	Syae.g_01950	Prbn.g_00063
OG0000488	Syae.g_01946	Prbn.g_00066
OG0000489	Syae.g_01936	Prbn.g_00071
OG0000490	Syae.g_01928	Prbn.g_00075
OG0000491	Syae.g_01927	Prbn.g_00076
OG0000492	Syae.g_01925	Prbn.g_00078
OG0000493	Syae.g_01924	Prbn.g_00079
OG0000494	Syae.g_01923	Prbn.g_00080
OG0000495	Syae.g_01922	Prbn.g_00081
OG0000496	Syae.g_01921	Prbn.g_00082
OG0000497	Syae.g_01920	Prbn.g_00083
OG0000498	Syae.g_01919	Prbn.g_00084
OG0000499	Syae.g_01918	Prbn.g_00085
OG0000500	Syae.g_01917	Prbn.g_00086
OG0000501	Syae.g_01914	Prbn.g_00087
OG0000502	Syae.g_01902	Prbn.g_00090
OG0000503	Syae.g_02192	Prbn.g_00105
OG0000504	Syae.g_02194	Prbn.g_00107
OG0000505	Syae.g_02195	Prbn.g_00108
OG0000506	Syae.g_02197	Prbn.g_00109
OG0000507	Syae.g_02203	Prbn.g_00112
OG0000508	Syae.g_02207	Prbn.g_00116
OG0000509	Syae.g_02209	Prbn.g_00118
OG0000510	Syae.g_02210	Prbn.g_00119
OG0000511	Syae.g_02211	Prbn.g_00120
OG0000512	Syae.g_02213	Prbn.g_00122
OG0000513	Syae.g_02223	Prbn.g_00693
OG0000514	Syae.g_02229	Prbn.g_00682
OG0000515	Syae.g_02230	Prbn.g_00681
OG0000516	Syae.g_01000	Prbn.g_00680
OG0000517	Syae.g_00995	Prbn.g_00678
OG0000518	Syae.g_00983	Prbn.g_00667
OG0000519	Syae.g_00982	Prbn.g_00666
OG0000520	Syae.g_00981	Prbn.g_00665
OG0000521	Syae.g_02491	Prbn.g_00657
OG0000522	Syae.g_02493	Prbn.g_00655
OG0000523	Syae.g_02494	Prbn.g_00654
OG0000524	Syae.g_02501	Prbn.g_00649
OG0000525	Syae.g_02520	Prbn.g_00645
OG0000526	Syae.g_02523	Prbn.g_00644
OG0000527	Syae.g_02528	Prbn.g_00641
OG0000528	Syae.g_02304	Prbn.g_00636
OG0000529	Syae.g_02310	Prbn.g_00633
OG0000530	Syae.g_02313	Prbn.g_00630
OG0000531	Syae.g_02314	Prbn.g_00629
OG0000532	Syae.g_02317	Prbn.g_00627
OG0000533	Syae.g_02318	Prbn.g_00626
OG0000534	Syae.g_02319	Prbn.g_00625
OG0000535	Syae.g_02320	Prbn.g_00624
OG0000536	Syae.g_02321	Prbn.g_00623
OG0000537	Syae.g_02322	Prbn.g_00622
OG0000538	Syae.g_02333	Prbn.g_00613
OG0000539	Syae.g_02334	Prbn.g_00612
OG0000540	Syae.g_02335	Prbn.g_00611
OG0000541	Syae.g_02336	Prbn.g_00610
OG0000542	Syae.g_02339	Prbn.g_00609
OG0000543	Syae.g_02341	Prbn.g_00607
OG0000544	Syae.g_02342	Prbn.g_00606
OG0000545	Syae.g_02344	Prbn.g_00604
OG0000546	Syae.g_02346	Prbn.g_00601
OG0000547	Syae.g_02348	Prbn.g_00599
OG0000548	Syae.g_02349	Prbn.g_00598
OG0000549	Syae.g_02354	Prbn.g_00596
OG0000550	Syae.g_02358	Prbn.g_00592
OG0000551	Syae.g_02363	Prbn.g_00589
OG0000552	Syae.g_02364	Prbn.g_00588
OG0000553	Syae.g_02366	Prbn.g_00587
OG0000554	Syae.g_02375	Prbn.g_00582
OG0000555	Syae.g_02390	Prbn.g_00574
OG0000556	Syae.g_02394	Prbn.g_00572
OG0000557	Syae.g_02398	Prbn.g_00571
OG0000558	Syae.g_02400	Prbn.g_00569
OG0000559	Syae.g_02404	Prbn.g_00565
OG0000560	Syae.g_02407	Prbn.g_00562
