Orthogroup	Syae	Prbh
OG0000286	Syae.g_00359	Prbh.g_01085
OG0000287	Syae.g_00387	Prbh.g_01342
OG0000288	Syae.g_00419	Prbh.g_01120
OG0000289	Syae.g_00433	Prbh.g_01135
OG0000290	Syae.g_00796	Prbh.g_01034
OG0000291	Syae.g_00794	Prbh.g_01032
OG0000292	Syae.g_01705	Prbh.g_01328
OG0000293	Syae.g_00938	Prbh.g_01293
OG0000294	Syae.g_00937	Prbh.g_01292
OG0000295	Syae.g_00893	Prbh.g_01268
OG0000296	Syae.g_00891	Prbh.g_01266
OG0000297	Syae.g_00645	Prbh.g_01257
OG0000298	Syae.g_00646	Prbh.g_01256
OG0000299	Syae.g_00680	Prbh.g_01237
OG0000300	Syae.g_00686	Prbh.g_01234
OG0000301	Syae.g_00687	Prbh.g_01233
OG0000302	Syae.g_00691	Prbh.g_01231
OG0000303	Syae.g_00700	Prbh.g_01225
OG0000304	Syae.g_00706	Prbh.g_01450
OG0000305	Syae.g_00791	Prbh.g_01326
OG0000306	Syae.g_00277	Prbh.g_01017
OG0000307	Syae.g_02290	Prbh.g_00019
OG0000308	Syae.g_02288	Prbh.g_00020
OG0000309	Syae.g_02283	Prbh.g_00024
OG0000310	Syae.g_02687	Prbh.g_00082
OG0000311	Syae.g_02682	Prbh.g_00084
OG0000312	Syae.g_02664	Prbh.g_00087
OG0000313	Syae.g_02647	Prbh.g_00103
OG0000314	Syae.g_02618	Prbh.g_00126
OG0000315	Syae.g_02609	Prbh.g_00136
OG0000316	Syae.g_01118	Prbh.g_00162
OG0000317	Syae.g_01160	Prbh.g_01785
OG0000318	Syae.g_01164	Prbh.g_01781
OG0000319	Syae.g_01181	Prbh.g_01768
OG0000320	Syae.g_01183	Prbh.g_01766
OG0000321	Syae.g_01184	Prbh.g_01765
OG0000322	Syae.g_01185	Prbh.g_01764
OG0000323	Syae.g_01200	Prbh.g_01755
OG0000324	Syae.g_01049	Prbh.g_01727
OG0000325	Syae.g_02033	Prbh.g_01717
OG0000326	Syae.g_02040	Prbh.g_01710
OG0000327	Syae.g_02080	Prbh.g_01686
OG0000328	Syae.g_02081	Prbh.g_01685
OG0000329	Syae.g_02099	Prbh.g_01668
OG0000330	Syae.g_02100	Prbh.g_01667
OG0000331	Syae.g_02101	Prbh.g_01666
OG0000332	Syae.g_02116	Prbh.g_01652
OG0000333	Syae.g_02119	Prbh.g_01650
OG0000334	Syae.g_02128	Prbh.g_01641
OG0000335	Syae.g_02132	Prbh.g_01636
OG0000336	Syae.g_02136	Prbh.g_01632
OG0000337	Syae.g_01879	Prbh.g_01613
OG0000338	Syae.g_01876	Prbh.g_01612
OG0000339	Syae.g_01869	Prbh.g_01606
OG0000340	Syae.g_01855	Prbh.g_01597
OG0000341	Syae.g_01853	Prbh.g_01595
OG0000342	Syae.g_01852	Prbh.g_01594
OG0000343	Syae.g_01848	Prbh.g_01593
OG0000344	Syae.g_01843	Prbh.g_01590
OG0000345	Syae.g_01833	Prbh.g_01584
OG0000346	Syae.g_01828	Prbh.g_01580
OG0000347	Syae.g_01805	Prbh.g_01563
OG0000348	Syae.g_01781	Prbh.g_01555
OG0000349	Syae.g_01763	Prbh.g_01537
OG0000350	Syae.g_02047	Prbh.g_01516
OG0000351	Syae.g_01684	Prbh.g_01497
OG0000352	Syae.g_01685	Prbh.g_01496
OG0000353	Syae.g_01711	Prbh.g_01477
OG0000355	Syae.g_01713	Prbh.g_01475
OG0000356	Syae.g_01714	Prbh.g_01474
OG0000357	Syae.g_01715	Prbh.g_01473
OG0000358	Syae.g_01719	Prbh.g_01469
OG0000359	Syae.g_01721	Prbh.g_01468
OG0000360	Syae.g_01722	Prbh.g_01467
OG0000361	Syae.g_01723	Prbh.g_01466
OG0000362	Syae.g_01725	Prbh.g_01952
OG0000363	Syae.g_01727	Prbh.g_00766
OG0000364	Syae.g_01728	Prbh.g_00765
OG0000365	Syae.g_01737	Prbh.g_00760
OG0000366	Syae.g_01738	Prbh.g_00759
OG0000367	Syae.g_01739	Prbh.g_00758
OG0000368	Syae.g_01741	Prbh.g_00756
OG0000369	Syae.g_01742	Prbh.g_00755
OG0000370	Syae.g_01743	Prbh.g_00754
OG0000371	Syae.g_01751	Prbh.g_00748
OG0000372	Syae.g_01756	Prbh.g_00746
OG0000373	Syae.g_01757	Prbh.g_00745
OG0000374	Syae.g_01758	Prbh.g_00744
OG0000375	Syae.g_01759	Prbh.g_00743
OG0000376	Syae.g_01761	Prbh.g_00741
OG0000377	Syae.g_01561	Prbh.g_00737
OG0000378	Syae.g_01553	Prbh.g_00733
OG0000379	Syae.g_01550	Prbh.g_00730
OG0000380	Syae.g_01281	Prbh.g_00717
OG0000381	Syae.g_01285	Prbh.g_00712
OG0000382	Syae.g_01322	Prbh.g_00702
OG0000383	Syae.g_01324	Prbh.g_00700
OG0000384	Syae.g_01325	Prbh.g_00699
OG0000385	Syae.g_01326	Prbh.g_00698
OG0000386	Syae.g_01327	Prbh.g_00697
OG0000387	Syae.g_01354	Prbh.g_00684
OG0000388	Syae.g_01358	Prbh.g_00680
OG0000389	Syae.g_01362	Prbh.g_00677
OG0000390	Syae.g_01378	Prbh.g_00668
OG0000391	Syae.g_01383	Prbh.g_00665
OG0000392	Syae.g_01389	Prbh.g_00661
OG0000393	Syae.g_01392	Prbh.g_00658
OG0000394	Syae.g_01393	Prbh.g_00657
OG0000395	Syae.g_01394	Prbh.g_00656
OG0000396	Syae.g_01397	Prbh.g_00654
OG0000397	Syae.g_01400	Prbh.g_00652
OG0000398	Syae.g_01405	Prbh.g_00649
OG0000399	Syae.g_01406	Prbh.g_00648
OG0000400	Syae.g_01407	Prbh.g_00647
OG0000401	Syae.g_01408	Prbh.g_00646
OG0000402	Syae.g_01410	Prbh.g_01144
OG0000403	Syae.g_01411	Prbh.g_00644
OG0000404	Syae.g_01412	Prbh.g_00643
OG0000405	Syae.g_01426	Prbh.g_00639
OG0000406	Syae.g_01430	Prbh.g_00635
OG0000407	Syae.g_01431	Prbh.g_00634
OG0000408	Syae.g_01433	Prbh.g_00632
OG0000409	Syae.g_01435	Prbh.g_00630
OG0000410	Syae.g_01436	Prbh.g_00629
OG0000411	Syae.g_01437	Prbh.g_00628
OG0000412	Syae.g_01438	Prbh.g_00627
OG0000413	Syae.g_01440	Prbh.g_00626
OG0000415	Syae.g_01441	Prbh.g_00624
OG0000416	Syae.g_01442	Prbh.g_00623
OG0000417	Syae.g_01443	Prbh.g_00622
OG0000418	Syae.g_01448	Prbh.g_00617
OG0000419	Syae.g_01450	Prbh.g_00615
OG0000420	Syae.g_01452	Prbh.g_00614
OG0000421	Syae.g_01457	Prbh.g_00610
OG0000422	Syae.g_01458	Prbh.g_00609
OG0000423	Syae.g_01459	Prbh.g_00608
OG0000424	Syae.g_01460	Prbh.g_00607
OG0000425	Syae.g_01461	Prbh.g_00606
OG0000426	Syae.g_01462	Prbh.g_00605
OG0000427	Syae.g_01463	Prbh.g_00604
OG0000428	Syae.g_01466	Prbh.g_00602
OG0000429	Syae.g_01468	Prbh.g_00601
OG0000430	Syae.g_01470	Prbh.g_00600
OG0000431	Syae.g_01473	Prbh.g_00598
OG0000432	Syae.g_01481	Prbh.g_00594
OG0000433	Syae.g_01484	Prbh.g_00593
OG0000434	Syae.g_01485	Prbh.g_00592
OG0000435	Syae.g_01486	Prbh.g_00591
OG0000436	Syae.g_01491	Prbh.g_00586
OG0000437	Syae.g_01492	Prbh.g_00585
OG0000438	Syae.g_01493	Prbh.g_00584
OG0000439	Syae.g_01495	Prbh.g_00582
OG0000440	Syae.g_01496	Prbh.g_00581
OG0000441	Syae.g_01501	Prbh.g_00578
OG0000442	Syae.g_01502	Prbh.g_00577
OG0000443	Syae.g_01503	Prbh.g_00576
OG0000444	Syae.g_01509	Prbh.g_00571
OG0000445	Syae.g_01510	Prbh.g_00570
OG0000446	Syae.g_01512	Prbh.g_00569
OG0000447	Syae.g_01517	Prbh.g_00568
OG0000448	Syae.g_01518	Prbh.g_00567
OG0000449	Syae.g_01519	Prbh.g_00566
OG0000450	Syae.g_01525	Prbh.g_00565
OG0000451	Syae.g_01526	Prbh.g_00564
OG0000452	Syae.g_01530	Prbh.g_00561
OG0000453	Syae.g_01531	Prbh.g_00560
OG0000454	Syae.g_01532	Prbh.g_00559
OG0000455	Syae.g_01533	Prbh.g_00558
OG0000456	Syae.g_01534	Prbh.g_00557
OG0000457	Syae.g_01536	Prbh.g_00555
OG0000458	Syae.g_01538	Prbh.g_00554
OG0000459	Syae.g_01539	Prbh.g_00553
OG0000460	Syae.g_02236	Prbh.g_00545
OG0000461	Syae.g_02024	Prbh.g_00537
OG0000462	Syae.g_02021	Prbh.g_00535
OG0000463	Syae.g_02020	Prbh.g_00534
OG0000464	Syae.g_02019	Prbh.g_00533
OG0000465	Syae.g_02018	Prbh.g_00532
OG0000466	Syae.g_02014	Prbh.g_00529
OG0000467	Syae.g_02012	Prbh.g_00528
OG0000468	Syae.g_02007	Prbh.g_00525
OG0000469	Syae.g_01992	Prbh.g_00517
OG0000470	Syae.g_01990	Prbh.g_00515
OG0000471	Syae.g_01989	Prbh.g_00514
OG0000472	Syae.g_01987	Prbh.g_00513
OG0000473	Syae.g_01985	Prbh.g_00511
OG0000474	Syae.g_01984	Prbh.g_00510
OG0000475	Syae.g_01983	Prbh.g_00509
OG0000476	Syae.g_01981	Prbh.g_00507
OG0000477	Syae.g_01975	Prbh.g_00504
OG0000478	Syae.g_01974	Prbh.g_00503
OG0000479	Syae.g_01973	Prbh.g_00502
OG0000480	Syae.g_01966	Prbh.g_00497
OG0000481	Syae.g_01964	Prbh.g_00494
OG0000482	Syae.g_01963	Prbh.g_00493
OG0000483	Syae.g_01959	Prbh.g_00490
OG0000484	Syae.g_01958	Prbh.g_00489
OG0000485	Syae.g_01957	Prbh.g_00487
OG0000486	Syae.g_01956	Prbh.g_00486
OG0000487	Syae.g_01950	Prbh.g_00483
OG0000488	Syae.g_01946	Prbh.g_00480
OG0000489	Syae.g_01936	Prbh.g_00475
OG0000490	Syae.g_01928	Prbh.g_00471
OG0000491	Syae.g_01927	Prbh.g_00470
OG0000492	Syae.g_01925	Prbh.g_00468
OG0000493	Syae.g_01924	Prbh.g_00467
OG0000494	Syae.g_01923	Prbh.g_00466
OG0000495	Syae.g_01922	Prbh.g_00465
OG0000496	Syae.g_01921	Prbh.g_00464
OG0000497	Syae.g_01920	Prbh.g_00463
OG0000498	Syae.g_01919	Prbh.g_00462
OG0000499	Syae.g_01918	Prbh.g_00461
OG0000500	Syae.g_01917	Prbh.g_00460
OG0000501	Syae.g_01914	Prbh.g_00458
OG0000502	Syae.g_01902	Prbh.g_00455
OG0000503	Syae.g_02192	Prbh.g_00439
OG0000504	Syae.g_02194	Prbh.g_00437
OG0000505	Syae.g_02195	Prbh.g_00436
OG0000506	Syae.g_02197	Prbh.g_00435
OG0000507	Syae.g_02203	Prbh.g_00431
OG0000508	Syae.g_02207	Prbh.g_00427
OG0000509	Syae.g_02209	Prbh.g_00425
OG0000510	Syae.g_02210	Prbh.g_00424
OG0000511	Syae.g_02211	Prbh.g_00423
OG0000512	Syae.g_02213	Prbh.g_00421
OG0000513	Syae.g_02223	Prbh.g_00412
OG0000514	Syae.g_02229	Prbh.g_00401
OG0000515	Syae.g_02230	Prbh.g_00400
OG0000516	Syae.g_01000	Prbh.g_00399
OG0000517	Syae.g_00995	Prbh.g_00397
OG0000518	Syae.g_00983	Prbh.g_00386
OG0000519	Syae.g_00982	Prbh.g_00385
OG0000520	Syae.g_00981	Prbh.g_00384
OG0000521	Syae.g_02491	Prbh.g_00374
OG0000522	Syae.g_02493	Prbh.g_00372
OG0000523	Syae.g_02494	Prbh.g_00371
OG0000524	Syae.g_02501	Prbh.g_00367
OG0000525	Syae.g_02520	Prbh.g_00363
OG0000526	Syae.g_02523	Prbh.g_00361
OG0000527	Syae.g_02528	Prbh.g_00358
OG0000528	Syae.g_02304	Prbh.g_00353
OG0000529	Syae.g_02310	Prbh.g_00350
OG0000530	Syae.g_02313	Prbh.g_00347
OG0000531	Syae.g_02314	Prbh.g_00346
OG0000532	Syae.g_02317	Prbh.g_00344
OG0000533	Syae.g_02318	Prbh.g_00343
OG0000534	Syae.g_02319	Prbh.g_00342
OG0000535	Syae.g_02320	Prbh.g_00341
OG0000536	Syae.g_02321	Prbh.g_00340
OG0000537	Syae.g_02322	Prbh.g_00339
OG0000538	Syae.g_02333	Prbh.g_00329
OG0000539	Syae.g_02334	Prbh.g_00328
OG0000540	Syae.g_02335	Prbh.g_00327
OG0000541	Syae.g_02336	Prbh.g_00326
OG0000542	Syae.g_02339	Prbh.g_00325
OG0000543	Syae.g_02341	Prbh.g_00323
OG0000544	Syae.g_02342	Prbh.g_00322
OG0000545	Syae.g_02344	Prbh.g_00320
OG0000546	Syae.g_02346	Prbh.g_00317
OG0000547	Syae.g_02348	Prbh.g_00315
OG0000548	Syae.g_02349	Prbh.g_00314
OG0000549	Syae.g_02354	Prbh.g_00311
OG0000550	Syae.g_02358	Prbh.g_00306
OG0000551	Syae.g_02363	Prbh.g_00303
OG0000552	Syae.g_02364	Prbh.g_00302
OG0000553	Syae.g_02366	Prbh.g_00301
OG0000554	Syae.g_02375	Prbh.g_00295
OG0000555	Syae.g_02390	Prbh.g_00288
OG0000556	Syae.g_02394	Prbh.g_00286
OG0000557	Syae.g_02398	Prbh.g_00285
OG0000558	Syae.g_02400	Prbh.g_00283
OG0000559	Syae.g_02404	Prbh.g_00279
OG0000560	Syae.g_02407	Prbh.g_00276
OG0000561	Syae.g_02408	Prbh.g_00275
