Orthogroup	Syae	Prbk
OG0000095	Syae.g_00793	Prbk.g_00056
OG0000097	Syae.g_00683	Prbk.g_00189
OG0000098	Syae.g_02384, Syae.g_02058	Prbk.g_01199
OG0000099	Syae.g_01913	Prbk.g_00476
OG0000100	Syae.g_00489	Prbk.g_01360, Prbk.g_02498
OG0000101	Syae.g_02125	Prbk.g_00944
OG0000102	Syae.g_01824	Prbk.g_01484
OG0000103	Syae.g_01694	Prbk.g_02260
OG0000104	Syae.g_01708	Prbk.g_02274
OG0000105	Syae.g_01977	Prbk.g_00409
OG0000106	Syae.g_00272	Prbk.g_00925
OG0000107	Syae.g_02032	Prbk.g_01902
OG0000108	Syae.g_02309	Prbk.g_02061
OG0000109	Syae.g_02324	Prbk.g_02077
OG0000110	Syae.g_02435	Prbk.g_01110
OG0000111	Syae.g_00783	Prbk.g_01766
OG0000112	Syae.g_00351	Prbk.g_02332
OG0000113	Syae.g_00494	Prbk.g_02493
OG0000114	Syae.g_00575	Prbk.g_02396
OG0000115	Syae.g_02631	Prbk.g_01234
OG0000116	Syae.g_00939	Prbk.g_01034
OG0000117	Syae.g_00647	Prbk.g_01496
OG0000118	Syae.g_02479	Prbk.g_01169
OG0000119	Syae.g_00904	Prbk.g_01746, Prbk.g_01786
OG0000120	Syae.g_01912	Prbk.g_00477
OG0000121	Syae.g_02649	Prbk.g_00267, Prbk.g_00261
OG0000122	Syae.g_00112	Prbk.g_02664
OG0000123	Syae.g_02131	Prbk.g_00805
OG0000124	Syae.g_01809	Prbk.g_01539
OG0000125	Syae.g_01573	Prbk.g_02168
OG0000126	Syae.g_01706	Prbk.g_02272
OG0000127	Syae.g_00720	Prbk.g_01101, Prbk.g_01852
OG0000128	Syae.g_01724	Prbk.g_02290
OG0000129	Syae.g_01562	Prbk.g_02156
OG0000130	Syae.g_01284	Prbk.g_01320
OG0000131	Syae.g_01428	Prbk.g_00751
OG0000132	Syae.g_01447	Prbk.g_00771
OG0000133	Syae.g_00356	Prbk.g_00472
OG0000134	Syae.g_02222	Prbk.g_00361
OG0000135	Syae.g_01608	Prbk.g_02209
OG0000136	Syae.g_00989	Prbk.g_00323
OG0000137	Syae.g_02530	Prbk.g_02113
OG0000138	Syae.g_02325	Prbk.g_02078
OG0000139	Syae.g_02380	Prbk.g_01086
OG0000140	Syae.g_02383	Prbk.g_01092
OG0000141	Syae.g_00016	Prbk.g_01154
OG0000142	Syae.g_00074	Prbk.g_02631
OG0000143	Syae.g_00078	Prbk.g_02635
OG0000144	Syae.g_00261	Prbk.g_00739
OG0000145	Syae.g_02331	Prbk.g_01863
OG0000146	Syae.g_00350	Prbk.g_02333
OG0000147	Syae.g_00349	Prbk.g_02334
OG0000148	Syae.g_00500	Prbk.g_02487
OG0000149	Syae.g_00847	Prbk.g_02544
OG0000150	Syae.g_00017	Prbk.g_02567
OG0000151	Syae.g_00563	Prbk.g_02417
OG0000152	Syae.g_00360	Prbk.g_02324
OG0000153	Syae.g_00394	Prbk.g_02297
OG0000154	Syae.g_00420	Prbk.g_00584
OG0000155	Syae.g_00885	Prbk.g_00099
OG0000156	Syae.g_00945	Prbk.g_00164
OG0000157	Syae.g_00946	Prbk.g_00163
OG0000158	Syae.g_01858	Prbk.g_00526
OG0000160	Syae.g_02650	Prbk.g_00260
OG0000161	Syae.g_02644	Prbk.g_00274
OG0000162	Syae.g_02638	Prbk.g_00280
OG0000163	Syae.g_01092	Prbk.g_02002
OG0000164	Syae.g_01198	Prbk.g_01432
OG0000165	Syae.g_01021	Prbk.g_01423
OG0000166	Syae.g_02085	Prbk.g_00982
OG0000167	Syae.g_01874	Prbk.g_00512
OG0000168	Syae.g_01856	Prbk.g_00527
OG0000169	Syae.g_01841	Prbk.g_00220
OG0000170	Syae.g_01834	Prbk.g_00232
OG0000171	Syae.g_01810	Prbk.g_01538
OG0000172	Syae.g_01788	Prbk.g_01573
OG0000173	Syae.g_01770	Prbk.g_01594
OG0000174	Syae.g_01610	Prbk.g_02211
OG0000175	Syae.g_01679	Prbk.g_02249
OG0000176	Syae.g_01716	Prbk.g_02282
OG0000177	Syae.g_01717	Prbk.g_02283
OG0000178	Syae.g_01718	Prbk.g_02284
OG0000179	Syae.g_01733	Prbk.g_01633
OG0000180	Syae.g_01734	Prbk.g_01632
OG0000181	Syae.g_01735	Prbk.g_01631
OG0000182	Syae.g_01736	Prbk.g_01630
OG0000183	Syae.g_01740	Prbk.g_01626
OG0000184	Syae.g_01554	Prbk.g_02148
OG0000186	Syae.g_01279	Prbk.g_01326
OG0000187	Syae.g_01280	Prbk.g_01324
OG0000188	Syae.g_01323	Prbk.g_01303
OG0000189	Syae.g_01350	Prbk.g_00024
OG0000190	Syae.g_01352	Prbk.g_00022
OG0000191	Syae.g_01384	Prbk.g_00197
OG0000192	Syae.g_01390	Prbk.g_00206
OG0000193	Syae.g_01429	Prbk.g_00752
OG0000194	Syae.g_01432	Prbk.g_00755
OG0000195	Syae.g_01434	Prbk.g_00757
OG0000196	Syae.g_01444	Prbk.g_00768
OG0000197	Syae.g_01445	Prbk.g_00769
OG0000198	Syae.g_01446	Prbk.g_00770
OG0000199	Syae.g_01454	Prbk.g_00777
OG0000200	Syae.g_01471	Prbk.g_01280
OG0000201	Syae.g_01487	Prbk.g_01261
OG0000202	Syae.g_01488	Prbk.g_01260
OG0000203	Syae.g_01489	Prbk.g_01259
OG0000204	Syae.g_01490	Prbk.g_01258
OG0000205	Syae.g_01497	Prbk.g_01251
OG0000206	Syae.g_01504	Prbk.g_00632
OG0000207	Syae.g_01506	Prbk.g_00686
OG0000208	Syae.g_01507	Prbk.g_00685
OG0000209	Syae.g_01528	Prbk.g_00658
OG0000210	Syae.g_01529	Prbk.g_00657
OG0000211	Syae.g_02234	Prbk.g_01368
OG0000212	Syae.g_02244	Prbk.g_01514
OG0000213	Syae.g_02003	Prbk.g_00374
OG0000214	Syae.g_01986	Prbk.g_00401
OG0000215	Syae.g_01955	Prbk.g_00431
OG0000216	Syae.g_01951	Prbk.g_00434
OG0000217	Syae.g_01947	Prbk.g_00438
OG0000218	Syae.g_01945	Prbk.g_00442
OG0000219	Syae.g_01944	Prbk.g_00443
OG0000220	Syae.g_01943	Prbk.g_00444
OG0000221	Syae.g_01937	Prbk.g_00449
OG0000222	Syae.g_01926	Prbk.g_00458
OG0000223	Syae.g_01904	Prbk.g_00481
OG0000224	Syae.g_01897	Prbk.g_00492
OG0000225	Syae.g_02208	Prbk.g_00889
OG0000226	Syae.g_02212	Prbk.g_00893
OG0000227	Syae.g_02214	Prbk.g_00895
OG0000228	Syae.g_02218	Prbk.g_00365
OG0000229	Syae.g_00994	Prbk.g_00328
OG0000230	Syae.g_00992	Prbk.g_00326
OG0000231	Syae.g_00980	Prbk.g_00311
OG0000232	Syae.g_02496	Prbk.g_00295
OG0000233	Syae.g_02504	Prbk.g_02092
OG0000234	Syae.g_02532	Prbk.g_02114
OG0000235	Syae.g_02308	Prbk.g_02060
OG0000236	Syae.g_02323	Prbk.g_02076
OG0000237	Syae.g_02340	Prbk.g_01047
OG0000238	Syae.g_02345	Prbk.g_01051
OG0000239	Syae.g_02360	Prbk.g_01067
OG0000240	Syae.g_02361	Prbk.g_01068
OG0000241	Syae.g_00065	Prbk.g_01965
OG0000242	Syae.g_02372	Prbk.g_01078
OG0000243	Syae.g_02391	Prbk.g_02684
OG0000244	Syae.g_02399	Prbk.g_01897
OG0000245	Syae.g_02401	Prbk.g_01894
OG0000246	Syae.g_02405	Prbk.g_01890
OG0000247	Syae.g_02416	Prbk.g_01879
OG0000248	Syae.g_02419	Prbk.g_01876
OG0000249	Syae.g_02421	Prbk.g_01874
OG0000250	Syae.g_02431	Prbk.g_01106
OG0000251	Syae.g_02455	Prbk.g_01130
OG0000252	Syae.g_02458	Prbk.g_01133
OG0000253	Syae.g_02459	Prbk.g_01139
OG0000254	Syae.g_00021	Prbk.g_01158
OG0000255	Syae.g_00041	Prbk.g_02604
OG0000256	Syae.g_00058	Prbk.g_02618
OG0000257	Syae.g_00064	Prbk.g_02624
OG0000258	Syae.g_00083	Prbk.g_02647
OG0000259	Syae.g_00608	Prbk.g_00720
OG0000260	Syae.g_00603	Prbk.g_00717
OG0000261	Syae.g_00600	Prbk.g_00714
OG0000262	Syae.g_00595	Prbk.g_00709
OG0000263	Syae.g_00671	Prbk.g_00672
OG0000264	Syae.g_00761	Prbk.g_01815
OG0000265	Syae.g_00932, Syae.g_00226	Prbk.g_00619
OG0000266	Syae.g_00457	Prbk.g_00608
OG0000267	Syae.g_00304	Prbk.g_02371
OG0000268	Syae.g_00308	Prbk.g_02370
OG0000269	Syae.g_00526	Prbk.g_02463
OG0000270	Syae.g_00523	Prbk.g_02466
OG0000271	Syae.g_00515	Prbk.g_02474
OG0000272	Syae.g_00514	Prbk.g_02475
OG0000273	Syae.g_00825	Prbk.g_02526
OG0000274	Syae.g_00826	Prbk.g_02527
OG0000275	Syae.g_00832	Prbk.g_02530
OG0000276	Syae.g_00839	Prbk.g_02536
OG0000277	Syae.g_00840	Prbk.g_02537
OG0000278	Syae.g_00843	Prbk.g_02540
OG0000279	Syae.g_00851	Prbk.g_02548
OG0000280	Syae.g_00877	Prbk.g_02554
OG0000281	Syae.g_02057	Prbk.g_02568
OG0000282	Syae.g_00573	Prbk.g_02398
OG0000283	Syae.g_00321	Prbk.g_02359
OG0000284	Syae.g_00327	Prbk.g_02353
OG0000285	Syae.g_00340	Prbk.g_01698
OG0000286	Syae.g_00359	Prbk.g_02325
OG0000287	Syae.g_00387	Prbk.g_01728
OG0000288	Syae.g_00419	Prbk.g_00583
OG0000289	Syae.g_00433	Prbk.g_00596
OG0000290	Syae.g_00796	Prbk.g_00059
OG0000291	Syae.g_00794	Prbk.g_00057
OG0000292	Syae.g_01705	Prbk.g_02271
OG0000293	Syae.g_00938	Prbk.g_01032
OG0000294	Syae.g_00937	Prbk.g_01031
OG0000295	Syae.g_00893	Prbk.g_00106
OG0000296	Syae.g_00891	Prbk.g_00104
OG0000297	Syae.g_00645	Prbk.g_01498
OG0000298	Syae.g_00646	Prbk.g_01497
OG0000299	Syae.g_00680	Prbk.g_01508
OG0000300	Syae.g_00686	Prbk.g_00186
OG0000301	Syae.g_00687	Prbk.g_00185
OG0000302	Syae.g_00691	Prbk.g_00182
OG0000303	Syae.g_00700	Prbk.g_00097
OG0000304	Syae.g_00706	Prbk.g_00121
OG0000305	Syae.g_00791	Prbk.g_00055
OG0000306	Syae.g_00277	Prbk.g_02578
OG0000307	Syae.g_02290	Prbk.g_02044
OG0000308	Syae.g_02288	Prbk.g_02042
OG0000309	Syae.g_02283	Prbk.g_02038
OG0000310	Syae.g_02687	Prbk.g_01937
OG0000311	Syae.g_02682	Prbk.g_00243
OG0000312	Syae.g_02664	Prbk.g_00247
OG0000313	Syae.g_02647	Prbk.g_00271
OG0000314	Syae.g_02618	Prbk.g_01222
OG0000315	Syae.g_02609	Prbk.g_01212
OG0000316	Syae.g_01118	Prbk.g_01991
OG0000317	Syae.g_01160	Prbk.g_00913
OG0000318	Syae.g_01164	Prbk.g_00906
OG0000319	Syae.g_01181	Prbk.g_01443
OG0000320	Syae.g_01183	Prbk.g_01441
OG0000321	Syae.g_01184	Prbk.g_01440
OG0000322	Syae.g_01185	Prbk.g_01439
OG0000323	Syae.g_01200	Prbk.g_01428
OG0000324	Syae.g_01049	Prbk.g_01399
OG0000325	Syae.g_02033	Prbk.g_01904
OG0000326	Syae.g_02040	Prbk.g_01912
OG0000327	Syae.g_02080	Prbk.g_00987
OG0000328	Syae.g_02081	Prbk.g_00986
OG0000329	Syae.g_02099	Prbk.g_00969
OG0000330	Syae.g_02100	Prbk.g_00968
OG0000331	Syae.g_02101	Prbk.g_00967
OG0000332	Syae.g_02116	Prbk.g_00952
OG0000333	Syae.g_02119	Prbk.g_00950
OG0000334	Syae.g_02128	Prbk.g_00801
OG0000335	Syae.g_02132	Prbk.g_00806
OG0000336	Syae.g_02136	Prbk.g_00810
OG0000337	Syae.g_01879	Prbk.g_00506
OG0000338	Syae.g_01876	Prbk.g_00510
OG0000339	Syae.g_01869	Prbk.g_00516
OG0000340	Syae.g_01855	Prbk.g_00528
OG0000341	Syae.g_01853	Prbk.g_00530
OG0000342	Syae.g_01852	Prbk.g_00531
OG0000343	Syae.g_01848	Prbk.g_00215
OG0000344	Syae.g_01843	Prbk.g_00218
OG0000345	Syae.g_01833	Prbk.g_00233
OG0000346	Syae.g_01828	Prbk.g_00238
OG0000347	Syae.g_01805	Prbk.g_01540
OG0000348	Syae.g_01781	Prbk.g_01578
OG0000349	Syae.g_01763	Prbk.g_01602
OG0000350	Syae.g_02047	Prbk.g_02204
OG0000351	Syae.g_01684	Prbk.g_02252
OG0000352	Syae.g_01685	Prbk.g_02253
OG0000353	Syae.g_01711	Prbk.g_02277
OG0000354	Syae.g_02351	Prbk.g_01057
OG0000354	Syae.g_01731	Prbk.g_01635
OG0000355	Syae.g_01713	Prbk.g_02279
OG0000356	Syae.g_01714	Prbk.g_02280
OG0000357	Syae.g_01715	Prbk.g_02281
OG0000358	Syae.g_01719	Prbk.g_02285
OG0000359	Syae.g_01721	Prbk.g_02287
OG0000360	Syae.g_01722	Prbk.g_02288
OG0000361	Syae.g_01723	Prbk.g_02289
OG0000362	Syae.g_01725	Prbk.g_02291
OG0000363	Syae.g_01727	Prbk.g_01639
OG0000364	Syae.g_01728	Prbk.g_01638
OG0000365	Syae.g_01737	Prbk.g_01629
OG0000366	Syae.g_01738	Prbk.g_01628
OG0000367	Syae.g_01739	Prbk.g_01627
OG0000368	Syae.g_01741	Prbk.g_01625
OG0000369	Syae.g_01742	Prbk.g_01624
OG0000370	Syae.g_01743	Prbk.g_01623
OG0000371	Syae.g_01751	Prbk.g_01614
OG0000372	Syae.g_01756	Prbk.g_01609
OG0000373	Syae.g_01757	Prbk.g_01608
OG0000374	Syae.g_01758	Prbk.g_01607
OG0000375	Syae.g_01759	Prbk.g_01606
OG0000376	Syae.g_01761	Prbk.g_01604
OG0000377	Syae.g_01561	Prbk.g_02155
OG0000378	Syae.g_01553	Prbk.g_02141
OG0000379	Syae.g_01550	Prbk.g_02125
OG0000380	Syae.g_01281	Prbk.g_01323
OG0000381	Syae.g_01285	Prbk.g_01319
OG0000382	Syae.g_01322	Prbk.g_01304
OG0000383	Syae.g_01324	Prbk.g_01302
OG0000384	Syae.g_01325	Prbk.g_01301
OG0000385	Syae.g_01326	Prbk.g_01300
OG0000386	Syae.g_01327	Prbk.g_01299
OG0000387	Syae.g_01354	Prbk.g_00020
OG0000388	Syae.g_01358	Prbk.g_00016
OG0000389	Syae.g_01362	Prbk.g_00012
OG0000390	Syae.g_01378	Prbk.g_00191
OG0000391	Syae.g_01383	Prbk.g_00196
OG0000392	Syae.g_01389	Prbk.g_00202
OG0000393	Syae.g_01392	Prbk.g_00207
OG0000394	Syae.g_01393	Prbk.g_00208
OG0000395	Syae.g_01394	Prbk.g_00209
OG0000396	Syae.g_01397	Prbk.g_00542
OG0000397	Syae.g_01400	Prbk.g_00544
OG0000398	Syae.g_01405	Prbk.g_00549
OG0000399	Syae.g_01406	Prbk.g_00550
OG0000400	Syae.g_01407	Prbk.g_00551
OG0000401	Syae.g_01408	Prbk.g_00552
OG0000402	Syae.g_01410	Prbk.g_00554
OG0000403	Syae.g_01411	Prbk.g_00555
OG0000404	Syae.g_01412	Prbk.g_00557
OG0000405	Syae.g_01426	Prbk.g_00749
OG0000406	Syae.g_01430	Prbk.g_00753
OG0000407	Syae.g_01431	Prbk.g_00754
OG0000408	Syae.g_01433	Prbk.g_00756
OG0000409	Syae.g_01435	Prbk.g_00758
OG0000410	Syae.g_01436	Prbk.g_00759
OG0000411	Syae.g_01437	Prbk.g_00760
OG0000412	Syae.g_01438	Prbk.g_00761
OG0000413	Syae.g_01440	Prbk.g_00763
OG0000415	Syae.g_01441	Prbk.g_00765
OG0000416	Syae.g_01442	Prbk.g_00766
OG0000417	Syae.g_01443	Prbk.g_00767
OG0000418	Syae.g_01448	Prbk.g_00772
OG0000419	Syae.g_01450	Prbk.g_00774
OG0000420	Syae.g_01452	Prbk.g_00775
OG0000421	Syae.g_01457	Prbk.g_00779
OG0000422	Syae.g_01458	Prbk.g_00780
OG0000423	Syae.g_01459	Prbk.g_00781
OG0000424	Syae.g_01460	Prbk.g_00782
OG0000425	Syae.g_01461	Prbk.g_00783
OG0000426	Syae.g_01462	Prbk.g_00784
OG0000427	Syae.g_01463	Prbk.g_00785
OG0000428	Syae.g_01466	Prbk.g_02425
OG0000429	Syae.g_01468	Prbk.g_01283
OG0000430	Syae.g_01470	Prbk.g_01281
OG0000431	Syae.g_01473	Prbk.g_01277
OG0000432	Syae.g_01481	Prbk.g_01270
OG0000433	Syae.g_01484	Prbk.g_01267
OG0000434	Syae.g_01485	Prbk.g_01266
OG0000435	Syae.g_01486	Prbk.g_01263
OG0000436	Syae.g_01491	Prbk.g_01257
OG0000437	Syae.g_01492	Prbk.g_01256
OG0000438	Syae.g_01493	Prbk.g_01255
OG0000439	Syae.g_01495	Prbk.g_01253
OG0000440	Syae.g_01496	Prbk.g_01252
OG0000441	Syae.g_01501	Prbk.g_01245
OG0000442	Syae.g_01502	Prbk.g_01244
OG0000443	Syae.g_01503	Prbk.g_00631
OG0000444	Syae.g_01509	Prbk.g_00683
OG0000445	Syae.g_01510	Prbk.g_00682
OG0000446	Syae.g_01512	Prbk.g_00680
OG0000447	Syae.g_01517	Prbk.g_00670
OG0000448	Syae.g_01518	Prbk.g_00669
OG0000449	Syae.g_01519	Prbk.g_00668
OG0000450	Syae.g_01525	Prbk.g_00662
OG0000451	Syae.g_01526	Prbk.g_00661
OG0000452	Syae.g_01530	Prbk.g_00656
OG0000453	Syae.g_01531	Prbk.g_00655
OG0000454	Syae.g_01532	Prbk.g_00654
OG0000455	Syae.g_01533	Prbk.g_00653
OG0000456	Syae.g_01534	Prbk.g_00652
OG0000457	Syae.g_01536	Prbk.g_00650
OG0000458	Syae.g_01538	Prbk.g_00649
OG0000459	Syae.g_01539	Prbk.g_00648
OG0000460	Syae.g_02236	Prbk.g_01369
OG0000461	Syae.g_02024	Prbk.g_01900
OG0000462	Syae.g_02021	Prbk.g_01012
OG0000463	Syae.g_02020	Prbk.g_01011
OG0000464	Syae.g_02019	Prbk.g_01010
OG0000465	Syae.g_02018	Prbk.g_01008
OG0000466	Syae.g_02014	Prbk.g_01003
OG0000467	Syae.g_02012	Prbk.g_01001
OG0000468	Syae.g_02007	Prbk.g_00371
OG0000469	Syae.g_01992	Prbk.g_00384
OG0000470	Syae.g_01990	Prbk.g_00397
OG0000471	Syae.g_01989	Prbk.g_00398
OG0000472	Syae.g_01987	Prbk.g_00400
OG0000473	Syae.g_01985	Prbk.g_00402
OG0000474	Syae.g_01984	Prbk.g_00403
OG0000475	Syae.g_01983	Prbk.g_00404
OG0000476	Syae.g_01981	Prbk.g_00406
OG0000477	Syae.g_01975	Prbk.g_00411
OG0000478	Syae.g_01974	Prbk.g_00412
OG0000479	Syae.g_01973	Prbk.g_00413
OG0000480	Syae.g_01966	Prbk.g_00420
OG0000481	Syae.g_01964	Prbk.g_00422
OG0000482	Syae.g_01963	Prbk.g_00423
OG0000483	Syae.g_01959	Prbk.g_00427
OG0000484	Syae.g_01958	Prbk.g_00428
OG0000485	Syae.g_01957	Prbk.g_00429
OG0000486	Syae.g_01956	Prbk.g_00430
OG0000487	Syae.g_01950	Prbk.g_00435
OG0000488	Syae.g_01946	Prbk.g_00439
OG0000489	Syae.g_01936	Prbk.g_00450
OG0000490	Syae.g_01928	Prbk.g_00456
OG0000491	Syae.g_01927	Prbk.g_00457
OG0000492	Syae.g_01925	Prbk.g_00460
OG0000493	Syae.g_01924	Prbk.g_00461
OG0000494	Syae.g_01923	Prbk.g_00462
OG0000495	Syae.g_01922	Prbk.g_00463
OG0000496	Syae.g_01921	Prbk.g_00464
OG0000497	Syae.g_01920	Prbk.g_00465
OG0000498	Syae.g_01919	Prbk.g_00466
OG0000499	Syae.g_01918	Prbk.g_00467
OG0000500	Syae.g_01917	Prbk.g_00468
OG0000501	Syae.g_01914	Prbk.g_00471
OG0000502	Syae.g_01902	Prbk.g_00483
OG0000503	Syae.g_02192	Prbk.g_00871
OG0000504	Syae.g_02194	Prbk.g_00873
OG0000505	Syae.g_02195	Prbk.g_00874
OG0000506	Syae.g_02197	Prbk.g_00876
OG0000507	Syae.g_02203	Prbk.g_00881
OG0000508	Syae.g_02207	Prbk.g_00888
OG0000509	Syae.g_02209	Prbk.g_00890
OG0000510	Syae.g_02210	Prbk.g_00891
OG0000511	Syae.g_02211	Prbk.g_00892
OG0000512	Syae.g_02213	Prbk.g_00894
OG0000513	Syae.g_02223	Prbk.g_00360
OG0000514	Syae.g_02229	Prbk.g_00352
OG0000515	Syae.g_02230	Prbk.g_00351
OG0000516	Syae.g_01000	Prbk.g_00339
OG0000517	Syae.g_00995	Prbk.g_00329
OG0000518	Syae.g_00983	Prbk.g_00317
OG0000519	Syae.g_00982	Prbk.g_00316
OG0000520	Syae.g_00981	Prbk.g_00315
OG0000521	Syae.g_02491	Prbk.g_00301
OG0000522	Syae.g_02493	Prbk.g_00299
OG0000523	Syae.g_02494	Prbk.g_00298
OG0000524	Syae.g_02501	Prbk.g_02088
OG0000525	Syae.g_02520	Prbk.g_02105
OG0000526	Syae.g_02523	Prbk.g_02107
OG0000527	Syae.g_02528	Prbk.g_02111
OG0000528	Syae.g_02304	Prbk.g_02056
OG0000529	Syae.g_02310	Prbk.g_02062
OG0000530	Syae.g_02313	Prbk.g_02065
OG0000531	Syae.g_02314	Prbk.g_02066
OG0000532	Syae.g_02317	Prbk.g_02069
OG0000533	Syae.g_02318	Prbk.g_02071
OG0000534	Syae.g_02319	Prbk.g_02072
OG0000535	Syae.g_02320	Prbk.g_02073
OG0000536	Syae.g_02321	Prbk.g_02074
OG0000537	Syae.g_02322	Prbk.g_02075
OG0000538	Syae.g_02333	Prbk.g_01865
OG0000539	Syae.g_02334	Prbk.g_01041
OG0000540	Syae.g_02335	Prbk.g_01042
OG0000541	Syae.g_02336	Prbk.g_01043
OG0000542	Syae.g_02339	Prbk.g_01046
OG0000543	Syae.g_02341	Prbk.g_01048
OG0000544	Syae.g_02342	Prbk.g_01049
OG0000545	Syae.g_02344	Prbk.g_01050
OG0000546	Syae.g_02346	Prbk.g_01052
OG0000547	Syae.g_02348	Prbk.g_01054
OG0000548	Syae.g_02349	Prbk.g_01055
OG0000549	Syae.g_02354	Prbk.g_01061
OG0000550	Syae.g_02358	Prbk.g_01066
OG0000551	Syae.g_02363	Prbk.g_01070
OG0000552	Syae.g_02364	Prbk.g_01071
OG0000553	Syae.g_02366	Prbk.g_01076
OG0000554	Syae.g_02375	Prbk.g_01081
OG0000555	Syae.g_02390	Prbk.g_01099
OG0000556	Syae.g_02394	Prbk.g_02686
OG0000557	Syae.g_02398	Prbk.g_01898
OG0000558	Syae.g_02400	Prbk.g_01895
OG0000559	Syae.g_02404	Prbk.g_01891
OG0000560	Syae.g_02407	Prbk.g_01888
OG0000561	Syae.g_02408	Prbk.g_01887
OG0000562	Syae.g_02409	Prbk.g_01886
OG0000563	Syae.g_02410	Prbk.g_01885
OG0000564	Syae.g_02411	Prbk.g_01884
OG0000565	Syae.g_02414	Prbk.g_01881
OG0000566	Syae.g_02418	Prbk.g_01877
OG0000567	Syae.g_02422	Prbk.g_01873
OG0000568	Syae.g_02427	Prbk.g_01871
OG0000569	Syae.g_02428	Prbk.g_01104
