Orthogroup	Syae	Praw
OG0000238	Syae.g_02345	Praw.g_00636
OG0000239	Syae.g_02360	Praw.g_00623
OG0000240	Syae.g_02361	Praw.g_00622
OG0000241	Syae.g_00065	Praw.g_00618
OG0000242	Syae.g_02372	Praw.g_00616
OG0000243	Syae.g_02391	Praw.g_00605
OG0000244	Syae.g_02399	Praw.g_00602
OG0000245	Syae.g_02401	Praw.g_00600
OG0000246	Syae.g_02405	Praw.g_00596
OG0000247	Syae.g_02416	Praw.g_00586
OG0000248	Syae.g_02419	Praw.g_00584
OG0000249	Syae.g_02421	Praw.g_00582
OG0000250	Syae.g_02431	Praw.g_00577
OG0000251	Syae.g_02455	Praw.g_01937
OG0000252	Syae.g_02458	Praw.g_01940
OG0000253	Syae.g_02459	Praw.g_01941
OG0000254	Syae.g_00021	Praw.g_00147
OG0000255	Syae.g_00041	Praw.g_00153
OG0000256	Syae.g_00058	Praw.g_00163
OG0000257	Syae.g_00064	Praw.g_00166
OG0000258	Syae.g_00083	Praw.g_01879
OG0000259	Syae.g_00608	Praw.g_01862
OG0000260	Syae.g_00603	Praw.g_01859
OG0000261	Syae.g_00600	Praw.g_01857
OG0000262	Syae.g_00595	Praw.g_01853
OG0000263	Syae.g_00671	Praw.g_01841
OG0000264	Syae.g_00761	Praw.g_01831
OG0000265	Syae.g_00932, Syae.g_00226	Praw.g_01809
OG0000266	Syae.g_00457	Praw.g_01799
OG0000267	Syae.g_00304	Praw.g_01788
OG0000268	Syae.g_00308	Praw.g_01787
OG0000269	Syae.g_00526	Praw.g_01702
OG0000270	Syae.g_00523	Praw.g_01699
OG0000271	Syae.g_00515	Praw.g_01691
OG0000272	Syae.g_00514	Praw.g_01690
OG0000273	Syae.g_00825	Praw.g_01668
OG0000274	Syae.g_00826	Praw.g_01667
OG0000275	Syae.g_00832	Praw.g_01665
OG0000276	Syae.g_00839	Praw.g_01660
OG0000277	Syae.g_00840	Praw.g_01659
OG0000278	Syae.g_00843	Praw.g_01656
OG0000279	Syae.g_00851	Praw.g_01649
OG0000280	Syae.g_00877	Praw.g_01648
OG0000281	Syae.g_02057	Praw.g_01643
OG0000282	Syae.g_00573	Praw.g_01595
OG0000283	Syae.g_00321	Praw.g_01562
OG0000284	Syae.g_00327	Praw.g_01557
OG0000285	Syae.g_00340	Praw.g_01552
OG0000286	Syae.g_00359	Praw.g_01540
OG0000287	Syae.g_00387	Praw.g_01523
OG0000288	Syae.g_00419	Praw.g_01494
OG0000289	Syae.g_00433	Praw.g_01483
OG0000290	Syae.g_00796	Praw.g_01470
OG0000291	Syae.g_00794	Praw.g_01468
OG0000292	Syae.g_01705	Praw.g_01418
OG0000293	Syae.g_00938	Praw.g_00225
OG0000294	Syae.g_00937	Praw.g_00226
OG0000295	Syae.g_00893	Praw.g_00246
OG0000296	Syae.g_00891	Praw.g_00248
OG0000297	Syae.g_00645	Praw.g_00256
OG0000298	Syae.g_00646	Praw.g_00257
OG0000299	Syae.g_00680	Praw.g_00274
OG0000300	Syae.g_00686	Praw.g_00277
OG0000301	Syae.g_00687	Praw.g_00278
OG0000302	Syae.g_00691	Praw.g_00280
OG0000303	Syae.g_00700	Praw.g_00287
OG0000304	Syae.g_00706	Praw.g_00291
OG0000305	Syae.g_00791	Praw.g_01008
OG0000306	Syae.g_00277	Praw.g_01011
OG0000307	Syae.g_02290	Praw.g_01025
OG0000308	Syae.g_02288	Praw.g_01026
OG0000309	Syae.g_02283	Praw.g_01030
OG0000310	Syae.g_02687	Praw.g_01098
OG0000311	Syae.g_02682	Praw.g_01096
OG0000312	Syae.g_02664	Praw.g_01093
OG0000313	Syae.g_02647	Praw.g_01076
OG0000314	Syae.g_02618	Praw.g_00363
OG0000315	Syae.g_02609	Praw.g_00374
OG0000316	Syae.g_01118	Praw.g_00394
OG0000317	Syae.g_01160	Praw.g_00513
OG0000318	Syae.g_01164	Praw.g_00516
OG0000319	Syae.g_01181	Praw.g_00529
OG0000320	Syae.g_01183	Praw.g_00531
OG0000321	Syae.g_01184	Praw.g_00532
OG0000322	Syae.g_01185	Praw.g_00533
OG0000323	Syae.g_01200	Praw.g_00542
OG0000324	Syae.g_01049	Praw.g_00569
OG0000325	Syae.g_02033	Praw.g_01916
OG0000326	Syae.g_02040	Praw.g_01910
OG0000327	Syae.g_02080	Praw.g_00137
OG0000328	Syae.g_02081	Praw.g_00136
OG0000329	Syae.g_02099	Praw.g_00119
OG0000330	Syae.g_02100	Praw.g_00118
OG0000331	Syae.g_02101	Praw.g_00117
OG0000332	Syae.g_02116	Praw.g_00103
OG0000333	Syae.g_02119	Praw.g_00101
OG0000334	Syae.g_02128	Praw.g_00093
OG0000335	Syae.g_02132	Praw.g_00088
OG0000336	Syae.g_02136	Praw.g_00084
OG0000337	Syae.g_01879	Praw.g_00068
OG0000338	Syae.g_01876	Praw.g_00067
OG0000339	Syae.g_01869	Praw.g_00063
OG0000340	Syae.g_01855	Praw.g_00055
OG0000341	Syae.g_01853	Praw.g_00053
OG0000342	Syae.g_01852	Praw.g_00052
OG0000343	Syae.g_01848	Praw.g_00051
OG0000344	Syae.g_01843	Praw.g_00048
OG0000345	Syae.g_01833	Praw.g_00043
OG0000346	Syae.g_01828	Praw.g_00038
OG0000347	Syae.g_01805	Praw.g_00022
OG0000348	Syae.g_01781	Praw.g_00013
OG0000349	Syae.g_01763	Praw.g_01189
OG0000350	Syae.g_02047	Praw.g_01170
OG0000351	Syae.g_01684	Praw.g_01153
OG0000352	Syae.g_01685	Praw.g_01152
OG0000353	Syae.g_01711	Praw.g_01137
OG0000354	Syae.g_01731	Praw.g_00910
OG0000355	Syae.g_01713	Praw.g_01135
OG0000356	Syae.g_01714	Praw.g_01134
OG0000357	Syae.g_01715	Praw.g_01133
OG0000358	Syae.g_01719	Praw.g_01129
OG0000359	Syae.g_01721	Praw.g_01128
OG0000360	Syae.g_01722	Praw.g_01127
OG0000361	Syae.g_01723	Praw.g_01126
OG0000362	Syae.g_01725	Praw.g_01124
OG0000363	Syae.g_01727	Praw.g_01414
OG0000364	Syae.g_01728	Praw.g_01413
OG0000365	Syae.g_01737	Praw.g_01408
OG0000366	Syae.g_01738	Praw.g_01407
OG0000367	Syae.g_01739	Praw.g_01406
OG0000368	Syae.g_01741	Praw.g_01404
OG0000369	Syae.g_01742	Praw.g_01403
OG0000370	Syae.g_01743	Praw.g_01402
OG0000371	Syae.g_01751	Praw.g_01396
OG0000372	Syae.g_01756	Praw.g_01393
OG0000373	Syae.g_01757	Praw.g_01392
OG0000374	Syae.g_01758	Praw.g_01391
OG0000375	Syae.g_01759	Praw.g_01388
OG0000376	Syae.g_01761	Praw.g_01386
OG0000377	Syae.g_01561	Praw.g_01383
OG0000378	Syae.g_01553	Praw.g_01381
OG0000379	Syae.g_01550	Praw.g_01378
OG0000380	Syae.g_01281	Praw.g_01368
OG0000381	Syae.g_01285	Praw.g_01364
OG0000382	Syae.g_01322	Praw.g_01353
OG0000383	Syae.g_01324	Praw.g_01351
OG0000384	Syae.g_01325	Praw.g_01350
OG0000385	Syae.g_01326	Praw.g_01349
OG0000386	Syae.g_01327	Praw.g_01348
OG0000387	Syae.g_01354	Praw.g_01336
OG0000388	Syae.g_01358	Praw.g_01333
OG0000389	Syae.g_01362	Praw.g_01329
OG0000390	Syae.g_01378	Praw.g_01322
OG0000391	Syae.g_01383	Praw.g_01319
OG0000392	Syae.g_01389	Praw.g_01315
OG0000393	Syae.g_01392	Praw.g_01313
OG0000394	Syae.g_01393	Praw.g_01312
OG0000395	Syae.g_01394	Praw.g_01311
OG0000396	Syae.g_01397	Praw.g_01308
OG0000397	Syae.g_01400	Praw.g_01306
OG0000398	Syae.g_01405	Praw.g_01304
OG0000399	Syae.g_01406	Praw.g_01303
OG0000400	Syae.g_01407	Praw.g_01302
OG0000401	Syae.g_01408	Praw.g_01301
OG0000402	Syae.g_01410	Praw.g_01299
OG0000403	Syae.g_01411	Praw.g_01298
OG0000404	Syae.g_01412	Praw.g_01297
OG0000405	Syae.g_01426	Praw.g_01293
OG0000406	Syae.g_01430	Praw.g_01288
OG0000407	Syae.g_01431	Praw.g_01287
OG0000408	Syae.g_01433	Praw.g_01285
OG0000409	Syae.g_01435	Praw.g_01283
OG0000410	Syae.g_01436	Praw.g_01282
OG0000411	Syae.g_01437	Praw.g_01281
OG0000412	Syae.g_01438	Praw.g_01280
OG0000413	Syae.g_01440	Praw.g_01279
OG0000415	Syae.g_01441	Praw.g_01277
OG0000416	Syae.g_01442	Praw.g_01276
OG0000417	Syae.g_01443	Praw.g_01275
OG0000418	Syae.g_01448	Praw.g_01270
OG0000419	Syae.g_01450	Praw.g_01268
OG0000420	Syae.g_01452	Praw.g_01267
OG0000421	Syae.g_01457	Praw.g_01262
OG0000422	Syae.g_01458	Praw.g_01261
OG0000423	Syae.g_01459	Praw.g_01260
OG0000424	Syae.g_01460	Praw.g_01259
OG0000425	Syae.g_01461	Praw.g_01258
OG0000426	Syae.g_01462	Praw.g_01257
OG0000427	Syae.g_01463	Praw.g_01256
OG0000428	Syae.g_01466	Praw.g_01254
OG0000429	Syae.g_01468	Praw.g_01253
OG0000430	Syae.g_01470	Praw.g_01252
OG0000431	Syae.g_01473	Praw.g_01250
OG0000432	Syae.g_01481	Praw.g_01247
OG0000433	Syae.g_01484	Praw.g_01246
OG0000434	Syae.g_01485	Praw.g_01245
OG0000435	Syae.g_01486	Praw.g_01244
OG0000436	Syae.g_01491	Praw.g_01239
OG0000437	Syae.g_01492	Praw.g_01238
OG0000438	Syae.g_01493	Praw.g_01237
OG0000439	Syae.g_01495	Praw.g_01235
OG0000440	Syae.g_01496	Praw.g_01234
OG0000441	Syae.g_01501	Praw.g_01231
OG0000442	Syae.g_01502	Praw.g_01230
OG0000443	Syae.g_01503	Praw.g_01229
OG0000444	Syae.g_01509	Praw.g_01224
OG0000445	Syae.g_01510	Praw.g_01223
OG0000446	Syae.g_01512	Praw.g_01222
OG0000447	Syae.g_01517	Praw.g_01221
OG0000448	Syae.g_01518	Praw.g_01220
OG0000449	Syae.g_01519	Praw.g_01219
OG0000450	Syae.g_01525	Praw.g_01218
OG0000451	Syae.g_01526	Praw.g_01217
OG0000452	Syae.g_01530	Praw.g_01214
OG0000453	Syae.g_01531	Praw.g_01213
OG0000454	Syae.g_01532	Praw.g_01212
OG0000455	Syae.g_01533	Praw.g_01211
OG0000456	Syae.g_01534	Praw.g_01210
OG0000457	Syae.g_01536	Praw.g_01209
OG0000458	Syae.g_01538	Praw.g_01208
OG0000459	Syae.g_01539	Praw.g_01207
OG0000460	Syae.g_02236	Praw.g_01200
OG0000461	Syae.g_02024	Praw.g_00891
OG0000462	Syae.g_02021	Praw.g_00889
OG0000463	Syae.g_02020	Praw.g_00888
OG0000464	Syae.g_02019	Praw.g_00887
OG0000465	Syae.g_02018	Praw.g_00886
OG0000466	Syae.g_02014	Praw.g_00883
OG0000467	Syae.g_02012	Praw.g_00882
OG0000468	Syae.g_02007	Praw.g_00880
OG0000469	Syae.g_01992	Praw.g_00872
OG0000470	Syae.g_01990	Praw.g_00870
OG0000471	Syae.g_01989	Praw.g_00869
OG0000472	Syae.g_01987	Praw.g_00868
OG0000473	Syae.g_01985	Praw.g_00866
OG0000474	Syae.g_01984	Praw.g_00865
OG0000475	Syae.g_01983	Praw.g_00864
OG0000476	Syae.g_01981	Praw.g_00863
OG0000477	Syae.g_01975	Praw.g_00859
OG0000478	Syae.g_01974	Praw.g_00858
OG0000479	Syae.g_01973	Praw.g_00857
OG0000480	Syae.g_01966	Praw.g_00852
OG0000481	Syae.g_01964	Praw.g_00850
OG0000482	Syae.g_01963	Praw.g_00849
OG0000483	Syae.g_01959	Praw.g_00846
OG0000484	Syae.g_01958	Praw.g_00845
OG0000485	Syae.g_01957	Praw.g_00844
OG0000486	Syae.g_01956	Praw.g_00843
OG0000487	Syae.g_01950	Praw.g_00839
OG0000488	Syae.g_01946	Praw.g_00836
OG0000489	Syae.g_01936	Praw.g_00831
OG0000490	Syae.g_01928	Praw.g_00826
OG0000491	Syae.g_01927	Praw.g_00825
OG0000492	Syae.g_01925	Praw.g_00823
OG0000493	Syae.g_01924	Praw.g_00822
OG0000494	Syae.g_01923	Praw.g_00821
OG0000495	Syae.g_01922	Praw.g_00820
OG0000496	Syae.g_01921	Praw.g_00819
OG0000497	Syae.g_01920	Praw.g_00818
OG0000498	Syae.g_01919	Praw.g_00817
OG0000499	Syae.g_01918	Praw.g_00816
OG0000500	Syae.g_01917	Praw.g_00815
OG0000501	Syae.g_01914	Praw.g_00813
OG0000502	Syae.g_01902	Praw.g_00810
OG0000503	Syae.g_02192	Praw.g_00796
OG0000504	Syae.g_02194	Praw.g_00795
OG0000505	Syae.g_02195	Praw.g_00794
OG0000506	Syae.g_02197	Praw.g_00792
OG0000507	Syae.g_02203	Praw.g_00790
OG0000508	Syae.g_02207	Praw.g_00787
OG0000509	Syae.g_02209	Praw.g_00785
OG0000510	Syae.g_02210	Praw.g_00784
OG0000511	Syae.g_02211	Praw.g_00783
OG0000512	Syae.g_02213	Praw.g_00781
OG0000513	Syae.g_02223	Praw.g_00774
OG0000514	Syae.g_02229	Praw.g_00716
OG0000515	Syae.g_02230	Praw.g_00715
OG0000516	Syae.g_01000	Praw.g_00714
OG0000517	Syae.g_00995	Praw.g_00712
OG0000518	Syae.g_00983	Praw.g_00701
OG0000519	Syae.g_00982	Praw.g_00700
OG0000520	Syae.g_00981	Praw.g_00699
OG0000521	Syae.g_02491	Praw.g_00694
OG0000522	Syae.g_02493	Praw.g_00692
OG0000523	Syae.g_02494	Praw.g_00691
OG0000524	Syae.g_02501	Praw.g_00686
OG0000525	Syae.g_02520	Praw.g_00683
OG0000526	Syae.g_02523	Praw.g_00682
OG0000527	Syae.g_02528	Praw.g_00674
OG0000528	Syae.g_02304	Praw.g_00669
OG0000529	Syae.g_02310	Praw.g_00666
OG0000530	Syae.g_02313	Praw.g_00664
OG0000531	Syae.g_02314	Praw.g_00663
OG0000532	Syae.g_02317	Praw.g_00661
OG0000533	Syae.g_02318	Praw.g_00660
OG0000534	Syae.g_02319	Praw.g_00659
OG0000535	Syae.g_02320	Praw.g_00658
OG0000536	Syae.g_02321	Praw.g_00657
OG0000537	Syae.g_02322	Praw.g_00656
OG0000538	Syae.g_02333	Praw.g_00648
OG0000539	Syae.g_02334	Praw.g_00647
OG0000540	Syae.g_02335	Praw.g_00646
OG0000541	Syae.g_02336	Praw.g_00645
OG0000542	Syae.g_02339	Praw.g_00643
OG0000543	Syae.g_02341	Praw.g_00641
OG0000544	Syae.g_02342	Praw.g_00640
OG0000545	Syae.g_02344	Praw.g_00638
OG0000546	Syae.g_02346	Praw.g_00635
OG0000547	Syae.g_02348	Praw.g_00633
OG0000548	Syae.g_02349	Praw.g_00632
OG0000549	Syae.g_02354	Praw.g_00630
OG0000550	Syae.g_02358	Praw.g_00625
OG0000551	Syae.g_02363	Praw.g_00621
OG0000552	Syae.g_02364	Praw.g_00620
OG0000553	Syae.g_02366	Praw.g_00619
OG0000554	Syae.g_02375	Praw.g_00614
OG0000555	Syae.g_02390	Praw.g_00606
OG0000556	Syae.g_02394	Praw.g_00604
OG0000557	Syae.g_02398	Praw.g_00603
OG0000558	Syae.g_02400	Praw.g_00601
OG0000559	Syae.g_02404	Praw.g_00597
OG0000560	Syae.g_02407	Praw.g_00594
OG0000561	Syae.g_02408	Praw.g_00593
OG0000562	Syae.g_02409	Praw.g_00592
OG0000563	Syae.g_02410	Praw.g_00591
OG0000564	Syae.g_02411	Praw.g_00590
OG0000565	Syae.g_02414	Praw.g_00587
OG0000566	Syae.g_02418	Praw.g_00585
OG0000567	Syae.g_02422	Praw.g_00581
OG0000568	Syae.g_02427	Praw.g_00580
OG0000569	Syae.g_02428	Praw.g_00579
OG0000570	Syae.g_02429	Praw.g_00578
OG0000571	Syae.g_02433	Praw.g_00576
OG0000572	Syae.g_02448	Praw.g_01933
OG0000573	Syae.g_02456	Praw.g_01938
OG0000574	Syae.g_02457	Praw.g_01939
OG0000575	Syae.g_02461	Praw.g_01943
OG0000576	Syae.g_02463	Praw.g_01945
OG0000577	Syae.g_02464	Praw.g_01946
OG0000578	Syae.g_02465	Praw.g_01947
OG0000579	Syae.g_02466	Praw.g_01948
OG0000580	Syae.g_02467	Praw.g_01949
OG0000581	Syae.g_02473	Praw.g_00141
OG0000582	Syae.g_00018	Praw.g_00144
OG0000583	Syae.g_00019	Praw.g_00145
OG0000584	Syae.g_00020	Praw.g_00146
