Orthogroup	Prae	Pram
OG0000068	Prae.g_01368	Pram.g_01468
OG0000069	Prae.g_01573	Pram.g_00391
OG0000070	Prae.g_00424	Pram.g_00385
OG0000071	Prae.g_01329	Pram.g_01230
OG0000072	Prae.g_00174	Pram.g_00156
OG0000073	Prae.g_00473	Pram.g_01426, Pram.g_00437
OG0000074	Prae.g_00656	Pram.g_00772, Pram.g_00715, Pram.g_00684
OG0000075	Prae.g_01791	Pram.g_01807
OG0000076	Prae.g_01815	Pram.g_01833
OG0000077	Prae.g_00078	Pram.g_00063
OG0000078	Prae.g_00242	Pram.g_00227
OG0000079	Prae.g_00255	Pram.g_00240
OG0000081	Prae.g_00505	Pram.g_00469
OG0000082	Prae.g_00559	Pram.g_01559
OG0000084	Prae.g_01455	Pram.g_01384
OG0000085	Prae.g_01616	Pram.g_01265
OG0000086	Prae.g_00088	Pram.g_00072
OG0000087	Prae.g_00139	Pram.g_00125
OG0000088	Prae.g_00169	Pram.g_00151
OG0000089	Prae.g_00355	Pram.g_00352
OG0000090	Prae.g_00508	Pram.g_00471
OG0000091	Prae.g_00616	Pram.g_01068
OG0000092	Prae.g_00913	Pram.g_00739
OG0000093	Prae.g_00933	Pram.g_01038
OG0000094	Prae.g_01021	Pram.g_00987
OG0000095	Prae.g_01040	Pram.g_00888
OG0000096	Prae.g_01110, Prae.g_01283	Pram.g_01505, Pram.g_00621
OG0000097	Prae.g_01204	Pram.g_01093
OG0000098	Prae.g_01350	Pram.g_01478
OG0000099	Prae.g_01390	Pram.g_01445
OG0000100	Prae.g_01533	Pram.g_01298
OG0000101	Prae.g_01758	Pram.g_01770
OG0000102	Prae.g_01820	Pram.g_01838
OG0000103	Prae.g_01899	Pram.g_01925
OG0000104	Prae.g_01907	Pram.g_01934
OG0000105	Prae.g_01440	Pram.g_00262
OG0000106	Prae.g_00370	Pram.g_00677
OG0000107	Prae.g_00385	Pram.g_01696
OG0000108	Prae.g_00454	Pram.g_00416
OG0000109	Prae.g_00468	Pram.g_00430
OG0000110	Prae.g_00549	Pram.g_00513
OG0000111	Prae.g_00673	Pram.g_00793
OG0000112	Prae.g_00770	Pram.g_00935
OG0000113	Prae.g_00828	Pram.g_00832
OG0000114	Prae.g_00908	Pram.g_00734
OG0000115	Prae.g_01102	Pram.g_01201
OG0000116	Prae.g_01153	Pram.g_01151
OG0000117	Prae.g_01263	Pram.g_01112
OG0000118	Prae.g_01341	Pram.g_01242
OG0000119	Prae.g_01364	Pram.g_01283
OG0000120	Prae.g_01389	Pram.g_01446
OG0000121	Prae.g_01461	Pram.g_01376
OG0000122	Prae.g_01499	Pram.g_01204, Pram.g_01334
OG0000123	Prae.g_01766	Pram.g_01777
OG0000124	Prae.g_01831	Pram.g_01850
OG0000125	Prae.g_01867	Pram.g_01886
OG0000126	Prae.g_01906	Pram.g_01933
OG0000128	Prae.g_00011	Pram.g_01949
OG0000129	Prae.g_00046	Pram.g_00029
OG0000130	Prae.g_00069	Pram.g_00054
OG0000131	Prae.g_00148	Pram.g_00130
OG0000132	Prae.g_00167	Pram.g_00149
OG0000133	Prae.g_00323	Pram.g_00310
OG0000134	Prae.g_00356	Pram.g_00354
OG0000135	Prae.g_00382	Pram.g_01589
OG0000136	Prae.g_00415	Pram.g_00376
OG0000137	Prae.g_00449	Pram.g_00411
OG0000138	Prae.g_00469	Pram.g_00431
OG0000139	Prae.g_00512	Pram.g_00475
OG0000140	Prae.g_00513	Pram.g_00476
OG0000141	Prae.g_00581	Pram.g_00545
OG0000142	Prae.g_00609	Pram.g_01075
OG0000143	Prae.g_00613	Pram.g_01072
OG0000144	Prae.g_00626	Pram.g_01058
OG0000145	Prae.g_00766	Pram.g_01534
OG0000146	Prae.g_00771	Pram.g_00934
OG0000147	Prae.g_00772	Pram.g_00933
OG0000148	Prae.g_00822	Pram.g_00826
OG0000149	Prae.g_00852	Pram.g_00858
OG0000150	Prae.g_00860	Pram.g_00868
OG0000151	Prae.g_00918	Pram.g_00744
OG0000152	Prae.g_00964	Pram.g_00943
OG0000153	Prae.g_00983	Pram.g_00961
OG0000154	Prae.g_01014	Pram.g_00978
OG0000155	Prae.g_01183	Pram.g_01118
OG0000156	Prae.g_01317	Pram.g_01219
OG0000157	Prae.g_01318	Pram.g_01220
OG0000158	Prae.g_01426	Pram.g_01815
OG0000159	Prae.g_01438	Pram.g_01438
OG0000160	Prae.g_01460	Pram.g_01377
OG0000161	Prae.g_01466	Pram.g_01145, Pram.g_01371
OG0000162	Prae.g_01472	Pram.g_01365
OG0000163	Prae.g_01506	Pram.g_01326
OG0000164	Prae.g_01647	Pram.g_01656
OG0000165	Prae.g_01654	Pram.g_01664
OG0000166	Prae.g_01722	Pram.g_01733
OG0000167	Prae.g_01789	Pram.g_01805
OG0000168	Prae.g_01799	Pram.g_01816
OG0000169	Prae.g_01809	Pram.g_01826
OG0000170	Prae.g_01811	Pram.g_01829
OG0000171	Prae.g_01830	Pram.g_01849
OG0000172	Prae.g_01838	Pram.g_01856
OG0000173	Prae.g_01853	Pram.g_01871
OG0000174	Prae.g_01881	Pram.g_01902
OG0000175	Prae.g_01891	Pram.g_01914
OG0000176	Prae.g_00004	Pram.g_01942
OG0000177	Prae.g_00005	Pram.g_01943
OG0000178	Prae.g_00006	Pram.g_01944
OG0000179	Prae.g_00016	Pram.g_00003
OG0000180	Prae.g_00017	Pram.g_00004
OG0000181	Prae.g_00018	Pram.g_00005
OG0000182	Prae.g_00019	Pram.g_00006
OG0000183	Prae.g_00023	Pram.g_00010
OG0000184	Prae.g_00048	Pram.g_00033
OG0000185	Prae.g_00051	Pram.g_00036
OG0000186	Prae.g_00064	Pram.g_00048
OG0000187	Prae.g_00065	Pram.g_00049
OG0000188	Prae.g_00082	Pram.g_00066
OG0000189	Prae.g_00096	Pram.g_00080
OG0000190	Prae.g_00097	Pram.g_00081
OG0000191	Prae.g_00117	Pram.g_00103
OG0000192	Prae.g_00121	Pram.g_00108
OG0000193	Prae.g_00149	Pram.g_00131
OG0000194	Prae.g_00152	Pram.g_00134
OG0000195	Prae.g_00154	Pram.g_00136
OG0000196	Prae.g_00164	Pram.g_00146
OG0000197	Prae.g_00165	Pram.g_00147
OG0000198	Prae.g_00166	Pram.g_00148
OG0000199	Prae.g_00173	Pram.g_00155
OG0000200	Prae.g_00187	Pram.g_00168
OG0000201	Prae.g_00195	Pram.g_00177
OG0000202	Prae.g_00196	Pram.g_00178
OG0000203	Prae.g_00197	Pram.g_00179
OG0000204	Prae.g_00198	Pram.g_00180
OG0000205	Prae.g_00205	Pram.g_00187
OG0000206	Prae.g_00210	Pram.g_00192
OG0000207	Prae.g_00212	Pram.g_00194
OG0000208	Prae.g_00213	Pram.g_00195
OG0000209	Prae.g_00222	Pram.g_00204
OG0000210	Prae.g_00223	Pram.g_00205
OG0000211	Prae.g_00236	Pram.g_00220
OG0000212	Prae.g_00243	Pram.g_00228
OG0000213	Prae.g_00260	Pram.g_00246
OG0000214	Prae.g_00270	Pram.g_00255
OG0000215	Prae.g_00293	Pram.g_00282
OG0000216	Prae.g_00295	Pram.g_00283
OG0000217	Prae.g_00298	Pram.g_00286
OG0000218	Prae.g_00300	Pram.g_00288
OG0000219	Prae.g_00301	Pram.g_00289
OG0000220	Prae.g_00302	Pram.g_00290
OG0000221	Prae.g_00303	Pram.g_00291
OG0000222	Prae.g_00311	Pram.g_00298
OG0000223	Prae.g_00324	Pram.g_00311
OG0000224	Prae.g_00326	Pram.g_00313
OG0000225	Prae.g_00345	Pram.g_00341
OG0000226	Prae.g_00349	Pram.g_00345
OG0000227	Prae.g_00351	Pram.g_00347
OG0000228	Prae.g_00354	Pram.g_00351
OG0000229	Prae.g_00410	Pram.g_00371
OG0000230	Prae.g_00412	Pram.g_00373
OG0000231	Prae.g_00423	Pram.g_00384
OG0000232	Prae.g_00432	Pram.g_00397
OG0000233	Prae.g_00437	Pram.g_00402
OG0000234	Prae.g_00450	Pram.g_00412
OG0000235	Prae.g_00453	Pram.g_00415
OG0000236	Prae.g_00467	Pram.g_00429
OG0000237	Prae.g_00480	Pram.g_00443
OG0000238	Prae.g_00486	Pram.g_00449
OG0000239	Prae.g_00499	Pram.g_00462
OG0000240	Prae.g_00500	Pram.g_00463
OG0000241	Prae.g_00504	Pram.g_00468
OG0000242	Prae.g_00506	Pram.g_00470
OG0000243	Prae.g_00518	Pram.g_00480
OG0000244	Prae.g_00521	Pram.g_00483
OG0000245	Prae.g_00523	Pram.g_00485
OG0000246	Prae.g_00527	Pram.g_00489
OG0000247	Prae.g_00537	Pram.g_00500
OG0000248	Prae.g_00539	Pram.g_00503
OG0000249	Prae.g_00541	Pram.g_00505
OG0000250	Prae.g_00546	Pram.g_00510
OG0000251	Prae.g_00565	Pram.g_00528
OG0000252	Prae.g_00568	Pram.g_00531
OG0000253	Prae.g_00569	Pram.g_00532
OG0000254	Prae.g_00585	Pram.g_00549
OG0000255	Prae.g_00591	Pram.g_00555
OG0000256	Prae.g_00601	Pram.g_00566
OG0000257	Prae.g_00604	Pram.g_01080
OG0000258	Prae.g_00617	Pram.g_01067
OG0000259	Prae.g_00634	Pram.g_01050
OG0000260	Prae.g_00637	Pram.g_01047
OG0000261	Prae.g_00639	Pram.g_01044
OG0000262	Prae.g_00643	Pram.g_01039
OG0000263	Prae.g_00655	Pram.g_00771
OG0000264	Prae.g_00665	Pram.g_00782
OG0000265	Prae.g_00711	Pram.g_00801
OG0000266	Prae.g_00721	Pram.g_01020
OG0000267	Prae.g_00732	Pram.g_01007
OG0000268	Prae.g_00733	Pram.g_01006
OG0000269	Prae.g_00801	Pram.g_00804
OG0000270	Prae.g_00804	Pram.g_00807
OG0000271	Prae.g_00812	Pram.g_00815
OG0000272	Prae.g_00813	Pram.g_00816
OG0000273	Prae.g_00836	Pram.g_00839
OG0000274	Prae.g_00837	Pram.g_00840
OG0000275	Prae.g_00839	Pram.g_00843
OG0000276	Prae.g_00844	Pram.g_00849
OG0000277	Prae.g_00845	Pram.g_00850
OG0000278	Prae.g_00848	Pram.g_00853
OG0000279	Prae.g_00855	Pram.g_00861
OG0000280	Prae.g_00856	Pram.g_00862
OG0000281	Prae.g_00861	Pram.g_00870
OG0000282	Prae.g_00910	Pram.g_00736
OG0000283	Prae.g_00941	Pram.g_00916
OG0000284	Prae.g_00946	Pram.g_00921
OG0000285	Prae.g_00951	Pram.g_00926
OG0000286	Prae.g_00963	Pram.g_00942
OG0000287	Prae.g_00980	Pram.g_01199
OG0000288	Prae.g_01013	Pram.g_00977
OG0000289	Prae.g_01024	Pram.g_00992
OG0000290	Prae.g_01037	Pram.g_00891
OG0000291	Prae.g_01039	Pram.g_00889
OG0000292	Prae.g_01090	Pram.g_01185
OG0000293	Prae.g_01154	Pram.g_01150
OG0000294	Prae.g_01155	Pram.g_01149
OG0000295	Prae.g_01175	Pram.g_01125
OG0000296	Prae.g_01177	Pram.g_01123
OG0000297	Prae.g_01185	Pram.g_01114
OG0000298	Prae.g_01186	Pram.g_01113
OG0000299	Prae.g_01203	Pram.g_01094
OG0000300	Prae.g_01206	Pram.g_01091
OG0000301	Prae.g_01207	Pram.g_01090
OG0000302	Prae.g_01209	Pram.g_01088
OG0000303	Prae.g_01216	Pram.g_01082
OG0000304	Prae.g_01220	Pram.g_00571
OG0000305	Prae.g_01360	Pram.g_01183
OG0000306	Prae.g_01363	Pram.g_00874
OG0000307	Prae.g_01377	Pram.g_01458
OG0000308	Prae.g_01378	Pram.g_01457
OG0000309	Prae.g_01382	Pram.g_01453
OG0000310	Prae.g_01444	Pram.g_01395
OG0000311	Prae.g_01446	Pram.g_01393
OG0000312	Prae.g_01449	Pram.g_01390
OG0000313	Prae.g_01463	Pram.g_01374
OG0000314	Prae.g_01486	Pram.g_01351
OG0000315	Prae.g_01496	Pram.g_01341
OG0000316	Prae.g_01516	Pram.g_01315
OG0000317	Prae.g_01621	Pram.g_01629
OG0000318	Prae.g_01624	Pram.g_01633
OG0000319	Prae.g_01637	Pram.g_01646
OG0000320	Prae.g_01639	Pram.g_01648
OG0000321	Prae.g_01640	Pram.g_01649
OG0000322	Prae.g_01641	Pram.g_01650
OG0000323	Prae.g_01650	Pram.g_01659
OG0000324	Prae.g_01676	Pram.g_01687
OG0000325	Prae.g_01687	Pram.g_01697
OG0000326	Prae.g_01693	Pram.g_01704
OG0000327	Prae.g_01717	Pram.g_01728
OG0000328	Prae.g_01718	Pram.g_01729
OG0000329	Prae.g_01735	Pram.g_01746
OG0000330	Prae.g_01736	Pram.g_01747
OG0000331	Prae.g_01737	Pram.g_01748
OG0000332	Prae.g_01751	Pram.g_01762
OG0000333	Prae.g_01753	Pram.g_01764
OG0000334	Prae.g_01761	Pram.g_01773
OG0000335	Prae.g_01767	Pram.g_01778
OG0000336	Prae.g_01771	Pram.g_01782
OG0000337	Prae.g_01787	Pram.g_01801
OG0000338	Prae.g_01788	Pram.g_01802
OG0000339	Prae.g_01792	Pram.g_01808
OG0000340	Prae.g_01800	Pram.g_01817
OG0000341	Prae.g_01802	Pram.g_01819
OG0000342	Prae.g_01803	Pram.g_01820
OG0000343	Prae.g_01804	Pram.g_01821
OG0000344	Prae.g_01807	Pram.g_01824
OG0000345	Prae.g_01812	Pram.g_01830
OG0000346	Prae.g_01816	Pram.g_01834
OG0000347	Prae.g_01832	Pram.g_01851
OG0000348	Prae.g_01841	Pram.g_01859
OG0000349	Prae.g_01858	Pram.g_01877
OG0000350	Prae.g_01877	Pram.g_01898
OG0000351	Prae.g_01894	Pram.g_01917
OG0000352	Prae.g_01895	Pram.g_01918
OG0000353	Prae.g_01910	Pram.g_01937
OG0000355	Prae.g_00001	Pram.g_01939
OG0000356	Prae.g_00002	Pram.g_01940
OG0000357	Prae.g_00003	Pram.g_01941
OG0000358	Prae.g_00007	Pram.g_01945
OG0000359	Prae.g_00008	Pram.g_01946
OG0000360	Prae.g_00009	Pram.g_01947
OG0000361	Prae.g_00010	Pram.g_01948
OG0000362	Prae.g_00012	Pram.g_01950
OG0000363	Prae.g_00014	Pram.g_00001
OG0000364	Prae.g_00015	Pram.g_00002
OG0000365	Prae.g_00020	Pram.g_00007
OG0000366	Prae.g_00021	Pram.g_00008
OG0000367	Prae.g_00022	Pram.g_00009
OG0000368	Prae.g_00024	Pram.g_00011
OG0000369	Prae.g_00025	Pram.g_00012
OG0000370	Prae.g_00026	Pram.g_00013
OG0000371	Prae.g_00032	Pram.g_00019
OG0000372	Prae.g_00035	Pram.g_00021
OG0000373	Prae.g_00036	Pram.g_00022
OG0000374	Prae.g_00037	Pram.g_00023
OG0000375	Prae.g_00042	Pram.g_00024
OG0000376	Prae.g_00044	Pram.g_00026
OG0000377	Prae.g_00047	Pram.g_00030
OG0000378	Prae.g_00049	Pram.g_00034
OG0000379	Prae.g_00052	Pram.g_00037
OG0000380	Prae.g_00066	Pram.g_00050
OG0000381	Prae.g_00070	Pram.g_00055
OG0000382	Prae.g_00081	Pram.g_00065
OG0000383	Prae.g_00083	Pram.g_00067
OG0000384	Prae.g_00084	Pram.g_00068
OG0000385	Prae.g_00085	Pram.g_00069
OG0000386	Prae.g_00086	Pram.g_00070
OG0000387	Prae.g_00099	Pram.g_00083
OG0000388	Prae.g_00102	Pram.g_00087
OG0000389	Prae.g_00105	Pram.g_00090
OG0000390	Prae.g_00112	Pram.g_00099
OG0000391	Prae.g_00116	Pram.g_00102
OG0000392	Prae.g_00120	Pram.g_00106
OG0000393	Prae.g_00122	Pram.g_00109
OG0000394	Prae.g_00123	Pram.g_00110
OG0000395	Prae.g_00124	Pram.g_00111
OG0000396	Prae.g_00127	Pram.g_00113
OG0000397	Prae.g_00129	Pram.g_00115
OG0000398	Prae.g_00131	Pram.g_00118
OG0000399	Prae.g_00132	Pram.g_00119
OG0000400	Prae.g_00133	Pram.g_00120
OG0000401	Prae.g_00134	Pram.g_00121
OG0000402	Prae.g_00136	Pram.g_01001
OG0000403	Prae.g_00137	Pram.g_00123
OG0000404	Prae.g_00138	Pram.g_00124
OG0000405	Prae.g_00142	Pram.g_00128
OG0000406	Prae.g_00150	Pram.g_00132
OG0000407	Prae.g_00151	Pram.g_00133
OG0000408	Prae.g_00153	Pram.g_00135
OG0000409	Prae.g_00155	Pram.g_00137
OG0000410	Prae.g_00156	Pram.g_00138
OG0000411	Prae.g_00157	Pram.g_00139
OG0000412	Prae.g_00158	Pram.g_00140
OG0000413	Prae.g_00159	Pram.g_00141
OG0000414	Prae.g_00160	Pram.g_00142
OG0000415	Prae.g_00161	Pram.g_00143
OG0000416	Prae.g_00162	Pram.g_00144
OG0000417	Prae.g_00163	Pram.g_00145
OG0000418	Prae.g_00168	Pram.g_00150
OG0000419	Prae.g_00170	Pram.g_00152
OG0000420	Prae.g_00171	Pram.g_00153
OG0000421	Prae.g_00176	Pram.g_00157
OG0000422	Prae.g_00177	Pram.g_00158
OG0000423	Prae.g_00178	Pram.g_00159
OG0000424	Prae.g_00179	Pram.g_00160
OG0000425	Prae.g_00180	Pram.g_00161
OG0000426	Prae.g_00181	Pram.g_00162
OG0000427	Prae.g_00182	Pram.g_00163
OG0000428	Prae.g_00184	Pram.g_00165
OG0000429	Prae.g_00185	Pram.g_00166
OG0000430	Prae.g_00186	Pram.g_00167
OG0000431	Prae.g_00188	Pram.g_00169
OG0000432	Prae.g_00191	Pram.g_00173
OG0000433	Prae.g_00192	Pram.g_00174
OG0000434	Prae.g_00193	Pram.g_00175
OG0000435	Prae.g_00194	Pram.g_00176
OG0000436	Prae.g_00199	Pram.g_00181
OG0000437	Prae.g_00200	Pram.g_00182
OG0000438	Prae.g_00201	Pram.g_00183
OG0000439	Prae.g_00203	Pram.g_00185
OG0000440	Prae.g_00204	Pram.g_00186
OG0000441	Prae.g_00207	Pram.g_00189
OG0000442	Prae.g_00208	Pram.g_00190
OG0000443	Prae.g_00209	Pram.g_00191
OG0000444	Prae.g_00214	Pram.g_00196
OG0000445	Prae.g_00215	Pram.g_00197
OG0000446	Prae.g_00216	Pram.g_00198
OG0000447	Prae.g_00217	Pram.g_00199
OG0000448	Prae.g_00218	Pram.g_00200
OG0000449	Prae.g_00219	Pram.g_00201
OG0000450	Prae.g_00220	Pram.g_00202
OG0000451	Prae.g_00221	Pram.g_00203
OG0000452	Prae.g_00224	Pram.g_00206
OG0000453	Prae.g_00225	Pram.g_00207
OG0000454	Prae.g_00226	Pram.g_00208
OG0000455	Prae.g_00227	Pram.g_00209
OG0000456	Prae.g_00228	Pram.g_00210
OG0000457	Prae.g_00229	Pram.g_00212
OG0000458	Prae.g_00230	Pram.g_00213
OG0000459	Prae.g_00231	Pram.g_00214
OG0000460	Prae.g_00238	Pram.g_00222
OG0000461	Prae.g_00245	Pram.g_00230
OG0000462	Prae.g_00247	Pram.g_00232
OG0000463	Prae.g_00248	Pram.g_00233
OG0000464	Prae.g_00249	Pram.g_00234
OG0000465	Prae.g_00250	Pram.g_00235
OG0000466	Prae.g_00253	Pram.g_00238
OG0000467	Prae.g_00254	Pram.g_00239
OG0000468	Prae.g_00256	Pram.g_00242
OG0000469	Prae.g_00265	Pram.g_00250
OG0000470	Prae.g_00267	Pram.g_00252
OG0000471	Prae.g_00268	Pram.g_00253
OG0000472	Prae.g_00269	Pram.g_00254
OG0000473	Prae.g_00271	Pram.g_00256
OG0000474	Prae.g_00272	Pram.g_00257
OG0000475	Prae.g_00273	Pram.g_00258
OG0000476	Prae.g_00274	Pram.g_00260
OG0000477	Prae.g_00276	Pram.g_00263
OG0000478	Prae.g_00277	Pram.g_00264
OG0000479	Prae.g_00278	Pram.g_00265
OG0000480	Prae.g_00283	Pram.g_00270
OG0000481	Prae.g_00285	Pram.g_00273
OG0000482	Prae.g_00286	Pram.g_00274
OG0000483	Prae.g_00289	Pram.g_00277
OG0000484	Prae.g_00290	Pram.g_00278
OG0000485	Prae.g_00291	Pram.g_00280
OG0000486	Prae.g_00292	Pram.g_00281
OG0000487	Prae.g_00296	Pram.g_00284
OG0000488	Prae.g_00299	Pram.g_00287
OG0000489	Prae.g_00304	Pram.g_00292
OG0000490	Prae.g_00309	Pram.g_00296
OG0000491	Prae.g_00310	Pram.g_00297
OG0000492	Prae.g_00312	Pram.g_00299
OG0000493	Prae.g_00313	Pram.g_00300
OG0000494	Prae.g_00314	Pram.g_00301
OG0000495	Prae.g_00315	Pram.g_00302
OG0000496	Prae.g_00316	Pram.g_00303
OG0000497	Prae.g_00317	Pram.g_00304
OG0000498	Prae.g_00318	Pram.g_00305
OG0000499	Prae.g_00319	Pram.g_00306
OG0000500	Prae.g_00320	Pram.g_00307
OG0000501	Prae.g_00322	Pram.g_00309
OG0000502	Prae.g_00325	Pram.g_00312
OG0000503	Prae.g_00335	Pram.g_00328
OG0000504	Prae.g_00336	Pram.g_00330
OG0000505	Prae.g_00337	Pram.g_00331
OG0000506	Prae.g_00338	Pram.g_00332
OG0000507	Prae.g_00341	Pram.g_00336
OG0000508	Prae.g_00344	Pram.g_00340
OG0000509	Prae.g_00346	Pram.g_00342
OG0000510	Prae.g_00347	Pram.g_00343
OG0000511	Prae.g_00348	Pram.g_00344
OG0000512	Prae.g_00350	Pram.g_00346
OG0000513	Prae.g_00357	Pram.g_00355
OG0000514	Prae.g_00405	Pram.g_00366
OG0000515	Prae.g_00406	Pram.g_00367
OG0000516	Prae.g_00407	Pram.g_00368
OG0000517	Prae.g_00409	Pram.g_00370
OG0000518	Prae.g_00420	Pram.g_00381
OG0000519	Prae.g_00421	Pram.g_00382
OG0000520	Prae.g_00422	Pram.g_00383
OG0000521	Prae.g_00427	Pram.g_00393
OG0000522	Prae.g_00429	Pram.g_00395
OG0000523	Prae.g_00430	Pram.g_00396
OG0000524	Prae.g_00435	Pram.g_00400
OG0000525	Prae.g_00438	Pram.g_00404
OG0000526	Prae.g_00439	Pram.g_00406
OG0000527	Prae.g_00447	Pram.g_00409
OG0000528	Prae.g_00452	Pram.g_00414
OG0000529	Prae.g_00455	Pram.g_00417
OG0000530	Prae.g_00458	Pram.g_00420
OG0000531	Prae.g_00459	Pram.g_00421
OG0000532	Prae.g_00461	Pram.g_00423
OG0000533	Prae.g_00462	Pram.g_00424
OG0000534	Prae.g_00463	Pram.g_00425
OG0000535	Prae.g_00464	Pram.g_00426
OG0000536	Prae.g_00465	Pram.g_00427
OG0000537	Prae.g_00466	Pram.g_00428
OG0000538	Prae.g_00474	Pram.g_00438
OG0000539	Prae.g_00475	Pram.g_00439
OG0000540	Prae.g_00476	Pram.g_00440
OG0000541	Prae.g_00477	Pram.g_00441
OG0000542	Prae.g_00479	Pram.g_00442
OG0000543	Prae.g_00481	Pram.g_00444
OG0000544	Prae.g_00482	Pram.g_00445
OG0000545	Prae.g_00484	Pram.g_00447
OG0000546	Prae.g_00487	Pram.g_00450
OG0000547	Prae.g_00489	Pram.g_00452
OG0000548	Prae.g_00490	Pram.g_00453
OG0000549	Prae.g_00492	Pram.g_00456
OG0000550	Prae.g_00497	Pram.g_00461
OG0000551	Prae.g_00501	Pram.g_00464
OG0000552	Prae.g_00502	Pram.g_00465
OG0000553	Prae.g_00503	Pram.g_00466
OG0000554	Prae.g_00509	Pram.g_00472
OG0000555	Prae.g_00517	Pram.g_00479
OG0000556	Prae.g_00519	Pram.g_00481
OG0000557	Prae.g_00520	Pram.g_00482
OG0000558	Prae.g_00522	Pram.g_00484
OG0000559	Prae.g_00526	Pram.g_00488
OG0000560	Prae.g_00529	Pram.g_00491
OG0000561	Prae.g_00530	Pram.g_00492
OG0000562	Prae.g_00531	Pram.g_00493
OG0000563	Prae.g_00532	Pram.g_00494
OG0000564	Prae.g_00533	Pram.g_00495
OG0000565	Prae.g_00536	Pram.g_00498
OG0000566	Prae.g_00538	Pram.g_00502
OG0000567	Prae.g_00542	Pram.g_00506
OG0000568	Prae.g_00543	Pram.g_00507
OG0000569	Prae.g_00544	Pram.g_00508
OG0000570	Prae.g_00545	Pram.g_00509
OG0000571	Prae.g_00547	Pram.g_00511
OG0000572	Prae.g_00560	Pram.g_00523
OG0000573	Prae.g_00566	Pram.g_00529
OG0000574	Prae.g_00567	Pram.g_00530
OG0000575	Prae.g_00571	Pram.g_00534
OG0000576	Prae.g_00573	Pram.g_00536
OG0000577	Prae.g_00574	Pram.g_00537
OG0000578	Prae.g_00575	Pram.g_00538
OG0000579	Prae.g_00576	Pram.g_00539
OG0000580	Prae.g_00577	Pram.g_00540
OG0000581	Prae.g_00579	Pram.g_00543
OG0000582	Prae.g_00582	Pram.g_00546
OG0000583	Prae.g_00583	Pram.g_00547
OG0000584	Prae.g_00584	Pram.g_00548
OG0000585	Prae.g_00586	Pram.g_00550
OG0000586	Prae.g_00587	Pram.g_00551
OG0000587	Prae.g_00588	Pram.g_00552
