Orthogroup	Prae	Prap
OG0000165	Prae.g_01654	Prap.g_01747
OG0000166	Prae.g_01722	Prap.g_01680
OG0000167	Prae.g_01789	Prap.g_01608
OG0000168	Prae.g_01799	Prap.g_01597
OG0000169	Prae.g_01809	Prap.g_01587
OG0000170	Prae.g_01811	Prap.g_01584
OG0000171	Prae.g_01830	Prap.g_01564
OG0000172	Prae.g_01838	Prap.g_01557
OG0000173	Prae.g_01853	Prap.g_01542
OG0000174	Prae.g_01881	Prap.g_01513
OG0000175	Prae.g_01891	Prap.g_01500
OG0000176	Prae.g_00004	Prap.g_00050
OG0000177	Prae.g_00005	Prap.g_00049
OG0000178	Prae.g_00006	Prap.g_00048
OG0000179	Prae.g_00016	Prap.g_00939
OG0000180	Prae.g_00017	Prap.g_00938
OG0000181	Prae.g_00018	Prap.g_00937
OG0000182	Prae.g_00019	Prap.g_00936
OG0000183	Prae.g_00023	Prap.g_00932
OG0000184	Prae.g_00048	Prap.g_00906
OG0000185	Prae.g_00051	Prap.g_00903
OG0000186	Prae.g_00064	Prap.g_00887
OG0000187	Prae.g_00065	Prap.g_00886
OG0000188	Prae.g_00082	Prap.g_01096
OG0000189	Prae.g_00096	Prap.g_01082
OG0000190	Prae.g_00097	Prap.g_01080
OG0000191	Prae.g_00117	Prap.g_01057
OG0000192	Prae.g_00121	Prap.g_01052
OG0000193	Prae.g_00149	Prap.g_01025
OG0000194	Prae.g_00152	Prap.g_01022
OG0000195	Prae.g_00154	Prap.g_01020
OG0000196	Prae.g_00164	Prap.g_01009
OG0000197	Prae.g_00165	Prap.g_01008
OG0000198	Prae.g_00166	Prap.g_01007
OG0000199	Prae.g_00173	Prap.g_01000
OG0000200	Prae.g_00187	Prap.g_00986
OG0000201	Prae.g_00195	Prap.g_00977
OG0000202	Prae.g_00196	Prap.g_00976
OG0000203	Prae.g_00197	Prap.g_00975
OG0000204	Prae.g_00198	Prap.g_00974
OG0000205	Prae.g_00205	Prap.g_00967
OG0000206	Prae.g_00210	Prap.g_00962
OG0000207	Prae.g_00212	Prap.g_00959
OG0000208	Prae.g_00213	Prap.g_00958
OG0000209	Prae.g_00222	Prap.g_00949
OG0000210	Prae.g_00223	Prap.g_00948
OG0000211	Prae.g_00236	Prap.g_01479
OG0000212	Prae.g_00243	Prap.g_01471
OG0000213	Prae.g_00260	Prap.g_01453
OG0000214	Prae.g_00270	Prap.g_01443
OG0000215	Prae.g_00293	Prap.g_01416
OG0000216	Prae.g_00295	Prap.g_01415
OG0000217	Prae.g_00298	Prap.g_01412
OG0000218	Prae.g_00300	Prap.g_01410
OG0000219	Prae.g_00301	Prap.g_01409
OG0000220	Prae.g_00302	Prap.g_01408
OG0000221	Prae.g_00303	Prap.g_01407
OG0000222	Prae.g_00311	Prap.g_01400
OG0000223	Prae.g_00324	Prap.g_01388
OG0000224	Prae.g_00326	Prap.g_01386
OG0000225	Prae.g_00345	Prap.g_01360
OG0000226	Prae.g_00349	Prap.g_01356
OG0000227	Prae.g_00351	Prap.g_01354
OG0000228	Prae.g_00354	Prap.g_01350
OG0000229	Prae.g_00410	Prap.g_01330
OG0000230	Prae.g_00412	Prap.g_01328
OG0000231	Prae.g_00423	Prap.g_01317
OG0000232	Prae.g_00432	Prap.g_01306
OG0000233	Prae.g_00437	Prap.g_01300
OG0000234	Prae.g_00450	Prap.g_01291
OG0000235	Prae.g_00453	Prap.g_01288
OG0000236	Prae.g_00467	Prap.g_01274
OG0000237	Prae.g_00480	Prap.g_01261
OG0000238	Prae.g_00486	Prap.g_01255
OG0000239	Prae.g_00499	Prap.g_01244
OG0000240	Prae.g_00500	Prap.g_01243
OG0000241	Prae.g_00504	Prap.g_01239
OG0000242	Prae.g_00506	Prap.g_01237
OG0000243	Prae.g_00518	Prap.g_01226
OG0000244	Prae.g_00521	Prap.g_01223
OG0000245	Prae.g_00523	Prap.g_01221
OG0000246	Prae.g_00527	Prap.g_01217
OG0000247	Prae.g_00537	Prap.g_01207
OG0000248	Prae.g_00539	Prap.g_01204
OG0000249	Prae.g_00541	Prap.g_01202
OG0000250	Prae.g_00546	Prap.g_01197
OG0000251	Prae.g_00565	Prap.g_01177
OG0000252	Prae.g_00568	Prap.g_01174
OG0000253	Prae.g_00569	Prap.g_01173
OG0000254	Prae.g_00585	Prap.g_01156
OG0000255	Prae.g_00591	Prap.g_01150
OG0000256	Prae.g_00601	Prap.g_01140
OG0000257	Prae.g_00604	Prap.g_00397
OG0000258	Prae.g_00617	Prap.g_00383
OG0000259	Prae.g_00634	Prap.g_00366
OG0000260	Prae.g_00637	Prap.g_00363
OG0000261	Prae.g_00639	Prap.g_00360
OG0000262	Prae.g_00643	Prap.g_00356
OG0000263	Prae.g_00655	Prap.g_00820
OG0000264	Prae.g_00665	Prap.g_00809
OG0000265	Prae.g_00711	Prap.g_00791
OG0000266	Prae.g_00721	Prap.g_00337
OG0000267	Prae.g_00732	Prap.g_00325
OG0000268	Prae.g_00733	Prap.g_00324
OG0000269	Prae.g_00801	Prap.g_00788
OG0000270	Prae.g_00804	Prap.g_00785
OG0000271	Prae.g_00812	Prap.g_00777
OG0000272	Prae.g_00813	Prap.g_00776
OG0000273	Prae.g_00836	Prap.g_00752
OG0000274	Prae.g_00837	Prap.g_00751
OG0000275	Prae.g_00839	Prap.g_00748
OG0000276	Prae.g_00844	Prap.g_00742
OG0000277	Prae.g_00845	Prap.g_00741
OG0000278	Prae.g_00848	Prap.g_00738
OG0000279	Prae.g_00855	Prap.g_00731
OG0000280	Prae.g_00856	Prap.g_00730
OG0000281	Prae.g_00861	Prap.g_00723
OG0000282	Prae.g_00910	Prap.g_00856
OG0000283	Prae.g_00941	Prap.g_00680
OG0000284	Prae.g_00946	Prap.g_00675
OG0000285	Prae.g_00951	Prap.g_00243
OG0000286	Prae.g_00963	Prap.g_00256
OG0000287	Prae.g_00980	Prap.g_00522
OG0000288	Prae.g_01013	Prap.g_00295
OG0000289	Prae.g_01024	Prap.g_00311
OG0000290	Prae.g_01037	Prap.g_00705
OG0000291	Prae.g_01039	Prap.g_00707
OG0000292	Prae.g_01090	Prap.g_00501
OG0000293	Prae.g_01154	Prap.g_00466
OG0000294	Prae.g_01155	Prap.g_00465
OG0000295	Prae.g_01175	Prap.g_00442
OG0000296	Prae.g_01177	Prap.g_00440
OG0000297	Prae.g_01185	Prap.g_00431
OG0000298	Prae.g_01186	Prap.g_00430
OG0000299	Prae.g_01203	Prap.g_00411
OG0000300	Prae.g_01206	Prap.g_00408
OG0000301	Prae.g_01207	Prap.g_00407
OG0000302	Prae.g_01209	Prap.g_00405
OG0000303	Prae.g_01216	Prap.g_00399
OG0000304	Prae.g_01220	Prap.g_01135
OG0000305	Prae.g_01360	Prap.g_00499
OG0000306	Prae.g_01363	Prap.g_00719
OG0000307	Prae.g_01377	Prap.g_00068
OG0000308	Prae.g_01378	Prap.g_00069
OG0000309	Prae.g_01382	Prap.g_00073
OG0000310	Prae.g_01444	Prap.g_00107
OG0000311	Prae.g_01446	Prap.g_00109
OG0000312	Prae.g_01449	Prap.g_00112
OG0000313	Prae.g_01463	Prap.g_00125
OG0000314	Prae.g_01486	Prap.g_00148
OG0000315	Prae.g_01496	Prap.g_00158
OG0000316	Prae.g_01516	Prap.g_00183
OG0000317	Prae.g_01621	Prap.g_01782
OG0000318	Prae.g_01624	Prap.g_01778
OG0000319	Prae.g_01637	Prap.g_01765
OG0000320	Prae.g_01639	Prap.g_01763
OG0000321	Prae.g_01640	Prap.g_01762
OG0000322	Prae.g_01641	Prap.g_01761
OG0000323	Prae.g_01650	Prap.g_01751
OG0000324	Prae.g_01676	Prap.g_01724
OG0000325	Prae.g_01687	Prap.g_01713
OG0000326	Prae.g_01693	Prap.g_01706
OG0000327	Prae.g_01717	Prap.g_01685
OG0000328	Prae.g_01718	Prap.g_01684
OG0000329	Prae.g_01735	Prap.g_01667
OG0000330	Prae.g_01736	Prap.g_01666
OG0000331	Prae.g_01737	Prap.g_01665
OG0000332	Prae.g_01751	Prap.g_01651
OG0000333	Prae.g_01753	Prap.g_01648, Prap.g_01649
OG0000334	Prae.g_01761	Prap.g_01639
OG0000335	Prae.g_01767	Prap.g_01634
OG0000336	Prae.g_01771	Prap.g_01630
OG0000337	Prae.g_01787	Prap.g_01612
OG0000338	Prae.g_01788	Prap.g_01611
OG0000339	Prae.g_01792	Prap.g_01605
OG0000340	Prae.g_01800	Prap.g_01596
OG0000341	Prae.g_01802	Prap.g_01594
OG0000342	Prae.g_01803	Prap.g_01593
OG0000343	Prae.g_01804	Prap.g_01592
OG0000344	Prae.g_01807	Prap.g_01589
OG0000345	Prae.g_01812	Prap.g_01583
OG0000346	Prae.g_01816	Prap.g_01579
OG0000347	Prae.g_01832	Prap.g_01562
OG0000348	Prae.g_01841	Prap.g_01554
OG0000349	Prae.g_01858	Prap.g_01537
OG0000350	Prae.g_01877	Prap.g_00623
OG0000351	Prae.g_01894	Prap.g_01497
OG0000352	Prae.g_01895	Prap.g_01496
OG0000353	Prae.g_01910	Prap.g_00055
OG0000355	Prae.g_00001	Prap.g_00053
OG0000356	Prae.g_00002	Prap.g_00052
OG0000357	Prae.g_00003	Prap.g_00051
OG0000358	Prae.g_00007	Prap.g_00047
OG0000359	Prae.g_00008	Prap.g_00046
OG0000360	Prae.g_00009	Prap.g_00045
OG0000361	Prae.g_00010	Prap.g_00044
OG0000362	Prae.g_00012	Prap.g_00042
OG0000363	Prae.g_00014	Prap.g_00941
OG0000364	Prae.g_00015	Prap.g_00940
OG0000365	Prae.g_00020	Prap.g_00935
OG0000366	Prae.g_00021	Prap.g_00934
OG0000367	Prae.g_00022	Prap.g_00933
OG0000368	Prae.g_00024	Prap.g_00931
OG0000369	Prae.g_00025	Prap.g_00930
OG0000370	Prae.g_00026	Prap.g_00929
OG0000371	Prae.g_00032	Prap.g_00922
OG0000372	Prae.g_00035	Prap.g_00919
OG0000373	Prae.g_00036	Prap.g_00918
OG0000374	Prae.g_00037	Prap.g_00917
OG0000375	Prae.g_00042	Prap.g_00915
OG0000376	Prae.g_00044	Prap.g_00913
OG0000377	Prae.g_00047	Prap.g_00909
OG0000378	Prae.g_00049	Prap.g_00905
OG0000379	Prae.g_00052	Prap.g_00902
OG0000380	Prae.g_00066	Prap.g_00885
OG0000381	Prae.g_00070	Prap.g_00880
OG0000382	Prae.g_00081	Prap.g_01097
OG0000383	Prae.g_00083	Prap.g_01095
OG0000384	Prae.g_00084	Prap.g_01094
OG0000385	Prae.g_00085	Prap.g_01093
OG0000386	Prae.g_00086	Prap.g_01092
OG0000387	Prae.g_00099	Prap.g_01078
OG0000388	Prae.g_00102	Prap.g_01074
OG0000389	Prae.g_00105	Prap.g_01071
OG0000390	Prae.g_00112	Prap.g_01061
OG0000391	Prae.g_00116	Prap.g_01058
OG0000392	Prae.g_00120	Prap.g_01054
OG0000393	Prae.g_00122	Prap.g_01051
OG0000394	Prae.g_00123	Prap.g_01050
OG0000395	Prae.g_00124	Prap.g_01049
OG0000396	Prae.g_00127	Prap.g_01047
OG0000397	Prae.g_00129	Prap.g_01045
OG0000398	Prae.g_00131	Prap.g_01042
OG0000399	Prae.g_00132	Prap.g_01041
OG0000400	Prae.g_00133	Prap.g_01040
OG0000401	Prae.g_00134	Prap.g_01039
OG0000402	Prae.g_00136	Prap.g_00319
OG0000403	Prae.g_00137	Prap.g_01037
OG0000404	Prae.g_00138	Prap.g_01036
OG0000405	Prae.g_00142	Prap.g_01032
OG0000406	Prae.g_00150	Prap.g_01024
OG0000407	Prae.g_00151	Prap.g_01023
OG0000408	Prae.g_00153	Prap.g_01021
OG0000409	Prae.g_00155	Prap.g_01019
OG0000410	Prae.g_00156	Prap.g_01018
OG0000411	Prae.g_00157	Prap.g_01017
OG0000412	Prae.g_00158	Prap.g_01016
OG0000413	Prae.g_00159	Prap.g_01014
OG0000414	Prae.g_00160	Prap.g_01013
OG0000415	Prae.g_00161	Prap.g_01012
OG0000416	Prae.g_00162	Prap.g_01011
OG0000417	Prae.g_00163	Prap.g_01010
OG0000418	Prae.g_00168	Prap.g_01005
OG0000419	Prae.g_00170	Prap.g_01003
OG0000420	Prae.g_00171	Prap.g_01002
OG0000421	Prae.g_00176	Prap.g_00997
OG0000422	Prae.g_00177	Prap.g_00996
OG0000423	Prae.g_00178	Prap.g_00995
OG0000424	Prae.g_00179	Prap.g_00994
OG0000425	Prae.g_00180	Prap.g_00993
OG0000426	Prae.g_00181	Prap.g_00992
OG0000427	Prae.g_00182	Prap.g_00991
OG0000428	Prae.g_00184	Prap.g_00989
OG0000429	Prae.g_00185	Prap.g_00988
OG0000430	Prae.g_00186	Prap.g_00987
OG0000431	Prae.g_00188	Prap.g_00985
OG0000432	Prae.g_00191	Prap.g_00981
OG0000433	Prae.g_00192	Prap.g_00980
OG0000434	Prae.g_00193	Prap.g_00979
OG0000435	Prae.g_00194	Prap.g_00978
OG0000436	Prae.g_00199	Prap.g_00973
OG0000437	Prae.g_00200	Prap.g_00972
OG0000438	Prae.g_00201	Prap.g_00971
OG0000439	Prae.g_00203	Prap.g_00969
OG0000440	Prae.g_00204	Prap.g_00968
OG0000441	Prae.g_00207	Prap.g_00965
OG0000442	Prae.g_00208	Prap.g_00964
OG0000443	Prae.g_00209	Prap.g_00963
OG0000444	Prae.g_00214	Prap.g_00957
OG0000445	Prae.g_00215	Prap.g_00956
OG0000446	Prae.g_00216	Prap.g_00955
OG0000447	Prae.g_00217	Prap.g_00954
OG0000448	Prae.g_00218	Prap.g_00953
OG0000449	Prae.g_00219	Prap.g_00952
OG0000450	Prae.g_00220	Prap.g_00951
OG0000451	Prae.g_00221	Prap.g_00950
OG0000452	Prae.g_00224	Prap.g_00947
OG0000453	Prae.g_00225	Prap.g_00946
OG0000454	Prae.g_00226	Prap.g_00945
OG0000455	Prae.g_00227	Prap.g_00944
OG0000456	Prae.g_00228	Prap.g_00943
OG0000457	Prae.g_00229	Prap.g_01487
OG0000458	Prae.g_00230	Prap.g_01486
OG0000459	Prae.g_00231	Prap.g_01485
OG0000460	Prae.g_00238	Prap.g_01477
OG0000461	Prae.g_00245	Prap.g_01469
OG0000462	Prae.g_00247	Prap.g_01467
OG0000463	Prae.g_00248	Prap.g_01466
OG0000464	Prae.g_00249	Prap.g_01465
OG0000465	Prae.g_00250	Prap.g_01464
OG0000466	Prae.g_00253	Prap.g_01461
OG0000467	Prae.g_00254	Prap.g_01460
OG0000468	Prae.g_00256	Prap.g_01457
OG0000469	Prae.g_00265	Prap.g_01449
OG0000470	Prae.g_00267	Prap.g_01447
OG0000471	Prae.g_00268	Prap.g_01446
OG0000472	Prae.g_00269	Prap.g_01444
OG0000473	Prae.g_00271	Prap.g_01442
OG0000474	Prae.g_00272	Prap.g_01441
OG0000475	Prae.g_00273	Prap.g_01440
OG0000476	Prae.g_00274	Prap.g_01438
OG0000477	Prae.g_00276	Prap.g_01435
OG0000478	Prae.g_00277	Prap.g_01434
OG0000479	Prae.g_00278	Prap.g_01433
OG0000480	Prae.g_00283	Prap.g_01428
OG0000481	Prae.g_00285	Prap.g_01425
OG0000482	Prae.g_00286	Prap.g_01424
OG0000483	Prae.g_00289	Prap.g_01421
OG0000484	Prae.g_00290	Prap.g_01420
OG0000485	Prae.g_00291	Prap.g_01418
OG0000486	Prae.g_00292	Prap.g_01417
OG0000487	Prae.g_00296	Prap.g_01414
OG0000488	Prae.g_00299	Prap.g_01411
OG0000489	Prae.g_00304	Prap.g_01406
OG0000490	Prae.g_00309	Prap.g_01402
OG0000491	Prae.g_00310	Prap.g_01401
OG0000492	Prae.g_00312	Prap.g_01399
OG0000493	Prae.g_00313	Prap.g_01398
OG0000494	Prae.g_00314	Prap.g_01397
OG0000495	Prae.g_00315	Prap.g_01396
OG0000496	Prae.g_00316	Prap.g_01395
OG0000497	Prae.g_00317	Prap.g_01394
OG0000498	Prae.g_00318	Prap.g_01393
OG0000499	Prae.g_00319	Prap.g_01392
OG0000500	Prae.g_00320	Prap.g_01391
OG0000501	Prae.g_00322	Prap.g_01390
OG0000502	Prae.g_00325	Prap.g_01387
OG0000503	Prae.g_00335	Prap.g_01372
OG0000504	Prae.g_00336	Prap.g_01370
OG0000505	Prae.g_00337	Prap.g_01369
OG0000506	Prae.g_00338	Prap.g_01368
OG0000507	Prae.g_00341	Prap.g_01365
OG0000508	Prae.g_00344	Prap.g_01361
OG0000509	Prae.g_00346	Prap.g_01359
OG0000510	Prae.g_00347	Prap.g_01358
OG0000511	Prae.g_00348	Prap.g_01357
OG0000512	Prae.g_00350	Prap.g_01355
OG0000513	Prae.g_00357	Prap.g_01346
OG0000514	Prae.g_00405	Prap.g_01335
OG0000515	Prae.g_00406	Prap.g_01334
OG0000516	Prae.g_00407	Prap.g_01333
OG0000517	Prae.g_00409	Prap.g_01331
OG0000518	Prae.g_00420	Prap.g_01320
OG0000519	Prae.g_00421	Prap.g_01319
OG0000520	Prae.g_00422	Prap.g_01318
OG0000521	Prae.g_00427	Prap.g_01310
OG0000522	Prae.g_00429	Prap.g_01308
OG0000523	Prae.g_00430	Prap.g_01307
OG0000524	Prae.g_00435	Prap.g_01302
OG0000525	Prae.g_00438	Prap.g_01298
OG0000526	Prae.g_00439	Prap.g_01297
OG0000527	Prae.g_00447	Prap.g_01294
OG0000528	Prae.g_00452	Prap.g_01289
OG0000529	Prae.g_00455	Prap.g_01286
OG0000530	Prae.g_00458	Prap.g_01283
OG0000531	Prae.g_00459	Prap.g_01282
OG0000532	Prae.g_00461	Prap.g_01280
OG0000533	Prae.g_00462	Prap.g_01279
OG0000534	Prae.g_00463	Prap.g_01278
OG0000535	Prae.g_00464	Prap.g_01277
OG0000536	Prae.g_00465	Prap.g_01276
OG0000537	Prae.g_00466	Prap.g_01275
OG0000538	Prae.g_00474	Prap.g_01266
OG0000539	Prae.g_00475	Prap.g_01265
OG0000540	Prae.g_00476	Prap.g_01264
OG0000541	Prae.g_00477	Prap.g_01263
OG0000542	Prae.g_00479	Prap.g_01262
OG0000543	Prae.g_00481	Prap.g_01260
OG0000544	Prae.g_00482	Prap.g_01259
OG0000545	Prae.g_00484	Prap.g_01257
OG0000546	Prae.g_00487	Prap.g_01254
OG0000547	Prae.g_00489	Prap.g_01252
OG0000548	Prae.g_00490	Prap.g_01251
OG0000549	Prae.g_00492	Prap.g_01249
OG0000550	Prae.g_00497	Prap.g_01245
OG0000551	Prae.g_00501	Prap.g_01242
OG0000552	Prae.g_00502	Prap.g_01241
OG0000553	Prae.g_00503	Prap.g_01240
OG0000554	Prae.g_00509	Prap.g_01235
OG0000555	Prae.g_00517	Prap.g_01227
OG0000556	Prae.g_00519	Prap.g_01225
OG0000557	Prae.g_00520	Prap.g_01224
OG0000558	Prae.g_00522	Prap.g_01222
OG0000559	Prae.g_00526	Prap.g_01218
OG0000560	Prae.g_00529	Prap.g_01215
OG0000561	Prae.g_00530	Prap.g_01214
OG0000562	Prae.g_00531	Prap.g_01213
OG0000563	Prae.g_00532	Prap.g_01212
OG0000564	Prae.g_00533	Prap.g_01211
OG0000565	Prae.g_00536	Prap.g_01209
OG0000566	Prae.g_00538	Prap.g_01205
OG0000567	Prae.g_00542	Prap.g_01201
OG0000568	Prae.g_00543	Prap.g_01200
OG0000569	Prae.g_00544	Prap.g_01199
OG0000570	Prae.g_00545	Prap.g_01198
OG0000571	Prae.g_00547	Prap.g_01196
OG0000572	Prae.g_00560	Prap.g_01182
OG0000573	Prae.g_00566	Prap.g_01176
OG0000574	Prae.g_00567	Prap.g_01175
OG0000575	Prae.g_00571	Prap.g_01171
OG0000576	Prae.g_00573	Prap.g_01169
OG0000577	Prae.g_00574	Prap.g_01168
OG0000578	Prae.g_00575	Prap.g_01167
OG0000579	Prae.g_00576	Prap.g_01166
OG0000580	Prae.g_00577	Prap.g_01165
OG0000581	Prae.g_00579	Prap.g_01162
OG0000582	Prae.g_00582	Prap.g_01159
OG0000583	Prae.g_00583	Prap.g_01158
OG0000584	Prae.g_00584	Prap.g_01157
OG0000585	Prae.g_00586	Prap.g_01155
