Orthogroup	Prae	Syag
OG0000208	Prae.g_00213	Syag.g_02052
OG0000209	Prae.g_00222	Syag.g_02069
OG0000210	Prae.g_00223	Syag.g_02070
OG0000211	Prae.g_00236	Syag.g_01788
OG0000212	Prae.g_00243	Syag.g_01777
OG0000213	Prae.g_00260	Syag.g_02632
OG0000214	Prae.g_00270	Syag.g_02615
OG0000215	Prae.g_00293	Syag.g_02584
OG0000216	Prae.g_00295	Syag.g_02580
OG0000217	Prae.g_00298	Syag.g_02576
OG0000218	Prae.g_00300	Syag.g_02574
OG0000219	Prae.g_00301	Syag.g_02573
OG0000220	Prae.g_00302	Syag.g_02572
OG0000221	Prae.g_00303	Syag.g_02566
OG0000222	Prae.g_00311	Syag.g_02550
OG0000223	Prae.g_00324	Syag.g_02475
OG0000224	Prae.g_00326	Syag.g_02471
OG0000225	Prae.g_00345	Syag.g_02861
OG0000226	Prae.g_00349	Syag.g_02865
OG0000227	Prae.g_00351	Syag.g_02867
OG0000228	Prae.g_00354	Syag.g_00004
OG0000229	Prae.g_00410	Syag.g_00033
OG0000230	Prae.g_00412	Syag.g_00035
OG0000231	Prae.g_00423	Syag.g_00048
OG0000232	Prae.g_00432	Syag.g_00059
OG0000233	Prae.g_00437	Syag.g_01330
OG0000234	Prae.g_00450	Syag.g_01358
OG0000235	Prae.g_00453	Syag.g_01529
OG0000236	Prae.g_00467	Syag.g_01513
OG0000237	Prae.g_00480	Syag.g_01495
OG0000238	Prae.g_00486	Syag.g_01490
OG0000239	Prae.g_00499	Syag.g_01472
OG0000240	Prae.g_00500	Syag.g_01471
OG0000241	Prae.g_00504	Syag.g_00396
OG0000242	Prae.g_00506	Syag.g_01456
OG0000243	Prae.g_00518	Syag.g_00255
OG0000244	Prae.g_00521	Syag.g_00268
OG0000245	Prae.g_00523	Syag.g_00270
OG0000246	Prae.g_00527	Syag.g_00274
OG0000247	Prae.g_00537	Syag.g_00286
OG0000248	Prae.g_00539	Syag.g_00289
OG0000249	Prae.g_00541	Syag.g_00291
OG0000250	Prae.g_00546	Syag.g_00299
OG0000251	Prae.g_00565	Syag.g_00328
OG0000252	Prae.g_00568	Syag.g_00331
OG0000253	Prae.g_00569	Syag.g_00333
OG0000254	Prae.g_00585	Syag.g_00356
OG0000255	Prae.g_00591	Syag.g_00369
OG0000256	Prae.g_00601	Syag.g_00385
OG0000257	Prae.g_00604	Syag.g_00395
OG0000258	Prae.g_00617	Syag.g_00423
OG0000259	Prae.g_00634	Syag.g_00560
OG0000260	Prae.g_00637	Syag.g_00570
OG0000261	Prae.g_00639	Syag.g_00581
OG0000262	Prae.g_00643	Syag.g_00586
OG0000263	Prae.g_00655	Syag.g_01079
OG0000264	Prae.g_00665	Syag.g_01011
OG0000265	Prae.g_00711	Syag.g_01021
OG0000266	Prae.g_00721	Syag.g_00907
OG0000267	Prae.g_00732	Syag.g_00762
OG0000268	Prae.g_00733	Syag.g_00763
OG0000269	Prae.g_00801	Syag.g_00662
OG0000270	Prae.g_00804	Syag.g_00665
OG0000271	Prae.g_00812	Syag.g_00673
OG0000273	Prae.g_00836	Syag.g_00713
OG0000274	Prae.g_00837	Syag.g_00714
OG0000275	Prae.g_00839	Syag.g_00717
OG0000276	Prae.g_00844	Syag.g_00723
OG0000277	Prae.g_00845	Syag.g_00724
OG0000278	Prae.g_00848	Syag.g_00727
OG0000279	Prae.g_00855	Syag.g_00735
OG0000280	Prae.g_00856	Syag.g_00741
OG0000281	Prae.g_00861	Syag.g_00572
OG0000282	Prae.g_00910	Syag.g_00611
OG0000283	Prae.g_00941	Syag.g_00775
OG0000284	Prae.g_00946	Syag.g_00780
OG0000285	Prae.g_00951	Syag.g_00791
OG0000286	Prae.g_00963	Syag.g_00809
OG0000287	Prae.g_00980	Syag.g_00838
OG0000288	Prae.g_01013	Syag.g_00869
OG0000289	Prae.g_01024	Syag.g_00884
OG0000290	Prae.g_01037	Syag.g_00970
OG0000291	Prae.g_01039	Syag.g_00972
OG0000292	Prae.g_01090	Syag.g_02265
OG0000293	Prae.g_01154	Syag.g_01155
OG0000294	Prae.g_01155	Syag.g_01154
OG0000295	Prae.g_01175	Syag.g_01115
OG0000296	Prae.g_01177	Syag.g_01113
OG0000297	Prae.g_01185	Syag.g_01099
OG0000298	Prae.g_01186	Syag.g_01098
OG0000299	Prae.g_01203	Syag.g_01067
OG0000300	Prae.g_01206	Syag.g_01062
OG0000301	Prae.g_01207	Syag.g_01061
OG0000302	Prae.g_01209	Syag.g_01060
OG0000303	Prae.g_01216	Syag.g_01048
OG0000304	Prae.g_01220	Syag.g_01041
OG0000305	Prae.g_01360	Syag.g_00977
OG0000306	Prae.g_01363	Syag.g_00460
OG0000307	Prae.g_01377	Syag.g_01546
OG0000308	Prae.g_01378	Syag.g_01548
OG0000309	Prae.g_01382	Syag.g_01553
OG0000310	Prae.g_01444	Syag.g_01291
OG0000311	Prae.g_01446	Syag.g_01300
OG0000312	Prae.g_01449	Syag.g_01434
OG0000313	Prae.g_01463	Syag.g_00966, Syag.g_01412
OG0000314	Prae.g_01486	Syag.g_01380
OG0000315	Prae.g_01496	Syag.g_01369
OG0000316	Prae.g_01516	Syag.g_01641
OG0000317	Prae.g_01621	Syag.g_01684
OG0000318	Prae.g_01624	Syag.g_01688
OG0000319	Prae.g_01637	Syag.g_01710
OG0000320	Prae.g_01639	Syag.g_01712
OG0000321	Prae.g_01640	Syag.g_01713
OG0000322	Prae.g_01641	Syag.g_01714
OG0000323	Prae.g_01650	Syag.g_01728
OG0000324	Prae.g_01676	Syag.g_01757
OG0000325	Prae.g_01687	Syag.g_02690
OG0000326	Prae.g_01693	Syag.g_02698
OG0000327	Prae.g_01717	Syag.g_02728
OG0000328	Prae.g_01718	Syag.g_02729
OG0000329	Prae.g_01735	Syag.g_02747
OG0000330	Prae.g_01736	Syag.g_02748
OG0000331	Prae.g_01737	Syag.g_02749
OG0000332	Prae.g_01751	Syag.g_02764
OG0000333	Prae.g_01753	Syag.g_02767
OG0000334	Prae.g_01761	Syag.g_02777
OG0000335	Prae.g_01767	Syag.g_02782
OG0000336	Prae.g_01771	Syag.g_02786
OG0000337	Prae.g_01787	Syag.g_02445
OG0000338	Prae.g_01788	Syag.g_02440
OG0000340	Prae.g_01800	Syag.g_02416
OG0000341	Prae.g_01802	Syag.g_02414
OG0000342	Prae.g_01803	Syag.g_02413
OG0000343	Prae.g_01804	Syag.g_02411
OG0000344	Prae.g_01807	Syag.g_02407
OG0000345	Prae.g_01812	Syag.g_02397
OG0000346	Prae.g_01816	Syag.g_02392
OG0000347	Prae.g_01832	Syag.g_02366
OG0000348	Prae.g_01841	Syag.g_02357
OG0000349	Prae.g_01858	Syag.g_02330
OG0000350	Prae.g_01877	Syag.g_02705
OG0000351	Prae.g_01894	Syag.g_02244
OG0000352	Prae.g_01895	Syag.g_02245
OG0000353	Prae.g_01910	Syag.g_02271
OG0000354	Prae.g_00689	Syag.g_02291
OG0000355	Prae.g_00001	Syag.g_02273
OG0000356	Prae.g_00002	Syag.g_02274
OG0000357	Prae.g_00003	Syag.g_02275
OG0000358	Prae.g_00007	Syag.g_02279
OG0000359	Prae.g_00008	Syag.g_02281
OG0000360	Prae.g_00009	Syag.g_02282
OG0000361	Prae.g_00010	Syag.g_02283
OG0000362	Prae.g_00012	Syag.g_02285
OG0000363	Prae.g_00014	Syag.g_02287
OG0000364	Prae.g_00015	Syag.g_02288
OG0000365	Prae.g_00020	Syag.g_02297
OG0000366	Prae.g_00021	Syag.g_02298
OG0000367	Prae.g_00022	Syag.g_02299
OG0000368	Prae.g_00024	Syag.g_02301
OG0000369	Prae.g_00025	Syag.g_02302
OG0000370	Prae.g_00026	Syag.g_02303
OG0000371	Prae.g_00032	Syag.g_02312
OG0000372	Prae.g_00035	Syag.g_02317
OG0000373	Prae.g_00036	Syag.g_02318
OG0000374	Prae.g_00037	Syag.g_02319
OG0000375	Prae.g_00042	Syag.g_02326
OG0000376	Prae.g_00044	Syag.g_02328
OG0000377	Prae.g_00047	Syag.g_02119
OG0000378	Prae.g_00049	Syag.g_02099
OG0000379	Prae.g_00052	Syag.g_02091
OG0000380	Prae.g_00066	Syag.g_01817
OG0000381	Prae.g_00070	Syag.g_01820
OG0000382	Prae.g_00081	Syag.g_01838
OG0000383	Prae.g_00083	Syag.g_01843
OG0000384	Prae.g_00084	Syag.g_01844
OG0000385	Prae.g_00085	Syag.g_01845
OG0000386	Prae.g_00086	Syag.g_01846
OG0000387	Prae.g_00099	Syag.g_01876
OG0000388	Prae.g_00102	Syag.g_01880
OG0000389	Prae.g_00105	Syag.g_01884
OG0000390	Prae.g_00112	Syag.g_01903
OG0000391	Prae.g_00116	Syag.g_01908
OG0000392	Prae.g_00120	Syag.g_01914
OG0000393	Prae.g_00122	Syag.g_01917
OG0000394	Prae.g_00123	Syag.g_01918
OG0000395	Prae.g_00124	Syag.g_01919
OG0000396	Prae.g_00127	Syag.g_01922
OG0000397	Prae.g_00129	Syag.g_01924
OG0000398	Prae.g_00131	Syag.g_01929
OG0000399	Prae.g_00132	Syag.g_01930
OG0000400	Prae.g_00133	Syag.g_01931
OG0000401	Prae.g_00134	Syag.g_01932
OG0000402	Prae.g_00136	Syag.g_01934
OG0000403	Prae.g_00137	Syag.g_01935
OG0000404	Prae.g_00138	Syag.g_01937
OG0000405	Prae.g_00142	Syag.g_01949
OG0000406	Prae.g_00150	Syag.g_01953
OG0000407	Prae.g_00151	Syag.g_01954
OG0000408	Prae.g_00153	Syag.g_01956
OG0000409	Prae.g_00155	Syag.g_01958
OG0000410	Prae.g_00156	Syag.g_01959
OG0000411	Prae.g_00157	Syag.g_01960
OG0000412	Prae.g_00158	Syag.g_01961
OG0000413	Prae.g_00159	Syag.g_01963
OG0000414	Prae.g_00160	Syag.g_01964
OG0000415	Prae.g_00161	Syag.g_01965
OG0000416	Prae.g_00162	Syag.g_01966
OG0000417	Prae.g_00163	Syag.g_01967
OG0000418	Prae.g_00168	Syag.g_01973
OG0000419	Prae.g_00170	Syag.g_01975
OG0000420	Prae.g_00171	Syag.g_01977
OG0000421	Prae.g_00176	Syag.g_01982
OG0000422	Prae.g_00177	Syag.g_01983
OG0000423	Prae.g_00178	Syag.g_01984
OG0000424	Prae.g_00179	Syag.g_01985
OG0000425	Prae.g_00180	Syag.g_01986
OG0000426	Prae.g_00181	Syag.g_01987
OG0000427	Prae.g_00182	Syag.g_01988
OG0000428	Prae.g_00184	Syag.g_01991
OG0000429	Prae.g_00185	Syag.g_01993
OG0000430	Prae.g_00186	Syag.g_01995
OG0000431	Prae.g_00188	Syag.g_01998
OG0000432	Prae.g_00191	Syag.g_02007
OG0000433	Prae.g_00192	Syag.g_02009
OG0000434	Prae.g_00193	Syag.g_02010
OG0000435	Prae.g_00194	Syag.g_02017
OG0000436	Prae.g_00199	Syag.g_02028
OG0000437	Prae.g_00200	Syag.g_02029
OG0000438	Prae.g_00201	Syag.g_02031
OG0000439	Prae.g_00203	Syag.g_02033
OG0000440	Prae.g_00204	Syag.g_02034
OG0000441	Prae.g_00207	Syag.g_02041
OG0000442	Prae.g_00208	Syag.g_02044
OG0000443	Prae.g_00209	Syag.g_02046
OG0000444	Prae.g_00214	Syag.g_02053
OG0000445	Prae.g_00215	Syag.g_02054
OG0000446	Prae.g_00216	Syag.g_02056
OG0000447	Prae.g_00217	Syag.g_02059
OG0000448	Prae.g_00218	Syag.g_02060
OG0000449	Prae.g_00219	Syag.g_02061
OG0000450	Prae.g_00220	Syag.g_02066
OG0000451	Prae.g_00221	Syag.g_02067
OG0000452	Prae.g_00224	Syag.g_02071
OG0000453	Prae.g_00225	Syag.g_02072
OG0000454	Prae.g_00226	Syag.g_02073
OG0000455	Prae.g_00227	Syag.g_02074
OG0000456	Prae.g_00228	Syag.g_02075
OG0000457	Prae.g_00229	Syag.g_02077
OG0000458	Prae.g_00230	Syag.g_02080
OG0000459	Prae.g_00231	Syag.g_02081
OG0000460	Prae.g_00238	Syag.g_01786
OG0000461	Prae.g_00245	Syag.g_02675
OG0000462	Prae.g_00247	Syag.g_02672
OG0000463	Prae.g_00248	Syag.g_02671
OG0000464	Prae.g_00249	Syag.g_02670
OG0000465	Prae.g_00250	Syag.g_02668
OG0000466	Prae.g_00253	Syag.g_02662
OG0000467	Prae.g_00254	Syag.g_02660
OG0000468	Prae.g_00256	Syag.g_02636
OG0000469	Prae.g_00265	Syag.g_02621
OG0000470	Prae.g_00267	Syag.g_02619
OG0000471	Prae.g_00268	Syag.g_02618
OG0000472	Prae.g_00269	Syag.g_02616
OG0000473	Prae.g_00271	Syag.g_02614
OG0000474	Prae.g_00272	Syag.g_02613
OG0000475	Prae.g_00273	Syag.g_02612
OG0000476	Prae.g_00274	Syag.g_02610
OG0000477	Prae.g_00276	Syag.g_02604
OG0000478	Prae.g_00277	Syag.g_02603
OG0000479	Prae.g_00278	Syag.g_02602
OG0000480	Prae.g_00283	Syag.g_02595
OG0000481	Prae.g_00285	Syag.g_02593
OG0000482	Prae.g_00286	Syag.g_02592
OG0000483	Prae.g_00289	Syag.g_02588
OG0000484	Prae.g_00290	Syag.g_02587
OG0000485	Prae.g_00291	Syag.g_02586
OG0000486	Prae.g_00292	Syag.g_02585
OG0000487	Prae.g_00296	Syag.g_02579
OG0000488	Prae.g_00299	Syag.g_02575
OG0000489	Prae.g_00304	Syag.g_02565
OG0000490	Prae.g_00309	Syag.g_02553
OG0000491	Prae.g_00310	Syag.g_02551
OG0000492	Prae.g_00312	Syag.g_02549
OG0000493	Prae.g_00313	Syag.g_02548
OG0000494	Prae.g_00314	Syag.g_02547
OG0000495	Prae.g_00315	Syag.g_02546
OG0000496	Prae.g_00316	Syag.g_02545
OG0000497	Prae.g_00317	Syag.g_02544
OG0000498	Prae.g_00318	Syag.g_02543
OG0000499	Prae.g_00319	Syag.g_02542
OG0000500	Prae.g_00320	Syag.g_02541
OG0000501	Prae.g_00322	Syag.g_02538
OG0000502	Prae.g_00325	Syag.g_02467
OG0000503	Prae.g_00335	Syag.g_02843
OG0000504	Prae.g_00336	Syag.g_02845
OG0000505	Prae.g_00337	Syag.g_02846
OG0000506	Prae.g_00338	Syag.g_02849
OG0000507	Prae.g_00341	Syag.g_02855
OG0000508	Prae.g_00344	Syag.g_02860
OG0000509	Prae.g_00346	Syag.g_02862
OG0000510	Prae.g_00347	Syag.g_02863
OG0000511	Prae.g_00348	Syag.g_02864
OG0000512	Prae.g_00350	Syag.g_02866
OG0000513	Prae.g_00357	Syag.g_00009
OG0000514	Prae.g_00405	Syag.g_00018
OG0000515	Prae.g_00406	Syag.g_00019
OG0000516	Prae.g_00407	Syag.g_00025
OG0000517	Prae.g_00409	Syag.g_00032
OG0000518	Prae.g_00420	Syag.g_00044
OG0000519	Prae.g_00421	Syag.g_00045
OG0000520	Prae.g_00422	Syag.g_00046
OG0000521	Prae.g_00427	Syag.g_00054
OG0000522	Prae.g_00429	Syag.g_00056
OG0000523	Prae.g_00430	Syag.g_00057
OG0000524	Prae.g_00435	Syag.g_01327
OG0000525	Prae.g_00438	Syag.g_01345
OG0000526	Prae.g_00439	Syag.g_01348
OG0000527	Prae.g_00447	Syag.g_01354
OG0000528	Prae.g_00452	Syag.g_01532
OG0000529	Prae.g_00455	Syag.g_01527
OG0000530	Prae.g_00458	Syag.g_01524
OG0000531	Prae.g_00459	Syag.g_01523
OG0000532	Prae.g_00461	Syag.g_01520
OG0000533	Prae.g_00462	Syag.g_01518
OG0000534	Prae.g_00463	Syag.g_01517
OG0000535	Prae.g_00464	Syag.g_01516
OG0000536	Prae.g_00465	Syag.g_01515
OG0000537	Prae.g_00466	Syag.g_01514
OG0000538	Prae.g_00474	Syag.g_01502
OG0000539	Prae.g_00475	Syag.g_01501
OG0000540	Prae.g_00476	Syag.g_01500
OG0000541	Prae.g_00477	Syag.g_01499
OG0000542	Prae.g_00479	Syag.g_01496
OG0000543	Prae.g_00481	Syag.g_01494
OG0000544	Prae.g_00482	Syag.g_01493
OG0000545	Prae.g_00484	Syag.g_01491
OG0000546	Prae.g_00487	Syag.g_01489
OG0000547	Prae.g_00489	Syag.g_01487
OG0000548	Prae.g_00490	Syag.g_01486
OG0000549	Prae.g_00492	Syag.g_01480
OG0000550	Prae.g_00497	Syag.g_01474
OG0000551	Prae.g_00501	Syag.g_01470
OG0000552	Prae.g_00502	Syag.g_01469
OG0000553	Prae.g_00503	Syag.g_01464
OG0000554	Prae.g_00509	Syag.g_01453
OG0000555	Prae.g_00517	Syag.g_00075
OG0000556	Prae.g_00519	Syag.g_00257
OG0000557	Prae.g_00520	Syag.g_00267
OG0000558	Prae.g_00522	Syag.g_00269
OG0000559	Prae.g_00526	Syag.g_00273
OG0000560	Prae.g_00529	Syag.g_00276
OG0000561	Prae.g_00530	Syag.g_00277
OG0000562	Prae.g_00531	Syag.g_00278
OG0000563	Prae.g_00532	Syag.g_00279
OG0000564	Prae.g_00533	Syag.g_00280
OG0000565	Prae.g_00536	Syag.g_00284
OG0000566	Prae.g_00538	Syag.g_00288
OG0000567	Prae.g_00542	Syag.g_00292
OG0000568	Prae.g_00543	Syag.g_00295
OG0000569	Prae.g_00544	Syag.g_00296
OG0000570	Prae.g_00545	Syag.g_00297
OG0000571	Prae.g_00547	Syag.g_00301
OG0000572	Prae.g_00560	Syag.g_00320, Syag.g_00251
OG0000573	Prae.g_00566	Syag.g_00329
OG0000574	Prae.g_00567	Syag.g_00330
OG0000575	Prae.g_00571	Syag.g_00335
OG0000576	Prae.g_00573	Syag.g_00337
OG0000577	Prae.g_00574	Syag.g_00338
OG0000578	Prae.g_00575	Syag.g_00339
OG0000579	Prae.g_00576	Syag.g_00340
OG0000580	Prae.g_00577	Syag.g_00341
OG0000581	Prae.g_00579	Syag.g_00348
OG0000582	Prae.g_00582	Syag.g_00353
OG0000583	Prae.g_00583	Syag.g_00354
