Orthogroup	Prae	Syas
OG0000180	Prae.g_00017	Syas.g_02055
OG0000181	Prae.g_00018	Syas.g_02056
OG0000182	Prae.g_00019	Syas.g_02057
OG0000183	Prae.g_00023	Syas.g_02061
OG0000184	Prae.g_00048	Syas.g_01872
OG0000185	Prae.g_00051	Syas.g_01861
OG0000186	Prae.g_00064	Syas.g_02525
OG0000187	Prae.g_00065	Syas.g_02524
OG0000188	Prae.g_00082	Syas.g_02502
OG0000189	Prae.g_00096	Syas.g_02432
OG0000190	Prae.g_00097	Syas.g_00133
OG0000191	Prae.g_00117	Syas.g_02400
OG0000192	Prae.g_00121	Syas.g_02395
OG0000193	Prae.g_00149	Syas.g_02366
OG0000194	Prae.g_00152	Syas.g_02363
OG0000195	Prae.g_00154	Syas.g_02360
OG0000196	Prae.g_00164	Syas.g_02337
OG0000197	Prae.g_00165	Syas.g_02336
OG0000198	Prae.g_00166	Syas.g_02335
OG0000199	Prae.g_00173	Syas.g_02327
OG0000200	Prae.g_00187	Syas.g_02298
OG0000201	Prae.g_00195	Syas.g_02279
OG0000202	Prae.g_00196	Syas.g_02278
OG0000203	Prae.g_00197	Syas.g_02277
OG0000204	Prae.g_00198	Syas.g_02276
OG0000205	Prae.g_00205	Syas.g_02267
OG0000206	Prae.g_00210	Syas.g_02240
OG0000207	Prae.g_00212	Syas.g_02237
OG0000208	Prae.g_00213	Syas.g_02236
OG0000209	Prae.g_00222	Syas.g_01837
OG0000210	Prae.g_00223	Syas.g_01838
OG0000211	Prae.g_00236	Syas.g_02552
OG0000212	Prae.g_00243	Syas.g_02562
OG0000213	Prae.g_00260	Syas.g_01707
OG0000214	Prae.g_00270	Syas.g_01730
OG0000215	Prae.g_00293	Syas.g_01766
OG0000216	Prae.g_00295	Syas.g_01770
OG0000217	Prae.g_00298	Syas.g_01778
OG0000218	Prae.g_00300	Syas.g_01780
OG0000219	Prae.g_00301	Syas.g_01783
OG0000220	Prae.g_00302	Syas.g_01784
OG0000221	Prae.g_00303	Syas.g_01785
OG0000222	Prae.g_00311	Syas.g_01804
OG0000223	Prae.g_00324	Syas.g_02221
OG0000224	Prae.g_00326	Syas.g_02215
OG0000225	Prae.g_00345	Syas.g_01522
OG0000226	Prae.g_00349	Syas.g_01518
OG0000227	Prae.g_00351	Syas.g_01516
OG0000228	Prae.g_00354	Syas.g_01513
OG0000229	Prae.g_00410	Syas.g_01497
OG0000230	Prae.g_00412	Syas.g_01495
OG0000231	Prae.g_00423	Syas.g_02749
OG0000232	Prae.g_00432	Syas.g_01276
OG0000233	Prae.g_00437	Syas.g_01352
OG0000234	Prae.g_00450	Syas.g_01331
OG0000235	Prae.g_00453	Syas.g_01254
OG0000236	Prae.g_00467	Syas.g_01237
OG0000237	Prae.g_00480	Syas.g_01220
OG0000238	Prae.g_00486	Syas.g_01215
OG0000239	Prae.g_00499	Syas.g_00012
OG0000240	Prae.g_00500	Syas.g_00013
OG0000241	Prae.g_00504	Syas.g_00754
OG0000242	Prae.g_00506	Syas.g_00059
OG0000243	Prae.g_00518	Syas.g_00777
OG0000244	Prae.g_00521	Syas.g_00784
OG0000245	Prae.g_00523	Syas.g_00786
OG0000246	Prae.g_00527	Syas.g_00790
OG0000247	Prae.g_00537	Syas.g_00802
OG0000248	Prae.g_00539	Syas.g_00805
OG0000249	Prae.g_00541	Syas.g_00807
OG0000250	Prae.g_00546	Syas.g_00814
OG0000251	Prae.g_00565	Syas.g_00845
OG0000252	Prae.g_00568	Syas.g_00950
OG0000253	Prae.g_00569	Syas.g_00846
OG0000254	Prae.g_00585	Syas.g_00869
OG0000255	Prae.g_00591	Syas.g_00132, Syas.g_01062
OG0000256	Prae.g_00601	Syas.g_00104
OG0000257	Prae.g_00604	Syas.g_00757
OG0000258	Prae.g_00617	Syas.g_00733
OG0000259	Prae.g_00634	Syas.g_01006, Syas.g_00708
OG0000260	Prae.g_00637	Syas.g_00705
OG0000261	Prae.g_00639	Syas.g_00701
OG0000262	Prae.g_00643	Syas.g_00695
OG0000263	Prae.g_00655	Syas.g_01103
OG0000264	Prae.g_00665	Syas.g_02588
OG0000266	Prae.g_00721	Syas.g_00186
OG0000267	Prae.g_00732	Syas.g_00377
OG0000268	Prae.g_00733	Syas.g_00390
OG0000269	Prae.g_00801	Syas.g_00601
OG0000270	Prae.g_00804	Syas.g_00598
OG0000271	Prae.g_00812	Syas.g_00590
OG0000272	Prae.g_00813	Syas.g_00589
OG0000273	Prae.g_00836	Syas.g_00563
OG0000274	Prae.g_00837	Syas.g_00562
OG0000275	Prae.g_00839	Syas.g_00230
OG0000276	Prae.g_00844	Syas.g_00237
OG0000277	Prae.g_00845	Syas.g_00238
OG0000278	Prae.g_00848	Syas.g_00241
OG0000279	Prae.g_00855	Syas.g_00288
OG0000280	Prae.g_00856	Syas.g_00889, Syas.g_00481
OG0000281	Prae.g_00861	Syas.g_00970
OG0000282	Prae.g_00910	Syas.g_00672
OG0000283	Prae.g_00941	Syas.g_00409
OG0000284	Prae.g_00946	Syas.g_00416
OG0000285	Prae.g_00951	Syas.g_00436
OG0000286	Prae.g_00963	Syas.g_00460
OG0000287	Prae.g_00980	Syas.g_00534
OG0000288	Prae.g_01013	Syas.g_00220
OG0000289	Prae.g_01024	Syas.g_00205
OG0000290	Prae.g_01037	Syas.g_01016
OG0000291	Prae.g_01039	Syas.g_01018
OG0000292	Prae.g_01090	Syas.g_02020
OG0000293	Prae.g_01154	Syas.g_01197
OG0000294	Prae.g_01155	Syas.g_01196
OG0000295	Prae.g_01175	Syas.g_01139
OG0000296	Prae.g_01177	Syas.g_01137
OG0000297	Prae.g_01185	Syas.g_01124
OG0000298	Prae.g_01186	Syas.g_01123
OG0000299	Prae.g_01203	Syas.g_01087
OG0000300	Prae.g_01206	Syas.g_01082
OG0000301	Prae.g_01207	Syas.g_01081
OG0000302	Prae.g_01209	Syas.g_01080
OG0000303	Prae.g_01216	Syas.g_01071
OG0000304	Prae.g_01220	Syas.g_01066
OG0000305	Prae.g_01360	Syas.g_01023
OG0000306	Prae.g_01363	Syas.g_01929
OG0000307	Prae.g_01377	Syas.g_01270
OG0000308	Prae.g_01378	Syas.g_01272
OG0000309	Prae.g_01382	Syas.g_01364
OG0000310	Prae.g_01444	Syas.g_02796
OG0000311	Prae.g_01446	Syas.g_02799
OG0000312	Prae.g_01449	Syas.g_02804
OG0000313	Prae.g_01463	Syas.g_02823
OG0000314	Prae.g_01486	Syas.g_01296
OG0000315	Prae.g_01496	Syas.g_01306
OG0000316	Prae.g_01516	Syas.g_02728
OG0000317	Prae.g_01621	Syas.g_02687
OG0000318	Prae.g_01624	Syas.g_02680
OG0000319	Prae.g_01637	Syas.g_02663
OG0000320	Prae.g_01639	Syas.g_02661
OG0000321	Prae.g_01640	Syas.g_02660
OG0000322	Prae.g_01641	Syas.g_02659
OG0000323	Prae.g_01650	Syas.g_02646, Syas.g_00159
OG0000324	Prae.g_01676	Syas.g_02578
OG0000325	Prae.g_01687	Syas.g_01668
OG0000326	Prae.g_01693	Syas.g_01661
OG0000327	Prae.g_01717	Syas.g_01634
OG0000328	Prae.g_01718	Syas.g_01633
OG0000329	Prae.g_01735	Syas.g_01615
OG0000330	Prae.g_01736	Syas.g_01614
OG0000331	Prae.g_01737	Syas.g_01613
OG0000332	Prae.g_01751	Syas.g_01598
OG0000333	Prae.g_01753	Syas.g_01595
OG0000334	Prae.g_01761	Syas.g_01586
OG0000335	Prae.g_01767	Syas.g_01581
OG0000336	Prae.g_01771	Syas.g_01577
OG0000337	Prae.g_01787	Syas.g_02211
OG0000338	Prae.g_01788	Syas.g_02199
OG0000339	Prae.g_01792	Syas.g_02192
OG0000340	Prae.g_01800	Syas.g_02183
OG0000341	Prae.g_01802	Syas.g_02181
OG0000342	Prae.g_01803	Syas.g_02180
OG0000343	Prae.g_01804	Syas.g_02176
OG0000344	Prae.g_01807	Syas.g_02172
OG0000345	Prae.g_01812	Syas.g_02160
OG0000346	Prae.g_01816	Syas.g_02155
OG0000347	Prae.g_01832	Syas.g_02136
OG0000348	Prae.g_01841	Syas.g_02107
OG0000349	Prae.g_01858	Syas.g_02085
OG0000350	Prae.g_01877	Syas.g_01654
OG0000351	Prae.g_01894	Syas.g_01998
OG0000352	Prae.g_01895	Syas.g_01999
OG0000353	Prae.g_01910	Syas.g_02033
OG0000354	Prae.g_00689	Syas.g_02052
OG0000355	Prae.g_00001	Syas.g_02035
OG0000356	Prae.g_00002	Syas.g_02036
OG0000357	Prae.g_00003	Syas.g_02037
OG0000358	Prae.g_00007	Syas.g_02041
OG0000359	Prae.g_00008	Syas.g_02043
OG0000360	Prae.g_00009	Syas.g_02044
OG0000361	Prae.g_00010	Syas.g_02045
OG0000362	Prae.g_00012	Syas.g_02047
OG0000363	Prae.g_00014	Syas.g_02049
OG0000364	Prae.g_00015	Syas.g_02685
OG0000365	Prae.g_00020	Syas.g_02058
OG0000366	Prae.g_00021	Syas.g_02059
OG0000368	Prae.g_00024	Syas.g_02062
OG0000369	Prae.g_00025	Syas.g_02063
OG0000370	Prae.g_00026	Syas.g_02064
OG0000371	Prae.g_00032	Syas.g_02073
OG0000372	Prae.g_00035	Syas.g_02078
OG0000373	Prae.g_00036	Syas.g_02079
OG0000374	Prae.g_00037	Syas.g_02080
OG0000375	Prae.g_00042	Syas.g_02081
OG0000376	Prae.g_00044	Syas.g_02083
OG0000377	Prae.g_00047	Syas.g_01879
OG0000378	Prae.g_00049	Syas.g_01867
OG0000379	Prae.g_00052	Syas.g_01859
OG0000380	Prae.g_00066	Syas.g_02523
OG0000381	Prae.g_00070	Syas.g_02521
OG0000382	Prae.g_00081	Syas.g_02503
OG0000383	Prae.g_00083	Syas.g_02480
OG0000384	Prae.g_00084	Syas.g_02479
OG0000385	Prae.g_00085	Syas.g_02478
OG0000386	Prae.g_00086	Syas.g_02477
OG0000387	Prae.g_00099	Syas.g_00134
OG0000388	Prae.g_00102	Syas.g_02426
OG0000389	Prae.g_00105	Syas.g_02422
OG0000390	Prae.g_00112	Syas.g_02406
OG0000391	Prae.g_00116	Syas.g_02401
OG0000392	Prae.g_00120	Syas.g_02396
OG0000393	Prae.g_00122	Syas.g_02394
OG0000394	Prae.g_00123	Syas.g_02393
OG0000395	Prae.g_00124	Syas.g_02392
OG0000396	Prae.g_00127	Syas.g_02389
OG0000397	Prae.g_00129	Syas.g_02387
OG0000398	Prae.g_00131	Syas.g_02382
OG0000399	Prae.g_00132	Syas.g_02381
OG0000400	Prae.g_00133	Syas.g_02380
OG0000401	Prae.g_00134	Syas.g_02379
OG0000402	Prae.g_00136	Syas.g_02377
OG0000403	Prae.g_00137	Syas.g_02376
OG0000404	Prae.g_00138	Syas.g_02375
OG0000405	Prae.g_00142	Syas.g_02369
OG0000406	Prae.g_00150	Syas.g_02365
OG0000407	Prae.g_00151	Syas.g_02364
OG0000408	Prae.g_00153	Syas.g_02361
OG0000409	Prae.g_00155	Syas.g_02359
OG0000410	Prae.g_00156	Syas.g_02358
OG0000411	Prae.g_00157	Syas.g_02357
OG0000412	Prae.g_00158	Syas.g_02356
OG0000413	Prae.g_00159	Syas.g_02354
OG0000414	Prae.g_00160	Syas.g_02353
OG0000415	Prae.g_00161	Syas.g_02352
OG0000416	Prae.g_00162	Syas.g_02351
OG0000417	Prae.g_00163	Syas.g_02338
OG0000418	Prae.g_00168	Syas.g_02333
OG0000419	Prae.g_00170	Syas.g_02331
OG0000420	Prae.g_00171	Syas.g_02329
OG0000421	Prae.g_00176	Syas.g_02324
OG0000422	Prae.g_00177	Syas.g_02323
OG0000423	Prae.g_00178	Syas.g_02322
OG0000424	Prae.g_00179	Syas.g_02321
OG0000425	Prae.g_00180	Syas.g_02320
OG0000426	Prae.g_00181	Syas.g_02319
OG0000427	Prae.g_00182	Syas.g_02318
OG0000428	Prae.g_00184	Syas.g_02315
OG0000429	Prae.g_00185	Syas.g_02312
OG0000430	Prae.g_00186	Syas.g_02311
OG0000431	Prae.g_00188	Syas.g_02296
OG0000432	Prae.g_00191	Syas.g_02288
OG0000433	Prae.g_00192	Syas.g_02286
OG0000434	Prae.g_00193	Syas.g_02285
OG0000435	Prae.g_00194	Syas.g_02282
OG0000436	Prae.g_00199	Syas.g_02273
OG0000437	Prae.g_00200	Syas.g_02272
OG0000438	Prae.g_00201	Syas.g_02271
OG0000439	Prae.g_00203	Syas.g_02269
OG0000440	Prae.g_00204	Syas.g_02268
OG0000441	Prae.g_00207	Syas.g_02265
OG0000442	Prae.g_00208	Syas.g_02259
OG0000443	Prae.g_00209	Syas.g_02241
OG0000444	Prae.g_00214	Syas.g_02234
OG0000445	Prae.g_00215	Syas.g_02233
OG0000446	Prae.g_00216	Syas.g_02231
OG0000447	Prae.g_00217	Syas.g_02229
OG0000448	Prae.g_00218	Syas.g_02228
OG0000449	Prae.g_00219	Syas.g_02226
OG0000450	Prae.g_00220	Syas.g_01834
OG0000451	Prae.g_00221	Syas.g_01835
OG0000452	Prae.g_00224	Syas.g_01844
OG0000453	Prae.g_00225	Syas.g_01845
OG0000454	Prae.g_00226	Syas.g_01846
OG0000455	Prae.g_00227	Syas.g_01847
OG0000456	Prae.g_00228	Syas.g_01848
OG0000457	Prae.g_00229	Syas.g_01850
OG0000458	Prae.g_00230	Syas.g_01851
OG0000459	Prae.g_00231	Syas.g_01852
OG0000460	Prae.g_00238	Syas.g_02554
OG0000461	Prae.g_00245	Syas.g_01686
OG0000462	Prae.g_00247	Syas.g_01688
OG0000463	Prae.g_00248	Syas.g_01689
OG0000464	Prae.g_00249	Syas.g_01690
OG0000465	Prae.g_00250	Syas.g_01692
OG0000466	Prae.g_00253	Syas.g_01697
OG0000467	Prae.g_00254	Syas.g_01698
OG0000468	Prae.g_00256	Syas.g_01703
OG0000469	Prae.g_00265	Syas.g_01725
OG0000470	Prae.g_00267	Syas.g_01727
OG0000471	Prae.g_00268	Syas.g_01728
OG0000472	Prae.g_00269	Syas.g_01729
OG0000473	Prae.g_00271	Syas.g_01731
OG0000474	Prae.g_00272	Syas.g_01732
OG0000475	Prae.g_00273	Syas.g_01733
OG0000476	Prae.g_00274	Syas.g_01735
OG0000477	Prae.g_00276	Syas.g_01740
OG0000478	Prae.g_00277	Syas.g_01741
OG0000479	Prae.g_00278	Syas.g_01749
OG0000480	Prae.g_00283	Syas.g_01756
OG0000481	Prae.g_00285	Syas.g_00161, Syas.g_00162
OG0000482	Prae.g_00286	Syas.g_01758
OG0000483	Prae.g_00289	Syas.g_01762
OG0000484	Prae.g_00290	Syas.g_01763
OG0000485	Prae.g_00291	Syas.g_01764
OG0000486	Prae.g_00292	Syas.g_01765
OG0000487	Prae.g_00296	Syas.g_01771
OG0000488	Prae.g_00299	Syas.g_01779
OG0000489	Prae.g_00304	Syas.g_01823
OG0000490	Prae.g_00309	Syas.g_01808
OG0000491	Prae.g_00310	Syas.g_01806
OG0000492	Prae.g_00312	Syas.g_01803
OG0000493	Prae.g_00313	Syas.g_01802
OG0000494	Prae.g_00314	Syas.g_01801
OG0000495	Prae.g_00315	Syas.g_01799
OG0000496	Prae.g_00316	Syas.g_01798
OG0000497	Prae.g_00317	Syas.g_01797
OG0000498	Prae.g_00318	Syas.g_01796
OG0000499	Prae.g_00319	Syas.g_01795
OG0000500	Prae.g_00320	Syas.g_01794
OG0000501	Prae.g_00322	Syas.g_01791
OG0000502	Prae.g_00325	Syas.g_02216
OG0000503	Prae.g_00335	Syas.g_01541
OG0000504	Prae.g_00336	Syas.g_01539
OG0000505	Prae.g_00337	Syas.g_01538
OG0000506	Prae.g_00338	Syas.g_01536
OG0000507	Prae.g_00341	Syas.g_01530
OG0000508	Prae.g_00344	Syas.g_01523
OG0000509	Prae.g_00346	Syas.g_01521
OG0000510	Prae.g_00347	Syas.g_01520
OG0000511	Prae.g_00348	Syas.g_01519
OG0000512	Prae.g_00350	Syas.g_01517
OG0000513	Prae.g_00357	Syas.g_01508
OG0000514	Prae.g_00405	Syas.g_01504
OG0000515	Prae.g_00406	Syas.g_01503
OG0000516	Prae.g_00407	Syas.g_01501
OG0000517	Prae.g_00409	Syas.g_01498
OG0000518	Prae.g_00420	Syas.g_00360, Syas.g_02746
OG0000519	Prae.g_00421	Syas.g_02747
OG0000520	Prae.g_00422	Syas.g_02748
OG0000521	Prae.g_00427	Syas.g_01281
OG0000522	Prae.g_00429	Syas.g_01279
OG0000523	Prae.g_00430	Syas.g_01278
OG0000524	Prae.g_00435	Syas.g_01354
OG0000525	Prae.g_00438	Syas.g_01342
OG0000526	Prae.g_00439	Syas.g_01340
OG0000527	Prae.g_00447	Syas.g_01335
OG0000528	Prae.g_00452	Syas.g_01256
OG0000529	Prae.g_00455	Syas.g_01252
OG0000530	Prae.g_00458	Syas.g_01249
OG0000531	Prae.g_00459	Syas.g_01248
OG0000532	Prae.g_00461	Syas.g_01245
OG0000533	Prae.g_00462	Syas.g_01243
OG0000534	Prae.g_00463	Syas.g_01242
OG0000535	Prae.g_00464	Syas.g_01241
OG0000536	Prae.g_00465	Syas.g_01240
OG0000537	Prae.g_00466	Syas.g_01238
OG0000538	Prae.g_00474	Syas.g_01228
OG0000539	Prae.g_00475	Syas.g_01227
OG0000540	Prae.g_00476	Syas.g_01226
OG0000541	Prae.g_00477	Syas.g_01225
OG0000542	Prae.g_00479	Syas.g_01221
OG0000543	Prae.g_00481	Syas.g_01219
OG0000544	Prae.g_00482	Syas.g_01218
OG0000545	Prae.g_00484	Syas.g_01216
OG0000546	Prae.g_00487	Syas.g_01214
OG0000547	Prae.g_00489	Syas.g_01212
OG0000548	Prae.g_00490	Syas.g_01211
OG0000549	Prae.g_00492	Syas.g_00005
OG0000550	Prae.g_00497	Syas.g_00010
OG0000551	Prae.g_00501	Syas.g_00015
OG0000552	Prae.g_00502	Syas.g_00016
OG0000553	Prae.g_00503	Syas.g_00019
OG0000554	Prae.g_00509	Syas.g_00063
OG0000555	Prae.g_00517	Syas.g_00775
OG0000556	Prae.g_00519	Syas.g_00781
OG0000557	Prae.g_00520	Syas.g_00783
OG0000558	Prae.g_00522	Syas.g_00785
OG0000559	Prae.g_00526	Syas.g_00789
OG0000560	Prae.g_00529	Syas.g_00792
OG0000561	Prae.g_00530	Syas.g_00793
OG0000562	Prae.g_00531	Syas.g_00794
OG0000563	Prae.g_00532	Syas.g_00795
OG0000564	Prae.g_00533	Syas.g_00796
OG0000565	Prae.g_00536	Syas.g_00800
OG0000566	Prae.g_00538	Syas.g_00804
OG0000567	Prae.g_00542	Syas.g_00808
OG0000568	Prae.g_00543	Syas.g_00810
OG0000569	Prae.g_00544	Syas.g_00811
OG0000570	Prae.g_00545	Syas.g_00812
OG0000571	Prae.g_00547	Syas.g_00815
OG0000572	Prae.g_00560	Syas.g_00839
OG0000573	Prae.g_00566	Syas.g_00952
OG0000574	Prae.g_00567	Syas.g_00951
OG0000575	Prae.g_00571	Syas.g_00848
OG0000576	Prae.g_00573	Syas.g_00850
OG0000577	Prae.g_00574	Syas.g_00851
OG0000578	Prae.g_00575	Syas.g_00852
OG0000579	Prae.g_00576	Syas.g_00853
OG0000580	Prae.g_00577	Syas.g_00854
OG0000581	Prae.g_00579	Syas.g_00861
OG0000582	Prae.g_00582	Syas.g_00873
OG0000583	Prae.g_00583	Syas.g_00872
OG0000584	Prae.g_00584	Syas.g_00871
OG0000585	Prae.g_00586	Syas.g_00868
OG0000586	Prae.g_00587	Syas.g_00867
OG0000587	Prae.g_00588	Syas.g_00865
OG0000588	Prae.g_00592	Syas.g_00960
OG0000589	Prae.g_00595	Syas.g_00121
OG0000590	Prae.g_00596	Syas.g_00120
OG0000591	Prae.g_00599	Syas.g_00106
