Orthogroup	Prae	Prbg
OG0000094	Prae.g_01021	Prbg.g_01336
OG0000095	Prae.g_01040	Prbg.g_01234
OG0000096	Prae.g_01110, Prae.g_01283	Prbg.g_00032
OG0000097	Prae.g_01204	Prbg.g_01440
OG0000098	Prae.g_01350	Prbg.g_00505
OG0000099	Prae.g_01390	Prbg.g_00552
OG0000100	Prae.g_01533	Prbg.g_00670
OG0000101	Prae.g_01758	Prbg.g_01785
OG0000102	Prae.g_01820	Prbg.g_01852
OG0000103	Prae.g_01899	Prbg.g_01937
OG0000104	Prae.g_01907	Prbg.g_00763
OG0000105	Prae.g_01440	Prbg.g_00053
OG0000106	Prae.g_00370	Prbg.g_00388
OG0000107	Prae.g_00385	Prbg.g_01714
OG0000108	Prae.g_00454	Prbg.g_00199
OG0000109	Prae.g_00468	Prbg.g_00213
OG0000110	Prae.g_00549	Prbg.g_00293
OG0000111	Prae.g_00673	Prbg.g_01144
OG0000112	Prae.g_00770	Prbg.g_00366
OG0000113	Prae.g_00828	Prbg.g_01182
OG0000114	Prae.g_00908	Prbg.g_01084
OG0000115	Prae.g_01102	Prbg.g_01555
OG0000116	Prae.g_01153	Prbg.g_01497
OG0000117	Prae.g_01263	Prbg.g_01459
OG0000118	Prae.g_01341	Prbg.g_00490
OG0000119	Prae.g_01364	Prbg.g_01540, Prbg.g_00688
OG0000120	Prae.g_01389	Prbg.g_00549
OG0000121	Prae.g_01461	Prbg.g_00593
OG0000122	Prae.g_01499	Prbg.g_00448, Prbg.g_00634
OG0000123	Prae.g_01766	Prbg.g_01792
OG0000124	Prae.g_01831	Prbg.g_01864
OG0000125	Prae.g_01867	Prbg.g_01900
OG0000126	Prae.g_01906	Prbg.g_00762
OG0000128	Prae.g_00011	Prbg.g_00778
OG0000129	Prae.g_00046	Prbg.g_00829
OG0000130	Prae.g_00069	Prbg.g_00800
OG0000131	Prae.g_00148	Prbg.g_00922
OG0000132	Prae.g_00167	Prbg.g_00942
OG0000133	Prae.g_00323	Prbg.g_00100
OG0000134	Prae.g_00356	Prbg.g_00139
OG0000135	Prae.g_00382	Prbg.g_00459
OG0000136	Prae.g_00415	Prbg.g_00161
OG0000137	Prae.g_00449	Prbg.g_00194
OG0000138	Prae.g_00469	Prbg.g_00214
OG0000139	Prae.g_00512	Prbg.g_00254
OG0000140	Prae.g_00513	Prbg.g_00255
OG0000141	Prae.g_00581	Prbg.g_00327
OG0000142	Prae.g_00609	Prbg.g_01422
OG0000143	Prae.g_00613	Prbg.g_01418
OG0000144	Prae.g_00626	Prbg.g_01404
OG0000145	Prae.g_00766	Prbg.g_00461
OG0000146	Prae.g_00771	Prbg.g_00365
OG0000147	Prae.g_00772	Prbg.g_00364
OG0000148	Prae.g_00822	Prbg.g_01176
OG0000149	Prae.g_00852	Prbg.g_01208
OG0000150	Prae.g_00860	Prbg.g_01218
OG0000151	Prae.g_00918	Prbg.g_01094
OG0000152	Prae.g_00964	Prbg.g_01287
OG0000153	Prae.g_00983	Prbg.g_01306
OG0000154	Prae.g_01014	Prbg.g_01326
OG0000155	Prae.g_01183	Prbg.g_01465
OG0000156	Prae.g_01317	Prbg.g_00466
OG0000157	Prae.g_01318	Prbg.g_00467
OG0000158	Prae.g_01426	Prbg.g_01829
OG0000160	Prae.g_01460	Prbg.g_00592
OG0000161	Prae.g_01466	Prbg.g_00598
OG0000162	Prae.g_01472	Prbg.g_00604
OG0000163	Prae.g_01506	Prbg.g_00643
OG0000164	Prae.g_01647	Prbg.g_01674
OG0000165	Prae.g_01654	Prbg.g_01681
OG0000166	Prae.g_01722	Prbg.g_01748
OG0000167	Prae.g_01789	Prbg.g_01819
OG0000168	Prae.g_01799	Prbg.g_01830
OG0000169	Prae.g_01809	Prbg.g_01840
OG0000170	Prae.g_01811	Prbg.g_01843
OG0000171	Prae.g_01830	Prbg.g_01863
OG0000172	Prae.g_01838	Prbg.g_01870
OG0000173	Prae.g_01853	Prbg.g_01885
OG0000174	Prae.g_01881	Prbg.g_01915
OG0000175	Prae.g_01891	Prbg.g_01928
OG0000176	Prae.g_00004	Prbg.g_00771
OG0000177	Prae.g_00005	Prbg.g_00772
OG0000178	Prae.g_00006	Prbg.g_00773
OG0000179	Prae.g_00016	Prbg.g_00858
OG0000180	Prae.g_00017	Prbg.g_00857
OG0000181	Prae.g_00018	Prbg.g_00856
OG0000182	Prae.g_00019	Prbg.g_00855
OG0000183	Prae.g_00023	Prbg.g_00851
OG0000184	Prae.g_00048	Prbg.g_00825
OG0000185	Prae.g_00051	Prbg.g_00822
OG0000186	Prae.g_00064	Prbg.g_00806
OG0000187	Prae.g_00065	Prbg.g_00805
OG0000188	Prae.g_00082	Prbg.g_00788
OG0000189	Prae.g_00096	Prbg.g_00866
OG0000190	Prae.g_00097	Prbg.g_00868
OG0000191	Prae.g_00117	Prbg.g_00891
OG0000192	Prae.g_00121	Prbg.g_00896
OG0000193	Prae.g_00149	Prbg.g_00923
OG0000194	Prae.g_00152	Prbg.g_00926
OG0000195	Prae.g_00154	Prbg.g_00928
OG0000196	Prae.g_00164	Prbg.g_00939
OG0000197	Prae.g_00165	Prbg.g_00940
OG0000198	Prae.g_00166	Prbg.g_00941
OG0000199	Prae.g_00173	Prbg.g_00948
OG0000200	Prae.g_00187	Prbg.g_00962
OG0000201	Prae.g_00195	Prbg.g_00971
OG0000202	Prae.g_00196	Prbg.g_00972
OG0000203	Prae.g_00197	Prbg.g_00973
OG0000204	Prae.g_00198	Prbg.g_00974
OG0000205	Prae.g_00205	Prbg.g_00981
OG0000206	Prae.g_00210	Prbg.g_00986
OG0000207	Prae.g_00212	Prbg.g_00989
OG0000208	Prae.g_00213	Prbg.g_00990
OG0000209	Prae.g_00222	Prbg.g_00999
OG0000210	Prae.g_00223	Prbg.g_01000
OG0000211	Prae.g_00236	Prbg.g_01015
OG0000212	Prae.g_00243	Prbg.g_01023
OG0000213	Prae.g_00260	Prbg.g_01041
OG0000214	Prae.g_00270	Prbg.g_00046
OG0000215	Prae.g_00293	Prbg.g_00073
OG0000216	Prae.g_00295	Prbg.g_00074
OG0000217	Prae.g_00298	Prbg.g_00077
OG0000218	Prae.g_00300	Prbg.g_00079
OG0000219	Prae.g_00301	Prbg.g_00080
OG0000220	Prae.g_00302	Prbg.g_00081
OG0000221	Prae.g_00303	Prbg.g_00082
OG0000222	Prae.g_00311	Prbg.g_00089
OG0000223	Prae.g_00324	Prbg.g_00101
OG0000224	Prae.g_00326	Prbg.g_00103
OG0000225	Prae.g_00345	Prbg.g_00129
OG0000226	Prae.g_00349	Prbg.g_01941
OG0000227	Prae.g_00351	Prbg.g_01943
OG0000228	Prae.g_00354	Prbg.g_00136
OG0000229	Prae.g_00410	Prbg.g_00156
OG0000230	Prae.g_00412	Prbg.g_00158
OG0000231	Prae.g_00423	Prbg.g_00169
OG0000232	Prae.g_00432	Prbg.g_00180
OG0000233	Prae.g_00437	Prbg.g_00186
OG0000234	Prae.g_00450	Prbg.g_00195
OG0000235	Prae.g_00453	Prbg.g_00198
OG0000236	Prae.g_00467	Prbg.g_00212
OG0000237	Prae.g_00480	Prbg.g_00225
OG0000238	Prae.g_00486	Prbg.g_00231
OG0000239	Prae.g_00499	Prbg.g_00242
OG0000240	Prae.g_00500	Prbg.g_00243
OG0000241	Prae.g_00504	Prbg.g_00247
OG0000242	Prae.g_00506	Prbg.g_00249
OG0000243	Prae.g_00518	Prbg.g_00260
OG0000244	Prae.g_00521	Prbg.g_00264
OG0000245	Prae.g_00523	Prbg.g_00266
OG0000246	Prae.g_00527	Prbg.g_00270
OG0000247	Prae.g_00537	Prbg.g_00280
OG0000248	Prae.g_00539	Prbg.g_00283
OG0000249	Prae.g_00541	Prbg.g_00285
OG0000250	Prae.g_00546	Prbg.g_00290
OG0000251	Prae.g_00565	Prbg.g_00310
OG0000252	Prae.g_00568	Prbg.g_00313
OG0000253	Prae.g_00569	Prbg.g_00314
OG0000254	Prae.g_00585	Prbg.g_00331
OG0000255	Prae.g_00591	Prbg.g_00337
OG0000256	Prae.g_00601	Prbg.g_00347
OG0000257	Prae.g_00604	Prbg.g_01427
OG0000258	Prae.g_00617	Prbg.g_01413
OG0000259	Prae.g_00634	Prbg.g_01396
OG0000260	Prae.g_00637	Prbg.g_01393
OG0000261	Prae.g_00639	Prbg.g_01390
OG0000262	Prae.g_00643	Prbg.g_01386
OG0000263	Prae.g_00655	Prbg.g_01122
OG0000264	Prae.g_00665	Prbg.g_01133
OG0000265	Prae.g_00711	Prbg.g_01151
OG0000266	Prae.g_00721	Prbg.g_01367
OG0000267	Prae.g_00732	Prbg.g_01355
OG0000268	Prae.g_00733	Prbg.g_01354
OG0000269	Prae.g_00801	Prbg.g_01154
OG0000270	Prae.g_00804	Prbg.g_01157
OG0000271	Prae.g_00812	Prbg.g_01165
OG0000272	Prae.g_00813	Prbg.g_01166
OG0000273	Prae.g_00836	Prbg.g_01190
OG0000274	Prae.g_00837	Prbg.g_01191
OG0000275	Prae.g_00839	Prbg.g_01194
OG0000276	Prae.g_00844	Prbg.g_01200
OG0000277	Prae.g_00845	Prbg.g_01201
OG0000278	Prae.g_00848	Prbg.g_01204
OG0000279	Prae.g_00855	Prbg.g_01211
OG0000280	Prae.g_00856	Prbg.g_01212
OG0000281	Prae.g_00861	Prbg.g_01219
OG0000282	Prae.g_00910	Prbg.g_01086
OG0000283	Prae.g_00941	Prbg.g_01263
OG0000284	Prae.g_00946	Prbg.g_01268
OG0000285	Prae.g_00951	Prbg.g_01273
OG0000286	Prae.g_00963	Prbg.g_01286
OG0000287	Prae.g_00980	Prbg.g_01552
OG0000288	Prae.g_01013	Prbg.g_01325
OG0000289	Prae.g_01024	Prbg.g_01341
OG0000290	Prae.g_01037	Prbg.g_01237
OG0000291	Prae.g_01039	Prbg.g_01235
OG0000292	Prae.g_01090	Prbg.g_01531
OG0000293	Prae.g_01154	Prbg.g_01496
OG0000294	Prae.g_01155	Prbg.g_01495
OG0000295	Prae.g_01175	Prbg.g_01472
OG0000296	Prae.g_01177	Prbg.g_01470
OG0000297	Prae.g_01185	Prbg.g_01461
OG0000298	Prae.g_01186	Prbg.g_01460
OG0000299	Prae.g_01203	Prbg.g_01441
OG0000300	Prae.g_01206	Prbg.g_01438
OG0000301	Prae.g_01207	Prbg.g_01437
OG0000302	Prae.g_01209	Prbg.g_01435
OG0000303	Prae.g_01216	Prbg.g_01429
OG0000304	Prae.g_01220	Prbg.g_00352
OG0000305	Prae.g_01360	Prbg.g_01529
OG0000306	Prae.g_01363	Prbg.g_01223
OG0000307	Prae.g_01377	Prbg.g_00538
OG0000308	Prae.g_01378	Prbg.g_00539
OG0000309	Prae.g_01382	Prbg.g_00543
OG0000310	Prae.g_01444	Prbg.g_00577
OG0000311	Prae.g_01446	Prbg.g_00579
OG0000312	Prae.g_01449	Prbg.g_00582
OG0000313	Prae.g_01463	Prbg.g_00595
OG0000314	Prae.g_01486	Prbg.g_00618
OG0000315	Prae.g_01496	Prbg.g_00628
OG0000316	Prae.g_01516	Prbg.g_00653
OG0000317	Prae.g_01621	Prbg.g_01647
OG0000318	Prae.g_01624	Prbg.g_01651
OG0000319	Prae.g_01637	Prbg.g_01664
OG0000320	Prae.g_01639	Prbg.g_01666
OG0000321	Prae.g_01640	Prbg.g_01667
OG0000322	Prae.g_01641	Prbg.g_01668
OG0000323	Prae.g_01650	Prbg.g_01677
OG0000324	Prae.g_01676	Prbg.g_01704
OG0000325	Prae.g_01687	Prbg.g_01715
OG0000326	Prae.g_01693	Prbg.g_01722
OG0000327	Prae.g_01717	Prbg.g_01743
OG0000328	Prae.g_01718	Prbg.g_01744
OG0000329	Prae.g_01735	Prbg.g_01761
OG0000330	Prae.g_01736	Prbg.g_01762
OG0000331	Prae.g_01737	Prbg.g_01763
OG0000332	Prae.g_01751	Prbg.g_01777
OG0000333	Prae.g_01753	Prbg.g_01779
OG0000334	Prae.g_01761	Prbg.g_01788
OG0000335	Prae.g_01767	Prbg.g_01793
OG0000336	Prae.g_01771	Prbg.g_01797
OG0000337	Prae.g_01787	Prbg.g_01815
OG0000338	Prae.g_01788	Prbg.g_01816
OG0000339	Prae.g_01792	Prbg.g_01822
OG0000340	Prae.g_01800	Prbg.g_01831
OG0000341	Prae.g_01802	Prbg.g_01833
OG0000342	Prae.g_01803	Prbg.g_01834
OG0000343	Prae.g_01804	Prbg.g_01835
OG0000344	Prae.g_01807	Prbg.g_01838
OG0000345	Prae.g_01812	Prbg.g_01844
OG0000346	Prae.g_01816	Prbg.g_01848
OG0000347	Prae.g_01832	Prbg.g_01865
OG0000348	Prae.g_01841	Prbg.g_01873
OG0000349	Prae.g_01858	Prbg.g_01891
OG0000350	Prae.g_01877	Prbg.g_00419
OG0000351	Prae.g_01894	Prbg.g_01931
OG0000352	Prae.g_01895	Prbg.g_01932
OG0000353	Prae.g_01910	Prbg.g_00766
OG0000355	Prae.g_00001	Prbg.g_00768
OG0000356	Prae.g_00002	Prbg.g_00769
OG0000357	Prae.g_00003	Prbg.g_00770
OG0000358	Prae.g_00007	Prbg.g_00774
OG0000359	Prae.g_00008	Prbg.g_00775
OG0000360	Prae.g_00009	Prbg.g_00776
OG0000361	Prae.g_00010	Prbg.g_00777
OG0000362	Prae.g_00012	Prbg.g_00779
OG0000363	Prae.g_00014	Prbg.g_00860
OG0000364	Prae.g_00015	Prbg.g_00859
OG0000365	Prae.g_00020	Prbg.g_00854
OG0000366	Prae.g_00021	Prbg.g_00853
OG0000367	Prae.g_00022	Prbg.g_00852
OG0000368	Prae.g_00024	Prbg.g_00850
OG0000369	Prae.g_00025	Prbg.g_00849
OG0000370	Prae.g_00026	Prbg.g_00848
OG0000371	Prae.g_00032	Prbg.g_00841
OG0000372	Prae.g_00035	Prbg.g_00838
OG0000373	Prae.g_00036	Prbg.g_00837
OG0000374	Prae.g_00037	Prbg.g_00836
OG0000375	Prae.g_00042	Prbg.g_00834
OG0000376	Prae.g_00044	Prbg.g_00832
OG0000377	Prae.g_00047	Prbg.g_00828
OG0000378	Prae.g_00049	Prbg.g_00824
OG0000379	Prae.g_00052	Prbg.g_00821
OG0000380	Prae.g_00066	Prbg.g_00804
OG0000381	Prae.g_00070	Prbg.g_00799
OG0000382	Prae.g_00081	Prbg.g_00789
OG0000383	Prae.g_00083	Prbg.g_00787
OG0000384	Prae.g_00084	Prbg.g_00786
OG0000385	Prae.g_00085	Prbg.g_00785
OG0000386	Prae.g_00086	Prbg.g_00784
OG0000387	Prae.g_00099	Prbg.g_00870
OG0000388	Prae.g_00102	Prbg.g_00874
OG0000389	Prae.g_00105	Prbg.g_00877
OG0000390	Prae.g_00112	Prbg.g_00887
OG0000391	Prae.g_00116	Prbg.g_00890
OG0000392	Prae.g_00120	Prbg.g_00894
OG0000393	Prae.g_00122	Prbg.g_00897
OG0000394	Prae.g_00123	Prbg.g_00898
OG0000395	Prae.g_00124	Prbg.g_00899
OG0000396	Prae.g_00127	Prbg.g_00901
OG0000397	Prae.g_00129	Prbg.g_00903
OG0000398	Prae.g_00131	Prbg.g_00906
OG0000399	Prae.g_00132	Prbg.g_00907
OG0000400	Prae.g_00133	Prbg.g_00908
OG0000401	Prae.g_00134	Prbg.g_00909
OG0000402	Prae.g_00136	Prbg.g_01349
OG0000403	Prae.g_00137	Prbg.g_00911
OG0000404	Prae.g_00138	Prbg.g_00912
OG0000405	Prae.g_00142	Prbg.g_00916
OG0000406	Prae.g_00150	Prbg.g_00924
OG0000407	Prae.g_00151	Prbg.g_00925
OG0000408	Prae.g_00153	Prbg.g_00927
OG0000409	Prae.g_00155	Prbg.g_00929
OG0000410	Prae.g_00156	Prbg.g_00930
OG0000411	Prae.g_00157	Prbg.g_00931
OG0000412	Prae.g_00158	Prbg.g_00932
OG0000413	Prae.g_00159	Prbg.g_00934
OG0000414	Prae.g_00160	Prbg.g_00935
OG0000415	Prae.g_00161	Prbg.g_00936
OG0000416	Prae.g_00162	Prbg.g_00937
OG0000417	Prae.g_00163	Prbg.g_00938
OG0000418	Prae.g_00168	Prbg.g_00943
OG0000419	Prae.g_00170	Prbg.g_00945
OG0000420	Prae.g_00171	Prbg.g_00946
OG0000421	Prae.g_00176	Prbg.g_00951
OG0000422	Prae.g_00177	Prbg.g_00952
OG0000423	Prae.g_00178	Prbg.g_00953
OG0000424	Prae.g_00179	Prbg.g_00954
OG0000425	Prae.g_00180	Prbg.g_00955
OG0000426	Prae.g_00181	Prbg.g_00956
OG0000427	Prae.g_00182	Prbg.g_00957
OG0000428	Prae.g_00184	Prbg.g_00959
OG0000429	Prae.g_00185	Prbg.g_00960
OG0000430	Prae.g_00186	Prbg.g_00961
OG0000431	Prae.g_00188	Prbg.g_00963
OG0000432	Prae.g_00191	Prbg.g_00967
OG0000433	Prae.g_00192	Prbg.g_00968
OG0000434	Prae.g_00193	Prbg.g_00969
OG0000435	Prae.g_00194	Prbg.g_00970
OG0000436	Prae.g_00199	Prbg.g_00975
OG0000437	Prae.g_00200	Prbg.g_00976
OG0000438	Prae.g_00201	Prbg.g_00977
OG0000439	Prae.g_00203	Prbg.g_00979
OG0000440	Prae.g_00204	Prbg.g_00980
OG0000441	Prae.g_00207	Prbg.g_00983
OG0000442	Prae.g_00208	Prbg.g_00984
OG0000443	Prae.g_00209	Prbg.g_00985
OG0000444	Prae.g_00214	Prbg.g_00991
OG0000445	Prae.g_00215	Prbg.g_00992
OG0000446	Prae.g_00216	Prbg.g_00993
OG0000447	Prae.g_00217	Prbg.g_00994
OG0000448	Prae.g_00218	Prbg.g_00995
OG0000449	Prae.g_00219	Prbg.g_00996
OG0000450	Prae.g_00220	Prbg.g_00997
OG0000451	Prae.g_00221	Prbg.g_00998
OG0000452	Prae.g_00224	Prbg.g_01001
OG0000453	Prae.g_00225	Prbg.g_01002
OG0000454	Prae.g_00226	Prbg.g_01003
OG0000455	Prae.g_00227	Prbg.g_01004
OG0000456	Prae.g_00228	Prbg.g_01005
OG0000457	Prae.g_00229	Prbg.g_01007
OG0000458	Prae.g_00230	Prbg.g_01008
OG0000459	Prae.g_00231	Prbg.g_01009
OG0000460	Prae.g_00238	Prbg.g_01017
OG0000461	Prae.g_00245	Prbg.g_01025
OG0000462	Prae.g_00247	Prbg.g_01027
OG0000463	Prae.g_00248	Prbg.g_01028
OG0000464	Prae.g_00249	Prbg.g_01029
OG0000465	Prae.g_00250	Prbg.g_01030
OG0000466	Prae.g_00253	Prbg.g_01033
OG0000467	Prae.g_00254	Prbg.g_01034
OG0000468	Prae.g_00256	Prbg.g_01037
OG0000469	Prae.g_00265	Prbg.g_01045
OG0000470	Prae.g_00267	Prbg.g_00042
OG0000471	Prae.g_00268	Prbg.g_00043
OG0000472	Prae.g_00269	Prbg.g_00045
OG0000473	Prae.g_00271	Prbg.g_00047
OG0000474	Prae.g_00272	Prbg.g_00048
OG0000475	Prae.g_00273	Prbg.g_00049
OG0000476	Prae.g_00274	Prbg.g_00051
OG0000477	Prae.g_00276	Prbg.g_00054
OG0000478	Prae.g_00277	Prbg.g_00055
OG0000479	Prae.g_00278	Prbg.g_00056
OG0000480	Prae.g_00283	Prbg.g_00061
OG0000481	Prae.g_00285	Prbg.g_00064
OG0000482	Prae.g_00286	Prbg.g_00065
OG0000483	Prae.g_00289	Prbg.g_00068
OG0000484	Prae.g_00290	Prbg.g_00069
OG0000485	Prae.g_00291	Prbg.g_00071
OG0000486	Prae.g_00292	Prbg.g_00072
OG0000487	Prae.g_00296	Prbg.g_00075
OG0000488	Prae.g_00299	Prbg.g_00078
OG0000489	Prae.g_00304	Prbg.g_00083
OG0000490	Prae.g_00309	Prbg.g_00087
OG0000491	Prae.g_00310	Prbg.g_00088
OG0000492	Prae.g_00312	Prbg.g_00090
OG0000493	Prae.g_00313	Prbg.g_00091
OG0000494	Prae.g_00314	Prbg.g_00092
OG0000495	Prae.g_00315	Prbg.g_00093
OG0000496	Prae.g_00316	Prbg.g_00094
OG0000497	Prae.g_00317	Prbg.g_00095
OG0000498	Prae.g_00318	Prbg.g_00096
OG0000499	Prae.g_00319	Prbg.g_00097
OG0000500	Prae.g_00320	Prbg.g_00098
OG0000501	Prae.g_00322	Prbg.g_00099
OG0000502	Prae.g_00325	Prbg.g_00102
OG0000503	Prae.g_00335	Prbg.g_00117
OG0000504	Prae.g_00336	Prbg.g_00119
OG0000505	Prae.g_00337	Prbg.g_00120
OG0000506	Prae.g_00338	Prbg.g_00121
OG0000507	Prae.g_00341	Prbg.g_00124
OG0000508	Prae.g_00344	Prbg.g_00128
OG0000509	Prae.g_00346	Prbg.g_00130
OG0000510	Prae.g_00347	Prbg.g_00131
OG0000511	Prae.g_00348	Prbg.g_00132
OG0000512	Prae.g_00350	Prbg.g_01942
OG0000513	Prae.g_00357	Prbg.g_00140
OG0000514	Prae.g_00405	Prbg.g_00151
OG0000515	Prae.g_00406	Prbg.g_00152
OG0000516	Prae.g_00407	Prbg.g_00153
OG0000517	Prae.g_00409	Prbg.g_00155
OG0000518	Prae.g_00420	Prbg.g_00166
OG0000519	Prae.g_00421	Prbg.g_00167
OG0000520	Prae.g_00422	Prbg.g_00168
OG0000521	Prae.g_00427	Prbg.g_00176
OG0000522	Prae.g_00429	Prbg.g_00178
OG0000523	Prae.g_00430	Prbg.g_00179
OG0000524	Prae.g_00435	Prbg.g_00184
OG0000525	Prae.g_00438	Prbg.g_00188
OG0000526	Prae.g_00439	Prbg.g_00189
OG0000527	Prae.g_00447	Prbg.g_00192
OG0000528	Prae.g_00452	Prbg.g_00197
OG0000529	Prae.g_00455	Prbg.g_00200
OG0000530	Prae.g_00458	Prbg.g_00203
OG0000531	Prae.g_00459	Prbg.g_00204
OG0000532	Prae.g_00461	Prbg.g_00206
OG0000533	Prae.g_00462	Prbg.g_00207
OG0000534	Prae.g_00463	Prbg.g_00208
OG0000535	Prae.g_00464	Prbg.g_00209
OG0000536	Prae.g_00465	Prbg.g_00210
OG0000537	Prae.g_00466	Prbg.g_00211
OG0000538	Prae.g_00474	Prbg.g_00220
OG0000539	Prae.g_00475	Prbg.g_00221
OG0000540	Prae.g_00476	Prbg.g_00222
OG0000541	Prae.g_00477	Prbg.g_00223
OG0000542	Prae.g_00479	Prbg.g_00224
OG0000543	Prae.g_00481	Prbg.g_00226
OG0000544	Prae.g_00482	Prbg.g_00227
OG0000545	Prae.g_00484	Prbg.g_00229
OG0000546	Prae.g_00487	Prbg.g_00232
OG0000547	Prae.g_00489	Prbg.g_00234
OG0000548	Prae.g_00490	Prbg.g_00235
OG0000549	Prae.g_00492	Prbg.g_00237
OG0000550	Prae.g_00497	Prbg.g_00241
OG0000551	Prae.g_00501	Prbg.g_00244
OG0000552	Prae.g_00502	Prbg.g_00245
OG0000553	Prae.g_00503	Prbg.g_00246
OG0000554	Prae.g_00509	Prbg.g_00251
OG0000555	Prae.g_00517	Prbg.g_00259
OG0000556	Prae.g_00519	Prbg.g_00261
OG0000557	Prae.g_00520	Prbg.g_00262
OG0000558	Prae.g_00522	Prbg.g_00265
OG0000559	Prae.g_00526	Prbg.g_00269
OG0000560	Prae.g_00529	Prbg.g_00272
OG0000561	Prae.g_00530	Prbg.g_00273
OG0000562	Prae.g_00531	Prbg.g_00274
