Orthogroup	Prae	Syaq
OG0000120	Prae.g_01389	Syaq.g_00883
OG0000121	Prae.g_01461	Syaq.g_00375
OG0000122	Prae.g_01499	Syaq.g_02118
OG0000123	Prae.g_01766	Syaq.g_00599
OG0000124	Prae.g_01831	Syaq.g_01055
OG0000125	Prae.g_01867	Syaq.g_01256
OG0000126	Prae.g_01906	Syaq.g_01156
OG0000128	Prae.g_00011	Syaq.g_01138
OG0000129	Prae.g_00046	Syaq.g_01269
OG0000130	Prae.g_00069	Syaq.g_01559
OG0000131	Prae.g_00148	Syaq.g_01427, Syaq.g_01424
OG0000132	Prae.g_00167	Syaq.g_01036, Syaq.g_01404
OG0000133	Prae.g_00323	Syaq.g_02481
OG0000134	Prae.g_00356	Syaq.g_00526
OG0000135	Prae.g_00382	Syaq.g_01227
OG0000136	Prae.g_00415	Syaq.g_00496
OG0000137	Prae.g_00449	Syaq.g_00442
OG0000138	Prae.g_00469	Syaq.g_01789
OG0000139	Prae.g_00512	Syaq.g_01844
OG0000140	Prae.g_00513	Syaq.g_01848
OG0000141	Prae.g_00581	Syaq.g_02010
OG0000142	Prae.g_00609	Syaq.g_02082
OG0000143	Prae.g_00613	Syaq.g_02086
OG0000144	Prae.g_00626	Syaq.g_02152
OG0000145	Prae.g_00766	Syaq.g_01796
OG0000146	Prae.g_00771	Syaq.g_02475
OG0000147	Prae.g_00772	Syaq.g_02474
OG0000148	Prae.g_00822	Syaq.g_02359
OG0000149	Prae.g_00852	Syaq.g_02395
OG0000150	Prae.g_00860	Syaq.g_02011
OG0000151	Prae.g_00918	Syaq.g_02283
OG0000152	Prae.g_00964	Syaq.g_02485
OG0000153	Prae.g_00983	Syaq.g_02518
OG0000154	Prae.g_01014	Syaq.g_00066
OG0000155	Prae.g_01183	Syaq.g_00212
OG0000156	Prae.g_01317	Syaq.g_00281
OG0000157	Prae.g_01318	Syaq.g_00282
OG0000158	Prae.g_01426	Syaq.g_01003
OG0000159	Prae.g_01438	Syaq.g_00918, Syaq.g_00941
OG0000160	Prae.g_01460	Syaq.g_00374
OG0000161	Prae.g_01466	Syaq.g_00382
OG0000162	Prae.g_01472	Syaq.g_00389
OG0000163	Prae.g_01506	Syaq.g_02373, Syaq.g_01730
OG0000164	Prae.g_01647	Syaq.g_01642
OG0000165	Prae.g_01654	Syaq.g_01630
OG0000166	Prae.g_01722	Syaq.g_00647
OG0000167	Prae.g_01789	Syaq.g_00983
OG0000168	Prae.g_01799	Syaq.g_01004
OG0000169	Prae.g_01809	Syaq.g_01016
OG0000170	Prae.g_01811	Syaq.g_01023
OG0000171	Prae.g_01830	Syaq.g_01052
OG0000172	Prae.g_01838	Syaq.g_01074
OG0000173	Prae.g_01853	Syaq.g_01092
OG0000174	Prae.g_01881	Syaq.g_01224
OG0000175	Prae.g_01891	Syaq.g_01183
OG0000176	Prae.g_00004	Syaq.g_01146
OG0000177	Prae.g_00005	Syaq.g_01145
OG0000178	Prae.g_00006	Syaq.g_01144
OG0000179	Prae.g_00016	Syaq.g_01129
OG0000180	Prae.g_00017	Syaq.g_01128
OG0000181	Prae.g_00018	Syaq.g_01127
OG0000182	Prae.g_00019	Syaq.g_01126
OG0000183	Prae.g_00023	Syaq.g_01122
OG0000184	Prae.g_00048	Syaq.g_01277
OG0000185	Prae.g_00051	Syaq.g_01290
OG0000186	Prae.g_00064	Syaq.g_01563
OG0000187	Prae.g_00065	Syaq.g_01561
OG0000188	Prae.g_00082	Syaq.g_01539
OG0000189	Prae.g_00096	Syaq.g_01499, Syaq.g_00122
OG0000190	Prae.g_00097	Syaq.g_01497
OG0000191	Prae.g_00117	Syaq.g_01467
OG0000192	Prae.g_00121	Syaq.g_01462
OG0000193	Prae.g_00149	Syaq.g_01423
OG0000194	Prae.g_00152	Syaq.g_01420
OG0000195	Prae.g_00154	Syaq.g_01418
OG0000196	Prae.g_00164	Syaq.g_01407
OG0000197	Prae.g_00165	Syaq.g_01406
OG0000198	Prae.g_00166	Syaq.g_01405
OG0000199	Prae.g_00173	Syaq.g_01398
OG0000200	Prae.g_00187	Syaq.g_01382
OG0000201	Prae.g_00195	Syaq.g_01365
OG0000202	Prae.g_00196	Syaq.g_01364
OG0000203	Prae.g_00197	Syaq.g_01363
OG0000204	Prae.g_00198	Syaq.g_01362
OG0000205	Prae.g_00205	Syaq.g_01355
OG0000206	Prae.g_00210	Syaq.g_01345
OG0000207	Prae.g_00212	Syaq.g_01338
OG0000208	Prae.g_00213	Syaq.g_01337
OG0000209	Prae.g_00222	Syaq.g_01310
OG0000210	Prae.g_00223	Syaq.g_01309
OG0000211	Prae.g_00236	Syaq.g_01570
OG0000212	Prae.g_00243	Syaq.g_01586
OG0000213	Prae.g_00260	Syaq.g_00729
OG0000214	Prae.g_00270	Syaq.g_00745
OG0000215	Prae.g_00293	Syaq.g_00777
OG0000216	Prae.g_00295	Syaq.g_00781
OG0000217	Prae.g_00298	Syaq.g_00844
OG0000218	Prae.g_00300	Syaq.g_00846
OG0000219	Prae.g_00301	Syaq.g_00847
OG0000220	Prae.g_00302	Syaq.g_00848
OG0000221	Prae.g_00303	Syaq.g_00856
OG0000222	Prae.g_00311	Syaq.g_00868
OG0000223	Prae.g_00324	Syaq.g_00946
OG0000224	Prae.g_00326	Syaq.g_00950
OG0000225	Prae.g_00345	Syaq.g_00543
OG0000226	Prae.g_00349	Syaq.g_00536
OG0000227	Prae.g_00351	Syaq.g_00534
OG0000228	Prae.g_00354	Syaq.g_00531
OG0000229	Prae.g_00410	Syaq.g_00501
OG0000230	Prae.g_00412	Syaq.g_00499
OG0000231	Prae.g_00423	Syaq.g_00485
OG0000232	Prae.g_00432	Syaq.g_00472
OG0000233	Prae.g_00437	Syaq.g_00464
OG0000234	Prae.g_00450	Syaq.g_00440
OG0000235	Prae.g_00453	Syaq.g_01771
OG0000236	Prae.g_00467	Syaq.g_01787
OG0000237	Prae.g_00480	Syaq.g_01805
OG0000238	Prae.g_00486	Syaq.g_01810
OG0000239	Prae.g_00499	Syaq.g_01826
OG0000240	Prae.g_00500	Syaq.g_01827
OG0000241	Prae.g_00504	Syaq.g_02074
OG0000242	Prae.g_00506	Syaq.g_01836
OG0000243	Prae.g_00518	Syaq.g_01922
OG0000244	Prae.g_00521	Syaq.g_01928
OG0000245	Prae.g_00523	Syaq.g_01930
OG0000246	Prae.g_00527	Syaq.g_01934
OG0000247	Prae.g_00537	Syaq.g_01945
OG0000248	Prae.g_00539	Syaq.g_01948
OG0000249	Prae.g_00541	Syaq.g_01950
OG0000250	Prae.g_00546	Syaq.g_01958
OG0000251	Prae.g_00565	Syaq.g_01984
OG0000252	Prae.g_00568	Syaq.g_01987
OG0000253	Prae.g_00569	Syaq.g_01989
OG0000254	Prae.g_00585	Syaq.g_02016
OG0000255	Prae.g_00591	Syaq.g_02041
OG0000256	Prae.g_00601	Syaq.g_02068
OG0000257	Prae.g_00604	Syaq.g_02073
OG0000258	Prae.g_00617	Syaq.g_02095
OG0000259	Prae.g_00634	Syaq.g_02239
OG0000260	Prae.g_00637	Syaq.g_02242
OG0000261	Prae.g_00639	Syaq.g_02245
OG0000262	Prae.g_00643	Syaq.g_02250
OG0000263	Prae.g_00655	Syaq.g_00185
OG0000264	Prae.g_00665	Syaq.g_02582
OG0000266	Prae.g_00721	Syaq.g_00037
OG0000267	Prae.g_00732	Syaq.g_02430
OG0000268	Prae.g_00733	Syaq.g_02431
OG0000269	Prae.g_00801	Syaq.g_02335
OG0000270	Prae.g_00804	Syaq.g_02338
OG0000271	Prae.g_00812	Syaq.g_02346
OG0000272	Prae.g_00813	Syaq.g_02347
OG0000273	Prae.g_00836	Syaq.g_02376
OG0000274	Prae.g_00837	Syaq.g_02377
OG0000275	Prae.g_00839	Syaq.g_02380
OG0000276	Prae.g_00844	Syaq.g_02387
OG0000277	Prae.g_00845	Syaq.g_02388
OG0000278	Prae.g_00848	Syaq.g_02391
OG0000279	Prae.g_00855	Syaq.g_02401
OG0000280	Prae.g_00856	Syaq.g_02410
OG0000281	Prae.g_00861	Syaq.g_02224
OG0000282	Prae.g_00910	Syaq.g_02271
OG0000283	Prae.g_00941	Syaq.g_02445
OG0000284	Prae.g_00946	Syaq.g_02450
OG0000285	Prae.g_00951	Syaq.g_02466
OG0000286	Prae.g_00963	Syaq.g_02484
OG0000287	Prae.g_00980	Syaq.g_02511
OG0000288	Prae.g_01013	Syaq.g_00067
OG0000289	Prae.g_01024	Syaq.g_00053
OG0000290	Prae.g_01037	Syaq.g_02682
OG0000291	Prae.g_01039	Syaq.g_02680
OG0000292	Prae.g_01090	Syaq.g_01157
OG0000293	Prae.g_01154	Syaq.g_00262
OG0000294	Prae.g_01155	Syaq.g_00261
OG0000295	Prae.g_01175	Syaq.g_00220
OG0000296	Prae.g_01177	Syaq.g_00218
OG0000297	Prae.g_01185	Syaq.g_00205
OG0000298	Prae.g_01186	Syaq.g_00204
OG0000299	Prae.g_01203	Syaq.g_00171
OG0000300	Prae.g_01206	Syaq.g_00164
OG0000301	Prae.g_01207	Syaq.g_00163
OG0000302	Prae.g_01209	Syaq.g_00162
OG0000303	Prae.g_01216	Syaq.g_00152
OG0000304	Prae.g_01220	Syaq.g_00146
OG0000305	Prae.g_01360	Syaq.g_02677
OG0000306	Prae.g_01363	Syaq.g_01861
OG0000307	Prae.g_01377	Syaq.g_01754
OG0000308	Prae.g_01378	Syaq.g_01752
OG0000309	Prae.g_01382	Syaq.g_01747
OG0000310	Prae.g_01444	Syaq.g_00347
OG0000311	Prae.g_01446	Syaq.g_00352
OG0000312	Prae.g_01449	Syaq.g_00359
OG0000313	Prae.g_01463	Syaq.g_00379
OG0000314	Prae.g_01486	Syaq.g_00408
OG0000315	Prae.g_01496	Syaq.g_00418
OG0000316	Prae.g_01516	Syaq.g_01716
OG0000317	Prae.g_01621	Syaq.g_01675
OG0000318	Prae.g_01624	Syaq.g_01672
OG0000319	Prae.g_01637	Syaq.g_01657
OG0000320	Prae.g_01639	Syaq.g_01655
OG0000321	Prae.g_01640	Syaq.g_01654
OG0000322	Prae.g_01641	Syaq.g_01653
OG0000323	Prae.g_01650	Syaq.g_01638
OG0000324	Prae.g_01676	Syaq.g_01605
OG0000325	Prae.g_01687	Syaq.g_00693
OG0000326	Prae.g_01693	Syaq.g_00686
OG0000327	Prae.g_01717	Syaq.g_00652
OG0000328	Prae.g_01718	Syaq.g_00651
OG0000329	Prae.g_01735	Syaq.g_00633
OG0000330	Prae.g_01736	Syaq.g_00632
OG0000331	Prae.g_01737	Syaq.g_00631
OG0000332	Prae.g_01751	Syaq.g_00616
OG0000333	Prae.g_01753	Syaq.g_00613
OG0000334	Prae.g_01761	Syaq.g_00603
OG0000335	Prae.g_01767	Syaq.g_00598
OG0000336	Prae.g_01771	Syaq.g_00594
OG0000337	Prae.g_01787	Syaq.g_00975
OG0000338	Prae.g_01788	Syaq.g_00981
OG0000339	Prae.g_01792	Syaq.g_00988
OG0000340	Prae.g_01800	Syaq.g_01005
OG0000341	Prae.g_01802	Syaq.g_01007
OG0000342	Prae.g_01803	Syaq.g_01008
OG0000343	Prae.g_01804	Syaq.g_01010
OG0000344	Prae.g_01807	Syaq.g_01014
OG0000345	Prae.g_01812	Syaq.g_01024
OG0000346	Prae.g_01816	Syaq.g_01029
OG0000347	Prae.g_01832	Syaq.g_01057
OG0000348	Prae.g_01841	Syaq.g_01070
OG0000349	Prae.g_01858	Syaq.g_01099
OG0000350	Prae.g_01877	Syaq.g_00679
OG0000351	Prae.g_01894	Syaq.g_01179
OG0000352	Prae.g_01895	Syaq.g_01178
OG0000353	Prae.g_01910	Syaq.g_01151
OG0000354	Prae.g_00689	Syaq.g_01131
OG0000355	Prae.g_00001	Syaq.g_01149
OG0000356	Prae.g_00002	Syaq.g_01148
OG0000357	Prae.g_00003	Syaq.g_01147
OG0000358	Prae.g_00007	Syaq.g_01143
OG0000359	Prae.g_00008	Syaq.g_01141
OG0000360	Prae.g_00009	Syaq.g_01140
OG0000361	Prae.g_00010	Syaq.g_01139
OG0000362	Prae.g_00012	Syaq.g_01137
OG0000363	Prae.g_00014	Syaq.g_01135
OG0000364	Prae.g_00015	Syaq.g_01134
OG0000365	Prae.g_00020	Syaq.g_01125
OG0000366	Prae.g_00021	Syaq.g_01124
OG0000367	Prae.g_00022	Syaq.g_01123
OG0000368	Prae.g_00024	Syaq.g_01121
OG0000369	Prae.g_00025	Syaq.g_01120
OG0000370	Prae.g_00026	Syaq.g_01119
OG0000371	Prae.g_00032	Syaq.g_01111
OG0000372	Prae.g_00035	Syaq.g_01106
OG0000373	Prae.g_00036	Syaq.g_01105
OG0000374	Prae.g_00037	Syaq.g_01104
OG0000375	Prae.g_00042	Syaq.g_01103
OG0000376	Prae.g_00044	Syaq.g_01101
OG0000377	Prae.g_00047	Syaq.g_01270
OG0000378	Prae.g_00049	Syaq.g_01286
OG0000379	Prae.g_00052	Syaq.g_01291
OG0000380	Prae.g_00066	Syaq.g_01560
OG0000381	Prae.g_00070	Syaq.g_01558
OG0000382	Prae.g_00081	Syaq.g_01540
OG0000383	Prae.g_00083	Syaq.g_01535
OG0000384	Prae.g_00084	Syaq.g_01534
OG0000385	Prae.g_00085	Syaq.g_01533
OG0000386	Prae.g_00086	Syaq.g_01532
OG0000387	Prae.g_00099	Syaq.g_01495
OG0000388	Prae.g_00102	Syaq.g_01491
OG0000389	Prae.g_00105	Syaq.g_01488
OG0000390	Prae.g_00112	Syaq.g_01473
OG0000391	Prae.g_00116	Syaq.g_01468
OG0000392	Prae.g_00120	Syaq.g_01463
OG0000393	Prae.g_00122	Syaq.g_01460
OG0000394	Prae.g_00123	Syaq.g_01459
OG0000395	Prae.g_00124	Syaq.g_01458
OG0000396	Prae.g_00127	Syaq.g_01455
OG0000397	Prae.g_00129	Syaq.g_01453
OG0000398	Prae.g_00131	Syaq.g_01448
OG0000399	Prae.g_00132	Syaq.g_01447
OG0000400	Prae.g_00133	Syaq.g_01446
OG0000401	Prae.g_00134	Syaq.g_01445
OG0000402	Prae.g_00136	Syaq.g_01443
OG0000403	Prae.g_00137	Syaq.g_01442
OG0000404	Prae.g_00138	Syaq.g_01440
OG0000405	Prae.g_00142	Syaq.g_01429
OG0000406	Prae.g_00150	Syaq.g_01422
OG0000407	Prae.g_00151	Syaq.g_01421
OG0000408	Prae.g_00153	Syaq.g_01419
OG0000409	Prae.g_00155	Syaq.g_01417
OG0000410	Prae.g_00156	Syaq.g_01416
OG0000411	Prae.g_00157	Syaq.g_01415
OG0000412	Prae.g_00158	Syaq.g_01414
OG0000413	Prae.g_00159	Syaq.g_01412
OG0000414	Prae.g_00160	Syaq.g_01411
OG0000415	Prae.g_00161	Syaq.g_01410
OG0000416	Prae.g_00162	Syaq.g_01409
OG0000417	Prae.g_00163	Syaq.g_01408
OG0000418	Prae.g_00168	Syaq.g_01403
OG0000419	Prae.g_00170	Syaq.g_01401
OG0000420	Prae.g_00171	Syaq.g_01400
OG0000421	Prae.g_00176	Syaq.g_01395
OG0000422	Prae.g_00177	Syaq.g_01394
OG0000423	Prae.g_00178	Syaq.g_01393
OG0000424	Prae.g_00179	Syaq.g_01392
OG0000425	Prae.g_00180	Syaq.g_01391
OG0000426	Prae.g_00181	Syaq.g_01390
OG0000427	Prae.g_00182	Syaq.g_01389
OG0000428	Prae.g_00184	Syaq.g_01386
OG0000429	Prae.g_00185	Syaq.g_01384
OG0000430	Prae.g_00186	Syaq.g_01383
OG0000431	Prae.g_00188	Syaq.g_01380
OG0000432	Prae.g_00191	Syaq.g_01374
OG0000433	Prae.g_00192	Syaq.g_01369
OG0000434	Prae.g_00193	Syaq.g_01368
OG0000435	Prae.g_00194	Syaq.g_01367
OG0000436	Prae.g_00199	Syaq.g_01361
OG0000437	Prae.g_00200	Syaq.g_01360
OG0000438	Prae.g_00201	Syaq.g_01359
OG0000439	Prae.g_00203	Syaq.g_01357
OG0000440	Prae.g_00204	Syaq.g_01356
OG0000441	Prae.g_00207	Syaq.g_01352
OG0000442	Prae.g_00208	Syaq.g_01350
OG0000443	Prae.g_00209	Syaq.g_01347
OG0000444	Prae.g_00214	Syaq.g_01333
OG0000445	Prae.g_00215	Syaq.g_01332
OG0000446	Prae.g_00216	Syaq.g_01330
OG0000447	Prae.g_00217	Syaq.g_01328
OG0000448	Prae.g_00218	Syaq.g_01327
OG0000449	Prae.g_00219	Syaq.g_01320
OG0000450	Prae.g_00220	Syaq.g_01313
OG0000451	Prae.g_00221	Syaq.g_01312
OG0000452	Prae.g_00224	Syaq.g_01308
OG0000453	Prae.g_00225	Syaq.g_01307
OG0000454	Prae.g_00226	Syaq.g_01306
OG0000455	Prae.g_00227	Syaq.g_01305
OG0000456	Prae.g_00228	Syaq.g_01304
OG0000457	Prae.g_00229	Syaq.g_01302
OG0000458	Prae.g_00230	Syaq.g_01299
OG0000459	Prae.g_00231	Syaq.g_01298
OG0000460	Prae.g_00238	Syaq.g_01577
OG0000461	Prae.g_00245	Syaq.g_00707
OG0000462	Prae.g_00247	Syaq.g_00710
OG0000463	Prae.g_00248	Syaq.g_00711
OG0000464	Prae.g_00249	Syaq.g_00712
OG0000465	Prae.g_00250	Syaq.g_00714
OG0000466	Prae.g_00253	Syaq.g_00718
OG0000467	Prae.g_00254	Syaq.g_00720
OG0000468	Prae.g_00256	Syaq.g_00725
OG0000469	Prae.g_00265	Syaq.g_00739
OG0000470	Prae.g_00267	Syaq.g_00741
OG0000471	Prae.g_00268	Syaq.g_00742
OG0000472	Prae.g_00269	Syaq.g_00744
OG0000473	Prae.g_00271	Syaq.g_00746
OG0000474	Prae.g_00272	Syaq.g_00747
OG0000475	Prae.g_00273	Syaq.g_00748
OG0000476	Prae.g_00274	Syaq.g_00750
OG0000477	Prae.g_00276	Syaq.g_00756
OG0000478	Prae.g_00277	Syaq.g_00757
OG0000479	Prae.g_00278	Syaq.g_00759
OG0000480	Prae.g_00283	Syaq.g_00766
OG0000481	Prae.g_00285	Syaq.g_00768
OG0000482	Prae.g_00286	Syaq.g_00769
OG0000483	Prae.g_00289	Syaq.g_00773
OG0000484	Prae.g_00290	Syaq.g_00774
OG0000485	Prae.g_00291	Syaq.g_00775
OG0000486	Prae.g_00292	Syaq.g_00776
OG0000487	Prae.g_00296	Syaq.g_00782
OG0000488	Prae.g_00299	Syaq.g_00845
OG0000489	Prae.g_00304	Syaq.g_00857
OG0000490	Prae.g_00309	Syaq.g_00864
OG0000491	Prae.g_00310	Syaq.g_00865
OG0000492	Prae.g_00312	Syaq.g_00869
OG0000493	Prae.g_00313	Syaq.g_00870
OG0000494	Prae.g_00314	Syaq.g_00871
OG0000495	Prae.g_00315	Syaq.g_00872
OG0000496	Prae.g_00316	Syaq.g_00873
OG0000497	Prae.g_00317	Syaq.g_00874
OG0000498	Prae.g_00318	Syaq.g_00875
OG0000499	Prae.g_00319	Syaq.g_00876
OG0000500	Prae.g_00320	Syaq.g_00877
OG0000501	Prae.g_00322	Syaq.g_00880
OG0000502	Prae.g_00325	Syaq.g_00953
OG0000503	Prae.g_00335	Syaq.g_00559
OG0000504	Prae.g_00336	Syaq.g_00557
OG0000505	Prae.g_00337	Syaq.g_00556
OG0000506	Prae.g_00338	Syaq.g_00554
OG0000507	Prae.g_00341	Syaq.g_00548
OG0000508	Prae.g_00344	Syaq.g_00544
OG0000509	Prae.g_00346	Syaq.g_00542
OG0000510	Prae.g_00347	Syaq.g_00538
OG0000511	Prae.g_00348	Syaq.g_00537
OG0000512	Prae.g_00350	Syaq.g_00535
OG0000513	Prae.g_00357	Syaq.g_00525
OG0000514	Prae.g_00405	Syaq.g_00514
OG0000515	Prae.g_00406	Syaq.g_00513
OG0000516	Prae.g_00407	Syaq.g_00509
OG0000517	Prae.g_00409	Syaq.g_00502
OG0000518	Prae.g_00420	Syaq.g_00490
OG0000519	Prae.g_00421	Syaq.g_00489
OG0000520	Prae.g_00422	Syaq.g_00488
OG0000521	Prae.g_00427	Syaq.g_00477
OG0000522	Prae.g_00429	Syaq.g_00475
OG0000523	Prae.g_00430	Syaq.g_00474
OG0000524	Prae.g_00435	Syaq.g_00469
OG0000525	Prae.g_00438	Syaq.g_00450
OG0000526	Prae.g_00439	Syaq.g_00448
OG0000527	Prae.g_00447	Syaq.g_00444
OG0000528	Prae.g_00452	Syaq.g_01768
OG0000529	Prae.g_00455	Syaq.g_01773
OG0000530	Prae.g_00458	Syaq.g_01776
OG0000531	Prae.g_00459	Syaq.g_01777
OG0000532	Prae.g_00461	Syaq.g_01780
OG0000533	Prae.g_00462	Syaq.g_01782
OG0000534	Prae.g_00463	Syaq.g_01783
OG0000535	Prae.g_00464	Syaq.g_01784
OG0000536	Prae.g_00465	Syaq.g_01785
OG0000537	Prae.g_00466	Syaq.g_01786
OG0000538	Prae.g_00474	Syaq.g_01798
OG0000539	Prae.g_00475	Syaq.g_01799
OG0000540	Prae.g_00476	Syaq.g_01800
OG0000541	Prae.g_00477	Syaq.g_01801
OG0000542	Prae.g_00479	Syaq.g_01804
OG0000543	Prae.g_00481	Syaq.g_01806
OG0000544	Prae.g_00482	Syaq.g_01807, Syaq.g_02567
OG0000545	Prae.g_00484	Syaq.g_01809
OG0000546	Prae.g_00487	Syaq.g_01811
OG0000547	Prae.g_00489	Syaq.g_01813
OG0000548	Prae.g_00490	Syaq.g_01814
OG0000549	Prae.g_00492	Syaq.g_01819
OG0000550	Prae.g_00497	Syaq.g_01824
OG0000551	Prae.g_00501	Syaq.g_01829
OG0000552	Prae.g_00502	Syaq.g_01830
OG0000553	Prae.g_00503	Syaq.g_01834
OG0000554	Prae.g_00509	Syaq.g_01839
OG0000555	Prae.g_00517	Syaq.g_01857
OG0000556	Prae.g_00519	Syaq.g_01925
OG0000557	Prae.g_00520	Syaq.g_01927
OG0000558	Prae.g_00522	Syaq.g_01929
OG0000559	Prae.g_00526	Syaq.g_01933
OG0000560	Prae.g_00529	Syaq.g_01936
OG0000561	Prae.g_00530	Syaq.g_01937
OG0000562	Prae.g_00531	Syaq.g_01938
OG0000563	Prae.g_00532	Syaq.g_01939
OG0000564	Prae.g_00533	Syaq.g_01940
OG0000565	Prae.g_00536	Syaq.g_01943
OG0000566	Prae.g_00538	Syaq.g_01947
OG0000567	Prae.g_00542	Syaq.g_01951
OG0000568	Prae.g_00543	Syaq.g_01954
OG0000569	Prae.g_00544	Syaq.g_01955
OG0000570	Prae.g_00545	Syaq.g_01956
OG0000571	Prae.g_00547	Syaq.g_01960
OG0000572	Prae.g_00560	Syaq.g_01977
