Orthogroup	Prbj	Pras
OG0000153	Prbj.g_01024	Pras.g_00646
OG0000154	Prbj.g_00987	Pras.g_00682
OG0000155	Prbj.g_00400	Pras.g_00700
OG0000156	Prbj.g_01516	Pras.g_00728
OG0000157	Prbj.g_01280	Pras.g_00761
OG0000158	Prbj.g_02047	Pras.g_00824
OG0000160	Prbj.g_02074	Pras.g_00843
OG0000161	Prbj.g_02075	Pras.g_00844
OG0000162	Prbj.g_02077	Pras.g_00846
OG0000163	Prbj.g_02078	Pras.g_00847
OG0000164	Prbj.g_02079	Pras.g_00848
OG0000165	Prbj.g_02080	Pras.g_00849
OG0000166	Prbj.g_02082	Pras.g_00850
OG0000167	Prbj.g_02083	Pras.g_00851
OG0000168	Prbj.g_02084	Pras.g_00852
OG0000169	Prbj.g_02086	Pras.g_00854
OG0000170	Prbj.g_01182	Pras.g_00856
OG0000171	Prbj.g_01183	Pras.g_00857
OG0000172	Prbj.g_01188	Pras.g_00858
OG0000173	Prbj.g_01189	Pras.g_00859
OG0000174	Prbj.g_01190	Pras.g_00860
OG0000175	Prbj.g_01191	Pras.g_00861
OG0000176	Prbj.g_01192	Pras.g_00862
OG0000177	Prbj.g_01193	Pras.g_00863
OG0000178	Prbj.g_01194	Pras.g_00864
OG0000179	Prbj.g_01196	Pras.g_00866
OG0000180	Prbj.g_01197	Pras.g_00867
OG0000181	Prbj.g_01198	Pras.g_00868
OG0000182	Prbj.g_01199	Pras.g_00869
OG0000183	Prbj.g_01200	Pras.g_00870
OG0000184	Prbj.g_01202	Pras.g_00871
OG0000185	Prbj.g_01207	Pras.g_00874
OG0000186	Prbj.g_01212	Pras.g_00877
OG0000187	Prbj.g_01213	Pras.g_00878
OG0000188	Prbj.g_01214	Pras.g_00879
OG0000189	Prbj.g_01215	Pras.g_00893
OG0000190	Prbj.g_01217	Pras.g_00895
OG0000191	Prbj.g_01953	Pras.g_00896
OG0000192	Prbj.g_01951	Pras.g_00897
OG0000193	Prbj.g_01950	Pras.g_00898
OG0000194	Prbj.g_01943	Pras.g_00899
OG0000195	Prbj.g_01936	Pras.g_00900
OG0000196	Prbj.g_01928	Pras.g_00901
OG0000197	Prbj.g_01920	Pras.g_00903
OG0000198	Prbj.g_01919	Pras.g_00904
OG0000199	Prbj.g_01918	Pras.g_00905
OG0000200	Prbj.g_00558	Pras.g_00916
OG0000201	Prbj.g_00560	Pras.g_00917
OG0000202	Prbj.g_00561	Pras.g_00918
OG0000203	Prbj.g_00564	Pras.g_00921
OG0000204	Prbj.g_00565	Pras.g_00922
OG0000205	Prbj.g_00569	Pras.g_00924
OG0000206	Prbj.g_00571	Pras.g_00926
OG0000207	Prbj.g_00575	Pras.g_00928
OG0000208	Prbj.g_00576	Pras.g_00929
OG0000209	Prbj.g_00047	Pras.g_00930
OG0000210	Prbj.g_00577	Pras.g_00931
OG0000211	Prbj.g_00580	Pras.g_00932
OG0000212	Prbj.g_00581	Pras.g_00933
OG0000213	Prbj.g_00582	Pras.g_00934
OG0000214	Prbj.g_00583	Pras.g_00935
OG0000215	Prbj.g_00584	Pras.g_00936
OG0000216	Prbj.g_00585	Pras.g_00937
OG0000217	Prbj.g_00589	Pras.g_00939
OG0000218	Prbj.g_00590	Pras.g_00940
OG0000219	Prbj.g_00596	Pras.g_00941
OG0000220	Prbj.g_00600	Pras.g_00942
OG0000221	Prbj.g_00605	Pras.g_00945
OG0000222	Prbj.g_00606	Pras.g_00946
OG0000223	Prbj.g_00607	Pras.g_00947
OG0000224	Prbj.g_00609	Pras.g_00948
OG0000225	Prbj.g_00610	Pras.g_00949
OG0000226	Prbj.g_00611	Pras.g_00950
OG0000227	Prbj.g_00613	Pras.g_00951
OG0000228	Prbj.g_00614	Pras.g_00952
OG0000229	Prbj.g_00615	Pras.g_00953
OG0000230	Prbj.g_00616	Pras.g_00954
OG0000231	Prbj.g_00617	Pras.g_00955
OG0000232	Prbj.g_00619	Pras.g_00957
OG0000233	Prbj.g_00620	Pras.g_00958
OG0000234	Prbj.g_00621	Pras.g_00959
OG0000235	Prbj.g_00624	Pras.g_00960
OG0000236	Prbj.g_00628	Pras.g_00961
OG0000237	Prbj.g_00630	Pras.g_00962
OG0000238	Prbj.g_01550	Pras.g_00963
OG0000239	Prbj.g_01552	Pras.g_00965
OG0000240	Prbj.g_01554	Pras.g_00966
OG0000241	Prbj.g_01556	Pras.g_00967
OG0000242	Prbj.g_01557	Pras.g_00968
OG0000243	Prbj.g_01562	Pras.g_00971
OG0000244	Prbj.g_01567	Pras.g_00973
OG0000245	Prbj.g_01568	Pras.g_00974
OG0000246	Prbj.g_01569	Pras.g_00975
OG0000247	Prbj.g_01530	Pras.g_00978
OG0000248	Prbj.g_01532	Pras.g_00980
OG0000249	Prbj.g_01535	Pras.g_00981
OG0000250	Prbj.g_01537	Pras.g_00982
OG0000251	Prbj.g_01538	Pras.g_00983
OG0000252	Prbj.g_01539	Pras.g_00984
OG0000253	Prbj.g_01540	Pras.g_00985
OG0000254	Prbj.g_01542	Pras.g_00987
OG0000255	Prbj.g_01543	Pras.g_00988
OG0000256	Prbj.g_01548	Pras.g_00991
OG0000257	Prbj.g_00545	Pras.g_00993
OG0000258	Prbj.g_00543	Pras.g_00996
OG0000259	Prbj.g_00542	Pras.g_00997
OG0000260	Prbj.g_00541	Pras.g_00998
OG0000261	Prbj.g_00540	Pras.g_00999
OG0000262	Prbj.g_00539	Pras.g_01000
OG0000263	Prbj.g_00537	Pras.g_01002
OG0000264	Prbj.g_00536	Pras.g_01003
OG0000265	Prbj.g_00535	Pras.g_01004
OG0000266	Prbj.g_00534	Pras.g_01005
OG0000267	Prbj.g_00533	Pras.g_01006
OG0000268	Prbj.g_00531	Pras.g_01007
OG0000269	Prbj.g_00529	Pras.g_01009
OG0000270	Prbj.g_00528	Pras.g_01010
OG0000271	Prbj.g_00527	Pras.g_01011
OG0000272	Prbj.g_00526	Pras.g_01012
OG0000273	Prbj.g_00525	Pras.g_01013
OG0000274	Prbj.g_00524	Pras.g_01014
OG0000275	Prbj.g_00523	Pras.g_01015
OG0000276	Prbj.g_00522	Pras.g_01016
OG0000277	Prbj.g_00520	Pras.g_01018
OG0000278	Prbj.g_00519	Pras.g_01019
OG0000279	Prbj.g_00518	Pras.g_01020
OG0000280	Prbj.g_00516	Pras.g_01022
OG0000281	Prbj.g_00515	Pras.g_01024
OG0000282	Prbj.g_00514	Pras.g_01025
OG0000283	Prbj.g_00513	Pras.g_01026
OG0000284	Prbj.g_00512	Pras.g_01027
OG0000285	Prbj.g_00511	Pras.g_01028
OG0000286	Prbj.g_00510	Pras.g_01029
OG0000287	Prbj.g_00509	Pras.g_01030
OG0000288	Prbj.g_02369	Pras.g_01032
OG0000289	Prbj.g_01135	Pras.g_01033
OG0000290	Prbj.g_01137	Pras.g_01034
OG0000291	Prbj.g_01141	Pras.g_01036
OG0000292	Prbj.g_01143	Pras.g_01037
OG0000293	Prbj.g_01146	Pras.g_01038
OG0000294	Prbj.g_01148	Pras.g_01039
OG0000295	Prbj.g_01151	Pras.g_01040
OG0000296	Prbj.g_01152	Pras.g_01041
OG0000297	Prbj.g_01155	Pras.g_01042
OG0000298	Prbj.g_01158	Pras.g_01044
OG0000299	Prbj.g_01159	Pras.g_01045
OG0000300	Prbj.g_01160	Pras.g_01046
OG0000301	Prbj.g_01161	Pras.g_01047
OG0000302	Prbj.g_01162	Pras.g_01048
OG0000303	Prbj.g_01163	Pras.g_01049
OG0000304	Prbj.g_01165	Pras.g_01051
OG0000305	Prbj.g_01166	Pras.g_01052
OG0000306	Prbj.g_01173	Pras.g_01055
OG0000307	Prbj.g_01174	Pras.g_01056
OG0000308	Prbj.g_00289	Pras.g_01057
OG0000309	Prbj.g_00288	Pras.g_01059
OG0000310	Prbj.g_00287	Pras.g_01060
OG0000311	Prbj.g_00234	Pras.g_01061
OG0000312	Prbj.g_00235	Pras.g_01062
OG0000313	Prbj.g_00237	Pras.g_01063
OG0000314	Prbj.g_00238	Pras.g_01064
OG0000315	Prbj.g_00240	Pras.g_01065
OG0000316	Prbj.g_00250	Pras.g_01066
OG0000317	Prbj.g_00251	Pras.g_01067
OG0000318	Prbj.g_00252	Pras.g_01068
OG0000319	Prbj.g_00258	Pras.g_01069
OG0000320	Prbj.g_00259	Pras.g_01070
OG0000321	Prbj.g_00262	Pras.g_01071
OG0000322	Prbj.g_00263	Pras.g_01072
OG0000323	Prbj.g_00264	Pras.g_01073
OG0000324	Prbj.g_00265	Pras.g_01074
OG0000325	Prbj.g_00266	Pras.g_01075
OG0000326	Prbj.g_00267	Pras.g_01076
OG0000327	Prbj.g_00268	Pras.g_01077
OG0000328	Prbj.g_00270	Pras.g_01078
OG0000329	Prbj.g_00271	Pras.g_01079
OG0000330	Prbj.g_00272	Pras.g_01080
OG0000331	Prbj.g_00181	Pras.g_01081
OG0000332	Prbj.g_01775	Pras.g_01082
OG0000333	Prbj.g_01776	Pras.g_01083
OG0000334	Prbj.g_01777	Pras.g_01084
OG0000335	Prbj.g_00177	Pras.g_01085
OG0000336	Prbj.g_00176	Pras.g_01087
OG0000337	Prbj.g_02608	Pras.g_01088
OG0000338	Prbj.g_02615	Pras.g_01092
OG0000339	Prbj.g_02661	Pras.g_01094
OG0000340	Prbj.g_01341	Pras.g_01096
OG0000341	Prbj.g_01342	Pras.g_01097
OG0000342	Prbj.g_01343	Pras.g_01098
OG0000343	Prbj.g_01345	Pras.g_01099
OG0000344	Prbj.g_01350	Pras.g_01102
OG0000345	Prbj.g_01359	Pras.g_01105
OG0000346	Prbj.g_01360	Pras.g_01106
OG0000347	Prbj.g_01362	Pras.g_01109
OG0000348	Prbj.g_01364	Pras.g_01111
OG0000349	Prbj.g_01366	Pras.g_01112
OG0000350	Prbj.g_01372	Pras.g_01114
OG0000351	Prbj.g_00180	Pras.g_01115
OG0000352	Prbj.g_01385	Pras.g_01116
OG0000353	Prbj.g_01386	Pras.g_01117
OG0000354	Prbj.g_01388	Pras.g_01118
OG0000355	Prbj.g_01389	Pras.g_01119
OG0000356	Prbj.g_01390	Pras.g_01120
OG0000357	Prbj.g_01391	Pras.g_01121
OG0000358	Prbj.g_01392	Pras.g_01122
OG0000359	Prbj.g_01394	Pras.g_01123
OG0000360	Prbj.g_01399	Pras.g_01127
OG0000361	Prbj.g_01400	Pras.g_01128
OG0000362	Prbj.g_01401	Pras.g_01129
OG0000363	Prbj.g_01403	Pras.g_01130
OG0000364	Prbj.g_01408	Pras.g_01134
OG0000365	Prbj.g_01409	Pras.g_01135
OG0000366	Prbj.g_01411	Pras.g_01137
OG0000367	Prbj.g_01413	Pras.g_01138
OG0000368	Prbj.g_01414	Pras.g_01139
OG0000369	Prbj.g_01415	Pras.g_01140
OG0000370	Prbj.g_01416	Pras.g_01141
OG0000371	Prbj.g_01417	Pras.g_01142
OG0000372	Prbj.g_01418	Pras.g_01143
OG0000373	Prbj.g_01419	Pras.g_01144
OG0000374	Prbj.g_01422	Pras.g_01145
OG0000375	Prbj.g_01423	Pras.g_01146
OG0000376	Prbj.g_01427	Pras.g_01149
OG0000377	Prbj.g_01430	Pras.g_01150
OG0000378	Prbj.g_01431	Pras.g_01151
OG0000379	Prbj.g_01432	Pras.g_01152
OG0000380	Prbj.g_01437	Pras.g_01153
OG0000381	Prbj.g_01438	Pras.g_01155
OG0000382	Prbj.g_01439	Pras.g_01156
OG0000383	Prbj.g_01441	Pras.g_01157
OG0000384	Prbj.g_01444	Pras.g_01160
OG0000385	Prbj.g_01445	Pras.g_01161
OG0000386	Prbj.g_01446	Pras.g_01162
OG0000387	Prbj.g_01448	Pras.g_01163
OG0000388	Prbj.g_01449	Pras.g_01164
OG0000389	Prbj.g_01450	Pras.g_01165
OG0000390	Prbj.g_01451	Pras.g_01166
OG0000391	Prbj.g_01452	Pras.g_01167
OG0000392	Prbj.g_01453	Pras.g_01168
OG0000393	Prbj.g_01454	Pras.g_01169
OG0000394	Prbj.g_01455	Pras.g_01170
OG0000395	Prbj.g_01456	Pras.g_01171
OG0000396	Prbj.g_01459	Pras.g_01173
OG0000397	Prbj.g_01469	Pras.g_01175
OG0000398	Prbj.g_01471	Pras.g_01176
OG0000399	Prbj.g_00359	Pras.g_01179
OG0000400	Prbj.g_00352	Pras.g_01180
OG0000401	Prbj.g_00351	Pras.g_01181
OG0000402	Prbj.g_00341	Pras.g_01187
OG0000403	Prbj.g_00339	Pras.g_01188
OG0000404	Prbj.g_00338	Pras.g_01189
OG0000405	Prbj.g_00336	Pras.g_01191
OG0000406	Prbj.g_00331	Pras.g_01194
OG0000407	Prbj.g_00330	Pras.g_01195
OG0000408	Prbj.g_00324	Pras.g_01198
OG0000409	Prbj.g_00323	Pras.g_01199
OG0000410	Prbj.g_00322	Pras.g_01200
OG0000411	Prbj.g_00321	Pras.g_01201
OG0000412	Prbj.g_00320	Pras.g_01202
OG0000413	Prbj.g_00319	Pras.g_01203
OG0000414	Prbj.g_00318	Pras.g_01204
OG0000415	Prbj.g_00317	Pras.g_01205
OG0000416	Prbj.g_00063	Pras.g_01208
OG0000417	Prbj.g_00064	Pras.g_01209
OG0000418	Prbj.g_00067	Pras.g_01210
OG0000419	Prbj.g_00068	Pras.g_01211
OG0000420	Prbj.g_02500	Pras.g_01212
OG0000421	Prbj.g_00563	Pras.g_01224
OG0000422	Prbj.g_00874	Pras.g_01232
OG0000423	Prbj.g_00689	Pras.g_01233
OG0000424	Prbj.g_02659	Pras.g_01239
OG0000425	Prbj.g_00076	Pras.g_01309
OG0000426	Prbj.g_00077	Pras.g_01310
OG0000427	Prbj.g_00089	Pras.g_01311
OG0000428	Prbj.g_00099	Pras.g_01313
OG0000429	Prbj.g_00100	Pras.g_01314
OG0000430	Prbj.g_00102	Pras.g_01316
OG0000431	Prbj.g_00103	Pras.g_01317
OG0000432	Prbj.g_00104	Pras.g_01318
OG0000433	Prbj.g_00105	Pras.g_01319
OG0000434	Prbj.g_00107	Pras.g_01320
OG0000435	Prbj.g_00108	Pras.g_01321
OG0000436	Prbj.g_00109	Pras.g_01322
OG0000437	Prbj.g_00110	Pras.g_01323
OG0000438	Prbj.g_00111	Pras.g_01324
OG0000439	Prbj.g_00112	Pras.g_01325
OG0000440	Prbj.g_00113	Pras.g_01326
OG0000441	Prbj.g_00117	Pras.g_01327
OG0000442	Prbj.g_00118	Pras.g_01328
OG0000443	Prbj.g_00119	Pras.g_01329
OG0000444	Prbj.g_00120	Pras.g_01330
OG0000445	Prbj.g_01894	Pras.g_01331
OG0000446	Prbj.g_01892	Pras.g_01332
OG0000447	Prbj.g_01891	Pras.g_01333
OG0000448	Prbj.g_01888	Pras.g_01335
OG0000449	Prbj.g_00152	Pras.g_01339
OG0000450	Prbj.g_00151	Pras.g_01340
OG0000451	Prbj.g_00148	Pras.g_01341
OG0000452	Prbj.g_00136	Pras.g_01342
OG0000453	Prbj.g_00134	Pras.g_01343
OG0000454	Prbj.g_00132	Pras.g_01349
OG0000455	Prbj.g_00130	Pras.g_01351
OG0000456	Prbj.g_01638	Pras.g_01355
OG0000457	Prbj.g_01635	Pras.g_01356
OG0000458	Prbj.g_01631	Pras.g_01357
OG0000459	Prbj.g_01629	Pras.g_01359
OG0000460	Prbj.g_01627	Pras.g_01361
OG0000461	Prbj.g_01626	Pras.g_01362
OG0000462	Prbj.g_01625	Pras.g_01363
OG0000463	Prbj.g_01622	Pras.g_01365
OG0000464	Prbj.g_01620	Pras.g_01366
OG0000465	Prbj.g_01619	Pras.g_01367
OG0000466	Prbj.g_01618	Pras.g_01368
OG0000467	Prbj.g_01617	Pras.g_01369
OG0000468	Prbj.g_01616	Pras.g_01370
OG0000469	Prbj.g_01615	Pras.g_01371
OG0000470	Prbj.g_01614	Pras.g_01372
OG0000471	Prbj.g_01613	Pras.g_01373
OG0000472	Prbj.g_01605	Pras.g_01378
OG0000473	Prbj.g_02088	Pras.g_01379
OG0000474	Prbj.g_02089	Pras.g_01380
OG0000475	Prbj.g_02090	Pras.g_01381
OG0000476	Prbj.g_02093	Pras.g_01383
OG0000477	Prbj.g_02094	Pras.g_01384
OG0000478	Prbj.g_02095	Pras.g_01385
OG0000479	Prbj.g_02096	Pras.g_01386
OG0000480	Prbj.g_02097	Pras.g_01388
OG0000481	Prbj.g_02098	Pras.g_01390
OG0000482	Prbj.g_02099	Pras.g_01391
OG0000483	Prbj.g_02101	Pras.g_01393
OG0000484	Prbj.g_02102	Pras.g_01394
OG0000485	Prbj.g_02103	Pras.g_01395
OG0000486	Prbj.g_02108	Pras.g_01396
OG0000487	Prbj.g_02113	Pras.g_01401
OG0000488	Prbj.g_02114	Pras.g_01402
OG0000489	Prbj.g_02115	Pras.g_01403
OG0000490	Prbj.g_02117	Pras.g_01404
OG0000491	Prbj.g_02118	Pras.g_01405
OG0000492	Prbj.g_02123	Pras.g_01406
OG0000493	Prbj.g_01116	Pras.g_01407
OG0000494	Prbj.g_00765	Pras.g_01408
OG0000495	Prbj.g_02128	Pras.g_01411
OG0000496	Prbj.g_02130	Pras.g_01412
OG0000497	Prbj.g_02132	Pras.g_01413
OG0000498	Prbj.g_02133	Pras.g_01414
OG0000499	Prbj.g_02139	Pras.g_01415
OG0000500	Prbj.g_02142	Pras.g_01417
OG0000501	Prbj.g_02144	Pras.g_01418
OG0000502	Prbj.g_02146	Pras.g_01419
OG0000503	Prbj.g_02666	Pras.g_01421
OG0000504	Prbj.g_01858	Pras.g_01422
OG0000505	Prbj.g_01859	Pras.g_01423
OG0000506	Prbj.g_01861	Pras.g_01424
OG0000507	Prbj.g_01862	Pras.g_01425
OG0000508	Prbj.g_01863	Pras.g_01426
OG0000509	Prbj.g_01864	Pras.g_01427
OG0000510	Prbj.g_01865	Pras.g_01428
OG0000511	Prbj.g_01867	Pras.g_01430
OG0000512	Prbj.g_01868	Pras.g_01431
OG0000513	Prbj.g_01869	Pras.g_01432
OG0000514	Prbj.g_01870	Pras.g_01433
OG0000515	Prbj.g_01871	Pras.g_01434
OG0000516	Prbj.g_01872	Pras.g_01435
OG0000517	Prbj.g_01874	Pras.g_01437
OG0000518	Prbj.g_01875	Pras.g_01438
OG0000519	Prbj.g_01877	Pras.g_01439
OG0000520	Prbj.g_01879	Pras.g_01440
OG0000521	Prbj.g_01880	Pras.g_01441
OG0000522	Prbj.g_01881	Pras.g_01442
OG0000523	Prbj.g_01882	Pras.g_01443
OG0000524	Prbj.g_01883	Pras.g_01444
OG0000525	Prbj.g_01885	Pras.g_01445
OG0000526	Prbj.g_01807	Pras.g_01446
OG0000527	Prbj.g_01806	Pras.g_01447
OG0000528	Prbj.g_01805	Pras.g_01448
OG0000529	Prbj.g_01803	Pras.g_01449
OG0000530	Prbj.g_01802	Pras.g_01450
OG0000531	Prbj.g_01801	Pras.g_01451
OG0000532	Prbj.g_01800	Pras.g_01452
OG0000533	Prbj.g_01796	Pras.g_01454
OG0000534	Prbj.g_01795	Pras.g_01455
OG0000535	Prbj.g_01794	Pras.g_01456
OG0000536	Prbj.g_01793	Pras.g_01457
OG0000537	Prbj.g_01792	Pras.g_01459
OG0000538	Prbj.g_01791	Pras.g_01460
OG0000539	Prbj.g_01787	Pras.g_01463
OG0000540	Prbj.g_01786	Pras.g_01464
OG0000541	Prbj.g_01785	Pras.g_01465
OG0000542	Prbj.g_01781	Pras.g_01467
OG0000543	Prbj.g_01780	Pras.g_01468
OG0000544	Prbj.g_01779	Pras.g_01469
OG0000545	Prbj.g_01778	Pras.g_01470
OG0000546	Prbj.g_01772	Pras.g_01471
OG0000547	Prbj.g_01771	Pras.g_01472
OG0000548	Prbj.g_01770	Pras.g_01473
OG0000549	Prbj.g_01768	Pras.g_01475
OG0000550	Prbj.g_01767	Pras.g_01476
OG0000551	Prbj.g_01766	Pras.g_01477
OG0000552	Prbj.g_01765	Pras.g_01478
OG0000553	Prbj.g_01764	Pras.g_01479
OG0000554	Prbj.g_01763	Pras.g_01480
OG0000555	Prbj.g_01760	Pras.g_01481
OG0000556	Prbj.g_01758	Pras.g_01482
OG0000557	Prbj.g_01757	Pras.g_01483
OG0000558	Prbj.g_01756	Pras.g_01484
OG0000559	Prbj.g_01755	Pras.g_01485
OG0000560	Prbj.g_01754	Pras.g_01486
OG0000561	Prbj.g_01753	Pras.g_01487
OG0000562	Prbj.g_01752	Pras.g_01488
OG0000563	Prbj.g_01750	Pras.g_01489
OG0000564	Prbj.g_01748	Pras.g_01490
OG0000565	Prbj.g_02544	Pras.g_01491
OG0000566	Prbj.g_02545	Pras.g_01492
OG0000567	Prbj.g_02546	Pras.g_01493
OG0000568	Prbj.g_02547	Pras.g_01494
OG0000569	Prbj.g_02550	Pras.g_01497
OG0000570	Prbj.g_02551	Pras.g_01498
OG0000571	Prbj.g_02553	Pras.g_01500
