Orthogroup	Prbj	Pray
OG0000218	Prbj.g_00590	Pray.g_00200
OG0000219	Prbj.g_00596	Pray.g_00199
OG0000220	Prbj.g_00600	Pray.g_00198
OG0000221	Prbj.g_00605	Pray.g_00195
OG0000222	Prbj.g_00606	Pray.g_00194
OG0000223	Prbj.g_00607	Pray.g_00193
OG0000224	Prbj.g_00609	Pray.g_00192
OG0000225	Prbj.g_00610	Pray.g_00191
OG0000226	Prbj.g_00611	Pray.g_00190
OG0000227	Prbj.g_00613	Pray.g_00189
OG0000228	Prbj.g_00614	Pray.g_00188
OG0000229	Prbj.g_00615	Pray.g_00187
OG0000230	Prbj.g_00616	Pray.g_00186
OG0000231	Prbj.g_00617	Pray.g_00185
OG0000232	Prbj.g_00619	Pray.g_00183
OG0000233	Prbj.g_00620	Pray.g_00182
OG0000234	Prbj.g_00621	Pray.g_00181
OG0000235	Prbj.g_00624	Pray.g_00180
OG0000236	Prbj.g_00628	Pray.g_00179
OG0000237	Prbj.g_00630	Pray.g_00178
OG0000238	Prbj.g_01550	Pray.g_00177
OG0000239	Prbj.g_01552	Pray.g_00175
OG0000240	Prbj.g_01554	Pray.g_00174
OG0000241	Prbj.g_01556	Pray.g_00173
OG0000242	Prbj.g_01557	Pray.g_00172
OG0000243	Prbj.g_01562	Pray.g_00169
OG0000244	Prbj.g_01567	Pray.g_00167
OG0000245	Prbj.g_01568	Pray.g_00166
OG0000246	Prbj.g_01569	Pray.g_00165
OG0000247	Prbj.g_01530	Pray.g_00162
OG0000248	Prbj.g_01532	Pray.g_00160
OG0000249	Prbj.g_01535	Pray.g_00159
OG0000250	Prbj.g_01537	Pray.g_00158
OG0000251	Prbj.g_01538	Pray.g_00157
OG0000252	Prbj.g_01539	Pray.g_00156
OG0000253	Prbj.g_01540	Pray.g_00155
OG0000254	Prbj.g_01542	Pray.g_00153
OG0000255	Prbj.g_01543	Pray.g_00152
OG0000256	Prbj.g_01548	Pray.g_00149
OG0000257	Prbj.g_00545	Pray.g_00147
OG0000258	Prbj.g_00543	Pray.g_00144
OG0000259	Prbj.g_00542	Pray.g_00143
OG0000260	Prbj.g_00541	Pray.g_00142
OG0000261	Prbj.g_00540	Pray.g_00141
OG0000262	Prbj.g_00539	Pray.g_00140
OG0000263	Prbj.g_00537	Pray.g_00138
OG0000264	Prbj.g_00536	Pray.g_00137
OG0000265	Prbj.g_00535	Pray.g_00136
OG0000266	Prbj.g_00534	Pray.g_00635
OG0000267	Prbj.g_00533	Pray.g_00636
OG0000268	Prbj.g_00531	Pray.g_00637
OG0000269	Prbj.g_00529	Pray.g_00639
OG0000270	Prbj.g_00528	Pray.g_00640
OG0000271	Prbj.g_00527	Pray.g_00641
OG0000272	Prbj.g_00526	Pray.g_00642
OG0000273	Prbj.g_00525	Pray.g_00643
OG0000274	Prbj.g_00524	Pray.g_00644
OG0000275	Prbj.g_00523	Pray.g_00645
OG0000276	Prbj.g_00522	Pray.g_00646
OG0000277	Prbj.g_00520	Pray.g_00648
OG0000278	Prbj.g_00519	Pray.g_00649
OG0000279	Prbj.g_00518	Pray.g_00650
OG0000280	Prbj.g_00516	Pray.g_00652
OG0000281	Prbj.g_00515	Pray.g_00654
OG0000282	Prbj.g_00514	Pray.g_00655
OG0000283	Prbj.g_00513	Pray.g_00656
OG0000284	Prbj.g_00512	Pray.g_00657
OG0000285	Prbj.g_00511	Pray.g_00658
OG0000286	Prbj.g_00510	Pray.g_00659
OG0000287	Prbj.g_00509	Pray.g_00660
OG0000288	Prbj.g_02369	Pray.g_00662
OG0000289	Prbj.g_01135	Pray.g_00663
OG0000290	Prbj.g_01137	Pray.g_00664
OG0000291	Prbj.g_01141	Pray.g_00666
OG0000292	Prbj.g_01143	Pray.g_00667
OG0000293	Prbj.g_01146	Pray.g_00668
OG0000294	Prbj.g_01148	Pray.g_00669
OG0000295	Prbj.g_01151	Pray.g_00670
OG0000296	Prbj.g_01152	Pray.g_00671
OG0000297	Prbj.g_01155	Pray.g_00672
OG0000298	Prbj.g_01158	Pray.g_00674
OG0000299	Prbj.g_01159	Pray.g_00675
OG0000300	Prbj.g_01160	Pray.g_00676
OG0000301	Prbj.g_01161	Pray.g_00677
OG0000302	Prbj.g_01162	Pray.g_00678
OG0000303	Prbj.g_01163	Pray.g_00679
OG0000304	Prbj.g_01165	Pray.g_00681
OG0000305	Prbj.g_01166	Pray.g_00682
OG0000306	Prbj.g_01173	Pray.g_00685
OG0000307	Prbj.g_01174	Pray.g_00686
OG0000308	Prbj.g_00289	Pray.g_00687
OG0000309	Prbj.g_00288	Pray.g_00688
OG0000310	Prbj.g_00287	Pray.g_00689
OG0000311	Prbj.g_00234	Pray.g_00690
OG0000312	Prbj.g_00235	Pray.g_00691
OG0000313	Prbj.g_00237	Pray.g_00692
OG0000314	Prbj.g_00238	Pray.g_00693
OG0000315	Prbj.g_00240	Pray.g_00694
OG0000316	Prbj.g_00250	Pray.g_00695
OG0000317	Prbj.g_00251	Pray.g_00696
OG0000318	Prbj.g_00252	Pray.g_00697
OG0000319	Prbj.g_00258	Pray.g_00698
OG0000320	Prbj.g_00259	Pray.g_00699
OG0000321	Prbj.g_00262	Pray.g_00700
OG0000322	Prbj.g_00263	Pray.g_00701
OG0000323	Prbj.g_00264	Pray.g_00702
OG0000324	Prbj.g_00265	Pray.g_00703
OG0000325	Prbj.g_00266	Pray.g_00704
OG0000326	Prbj.g_00267	Pray.g_00705
OG0000327	Prbj.g_00268	Pray.g_00706
OG0000328	Prbj.g_00270	Pray.g_00707
OG0000329	Prbj.g_00271	Pray.g_00708
OG0000330	Prbj.g_00272	Pray.g_00709
OG0000331	Prbj.g_00181	Pray.g_00710
OG0000332	Prbj.g_01775	Pray.g_00711
OG0000333	Prbj.g_01776	Pray.g_00712
OG0000334	Prbj.g_01777	Pray.g_00713
OG0000335	Prbj.g_00177	Pray.g_00714
OG0000336	Prbj.g_00176	Pray.g_00716
OG0000337	Prbj.g_02608	Pray.g_00717
OG0000338	Prbj.g_02615	Pray.g_00721
OG0000339	Prbj.g_02661	Pray.g_00723
OG0000340	Prbj.g_01341	Pray.g_00725
OG0000341	Prbj.g_01342	Pray.g_00726
OG0000342	Prbj.g_01343	Pray.g_00727
OG0000343	Prbj.g_01345	Pray.g_00728
OG0000344	Prbj.g_01350	Pray.g_00731
OG0000345	Prbj.g_01359	Pray.g_00734
OG0000346	Prbj.g_01360	Pray.g_00735
OG0000347	Prbj.g_01362	Pray.g_00738
OG0000348	Prbj.g_01364	Pray.g_00739
OG0000349	Prbj.g_01366	Pray.g_00740
OG0000350	Prbj.g_01372	Pray.g_00742
OG0000351	Prbj.g_00180	Pray.g_00743
OG0000352	Prbj.g_01385	Pray.g_00744
OG0000353	Prbj.g_01386	Pray.g_00745
OG0000354	Prbj.g_01388	Pray.g_00746
OG0000355	Prbj.g_01389	Pray.g_00747
OG0000356	Prbj.g_01390	Pray.g_00748
OG0000357	Prbj.g_01391	Pray.g_00749
OG0000358	Prbj.g_01392	Pray.g_00750
OG0000359	Prbj.g_01394	Pray.g_00751
OG0000360	Prbj.g_01399	Pray.g_00754
OG0000361	Prbj.g_01400	Pray.g_00755
OG0000362	Prbj.g_01401	Pray.g_00756
OG0000363	Prbj.g_01403	Pray.g_00757
OG0000364	Prbj.g_01408	Pray.g_00761
OG0000365	Prbj.g_01409	Pray.g_00762
OG0000366	Prbj.g_01411	Pray.g_00764
OG0000367	Prbj.g_01413	Pray.g_00765
OG0000368	Prbj.g_01414	Pray.g_00766
OG0000369	Prbj.g_01415	Pray.g_00767
OG0000370	Prbj.g_01416	Pray.g_00768
OG0000371	Prbj.g_01417	Pray.g_00769
OG0000372	Prbj.g_01418	Pray.g_00770
OG0000373	Prbj.g_01419	Pray.g_00771
OG0000374	Prbj.g_01422	Pray.g_00772
OG0000375	Prbj.g_01423	Pray.g_00773
OG0000376	Prbj.g_01427	Pray.g_00776
OG0000377	Prbj.g_01430	Pray.g_00777
OG0000378	Prbj.g_01431	Pray.g_00778
OG0000379	Prbj.g_01432	Pray.g_00779
OG0000380	Prbj.g_01437	Pray.g_00780
OG0000381	Prbj.g_01438	Pray.g_00781
OG0000382	Prbj.g_01439	Pray.g_00782
OG0000383	Prbj.g_01441	Pray.g_00783
OG0000384	Prbj.g_01444	Pray.g_00786
OG0000385	Prbj.g_01445	Pray.g_00787
OG0000386	Prbj.g_01446	Pray.g_00788
OG0000387	Prbj.g_01448	Pray.g_00789
OG0000388	Prbj.g_01449	Pray.g_00790
OG0000389	Prbj.g_01450	Pray.g_00791
OG0000390	Prbj.g_01451	Pray.g_00792
OG0000391	Prbj.g_01452	Pray.g_00793
OG0000392	Prbj.g_01453	Pray.g_00794
OG0000393	Prbj.g_01454	Pray.g_00795
OG0000394	Prbj.g_01455	Pray.g_00796
OG0000395	Prbj.g_01456	Pray.g_00797
OG0000396	Prbj.g_01459	Pray.g_00799
OG0000397	Prbj.g_01469	Pray.g_00801
OG0000398	Prbj.g_01471	Pray.g_00802
OG0000399	Prbj.g_00359	Pray.g_00805
OG0000400	Prbj.g_00352	Pray.g_00806
OG0000401	Prbj.g_00351	Pray.g_00807
OG0000402	Prbj.g_00341	Pray.g_00812
OG0000403	Prbj.g_00339	Pray.g_00813
OG0000404	Prbj.g_00338	Pray.g_00814
OG0000405	Prbj.g_00336	Pray.g_00816
OG0000406	Prbj.g_00331	Pray.g_00819
OG0000407	Prbj.g_00330	Pray.g_00820
OG0000408	Prbj.g_00324	Pray.g_00823
OG0000409	Prbj.g_00323	Pray.g_00824
OG0000410	Prbj.g_00322	Pray.g_00825
OG0000411	Prbj.g_00321	Pray.g_00826
OG0000412	Prbj.g_00320	Pray.g_00827
OG0000413	Prbj.g_00319	Pray.g_00828
OG0000414	Prbj.g_00318	Pray.g_00829
OG0000415	Prbj.g_00317	Pray.g_00830
OG0000416	Prbj.g_00063	Pray.g_00833
OG0000417	Prbj.g_00064	Pray.g_00834
OG0000418	Prbj.g_00067	Pray.g_00835
OG0000419	Prbj.g_00068	Pray.g_00836
OG0000420	Prbj.g_02500	Pray.g_00837
OG0000421	Prbj.g_00563	Pray.g_00849
OG0000422	Prbj.g_00874	Pray.g_00857
OG0000423	Prbj.g_00689	Pray.g_00858
OG0000424	Prbj.g_02659	Pray.g_00864
OG0000425	Prbj.g_00076	Pray.g_00921
OG0000426	Prbj.g_00077	Pray.g_00922
OG0000427	Prbj.g_00089	Pray.g_00923
OG0000428	Prbj.g_00099	Pray.g_00925
OG0000429	Prbj.g_00100	Pray.g_00926
OG0000430	Prbj.g_00102	Pray.g_00928
OG0000431	Prbj.g_00103	Pray.g_00929
OG0000432	Prbj.g_00104	Pray.g_00930
OG0000433	Prbj.g_00105	Pray.g_00931
OG0000434	Prbj.g_00107	Pray.g_00932
OG0000435	Prbj.g_00108	Pray.g_00933
OG0000436	Prbj.g_00109	Pray.g_00934
OG0000437	Prbj.g_00110	Pray.g_00935
OG0000438	Prbj.g_00111	Pray.g_00936
OG0000439	Prbj.g_00112	Pray.g_00937
OG0000440	Prbj.g_00113	Pray.g_00938
OG0000441	Prbj.g_00117	Pray.g_00939
OG0000442	Prbj.g_00118	Pray.g_00940
OG0000443	Prbj.g_00119	Pray.g_00941
OG0000444	Prbj.g_00120	Pray.g_00942
OG0000445	Prbj.g_01894	Pray.g_00943
OG0000446	Prbj.g_01892	Pray.g_00945
OG0000447	Prbj.g_01891	Pray.g_00946
OG0000448	Prbj.g_01888	Pray.g_00948
OG0000449	Prbj.g_00152	Pray.g_00951
OG0000450	Prbj.g_00151	Pray.g_00952
OG0000451	Prbj.g_00148	Pray.g_00953
OG0000452	Prbj.g_00136	Pray.g_00954
OG0000453	Prbj.g_00134	Pray.g_00955
OG0000454	Prbj.g_00132	Pray.g_00961
OG0000455	Prbj.g_00130	Pray.g_00963
OG0000456	Prbj.g_01638	Pray.g_00967
OG0000457	Prbj.g_01635	Pray.g_00968
OG0000458	Prbj.g_01631	Pray.g_00969
OG0000459	Prbj.g_01629	Pray.g_00971
OG0000460	Prbj.g_01627	Pray.g_00973
OG0000461	Prbj.g_01626	Pray.g_00974
OG0000462	Prbj.g_01625	Pray.g_00975
OG0000463	Prbj.g_01622	Pray.g_00977
OG0000464	Prbj.g_01620	Pray.g_00978
OG0000465	Prbj.g_01619	Pray.g_00979
OG0000466	Prbj.g_01618	Pray.g_00980
OG0000467	Prbj.g_01617	Pray.g_00981
OG0000468	Prbj.g_01616	Pray.g_00982
OG0000469	Prbj.g_01615	Pray.g_00983
OG0000470	Prbj.g_01614	Pray.g_00984
OG0000471	Prbj.g_01613	Pray.g_00985
OG0000472	Prbj.g_01605	Pray.g_00991
OG0000473	Prbj.g_02088	Pray.g_00992
OG0000474	Prbj.g_02089	Pray.g_00993
OG0000475	Prbj.g_02090	Pray.g_00994
OG0000476	Prbj.g_02093	Pray.g_00996
OG0000477	Prbj.g_02094	Pray.g_00997
OG0000478	Prbj.g_02095	Pray.g_00998
OG0000479	Prbj.g_02096	Pray.g_00999
OG0000480	Prbj.g_02097	Pray.g_01001
OG0000481	Prbj.g_02098	Pray.g_01003
OG0000482	Prbj.g_02099	Pray.g_01004
OG0000483	Prbj.g_02101	Pray.g_01006
OG0000484	Prbj.g_02102	Pray.g_01007
OG0000485	Prbj.g_02103	Pray.g_01008
OG0000486	Prbj.g_02108	Pray.g_01009
OG0000487	Prbj.g_02113	Pray.g_01014
OG0000488	Prbj.g_02114	Pray.g_01016
OG0000489	Prbj.g_02115	Pray.g_01017
OG0000490	Prbj.g_02117	Pray.g_01018
OG0000491	Prbj.g_02118	Pray.g_01019
OG0000492	Prbj.g_02123	Pray.g_01020
OG0000493	Prbj.g_01116	Pray.g_01021
OG0000494	Prbj.g_00765	Pray.g_01022
OG0000495	Prbj.g_02128	Pray.g_01227
OG0000496	Prbj.g_02130	Pray.g_01226
OG0000497	Prbj.g_02132	Pray.g_01225
OG0000498	Prbj.g_02133	Pray.g_01224
OG0000499	Prbj.g_02139	Pray.g_01223
OG0000500	Prbj.g_02142	Pray.g_01221
OG0000501	Prbj.g_02144	Pray.g_01220
OG0000502	Prbj.g_02146	Pray.g_01219
OG0000503	Prbj.g_02666	Pray.g_01217
OG0000504	Prbj.g_01858	Pray.g_01216
OG0000505	Prbj.g_01859	Pray.g_01215
OG0000506	Prbj.g_01861	Pray.g_01214
OG0000507	Prbj.g_01862	Pray.g_01213
OG0000508	Prbj.g_01863	Pray.g_01212
OG0000509	Prbj.g_01864	Pray.g_01211
OG0000510	Prbj.g_01865	Pray.g_01210
OG0000511	Prbj.g_01867	Pray.g_01208
OG0000512	Prbj.g_01868	Pray.g_01207
OG0000513	Prbj.g_01869	Pray.g_01206
OG0000514	Prbj.g_01870	Pray.g_01205
OG0000515	Prbj.g_01871	Pray.g_01204
OG0000516	Prbj.g_01872	Pray.g_01203
OG0000517	Prbj.g_01874	Pray.g_01201
OG0000518	Prbj.g_01875	Pray.g_01200
OG0000519	Prbj.g_01877	Pray.g_01199
OG0000520	Prbj.g_01879	Pray.g_01198
OG0000521	Prbj.g_01880	Pray.g_01197
OG0000522	Prbj.g_01881	Pray.g_01196
OG0000523	Prbj.g_01882	Pray.g_01195
OG0000524	Prbj.g_01883	Pray.g_01194
OG0000525	Prbj.g_01885	Pray.g_01193
OG0000526	Prbj.g_01807	Pray.g_01192
OG0000527	Prbj.g_01806	Pray.g_01191
OG0000528	Prbj.g_01805	Pray.g_01190
OG0000529	Prbj.g_01803	Pray.g_01189
OG0000530	Prbj.g_01802	Pray.g_01188
OG0000531	Prbj.g_01801	Pray.g_01187
OG0000532	Prbj.g_01800	Pray.g_01186
OG0000533	Prbj.g_01796	Pray.g_01184
OG0000534	Prbj.g_01795	Pray.g_01183
OG0000535	Prbj.g_01794	Pray.g_01182
OG0000536	Prbj.g_01793	Pray.g_01181
OG0000537	Prbj.g_01792	Pray.g_01180
OG0000538	Prbj.g_01791	Pray.g_01179
OG0000539	Prbj.g_01787	Pray.g_01176
OG0000540	Prbj.g_01786	Pray.g_01175
OG0000541	Prbj.g_01785	Pray.g_01174
OG0000542	Prbj.g_01781	Pray.g_01172
OG0000543	Prbj.g_01780	Pray.g_01171
OG0000544	Prbj.g_01779	Pray.g_01170
OG0000545	Prbj.g_01778	Pray.g_01169
OG0000546	Prbj.g_01772	Pray.g_01168
OG0000547	Prbj.g_01771	Pray.g_01167
OG0000548	Prbj.g_01770	Pray.g_01166
OG0000549	Prbj.g_01768	Pray.g_01164
OG0000550	Prbj.g_01767	Pray.g_01163
OG0000551	Prbj.g_01766	Pray.g_01162
OG0000552	Prbj.g_01765	Pray.g_01161
OG0000553	Prbj.g_01764	Pray.g_01160
OG0000554	Prbj.g_01763	Pray.g_01159
OG0000555	Prbj.g_01760	Pray.g_01158
OG0000556	Prbj.g_01758	Pray.g_01157
OG0000557	Prbj.g_01757	Pray.g_01156
OG0000558	Prbj.g_01756	Pray.g_01155
OG0000559	Prbj.g_01755	Pray.g_01154
OG0000560	Prbj.g_01754	Pray.g_01153
OG0000561	Prbj.g_01753	Pray.g_01152
OG0000562	Prbj.g_01752	Pray.g_01151
OG0000563	Prbj.g_01750	Pray.g_01150
OG0000564	Prbj.g_01748	Pray.g_01149
OG0000565	Prbj.g_02544	Pray.g_01148
OG0000566	Prbj.g_02545	Pray.g_01147
OG0000567	Prbj.g_02546	Pray.g_01146
OG0000568	Prbj.g_02547	Pray.g_01145
OG0000569	Prbj.g_02550	Pray.g_01142
OG0000570	Prbj.g_02551	Pray.g_01141
OG0000571	Prbj.g_02553	Pray.g_01139
OG0000572	Prbj.g_02558	Pray.g_01138
OG0000573	Prbj.g_02559	Pray.g_01137
OG0000574	Prbj.g_02560	Pray.g_01136
OG0000575	Prbj.g_02563	Pray.g_01135
OG0000576	Prbj.g_02565	Pray.g_01134
OG0000577	Prbj.g_02566	Pray.g_01133
