Orthogroup	Prbj	Prac
OG0000051	Prbj.g_02392	Prac.g_01174
OG0000053	Prbj.g_00913, Prbj.g_02178	Prac.g_01560
OG0000054	Prbj.g_00869	Prac.g_00632
OG0000055	Prbj.g_01598	Prac.g_01904, Prac.g_00041
OG0000056	Prbj.g_01204	Prac.g_01916
OG0000057	Prbj.g_00530	Prac.g_01773, Prac.g_01590
OG0000058	Prbj.g_00875	Prac.g_01163
OG0000059	Prbj.g_02141	Prac.g_00833
OG0000061	Prbj.g_01324	Prac.g_01515
OG0000062	Prbj.g_02437	Prac.g_01453
OG0000063	Prbj.g_00227	Prac.g_01029
OG0000066	Prbj.g_00128	Prac.g_01069
OG0000067	Prbj.g_00758	Prac.g_00673
OG0000070	Prbj.g_01838	Prac.g_01256
OG0000071	Prbj.g_01915	Prac.g_01955
OG0000072	Prbj.g_01728	Prac.g_00175
OG0000074	Prbj.g_01465	Prac.g_00248
OG0000075	Prbj.g_00415, Prbj.g_00981	Prac.g_00548
OG0000076	Prbj.g_01468	Prac.g_00242
OG0000077	Prbj.g_02085	Prac.g_01936
OG0000078	Prbj.g_01460	Prac.g_01609
OG0000079	Prbj.g_02004	Prac.g_01150
OG0000080	Prbj.g_00824	Prac.g_00702
OG0000081	Prbj.g_00933	Prac.g_00680
OG0000082	Prbj.g_02419	Prac.g_01468
OG0000084	Prbj.g_02268	Prac.g_01327
OG0000085	Prbj.g_02066	Prac.g_01207
OG0000086	Prbj.g_01990	Prac.g_01018
OG0000090	Prbj.g_01464	Prac.g_00256
OG0000091	Prbj.g_01072	Prac.g_00403
OG0000092	Prbj.g_01678	Prac.g_00886
OG0000093	Prbj.g_01029	Prac.g_00500
OG0000094	Prbj.g_00985	Prac.g_00545
OG0000095	Prbj.g_01500	Prac.g_00015
OG0000096	Prbj.g_01218	Prac.g_00084
OG0000098	Prbj.g_02076	Prac.g_01944
OG0000099	Prbj.g_01195	Prac.g_01924
OG0000101	Prbj.g_01921	Prac.g_01882
OG0000102	Prbj.g_01551	Prac.g_01818
OG0000103	Prbj.g_01566	Prac.g_01810
OG0000104	Prbj.g_01547	Prac.g_01792
OG0000105	Prbj.g_00517	Prac.g_01760
OG0000106	Prbj.g_01138	Prac.g_01746
OG0000107	Prbj.g_01157	Prac.g_01738
OG0000108	Prbj.g_01167	Prac.g_01728
OG0000109	Prbj.g_02614	Prac.g_01691
OG0000110	Prbj.g_01352	Prac.g_01679
OG0000111	Prbj.g_01397	Prac.g_01657
OG0000112	Prbj.g_01410	Prac.g_01647
OG0000113	Prbj.g_01426	Prac.g_01634
OG0000114	Prbj.g_01480	Prac.g_01606
OG0000115	Prbj.g_00129	Prac.g_01070
OG0000116	Prbj.g_00127	Prac.g_01068
OG0000117	Prbj.g_01630	Prac.g_01064
OG0000118	Prbj.g_01608	Prac.g_00872
OG0000119	Prbj.g_02125	Prac.g_00840
OG0000120	Prbj.g_02127	Prac.g_00839
OG0000121	Prbj.g_02668	Prac.g_00829
OG0000122	Prbj.g_01866	Prac.g_00820
OG0000123	Prbj.g_01790	Prac.g_00789
OG0000124	Prbj.g_00792	Prac.g_00720
OG0000125	Prbj.g_00793	Prac.g_00719
OG0000126	Prbj.g_00794	Prac.g_00718
OG0000127	Prbj.g_00429	Prac.g_00685
OG0000128	Prbj.g_02181	Prac.g_01558
OG0000129	Prbj.g_02314	Prac.g_01538
OG0000130	Prbj.g_00023	Prac.g_01491
OG0000131	Prbj.g_02410	Prac.g_01477
OG0000132	Prbj.g_02474	Prac.g_01442
OG0000133	Prbj.g_02382	Prac.g_01368
OG0000134	Prbj.g_02388	Prac.g_01359
OG0000135	Prbj.g_02260	Prac.g_01323
OG0000136	Prbj.g_01841	Prac.g_01259
OG0000137	Prbj.g_01992	Prac.g_01015
OG0000139	Prbj.g_00843	Prac.g_00979
OG0000140	Prbj.g_00020	Prac.g_00928
OG0000141	Prbj.g_01848	Prac.g_00448
OG0000142	Prbj.g_01742	Prac.g_00187
OG0000143	Prbj.g_01639	Prac.g_00217
OG0000144	Prbj.g_01040	Prac.g_00424
OG0000145	Prbj.g_01057	Prac.g_00410
OG0000146	Prbj.g_00656	Prac.g_00374
OG0000147	Prbj.g_00882	Prac.g_00334
OG0000148	Prbj.g_00881	Prac.g_00333
OG0000149	Prbj.g_00863	Prac.g_00627
OG0000150	Prbj.g_00461	Prac.g_00589
OG0000151	Prbj.g_00458	Prac.g_00586
OG0000152	Prbj.g_00425	Prac.g_00471
OG0000153	Prbj.g_01024	Prac.g_00507
OG0000154	Prbj.g_00987	Prac.g_00543
OG0000155	Prbj.g_00400	Prac.g_00560
OG0000156	Prbj.g_01516	Prac.g_00026
OG0000157	Prbj.g_01280	Prac.g_00057
OG0000158	Prbj.g_02047	Prac.g_00118
OG0000160	Prbj.g_02074	Prac.g_01946
OG0000161	Prbj.g_02075	Prac.g_01945
OG0000162	Prbj.g_02077	Prac.g_01943
OG0000163	Prbj.g_02078	Prac.g_01942
OG0000164	Prbj.g_02079	Prac.g_01941
OG0000165	Prbj.g_02080	Prac.g_01940
OG0000166	Prbj.g_02082	Prac.g_01939
OG0000167	Prbj.g_02083	Prac.g_01938
OG0000168	Prbj.g_02084	Prac.g_01937
OG0000169	Prbj.g_02086	Prac.g_01935
OG0000170	Prbj.g_01182	Prac.g_01933
OG0000171	Prbj.g_01183	Prac.g_01932
OG0000172	Prbj.g_01188	Prac.g_01931
OG0000173	Prbj.g_01189	Prac.g_01930
OG0000174	Prbj.g_01190	Prac.g_01929
OG0000175	Prbj.g_01191	Prac.g_01928
OG0000176	Prbj.g_01192	Prac.g_01927
OG0000177	Prbj.g_01193	Prac.g_01926
OG0000178	Prbj.g_01194	Prac.g_01925
OG0000179	Prbj.g_01196	Prac.g_01923
OG0000180	Prbj.g_01197	Prac.g_01922
OG0000181	Prbj.g_01198	Prac.g_01921
OG0000182	Prbj.g_01199	Prac.g_01920
OG0000183	Prbj.g_01200	Prac.g_01919
OG0000184	Prbj.g_01202	Prac.g_01918
OG0000185	Prbj.g_01207	Prac.g_01915
OG0000186	Prbj.g_01212	Prac.g_01911
OG0000187	Prbj.g_01213	Prac.g_01910
OG0000188	Prbj.g_01214	Prac.g_01909
OG0000189	Prbj.g_01215	Prac.g_01892
OG0000190	Prbj.g_01217	Prac.g_01890
OG0000191	Prbj.g_01953	Prac.g_01889
OG0000192	Prbj.g_01951	Prac.g_01888
OG0000193	Prbj.g_01950	Prac.g_01886
OG0000194	Prbj.g_01943	Prac.g_01885
OG0000195	Prbj.g_01936	Prac.g_01884
OG0000196	Prbj.g_01928	Prac.g_01883
OG0000197	Prbj.g_01920	Prac.g_01881
OG0000198	Prbj.g_01919	Prac.g_01880
OG0000199	Prbj.g_01918	Prac.g_01879
OG0000200	Prbj.g_00558	Prac.g_01867
OG0000201	Prbj.g_00560	Prac.g_01866
OG0000202	Prbj.g_00561	Prac.g_01865
OG0000203	Prbj.g_00564	Prac.g_01862
OG0000204	Prbj.g_00565	Prac.g_01861
OG0000205	Prbj.g_00569	Prac.g_01858
OG0000206	Prbj.g_00571	Prac.g_01856
OG0000207	Prbj.g_00575	Prac.g_01854
OG0000208	Prbj.g_00576	Prac.g_01853
OG0000209	Prbj.g_00047	Prac.g_01852
OG0000210	Prbj.g_00577	Prac.g_01851
OG0000211	Prbj.g_00580	Prac.g_01850
OG0000212	Prbj.g_00581	Prac.g_01849
OG0000213	Prbj.g_00582	Prac.g_01848
OG0000214	Prbj.g_00583	Prac.g_01847
OG0000215	Prbj.g_00584	Prac.g_01846
OG0000216	Prbj.g_00585	Prac.g_01845
OG0000217	Prbj.g_00589	Prac.g_01843
OG0000218	Prbj.g_00590	Prac.g_01842
OG0000219	Prbj.g_00596	Prac.g_01841
OG0000220	Prbj.g_00600	Prac.g_01840
OG0000221	Prbj.g_00605	Prac.g_01837
OG0000222	Prbj.g_00606	Prac.g_01836
OG0000223	Prbj.g_00607	Prac.g_01835
OG0000224	Prbj.g_00609	Prac.g_01834
OG0000225	Prbj.g_00610	Prac.g_01833
OG0000226	Prbj.g_00611	Prac.g_01832
OG0000227	Prbj.g_00613	Prac.g_01831
OG0000228	Prbj.g_00614	Prac.g_01830
OG0000229	Prbj.g_00615	Prac.g_01829
OG0000230	Prbj.g_00616	Prac.g_01828
OG0000231	Prbj.g_00617	Prac.g_01827
OG0000232	Prbj.g_00619	Prac.g_01825
OG0000233	Prbj.g_00620	Prac.g_01824
OG0000234	Prbj.g_00621	Prac.g_01823
OG0000235	Prbj.g_00624	Prac.g_01822
OG0000236	Prbj.g_00628	Prac.g_01821
OG0000237	Prbj.g_00630	Prac.g_01820
OG0000238	Prbj.g_01550	Prac.g_01819
OG0000239	Prbj.g_01552	Prac.g_01817
OG0000240	Prbj.g_01554	Prac.g_01816
OG0000241	Prbj.g_01556	Prac.g_01815
OG0000242	Prbj.g_01557	Prac.g_01814
OG0000243	Prbj.g_01562	Prac.g_01811
OG0000244	Prbj.g_01567	Prac.g_01809
OG0000245	Prbj.g_01568	Prac.g_01808
OG0000246	Prbj.g_01569	Prac.g_01807
OG0000247	Prbj.g_01530	Prac.g_01804
OG0000248	Prbj.g_01532	Prac.g_01802
OG0000249	Prbj.g_01535	Prac.g_01801
OG0000250	Prbj.g_01537	Prac.g_01800
OG0000251	Prbj.g_01538	Prac.g_01799
OG0000252	Prbj.g_01539	Prac.g_01798
OG0000253	Prbj.g_01540	Prac.g_01797
OG0000254	Prbj.g_01542	Prac.g_01795
OG0000255	Prbj.g_01543	Prac.g_01794
OG0000256	Prbj.g_01548	Prac.g_01791
OG0000257	Prbj.g_00545	Prac.g_01789
OG0000258	Prbj.g_00543	Prac.g_01785
OG0000259	Prbj.g_00542	Prac.g_01784
OG0000260	Prbj.g_00541	Prac.g_01783
OG0000261	Prbj.g_00540	Prac.g_01782
OG0000262	Prbj.g_00539	Prac.g_01781
OG0000263	Prbj.g_00537	Prac.g_01779
OG0000264	Prbj.g_00536	Prac.g_01778
OG0000265	Prbj.g_00535	Prac.g_01777
OG0000266	Prbj.g_00534	Prac.g_01776
OG0000267	Prbj.g_00533	Prac.g_01775
OG0000268	Prbj.g_00531	Prac.g_01774
OG0000269	Prbj.g_00529	Prac.g_01772
OG0000270	Prbj.g_00528	Prac.g_01771
OG0000271	Prbj.g_00527	Prac.g_01770
OG0000272	Prbj.g_00526	Prac.g_01769
OG0000273	Prbj.g_00525	Prac.g_01768
OG0000274	Prbj.g_00524	Prac.g_01767
OG0000275	Prbj.g_00523	Prac.g_01766
OG0000276	Prbj.g_00522	Prac.g_01765
OG0000277	Prbj.g_00520	Prac.g_01763
OG0000278	Prbj.g_00519	Prac.g_01762
OG0000279	Prbj.g_00518	Prac.g_01761
OG0000280	Prbj.g_00516	Prac.g_01759
OG0000281	Prbj.g_00515	Prac.g_01757
OG0000282	Prbj.g_00514	Prac.g_01756
OG0000283	Prbj.g_00513	Prac.g_01755
OG0000284	Prbj.g_00512	Prac.g_01754
OG0000285	Prbj.g_00511	Prac.g_01753
OG0000286	Prbj.g_00510	Prac.g_01752
OG0000287	Prbj.g_00509	Prac.g_01751
OG0000288	Prbj.g_02369	Prac.g_01749
OG0000289	Prbj.g_01135	Prac.g_01748
OG0000290	Prbj.g_01137	Prac.g_01747
OG0000291	Prbj.g_01141	Prac.g_01745
OG0000292	Prbj.g_01143	Prac.g_01744
OG0000293	Prbj.g_01146	Prac.g_01743
OG0000294	Prbj.g_01148	Prac.g_01742
OG0000295	Prbj.g_01151	Prac.g_01741
OG0000296	Prbj.g_01152	Prac.g_01740
OG0000297	Prbj.g_01155	Prac.g_01739
OG0000298	Prbj.g_01158	Prac.g_01737
OG0000299	Prbj.g_01159	Prac.g_01736
OG0000300	Prbj.g_01160	Prac.g_01735
OG0000301	Prbj.g_01161	Prac.g_01734
OG0000302	Prbj.g_01162	Prac.g_01733
OG0000303	Prbj.g_01163	Prac.g_01732
OG0000304	Prbj.g_01165	Prac.g_01730
OG0000305	Prbj.g_01166	Prac.g_01729
OG0000306	Prbj.g_01173	Prac.g_01726
OG0000307	Prbj.g_01174	Prac.g_01725
OG0000308	Prbj.g_00289	Prac.g_01724
OG0000309	Prbj.g_00288	Prac.g_01723
OG0000310	Prbj.g_00287	Prac.g_01722
OG0000311	Prbj.g_00234	Prac.g_01721
OG0000312	Prbj.g_00235	Prac.g_01720
OG0000313	Prbj.g_00237	Prac.g_01719
OG0000314	Prbj.g_00238	Prac.g_01718
OG0000315	Prbj.g_00240	Prac.g_01717
OG0000316	Prbj.g_00250	Prac.g_01716
OG0000317	Prbj.g_00251	Prac.g_01715
OG0000318	Prbj.g_00252	Prac.g_01714
OG0000319	Prbj.g_00258	Prac.g_01713
OG0000320	Prbj.g_00259	Prac.g_01712
OG0000321	Prbj.g_00262	Prac.g_01711
OG0000322	Prbj.g_00263	Prac.g_01710
OG0000323	Prbj.g_00264	Prac.g_01709
OG0000324	Prbj.g_00265	Prac.g_01708
OG0000325	Prbj.g_00266	Prac.g_01707
OG0000326	Prbj.g_00267	Prac.g_01706
OG0000327	Prbj.g_00268	Prac.g_01705
OG0000328	Prbj.g_00270	Prac.g_01704
OG0000329	Prbj.g_00271	Prac.g_01703
OG0000330	Prbj.g_00272	Prac.g_01702
OG0000331	Prbj.g_00181	Prac.g_01701
OG0000332	Prbj.g_01775	Prac.g_01700
OG0000333	Prbj.g_01776	Prac.g_01699
OG0000334	Prbj.g_01777	Prac.g_01698
OG0000335	Prbj.g_00177	Prac.g_01697
OG0000336	Prbj.g_00176	Prac.g_01695
OG0000337	Prbj.g_02608	Prac.g_01694
OG0000338	Prbj.g_02615	Prac.g_01690
OG0000339	Prbj.g_02661	Prac.g_01688
OG0000340	Prbj.g_01341	Prac.g_01686
OG0000341	Prbj.g_01342	Prac.g_01685
OG0000342	Prbj.g_01343	Prac.g_01684
OG0000343	Prbj.g_01345	Prac.g_01683
OG0000344	Prbj.g_01350	Prac.g_01680
OG0000345	Prbj.g_01359	Prac.g_01678
OG0000346	Prbj.g_01360	Prac.g_01677
OG0000347	Prbj.g_01362	Prac.g_01674
OG0000348	Prbj.g_01364	Prac.g_01672
OG0000349	Prbj.g_01366	Prac.g_01671
OG0000350	Prbj.g_01372	Prac.g_01669
OG0000351	Prbj.g_00180	Prac.g_01668
OG0000352	Prbj.g_01385	Prac.g_01667
OG0000353	Prbj.g_01386	Prac.g_01666
OG0000354	Prbj.g_01388	Prac.g_01665
OG0000355	Prbj.g_01389	Prac.g_01664
OG0000356	Prbj.g_01390	Prac.g_01663
OG0000357	Prbj.g_01391	Prac.g_01662
OG0000358	Prbj.g_01392	Prac.g_01661
OG0000359	Prbj.g_01394	Prac.g_01660
OG0000360	Prbj.g_01399	Prac.g_01656
OG0000361	Prbj.g_01400	Prac.g_01655
OG0000362	Prbj.g_01401	Prac.g_01654
OG0000363	Prbj.g_01403	Prac.g_01653
OG0000364	Prbj.g_01408	Prac.g_01649
OG0000365	Prbj.g_01409	Prac.g_01648
OG0000366	Prbj.g_01411	Prac.g_01646
OG0000367	Prbj.g_01413	Prac.g_01645
OG0000368	Prbj.g_01414	Prac.g_01644
OG0000369	Prbj.g_01415	Prac.g_01643
OG0000370	Prbj.g_01416	Prac.g_01642
OG0000371	Prbj.g_01417	Prac.g_01641
OG0000372	Prbj.g_01418	Prac.g_01640
OG0000373	Prbj.g_01419	Prac.g_01639
OG0000374	Prbj.g_01422	Prac.g_01637
OG0000375	Prbj.g_01423	Prac.g_01636
OG0000376	Prbj.g_01427	Prac.g_01633
OG0000377	Prbj.g_01430	Prac.g_01632
OG0000378	Prbj.g_01431	Prac.g_01631
OG0000379	Prbj.g_01432	Prac.g_01630
OG0000380	Prbj.g_01437	Prac.g_01629
OG0000381	Prbj.g_01438	Prac.g_01628
OG0000382	Prbj.g_01439	Prac.g_01627
OG0000383	Prbj.g_01441	Prac.g_01626
OG0000384	Prbj.g_01444	Prac.g_01623
OG0000385	Prbj.g_01445	Prac.g_01622
OG0000386	Prbj.g_01446	Prac.g_01621
OG0000387	Prbj.g_01448	Prac.g_01620
OG0000388	Prbj.g_01449	Prac.g_01619
OG0000389	Prbj.g_01450	Prac.g_01618
OG0000390	Prbj.g_01451	Prac.g_01617
OG0000391	Prbj.g_01452	Prac.g_01616
OG0000392	Prbj.g_01453	Prac.g_01615
OG0000393	Prbj.g_01454	Prac.g_01614
OG0000394	Prbj.g_01455	Prac.g_01613
OG0000395	Prbj.g_01456	Prac.g_01612
OG0000396	Prbj.g_01459	Prac.g_01610
OG0000397	Prbj.g_01469	Prac.g_01608
OG0000398	Prbj.g_01471	Prac.g_01607
OG0000399	Prbj.g_00359	Prac.g_01604
OG0000400	Prbj.g_00352	Prac.g_01603
OG0000401	Prbj.g_00351	Prac.g_01602
OG0000402	Prbj.g_00341	Prac.g_01200
OG0000403	Prbj.g_00339	Prac.g_01199
OG0000404	Prbj.g_00338	Prac.g_01198
OG0000405	Prbj.g_00336	Prac.g_01196
OG0000406	Prbj.g_00331	Prac.g_01193
OG0000407	Prbj.g_00330	Prac.g_01192
OG0000408	Prbj.g_00324	Prac.g_01189
OG0000409	Prbj.g_00323	Prac.g_01188
OG0000410	Prbj.g_00322	Prac.g_01187
OG0000411	Prbj.g_00321	Prac.g_01186
OG0000412	Prbj.g_00320	Prac.g_01185
OG0000413	Prbj.g_00319	Prac.g_01184
OG0000414	Prbj.g_00318	Prac.g_01183
OG0000415	Prbj.g_00317	Prac.g_01182
OG0000416	Prbj.g_00063	Prac.g_01179
OG0000417	Prbj.g_00064	Prac.g_01178
OG0000418	Prbj.g_00067	Prac.g_01177
OG0000419	Prbj.g_00068	Prac.g_01176
OG0000420	Prbj.g_02500	Prac.g_01175
OG0000421	Prbj.g_00563	Prac.g_01162
OG0000422	Prbj.g_00874	Prac.g_01154
OG0000423	Prbj.g_00689	Prac.g_01153
OG0000424	Prbj.g_02659	Prac.g_01148
OG0000425	Prbj.g_00076	Prac.g_01116
OG0000426	Prbj.g_00077	Prac.g_01115
OG0000427	Prbj.g_00089	Prac.g_01114
OG0000428	Prbj.g_00099	Prac.g_01112
OG0000429	Prbj.g_00100	Prac.g_01111
OG0000430	Prbj.g_00102	Prac.g_01109
OG0000431	Prbj.g_00103	Prac.g_01108
OG0000432	Prbj.g_00104	Prac.g_01107
OG0000433	Prbj.g_00105	Prac.g_01106
OG0000434	Prbj.g_00107	Prac.g_01105
OG0000435	Prbj.g_00108	Prac.g_01104
OG0000436	Prbj.g_00109	Prac.g_01103
OG0000437	Prbj.g_00110	Prac.g_01102
OG0000438	Prbj.g_00111	Prac.g_01101
OG0000439	Prbj.g_00112	Prac.g_01100
OG0000440	Prbj.g_00113	Prac.g_01099
OG0000441	Prbj.g_00117	Prac.g_01098
OG0000442	Prbj.g_00118	Prac.g_01097
OG0000443	Prbj.g_00119	Prac.g_01096
OG0000444	Prbj.g_00120	Prac.g_01095
OG0000445	Prbj.g_01894	Prac.g_01094
OG0000446	Prbj.g_01892	Prac.g_01092
OG0000447	Prbj.g_01891	Prac.g_01091
OG0000448	Prbj.g_01888	Prac.g_01089
OG0000449	Prbj.g_00152	Prac.g_01084
OG0000450	Prbj.g_00151	Prac.g_01083
OG0000451	Prbj.g_00148	Prac.g_01082
OG0000452	Prbj.g_00136	Prac.g_01081
OG0000453	Prbj.g_00134	Prac.g_01080
OG0000454	Prbj.g_00132	Prac.g_01073
OG0000455	Prbj.g_00130	Prac.g_01071
OG0000456	Prbj.g_01638	Prac.g_01067
OG0000457	Prbj.g_01635	Prac.g_01066
OG0000458	Prbj.g_01631	Prac.g_01065
OG0000459	Prbj.g_01629	Prac.g_01063
OG0000460	Prbj.g_01627	Prac.g_01061
OG0000461	Prbj.g_01626	Prac.g_01060
OG0000462	Prbj.g_01625	Prac.g_01059
OG0000463	Prbj.g_01622	Prac.g_01057
OG0000464	Prbj.g_01620	Prac.g_01056
OG0000465	Prbj.g_01619	Prac.g_01055
OG0000466	Prbj.g_01618	Prac.g_01054
OG0000467	Prbj.g_01617	Prac.g_01053
OG0000468	Prbj.g_01616	Prac.g_01052
OG0000469	Prbj.g_01615	Prac.g_01051
OG0000470	Prbj.g_01614	Prac.g_01050
OG0000471	Prbj.g_01613	Prac.g_01049
OG0000472	Prbj.g_01605	Prac.g_00871
OG0000473	Prbj.g_02088	Prac.g_00870
OG0000474	Prbj.g_02089	Prac.g_00869
OG0000475	Prbj.g_02090	Prac.g_00868
OG0000476	Prbj.g_02093	Prac.g_00866
OG0000477	Prbj.g_02094	Prac.g_00865
OG0000478	Prbj.g_02095	Prac.g_00864
OG0000479	Prbj.g_02096	Prac.g_00863
OG0000480	Prbj.g_02097	Prac.g_00861
OG0000481	Prbj.g_02098	Prac.g_00859
OG0000482	Prbj.g_02099	Prac.g_00858
OG0000483	Prbj.g_02101	Prac.g_00857
OG0000484	Prbj.g_02102	Prac.g_00856
OG0000485	Prbj.g_02103	Prac.g_00855
OG0000486	Prbj.g_02108	Prac.g_00854
OG0000487	Prbj.g_02113	Prac.g_00849
OG0000488	Prbj.g_02114	Prac.g_00847
OG0000489	Prbj.g_02115	Prac.g_00846
OG0000490	Prbj.g_02117	Prac.g_00845
OG0000491	Prbj.g_02118	Prac.g_00844
OG0000492	Prbj.g_02123	Prac.g_00843
OG0000493	Prbj.g_01116	Prac.g_00842
OG0000494	Prbj.g_00765	Prac.g_00841
OG0000495	Prbj.g_02128	Prac.g_00838
OG0000496	Prbj.g_02130	Prac.g_00837
OG0000497	Prbj.g_02132	Prac.g_00836
OG0000498	Prbj.g_02133	Prac.g_00835
OG0000499	Prbj.g_02139	Prac.g_00834
OG0000500	Prbj.g_02142	Prac.g_00832
OG0000501	Prbj.g_02144	Prac.g_00831
OG0000502	Prbj.g_02146	Prac.g_00830
OG0000503	Prbj.g_02666	Prac.g_00828
OG0000504	Prbj.g_01858	Prac.g_00827
OG0000505	Prbj.g_01859	Prac.g_00826
OG0000506	Prbj.g_01861	Prac.g_00825
OG0000507	Prbj.g_01862	Prac.g_00824
OG0000508	Prbj.g_01863	Prac.g_00823
OG0000509	Prbj.g_01864	Prac.g_00822
OG0000510	Prbj.g_01865	Prac.g_00821
OG0000511	Prbj.g_01867	Prac.g_00819
OG0000512	Prbj.g_01868	Prac.g_00818
OG0000513	Prbj.g_01869	Prac.g_00817
OG0000514	Prbj.g_01870	Prac.g_00816
OG0000515	Prbj.g_01871	Prac.g_00815
OG0000516	Prbj.g_01872	Prac.g_00814
OG0000517	Prbj.g_01874	Prac.g_00812
OG0000518	Prbj.g_01875	Prac.g_00811
OG0000519	Prbj.g_01877	Prac.g_00810
OG0000520	Prbj.g_01879	Prac.g_00809
OG0000521	Prbj.g_01880	Prac.g_00808
OG0000522	Prbj.g_01881	Prac.g_00807
OG0000523	Prbj.g_01882	Prac.g_00806
OG0000524	Prbj.g_01883	Prac.g_00805
OG0000525	Prbj.g_01885	Prac.g_00804
OG0000526	Prbj.g_01807	Prac.g_00803
OG0000527	Prbj.g_01806	Prac.g_00802
OG0000528	Prbj.g_01805	Prac.g_00801
OG0000529	Prbj.g_01803	Prac.g_00800
OG0000530	Prbj.g_01802	Prac.g_00799
OG0000531	Prbj.g_01801	Prac.g_00798
OG0000532	Prbj.g_01800	Prac.g_00797
OG0000533	Prbj.g_01796	Prac.g_00795
OG0000534	Prbj.g_01795	Prac.g_00794
OG0000535	Prbj.g_01794	Prac.g_00793
OG0000536	Prbj.g_01793	Prac.g_00792
OG0000537	Prbj.g_01792	Prac.g_00791
OG0000538	Prbj.g_01791	Prac.g_00790
OG0000539	Prbj.g_01787	Prac.g_00787
OG0000540	Prbj.g_01786	Prac.g_00786
OG0000541	Prbj.g_01785	Prac.g_00785
OG0000542	Prbj.g_01781	Prac.g_00782
OG0000543	Prbj.g_01780	Prac.g_00780
OG0000544	Prbj.g_01779	Prac.g_00779
OG0000545	Prbj.g_01778	Prac.g_00778
OG0000546	Prbj.g_01772	Prac.g_00777
OG0000547	Prbj.g_01771	Prac.g_00776
OG0000548	Prbj.g_01770	Prac.g_00775
OG0000549	Prbj.g_01768	Prac.g_00772
OG0000550	Prbj.g_01767	Prac.g_00771
OG0000551	Prbj.g_01766	Prac.g_00770
OG0000552	Prbj.g_01765	Prac.g_00769
OG0000553	Prbj.g_01764	Prac.g_00768
OG0000554	Prbj.g_01763	Prac.g_00767
OG0000555	Prbj.g_01760	Prac.g_00766
OG0000556	Prbj.g_01758	Prac.g_00765
OG0000557	Prbj.g_01757	Prac.g_00764
OG0000558	Prbj.g_01756	Prac.g_00763
OG0000559	Prbj.g_01755	Prac.g_00762
OG0000560	Prbj.g_01754	Prac.g_00761
OG0000561	Prbj.g_01753	Prac.g_00760
OG0000562	Prbj.g_01752	Prac.g_00759
OG0000563	Prbj.g_01750	Prac.g_00758
OG0000564	Prbj.g_01748	Prac.g_00757
OG0000565	Prbj.g_02544	Prac.g_00756
OG0000566	Prbj.g_02545	Prac.g_00755
OG0000567	Prbj.g_02546	Prac.g_00754
OG0000568	Prbj.g_02547	Prac.g_00753
OG0000569	Prbj.g_02550	Prac.g_00750
OG0000570	Prbj.g_02551	Prac.g_00749
OG0000571	Prbj.g_02553	Prac.g_00747
OG0000572	Prbj.g_02558	Prac.g_00746
OG0000573	Prbj.g_02559	Prac.g_00745
OG0000574	Prbj.g_02560	Prac.g_00744
OG0000575	Prbj.g_02563	Prac.g_00743
OG0000576	Prbj.g_02565	Prac.g_00742
OG0000577	Prbj.g_02566	Prac.g_00741
