Orthogroup	Prbj	Pral
OG0000090	Prbj.g_01464	Pral.g_01201
OG0000091	Prbj.g_01072	Pral.g_01153
OG0000092	Prbj.g_01678	Pral.g_00065
OG0000093	Prbj.g_01029	Pral.g_00195
OG0000094	Prbj.g_00985	Pral.g_00239
OG0000095	Prbj.g_01500	Pral.g_00277
OG0000096	Prbj.g_01218	Pral.g_00350
OG0000097	Prbj.g_01999	Pral.g_00370
OG0000098	Prbj.g_02076	Pral.g_00413
OG0000099	Prbj.g_01195	Pral.g_01021
OG0000101	Prbj.g_01921	Pral.g_00993
OG0000102	Prbj.g_01551	Pral.g_00932
OG0000103	Prbj.g_01566	Pral.g_00923
OG0000104	Prbj.g_01547	Pral.g_00906
OG0000105	Prbj.g_00517	Pral.g_00873
OG0000106	Prbj.g_01138	Pral.g_00860
OG0000107	Prbj.g_01157	Pral.g_00851
OG0000108	Prbj.g_01167	Pral.g_00842
OG0000109	Prbj.g_02614	Pral.g_00800
OG0000110	Prbj.g_01352	Pral.g_00788
OG0000111	Prbj.g_01397	Pral.g_00765
OG0000112	Prbj.g_01410	Pral.g_00754
OG0000113	Prbj.g_01426	Pral.g_00741
OG0000114	Prbj.g_01480	Pral.g_00714
OG0000115	Prbj.g_00129	Pral.g_01832, Pral.g_00618
OG0000116	Prbj.g_00127	Pral.g_00616
OG0000117	Prbj.g_01630	Pral.g_00611
OG0000118	Prbj.g_01608	Pral.g_00591
OG0000119	Prbj.g_02125	Pral.g_00558
OG0000120	Prbj.g_02127	Pral.g_00557
OG0000121	Prbj.g_02668	Pral.g_00547
OG0000122	Prbj.g_01866	Pral.g_00538
OG0000123	Prbj.g_01790	Pral.g_00504
OG0000124	Prbj.g_00792	Pral.g_01452
OG0000125	Prbj.g_00793	Pral.g_01453
OG0000126	Prbj.g_00794	Pral.g_01454
OG0000127	Prbj.g_00429	Pral.g_01755
OG0000128	Prbj.g_02181	Pral.g_01727
OG0000129	Prbj.g_02314	Pral.g_01705
OG0000130	Prbj.g_00023	Pral.g_01665
OG0000131	Prbj.g_02410	Pral.g_01486
OG0000132	Prbj.g_02474	Pral.g_01522
OG0000133	Prbj.g_02382	Pral.g_01782
OG0000134	Prbj.g_02388	Pral.g_01472
OG0000135	Prbj.g_02260	Pral.g_01623
OG0000136	Prbj.g_01841	Pral.g_01564
OG0000137	Prbj.g_01992	Pral.g_00075
OG0000138	Prbj.g_00965	Pral.g_01361
OG0000139	Prbj.g_00843	Pral.g_01373, Pral.g_01187
OG0000140	Prbj.g_00020	Pral.g_00455
OG0000141	Prbj.g_01848	Pral.g_01064
OG0000142	Prbj.g_01742	Pral.g_01269
OG0000143	Prbj.g_01639	Pral.g_01222
OG0000144	Prbj.g_01040	Pral.g_01179
OG0000145	Prbj.g_01057	Pral.g_01160
OG0000146	Prbj.g_00656	Pral.g_01123
OG0000147	Prbj.g_00882	Pral.g_01074
OG0000148	Prbj.g_00881	Pral.g_01073
OG0000149	Prbj.g_00863	Pral.g_00104
OG0000150	Prbj.g_00461	Pral.g_00143
OG0000151	Prbj.g_00458	Pral.g_00146
OG0000152	Prbj.g_00425	Pral.g_00167
OG0000153	Prbj.g_01024	Pral.g_00201
OG0000154	Prbj.g_00987	Pral.g_00237
OG0000155	Prbj.g_00400	Pral.g_00256
OG0000156	Prbj.g_01516	Pral.g_00289
OG0000157	Prbj.g_01280	Pral.g_00323
OG0000158	Prbj.g_02047	Pral.g_00390
OG0000160	Prbj.g_02074	Pral.g_00411
OG0000161	Prbj.g_02075	Pral.g_00412
OG0000162	Prbj.g_02077	Pral.g_00414
OG0000163	Prbj.g_02078	Pral.g_00415
OG0000164	Prbj.g_02079	Pral.g_00416
OG0000165	Prbj.g_02080	Pral.g_00417
OG0000166	Prbj.g_02082	Pral.g_00418
OG0000167	Prbj.g_02083	Pral.g_00419
OG0000168	Prbj.g_02084	Pral.g_00420
OG0000169	Prbj.g_02086	Pral.g_00422
OG0000170	Prbj.g_01182	Pral.g_01030
OG0000171	Prbj.g_01183	Pral.g_01029
OG0000172	Prbj.g_01188	Pral.g_01028
OG0000173	Prbj.g_01189	Pral.g_01027
OG0000174	Prbj.g_01190	Pral.g_01026
OG0000175	Prbj.g_01191	Pral.g_01025
OG0000176	Prbj.g_01192	Pral.g_01024
OG0000177	Prbj.g_01193	Pral.g_01023
OG0000178	Prbj.g_01194	Pral.g_01022
OG0000179	Prbj.g_01196	Pral.g_01020
OG0000180	Prbj.g_01197	Pral.g_01019
OG0000181	Prbj.g_01198	Pral.g_01018
OG0000182	Prbj.g_01199	Pral.g_01017
OG0000183	Prbj.g_01200	Pral.g_01016
OG0000184	Prbj.g_01202	Pral.g_01014
OG0000185	Prbj.g_01207	Pral.g_01011
OG0000186	Prbj.g_01212	Pral.g_01009
OG0000187	Prbj.g_01213	Pral.g_01008
OG0000188	Prbj.g_01214	Pral.g_01007
OG0000189	Prbj.g_01215	Pral.g_01005
OG0000190	Prbj.g_01217	Pral.g_01003
OG0000191	Prbj.g_01953	Pral.g_01001
OG0000192	Prbj.g_01951	Pral.g_01000
OG0000193	Prbj.g_01950	Pral.g_00999
OG0000194	Prbj.g_01943	Pral.g_00996
OG0000195	Prbj.g_01936	Pral.g_00995
OG0000196	Prbj.g_01928	Pral.g_00994
OG0000197	Prbj.g_01920	Pral.g_00992
OG0000198	Prbj.g_01919	Pral.g_00991
OG0000199	Prbj.g_01918	Pral.g_00990
OG0000200	Prbj.g_00558	Pral.g_00984
OG0000201	Prbj.g_00560	Pral.g_00983
OG0000202	Prbj.g_00561	Pral.g_00982
OG0000203	Prbj.g_00564	Pral.g_00978
OG0000204	Prbj.g_00565	Pral.g_00977
OG0000205	Prbj.g_00569	Pral.g_00974
OG0000206	Prbj.g_00571	Pral.g_00972
OG0000207	Prbj.g_00575	Pral.g_00970
OG0000208	Prbj.g_00576	Pral.g_00969
OG0000209	Prbj.g_00047	Pral.g_00048
OG0000210	Prbj.g_00577	Pral.g_00968
OG0000211	Prbj.g_00580	Pral.g_00966
OG0000212	Prbj.g_00581	Pral.g_00965
OG0000213	Prbj.g_00582	Pral.g_00964
OG0000214	Prbj.g_00583	Pral.g_00963
OG0000215	Prbj.g_00584	Pral.g_00962
OG0000216	Prbj.g_00585	Pral.g_00961
OG0000217	Prbj.g_00589	Pral.g_00959
OG0000218	Prbj.g_00590	Pral.g_00958
OG0000219	Prbj.g_00596	Pral.g_00957
OG0000220	Prbj.g_00600	Pral.g_00956
OG0000221	Prbj.g_00605	Pral.g_00953
OG0000222	Prbj.g_00606	Pral.g_00952
OG0000223	Prbj.g_00607	Pral.g_00951
OG0000224	Prbj.g_00609	Pral.g_00950
OG0000225	Prbj.g_00610	Pral.g_00949
OG0000226	Prbj.g_00611	Pral.g_00948
OG0000227	Prbj.g_00613	Pral.g_00946
OG0000228	Prbj.g_00614	Pral.g_00945
OG0000229	Prbj.g_00615	Pral.g_00944
OG0000230	Prbj.g_00616	Pral.g_00943
OG0000231	Prbj.g_00617	Pral.g_00942
OG0000232	Prbj.g_00619	Pral.g_00941
OG0000233	Prbj.g_00620	Pral.g_00940
OG0000234	Prbj.g_00621	Pral.g_00939
OG0000235	Prbj.g_00624	Pral.g_00938
OG0000236	Prbj.g_00628	Pral.g_00935
OG0000237	Prbj.g_00630	Pral.g_00934
OG0000238	Prbj.g_01550	Pral.g_00933
OG0000239	Prbj.g_01552	Pral.g_00931
OG0000240	Prbj.g_01554	Pral.g_00930
OG0000241	Prbj.g_01556	Pral.g_00929
OG0000242	Prbj.g_01557	Pral.g_00928
OG0000243	Prbj.g_01562	Pral.g_00925
OG0000244	Prbj.g_01567	Pral.g_00922
OG0000245	Prbj.g_01568	Pral.g_00921
OG0000246	Prbj.g_01569	Pral.g_00920
OG0000247	Prbj.g_01530	Pral.g_00918
OG0000248	Prbj.g_01532	Pral.g_00916
OG0000249	Prbj.g_01535	Pral.g_00914
OG0000250	Prbj.g_01537	Pral.g_00913
OG0000251	Prbj.g_01538	Pral.g_00912
OG0000252	Prbj.g_01539	Pral.g_00911
OG0000253	Prbj.g_01540	Pral.g_00910
OG0000254	Prbj.g_01542	Pral.g_00450
OG0000255	Prbj.g_01543	Pral.g_00908
OG0000256	Prbj.g_01548	Pral.g_00905
OG0000257	Prbj.g_00545	Pral.g_00903
OG0000258	Prbj.g_00543	Pral.g_00900
OG0000259	Prbj.g_00542	Pral.g_00899
OG0000260	Prbj.g_00541	Pral.g_00898
OG0000261	Prbj.g_00540	Pral.g_00897
OG0000262	Prbj.g_00539	Pral.g_00896
OG0000263	Prbj.g_00537	Pral.g_00894
OG0000264	Prbj.g_00536	Pral.g_00893
OG0000265	Prbj.g_00535	Pral.g_00892
OG0000266	Prbj.g_00534	Pral.g_00891
OG0000267	Prbj.g_00533	Pral.g_00890
OG0000268	Prbj.g_00531	Pral.g_00888
OG0000269	Prbj.g_00529	Pral.g_00886
OG0000270	Prbj.g_00528	Pral.g_00885
OG0000271	Prbj.g_00527	Pral.g_00884
OG0000272	Prbj.g_00526	Pral.g_00883
OG0000273	Prbj.g_00525	Pral.g_00882
OG0000274	Prbj.g_00524	Pral.g_00881
OG0000275	Prbj.g_00523	Pral.g_00880
OG0000276	Prbj.g_00522	Pral.g_00879
OG0000277	Prbj.g_00520	Pral.g_00877
OG0000278	Prbj.g_00519	Pral.g_00875
OG0000279	Prbj.g_00518	Pral.g_00874
OG0000280	Prbj.g_00516	Pral.g_00872
OG0000281	Prbj.g_00515	Pral.g_00871
OG0000282	Prbj.g_00514	Pral.g_00870
OG0000283	Prbj.g_00513	Pral.g_00869
OG0000284	Prbj.g_00512	Pral.g_00868
OG0000285	Prbj.g_00511	Pral.g_00867
OG0000286	Prbj.g_00510	Pral.g_00866
OG0000287	Prbj.g_00509	Pral.g_00865
OG0000288	Prbj.g_02369	Pral.g_00863
OG0000289	Prbj.g_01135	Pral.g_00862
OG0000290	Prbj.g_01137	Pral.g_00861
OG0000291	Prbj.g_01141	Pral.g_00859
OG0000292	Prbj.g_01143	Pral.g_00857
OG0000293	Prbj.g_01146	Pral.g_00856
OG0000294	Prbj.g_01148	Pral.g_00855
OG0000295	Prbj.g_01151	Pral.g_00854
OG0000296	Prbj.g_01152	Pral.g_00853
OG0000297	Prbj.g_01155	Pral.g_00852
OG0000298	Prbj.g_01158	Pral.g_00850
OG0000299	Prbj.g_01159	Pral.g_00849
OG0000300	Prbj.g_01160	Pral.g_00848
OG0000301	Prbj.g_01161	Pral.g_00847
OG0000302	Prbj.g_01162	Pral.g_00846
OG0000303	Prbj.g_01163	Pral.g_00845
OG0000304	Prbj.g_01165	Pral.g_00844
OG0000305	Prbj.g_01166	Pral.g_00843
OG0000306	Prbj.g_01173	Pral.g_00840
OG0000307	Prbj.g_01174	Pral.g_00839
OG0000308	Prbj.g_00289	Pral.g_00838
OG0000309	Prbj.g_00288	Pral.g_00837
OG0000310	Prbj.g_00287	Pral.g_00836
OG0000311	Prbj.g_00234	Pral.g_00835
OG0000312	Prbj.g_00235	Pral.g_00834
OG0000313	Prbj.g_00237	Pral.g_00833
OG0000314	Prbj.g_00238	Pral.g_00832
OG0000315	Prbj.g_00240	Pral.g_00831
OG0000316	Prbj.g_00250	Pral.g_00830
OG0000317	Prbj.g_00251	Pral.g_00829
OG0000318	Prbj.g_00252	Pral.g_00828
OG0000319	Prbj.g_00258	Pral.g_00827
OG0000320	Prbj.g_00259	Pral.g_00826
OG0000321	Prbj.g_00262	Pral.g_00825
OG0000322	Prbj.g_00263	Pral.g_00824
OG0000323	Prbj.g_00264	Pral.g_00823
OG0000324	Prbj.g_00265	Pral.g_00822
OG0000325	Prbj.g_00266	Pral.g_00821
OG0000326	Prbj.g_00267	Pral.g_00820
OG0000327	Prbj.g_00268	Pral.g_00819
OG0000328	Prbj.g_00270	Pral.g_00817
OG0000329	Prbj.g_00271	Pral.g_00816
OG0000330	Prbj.g_00272	Pral.g_00815
OG0000331	Prbj.g_00181	Pral.g_00812
OG0000332	Prbj.g_01775	Pral.g_00811
OG0000333	Prbj.g_01776	Pral.g_00810
OG0000334	Prbj.g_01777	Pral.g_00809
OG0000335	Prbj.g_00177	Pral.g_00807
OG0000336	Prbj.g_00176	Pral.g_00805
OG0000337	Prbj.g_02608	Pral.g_00804
OG0000338	Prbj.g_02615	Pral.g_00799
OG0000339	Prbj.g_02661	Pral.g_00796
OG0000340	Prbj.g_01341	Pral.g_00795
OG0000341	Prbj.g_01342	Pral.g_00794
OG0000342	Prbj.g_01343	Pral.g_00793
OG0000343	Prbj.g_01345	Pral.g_00792
OG0000344	Prbj.g_01350	Pral.g_00789
OG0000345	Prbj.g_01359	Pral.g_00785
OG0000346	Prbj.g_01360	Pral.g_00784
OG0000347	Prbj.g_01362	Pral.g_00781
OG0000348	Prbj.g_01364	Pral.g_00780
OG0000349	Prbj.g_01366	Pral.g_00779
OG0000350	Prbj.g_01372	Pral.g_00777
OG0000351	Prbj.g_00180	Pral.g_00776
OG0000352	Prbj.g_01385	Pral.g_00775
OG0000353	Prbj.g_01386	Pral.g_00774
OG0000354	Prbj.g_01388	Pral.g_00773
OG0000355	Prbj.g_01389	Pral.g_00772
OG0000356	Prbj.g_01390	Pral.g_00771
OG0000357	Prbj.g_01391	Pral.g_00770
OG0000358	Prbj.g_01392	Pral.g_00769
OG0000359	Prbj.g_01394	Pral.g_00767
OG0000360	Prbj.g_01399	Pral.g_00764
OG0000361	Prbj.g_01400	Pral.g_00763
OG0000362	Prbj.g_01401	Pral.g_00762
OG0000363	Prbj.g_01403	Pral.g_00761
OG0000364	Prbj.g_01408	Pral.g_00756
OG0000365	Prbj.g_01409	Pral.g_00755
OG0000366	Prbj.g_01411	Pral.g_00753
OG0000367	Prbj.g_01413	Pral.g_00752
OG0000368	Prbj.g_01414	Pral.g_00751
OG0000369	Prbj.g_01415	Pral.g_00750
OG0000370	Prbj.g_01416	Pral.g_00749
OG0000371	Prbj.g_01417	Pral.g_00748
OG0000372	Prbj.g_01418	Pral.g_00747
OG0000373	Prbj.g_01419	Pral.g_00746
OG0000374	Prbj.g_01422	Pral.g_00744
OG0000375	Prbj.g_01423	Pral.g_00743
OG0000376	Prbj.g_01427	Pral.g_00740
OG0000377	Prbj.g_01430	Pral.g_00739
OG0000378	Prbj.g_01431	Pral.g_00738
OG0000379	Prbj.g_01432	Pral.g_00737
OG0000380	Prbj.g_01437	Pral.g_00736
OG0000381	Prbj.g_01438	Pral.g_00735
OG0000382	Prbj.g_01439	Pral.g_00734
OG0000383	Prbj.g_01441	Pral.g_00733
OG0000384	Prbj.g_01444	Pral.g_00731
OG0000385	Prbj.g_01445	Pral.g_00730
OG0000386	Prbj.g_01446	Pral.g_00729
OG0000387	Prbj.g_01448	Pral.g_00728
OG0000388	Prbj.g_01449	Pral.g_00727
OG0000389	Prbj.g_01450	Pral.g_00726
OG0000390	Prbj.g_01451	Pral.g_00725
OG0000391	Prbj.g_01452	Pral.g_00724
OG0000392	Prbj.g_01453	Pral.g_00723
OG0000393	Prbj.g_01454	Pral.g_00722
OG0000394	Prbj.g_01455	Pral.g_00721
OG0000395	Prbj.g_01456	Pral.g_00720
OG0000396	Prbj.g_01459	Pral.g_00718
OG0000397	Prbj.g_01469	Pral.g_00716
OG0000398	Prbj.g_01471	Pral.g_00715
OG0000399	Prbj.g_00359	Pral.g_00712
OG0000400	Prbj.g_00352	Pral.g_00706
OG0000401	Prbj.g_00351	Pral.g_00705
OG0000402	Prbj.g_00341	Pral.g_00698
OG0000403	Prbj.g_00339	Pral.g_00696
OG0000404	Prbj.g_00338	Pral.g_00695
OG0000405	Prbj.g_00336	Pral.g_00694
OG0000406	Prbj.g_00331	Pral.g_00691
OG0000407	Prbj.g_00330	Pral.g_00690
OG0000408	Prbj.g_00324	Pral.g_00687
OG0000409	Prbj.g_00323	Pral.g_00686
OG0000410	Prbj.g_00322	Pral.g_00685
OG0000411	Prbj.g_00321	Pral.g_00684
OG0000412	Prbj.g_00320	Pral.g_00683
OG0000413	Prbj.g_00319	Pral.g_00682
OG0000414	Prbj.g_00318	Pral.g_00681
OG0000415	Prbj.g_00317	Pral.g_00680
OG0000416	Prbj.g_00063	Pral.g_00677
OG0000417	Prbj.g_00064	Pral.g_00676
OG0000418	Prbj.g_00067	Pral.g_00674
OG0000419	Prbj.g_00068	Pral.g_00673
OG0000420	Prbj.g_02500	Pral.g_01541
OG0000421	Prbj.g_00563	Pral.g_01322
OG0000422	Prbj.g_00874	Pral.g_01039
OG0000423	Prbj.g_00689	Pral.g_01840
OG0000424	Prbj.g_02659	Pral.g_00171
OG0000425	Prbj.g_00076	Pral.g_00663
OG0000426	Prbj.g_00077	Pral.g_00662
OG0000427	Prbj.g_00089	Pral.g_00661
OG0000428	Prbj.g_00099	Pral.g_00659
OG0000429	Prbj.g_00100	Pral.g_00658
OG0000430	Prbj.g_00102	Pral.g_00656
OG0000431	Prbj.g_00103	Pral.g_00655
OG0000432	Prbj.g_00104	Pral.g_00654
OG0000433	Prbj.g_00105	Pral.g_00653
OG0000434	Prbj.g_00107	Pral.g_00651
OG0000435	Prbj.g_00108	Pral.g_00650
OG0000436	Prbj.g_00109	Pral.g_00649
OG0000437	Prbj.g_00110	Pral.g_00648
OG0000438	Prbj.g_00111	Pral.g_00647
OG0000439	Prbj.g_00112	Pral.g_00646
OG0000440	Prbj.g_00113	Pral.g_00645
OG0000441	Prbj.g_00117	Pral.g_00644
OG0000442	Prbj.g_00118	Pral.g_00643
OG0000443	Prbj.g_00119	Pral.g_00642
OG0000444	Prbj.g_00120	Pral.g_00641
OG0000445	Prbj.g_01894	Pral.g_00635
OG0000446	Prbj.g_01892	Pral.g_00633
OG0000447	Prbj.g_01891	Pral.g_00632
OG0000448	Prbj.g_01888	Pral.g_00631
OG0000449	Prbj.g_00152	Pral.g_00627
OG0000450	Prbj.g_00151	Pral.g_00626
OG0000451	Prbj.g_00148	Pral.g_00625
OG0000452	Prbj.g_00136	Pral.g_00623
OG0000453	Prbj.g_00134	Pral.g_00622
OG0000454	Prbj.g_00132	Pral.g_00621
OG0000455	Prbj.g_00130	Pral.g_00619
OG0000456	Prbj.g_01638	Pral.g_00615
OG0000457	Prbj.g_01635	Pral.g_00613
OG0000458	Prbj.g_01631	Pral.g_00612
OG0000459	Prbj.g_01629	Pral.g_00610
OG0000460	Prbj.g_01627	Pral.g_00608
OG0000461	Prbj.g_01626	Pral.g_00607
OG0000462	Prbj.g_01625	Pral.g_00606
OG0000463	Prbj.g_01622	Pral.g_00603
OG0000464	Prbj.g_01620	Pral.g_00602
OG0000465	Prbj.g_01619	Pral.g_00601
OG0000466	Prbj.g_01618	Pral.g_00600
OG0000467	Prbj.g_01617	Pral.g_00599
OG0000468	Prbj.g_01616	Pral.g_00598
OG0000469	Prbj.g_01615	Pral.g_00597
OG0000470	Prbj.g_01614	Pral.g_00596
OG0000471	Prbj.g_01613	Pral.g_00595
OG0000472	Prbj.g_01605	Pral.g_00590
OG0000473	Prbj.g_02088	Pral.g_00589
OG0000474	Prbj.g_02089	Pral.g_00588
OG0000475	Prbj.g_02090	Pral.g_00587
OG0000476	Prbj.g_02093	Pral.g_00585
OG0000477	Prbj.g_02094	Pral.g_00584
OG0000478	Prbj.g_02095	Pral.g_00583
OG0000479	Prbj.g_02096	Pral.g_00582
OG0000480	Prbj.g_02097	Pral.g_00580
OG0000481	Prbj.g_02098	Pral.g_00578
OG0000482	Prbj.g_02099	Pral.g_00577
OG0000483	Prbj.g_02101	Pral.g_00575
OG0000484	Prbj.g_02102	Pral.g_00574
OG0000485	Prbj.g_02103	Pral.g_00573
OG0000486	Prbj.g_02108	Pral.g_00571
OG0000487	Prbj.g_02113	Pral.g_00566
OG0000488	Prbj.g_02114	Pral.g_00565
OG0000489	Prbj.g_02115	Pral.g_00564
OG0000490	Prbj.g_02117	Pral.g_00563
OG0000491	Prbj.g_02118	Pral.g_00562
OG0000492	Prbj.g_02123	Pral.g_00561
OG0000493	Prbj.g_01116	Pral.g_00560
OG0000494	Prbj.g_00765	Pral.g_00559
OG0000495	Prbj.g_02128	Pral.g_00556
OG0000496	Prbj.g_02130	Pral.g_00555
OG0000497	Prbj.g_02132	Pral.g_00554
OG0000498	Prbj.g_02133	Pral.g_00553
OG0000499	Prbj.g_02139	Pral.g_00552
OG0000500	Prbj.g_02142	Pral.g_00550
OG0000501	Prbj.g_02144	Pral.g_00549
OG0000502	Prbj.g_02146	Pral.g_00548
OG0000503	Prbj.g_02666	Pral.g_00546
OG0000504	Prbj.g_01858	Pral.g_00545
OG0000505	Prbj.g_01859	Pral.g_00544
OG0000506	Prbj.g_01861	Pral.g_00543
OG0000507	Prbj.g_01862	Pral.g_00542
OG0000508	Prbj.g_01863	Pral.g_00541
OG0000509	Prbj.g_01864	Pral.g_00540
OG0000510	Prbj.g_01865	Pral.g_00539
OG0000511	Prbj.g_01867	Pral.g_00537
OG0000512	Prbj.g_01868	Pral.g_00536
OG0000513	Prbj.g_01869	Pral.g_00535
OG0000514	Prbj.g_01870	Pral.g_00534
OG0000515	Prbj.g_01871	Pral.g_00533
OG0000516	Prbj.g_01872	Pral.g_00532
OG0000517	Prbj.g_01874	Pral.g_00530
OG0000518	Prbj.g_01875	Pral.g_00529
OG0000519	Prbj.g_01877	Pral.g_00527
OG0000520	Prbj.g_01879	Pral.g_00525
OG0000521	Prbj.g_01880	Pral.g_00524
OG0000522	Prbj.g_01881	Pral.g_00523
OG0000523	Prbj.g_01882	Pral.g_00522
OG0000524	Prbj.g_01883	Pral.g_00521
OG0000525	Prbj.g_01885	Pral.g_00520
OG0000526	Prbj.g_01807	Pral.g_00519
OG0000527	Prbj.g_01806	Pral.g_00518
OG0000528	Prbj.g_01805	Pral.g_00516
OG0000529	Prbj.g_01803	Pral.g_00515
OG0000530	Prbj.g_01802	Pral.g_00514
OG0000531	Prbj.g_01801	Pral.g_00513
OG0000532	Prbj.g_01800	Pral.g_00512
OG0000533	Prbj.g_01796	Pral.g_00510
OG0000534	Prbj.g_01795	Pral.g_00509
OG0000535	Prbj.g_01794	Pral.g_00508
OG0000536	Prbj.g_01793	Pral.g_00507
OG0000537	Prbj.g_01792	Pral.g_00506
OG0000538	Prbj.g_01791	Pral.g_00505
OG0000539	Prbj.g_01787	Pral.g_00503
OG0000540	Prbj.g_01786	Pral.g_00502
OG0000541	Prbj.g_01785	Pral.g_00501
OG0000542	Prbj.g_01781	Pral.g_00498
OG0000543	Prbj.g_01780	Pral.g_00497
OG0000544	Prbj.g_01779	Pral.g_00496
OG0000545	Prbj.g_01778	Pral.g_00495
OG0000546	Prbj.g_01772	Pral.g_00494
OG0000547	Prbj.g_01771	Pral.g_00493
OG0000548	Prbj.g_01770	Pral.g_00492
OG0000549	Prbj.g_01768	Pral.g_00490
OG0000550	Prbj.g_01767	Pral.g_00489
OG0000551	Prbj.g_01766	Pral.g_00488
OG0000552	Prbj.g_01765	Pral.g_00487
OG0000553	Prbj.g_01764	Pral.g_00486
OG0000554	Prbj.g_01763	Pral.g_00485
OG0000555	Prbj.g_01760	Pral.g_00483
OG0000556	Prbj.g_01758	Pral.g_00482
OG0000557	Prbj.g_01757	Pral.g_00481
OG0000558	Prbj.g_01756	Pral.g_00480
OG0000559	Prbj.g_01755	Pral.g_00479
OG0000560	Prbj.g_01754	Pral.g_00478
OG0000561	Prbj.g_01753	Pral.g_00477
OG0000562	Prbj.g_01752	Pral.g_00476
OG0000563	Prbj.g_01750	Pral.g_00475
OG0000564	Prbj.g_01748	Pral.g_00474
OG0000565	Prbj.g_02544	Pral.g_00472
OG0000566	Prbj.g_02545	Pral.g_00471
OG0000567	Prbj.g_02546	Pral.g_00470
