Orthogroup	Prbm	Praw
OG0000022	Prbm.g_01324	Praw.g_00197
OG0000022	Prbm.g_01204	Praw.g_01746
OG0000023	Prbm.g_01444, Prbm.g_01297, Prbm.g_01284	Praw.g_00772
OG0000024	Prbm.g_01151	Praw.g_01763
OG0000024	Prbm.g_00709	Praw.g_01847
OG0000025	Prbm.g_00849	Praw.g_00803
OG0000026	Prbm.g_00031	Praw.g_01397, Praw.g_01453
OG0000028	Prbm.g_01656	Praw.g_00334
OG0000029	Prbm.g_01823	Praw.g_01755
OG0000030	Prbm.g_02105	Praw.g_00029
OG0000031	Prbm.g_01627, Prbm.g_00392, Prbm.g_00391, Prbm.g_00393	Praw.g_01073
OG0000033	Prbm.g_00228	Praw.g_01266
OG0000034	Prbm.g_01620	Praw.g_00991
OG0000035	Prbm.g_01710	Praw.g_01081, Praw.g_01083
OG0000037	Prbm.g_00166	Praw.g_01326
OG0000038	Prbm.g_02174	Praw.g_01182
OG0000039	Prbm.g_00723	Praw.g_01836
OG0000040	Prbm.g_01409, Prbm.g_01813	Praw.g_00476
OG0000041	Prbm.g_01886	Praw.g_00562
OG0000042	Prbm.g_02102	Praw.g_00032
OG0000047	Prbm.g_00390	Praw.g_00804
OG0000048	Prbm.g_00329	Praw.g_00504, Praw.g_00758
OG0000050	Prbm.g_00118	Praw.g_01432
OG0000051	Prbm.g_01276	Praw.g_00491
OG0000053	Prbm.g_01729	Praw.g_00357
OG0000054	Prbm.g_00637	Praw.g_00142
OG0000055	Prbm.g_00778, Prbm.g_01921	Praw.g_01716
OG0000057	Prbm.g_00735	Praw.g_01824
OG0000059	Prbm.g_01973	Praw.g_01894
OG0000060	Prbm.g_01422	Praw.g_01743
OG0000061	Prbm.g_01549	Praw.g_00234
OG0000062	Prbm.g_01792	Praw.g_00415
OG0000063	Prbm.g_01947	Praw.g_01395
OG0000065	Prbm.g_00164	Praw.g_01328
OG0000066	Prbm.g_00572	Praw.g_00609
OG0000067	Prbm.g_00814	Praw.g_01697
OG0000068	Prbm.g_01660	Praw.g_01016
OG0000069	Prbm.g_01414, Prbm.g_01387, Prbm.g_01753, Prbm.g_00772	Praw.g_00448
OG0000070	Prbm.g_00460	Praw.g_00697
OG0000071	Prbm.g_00468, Prbm.g_01611	Praw.g_00981
OG0000072	Prbm.g_00230	Praw.g_01264
OG0000073	Prbm.g_00533	Praw.g_00649
OG0000074	Prbm.g_00717, Prbm.g_00912, Prbm.g_01099	Praw.g_01840
OG0000075	Prbm.g_02069	Praw.g_00064
OG0000076	Prbm.g_02094	Praw.g_00039
OG0000077	Prbm.g_00135	Praw.g_01356
OG0000078	Prbm.g_00300	Praw.g_01196
OG0000081	Prbm.g_00564	Praw.g_00617
OG0000082	Prbm.g_01900	Praw.g_01932
OG0000083	Prbm.g_01436, Prbm.g_01988, Prbm.g_00081	Praw.g_01769, Praw.g_00958, Praw.g_01775
OG0000084	Prbm.g_01706	Praw.g_01087
OG0000085	Prbm.g_01834	Praw.g_00508
OG0000086	Prbm.g_00145	Praw.g_01346
OG0000087	Prbm.g_00198	Praw.g_01296
OG0000088	Prbm.g_00225	Praw.g_01269
OG0000089	Prbm.g_00423	Praw.g_00776
OG0000090	Prbm.g_00566	Praw.g_00615
OG0000091	Prbm.g_00673	Praw.g_01880
OG0000092	Prbm.g_00934	Praw.g_01592
OG0000093	Prbm.g_00799	Praw.g_01571
OG0000094	Prbm.g_00888	Praw.g_01486
OG0000095	Prbm.g_01064	Praw.g_01467
OG0000096	Prbm.g_01359	Praw.g_00482, Praw.g_00184, Praw.g_00945
OG0000097	Prbm.g_01502	Praw.g_00275
OG0000098	Prbm.g_01630	Praw.g_00997
OG0000099	Prbm.g_00394	Praw.g_01051
OG0000100	Prbm.g_01787	Praw.g_00411
OG0000101	Prbm.g_02033	Praw.g_00096
OG0000102	Prbm.g_02099	Praw.g_00034
OG0000103	Prbm.g_02218	Praw.g_01148
OG0000104	Prbm.g_02229	Praw.g_01140
OG0000105	Prbm.g_00331	Praw.g_00860
OG0000106	Prbm.g_01172, Prbm.g_01237	Praw.g_00762
OG0000107	Prbm.g_01949	Praw.g_00748
OG0000108	Prbm.g_00506	Praw.g_00667
OG0000109	Prbm.g_00519	Praw.g_00654
OG0000110	Prbm.g_00607	Praw.g_01922
OG0000111	Prbm.g_00736	Praw.g_01823
OG0000112	Prbm.g_00980	Praw.g_01732
OG0000113	Prbm.g_00838, Prbm.g_01191	Praw.g_01675
OG0000114	Prbm.g_00929	Praw.g_01597
OG0000115	Prbm.g_01803	Praw.g_00178
OG0000116	Prbm.g_01560	Praw.g_00224
OG0000117	Prbm.g_01522	Praw.g_00926
OG0000118	Prbm.g_01622	Praw.g_00993
OG0000119	Prbm.g_01653	Praw.g_01012
OG0000120	Prbm.g_00707	Praw.g_01050
OG0000121	Prbm.g_01712	Praw.g_01078
OG0000122	Prbm.g_01751	Praw.g_00377
OG0000123	Prbm.g_02040	Praw.g_00089
OG0000124	Prbm.g_02111	Praw.g_00023
OG0000125	Prbm.g_02176	Praw.g_01180
OG0000126	Prbm.g_02228	Praw.g_01141
OG0000128	Prbm.g_00011	Praw.g_01125
OG0000129	Prbm.g_00053	Praw.g_01384
OG0000130	Prbm.g_00126	Praw.g_01365
OG0000131	Prbm.g_00204	Praw.g_01290
OG0000132	Prbm.g_00223	Praw.g_01271
OG0000133	Prbm.g_00377	Praw.g_00812
OG0000134	Prbm.g_00425	Praw.g_00775
OG0000135	Prbm.g_01389	Praw.g_00751
OG0000136	Prbm.g_00451	Praw.g_00706
OG0000137	Prbm.g_00500	Praw.g_00672
OG0000138	Prbm.g_00520	Praw.g_00653
OG0000139	Prbm.g_00570	Praw.g_00611
OG0000140	Prbm.g_00571	Praw.g_00610
OG0000141	Prbm.g_00638	Praw.g_00143
OG0000142	Prbm.g_00666	Praw.g_01887
OG0000143	Prbm.g_00670	Praw.g_01883
OG0000144	Prbm.g_00683	Praw.g_01870
OG0000145	Prbm.g_01094	Praw.g_01745
OG0000146	Prbm.g_00979	Praw.g_01731
OG0000147	Prbm.g_00978	Praw.g_01730
OG0000148	Prbm.g_00832	Praw.g_01681
OG0000149	Prbm.g_00862	Praw.g_01652
OG0000150	Prbm.g_00870	Praw.g_01644
OG0000151	Prbm.g_00940	Praw.g_01587
OG0000152	Prbm.g_00988	Praw.g_01539
OG0000153	Prbm.g_01006	Praw.g_01520
OG0000154	Prbm.g_01035	Praw.g_01493
OG0000155	Prbm.g_01527	Praw.g_00254
OG0000156	Prbm.g_01600	Praw.g_00968
OG0000157	Prbm.g_01601	Praw.g_00969
OG0000158	Prbm.g_02077	Praw.g_01052
OG0000159	Prbm.g_02133, Prbm.g_02115	Praw.g_01054
OG0000160	Prbm.g_01711	Praw.g_01079, Praw.g_01080
OG0000161	Prbm.g_01717	Praw.g_00344
OG0000162	Prbm.g_01723	Praw.g_00350
OG0000163	Prbm.g_01759	Praw.g_00384
OG0000164	Prbm.g_01863	Praw.g_00539
OG0000165	Prbm.g_01871	Praw.g_00546
OG0000166	Prbm.g_01996	Praw.g_00132
OG0000167	Prbm.g_02067	Praw.g_00066
OG0000168	Prbm.g_02078	Praw.g_00056
OG0000169	Prbm.g_02088	Praw.g_00046
OG0000170	Prbm.g_02090	Praw.g_00044
OG0000171	Prbm.g_02110	Praw.g_00024
OG0000172	Prbm.g_02146	Praw.g_00016
OG0000173	Prbm.g_02161	Praw.g_00001
OG0000174	Prbm.g_02192	Praw.g_01166
OG0000175	Prbm.g_02209	Praw.g_01156
OG0000176	Prbm.g_00004	Praw.g_01132
OG0000177	Prbm.g_00005	Praw.g_01131
OG0000178	Prbm.g_00006	Praw.g_01130
OG0000179	Prbm.g_00016	Praw.g_01412
OG0000180	Prbm.g_00017	Praw.g_01411
OG0000181	Prbm.g_00018	Praw.g_01410
OG0000182	Prbm.g_00019	Praw.g_01409
OG0000183	Prbm.g_00023	Praw.g_01405
OG0000184	Prbm.g_00055	Praw.g_01382
OG0000185	Prbm.g_00058	Praw.g_01379
OG0000186	Prbm.g_00121	Praw.g_01370
OG0000187	Prbm.g_00122	Praw.g_01369
OG0000188	Prbm.g_00139	Praw.g_01352
OG0000189	Prbm.g_00153	Praw.g_01339
OG0000190	Prbm.g_00154	Praw.g_01338
OG0000191	Prbm.g_00177	Praw.g_01318
OG0000192	Prbm.g_00181	Praw.g_01314
OG0000193	Prbm.g_00205	Praw.g_01289
OG0000194	Prbm.g_00208	Praw.g_01286
OG0000195	Prbm.g_00210	Praw.g_01284
OG0000196	Prbm.g_00220	Praw.g_01274
OG0000197	Prbm.g_00221	Praw.g_01273
OG0000198	Prbm.g_00222	Praw.g_01272
OG0000199	Prbm.g_00229	Praw.g_01265
OG0000200	Prbm.g_00243	Praw.g_01251
OG0000201	Prbm.g_00252	Praw.g_01243
OG0000202	Prbm.g_00253	Praw.g_01242
OG0000203	Prbm.g_00254	Praw.g_01241
OG0000204	Prbm.g_00255	Praw.g_01240
OG0000205	Prbm.g_00262	Praw.g_01233
OG0000206	Prbm.g_00266	Praw.g_01228
OG0000207	Prbm.g_00268	Praw.g_01226
OG0000208	Prbm.g_00269	Praw.g_01225
OG0000209	Prbm.g_00278	Praw.g_01216
OG0000210	Prbm.g_00279	Praw.g_01215
OG0000211	Prbm.g_00293	Praw.g_01202
OG0000212	Prbm.g_00301	Praw.g_01195
OG0000213	Prbm.g_00317	Praw.g_00876
OG0000214	Prbm.g_00325	Praw.g_00867
OG0000215	Prbm.g_00349	Praw.g_00842
OG0000216	Prbm.g_00350	Praw.g_00840
OG0000217	Prbm.g_00353	Praw.g_00837
OG0000218	Prbm.g_00355	Praw.g_00835
OG0000219	Prbm.g_00356	Praw.g_00834
OG0000220	Prbm.g_00357	Praw.g_00833
OG0000221	Prbm.g_00358	Praw.g_00832
OG0000222	Prbm.g_00366	Praw.g_00824
OG0000223	Prbm.g_00378	Praw.g_00811
OG0000224	Prbm.g_00380	Praw.g_00809
OG0000225	Prbm.g_00411	Praw.g_00786
OG0000226	Prbm.g_00415	Praw.g_00782
OG0000227	Prbm.g_00417	Praw.g_00780
OG0000228	Prbm.g_00422	Praw.g_00777
OG0000229	Prbm.g_00446	Praw.g_00711
OG0000230	Prbm.g_00448	Praw.g_00709
OG0000231	Prbm.g_00459	Praw.g_00698
OG0000232	Prbm.g_00484	Praw.g_00689
OG0000233	Prbm.g_00492	Praw.g_00684
OG0000234	Prbm.g_00501	Praw.g_00671
OG0000235	Prbm.g_00505	Praw.g_00668
OG0000236	Prbm.g_00518	Praw.g_00655
OG0000237	Prbm.g_00540	Praw.g_00642
OG0000238	Prbm.g_00546	Praw.g_00636
OG0000239	Prbm.g_00558	Praw.g_00623
OG0000240	Prbm.g_00559	Praw.g_00622
OG0000241	Prbm.g_00563	Praw.g_00618
OG0000242	Prbm.g_00565	Praw.g_00616
OG0000243	Prbm.g_00576	Praw.g_00605
OG0000244	Prbm.g_00579	Praw.g_00602
OG0000245	Prbm.g_00581	Praw.g_00600
OG0000246	Prbm.g_00585	Praw.g_00596
OG0000247	Prbm.g_00595	Praw.g_00586
OG0000248	Prbm.g_00597	Praw.g_00584
OG0000249	Prbm.g_00599	Praw.g_00582
OG0000250	Prbm.g_00604	Praw.g_00577
OG0000251	Prbm.g_00620	Praw.g_01937
OG0000252	Prbm.g_00623	Praw.g_01940
OG0000253	Prbm.g_00625	Praw.g_01941
OG0000254	Prbm.g_00642	Praw.g_00147
OG0000255	Prbm.g_00648	Praw.g_00153
OG0000256	Prbm.g_00658	Praw.g_00163
OG0000257	Prbm.g_00661	Praw.g_00166
OG0000258	Prbm.g_00674	Praw.g_01879
OG0000259	Prbm.g_00691	Praw.g_01862
OG0000260	Prbm.g_00694	Praw.g_01859
OG0000261	Prbm.g_00697	Praw.g_01857
OG0000262	Prbm.g_00702	Praw.g_01853
OG0000263	Prbm.g_00716	Praw.g_01841
OG0000264	Prbm.g_00728	Praw.g_01831
OG0000265	Prbm.g_00742	Praw.g_01809
OG0000266	Prbm.g_00752	Praw.g_01799
OG0000267	Prbm.g_00765	Praw.g_01788
OG0000268	Prbm.g_00766	Praw.g_01787
OG0000269	Prbm.g_00809	Praw.g_01702
OG0000270	Prbm.g_00812	Praw.g_01699
OG0000271	Prbm.g_00820	Praw.g_01691
OG0000272	Prbm.g_00821	Praw.g_01690
OG0000273	Prbm.g_00845	Praw.g_01668
OG0000274	Prbm.g_00846	Praw.g_01667
OG0000275	Prbm.g_00848	Praw.g_01665
OG0000276	Prbm.g_00854	Praw.g_01660
OG0000277	Prbm.g_00855	Praw.g_01659
OG0000278	Prbm.g_00858	Praw.g_01656
OG0000279	Prbm.g_00865	Praw.g_01649
OG0000281	Prbm.g_00871	Praw.g_01643
OG0000282	Prbm.g_00931	Praw.g_01595
OG0000283	Prbm.g_00962	Praw.g_01562
OG0000284	Prbm.g_00967	Praw.g_01557
OG0000285	Prbm.g_00972	Praw.g_01552
OG0000286	Prbm.g_00987	Praw.g_01540
OG0000287	Prbm.g_00102	Praw.g_01523
OG0000288	Prbm.g_01034	Praw.g_01494
OG0000289	Prbm.g_01045	Praw.g_01483
OG0000290	Prbm.g_01061	Praw.g_01470
OG0000291	Prbm.g_01063	Praw.g_01468
OG0000292	Prbm.g_01210	Praw.g_01418
OG0000293	Prbm.g_01559	Praw.g_00225
OG0000294	Prbm.g_01558	Praw.g_00226
OG0000295	Prbm.g_01534	Praw.g_00246
OG0000296	Prbm.g_01532	Praw.g_00248
OG0000297	Prbm.g_01524	Praw.g_00256
OG0000298	Prbm.g_01523	Praw.g_00257
OG0000299	Prbm.g_01503	Praw.g_00274
OG0000300	Prbm.g_01500	Praw.g_00277
OG0000301	Prbm.g_01499	Praw.g_00278
OG0000302	Prbm.g_01497	Praw.g_00280
OG0000303	Prbm.g_01492	Praw.g_00287
OG0000304	Prbm.g_01489	Praw.g_00291
OG0000305	Prbm.g_01812	Praw.g_01008
OG0000306	Prbm.g_00875	Praw.g_01011
OG0000307	Prbm.g_01669	Praw.g_01025
OG0000308	Prbm.g_01670	Praw.g_01026
OG0000309	Prbm.g_01674	Praw.g_01030
OG0000310	Prbm.g_01694	Praw.g_01098
OG0000311	Prbm.g_01696	Praw.g_01096
OG0000312	Prbm.g_01699	Praw.g_01093
OG0000313	Prbm.g_01714	Praw.g_01076
OG0000314	Prbm.g_01735	Praw.g_00363
OG0000315	Prbm.g_01745	Praw.g_00374
OG0000316	Prbm.g_01770	Praw.g_00394
OG0000317	Prbm.g_01839	Praw.g_00513
OG0000318	Prbm.g_01842	Praw.g_00516
OG0000319	Prbm.g_01853	Praw.g_00529
OG0000320	Prbm.g_01855	Praw.g_00531
OG0000321	Prbm.g_01856	Praw.g_00532
OG0000322	Prbm.g_01857	Praw.g_00533
OG0000323	Prbm.g_01866	Praw.g_00542
OG0000324	Prbm.g_01893	Praw.g_00569
OG0000325	Prbm.g_01950	Praw.g_01916
OG0000326	Prbm.g_01956	Praw.g_01910
OG0000327	Prbm.g_01991	Praw.g_00137
OG0000328	Prbm.g_01992	Praw.g_00136
OG0000329	Prbm.g_02009	Praw.g_00119
OG0000330	Prbm.g_02010	Praw.g_00118
OG0000331	Prbm.g_02011	Praw.g_00117
OG0000332	Prbm.g_02025	Praw.g_00103
OG0000333	Prbm.g_02027	Praw.g_00101
OG0000334	Prbm.g_02036	Praw.g_00093
OG0000335	Prbm.g_02041	Praw.g_00088
OG0000336	Prbm.g_02045	Praw.g_00084
OG0000337	Prbm.g_02064	Praw.g_00068
OG0000338	Prbm.g_02065	Praw.g_00067
OG0000339	Prbm.g_02070	Praw.g_00063
OG0000340	Prbm.g_02079	Praw.g_00055
OG0000341	Prbm.g_02081	Praw.g_00053
OG0000342	Prbm.g_02082	Praw.g_00052
OG0000343	Prbm.g_02083	Praw.g_00051
OG0000344	Prbm.g_02086	Praw.g_00048
OG0000345	Prbm.g_02091	Praw.g_00043
OG0000346	Prbm.g_02095	Praw.g_00038
OG0000347	Prbm.g_02114	Praw.g_00022
OG0000348	Prbm.g_02149	Praw.g_00013
OG0000349	Prbm.g_02167	Praw.g_01189
OG0000350	Prbm.g_02188	Praw.g_01170
OG0000351	Prbm.g_02212	Praw.g_01153
OG0000352	Prbm.g_02213	Praw.g_01152
OG0000353	Prbm.g_02232	Praw.g_01137
OG0000354	Prbm.g_01220	Praw.g_00910
OG0000355	Prbm.g_00001	Praw.g_01135
OG0000356	Prbm.g_00002	Praw.g_01134
OG0000357	Prbm.g_00003	Praw.g_01133
OG0000358	Prbm.g_00007	Praw.g_01129
OG0000359	Prbm.g_00008	Praw.g_01128
OG0000360	Prbm.g_00009	Praw.g_01127
OG0000361	Prbm.g_00010	Praw.g_01126
OG0000362	Prbm.g_00012	Praw.g_01124
OG0000363	Prbm.g_00014	Praw.g_01414
OG0000364	Prbm.g_00015	Praw.g_01413
OG0000365	Prbm.g_00020	Praw.g_01408
OG0000366	Prbm.g_00021	Praw.g_01407
OG0000367	Prbm.g_00022	Praw.g_01406
OG0000368	Prbm.g_00024	Praw.g_01404
OG0000369	Prbm.g_00025	Praw.g_01403
OG0000370	Prbm.g_00026	Praw.g_01402
OG0000371	Prbm.g_00032	Praw.g_01396
OG0000372	Prbm.g_00033	Praw.g_01393
OG0000373	Prbm.g_00034	Praw.g_01392
OG0000374	Prbm.g_00035	Praw.g_01391
OG0000375	Prbm.g_00049	Praw.g_01388
OG0000376	Prbm.g_00051	Praw.g_01386
OG0000377	Prbm.g_00054	Praw.g_01383
OG0000378	Prbm.g_00056	Praw.g_01381
OG0000379	Prbm.g_00059	Praw.g_01378
OG0000380	Prbm.g_00123	Praw.g_01368
OG0000381	Prbm.g_00127	Praw.g_01364
OG0000382	Prbm.g_00138	Praw.g_01353
OG0000383	Prbm.g_00140	Praw.g_01351
OG0000384	Prbm.g_00141	Praw.g_01350
OG0000385	Prbm.g_00142	Praw.g_01349
OG0000386	Prbm.g_00143	Praw.g_01348
OG0000387	Prbm.g_00156	Praw.g_01336
OG0000388	Prbm.g_00160	Praw.g_01333
OG0000389	Prbm.g_00163	Praw.g_01329
OG0000390	Prbm.g_00172	Praw.g_01322
OG0000391	Prbm.g_00176	Praw.g_01319
OG0000392	Prbm.g_00179	Praw.g_01315
OG0000393	Prbm.g_00182	Praw.g_01313
OG0000394	Prbm.g_00183	Praw.g_01312
OG0000395	Prbm.g_00184	Praw.g_01311
OG0000396	Prbm.g_00187	Praw.g_01308
OG0000397	Prbm.g_00189	Praw.g_01306
OG0000398	Prbm.g_00192	Praw.g_01304
OG0000399	Prbm.g_00193	Praw.g_01303
OG0000400	Prbm.g_00194	Praw.g_01302
OG0000401	Prbm.g_00195	Praw.g_01301
OG0000402	Prbm.g_01096	Praw.g_01299
OG0000403	Prbm.g_00196	Praw.g_01298
OG0000404	Prbm.g_00197	Praw.g_01297
OG0000405	Prbm.g_00202	Praw.g_01293
OG0000406	Prbm.g_00206	Praw.g_01288
OG0000407	Prbm.g_00207	Praw.g_01287
OG0000408	Prbm.g_00209	Praw.g_01285
OG0000409	Prbm.g_00211	Praw.g_01283
OG0000410	Prbm.g_00212	Praw.g_01282
OG0000411	Prbm.g_00213	Praw.g_01281
OG0000412	Prbm.g_00214	Praw.g_01280
OG0000413	Prbm.g_00215	Praw.g_01279
OG0000414	Prbm.g_00216	Praw.g_01278
OG0000415	Prbm.g_00217	Praw.g_01277
OG0000416	Prbm.g_00218	Praw.g_01276
OG0000417	Prbm.g_00219	Praw.g_01275
OG0000418	Prbm.g_00224	Praw.g_01270
OG0000419	Prbm.g_00226	Praw.g_01268
OG0000420	Prbm.g_00227	Praw.g_01267
OG0000421	Prbm.g_00232	Praw.g_01262
OG0000422	Prbm.g_00233	Praw.g_01261
OG0000423	Prbm.g_00234	Praw.g_01260
OG0000424	Prbm.g_00235	Praw.g_01259
OG0000425	Prbm.g_00236	Praw.g_01258
OG0000426	Prbm.g_00237	Praw.g_01257
OG0000427	Prbm.g_00238	Praw.g_01256
OG0000428	Prbm.g_00240	Praw.g_01254
OG0000429	Prbm.g_00241	Praw.g_01253
OG0000430	Prbm.g_00242	Praw.g_01252
OG0000431	Prbm.g_00244	Praw.g_01250
OG0000432	Prbm.g_00248	Praw.g_01247
OG0000433	Prbm.g_00249	Praw.g_01246
OG0000434	Prbm.g_00250	Praw.g_01245
OG0000435	Prbm.g_00251	Praw.g_01244
OG0000436	Prbm.g_00256	Praw.g_01239
OG0000437	Prbm.g_00257	Praw.g_01238
OG0000438	Prbm.g_00258	Praw.g_01237
OG0000439	Prbm.g_00260	Praw.g_01235
OG0000440	Prbm.g_00261	Praw.g_01234
OG0000441	Prbm.g_00263	Praw.g_01231
OG0000442	Prbm.g_00264	Praw.g_01230
OG0000443	Prbm.g_00265	Praw.g_01229
OG0000444	Prbm.g_00270	Praw.g_01224
OG0000445	Prbm.g_00271	Praw.g_01223
OG0000446	Prbm.g_00272	Praw.g_01222
OG0000447	Prbm.g_00273	Praw.g_01221
OG0000448	Prbm.g_00274	Praw.g_01220
OG0000449	Prbm.g_00275	Praw.g_01219
OG0000450	Prbm.g_00276	Praw.g_01218
OG0000451	Prbm.g_00277	Praw.g_01217
OG0000452	Prbm.g_00280	Praw.g_01214
OG0000453	Prbm.g_00281	Praw.g_01213
OG0000454	Prbm.g_00282	Praw.g_01212
OG0000455	Prbm.g_00283	Praw.g_01211
OG0000456	Prbm.g_00284	Praw.g_01210
OG0000457	Prbm.g_00285	Praw.g_01209
OG0000458	Prbm.g_00286	Praw.g_01208
OG0000459	Prbm.g_00287	Praw.g_01207
OG0000460	Prbm.g_00295	Praw.g_01200
OG0000461	Prbm.g_00303	Praw.g_00891
OG0000462	Prbm.g_00305	Praw.g_00889
OG0000463	Prbm.g_00306	Praw.g_00888
OG0000464	Prbm.g_00307	Praw.g_00887
OG0000465	Prbm.g_00308	Praw.g_00886
OG0000466	Prbm.g_00309	Praw.g_00883
OG0000467	Prbm.g_00310	Praw.g_00882
OG0000468	Prbm.g_00312	Praw.g_00880
OG0000469	Prbm.g_00320	Praw.g_00872
OG0000470	Prbm.g_00322	Praw.g_00870
OG0000471	Prbm.g_00323	Praw.g_00869
OG0000472	Prbm.g_00324	Praw.g_00868
OG0000473	Prbm.g_00326	Praw.g_00866
OG0000474	Prbm.g_00327	Praw.g_00865
OG0000475	Prbm.g_00328	Praw.g_00864
OG0000476	Prbm.g_00330	Praw.g_00863
OG0000477	Prbm.g_00332	Praw.g_00859
OG0000478	Prbm.g_00333	Praw.g_00858
OG0000479	Prbm.g_00334	Praw.g_00857
OG0000480	Prbm.g_00339	Praw.g_00852
OG0000481	Prbm.g_00341	Praw.g_00850
OG0000482	Prbm.g_00342	Praw.g_00849
OG0000483	Prbm.g_00345	Praw.g_00846
OG0000484	Prbm.g_00346	Praw.g_00845
OG0000485	Prbm.g_00347	Praw.g_00844
OG0000486	Prbm.g_00348	Praw.g_00843
OG0000487	Prbm.g_00351	Praw.g_00839
OG0000488	Prbm.g_00354	Praw.g_00836
OG0000489	Prbm.g_00359	Praw.g_00831
OG0000490	Prbm.g_00364	Praw.g_00826
OG0000491	Prbm.g_00365	Praw.g_00825
OG0000492	Prbm.g_00367	Praw.g_00823
OG0000493	Prbm.g_00368	Praw.g_00822
OG0000494	Prbm.g_00369	Praw.g_00821
OG0000495	Prbm.g_00370	Praw.g_00820
OG0000496	Prbm.g_00371	Praw.g_00819
OG0000497	Prbm.g_00372	Praw.g_00818
OG0000498	Prbm.g_00373	Praw.g_00817
OG0000499	Prbm.g_00374	Praw.g_00816
OG0000500	Prbm.g_00375	Praw.g_00815
OG0000501	Prbm.g_00376	Praw.g_00813
OG0000502	Prbm.g_00379	Praw.g_00810
OG0000503	Prbm.g_00400	Praw.g_00796
OG0000504	Prbm.g_00402	Praw.g_00795
OG0000505	Prbm.g_00403	Praw.g_00794
OG0000506	Prbm.g_00404	Praw.g_00792
OG0000507	Prbm.g_00407	Praw.g_00790
OG0000508	Prbm.g_00410	Praw.g_00787
OG0000509	Prbm.g_00412	Praw.g_00785
OG0000510	Prbm.g_00413	Praw.g_00784
OG0000511	Prbm.g_00414	Praw.g_00783
OG0000512	Prbm.g_00416	Praw.g_00781
OG0000513	Prbm.g_00426	Praw.g_00774
OG0000514	Prbm.g_00440	Praw.g_00716
OG0000515	Prbm.g_00441	Praw.g_00715
OG0000516	Prbm.g_00442	Praw.g_00714
OG0000517	Prbm.g_00445	Praw.g_00712
OG0000518	Prbm.g_00456	Praw.g_00701
OG0000519	Prbm.g_00457	Praw.g_00700
OG0000520	Prbm.g_00458	Praw.g_00699
OG0000521	Prbm.g_00480	Praw.g_00694
OG0000522	Prbm.g_00482	Praw.g_00692
OG0000523	Prbm.g_00483	Praw.g_00691
OG0000524	Prbm.g_00490	Praw.g_00686
OG0000525	Prbm.g_00494	Praw.g_00683
OG0000526	Prbm.g_00495	Praw.g_00682
OG0000527	Prbm.g_00498	Praw.g_00674
OG0000528	Prbm.g_00504	Praw.g_00669
OG0000529	Prbm.g_00507	Praw.g_00666
OG0000530	Prbm.g_00510	Praw.g_00664
OG0000531	Prbm.g_00511	Praw.g_00663
OG0000532	Prbm.g_00512	Praw.g_00661
OG0000533	Prbm.g_00513	Praw.g_00660
OG0000534	Prbm.g_00514	Praw.g_00659
OG0000535	Prbm.g_00515	Praw.g_00658
OG0000536	Prbm.g_00516	Praw.g_00657
OG0000537	Prbm.g_00517	Praw.g_00656
OG0000538	Prbm.g_00534	Praw.g_00648
OG0000539	Prbm.g_00535	Praw.g_00647
OG0000540	Prbm.g_00536	Praw.g_00646
OG0000541	Prbm.g_00537	Praw.g_00645
OG0000542	Prbm.g_00539	Praw.g_00643
OG0000543	Prbm.g_00541	Praw.g_00641
