Orthogroup	Prbm	Syak
OG0000044	Prbm.g_00478, Prbm.g_01281	Syak.g_00767, Syak.g_00153
OG0000046	Prbm.g_00383	Syak.g_01269, Syak.g_01276
OG0000047	Prbm.g_00390, Prbm.g_00428	Syak.g_01147
OG0000048	Prbm.g_00329	Syak.g_01446
OG0000050	Prbm.g_01485	Syak.g_00106
OG0000052	Prbm.g_00114	Syak.g_01549
OG0000053	Prbm.g_01729	Syak.g_01068
OG0000054	Prbm.g_00637	Syak.g_02744, Syak.g_02321
OG0000055	Prbm.g_00778, Prbm.g_01921	Syak.g_00766
OG0000057	Prbm.g_00735	Syak.g_00724, Syak.g_01676
OG0000058	Prbm.g_00881	Syak.g_01530
OG0000059	Prbm.g_01973	Syak.g_01355
OG0000060	Prbm.g_01422	Syak.g_01138, Syak.g_02572, Syak.g_00844
OG0000061	Prbm.g_01549	Syak.g_00898
OG0000062	Prbm.g_01792	Syak.g_02434
OG0000063	Prbm.g_01947	Syak.g_01752
OG0000065	Prbm.g_00164	Syak.g_02192, Syak.g_00282
OG0000066	Prbm.g_00572	Syak.g_02653
OG0000067	Prbm.g_00814	Syak.g_00434
OG0000068	Prbm.g_01660	Syak.g_02565
OG0000070	Prbm.g_00460	Syak.g_01174
OG0000071	Prbm.g_00468, Prbm.g_01611	Syak.g_02322, Syak.g_00936
OG0000072	Prbm.g_00230	Syak.g_02099
OG0000073	Prbm.g_00533	Syak.g_02597
OG0000075	Prbm.g_02069	Syak.g_01564
OG0000076	Prbm.g_02094	Syak.g_01650
OG0000077	Prbm.g_00135	Syak.g_02243
OG0000078	Prbm.g_00300	Syak.g_02310
OG0000079	Prbm.g_00311	Syak.g_01417
OG0000081	Prbm.g_00564	Syak.g_00115
OG0000082	Prbm.g_01900	Syak.g_02711
OG0000084	Prbm.g_01706	Syak.g_01036
OG0000085	Prbm.g_01834	Syak.g_02427
OG0000086	Prbm.g_00145	Syak.g_02219
OG0000087	Prbm.g_00198	Syak.g_02141
OG0000088	Prbm.g_00225	Syak.g_02106
OG0000089	Prbm.g_00423	Syak.g_01215
OG0000090	Prbm.g_00566	Syak.g_02640
OG0000091	Prbm.g_00673	Syak.g_00043
OG0000092	Prbm.g_00934	Syak.g_01126
OG0000093	Prbm.g_00799	Syak.g_00416
OG0000094	Prbm.g_00888	Syak.g_00656
OG0000095	Prbm.g_01064	Syak.g_00736
OG0000097	Prbm.g_01502	Syak.g_00816
OG0000098	Prbm.g_01630	Syak.g_00345, Syak.g_02651
OG0000099	Prbm.g_00394	Syak.g_01527
OG0000100	Prbm.g_01787	Syak.g_00622
OG0000101	Prbm.g_02033	Syak.g_01305
OG0000102	Prbm.g_02099	Syak.g_01661
OG0000103	Prbm.g_02218	Syak.g_01812
OG0000104	Prbm.g_02229	Syak.g_01799
OG0000105	Prbm.g_00331	Syak.g_01451
OG0000106	Prbm.g_01172, Prbm.g_01237	Syak.g_00096
OG0000107	Prbm.g_01949	Syak.g_01392
OG0000108	Prbm.g_00506	Syak.g_02574
OG0000109	Prbm.g_00519	Syak.g_01061, Syak.g_02590
OG0000110	Prbm.g_00607	Syak.g_02698
OG0000111	Prbm.g_00736	Syak.g_00725
OG0000112	Prbm.g_00980	Syak.g_00512
OG0000113	Prbm.g_00838, Prbm.g_01191	Syak.g_00461
OG0000114	Prbm.g_00929	Syak.g_00373, Syak.g_00065
OG0000115	Prbm.g_01803	Syak.g_01066
OG0000116	Prbm.g_01560	Syak.g_00911
OG0000117	Prbm.g_01522	Syak.g_00846
OG0000118	Prbm.g_01622	Syak.g_00954
OG0000119	Prbm.g_01653	Syak.g_00917
OG0000120	Prbm.g_00707	Syak.g_01526
OG0000121	Prbm.g_01712	Syak.g_01044
OG0000122	Prbm.g_01751	Syak.g_00081
OG0000123	Prbm.g_02040	Syak.g_01299
OG0000124	Prbm.g_02111	Syak.g_01692
OG0000125	Prbm.g_02176	Syak.g_01934
OG0000126	Prbm.g_02228	Syak.g_01801
OG0000128	Prbm.g_00011	Syak.g_01782
OG0000129	Prbm.g_00053	Syak.g_01947
OG0000130	Prbm.g_00126	Syak.g_02255
OG0000131	Prbm.g_00204	Syak.g_02128
OG0000132	Prbm.g_00223	Syak.g_02108
OG0000133	Prbm.g_00377	Syak.g_00507
OG0000134	Prbm.g_00425	Syak.g_01212
OG0000135	Prbm.g_01389	Syak.g_01897
OG0000136	Prbm.g_00451	Syak.g_01186
OG0000137	Prbm.g_00500	Syak.g_01118
OG0000138	Prbm.g_00520	Syak.g_01062, Syak.g_02591
OG0000139	Prbm.g_00570	Syak.g_02646
OG0000140	Prbm.g_00571	Syak.g_02650
OG0000141	Prbm.g_00638	Syak.g_02746
OG0000142	Prbm.g_00666	Syak.g_00035
OG0000143	Prbm.g_00670	Syak.g_00039
OG0000144	Prbm.g_00683	Syak.g_00260
OG0000145	Prbm.g_01094	Syak.g_02598
OG0000146	Prbm.g_00979	Syak.g_00514
OG0000147	Prbm.g_00978	Syak.g_00515
OG0000148	Prbm.g_00832	Syak.g_00455
OG0000149	Prbm.g_00862	Syak.g_00596
OG0000150	Prbm.g_00870	Syak.g_02747
OG0000151	Prbm.g_00940	Syak.g_00387
OG0000152	Prbm.g_00988	Syak.g_00503
OG0000153	Prbm.g_01006	Syak.g_00470
OG0000154	Prbm.g_01035	Syak.g_00645
OG0000155	Prbm.g_01527	Syak.g_00855
OG0000156	Prbm.g_01600	Syak.g_00919
OG0000157	Prbm.g_01601	Syak.g_00920
OG0000158	Prbm.g_02077	Syak.g_01624
OG0000160	Prbm.g_01711	Syak.g_01043
OG0000161	Prbm.g_01717	Syak.g_01050
OG0000162	Prbm.g_01723	Syak.g_01058
OG0000163	Prbm.g_01759	Syak.g_02478
OG0000164	Prbm.g_01863	Syak.g_02384
OG0000165	Prbm.g_01871	Syak.g_02374
OG0000166	Prbm.g_01996	Syak.g_01345
OG0000167	Prbm.g_02067	Syak.g_01561
OG0000168	Prbm.g_02078	Syak.g_01625
OG0000169	Prbm.g_02088	Syak.g_01637
OG0000170	Prbm.g_02090	Syak.g_01644
OG0000171	Prbm.g_02110	Syak.g_01691
OG0000172	Prbm.g_02146	Syak.g_01713
OG0000173	Prbm.g_02161	Syak.g_01733
OG0000174	Prbm.g_02192	Syak.g_01895
OG0000175	Prbm.g_02209	Syak.g_01827
OG0000176	Prbm.g_00004	Syak.g_01790
OG0000177	Prbm.g_00005	Syak.g_01789
OG0000178	Prbm.g_00006	Syak.g_01788
OG0000179	Prbm.g_00016	Syak.g_01773
OG0000180	Prbm.g_00017	Syak.g_01772
OG0000181	Prbm.g_00018	Syak.g_01771
OG0000182	Prbm.g_00019	Syak.g_01770
OG0000183	Prbm.g_00023	Syak.g_01766
OG0000184	Prbm.g_00055	Syak.g_01955
OG0000185	Prbm.g_00058	Syak.g_01971
OG0000186	Prbm.g_00121	Syak.g_02258
OG0000187	Prbm.g_00122	Syak.g_02257
OG0000188	Prbm.g_00139	Syak.g_02235
OG0000189	Prbm.g_00153	Syak.g_02203
OG0000190	Prbm.g_00154	Syak.g_01575
OG0000191	Prbm.g_00177	Syak.g_02171
OG0000192	Prbm.g_00181	Syak.g_02165
OG0000193	Prbm.g_00205	Syak.g_02127
OG0000194	Prbm.g_00208	Syak.g_02124
OG0000195	Prbm.g_00210	Syak.g_02122
OG0000196	Prbm.g_00220	Syak.g_02111
OG0000197	Prbm.g_00221	Syak.g_02110
OG0000198	Prbm.g_00222	Syak.g_02109
OG0000199	Prbm.g_00229	Syak.g_02100
OG0000200	Prbm.g_00243	Syak.g_02083
OG0000201	Prbm.g_00252	Syak.g_02068
OG0000202	Prbm.g_00253	Syak.g_02067
OG0000203	Prbm.g_00254	Syak.g_02066
OG0000204	Prbm.g_00255	Syak.g_02065
OG0000205	Prbm.g_00262	Syak.g_02058
OG0000206	Prbm.g_00266	Syak.g_02038
OG0000207	Prbm.g_00268	Syak.g_02025
OG0000208	Prbm.g_00269	Syak.g_02024
OG0000209	Prbm.g_00278	Syak.g_01995
OG0000210	Prbm.g_00279	Syak.g_01994
OG0000211	Prbm.g_00293	Syak.g_02017, Syak.g_02300
OG0000212	Prbm.g_00301	Syak.g_02311
OG0000213	Prbm.g_00317	Syak.g_01425
OG0000214	Prbm.g_00325	Syak.g_01442
OG0000215	Prbm.g_00349	Syak.g_01474
OG0000216	Prbm.g_00350	Syak.g_01478
OG0000217	Prbm.g_00353	Syak.g_01482
OG0000218	Prbm.g_00355	Syak.g_01484
OG0000219	Prbm.g_00356	Syak.g_01485
OG0000220	Prbm.g_00357	Syak.g_01486
OG0000221	Prbm.g_00358	Syak.g_01498
OG0000222	Prbm.g_00366	Syak.g_01512
OG0000223	Prbm.g_00378	Syak.g_01531
OG0000224	Prbm.g_00380	Syak.g_01532
OG0000225	Prbm.g_00411	Syak.g_01230
OG0000226	Prbm.g_00415	Syak.g_01226
OG0000227	Prbm.g_00417	Syak.g_01224
OG0000228	Prbm.g_00422	Syak.g_01216
OG0000229	Prbm.g_00446	Syak.g_01191
OG0000230	Prbm.g_00448	Syak.g_01189
OG0000231	Prbm.g_00459	Syak.g_01176
OG0000232	Prbm.g_00484	Syak.g_01156
OG0000233	Prbm.g_00492	Syak.g_01145
OG0000234	Prbm.g_00501	Syak.g_01116
OG0000235	Prbm.g_00505	Syak.g_02573
OG0000236	Prbm.g_00518	Syak.g_02589
OG0000237	Prbm.g_00540	Syak.g_02607
OG0000238	Prbm.g_00546	Syak.g_02612
OG0000239	Prbm.g_00558	Syak.g_02628
OG0000240	Prbm.g_00559	Syak.g_02629
OG0000241	Prbm.g_00563	Syak.g_00027
OG0000242	Prbm.g_00565	Syak.g_02638
OG0000243	Prbm.g_00576	Syak.g_02658
OG0000244	Prbm.g_00579	Syak.g_02665
OG0000245	Prbm.g_00581	Syak.g_02667
OG0000246	Prbm.g_00585	Syak.g_02671
OG0000247	Prbm.g_00595	Syak.g_02681
OG0000248	Prbm.g_00597	Syak.g_02684
OG0000249	Prbm.g_00599	Syak.g_02686
OG0000250	Prbm.g_00604	Syak.g_02694
OG0000251	Prbm.g_00620	Syak.g_02722
OG0000252	Prbm.g_00623	Syak.g_02725
OG0000253	Prbm.g_00625	Syak.g_02727
OG0000254	Prbm.g_00642	Syak.g_02752
OG0000255	Prbm.g_00648	Syak.g_02772
OG0000256	Prbm.g_00658	Syak.g_00020
OG0000257	Prbm.g_00661	Syak.g_00026
OG0000258	Prbm.g_00674	Syak.g_00044
OG0000259	Prbm.g_00691	Syak.g_00334
OG0000260	Prbm.g_00694	Syak.g_00338
OG0000261	Prbm.g_00697	Syak.g_00348
OG0000262	Prbm.g_00702	Syak.g_00353
OG0000263	Prbm.g_00716	Syak.g_00828
OG0000264	Prbm.g_00728	Syak.g_00698
OG0000265	Prbm.g_00742	Syak.g_00211
OG0000266	Prbm.g_00752	Syak.g_00778
OG0000267	Prbm.g_00765	Syak.g_00555
OG0000268	Prbm.g_00766	Syak.g_00554
OG0000269	Prbm.g_00809	Syak.g_00429
OG0000270	Prbm.g_00812	Syak.g_00432
OG0000271	Prbm.g_00820	Syak.g_00440
OG0000272	Prbm.g_00821	Syak.g_00441
OG0000273	Prbm.g_00845	Syak.g_00616
OG0000274	Prbm.g_00846	Syak.g_00615
OG0000275	Prbm.g_00848	Syak.g_00611
OG0000276	Prbm.g_00854	Syak.g_00604
OG0000277	Prbm.g_00855	Syak.g_00603
OG0000278	Prbm.g_00858	Syak.g_00600
OG0000279	Prbm.g_00865	Syak.g_00592
OG0000281	Prbm.g_00871	Syak.g_00339
OG0000282	Prbm.g_00931	Syak.g_00375
OG0000283	Prbm.g_00962	Syak.g_00541
OG0000284	Prbm.g_00967	Syak.g_00536
OG0000285	Prbm.g_00972	Syak.g_00523
OG0000286	Prbm.g_00987	Syak.g_00504
OG0000287	Prbm.g_00102	Syak.g_00477
OG0000288	Prbm.g_01034	Syak.g_00644
OG0000289	Prbm.g_01045	Syak.g_00659
OG0000290	Prbm.g_01061	Syak.g_00738
OG0000291	Prbm.g_01063	Syak.g_00734, Syak.g_00737
OG0000292	Prbm.g_01210	Syak.g_01802
OG0000293	Prbm.g_01559	Syak.g_00910
OG0000294	Prbm.g_01558	Syak.g_00909
OG0000295	Prbm.g_01534	Syak.g_00863
OG0000296	Prbm.g_01532	Syak.g_00861
OG0000297	Prbm.g_01524	Syak.g_00848
OG0000298	Prbm.g_01523	Syak.g_00847
OG0000299	Prbm.g_01503	Syak.g_00820
OG0000300	Prbm.g_01500	Syak.g_00813
OG0000301	Prbm.g_01499	Syak.g_00812
OG0000302	Prbm.g_01497	Syak.g_00811
OG0000303	Prbm.g_01492	Syak.g_00674
OG0000304	Prbm.g_01489	Syak.g_00680
OG0000305	Prbm.g_01812	Syak.g_00732
OG0000306	Prbm.g_00875	Syak.g_00094
OG0000307	Prbm.g_01669	Syak.g_02556
OG0000308	Prbm.g_01670	Syak.g_02554
OG0000309	Prbm.g_01674	Syak.g_02549
OG0000310	Prbm.g_01694	Syak.g_00994
OG0000311	Prbm.g_01696	Syak.g_00999
OG0000312	Prbm.g_01699	Syak.g_01028
OG0000313	Prbm.g_01714	Syak.g_01046
OG0000314	Prbm.g_01735	Syak.g_01079
OG0000315	Prbm.g_01745	Syak.g_01090
OG0000316	Prbm.g_01770	Syak.g_02462
OG0000317	Prbm.g_01839	Syak.g_02419
OG0000318	Prbm.g_01842	Syak.g_02415
OG0000319	Prbm.g_01853	Syak.g_02399
OG0000320	Prbm.g_01855	Syak.g_02397
OG0000321	Prbm.g_01856	Syak.g_02396
OG0000322	Prbm.g_01857	Syak.g_02395
OG0000323	Prbm.g_01866	Syak.g_02380
OG0000324	Prbm.g_01893	Syak.g_02347
OG0000325	Prbm.g_01950	Syak.g_01391
OG0000326	Prbm.g_01956	Syak.g_01384
OG0000327	Prbm.g_01991	Syak.g_01350
OG0000328	Prbm.g_01992	Syak.g_01349
OG0000329	Prbm.g_02009	Syak.g_01331
OG0000330	Prbm.g_02010	Syak.g_01330
OG0000331	Prbm.g_02011	Syak.g_01329
OG0000332	Prbm.g_02025	Syak.g_01314
OG0000333	Prbm.g_02027	Syak.g_01311
OG0000334	Prbm.g_02036	Syak.g_01302
OG0000335	Prbm.g_02041	Syak.g_01298
OG0000336	Prbm.g_02045	Syak.g_01294
OG0000337	Prbm.g_02064	Syak.g_01555
OG0000338	Prbm.g_02065	Syak.g_01558
OG0000339	Prbm.g_02070	Syak.g_01566
OG0000340	Prbm.g_02079	Syak.g_01626
OG0000341	Prbm.g_02081	Syak.g_01628
OG0000342	Prbm.g_02082	Syak.g_01629
OG0000343	Prbm.g_02083	Syak.g_01631
OG0000344	Prbm.g_02086	Syak.g_01635
OG0000345	Prbm.g_02091	Syak.g_01645
OG0000346	Prbm.g_02095	Syak.g_01651
OG0000347	Prbm.g_02114	Syak.g_01694
OG0000348	Prbm.g_02149	Syak.g_01717
OG0000349	Prbm.g_02167	Syak.g_01740
OG0000350	Prbm.g_02188	Syak.g_01377
OG0000351	Prbm.g_02212	Syak.g_01823
OG0000352	Prbm.g_02213	Syak.g_01822
OG0000353	Prbm.g_02232	Syak.g_01796
OG0000354	Prbm.g_01220	Syak.g_01775
OG0000355	Prbm.g_00001	Syak.g_01793
OG0000356	Prbm.g_00002	Syak.g_01792
OG0000357	Prbm.g_00003	Syak.g_01791
OG0000358	Prbm.g_00007	Syak.g_01787
OG0000359	Prbm.g_00008	Syak.g_01785
OG0000360	Prbm.g_00009	Syak.g_01784
OG0000361	Prbm.g_00010	Syak.g_01783
OG0000362	Prbm.g_00012	Syak.g_01781
OG0000363	Prbm.g_00014	Syak.g_01779
OG0000364	Prbm.g_00015	Syak.g_01778
OG0000365	Prbm.g_00020	Syak.g_01769
OG0000366	Prbm.g_00021	Syak.g_01768
OG0000367	Prbm.g_00022	Syak.g_01767
OG0000368	Prbm.g_00024	Syak.g_01765
OG0000369	Prbm.g_00025	Syak.g_01764
OG0000370	Prbm.g_00026	Syak.g_01763
OG0000371	Prbm.g_00032	Syak.g_01753
OG0000372	Prbm.g_00033	Syak.g_01748
OG0000373	Prbm.g_00034	Syak.g_01747
OG0000374	Prbm.g_00035	Syak.g_01746
OG0000375	Prbm.g_00049	Syak.g_01744
OG0000376	Prbm.g_00051	Syak.g_01742
OG0000377	Prbm.g_00054	Syak.g_01948
OG0000378	Prbm.g_00056	Syak.g_01968
OG0000379	Prbm.g_00059	Syak.g_01972
OG0000380	Prbm.g_00123	Syak.g_02256
OG0000381	Prbm.g_00127	Syak.g_02254
OG0000382	Prbm.g_00138	Syak.g_02236
OG0000383	Prbm.g_00140	Syak.g_02229
OG0000384	Prbm.g_00141	Syak.g_02228
OG0000385	Prbm.g_00142	Syak.g_02227
OG0000386	Prbm.g_00143	Syak.g_02226
OG0000387	Prbm.g_00156	Syak.g_02200
OG0000388	Prbm.g_00160	Syak.g_02196
OG0000389	Prbm.g_00163	Syak.g_02193, Syak.g_02345
OG0000390	Prbm.g_00172	Syak.g_02177
OG0000391	Prbm.g_00176	Syak.g_02172
OG0000392	Prbm.g_00179	Syak.g_02166
OG0000393	Prbm.g_00182	Syak.g_02163
OG0000394	Prbm.g_00183	Syak.g_02162
OG0000395	Prbm.g_00184	Syak.g_02161
OG0000396	Prbm.g_00187	Syak.g_02158
OG0000397	Prbm.g_00189	Syak.g_02156
OG0000398	Prbm.g_00192	Syak.g_02151
OG0000399	Prbm.g_00193	Syak.g_02150
OG0000400	Prbm.g_00194	Syak.g_02149
OG0000401	Prbm.g_00195	Syak.g_02148
OG0000402	Prbm.g_01096	Syak.g_02146
OG0000403	Prbm.g_00196	Syak.g_02145
OG0000404	Prbm.g_00197	Syak.g_02143
OG0000405	Prbm.g_00202	Syak.g_02131
OG0000406	Prbm.g_00206	Syak.g_02126
OG0000407	Prbm.g_00207	Syak.g_02125
OG0000408	Prbm.g_00209	Syak.g_02123
OG0000409	Prbm.g_00211	Syak.g_02121
OG0000410	Prbm.g_00212	Syak.g_02120
OG0000411	Prbm.g_00213	Syak.g_02119
OG0000412	Prbm.g_00214	Syak.g_02118
OG0000413	Prbm.g_00215	Syak.g_02116
OG0000415	Prbm.g_00217	Syak.g_02114
OG0000416	Prbm.g_00218	Syak.g_02113
OG0000417	Prbm.g_00219	Syak.g_02112
OG0000418	Prbm.g_00224	Syak.g_02107
OG0000419	Prbm.g_00226	Syak.g_02105
OG0000420	Prbm.g_00227	Syak.g_02103
OG0000421	Prbm.g_00232	Syak.g_02097
OG0000422	Prbm.g_00233	Syak.g_02096
OG0000423	Prbm.g_00234	Syak.g_02095
OG0000424	Prbm.g_00235	Syak.g_02094
OG0000425	Prbm.g_00236	Syak.g_02093
OG0000426	Prbm.g_00237	Syak.g_02092
OG0000427	Prbm.g_00238	Syak.g_02091
OG0000428	Prbm.g_00240	Syak.g_02088
OG0000429	Prbm.g_00241	Syak.g_02086
OG0000430	Prbm.g_00242	Syak.g_02084
OG0000431	Prbm.g_00244	Syak.g_02081
OG0000432	Prbm.g_00248	Syak.g_02075
OG0000433	Prbm.g_00249	Syak.g_02073
OG0000434	Prbm.g_00250	Syak.g_02072
OG0000435	Prbm.g_00251	Syak.g_02071
OG0000436	Prbm.g_00256	Syak.g_02064
OG0000437	Prbm.g_00257	Syak.g_02063
OG0000438	Prbm.g_00258	Syak.g_02062
OG0000439	Prbm.g_00260	Syak.g_02060
OG0000440	Prbm.g_00261	Syak.g_02059
OG0000441	Prbm.g_00263	Syak.g_02053
OG0000442	Prbm.g_00264	Syak.g_02043
OG0000443	Prbm.g_00265	Syak.g_02041
OG0000444	Prbm.g_00270	Syak.g_02022
OG0000445	Prbm.g_00271	Syak.g_02015
OG0000446	Prbm.g_00272	Syak.g_02013
OG0000447	Prbm.g_00273	Syak.g_02006
OG0000448	Prbm.g_00274	Syak.g_02005
OG0000449	Prbm.g_00275	Syak.g_02004
OG0000450	Prbm.g_00276	Syak.g_01998
OG0000451	Prbm.g_00277	Syak.g_01997
OG0000452	Prbm.g_00280	Syak.g_01993
OG0000453	Prbm.g_00281	Syak.g_01992
OG0000454	Prbm.g_00282	Syak.g_01991
OG0000455	Prbm.g_00283	Syak.g_01990
OG0000456	Prbm.g_00284	Syak.g_01989
OG0000457	Prbm.g_00285	Syak.g_01987
OG0000458	Prbm.g_00286	Syak.g_01986
OG0000459	Prbm.g_00287	Syak.g_01985
OG0000460	Prbm.g_00295	Syak.g_02303
OG0000461	Prbm.g_00303	Syak.g_01402
OG0000462	Prbm.g_00305	Syak.g_01405
OG0000463	Prbm.g_00306	Syak.g_01406
OG0000464	Prbm.g_00307	Syak.g_01407
OG0000465	Prbm.g_00308	Syak.g_01409
OG0000466	Prbm.g_00309	Syak.g_01414
OG0000467	Prbm.g_00310	Syak.g_01416
OG0000468	Prbm.g_00312	Syak.g_01421
OG0000469	Prbm.g_00320	Syak.g_01436
OG0000470	Prbm.g_00322	Syak.g_01438
OG0000471	Prbm.g_00323	Syak.g_01439
OG0000472	Prbm.g_00324	Syak.g_01441
OG0000473	Prbm.g_00326	Syak.g_01443
OG0000474	Prbm.g_00327	Syak.g_01444
OG0000475	Prbm.g_00328	Syak.g_01445
OG0000476	Prbm.g_00330	Syak.g_01447
OG0000477	Prbm.g_00332	Syak.g_01453
OG0000478	Prbm.g_00333	Syak.g_01454
OG0000479	Prbm.g_00334	Syak.g_01455
OG0000480	Prbm.g_00339	Syak.g_01462
OG0000481	Prbm.g_00341	Syak.g_01464
OG0000482	Prbm.g_00342	Syak.g_01465
OG0000483	Prbm.g_00345	Syak.g_01469
OG0000484	Prbm.g_00346	Syak.g_01470
OG0000485	Prbm.g_00347	Syak.g_01472
OG0000486	Prbm.g_00348	Syak.g_01473
OG0000487	Prbm.g_00351	Syak.g_01479
OG0000488	Prbm.g_00354	Syak.g_01483
OG0000489	Prbm.g_00359	Syak.g_01499
OG0000490	Prbm.g_00364	Syak.g_01507
OG0000491	Prbm.g_00365	Syak.g_01511
OG0000492	Prbm.g_00367	Syak.g_01513
OG0000493	Prbm.g_00368	Syak.g_01514
OG0000494	Prbm.g_00369	Syak.g_01515
OG0000495	Prbm.g_00370	Syak.g_01516
OG0000496	Prbm.g_00371	Syak.g_01517
OG0000497	Prbm.g_00372	Syak.g_01518
OG0000498	Prbm.g_00373	Syak.g_01519
OG0000499	Prbm.g_00374	Syak.g_01520
OG0000500	Prbm.g_00375	Syak.g_01521
OG0000501	Prbm.g_00376	Syak.g_01524
OG0000502	Prbm.g_00379	Syak.g_01538
OG0000503	Prbm.g_00400	Syak.g_01246
OG0000504	Prbm.g_00402	Syak.g_01244
OG0000505	Prbm.g_00403	Syak.g_01243
OG0000506	Prbm.g_00404	Syak.g_01241
OG0000507	Prbm.g_00407	Syak.g_01235
OG0000508	Prbm.g_00410	Syak.g_01231
OG0000509	Prbm.g_00412	Syak.g_01229
OG0000510	Prbm.g_00413	Syak.g_01228
OG0000511	Prbm.g_00414	Syak.g_01227
OG0000512	Prbm.g_00416	Syak.g_01225
OG0000513	Prbm.g_00426	Syak.g_01211
OG0000514	Prbm.g_00440	Syak.g_01204
OG0000515	Prbm.g_00441	Syak.g_01203
OG0000516	Prbm.g_00442	Syak.g_01199
OG0000517	Prbm.g_00445	Syak.g_01192
OG0000518	Prbm.g_00456	Syak.g_01180
OG0000519	Prbm.g_00457	Syak.g_01179
OG0000520	Prbm.g_00458	Syak.g_01178
OG0000521	Prbm.g_00480	Syak.g_01167
OG0000522	Prbm.g_00482	Syak.g_01163
OG0000523	Prbm.g_00483	Syak.g_01162
OG0000524	Prbm.g_00490	Syak.g_01149
OG0000525	Prbm.g_00494	Syak.g_01130
OG0000526	Prbm.g_00495	Syak.g_01127
OG0000527	Prbm.g_00498	Syak.g_01120
OG0000528	Prbm.g_00504	Syak.g_02570
OG0000529	Prbm.g_00507	Syak.g_02575
OG0000530	Prbm.g_00510	Syak.g_02578
OG0000531	Prbm.g_00511	Syak.g_02579
OG0000532	Prbm.g_00512	Syak.g_02582
OG0000533	Prbm.g_00513	Syak.g_02584
OG0000534	Prbm.g_00514	Syak.g_02585
OG0000535	Prbm.g_00515	Syak.g_02586
OG0000536	Prbm.g_00516	Syak.g_02587
OG0000537	Prbm.g_00517	Syak.g_02588
OG0000538	Prbm.g_00534	Syak.g_02600
OG0000539	Prbm.g_00535	Syak.g_02601
OG0000540	Prbm.g_00536	Syak.g_02602
OG0000541	Prbm.g_00537	Syak.g_02603
OG0000542	Prbm.g_00539	Syak.g_02606
OG0000543	Prbm.g_00541	Syak.g_02608
OG0000544	Prbm.g_00542	Syak.g_02609
OG0000545	Prbm.g_00544	Syak.g_02611
OG0000546	Prbm.g_00547	Syak.g_02613
OG0000547	Prbm.g_00549	Syak.g_02615
OG0000548	Prbm.g_00550	Syak.g_02616
OG0000549	Prbm.g_00553	Syak.g_02622
OG0000550	Prbm.g_00557	Syak.g_02626
OG0000551	Prbm.g_00560	Syak.g_02631
OG0000552	Prbm.g_00561	Syak.g_02632
OG0000553	Prbm.g_00562	Syak.g_02636
OG0000554	Prbm.g_00567	Syak.g_02641
OG0000555	Prbm.g_00575	Syak.g_02657
OG0000556	Prbm.g_00577	Syak.g_02661
OG0000557	Prbm.g_00578	Syak.g_02663
