Orthogroup	Prat	Prbk
OG0000054	Prat.g_01503	Prbk.g_01468
OG0000055	Prat.g_01014	Prbk.g_02493
OG0000056	Prat.g_01463, Prat.g_00666	Prbk.g_00694
OG0000058	Prat.g_00434	Prbk.g_02113
OG0000059	Prat.g_00775	Prbk.g_01765
OG0000062	Prat.g_01495	Prbk.g_02195
OG0000063	Prat.g_01129	Prbk.g_01496
OG0000065	Prat.g_01249	Prbk.g_01183
OG0000066	Prat.g_00344	Prbk.g_00477
OG0000068	Prat.g_01726	Prbk.g_00796, Prbk.g_00944
OG0000069	Prat.g_01394	Prbk.g_01209
OG0000071	Prat.g_00012, Prat.g_00011	Prbk.g_02290
OG0000072	Prat.g_00329	Prbk.g_00472
OG0000073	Prat.g_01054	Prbk.g_00709
OG0000074	Prat.g_00765	Prbk.g_01815
OG0000075	Prat.g_01030	Prbk.g_02475
OG0000076	Prat.g_00965	Prbk.g_00056
OG0000078	Prat.g_01312	Prbk.g_00476
OG0000079	Prat.g_01442	Prbk.g_00931
OG0000080	Prat.g_01539	Prbk.g_02012
OG0000081	Prat.g_01759	Prbk.g_00512
OG0000082	Prat.g_01853	Prbk.g_02204
OG0000083	Prat.g_00003	Prbk.g_02281
OG0000084	Prat.g_00006	Prbk.g_02284
OG0000085	Prat.g_01314, Prat.g_00024	Prbk.g_01626
OG0000087	Prat.g_00054	Prbk.g_02126
OG0000088	Prat.g_00112	Prbk.g_00191
OG0000089	Prat.g_00121	Prbk.g_00206
OG0000090	Prat.g_00138	Prbk.g_00559
OG0000091	Prat.g_00170	Prbk.g_00776
OG0000092	Prat.g_00171	Prbk.g_00777
OG0000093	Prat.g_00185	Prbk.g_01280
OG0000094	Prat.g_00204	Prbk.g_01251
OG0000095	Prat.g_00209	Prbk.g_00632
OG0000096	Prat.g_00257	Prbk.g_01001
OG0000097	Prat.g_00281	Prbk.g_00409
OG0000098	Prat.g_00292	Prbk.g_00422
OG0000099	Prat.g_00302	Prbk.g_00434
OG0000100	Prat.g_00305	Prbk.g_00438
OG0000101	Prat.g_00372	Prbk.g_00361
OG0000102	Prat.g_01477	Prbk.g_02209
OG0000103	Prat.g_00435	Prbk.g_02114
OG0000104	Prat.g_00440	Prbk.g_02061
OG0000105	Prat.g_00462	Prbk.g_01862
OG0000106	Prat.g_00494	Prbk.g_01078
OG0000107	Prat.g_00495	Prbk.g_01080
OG0000108	Prat.g_00504	Prbk.g_02684
OG0000109	Prat.g_00514, Prat.g_00513	Prbk.g_01890
OG0000110	Prat.g_00532	Prbk.g_01871
OG0000111	Prat.g_01073	Prbk.g_00740
OG0000112	Prat.g_01072	Prbk.g_00739
OG0000113	Prat.g_00815	Prbk.g_02370
OG0000114	Prat.g_01039	Prbk.g_02466
OG0000115	Prat.g_00896	Prbk.g_02324
OG0000116	Prat.g_00900	Prbk.g_02316
OG0000117	Prat.g_00962	Prbk.g_00059
OG0000118	Prat.g_01208	Prbk.g_02271
OG0000119	Prat.g_01557	Prbk.g_02197
OG0000120	Prat.g_01150	Prbk.g_00144
OG0000121	Prat.g_01127	Prbk.g_00138
OG0000122	Prat.g_01107	Prbk.g_00185
OG0000123	Prat.g_00595	Prbk.g_00121
OG0000124	Prat.g_01509	Prbk.g_00066
OG0000125	Prat.g_01261	Prbk.g_01169
OG0000126	Prat.g_01291	Prbk.g_02052
OG0000127	Prat.g_01338	Prbk.g_00243
OG0000128	Prat.g_01354	Prbk.g_00260
OG0000129	Prat.g_01392	Prbk.g_01212
OG0000130	Prat.g_01589	Prbk.g_00913
OG0000131	Prat.g_01377, Prat.g_01628	Prbk.g_01417
OG0000132	Prat.g_01631	Prbk.g_01414
OG0000133	Prat.g_01685	Prbk.g_00987
OG0000134	Prat.g_01720	Prbk.g_00950
OG0000135	Prat.g_01722	Prbk.g_00948
OG0000136	Prat.g_01771	Prbk.g_00528
OG0000138	Prat.g_01841	Prbk.g_02168
OG0000139	Prat.g_01873	Prbk.g_02252
OG0000140	Prat.g_00001	Prbk.g_02279
OG0000141	Prat.g_00002	Prbk.g_02280
OG0000142	Prat.g_00004	Prbk.g_02282
OG0000143	Prat.g_00005	Prbk.g_02283
OG0000144	Prat.g_00007	Prbk.g_02285
OG0000145	Prat.g_00008	Prbk.g_02287
OG0000146	Prat.g_00009	Prbk.g_02288
OG0000147	Prat.g_00010	Prbk.g_02289
OG0000148	Prat.g_00013	Prbk.g_02291
OG0000149	Prat.g_00015	Prbk.g_01639
OG0000150	Prat.g_00016	Prbk.g_01638
OG0000151	Prat.g_00017	Prbk.g_01633
OG0000152	Prat.g_00018	Prbk.g_01632
OG0000153	Prat.g_00019	Prbk.g_01631
OG0000154	Prat.g_00020	Prbk.g_01630
OG0000155	Prat.g_00021	Prbk.g_01629
OG0000156	Prat.g_00022	Prbk.g_01628
OG0000157	Prat.g_00023	Prbk.g_01627
OG0000158	Prat.g_00025	Prbk.g_01625
OG0000159	Prat.g_00026	Prbk.g_01624
OG0000160	Prat.g_00027	Prbk.g_01623
OG0000161	Prat.g_00028	Prbk.g_01622
OG0000162	Prat.g_00029	Prbk.g_01621
OG0000163	Prat.g_00031	Prbk.g_01619
OG0000164	Prat.g_00034	Prbk.g_01614
OG0000165	Prat.g_00036	Prbk.g_01609
OG0000166	Prat.g_00037	Prbk.g_01608
OG0000167	Prat.g_00038	Prbk.g_01607
OG0000168	Prat.g_00042	Prbk.g_01606
OG0000169	Prat.g_00044	Prbk.g_01604
OG0000170	Prat.g_00046	Prbk.g_02158
OG0000171	Prat.g_00047	Prbk.g_02156
OG0000172	Prat.g_00048	Prbk.g_02155
OG0000173	Prat.g_00051	Prbk.g_02148
OG0000174	Prat.g_00052	Prbk.g_02141
OG0000175	Prat.g_00053	Prbk.g_02133
OG0000176	Prat.g_00055	Prbk.g_02125
OG0000177	Prat.g_00056	Prbk.g_02124
OG0000178	Prat.g_00057	Prbk.g_02123
OG0000179	Prat.g_00060	Prbk.g_01326
OG0000180	Prat.g_00061	Prbk.g_01324
OG0000181	Prat.g_00062	Prbk.g_01323
OG0000182	Prat.g_00066	Prbk.g_01320
OG0000183	Prat.g_00067	Prbk.g_01319
OG0000184	Prat.g_00070	Prbk.g_01315
OG0000185	Prat.g_00074	Prbk.g_01309
OG0000186	Prat.g_00075	Prbk.g_01308
OG0000187	Prat.g_01504	Prbk.g_01665
OG0000188	Prat.g_00076	Prbk.g_01307
OG0000189	Prat.g_00079	Prbk.g_01304
OG0000190	Prat.g_00080	Prbk.g_01303
OG0000191	Prat.g_00081	Prbk.g_01302
OG0000192	Prat.g_00082	Prbk.g_01301
OG0000193	Prat.g_00083	Prbk.g_01300
OG0000194	Prat.g_00084	Prbk.g_01299
OG0000195	Prat.g_00086	Prbk.g_01295
OG0000196	Prat.g_00087	Prbk.g_01294
OG0000197	Prat.g_00088	Prbk.g_00035
OG0000198	Prat.g_00089	Prbk.g_00031
OG0000199	Prat.g_00091	Prbk.g_00026
OG0000200	Prat.g_00092	Prbk.g_00025
OG0000201	Prat.g_00093	Prbk.g_00024
OG0000202	Prat.g_00094	Prbk.g_00022
OG0000203	Prat.g_00095	Prbk.g_00021
OG0000204	Prat.g_00096	Prbk.g_00020
OG0000205	Prat.g_00098	Prbk.g_00018
OG0000206	Prat.g_00099	Prbk.g_00017
OG0000207	Prat.g_00100	Prbk.g_00016
OG0000208	Prat.g_00101	Prbk.g_00015
OG0000209	Prat.g_00102	Prbk.g_00014
OG0000210	Prat.g_00103	Prbk.g_00012
OG0000211	Prat.g_00104	Prbk.g_00011
OG0000212	Prat.g_00105	Prbk.g_00010
OG0000213	Prat.g_00106	Prbk.g_00007
OG0000214	Prat.g_00110	Prbk.g_00001
OG0000215	Prat.g_00111	Prbk.g_00190
OG0000216	Prat.g_00113	Prbk.g_00192
OG0000217	Prat.g_00114	Prbk.g_00194
OG0000218	Prat.g_00115	Prbk.g_00196
OG0000219	Prat.g_00116	Prbk.g_00197
OG0000220	Prat.g_00118	Prbk.g_00202
OG0000221	Prat.g_00122	Prbk.g_00207
OG0000222	Prat.g_00123	Prbk.g_00208
OG0000223	Prat.g_00124	Prbk.g_00209
OG0000224	Prat.g_00126	Prbk.g_00542
OG0000225	Prat.g_00128	Prbk.g_00544
OG0000226	Prat.g_00130	Prbk.g_00547
OG0000227	Prat.g_00131	Prbk.g_00549
OG0000228	Prat.g_00132	Prbk.g_00550
OG0000229	Prat.g_00133	Prbk.g_00551
OG0000230	Prat.g_00134	Prbk.g_00552
OG0000231	Prat.g_00601	Prbk.g_00554
OG0000232	Prat.g_00136	Prbk.g_00555
OG0000233	Prat.g_00139	Prbk.g_00560
OG0000234	Prat.g_00141	Prbk.g_00749
OG0000235	Prat.g_00144	Prbk.g_00751
OG0000236	Prat.g_00145	Prbk.g_00752
OG0000237	Prat.g_00146	Prbk.g_00753
OG0000238	Prat.g_00147	Prbk.g_00754
OG0000239	Prat.g_00148	Prbk.g_00755
OG0000240	Prat.g_00150	Prbk.g_00757
OG0000241	Prat.g_00151	Prbk.g_00758
OG0000242	Prat.g_00152	Prbk.g_00759
OG0000243	Prat.g_00153	Prbk.g_00760
OG0000244	Prat.g_00154	Prbk.g_00761
OG0000245	Prat.g_00156	Prbk.g_00763
OG0000246	Prat.g_00158	Prbk.g_00765
OG0000247	Prat.g_00159	Prbk.g_00766
OG0000248	Prat.g_00160	Prbk.g_00767
OG0000249	Prat.g_00161	Prbk.g_00768
OG0000250	Prat.g_00162	Prbk.g_00769
OG0000251	Prat.g_00163	Prbk.g_00770
OG0000252	Prat.g_00164	Prbk.g_00771
OG0000253	Prat.g_00165	Prbk.g_00772
OG0000254	Prat.g_00167	Prbk.g_00774
OG0000255	Prat.g_00169	Prbk.g_00775
OG0000256	Prat.g_00172	Prbk.g_00778
OG0000257	Prat.g_00174	Prbk.g_00779
OG0000258	Prat.g_00175	Prbk.g_00780
OG0000259	Prat.g_00176	Prbk.g_00781
OG0000260	Prat.g_00177	Prbk.g_00782
OG0000261	Prat.g_00178	Prbk.g_00783
OG0000262	Prat.g_00179	Prbk.g_00784
OG0000263	Prat.g_00180	Prbk.g_00785
OG0000264	Prat.g_00182	Prbk.g_02425
OG0000265	Prat.g_00183	Prbk.g_01283
OG0000266	Prat.g_00184	Prbk.g_01281
OG0000267	Prat.g_00186	Prbk.g_01277
OG0000268	Prat.g_00188	Prbk.g_01275
OG0000269	Prat.g_00189	Prbk.g_01272
OG0000270	Prat.g_00190	Prbk.g_01270
OG0000271	Prat.g_00191	Prbk.g_01267
OG0000272	Prat.g_00192	Prbk.g_01266
OG0000273	Prat.g_00193	Prbk.g_01263
OG0000274	Prat.g_00194	Prbk.g_01261
OG0000275	Prat.g_00195	Prbk.g_01260
OG0000276	Prat.g_00196	Prbk.g_01259
OG0000277	Prat.g_00197	Prbk.g_01258
OG0000278	Prat.g_00198	Prbk.g_01257
OG0000279	Prat.g_00199	Prbk.g_01256
OG0000280	Prat.g_00200	Prbk.g_01255
OG0000281	Prat.g_00202	Prbk.g_01253
OG0000282	Prat.g_00203	Prbk.g_01252
OG0000283	Prat.g_00206	Prbk.g_01245
OG0000284	Prat.g_00207	Prbk.g_01244
OG0000285	Prat.g_00208	Prbk.g_00631
OG0000286	Prat.g_00210	Prbk.g_00633
OG0000287	Prat.g_00211	Prbk.g_00686
OG0000288	Prat.g_00212	Prbk.g_00685
OG0000289	Prat.g_00213	Prbk.g_00683
OG0000290	Prat.g_00214	Prbk.g_00682
OG0000291	Prat.g_00215	Prbk.g_00680
OG0000292	Prat.g_00216	Prbk.g_00670
OG0000293	Prat.g_00217	Prbk.g_00669
OG0000294	Prat.g_00218	Prbk.g_00668
OG0000295	Prat.g_00219	Prbk.g_00662
OG0000296	Prat.g_00220	Prbk.g_00661
OG0000297	Prat.g_00221	Prbk.g_00658
OG0000298	Prat.g_00222	Prbk.g_00657
OG0000299	Prat.g_00223	Prbk.g_00656
OG0000300	Prat.g_00224	Prbk.g_00655
OG0000301	Prat.g_00225	Prbk.g_00654
OG0000302	Prat.g_00226	Prbk.g_00653
OG0000303	Prat.g_00227	Prbk.g_00652
OG0000304	Prat.g_00229	Prbk.g_00650
OG0000305	Prat.g_00230	Prbk.g_00649
OG0000306	Prat.g_00231	Prbk.g_00648
OG0000307	Prat.g_00233	Prbk.g_01364
OG0000308	Prat.g_00234	Prbk.g_01136
OG0000309	Prat.g_00235	Prbk.g_01135
OG0000310	Prat.g_00236	Prbk.g_01134
OG0000311	Prat.g_00238	Prbk.g_01368
OG0000312	Prat.g_00240	Prbk.g_01369
OG0000313	Prat.g_00241	Prbk.g_01521
OG0000314	Prat.g_00245	Prbk.g_01515
OG0000315	Prat.g_00246	Prbk.g_01514
OG0000316	Prat.g_00249	Prbk.g_01900
OG0000317	Prat.g_00250	Prbk.g_01012
OG0000318	Prat.g_00251	Prbk.g_01011
OG0000319	Prat.g_00252	Prbk.g_01010
OG0000320	Prat.g_00253	Prbk.g_01008
OG0000321	Prat.g_00256	Prbk.g_01003
OG0000322	Prat.g_00260	Prbk.g_00371
OG0000323	Prat.g_00261	Prbk.g_00372
OG0000324	Prat.g_00264	Prbk.g_00374
OG0000325	Prat.g_00266	Prbk.g_00376
OG0000326	Prat.g_00267	Prbk.g_00378
OG0000327	Prat.g_00269	Prbk.g_00384
OG0000328	Prat.g_00270	Prbk.g_01365
OG0000329	Prat.g_00271	Prbk.g_00397
OG0000330	Prat.g_00272	Prbk.g_00398
OG0000331	Prat.g_00273	Prbk.g_00400
OG0000332	Prat.g_00274	Prbk.g_00401
OG0000333	Prat.g_00275	Prbk.g_00402
OG0000334	Prat.g_00276	Prbk.g_00403
OG0000335	Prat.g_00277	Prbk.g_00404
OG0000336	Prat.g_00279	Prbk.g_00406
OG0000337	Prat.g_00282	Prbk.g_00411
OG0000338	Prat.g_00283	Prbk.g_00412
OG0000339	Prat.g_00284	Prbk.g_00413
OG0000340	Prat.g_00285	Prbk.g_00415
OG0000341	Prat.g_00290	Prbk.g_00420
OG0000342	Prat.g_00291	Prbk.g_00421
OG0000343	Prat.g_00293	Prbk.g_00423
OG0000344	Prat.g_00294	Prbk.g_00425
OG0000345	Prat.g_00295	Prbk.g_00426
OG0000346	Prat.g_00296	Prbk.g_00427
OG0000347	Prat.g_00297	Prbk.g_00428
OG0000348	Prat.g_00298	Prbk.g_00429
OG0000349	Prat.g_00299	Prbk.g_00430
OG0000350	Prat.g_00300	Prbk.g_00431
OG0000351	Prat.g_00303	Prbk.g_00435
OG0000352	Prat.g_00306	Prbk.g_00439
OG0000353	Prat.g_00307	Prbk.g_00442
OG0000354	Prat.g_00308	Prbk.g_00443
OG0000355	Prat.g_00309	Prbk.g_00444
OG0000356	Prat.g_00310	Prbk.g_00449
OG0000357	Prat.g_00311	Prbk.g_00450
OG0000358	Prat.g_00312	Prbk.g_00451
OG0000359	Prat.g_00313	Prbk.g_00453
OG0000360	Prat.g_00315	Prbk.g_00456
OG0000361	Prat.g_00316	Prbk.g_00457
OG0000362	Prat.g_00317	Prbk.g_00458
OG0000363	Prat.g_00318	Prbk.g_00460
OG0000364	Prat.g_00319	Prbk.g_00461
OG0000365	Prat.g_00320	Prbk.g_00462
OG0000366	Prat.g_00321	Prbk.g_00463
OG0000367	Prat.g_00322	Prbk.g_00464
OG0000368	Prat.g_00323	Prbk.g_00465
OG0000369	Prat.g_00324	Prbk.g_00466
OG0000370	Prat.g_00325	Prbk.g_00467
OG0000371	Prat.g_00326	Prbk.g_00468
OG0000372	Prat.g_00328	Prbk.g_00471
OG0000373	Prat.g_00330	Prbk.g_00481
OG0000374	Prat.g_00331	Prbk.g_00483
OG0000375	Prat.g_00332	Prbk.g_00492
OG0000376	Prat.g_00334	Prbk.g_00853
OG0000377	Prat.g_00340	Prbk.g_00860
OG0000378	Prat.g_00341	Prbk.g_00861
OG0000379	Prat.g_00348	Prbk.g_00871
OG0000380	Prat.g_00350	Prbk.g_00873
OG0000381	Prat.g_00351	Prbk.g_00874
OG0000382	Prat.g_00352	Prbk.g_00876
OG0000383	Prat.g_00355	Prbk.g_00881
OG0000384	Prat.g_00356	Prbk.g_00882
OG0000385	Prat.g_00359	Prbk.g_00888
OG0000386	Prat.g_00360	Prbk.g_00889
OG0000387	Prat.g_00361	Prbk.g_00890
OG0000388	Prat.g_00362	Prbk.g_00891
OG0000389	Prat.g_00363	Prbk.g_00892
OG0000390	Prat.g_00364	Prbk.g_00893
OG0000391	Prat.g_00365	Prbk.g_00894
OG0000392	Prat.g_00366	Prbk.g_00895
OG0000393	Prat.g_00369	Prbk.g_00365
OG0000394	Prat.g_00370	Prbk.g_00364
OG0000395	Prat.g_00373	Prbk.g_00360
OG0000396	Prat.g_00985	Prbk.g_02556
OG0000397	Prat.g_01203	Prbk.g_01321
OG0000398	Prat.g_01469	Prbk.g_00924
OG0000399	Prat.g_00671	Prbk.g_01693
OG0000400	Prat.g_01656	Prbk.g_01902
OG0000401	Prat.g_00390	Prbk.g_00352
OG0000402	Prat.g_00391	Prbk.g_00351
OG0000403	Prat.g_00392	Prbk.g_00339
OG0000404	Prat.g_00395	Prbk.g_00329
OG0000405	Prat.g_00396	Prbk.g_00328
OG0000406	Prat.g_00398	Prbk.g_00326
OG0000407	Prat.g_00399	Prbk.g_00325
OG0000408	Prat.g_00400	Prbk.g_00324
OG0000409	Prat.g_00401	Prbk.g_00323
OG0000410	Prat.g_00403	Prbk.g_00321
OG0000411	Prat.g_00404	Prbk.g_00320
OG0000412	Prat.g_00405	Prbk.g_00319
OG0000413	Prat.g_00406	Prbk.g_00318
OG0000414	Prat.g_00407	Prbk.g_00317
OG0000415	Prat.g_00408	Prbk.g_00316
OG0000416	Prat.g_00410	Prbk.g_00315
OG0000417	Prat.g_00411	Prbk.g_00311
OG0000418	Prat.g_00412	Prbk.g_00310
OG0000419	Prat.g_00413	Prbk.g_00309
OG0000420	Prat.g_00414	Prbk.g_00308
OG0000421	Prat.g_00415	Prbk.g_00301
OG0000422	Prat.g_00417	Prbk.g_00299
OG0000423	Prat.g_00418	Prbk.g_00298
OG0000424	Prat.g_00419	Prbk.g_00295
OG0000425	Prat.g_00424	Prbk.g_02088
OG0000426	Prat.g_00425	Prbk.g_02089
OG0000427	Prat.g_00426	Prbk.g_02092
OG0000428	Prat.g_00428	Prbk.g_02105
OG0000429	Prat.g_00429	Prbk.g_02107
OG0000430	Prat.g_00430	Prbk.g_02109
OG0000431	Prat.g_00432	Prbk.g_02111
OG0000432	Prat.g_00433	Prbk.g_02112
OG0000433	Prat.g_00436	Prbk.g_02053
OG0000434	Prat.g_00438	Prbk.g_02056
OG0000435	Prat.g_00439	Prbk.g_02060
OG0000436	Prat.g_00441	Prbk.g_02062
OG0000437	Prat.g_00443	Prbk.g_02064
OG0000438	Prat.g_00444	Prbk.g_02065
OG0000439	Prat.g_00445	Prbk.g_02066
OG0000440	Prat.g_00447	Prbk.g_02069
OG0000441	Prat.g_00448	Prbk.g_02071
OG0000442	Prat.g_00449	Prbk.g_02072
OG0000443	Prat.g_00450	Prbk.g_02073
OG0000444	Prat.g_00451	Prbk.g_02074
OG0000445	Prat.g_00453	Prbk.g_02075
OG0000446	Prat.g_00454	Prbk.g_02076
OG0000447	Prat.g_00455	Prbk.g_02077
OG0000448	Prat.g_00456	Prbk.g_02078
OG0000449	Prat.g_00463	Prbk.g_01865
OG0000450	Prat.g_00464	Prbk.g_01041
OG0000451	Prat.g_00465	Prbk.g_01042
OG0000452	Prat.g_00466	Prbk.g_01043
OG0000453	Prat.g_00468	Prbk.g_01046
OG0000454	Prat.g_00469	Prbk.g_01047
OG0000455	Prat.g_00470	Prbk.g_01048
OG0000456	Prat.g_00471	Prbk.g_01049
OG0000457	Prat.g_00473	Prbk.g_01050
OG0000458	Prat.g_00475	Prbk.g_01051
OG0000459	Prat.g_00476	Prbk.g_01052
OG0000460	Prat.g_00478	Prbk.g_01054
OG0000461	Prat.g_00479	Prbk.g_01055
OG0000462	Prat.g_00480	Prbk.g_01056
OG0000463	Prat.g_00482	Prbk.g_01061
OG0000464	Prat.g_00486	Prbk.g_01066
OG0000465	Prat.g_00487	Prbk.g_01067
OG0000466	Prat.g_00488	Prbk.g_01068
OG0000467	Prat.g_00489	Prbk.g_01070
OG0000468	Prat.g_00490	Prbk.g_01071
OG0000469	Prat.g_00491	Prbk.g_01076
OG0000470	Prat.g_00492	Prbk.g_01965
OG0000471	Prat.g_00493	Prbk.g_01772
OG0000472	Prat.g_00496	Prbk.g_01081
OG0000473	Prat.g_00497	Prbk.g_01083
OG0000474	Prat.g_00498	Prbk.g_01085
OG0000475	Prat.g_00499	Prbk.g_01086
OG0000476	Prat.g_00500	Prbk.g_01092
OG0000477	Prat.g_00501	Prbk.g_01095
OG0000478	Prat.g_00502	Prbk.g_01097
OG0000479	Prat.g_00503	Prbk.g_01099
OG0000480	Prat.g_00505	Prbk.g_02686
OG0000481	Prat.g_00506	Prbk.g_01898
OG0000482	Prat.g_00507	Prbk.g_01897
OG0000483	Prat.g_00508	Prbk.g_01895
OG0000484	Prat.g_00509	Prbk.g_01894
OG0000485	Prat.g_00510	Prbk.g_01893
OG0000486	Prat.g_00511	Prbk.g_01892
OG0000487	Prat.g_00512	Prbk.g_01891
OG0000488	Prat.g_00515	Prbk.g_01889
OG0000489	Prat.g_00516	Prbk.g_01888
OG0000490	Prat.g_00517	Prbk.g_01887
OG0000491	Prat.g_00518	Prbk.g_01886
OG0000492	Prat.g_00519	Prbk.g_01885
OG0000493	Prat.g_00520	Prbk.g_01884
OG0000494	Prat.g_00522	Prbk.g_01882
OG0000495	Prat.g_00523	Prbk.g_01881
OG0000496	Prat.g_00525	Prbk.g_01879
OG0000497	Prat.g_00527	Prbk.g_01877
OG0000498	Prat.g_00528	Prbk.g_01876
OG0000499	Prat.g_00530	Prbk.g_01874
OG0000500	Prat.g_00531	Prbk.g_01873
OG0000501	Prat.g_00533	Prbk.g_01104
OG0000502	Prat.g_00534	Prbk.g_01105
OG0000503	Prat.g_00536	Prbk.g_01106
OG0000504	Prat.g_00537	Prbk.g_01108
OG0000505	Prat.g_00538	Prbk.g_01109
OG0000506	Prat.g_00539	Prbk.g_01110
OG0000507	Prat.g_00540	Prbk.g_01111
OG0000508	Prat.g_00542	Prbk.g_01115
OG0000509	Prat.g_00543	Prbk.g_01116
OG0000510	Prat.g_00544	Prbk.g_01117
OG0000511	Prat.g_00545	Prbk.g_01118
OG0000512	Prat.g_00546	Prbk.g_01119
OG0000513	Prat.g_00547	Prbk.g_01120
OG0000514	Prat.g_00548	Prbk.g_01121
OG0000515	Prat.g_00549	Prbk.g_01124
OG0000516	Prat.g_00550	Prbk.g_01125
OG0000517	Prat.g_00551	Prbk.g_01126
OG0000518	Prat.g_00553	Prbk.g_01130
OG0000519	Prat.g_00554	Prbk.g_01131
OG0000520	Prat.g_00555	Prbk.g_01132
OG0000521	Prat.g_00556	Prbk.g_01133
OG0000522	Prat.g_00557	Prbk.g_01139
OG0000523	Prat.g_00558	Prbk.g_01140
OG0000524	Prat.g_00559	Prbk.g_01141
OG0000525	Prat.g_00561	Prbk.g_01143
OG0000526	Prat.g_00562	Prbk.g_01144
OG0000527	Prat.g_00563	Prbk.g_01145
OG0000528	Prat.g_00564	Prbk.g_01146
OG0000529	Prat.g_00565	Prbk.g_01147
OG0000530	Prat.g_00566	Prbk.g_01148
OG0000531	Prat.g_00568	Prbk.g_01151
OG0000532	Prat.g_00569	Prbk.g_01153
OG0000533	Prat.g_00570	Prbk.g_01154
OG0000534	Prat.g_00571	Prbk.g_01155
OG0000535	Prat.g_00572	Prbk.g_01156
OG0000536	Prat.g_00573	Prbk.g_01157
OG0000537	Prat.g_00574	Prbk.g_01158
OG0000538	Prat.g_00575	Prbk.g_01159
OG0000539	Prat.g_00576	Prbk.g_01161
OG0000540	Prat.g_00577	Prbk.g_01163
OG0000541	Prat.g_00579	Prbk.g_02602
OG0000542	Prat.g_00580	Prbk.g_02603
OG0000543	Prat.g_00581	Prbk.g_02604
OG0000544	Prat.g_00582	Prbk.g_02605
OG0000545	Prat.g_00584	Prbk.g_02608
OG0000546	Prat.g_00585	Prbk.g_02609
OG0000547	Prat.g_00587	Prbk.g_02611
OG0000548	Prat.g_00589	Prbk.g_02616
OG0000549	Prat.g_00590	Prbk.g_02617
OG0000550	Prat.g_00591	Prbk.g_02618
OG0000551	Prat.g_00592	Prbk.g_02621
OG0000552	Prat.g_00593	Prbk.g_02623
OG0000553	Prat.g_01097	Prbk.g_02624
OG0000554	Prat.g_01095	Prbk.g_02626
OG0000555	Prat.g_01094	Prbk.g_02627
OG0000556	Prat.g_01093	Prbk.g_02628
OG0000557	Prat.g_01091	Prbk.g_02629
OG0000558	Prat.g_01090	Prbk.g_02631
OG0000559	Prat.g_01089	Prbk.g_02632
OG0000560	Prat.g_01087	Prbk.g_02634
OG0000561	Prat.g_01086	Prbk.g_02635
OG0000562	Prat.g_01084	Prbk.g_02637
OG0000563	Prat.g_01083	Prbk.g_02638
OG0000564	Prat.g_01082	Prbk.g_02639
OG0000565	Prat.g_01081	Prbk.g_02647
OG0000566	Prat.g_01080	Prbk.g_02648
OG0000567	Prat.g_01079	Prbk.g_02649
OG0000568	Prat.g_01078	Prbk.g_02650
OG0000569	Prat.g_01077	Prbk.g_02651
OG0000570	Prat.g_01076	Prbk.g_02654
OG0000571	Prat.g_01075	Prbk.g_02655
OG0000572	Prat.g_01074	Prbk.g_02656
