Orthogroup	Prat	Prbe
OG0000083	Prat.g_00003	Prbe.g_01068
OG0000084	Prat.g_00006	Prbe.g_01071
OG0000085	Prat.g_00024	Prbe.g_00123
OG0000087	Prat.g_00054	Prbe.g_00152
OG0000088	Prat.g_00112	Prbe.g_01657
OG0000089	Prat.g_00121	Prbe.g_01666
OG0000090	Prat.g_00138	Prbe.g_01683
OG0000091	Prat.g_00170	Prbe.g_01717
OG0000092	Prat.g_00171	Prbe.g_01718
OG0000093	Prat.g_00185	Prbe.g_01732
OG0000094	Prat.g_00204	Prbe.g_01751
OG0000095	Prat.g_00209	Prbe.g_01756
OG0000096	Prat.g_00257	Prbe.g_01804
OG0000097	Prat.g_00281	Prbe.g_01828
OG0000098	Prat.g_00292	Prbe.g_01839
OG0000099	Prat.g_00302	Prbe.g_01849
OG0000100	Prat.g_00305	Prbe.g_01852
OG0000101	Prat.g_00372	Prbe.g_01917
OG0000102	Prat.g_01477	Prbe.g_00911
OG0000103	Prat.g_00435	Prbe.g_00657
OG0000104	Prat.g_00440	Prbe.g_00653
OG0000105	Prat.g_00462	Prbe.g_00633
OG0000106	Prat.g_00494	Prbe.g_00603
OG0000107	Prat.g_00495	Prbe.g_00602
OG0000108	Prat.g_00504	Prbe.g_00592
OG0000109	Prat.g_00514, Prat.g_00513	Prbe.g_00583
OG0000110	Prat.g_00532	Prbe.g_00566
OG0000111	Prat.g_01073	Prbe.g_01468
OG0000112	Prat.g_01072	Prbe.g_01467
OG0000113	Prat.g_00815	Prbe.g_01417
OG0000114	Prat.g_01039	Prbe.g_01220
OG0000115	Prat.g_00896	Prbe.g_01350
OG0000116	Prat.g_00900	Prbe.g_01354
OG0000117	Prat.g_00962	Prbe.g_01300
OG0000118	Prat.g_01208	Prbe.g_01594
OG0000119	Prat.g_01557	Prbe.g_00044
OG0000120	Prat.g_01150	Prbe.g_01543
OG0000121	Prat.g_01127	Prbe.g_01520
OG0000122	Prat.g_01107	Prbe.g_01500
OG0000123	Prat.g_00595	Prbe.g_00501
OG0000124	Prat.g_01509	Prbe.g_00215
OG0000125	Prat.g_01261	Prbe.g_00880
OG0000126	Prat.g_01291	Prbe.g_00373
OG0000127	Prat.g_01338	Prbe.g_00323
OG0000128	Prat.g_01354	Prbe.g_00310
OG0000129	Prat.g_01392	Prbe.g_00274
OG0000130	Prat.g_01589	Prbe.g_00988
OG0000131	Prat.g_01377	Prbe.g_00949
OG0000132	Prat.g_01631	Prbe.g_00946
OG0000133	Prat.g_01685	Prbe.g_01088
OG0000134	Prat.g_01720	Prbe.g_00842
OG0000135	Prat.g_01722	Prbe.g_00840
OG0000136	Prat.g_01771	Prbe.g_00790
OG0000137	Prat.g_01806	Prbe.g_00746
OG0000138	Prat.g_01841	Prbe.g_01158
OG0000139	Prat.g_01873	Prbe.g_01189
OG0000140	Prat.g_00001	Prbe.g_01066
OG0000141	Prat.g_00002	Prbe.g_01067
OG0000142	Prat.g_00004	Prbe.g_01069
OG0000143	Prat.g_00005	Prbe.g_01070
OG0000144	Prat.g_00007	Prbe.g_01072
OG0000145	Prat.g_00008	Prbe.g_01073
OG0000146	Prat.g_00009	Prbe.g_01074
OG0000147	Prat.g_00010	Prbe.g_01075
OG0000148	Prat.g_00013	Prbe.g_01077
OG0000149	Prat.g_00015	Prbe.g_00114
OG0000150	Prat.g_00016	Prbe.g_00115
OG0000151	Prat.g_00017	Prbe.g_00116
OG0000152	Prat.g_00018	Prbe.g_00117
OG0000153	Prat.g_00019	Prbe.g_00118
OG0000154	Prat.g_00020	Prbe.g_00119
OG0000155	Prat.g_00021	Prbe.g_00120
OG0000156	Prat.g_00022	Prbe.g_00121
OG0000157	Prat.g_00023	Prbe.g_00122
OG0000158	Prat.g_00025	Prbe.g_00124
OG0000159	Prat.g_00026	Prbe.g_00125
OG0000160	Prat.g_00027	Prbe.g_00126
OG0000161	Prat.g_00028	Prbe.g_00127
OG0000162	Prat.g_00029	Prbe.g_00128
OG0000163	Prat.g_00031	Prbe.g_00130
OG0000164	Prat.g_00034	Prbe.g_00133
OG0000165	Prat.g_00036	Prbe.g_00136
OG0000166	Prat.g_00037	Prbe.g_00137
OG0000167	Prat.g_00038	Prbe.g_00138
OG0000168	Prat.g_00042	Prbe.g_00140
OG0000169	Prat.g_00044	Prbe.g_00142
OG0000170	Prat.g_00046	Prbe.g_00144
OG0000171	Prat.g_00047	Prbe.g_00145
OG0000172	Prat.g_00048	Prbe.g_00146
OG0000173	Prat.g_00051	Prbe.g_00149
OG0000174	Prat.g_00052	Prbe.g_00150
OG0000175	Prat.g_00053	Prbe.g_00151
OG0000176	Prat.g_00055	Prbe.g_00153
OG0000177	Prat.g_00056	Prbe.g_00154
OG0000178	Prat.g_00057	Prbe.g_00156
OG0000179	Prat.g_00060	Prbe.g_00168
OG0000180	Prat.g_00061	Prbe.g_00169
OG0000181	Prat.g_00062	Prbe.g_00170
OG0000182	Prat.g_00066	Prbe.g_00174
OG0000183	Prat.g_00067	Prbe.g_00175
OG0000184	Prat.g_00070	Prbe.g_00178
OG0000185	Prat.g_00074	Prbe.g_00182
OG0000186	Prat.g_00075	Prbe.g_00183
OG0000187	Prat.g_01504	Prbe.g_00066
OG0000188	Prat.g_00076	Prbe.g_00184
OG0000189	Prat.g_00079	Prbe.g_00185
OG0000190	Prat.g_00080	Prbe.g_00186
OG0000191	Prat.g_00081	Prbe.g_00187
OG0000192	Prat.g_00082	Prbe.g_00188
OG0000193	Prat.g_00083	Prbe.g_00189
OG0000194	Prat.g_00084	Prbe.g_00190
OG0000195	Prat.g_00086	Prbe.g_00192
OG0000196	Prat.g_00087	Prbe.g_00193
OG0000197	Prat.g_00088	Prbe.g_01630
OG0000198	Prat.g_00089	Prbe.g_01631
OG0000199	Prat.g_00091	Prbe.g_01634
OG0000200	Prat.g_00092	Prbe.g_01635
OG0000201	Prat.g_00093	Prbe.g_01636
OG0000202	Prat.g_00094	Prbe.g_01638
OG0000203	Prat.g_00095	Prbe.g_01639
OG0000204	Prat.g_00096	Prbe.g_01640
OG0000205	Prat.g_00098	Prbe.g_01642
OG0000206	Prat.g_00099	Prbe.g_01643
OG0000207	Prat.g_00100	Prbe.g_01644
OG0000208	Prat.g_00101	Prbe.g_01645
OG0000209	Prat.g_00102	Prbe.g_01646
OG0000210	Prat.g_00103	Prbe.g_01647
OG0000211	Prat.g_00104	Prbe.g_01649
OG0000212	Prat.g_00105	Prbe.g_01650
OG0000213	Prat.g_00106	Prbe.g_01651
OG0000214	Prat.g_00110	Prbe.g_01655
OG0000215	Prat.g_00111	Prbe.g_01656
OG0000216	Prat.g_00113	Prbe.g_01658
OG0000217	Prat.g_00114	Prbe.g_01659
OG0000218	Prat.g_00115	Prbe.g_01660
OG0000219	Prat.g_00116	Prbe.g_01661
OG0000220	Prat.g_00118	Prbe.g_01664
OG0000221	Prat.g_00122	Prbe.g_01667
OG0000222	Prat.g_00123	Prbe.g_01668
OG0000223	Prat.g_00124	Prbe.g_01669
OG0000224	Prat.g_00126	Prbe.g_01671
OG0000225	Prat.g_00128	Prbe.g_01673
OG0000226	Prat.g_00130	Prbe.g_01675
OG0000227	Prat.g_00131	Prbe.g_01676
OG0000228	Prat.g_00132	Prbe.g_01677
OG0000229	Prat.g_00133	Prbe.g_01678
OG0000230	Prat.g_00134	Prbe.g_01679
OG0000231	Prat.g_00601	Prbe.g_01412
OG0000232	Prat.g_00136	Prbe.g_01681
OG0000233	Prat.g_00139	Prbe.g_01684
OG0000234	Prat.g_00141	Prbe.g_01686
OG0000235	Prat.g_00144	Prbe.g_01692
OG0000236	Prat.g_00145	Prbe.g_01693
OG0000237	Prat.g_00146	Prbe.g_01694
OG0000238	Prat.g_00147	Prbe.g_01695
OG0000239	Prat.g_00148	Prbe.g_01696
OG0000240	Prat.g_00150	Prbe.g_01698
OG0000241	Prat.g_00151	Prbe.g_01699
OG0000242	Prat.g_00152	Prbe.g_01700
OG0000243	Prat.g_00153	Prbe.g_01701
OG0000244	Prat.g_00154	Prbe.g_01702
OG0000245	Prat.g_00156	Prbe.g_01704
OG0000246	Prat.g_00158	Prbe.g_01706
OG0000247	Prat.g_00159	Prbe.g_01707
OG0000248	Prat.g_00160	Prbe.g_01708
OG0000249	Prat.g_00161	Prbe.g_01709
OG0000250	Prat.g_00162	Prbe.g_01710
OG0000251	Prat.g_00163	Prbe.g_01711
OG0000252	Prat.g_00164	Prbe.g_01712
OG0000253	Prat.g_00165	Prbe.g_01713
OG0000254	Prat.g_00167	Prbe.g_01715
OG0000255	Prat.g_00169	Prbe.g_01716
OG0000256	Prat.g_00172	Prbe.g_01719
OG0000257	Prat.g_00174	Prbe.g_01721
OG0000258	Prat.g_00175	Prbe.g_01722
OG0000259	Prat.g_00176	Prbe.g_01723
OG0000260	Prat.g_00177	Prbe.g_01724
OG0000261	Prat.g_00178	Prbe.g_01725
OG0000262	Prat.g_00179	Prbe.g_01726
OG0000263	Prat.g_00180	Prbe.g_01727
OG0000264	Prat.g_00182	Prbe.g_01729
OG0000265	Prat.g_00183	Prbe.g_01730
OG0000266	Prat.g_00184	Prbe.g_01731
OG0000267	Prat.g_00186	Prbe.g_01733
OG0000268	Prat.g_00188	Prbe.g_01735
OG0000269	Prat.g_00189	Prbe.g_01736
OG0000270	Prat.g_00190	Prbe.g_01737
OG0000271	Prat.g_00191	Prbe.g_01738
OG0000272	Prat.g_00192	Prbe.g_01739
OG0000273	Prat.g_00193	Prbe.g_01740
OG0000274	Prat.g_00194	Prbe.g_01741
OG0000275	Prat.g_00195	Prbe.g_01742
OG0000276	Prat.g_00196	Prbe.g_01743
OG0000277	Prat.g_00197	Prbe.g_01744
OG0000278	Prat.g_00198	Prbe.g_01745
OG0000279	Prat.g_00199	Prbe.g_01746
OG0000280	Prat.g_00200	Prbe.g_01747
OG0000281	Prat.g_00202	Prbe.g_01749
OG0000282	Prat.g_00203	Prbe.g_01750
OG0000283	Prat.g_00206	Prbe.g_01753
OG0000284	Prat.g_00207	Prbe.g_01754
OG0000285	Prat.g_00208	Prbe.g_01755
OG0000286	Prat.g_00210	Prbe.g_01757
OG0000287	Prat.g_00211	Prbe.g_01759
OG0000288	Prat.g_00212	Prbe.g_01760
OG0000289	Prat.g_00213	Prbe.g_01761
OG0000290	Prat.g_00214	Prbe.g_01762
OG0000291	Prat.g_00215	Prbe.g_01763
OG0000292	Prat.g_00216	Prbe.g_01764
OG0000293	Prat.g_00217	Prbe.g_01765
OG0000294	Prat.g_00218	Prbe.g_01766
OG0000295	Prat.g_00219	Prbe.g_01767
OG0000296	Prat.g_00220	Prbe.g_01768
OG0000297	Prat.g_00221	Prbe.g_01769
OG0000298	Prat.g_00222	Prbe.g_01770
OG0000299	Prat.g_00223	Prbe.g_01771
OG0000300	Prat.g_00224	Prbe.g_01772
OG0000301	Prat.g_00225	Prbe.g_01773
OG0000302	Prat.g_00226	Prbe.g_01774
OG0000303	Prat.g_00227	Prbe.g_01775
OG0000304	Prat.g_00229	Prbe.g_01777
OG0000305	Prat.g_00230	Prbe.g_01778
OG0000306	Prat.g_00231	Prbe.g_01779
OG0000307	Prat.g_00233	Prbe.g_01781
OG0000308	Prat.g_00234	Prbe.g_01782
OG0000309	Prat.g_00235	Prbe.g_01783
OG0000310	Prat.g_00236	Prbe.g_01784
OG0000311	Prat.g_00238	Prbe.g_01785
OG0000312	Prat.g_00240	Prbe.g_01787
OG0000313	Prat.g_00241	Prbe.g_01788
OG0000314	Prat.g_00245	Prbe.g_01792
OG0000315	Prat.g_00246	Prbe.g_01793
OG0000316	Prat.g_00249	Prbe.g_01795
OG0000317	Prat.g_00250	Prbe.g_01797
OG0000318	Prat.g_00251	Prbe.g_01798
OG0000319	Prat.g_00252	Prbe.g_01799
OG0000320	Prat.g_00253	Prbe.g_01800
OG0000321	Prat.g_00256	Prbe.g_01803
OG0000322	Prat.g_00260	Prbe.g_01807
OG0000323	Prat.g_00261	Prbe.g_01808
OG0000324	Prat.g_00264	Prbe.g_01811
OG0000325	Prat.g_00266	Prbe.g_01812
OG0000326	Prat.g_00267	Prbe.g_01813
OG0000327	Prat.g_00269	Prbe.g_01815
OG0000328	Prat.g_00270	Prbe.g_01816
OG0000329	Prat.g_00271	Prbe.g_01817
OG0000330	Prat.g_00272	Prbe.g_01818
OG0000331	Prat.g_00273	Prbe.g_01820
OG0000332	Prat.g_00274	Prbe.g_01821
OG0000333	Prat.g_00275	Prbe.g_01822
OG0000334	Prat.g_00276	Prbe.g_01823
OG0000335	Prat.g_00277	Prbe.g_01824
OG0000336	Prat.g_00279	Prbe.g_01826
OG0000337	Prat.g_00282	Prbe.g_01829
OG0000338	Prat.g_00283	Prbe.g_01830
OG0000339	Prat.g_00284	Prbe.g_01831
OG0000340	Prat.g_00285	Prbe.g_01832
OG0000341	Prat.g_00290	Prbe.g_01836
OG0000342	Prat.g_00291	Prbe.g_01837
OG0000343	Prat.g_00293	Prbe.g_01840
OG0000344	Prat.g_00294	Prbe.g_01841
OG0000345	Prat.g_00295	Prbe.g_01842
OG0000346	Prat.g_00296	Prbe.g_01843
OG0000347	Prat.g_00297	Prbe.g_01844
OG0000348	Prat.g_00298	Prbe.g_01846
OG0000349	Prat.g_00299	Prbe.g_01847
OG0000350	Prat.g_00300	Prbe.g_01848
OG0000351	Prat.g_00303	Prbe.g_01850
OG0000352	Prat.g_00306	Prbe.g_01853
OG0000353	Prat.g_00307	Prbe.g_01854
OG0000354	Prat.g_00308	Prbe.g_01855
OG0000355	Prat.g_00309	Prbe.g_01856
OG0000356	Prat.g_00310	Prbe.g_01857
OG0000357	Prat.g_00311	Prbe.g_01858
OG0000358	Prat.g_00312	Prbe.g_01859
OG0000359	Prat.g_00313	Prbe.g_01860
OG0000360	Prat.g_00315	Prbe.g_01862
OG0000361	Prat.g_00316	Prbe.g_01863
OG0000362	Prat.g_00317	Prbe.g_01864
OG0000363	Prat.g_00318	Prbe.g_01865
OG0000364	Prat.g_00319	Prbe.g_01866
OG0000365	Prat.g_00320	Prbe.g_01867
OG0000366	Prat.g_00321	Prbe.g_01868
OG0000367	Prat.g_00322	Prbe.g_01869
OG0000368	Prat.g_00323	Prbe.g_01870
OG0000369	Prat.g_00324	Prbe.g_01871
OG0000370	Prat.g_00325	Prbe.g_01872
OG0000371	Prat.g_00326	Prbe.g_01873
OG0000372	Prat.g_00328	Prbe.g_01874
OG0000373	Prat.g_00330	Prbe.g_01876
OG0000374	Prat.g_00331	Prbe.g_01877
OG0000375	Prat.g_00332	Prbe.g_01878
OG0000376	Prat.g_00334	Prbe.g_01879
OG0000377	Prat.g_00340	Prbe.g_01885
OG0000378	Prat.g_00341	Prbe.g_01886
OG0000379	Prat.g_00348	Prbe.g_01892
OG0000380	Prat.g_00350	Prbe.g_01894
OG0000381	Prat.g_00351	Prbe.g_01895
OG0000382	Prat.g_00352	Prbe.g_01896
OG0000383	Prat.g_00355	Prbe.g_01899
OG0000384	Prat.g_00356	Prbe.g_01900
OG0000385	Prat.g_00359	Prbe.g_01903
OG0000386	Prat.g_00360	Prbe.g_01904
OG0000387	Prat.g_00361	Prbe.g_01905
OG0000388	Prat.g_00362	Prbe.g_01906
OG0000389	Prat.g_00363	Prbe.g_01907
OG0000390	Prat.g_00364	Prbe.g_01908
OG0000391	Prat.g_00365	Prbe.g_01909
OG0000392	Prat.g_00366	Prbe.g_01910
OG0000393	Prat.g_00369	Prbe.g_01914
OG0000394	Prat.g_00370	Prbe.g_01915
OG0000395	Prat.g_00373	Prbe.g_01918
OG0000396	Prat.g_00985	Prbe.g_01277
OG0000397	Prat.g_01203	Prbe.g_01593
OG0000398	Prat.g_01469	Prbe.g_01033
OG0000399	Prat.g_00671	Prbe.g_01588
OG0000400	Prat.g_01656	Prbe.g_00921
OG0000401	Prat.g_00390	Prbe.g_01929
OG0000402	Prat.g_00391	Prbe.g_01930
OG0000403	Prat.g_00392	Prbe.g_01931
OG0000404	Prat.g_00395	Prbe.g_01933
OG0000405	Prat.g_00396	Prbe.g_01934
OG0000406	Prat.g_00398	Prbe.g_01936
OG0000407	Prat.g_00399	Prbe.g_01937
OG0000408	Prat.g_00400	Prbe.g_01938
OG0000409	Prat.g_00401	Prbe.g_01939
OG0000410	Prat.g_00403	Prbe.g_01940
OG0000411	Prat.g_00404	Prbe.g_01941
OG0000412	Prat.g_00405	Prbe.g_01942
OG0000413	Prat.g_00406	Prbe.g_01943
OG0000414	Prat.g_00407	Prbe.g_01944
OG0000415	Prat.g_00408	Prbe.g_01945
OG0000416	Prat.g_00410	Prbe.g_01946
OG0000417	Prat.g_00411	Prbe.g_01947
OG0000418	Prat.g_00412	Prbe.g_01948
OG0000419	Prat.g_00413	Prbe.g_01949
OG0000420	Prat.g_00414	Prbe.g_01950
OG0000421	Prat.g_00415	Prbe.g_00676
OG0000422	Prat.g_00417	Prbe.g_00674
OG0000423	Prat.g_00418	Prbe.g_00673
OG0000424	Prat.g_00419	Prbe.g_00672
OG0000425	Prat.g_00424	Prbe.g_00668
OG0000426	Prat.g_00425	Prbe.g_00667
OG0000427	Prat.g_00426	Prbe.g_00666
OG0000428	Prat.g_00428	Prbe.g_00664
OG0000429	Prat.g_00429	Prbe.g_00663
OG0000430	Prat.g_00430	Prbe.g_00662
OG0000431	Prat.g_00432	Prbe.g_00660
OG0000432	Prat.g_00433	Prbe.g_00659
OG0000433	Prat.g_00436	Prbe.g_00656
OG0000434	Prat.g_00438	Prbe.g_00655
OG0000435	Prat.g_00439	Prbe.g_00654
OG0000436	Prat.g_00441	Prbe.g_00652
OG0000437	Prat.g_00443	Prbe.g_00650
OG0000438	Prat.g_00444	Prbe.g_00649
OG0000439	Prat.g_00445	Prbe.g_00648
OG0000440	Prat.g_00447	Prbe.g_00646
OG0000441	Prat.g_00448	Prbe.g_00645
OG0000442	Prat.g_00449	Prbe.g_00644
OG0000443	Prat.g_00450	Prbe.g_00643
OG0000444	Prat.g_00451	Prbe.g_00642
OG0000445	Prat.g_00453	Prbe.g_00641
OG0000446	Prat.g_00454	Prbe.g_00640
OG0000447	Prat.g_00455	Prbe.g_00639
OG0000448	Prat.g_00456	Prbe.g_00638
OG0000449	Prat.g_00463	Prbe.g_00632
OG0000450	Prat.g_00464	Prbe.g_00631
OG0000451	Prat.g_00465	Prbe.g_00630
OG0000452	Prat.g_00466	Prbe.g_00629
OG0000453	Prat.g_00468	Prbe.g_00628
OG0000454	Prat.g_00469	Prbe.g_00627
OG0000455	Prat.g_00470	Prbe.g_00626
OG0000456	Prat.g_00471	Prbe.g_00625
OG0000457	Prat.g_00473	Prbe.g_00623
OG0000458	Prat.g_00475	Prbe.g_00621
OG0000459	Prat.g_00476	Prbe.g_00620
OG0000460	Prat.g_00478	Prbe.g_00618
OG0000461	Prat.g_00479	Prbe.g_00617
OG0000462	Prat.g_00480	Prbe.g_00616
OG0000463	Prat.g_00482	Prbe.g_00615
OG0000464	Prat.g_00486	Prbe.g_00611
OG0000465	Prat.g_00487	Prbe.g_00610
OG0000466	Prat.g_00488	Prbe.g_00609
OG0000467	Prat.g_00489	Prbe.g_00608
OG0000468	Prat.g_00490	Prbe.g_00607
OG0000469	Prat.g_00491	Prbe.g_00606
OG0000470	Prat.g_00492	Prbe.g_00605
OG0000471	Prat.g_00493	Prbe.g_00604
OG0000472	Prat.g_00496	Prbe.g_00601
OG0000473	Prat.g_00497	Prbe.g_00600
OG0000474	Prat.g_00498	Prbe.g_00599
OG0000475	Prat.g_00499	Prbe.g_00598
OG0000476	Prat.g_00500	Prbe.g_00597
OG0000477	Prat.g_00501	Prbe.g_00595
OG0000478	Prat.g_00502	Prbe.g_00594
OG0000479	Prat.g_00503	Prbe.g_00593
OG0000480	Prat.g_00505	Prbe.g_00591
OG0000481	Prat.g_00506	Prbe.g_00590
OG0000482	Prat.g_00507	Prbe.g_00589
OG0000483	Prat.g_00508	Prbe.g_00588
OG0000484	Prat.g_00509	Prbe.g_00587
OG0000485	Prat.g_00510	Prbe.g_00586
OG0000486	Prat.g_00511	Prbe.g_00585
OG0000487	Prat.g_00512	Prbe.g_00584
OG0000488	Prat.g_00515	Prbe.g_00582
OG0000489	Prat.g_00516	Prbe.g_00581
OG0000490	Prat.g_00517	Prbe.g_00580
OG0000491	Prat.g_00518	Prbe.g_00579
OG0000492	Prat.g_00519	Prbe.g_00578
OG0000493	Prat.g_00520	Prbe.g_00577
OG0000494	Prat.g_00522	Prbe.g_00576
OG0000495	Prat.g_00523	Prbe.g_00575
OG0000496	Prat.g_00525	Prbe.g_00573
OG0000497	Prat.g_00527	Prbe.g_00571
OG0000498	Prat.g_00528	Prbe.g_00570
OG0000499	Prat.g_00530	Prbe.g_00568
OG0000500	Prat.g_00531	Prbe.g_00567
OG0000501	Prat.g_00533	Prbe.g_00565
OG0000502	Prat.g_00534	Prbe.g_00564
OG0000503	Prat.g_00536	Prbe.g_00563
OG0000504	Prat.g_00537	Prbe.g_00562
OG0000505	Prat.g_00538	Prbe.g_00561
OG0000506	Prat.g_00539	Prbe.g_00560
OG0000507	Prat.g_00540	Prbe.g_00559
OG0000508	Prat.g_00542	Prbe.g_00557
OG0000509	Prat.g_00543	Prbe.g_00556
OG0000510	Prat.g_00544	Prbe.g_00555
OG0000511	Prat.g_00545	Prbe.g_00554
OG0000512	Prat.g_00546	Prbe.g_00553
OG0000513	Prat.g_00547	Prbe.g_00552
OG0000514	Prat.g_00548	Prbe.g_00551
OG0000515	Prat.g_00549	Prbe.g_00548
OG0000516	Prat.g_00550	Prbe.g_00547
OG0000517	Prat.g_00551	Prbe.g_00546
OG0000518	Prat.g_00553	Prbe.g_00543
OG0000519	Prat.g_00554	Prbe.g_00542
OG0000520	Prat.g_00555	Prbe.g_00541
OG0000521	Prat.g_00556	Prbe.g_00540
OG0000522	Prat.g_00557	Prbe.g_00539
OG0000523	Prat.g_00558	Prbe.g_00538
OG0000524	Prat.g_00559	Prbe.g_00537
OG0000525	Prat.g_00561	Prbe.g_00535
OG0000526	Prat.g_00562	Prbe.g_00534
OG0000527	Prat.g_00563	Prbe.g_00533
OG0000528	Prat.g_00564	Prbe.g_00532
OG0000529	Prat.g_00565	Prbe.g_00531
OG0000530	Prat.g_00566	Prbe.g_00530
OG0000531	Prat.g_00568	Prbe.g_00528
OG0000532	Prat.g_00569	Prbe.g_00527
OG0000533	Prat.g_00570	Prbe.g_00526
OG0000534	Prat.g_00571	Prbe.g_00525
OG0000535	Prat.g_00572	Prbe.g_00524
OG0000536	Prat.g_00573	Prbe.g_00523
OG0000537	Prat.g_00574	Prbe.g_00522
OG0000538	Prat.g_00575	Prbe.g_00521
OG0000539	Prat.g_00576	Prbe.g_00520
OG0000540	Prat.g_00577	Prbe.g_00519
OG0000541	Prat.g_00579	Prbe.g_00518
OG0000542	Prat.g_00580	Prbe.g_00517
OG0000543	Prat.g_00581	Prbe.g_00516
OG0000544	Prat.g_00582	Prbe.g_00515
OG0000545	Prat.g_00584	Prbe.g_00513
OG0000546	Prat.g_00585	Prbe.g_00512
OG0000547	Prat.g_00587	Prbe.g_00510
OG0000548	Prat.g_00589	Prbe.g_00508
OG0000549	Prat.g_00590	Prbe.g_00507
OG0000550	Prat.g_00591	Prbe.g_00506
OG0000551	Prat.g_00592	Prbe.g_00504
OG0000552	Prat.g_00593	Prbe.g_00503
OG0000553	Prat.g_01097	Prbe.g_01490
OG0000554	Prat.g_01095	Prbe.g_01489
