Orthogroup	Prat	Prbm
OG0000141	Prat.g_00002	Prbm.g_00002
OG0000142	Prat.g_00004	Prbm.g_00004
OG0000143	Prat.g_00005	Prbm.g_00005
OG0000144	Prat.g_00007	Prbm.g_00007
OG0000145	Prat.g_00008	Prbm.g_00008
OG0000146	Prat.g_00009	Prbm.g_00009
OG0000147	Prat.g_00010	Prbm.g_00010
OG0000148	Prat.g_00013	Prbm.g_00012
OG0000149	Prat.g_00015	Prbm.g_00014
OG0000150	Prat.g_00016	Prbm.g_00015
OG0000151	Prat.g_00017	Prbm.g_00016
OG0000152	Prat.g_00018	Prbm.g_00017
OG0000153	Prat.g_00019	Prbm.g_00018
OG0000154	Prat.g_00020	Prbm.g_00019
OG0000155	Prat.g_00021	Prbm.g_00020
OG0000156	Prat.g_00022	Prbm.g_00021
OG0000157	Prat.g_00023	Prbm.g_00022
OG0000158	Prat.g_00025	Prbm.g_00024
OG0000159	Prat.g_00026	Prbm.g_00025
OG0000160	Prat.g_00027	Prbm.g_00026
OG0000161	Prat.g_00028	Prbm.g_00027
OG0000162	Prat.g_00029	Prbm.g_00028
OG0000163	Prat.g_00031	Prbm.g_00029
OG0000164	Prat.g_00034	Prbm.g_00032
OG0000165	Prat.g_00036	Prbm.g_00033
OG0000166	Prat.g_00037	Prbm.g_00034
OG0000167	Prat.g_00038	Prbm.g_00035
OG0000168	Prat.g_00042	Prbm.g_00049
OG0000169	Prat.g_00044	Prbm.g_00051
OG0000170	Prat.g_00046	Prbm.g_00052
OG0000171	Prat.g_00047	Prbm.g_00053
OG0000172	Prat.g_00048	Prbm.g_00054
OG0000173	Prat.g_00051	Prbm.g_00055
OG0000174	Prat.g_00052	Prbm.g_00056
OG0000175	Prat.g_00053	Prbm.g_00057
OG0000176	Prat.g_00055	Prbm.g_00059
OG0000177	Prat.g_00056	Prbm.g_00060
OG0000178	Prat.g_00057	Prbm.g_00061
OG0000179	Prat.g_00060	Prbm.g_00121
OG0000180	Prat.g_00061	Prbm.g_00122
OG0000181	Prat.g_00062	Prbm.g_00123
OG0000182	Prat.g_00066	Prbm.g_00126
OG0000183	Prat.g_00067	Prbm.g_00127
OG0000184	Prat.g_00070	Prbm.g_00130
OG0000185	Prat.g_00074	Prbm.g_00134
OG0000186	Prat.g_00075	Prbm.g_00135
OG0000187	Prat.g_01504	Prbm.g_00136
OG0000188	Prat.g_00076	Prbm.g_00137
OG0000189	Prat.g_00079	Prbm.g_00138
OG0000190	Prat.g_00080	Prbm.g_00139
OG0000191	Prat.g_00081	Prbm.g_00140
OG0000192	Prat.g_00082	Prbm.g_00141
OG0000193	Prat.g_00083	Prbm.g_00142
OG0000194	Prat.g_00084	Prbm.g_00143
OG0000195	Prat.g_00086	Prbm.g_00145
OG0000196	Prat.g_00087	Prbm.g_00146
OG0000197	Prat.g_00088	Prbm.g_00147
OG0000198	Prat.g_00089	Prbm.g_00148
OG0000199	Prat.g_00091	Prbm.g_00151
OG0000200	Prat.g_00092	Prbm.g_00152
OG0000201	Prat.g_00093	Prbm.g_00153
OG0000202	Prat.g_00094	Prbm.g_00154
OG0000203	Prat.g_00095	Prbm.g_00155
OG0000204	Prat.g_00096	Prbm.g_00156
OG0000205	Prat.g_00098	Prbm.g_00158
OG0000206	Prat.g_00099	Prbm.g_00159
OG0000207	Prat.g_00100	Prbm.g_00160
OG0000208	Prat.g_00101	Prbm.g_00161
OG0000209	Prat.g_00102	Prbm.g_00162
OG0000210	Prat.g_00103	Prbm.g_00163
OG0000211	Prat.g_00104	Prbm.g_00164
OG0000212	Prat.g_00105	Prbm.g_00165
OG0000213	Prat.g_00106	Prbm.g_00166
OG0000214	Prat.g_00110	Prbm.g_00170
OG0000215	Prat.g_00111	Prbm.g_00171
OG0000216	Prat.g_00113	Prbm.g_00173
OG0000217	Prat.g_00114	Prbm.g_00175
OG0000218	Prat.g_00115	Prbm.g_00176
OG0000219	Prat.g_00116	Prbm.g_00177
OG0000220	Prat.g_00118	Prbm.g_00179
OG0000221	Prat.g_00122	Prbm.g_00182
OG0000222	Prat.g_00123	Prbm.g_00183
OG0000223	Prat.g_00124	Prbm.g_00184
OG0000224	Prat.g_00126	Prbm.g_00187
OG0000225	Prat.g_00128	Prbm.g_00189
OG0000226	Prat.g_00130	Prbm.g_00191
OG0000227	Prat.g_00131	Prbm.g_00192
OG0000228	Prat.g_00132	Prbm.g_00193
OG0000229	Prat.g_00133	Prbm.g_00194
OG0000230	Prat.g_00134	Prbm.g_00195
OG0000231	Prat.g_00601	Prbm.g_01096
OG0000232	Prat.g_00136	Prbm.g_00196
OG0000233	Prat.g_00139	Prbm.g_00199
OG0000234	Prat.g_00141	Prbm.g_00202
OG0000235	Prat.g_00144	Prbm.g_00204
OG0000236	Prat.g_00145	Prbm.g_00205
OG0000237	Prat.g_00146	Prbm.g_00206
OG0000238	Prat.g_00147	Prbm.g_00207
OG0000239	Prat.g_00148	Prbm.g_00208
OG0000240	Prat.g_00150	Prbm.g_00210
OG0000241	Prat.g_00151	Prbm.g_00211
OG0000242	Prat.g_00152	Prbm.g_00212
OG0000243	Prat.g_00153	Prbm.g_00213
OG0000244	Prat.g_00154	Prbm.g_00214
OG0000245	Prat.g_00156	Prbm.g_00215
OG0000246	Prat.g_00158	Prbm.g_00217
OG0000247	Prat.g_00159	Prbm.g_00218
OG0000248	Prat.g_00160	Prbm.g_00219
OG0000249	Prat.g_00161	Prbm.g_00220
OG0000250	Prat.g_00162	Prbm.g_00221
OG0000251	Prat.g_00163	Prbm.g_00222
OG0000252	Prat.g_00164	Prbm.g_00223
OG0000253	Prat.g_00165	Prbm.g_00224
OG0000254	Prat.g_00167	Prbm.g_00226
OG0000255	Prat.g_00169	Prbm.g_00227
OG0000256	Prat.g_00172	Prbm.g_00230
OG0000257	Prat.g_00174	Prbm.g_00232
OG0000258	Prat.g_00175	Prbm.g_00233
OG0000259	Prat.g_00176	Prbm.g_00234
OG0000260	Prat.g_00177	Prbm.g_00235
OG0000261	Prat.g_00178	Prbm.g_00236
OG0000262	Prat.g_00179	Prbm.g_00237
OG0000263	Prat.g_00180	Prbm.g_00238
OG0000264	Prat.g_00182	Prbm.g_00240
OG0000265	Prat.g_00183	Prbm.g_00241
OG0000266	Prat.g_00184	Prbm.g_00242
OG0000267	Prat.g_00186	Prbm.g_00244
OG0000268	Prat.g_00188	Prbm.g_00246
OG0000269	Prat.g_00189	Prbm.g_00247
OG0000270	Prat.g_00190	Prbm.g_00248
OG0000271	Prat.g_00191	Prbm.g_00249
OG0000272	Prat.g_00192	Prbm.g_00250
OG0000273	Prat.g_00193	Prbm.g_00251
OG0000274	Prat.g_00194	Prbm.g_00252
OG0000275	Prat.g_00195	Prbm.g_00253
OG0000276	Prat.g_00196	Prbm.g_00254
OG0000277	Prat.g_00197	Prbm.g_00255
OG0000278	Prat.g_00198	Prbm.g_00256
OG0000279	Prat.g_00199	Prbm.g_00257
OG0000280	Prat.g_00200	Prbm.g_00258
OG0000281	Prat.g_00202	Prbm.g_00260
OG0000282	Prat.g_00203	Prbm.g_00261
OG0000283	Prat.g_00206	Prbm.g_00263
OG0000284	Prat.g_00207	Prbm.g_00264
OG0000285	Prat.g_00208	Prbm.g_00265
OG0000286	Prat.g_00210	Prbm.g_00267
OG0000287	Prat.g_00211	Prbm.g_00268
OG0000288	Prat.g_00212	Prbm.g_00269
OG0000289	Prat.g_00213	Prbm.g_00270
OG0000290	Prat.g_00214	Prbm.g_00271
OG0000291	Prat.g_00215	Prbm.g_00272
OG0000292	Prat.g_00216	Prbm.g_00273
OG0000293	Prat.g_00217	Prbm.g_00274
OG0000294	Prat.g_00218	Prbm.g_00275
OG0000295	Prat.g_00219	Prbm.g_00276
OG0000296	Prat.g_00220	Prbm.g_00277
OG0000297	Prat.g_00221	Prbm.g_00278
OG0000298	Prat.g_00222	Prbm.g_00279
OG0000299	Prat.g_00223	Prbm.g_00280
OG0000300	Prat.g_00224	Prbm.g_00281
OG0000301	Prat.g_00225	Prbm.g_00282
OG0000302	Prat.g_00226	Prbm.g_00283
OG0000303	Prat.g_00227	Prbm.g_00284
OG0000304	Prat.g_00229	Prbm.g_00285
OG0000305	Prat.g_00230	Prbm.g_00286
OG0000306	Prat.g_00231	Prbm.g_00287
OG0000307	Prat.g_00233	Prbm.g_00288
OG0000308	Prat.g_00234	Prbm.g_00289
OG0000309	Prat.g_00235	Prbm.g_00290
OG0000310	Prat.g_00236	Prbm.g_00291
OG0000311	Prat.g_00238	Prbm.g_00293
OG0000312	Prat.g_00240	Prbm.g_00295
OG0000313	Prat.g_00241	Prbm.g_00296
OG0000314	Prat.g_00245	Prbm.g_00300
OG0000315	Prat.g_00246	Prbm.g_00301
OG0000316	Prat.g_00249	Prbm.g_00303
OG0000317	Prat.g_00250	Prbm.g_00305
OG0000318	Prat.g_00251	Prbm.g_00306
OG0000319	Prat.g_00252	Prbm.g_00307
OG0000320	Prat.g_00253	Prbm.g_00308
OG0000321	Prat.g_00256	Prbm.g_00309
OG0000322	Prat.g_00260	Prbm.g_00312
OG0000323	Prat.g_00261	Prbm.g_00313
OG0000324	Prat.g_00264	Prbm.g_00317
OG0000325	Prat.g_00266	Prbm.g_00318
OG0000326	Prat.g_00267	Prbm.g_00319
OG0000327	Prat.g_00269	Prbm.g_00320
OG0000328	Prat.g_00270	Prbm.g_00321
OG0000329	Prat.g_00271	Prbm.g_00322
OG0000330	Prat.g_00272	Prbm.g_00323
OG0000331	Prat.g_00273	Prbm.g_00324
OG0000332	Prat.g_00274	Prbm.g_00325
OG0000333	Prat.g_00275	Prbm.g_00326
OG0000334	Prat.g_00276	Prbm.g_00327
OG0000335	Prat.g_00277	Prbm.g_00328
OG0000336	Prat.g_00279	Prbm.g_00330
OG0000337	Prat.g_00282	Prbm.g_00332
OG0000338	Prat.g_00283	Prbm.g_00333
OG0000339	Prat.g_00284	Prbm.g_00334
OG0000340	Prat.g_00285	Prbm.g_00335
OG0000341	Prat.g_00290	Prbm.g_00339
OG0000342	Prat.g_00291	Prbm.g_00340
OG0000343	Prat.g_00293	Prbm.g_00342
OG0000344	Prat.g_00294	Prbm.g_00343
OG0000345	Prat.g_00295	Prbm.g_00344
OG0000346	Prat.g_00296	Prbm.g_00345
OG0000347	Prat.g_00297	Prbm.g_00346
OG0000348	Prat.g_00298	Prbm.g_00347
OG0000349	Prat.g_00299	Prbm.g_00348
OG0000350	Prat.g_00300	Prbm.g_00349
OG0000351	Prat.g_00303	Prbm.g_00351
OG0000352	Prat.g_00306	Prbm.g_00354
OG0000353	Prat.g_00307	Prbm.g_00355
OG0000354	Prat.g_00308	Prbm.g_00356
OG0000355	Prat.g_00309	Prbm.g_00357
OG0000356	Prat.g_00310	Prbm.g_00358
OG0000357	Prat.g_00311	Prbm.g_00359
OG0000358	Prat.g_00312	Prbm.g_00360
OG0000359	Prat.g_00313	Prbm.g_00361
OG0000360	Prat.g_00315	Prbm.g_00364
OG0000361	Prat.g_00316	Prbm.g_00365
OG0000362	Prat.g_00317	Prbm.g_00366
OG0000363	Prat.g_00318	Prbm.g_00367
OG0000364	Prat.g_00319	Prbm.g_00368
OG0000365	Prat.g_00320	Prbm.g_00369
OG0000366	Prat.g_00321	Prbm.g_00370
OG0000367	Prat.g_00322	Prbm.g_00371
OG0000368	Prat.g_00323	Prbm.g_00372
OG0000369	Prat.g_00324	Prbm.g_00373
OG0000370	Prat.g_00325	Prbm.g_00374
OG0000371	Prat.g_00326	Prbm.g_00375
OG0000372	Prat.g_00328	Prbm.g_00376
OG0000373	Prat.g_00330	Prbm.g_00378
OG0000374	Prat.g_00331	Prbm.g_00379
OG0000375	Prat.g_00332	Prbm.g_00380
OG0000376	Prat.g_00334	Prbm.g_00382
OG0000377	Prat.g_00340	Prbm.g_00388
OG0000378	Prat.g_00341	Prbm.g_00768
OG0000379	Prat.g_00348	Prbm.g_00400
OG0000380	Prat.g_00350	Prbm.g_00402
OG0000381	Prat.g_00351	Prbm.g_00403
OG0000382	Prat.g_00352	Prbm.g_00404
OG0000383	Prat.g_00355	Prbm.g_00407
OG0000384	Prat.g_00356	Prbm.g_00408
OG0000385	Prat.g_00359	Prbm.g_00410
OG0000386	Prat.g_00360	Prbm.g_00411
OG0000387	Prat.g_00361	Prbm.g_00412
OG0000388	Prat.g_00362	Prbm.g_00413
OG0000389	Prat.g_00363	Prbm.g_00414
OG0000390	Prat.g_00364	Prbm.g_00415
OG0000391	Prat.g_00365	Prbm.g_00416
OG0000392	Prat.g_00366	Prbm.g_00417
OG0000393	Prat.g_00369	Prbm.g_00422
OG0000394	Prat.g_00370	Prbm.g_00423
OG0000395	Prat.g_00373	Prbm.g_00426
OG0000396	Prat.g_00985	Prbm.g_00866
OG0000397	Prat.g_01203	Prbm.g_01088
OG0000398	Prat.g_01469	Prbm.g_01121
OG0000399	Prat.g_00671	Prbm.g_01353
OG0000400	Prat.g_01656	Prbm.g_01949
OG0000401	Prat.g_00390	Prbm.g_00440
OG0000402	Prat.g_00391	Prbm.g_00441
OG0000403	Prat.g_00392	Prbm.g_00442
OG0000404	Prat.g_00395	Prbm.g_00445
OG0000405	Prat.g_00396	Prbm.g_00446
OG0000406	Prat.g_00398	Prbm.g_00448
OG0000407	Prat.g_00399	Prbm.g_00449
OG0000408	Prat.g_00400	Prbm.g_00450
OG0000409	Prat.g_00401	Prbm.g_00451
OG0000410	Prat.g_00403	Prbm.g_00452
OG0000411	Prat.g_00404	Prbm.g_00453
OG0000412	Prat.g_00405	Prbm.g_00454
OG0000413	Prat.g_00406	Prbm.g_00455
OG0000414	Prat.g_00407	Prbm.g_00456
OG0000415	Prat.g_00408	Prbm.g_00457
OG0000416	Prat.g_00410	Prbm.g_00458
OG0000417	Prat.g_00411	Prbm.g_00459
OG0000418	Prat.g_00412	Prbm.g_00460
OG0000419	Prat.g_00413	Prbm.g_00461
OG0000420	Prat.g_00414	Prbm.g_00462
OG0000421	Prat.g_00415	Prbm.g_00480
OG0000422	Prat.g_00417	Prbm.g_00482
OG0000423	Prat.g_00418	Prbm.g_00483
OG0000424	Prat.g_00419	Prbm.g_00484
OG0000425	Prat.g_00424	Prbm.g_00490
OG0000426	Prat.g_00425	Prbm.g_00491
OG0000427	Prat.g_00426	Prbm.g_00492
OG0000428	Prat.g_00428	Prbm.g_00494
OG0000429	Prat.g_00429	Prbm.g_00495
OG0000430	Prat.g_00430	Prbm.g_00497
OG0000431	Prat.g_00432	Prbm.g_00498
OG0000432	Prat.g_00433	Prbm.g_00499
OG0000433	Prat.g_00436	Prbm.g_00502
OG0000434	Prat.g_00438	Prbm.g_00504
OG0000435	Prat.g_00439	Prbm.g_00505
OG0000436	Prat.g_00441	Prbm.g_00507
OG0000437	Prat.g_00443	Prbm.g_00509
OG0000438	Prat.g_00444	Prbm.g_00510
OG0000439	Prat.g_00445	Prbm.g_00511
OG0000440	Prat.g_00447	Prbm.g_00512
OG0000441	Prat.g_00448	Prbm.g_00513
OG0000442	Prat.g_00449	Prbm.g_00514
OG0000443	Prat.g_00450	Prbm.g_00515
OG0000444	Prat.g_00451	Prbm.g_00516
OG0000445	Prat.g_00453	Prbm.g_00517
OG0000446	Prat.g_00454	Prbm.g_00518
OG0000447	Prat.g_00455	Prbm.g_00519
OG0000448	Prat.g_00456	Prbm.g_00520
OG0000449	Prat.g_00463	Prbm.g_00534
OG0000450	Prat.g_00464	Prbm.g_00535
OG0000451	Prat.g_00465	Prbm.g_00536
OG0000452	Prat.g_00466	Prbm.g_00537
OG0000453	Prat.g_00468	Prbm.g_00539
OG0000454	Prat.g_00469	Prbm.g_00540
OG0000455	Prat.g_00470	Prbm.g_00541
OG0000456	Prat.g_00471	Prbm.g_00542
OG0000457	Prat.g_00473	Prbm.g_00544
OG0000458	Prat.g_00475	Prbm.g_00546
OG0000459	Prat.g_00476	Prbm.g_00547
OG0000460	Prat.g_00478	Prbm.g_00549
OG0000461	Prat.g_00479	Prbm.g_00550
OG0000462	Prat.g_00480	Prbm.g_00551
OG0000463	Prat.g_00482	Prbm.g_00553
OG0000464	Prat.g_00486	Prbm.g_00557
OG0000465	Prat.g_00487	Prbm.g_00558
OG0000466	Prat.g_00488	Prbm.g_00559
OG0000467	Prat.g_00489	Prbm.g_00560
OG0000468	Prat.g_00490	Prbm.g_00561
OG0000469	Prat.g_00491	Prbm.g_00562
OG0000470	Prat.g_00492	Prbm.g_00563
OG0000471	Prat.g_00493	Prbm.g_00564
OG0000472	Prat.g_00496	Prbm.g_00567
OG0000473	Prat.g_00497	Prbm.g_00568
OG0000474	Prat.g_00498	Prbm.g_00569
OG0000475	Prat.g_00499	Prbm.g_00570
OG0000476	Prat.g_00500	Prbm.g_00571
OG0000477	Prat.g_00501	Prbm.g_00573
OG0000478	Prat.g_00502	Prbm.g_00574
OG0000479	Prat.g_00503	Prbm.g_00575
OG0000480	Prat.g_00505	Prbm.g_00577
OG0000481	Prat.g_00506	Prbm.g_00578
OG0000482	Prat.g_00507	Prbm.g_00579
OG0000483	Prat.g_00508	Prbm.g_00580
OG0000484	Prat.g_00509	Prbm.g_00581
OG0000485	Prat.g_00510	Prbm.g_00582
OG0000486	Prat.g_00511	Prbm.g_00583
OG0000487	Prat.g_00512	Prbm.g_00584
OG0000488	Prat.g_00515	Prbm.g_00586
OG0000489	Prat.g_00516	Prbm.g_00587
OG0000490	Prat.g_00517	Prbm.g_00588
OG0000491	Prat.g_00518	Prbm.g_00589
OG0000492	Prat.g_00519	Prbm.g_00590
OG0000493	Prat.g_00520	Prbm.g_00591
OG0000494	Prat.g_00522	Prbm.g_00593
OG0000495	Prat.g_00523	Prbm.g_00594
OG0000496	Prat.g_00525	Prbm.g_00595
OG0000497	Prat.g_00527	Prbm.g_00596
OG0000498	Prat.g_00528	Prbm.g_00597
OG0000499	Prat.g_00530	Prbm.g_00599
OG0000500	Prat.g_00531	Prbm.g_00600
OG0000501	Prat.g_00533	Prbm.g_00602
OG0000502	Prat.g_00534	Prbm.g_00603
OG0000503	Prat.g_00536	Prbm.g_00604
OG0000504	Prat.g_00537	Prbm.g_00605
OG0000505	Prat.g_00538	Prbm.g_00606
OG0000506	Prat.g_00539	Prbm.g_00607
OG0000507	Prat.g_00540	Prbm.g_00608
OG0000508	Prat.g_00542	Prbm.g_00609
OG0000509	Prat.g_00543	Prbm.g_00610
OG0000510	Prat.g_00544	Prbm.g_00611
OG0000511	Prat.g_00545	Prbm.g_00612
OG0000512	Prat.g_00546	Prbm.g_00613
OG0000513	Prat.g_00547	Prbm.g_00614
OG0000514	Prat.g_00548	Prbm.g_00615
OG0000515	Prat.g_00549	Prbm.g_00616
OG0000516	Prat.g_00550	Prbm.g_00617
OG0000517	Prat.g_00551	Prbm.g_00618
OG0000518	Prat.g_00553	Prbm.g_00620
OG0000519	Prat.g_00554	Prbm.g_00621
OG0000520	Prat.g_00555	Prbm.g_00624
OG0000521	Prat.g_00556	Prbm.g_00623
OG0000522	Prat.g_00557	Prbm.g_00625
OG0000523	Prat.g_00558	Prbm.g_00626
OG0000524	Prat.g_00559	Prbm.g_00627
OG0000525	Prat.g_00561	Prbm.g_00629
OG0000526	Prat.g_00562	Prbm.g_00630
OG0000527	Prat.g_00563	Prbm.g_00631
OG0000528	Prat.g_00564	Prbm.g_00632
OG0000529	Prat.g_00565	Prbm.g_00633
OG0000530	Prat.g_00566	Prbm.g_00634
OG0000531	Prat.g_00568	Prbm.g_00636
OG0000532	Prat.g_00569	Prbm.g_00637
OG0000533	Prat.g_00570	Prbm.g_00638
OG0000534	Prat.g_00571	Prbm.g_00639
OG0000535	Prat.g_00572	Prbm.g_00640
OG0000536	Prat.g_00573	Prbm.g_00641
OG0000537	Prat.g_00574	Prbm.g_00642
OG0000538	Prat.g_00575	Prbm.g_00643
OG0000539	Prat.g_00576	Prbm.g_00644
OG0000540	Prat.g_00577	Prbm.g_00645
OG0000541	Prat.g_00579	Prbm.g_00646
OG0000542	Prat.g_00580	Prbm.g_00647
OG0000543	Prat.g_00581	Prbm.g_00648
OG0000544	Prat.g_00582	Prbm.g_00649
OG0000545	Prat.g_00584	Prbm.g_00652
OG0000546	Prat.g_00585	Prbm.g_00653
