Orthogroup	Prat	Prbj
OG0000157	Prat.g_00023	Prbj.g_01194
OG0000158	Prat.g_00025	Prbj.g_01196
OG0000159	Prat.g_00026	Prbj.g_01197
OG0000160	Prat.g_00027	Prbj.g_01198
OG0000161	Prat.g_00028	Prbj.g_01199
OG0000162	Prat.g_00029	Prbj.g_01200
OG0000163	Prat.g_00031	Prbj.g_01202
OG0000164	Prat.g_00034	Prbj.g_01207
OG0000165	Prat.g_00036	Prbj.g_01212
OG0000166	Prat.g_00037	Prbj.g_01213
OG0000167	Prat.g_00038	Prbj.g_01214
OG0000168	Prat.g_00042	Prbj.g_01215
OG0000169	Prat.g_00044	Prbj.g_01217
OG0000170	Prat.g_00046	Prbj.g_01953
OG0000171	Prat.g_00047	Prbj.g_01951
OG0000172	Prat.g_00048	Prbj.g_01950
OG0000173	Prat.g_00051	Prbj.g_01943
OG0000174	Prat.g_00052	Prbj.g_01936
OG0000175	Prat.g_00053	Prbj.g_01928
OG0000176	Prat.g_00055	Prbj.g_01920
OG0000177	Prat.g_00056	Prbj.g_01919
OG0000178	Prat.g_00057	Prbj.g_01918
OG0000179	Prat.g_00060	Prbj.g_00558
OG0000180	Prat.g_00061	Prbj.g_00560
OG0000181	Prat.g_00062	Prbj.g_00561
OG0000182	Prat.g_00066	Prbj.g_00564
OG0000183	Prat.g_00067	Prbj.g_00565
OG0000184	Prat.g_00070	Prbj.g_00569
OG0000185	Prat.g_00074	Prbj.g_00575
OG0000186	Prat.g_00075	Prbj.g_00576
OG0000187	Prat.g_01504	Prbj.g_00047
OG0000188	Prat.g_00076	Prbj.g_00577
OG0000189	Prat.g_00079	Prbj.g_00580
OG0000190	Prat.g_00080	Prbj.g_00581
OG0000191	Prat.g_00081	Prbj.g_00582
OG0000192	Prat.g_00082	Prbj.g_00583
OG0000193	Prat.g_00083	Prbj.g_00584
OG0000194	Prat.g_00084	Prbj.g_00585
OG0000195	Prat.g_00086	Prbj.g_00589
OG0000196	Prat.g_00087	Prbj.g_00590
OG0000197	Prat.g_00088	Prbj.g_00596
OG0000198	Prat.g_00089	Prbj.g_00600
OG0000199	Prat.g_00091	Prbj.g_00605
OG0000200	Prat.g_00092	Prbj.g_00606
OG0000201	Prat.g_00093	Prbj.g_00607
OG0000202	Prat.g_00094	Prbj.g_00609
OG0000203	Prat.g_00095	Prbj.g_00610
OG0000204	Prat.g_00096	Prbj.g_00611
OG0000205	Prat.g_00098	Prbj.g_00613
OG0000206	Prat.g_00099	Prbj.g_00614
OG0000207	Prat.g_00100	Prbj.g_00615
OG0000208	Prat.g_00101	Prbj.g_00616
OG0000209	Prat.g_00102	Prbj.g_00617
OG0000210	Prat.g_00103	Prbj.g_00619
OG0000211	Prat.g_00104	Prbj.g_00620
OG0000212	Prat.g_00105	Prbj.g_00621
OG0000213	Prat.g_00106	Prbj.g_00624
OG0000214	Prat.g_00110	Prbj.g_00630
OG0000215	Prat.g_00111	Prbj.g_01550
OG0000216	Prat.g_00113	Prbj.g_01552
OG0000217	Prat.g_00114	Prbj.g_01554
OG0000218	Prat.g_00115	Prbj.g_01556
OG0000219	Prat.g_00116	Prbj.g_01557
OG0000220	Prat.g_00118	Prbj.g_01562
OG0000221	Prat.g_00122	Prbj.g_01567
OG0000222	Prat.g_00123	Prbj.g_01568
OG0000223	Prat.g_00124	Prbj.g_01569
OG0000224	Prat.g_00126	Prbj.g_01530
OG0000225	Prat.g_00128	Prbj.g_01532
OG0000226	Prat.g_00130	Prbj.g_01535
OG0000227	Prat.g_00131	Prbj.g_01537
OG0000228	Prat.g_00132	Prbj.g_01538
OG0000229	Prat.g_00133	Prbj.g_01539
OG0000230	Prat.g_00134	Prbj.g_01540
OG0000231	Prat.g_00601	Prbj.g_01542
OG0000232	Prat.g_00136	Prbj.g_01543
OG0000233	Prat.g_00139	Prbj.g_01548
OG0000234	Prat.g_00141	Prbj.g_00545
OG0000235	Prat.g_00144	Prbj.g_00543
OG0000236	Prat.g_00145	Prbj.g_00542
OG0000237	Prat.g_00146	Prbj.g_00541
OG0000238	Prat.g_00147	Prbj.g_00540
OG0000239	Prat.g_00148	Prbj.g_00539
OG0000240	Prat.g_00150	Prbj.g_00537
OG0000241	Prat.g_00151	Prbj.g_00536
OG0000242	Prat.g_00152	Prbj.g_00535
OG0000243	Prat.g_00153	Prbj.g_00534
OG0000244	Prat.g_00154	Prbj.g_00533
OG0000245	Prat.g_00156	Prbj.g_00531
OG0000246	Prat.g_00158	Prbj.g_00529
OG0000247	Prat.g_00159	Prbj.g_00528
OG0000248	Prat.g_00160	Prbj.g_00527
OG0000249	Prat.g_00161	Prbj.g_00526
OG0000250	Prat.g_00162	Prbj.g_00525
OG0000251	Prat.g_00163	Prbj.g_00524
OG0000252	Prat.g_00164	Prbj.g_00523
OG0000253	Prat.g_00165	Prbj.g_00522
OG0000254	Prat.g_00167	Prbj.g_00520
OG0000255	Prat.g_00169	Prbj.g_00519
OG0000256	Prat.g_00172	Prbj.g_00516
OG0000257	Prat.g_00174	Prbj.g_00515
OG0000258	Prat.g_00175	Prbj.g_00514
OG0000259	Prat.g_00176	Prbj.g_00513
OG0000260	Prat.g_00177	Prbj.g_00512
OG0000261	Prat.g_00178	Prbj.g_00511
OG0000262	Prat.g_00179	Prbj.g_00510
OG0000263	Prat.g_00180	Prbj.g_00509
OG0000264	Prat.g_00182	Prbj.g_02369
OG0000265	Prat.g_00183	Prbj.g_01135
OG0000266	Prat.g_00184	Prbj.g_01137
OG0000267	Prat.g_00186	Prbj.g_01141
OG0000268	Prat.g_00188	Prbj.g_01143
OG0000269	Prat.g_00189	Prbj.g_01146
OG0000270	Prat.g_00190	Prbj.g_01148
OG0000271	Prat.g_00191	Prbj.g_01151
OG0000272	Prat.g_00192	Prbj.g_01152
OG0000273	Prat.g_00193	Prbj.g_01155
OG0000274	Prat.g_00194	Prbj.g_01157
OG0000275	Prat.g_00195	Prbj.g_01158
OG0000276	Prat.g_00196	Prbj.g_01159
OG0000277	Prat.g_00197	Prbj.g_01160
OG0000278	Prat.g_00198	Prbj.g_01161
OG0000279	Prat.g_00199	Prbj.g_01162
OG0000280	Prat.g_00200	Prbj.g_01163
OG0000281	Prat.g_00202	Prbj.g_01165
OG0000282	Prat.g_00203	Prbj.g_01166
OG0000283	Prat.g_00206	Prbj.g_01173
OG0000284	Prat.g_00207	Prbj.g_01174
OG0000285	Prat.g_00208	Prbj.g_00289
OG0000286	Prat.g_00210	Prbj.g_00287
OG0000287	Prat.g_00211	Prbj.g_00234
OG0000288	Prat.g_00212	Prbj.g_00235
OG0000289	Prat.g_00213	Prbj.g_00237
OG0000290	Prat.g_00214	Prbj.g_00238
OG0000291	Prat.g_00215	Prbj.g_00240
OG0000292	Prat.g_00216	Prbj.g_00250
OG0000293	Prat.g_00217	Prbj.g_00251
OG0000294	Prat.g_00218	Prbj.g_00252
OG0000295	Prat.g_00219	Prbj.g_00258
OG0000296	Prat.g_00220	Prbj.g_00259
OG0000297	Prat.g_00221	Prbj.g_00262
OG0000298	Prat.g_00222	Prbj.g_00263
OG0000299	Prat.g_00223	Prbj.g_00264
OG0000300	Prat.g_00224	Prbj.g_00265
OG0000301	Prat.g_00225	Prbj.g_00266
OG0000302	Prat.g_00226	Prbj.g_00267
OG0000303	Prat.g_00227	Prbj.g_00268
OG0000304	Prat.g_00229	Prbj.g_00270
OG0000305	Prat.g_00230	Prbj.g_00271
OG0000306	Prat.g_00231	Prbj.g_00272
OG0000307	Prat.g_00233	Prbj.g_00181
OG0000308	Prat.g_00234	Prbj.g_01775
OG0000309	Prat.g_00235	Prbj.g_01776
OG0000310	Prat.g_00236	Prbj.g_01777
OG0000311	Prat.g_00238	Prbj.g_00177
OG0000312	Prat.g_00240	Prbj.g_00176
OG0000313	Prat.g_00241	Prbj.g_02608
OG0000314	Prat.g_00245	Prbj.g_02614
OG0000315	Prat.g_00246	Prbj.g_02615
OG0000316	Prat.g_00249	Prbj.g_02661
OG0000317	Prat.g_00250	Prbj.g_01341
OG0000318	Prat.g_00251	Prbj.g_01342
OG0000319	Prat.g_00252	Prbj.g_01343
OG0000320	Prat.g_00253	Prbj.g_01345
OG0000321	Prat.g_00256	Prbj.g_01350
OG0000322	Prat.g_00260	Prbj.g_01359
OG0000323	Prat.g_00261	Prbj.g_01360
OG0000324	Prat.g_00264	Prbj.g_01362
OG0000325	Prat.g_00266	Prbj.g_01364
OG0000326	Prat.g_00267	Prbj.g_01366
OG0000327	Prat.g_00269	Prbj.g_01372
OG0000328	Prat.g_00270	Prbj.g_00180
OG0000329	Prat.g_00271	Prbj.g_01385
OG0000330	Prat.g_00272	Prbj.g_01386
OG0000331	Prat.g_00273	Prbj.g_01388
OG0000332	Prat.g_00274	Prbj.g_01389
OG0000333	Prat.g_00275	Prbj.g_01390
OG0000334	Prat.g_00276	Prbj.g_01391
OG0000335	Prat.g_00277	Prbj.g_01392
OG0000336	Prat.g_00279	Prbj.g_01394
OG0000337	Prat.g_00282	Prbj.g_01399
OG0000338	Prat.g_00283	Prbj.g_01400
OG0000339	Prat.g_00284	Prbj.g_01401
OG0000340	Prat.g_00285	Prbj.g_01403
OG0000341	Prat.g_00290	Prbj.g_01408
OG0000342	Prat.g_00291	Prbj.g_01409
OG0000343	Prat.g_00293	Prbj.g_01411
OG0000344	Prat.g_00294	Prbj.g_01413
OG0000345	Prat.g_00295	Prbj.g_01414
OG0000346	Prat.g_00296	Prbj.g_01415
OG0000347	Prat.g_00297	Prbj.g_01416
OG0000348	Prat.g_00298	Prbj.g_01417
OG0000349	Prat.g_00299	Prbj.g_01418
OG0000350	Prat.g_00300	Prbj.g_01419
OG0000351	Prat.g_00303	Prbj.g_01423
OG0000352	Prat.g_00306	Prbj.g_01427
OG0000353	Prat.g_00307	Prbj.g_01430
OG0000354	Prat.g_00308	Prbj.g_01431
OG0000355	Prat.g_00309	Prbj.g_01432
OG0000356	Prat.g_00310	Prbj.g_01437
OG0000357	Prat.g_00311	Prbj.g_01438
OG0000358	Prat.g_00312	Prbj.g_01439
OG0000359	Prat.g_00313	Prbj.g_01441
OG0000360	Prat.g_00315	Prbj.g_01444
OG0000361	Prat.g_00316	Prbj.g_01445
OG0000362	Prat.g_00317	Prbj.g_01446
OG0000363	Prat.g_00318	Prbj.g_01448
OG0000364	Prat.g_00319	Prbj.g_01449
OG0000365	Prat.g_00320	Prbj.g_01450
OG0000366	Prat.g_00321	Prbj.g_01451
OG0000367	Prat.g_00322	Prbj.g_01452
OG0000368	Prat.g_00323	Prbj.g_01453
OG0000369	Prat.g_00324	Prbj.g_01454
OG0000370	Prat.g_00325	Prbj.g_01455
OG0000371	Prat.g_00326	Prbj.g_01456
OG0000372	Prat.g_00328	Prbj.g_01459
OG0000373	Prat.g_00330	Prbj.g_01469
OG0000374	Prat.g_00331	Prbj.g_01471
OG0000375	Prat.g_00332	Prbj.g_01480
OG0000376	Prat.g_00334	Prbj.g_00359
OG0000377	Prat.g_00340	Prbj.g_00352
OG0000378	Prat.g_00341	Prbj.g_00351
OG0000379	Prat.g_00348	Prbj.g_00341
OG0000380	Prat.g_00350	Prbj.g_00339
OG0000381	Prat.g_00351	Prbj.g_00338
OG0000382	Prat.g_00352	Prbj.g_00336
OG0000383	Prat.g_00355	Prbj.g_00331
OG0000384	Prat.g_00356	Prbj.g_00330
OG0000385	Prat.g_00359	Prbj.g_00324
OG0000386	Prat.g_00360	Prbj.g_00323
OG0000387	Prat.g_00361	Prbj.g_00322
OG0000388	Prat.g_00362	Prbj.g_00321
OG0000389	Prat.g_00363	Prbj.g_00320
OG0000390	Prat.g_00364	Prbj.g_00319
OG0000391	Prat.g_00365	Prbj.g_00318
OG0000392	Prat.g_00366	Prbj.g_00317
OG0000393	Prat.g_00369	Prbj.g_00063
OG0000394	Prat.g_00370	Prbj.g_00064
OG0000395	Prat.g_00373	Prbj.g_00068
OG0000396	Prat.g_00985	Prbj.g_02500
OG0000397	Prat.g_01203	Prbj.g_00563
OG0000398	Prat.g_01469	Prbj.g_00874
OG0000399	Prat.g_00671	Prbj.g_00689
OG0000400	Prat.g_01656	Prbj.g_02659
OG0000401	Prat.g_00390	Prbj.g_00076
OG0000402	Prat.g_00391	Prbj.g_00077
OG0000403	Prat.g_00392	Prbj.g_00089
OG0000404	Prat.g_00395	Prbj.g_00099
OG0000405	Prat.g_00396	Prbj.g_00100
OG0000406	Prat.g_00398	Prbj.g_00102
OG0000407	Prat.g_00399	Prbj.g_00103
OG0000408	Prat.g_00400	Prbj.g_00104
OG0000409	Prat.g_00401	Prbj.g_00105
OG0000410	Prat.g_00403	Prbj.g_00107
OG0000411	Prat.g_00404	Prbj.g_00108
OG0000412	Prat.g_00405	Prbj.g_00109
OG0000413	Prat.g_00406	Prbj.g_00110
OG0000414	Prat.g_00407	Prbj.g_00111
OG0000415	Prat.g_00408	Prbj.g_00112
OG0000416	Prat.g_00410	Prbj.g_00113
OG0000417	Prat.g_00411	Prbj.g_00117
OG0000418	Prat.g_00412	Prbj.g_00118
OG0000419	Prat.g_00413	Prbj.g_00119
OG0000420	Prat.g_00414	Prbj.g_00120
OG0000421	Prat.g_00415	Prbj.g_01894
OG0000422	Prat.g_00417	Prbj.g_01892
OG0000423	Prat.g_00418	Prbj.g_01891
OG0000424	Prat.g_00419	Prbj.g_01888
OG0000425	Prat.g_00424	Prbj.g_00152
OG0000426	Prat.g_00425	Prbj.g_00151
OG0000427	Prat.g_00426	Prbj.g_00148
OG0000428	Prat.g_00428	Prbj.g_00136
OG0000429	Prat.g_00429	Prbj.g_00134
OG0000430	Prat.g_00430	Prbj.g_00132
OG0000431	Prat.g_00432	Prbj.g_00130
OG0000432	Prat.g_00433	Prbj.g_00129
OG0000433	Prat.g_00436	Prbj.g_01638
OG0000434	Prat.g_00438	Prbj.g_01635
OG0000435	Prat.g_00439	Prbj.g_01631
OG0000436	Prat.g_00441	Prbj.g_01629
OG0000437	Prat.g_00443	Prbj.g_01627
OG0000438	Prat.g_00444	Prbj.g_01626
OG0000439	Prat.g_00445	Prbj.g_01625
OG0000440	Prat.g_00447	Prbj.g_01622
OG0000441	Prat.g_00448	Prbj.g_01620
OG0000442	Prat.g_00449	Prbj.g_01619
OG0000443	Prat.g_00450	Prbj.g_01618
OG0000444	Prat.g_00451	Prbj.g_01617
OG0000445	Prat.g_00453	Prbj.g_01616
OG0000446	Prat.g_00454	Prbj.g_01615
OG0000447	Prat.g_00455	Prbj.g_01614
OG0000448	Prat.g_00456	Prbj.g_01613
OG0000449	Prat.g_00463	Prbj.g_01605
OG0000450	Prat.g_00464	Prbj.g_02088
OG0000451	Prat.g_00465	Prbj.g_02089
OG0000452	Prat.g_00466	Prbj.g_02090
OG0000453	Prat.g_00468	Prbj.g_02093
OG0000454	Prat.g_00469	Prbj.g_02094
OG0000455	Prat.g_00470	Prbj.g_02095
OG0000456	Prat.g_00471	Prbj.g_02096
OG0000457	Prat.g_00473	Prbj.g_02097
OG0000458	Prat.g_00475	Prbj.g_02098
OG0000459	Prat.g_00476	Prbj.g_02099
OG0000460	Prat.g_00478	Prbj.g_02101
OG0000461	Prat.g_00479	Prbj.g_02102
OG0000462	Prat.g_00480	Prbj.g_02103
OG0000463	Prat.g_00482	Prbj.g_02108
OG0000464	Prat.g_00486	Prbj.g_02113
OG0000465	Prat.g_00487	Prbj.g_02114
OG0000466	Prat.g_00488	Prbj.g_02115
OG0000467	Prat.g_00489	Prbj.g_02117
OG0000468	Prat.g_00490	Prbj.g_02118
OG0000469	Prat.g_00491	Prbj.g_02123
OG0000470	Prat.g_00492	Prbj.g_01116
OG0000471	Prat.g_00493	Prbj.g_00765
OG0000472	Prat.g_00496	Prbj.g_02128
OG0000473	Prat.g_00497	Prbj.g_02130
OG0000474	Prat.g_00498	Prbj.g_02132
OG0000475	Prat.g_00499	Prbj.g_02133
OG0000476	Prat.g_00500	Prbj.g_02139
OG0000477	Prat.g_00501	Prbj.g_02142
OG0000478	Prat.g_00502	Prbj.g_02144
OG0000479	Prat.g_00503	Prbj.g_02146
OG0000480	Prat.g_00505	Prbj.g_02666
OG0000481	Prat.g_00506	Prbj.g_01858
OG0000482	Prat.g_00507	Prbj.g_01859
OG0000483	Prat.g_00508	Prbj.g_01861
OG0000484	Prat.g_00509	Prbj.g_01862
OG0000485	Prat.g_00510	Prbj.g_01863
OG0000486	Prat.g_00511	Prbj.g_01864
OG0000487	Prat.g_00512	Prbj.g_01865
OG0000488	Prat.g_00515	Prbj.g_01867
OG0000489	Prat.g_00516	Prbj.g_01868
OG0000490	Prat.g_00517	Prbj.g_01869
OG0000491	Prat.g_00518	Prbj.g_01870
OG0000492	Prat.g_00519	Prbj.g_01871
OG0000493	Prat.g_00520	Prbj.g_01872
OG0000494	Prat.g_00522	Prbj.g_01874
OG0000495	Prat.g_00523	Prbj.g_01875
OG0000496	Prat.g_00525	Prbj.g_01877
OG0000497	Prat.g_00527	Prbj.g_01879
OG0000498	Prat.g_00528	Prbj.g_01880
OG0000499	Prat.g_00530	Prbj.g_01882
OG0000500	Prat.g_00531	Prbj.g_01883
OG0000501	Prat.g_00533	Prbj.g_01807
OG0000502	Prat.g_00534	Prbj.g_01806
OG0000503	Prat.g_00536	Prbj.g_01805
OG0000504	Prat.g_00537	Prbj.g_01803
OG0000505	Prat.g_00538	Prbj.g_01802
OG0000506	Prat.g_00539	Prbj.g_01801
OG0000507	Prat.g_00540	Prbj.g_01800
OG0000508	Prat.g_00542	Prbj.g_01796
OG0000509	Prat.g_00543	Prbj.g_01795
OG0000510	Prat.g_00544	Prbj.g_01794
OG0000511	Prat.g_00545	Prbj.g_01793
OG0000512	Prat.g_00546	Prbj.g_01792
OG0000513	Prat.g_00547	Prbj.g_01791
OG0000514	Prat.g_00548	Prbj.g_01790
OG0000515	Prat.g_00549	Prbj.g_01787
OG0000516	Prat.g_00550	Prbj.g_01786
OG0000517	Prat.g_00551	Prbj.g_01785
OG0000518	Prat.g_00553	Prbj.g_01781
OG0000519	Prat.g_00554	Prbj.g_01780
OG0000520	Prat.g_00555	Prbj.g_01779
OG0000521	Prat.g_00556	Prbj.g_01778
OG0000522	Prat.g_00557	Prbj.g_01772
OG0000523	Prat.g_00558	Prbj.g_01771
OG0000524	Prat.g_00559	Prbj.g_01770
OG0000525	Prat.g_00561	Prbj.g_01768
OG0000526	Prat.g_00562	Prbj.g_01767
OG0000527	Prat.g_00563	Prbj.g_01766
OG0000528	Prat.g_00564	Prbj.g_01765
OG0000529	Prat.g_00565	Prbj.g_01764
OG0000530	Prat.g_00566	Prbj.g_01763
OG0000531	Prat.g_00568	Prbj.g_01760
OG0000532	Prat.g_00569	Prbj.g_01758
OG0000533	Prat.g_00570	Prbj.g_01757
OG0000534	Prat.g_00571	Prbj.g_01756
OG0000535	Prat.g_00572	Prbj.g_01755
OG0000536	Prat.g_00573	Prbj.g_01754
OG0000537	Prat.g_00574	Prbj.g_01753
OG0000538	Prat.g_00575	Prbj.g_01752
OG0000539	Prat.g_00576	Prbj.g_01750
OG0000540	Prat.g_00577	Prbj.g_01748
OG0000541	Prat.g_00579	Prbj.g_02544
OG0000542	Prat.g_00580	Prbj.g_02545
OG0000543	Prat.g_00581	Prbj.g_02546
OG0000544	Prat.g_00582	Prbj.g_02547
OG0000545	Prat.g_00584	Prbj.g_02550
OG0000546	Prat.g_00585	Prbj.g_02551
OG0000547	Prat.g_00587	Prbj.g_02553
OG0000548	Prat.g_00589	Prbj.g_02558
OG0000549	Prat.g_00590	Prbj.g_02559
OG0000550	Prat.g_00591	Prbj.g_02560
OG0000551	Prat.g_00592	Prbj.g_02563
OG0000552	Prat.g_00593	Prbj.g_02565
OG0000553	Prat.g_01097	Prbj.g_02566
OG0000554	Prat.g_01095	Prbj.g_02568
OG0000555	Prat.g_01094	Prbj.g_02569
OG0000556	Prat.g_01093	Prbj.g_02570
OG0000557	Prat.g_01091	Prbj.g_02571
OG0000558	Prat.g_01090	Prbj.g_02573
OG0000559	Prat.g_01089	Prbj.g_02574
OG0000560	Prat.g_01087	Prbj.g_02576
OG0000561	Prat.g_01086	Prbj.g_02577
OG0000562	Prat.g_01084	Prbj.g_02579
OG0000563	Prat.g_01083	Prbj.g_02580
OG0000564	Prat.g_01082	Prbj.g_02581
OG0000565	Prat.g_01081	Prbj.g_02589
OG0000566	Prat.g_01080	Prbj.g_02590
OG0000567	Prat.g_01079	Prbj.g_02591
OG0000568	Prat.g_01078	Prbj.g_02592
OG0000569	Prat.g_01077	Prbj.g_02593
OG0000570	Prat.g_01076	Prbj.g_02596
OG0000571	Prat.g_01075	Prbj.g_02597
