Orthogroup	Prat	Prba
OG0000053	Prat.g_01499	Prba.g_00922
OG0000054	Prat.g_01503	Prba.g_01548
OG0000055	Prat.g_01014	Prba.g_01477
OG0000056	Prat.g_01463, Prat.g_00666	Prba.g_00727
OG0000057	Prat.g_00242	Prba.g_00456
OG0000058	Prat.g_00434	Prba.g_00986
OG0000059	Prat.g_00775	Prba.g_01619
OG0000062	Prat.g_01561, Prat.g_01495	Prba.g_00097
OG0000063	Prat.g_01129	Prba.g_01135
OG0000065	Prat.g_01249	Prba.g_01192
OG0000066	Prat.g_00344	Prba.g_00175
OG0000067	Prat.g_01532	Prba.g_01132, Prba.g_00900
OG0000068	Prat.g_01726	Prba.g_00429
OG0000069	Prat.g_01394	Prba.g_00149
OG0000071	Prat.g_00012, Prat.g_00011	Prba.g_01804
OG0000072	Prat.g_00329	Prba.g_00538
OG0000073	Prat.g_01054	Prba.g_01648
OG0000074	Prat.g_00765	Prba.g_01626
OG0000075	Prat.g_01030	Prba.g_01492
OG0000076	Prat.g_00965	Prba.g_01264
OG0000078	Prat.g_01312	Prba.g_00155
OG0000079	Prat.g_01442	Prba.g_00310
OG0000080	Prat.g_01539	Prba.g_00261
OG0000081	Prat.g_01759	Prba.g_01069
OG0000082	Prat.g_01853	Prba.g_00831
OG0000083	Prat.g_00003	Prba.g_01796
OG0000084	Prat.g_00006	Prba.g_01799
OG0000085	Prat.g_01314, Prat.g_00024	Prba.g_01816
OG0000086	Prat.g_00614	Prba.g_01044
OG0000087	Prat.g_00054	Prba.g_01843
OG0000088	Prat.g_00112	Prba.g_01901
OG0000089	Prat.g_00121	Prba.g_01909
OG0000090	Prat.g_00138	Prba.g_01927
OG0000091	Prat.g_00170	Prba.g_00625
OG0000092	Prat.g_00171	Prba.g_00626
OG0000093	Prat.g_00185	Prba.g_00640
OG0000094	Prat.g_00204	Prba.g_00658
OG0000095	Prat.g_00209	Prba.g_00663
OG0000096	Prat.g_00257	Prba.g_00470
OG0000097	Prat.g_00281	Prba.g_00491
OG0000098	Prat.g_00292	Prba.g_00501
OG0000099	Prat.g_00302	Prba.g_00510
OG0000100	Prat.g_00305	Prba.g_00513
OG0000101	Prat.g_00372	Prba.g_00851
OG0000102	Prat.g_01477	Prba.g_00877
OG0000103	Prat.g_00435	Prba.g_00985
OG0000104	Prat.g_00440	Prba.g_00981
OG0000105	Prat.g_00462	Prba.g_00962
OG0000106	Prat.g_00494	Prba.g_00929
OG0000107	Prat.g_00495	Prba.g_00928
OG0000108	Prat.g_00504	Prba.g_01772
OG0000109	Prat.g_00514, Prat.g_00513	Prba.g_01763
OG0000110	Prat.g_00532	Prba.g_01747
OG0000111	Prat.g_01073	Prba.g_01666
OG0000112	Prat.g_01072	Prba.g_01665
OG0000113	Prat.g_00815	Prba.g_01572
OG0000114	Prat.g_01039	Prba.g_01501
OG0000115	Prat.g_00896	Prba.g_01337
OG0000116	Prat.g_00900	Prba.g_01333
OG0000117	Prat.g_00962	Prba.g_01267
OG0000118	Prat.g_01208	Prba.g_01216
OG0000119	Prat.g_01557	Prba.g_00094
OG0000120	Prat.g_01150	Prba.g_00057
OG0000121	Prat.g_01127	Prba.g_00038
OG0000122	Prat.g_01107	Prba.g_00019
OG0000123	Prat.g_00595	Prba.g_00006
OG0000124	Prat.g_01509	Prba.g_01084
OG0000125	Prat.g_01261	Prba.g_01204
OG0000126	Prat.g_01291	Prba.g_00196
OG0000127	Prat.g_01338	Prba.g_00110
OG0000128	Prat.g_01354	Prba.g_00712
OG0000129	Prat.g_01392	Prba.g_00676, Prba.g_00351
OG0000130	Prat.g_01589	Prba.g_00228
OG0000131	Prat.g_01377, Prat.g_01628	Prba.g_00584
OG0000132	Prat.g_01631	Prba.g_00581
OG0000133	Prat.g_01685	Prba.g_00388
OG0000134	Prat.g_01720	Prba.g_00424
OG0000135	Prat.g_01722	Prba.g_00426
OG0000136	Prat.g_01771	Prba.g_00752
OG0000137	Prat.g_01806	Prba.g_00785
OG0000138	Prat.g_01841	Prba.g_00821
OG0000139	Prat.g_01873	Prba.g_00848, Prba.g_01776
OG0000140	Prat.g_00001	Prba.g_01794
OG0000141	Prat.g_00002	Prba.g_01795
OG0000142	Prat.g_00004	Prba.g_01797
OG0000143	Prat.g_00005	Prba.g_01798
OG0000144	Prat.g_00007	Prba.g_01800
OG0000145	Prat.g_00008	Prba.g_01801
OG0000146	Prat.g_00009	Prba.g_01802
OG0000147	Prat.g_00010	Prba.g_01803
OG0000148	Prat.g_00013	Prba.g_01805
OG0000149	Prat.g_00015	Prba.g_01807
OG0000150	Prat.g_00016	Prba.g_01808
OG0000151	Prat.g_00017	Prba.g_01809
OG0000152	Prat.g_00018	Prba.g_01810
OG0000153	Prat.g_00019	Prba.g_01811
OG0000154	Prat.g_00020	Prba.g_01812
OG0000155	Prat.g_00021	Prba.g_01813
OG0000156	Prat.g_00022	Prba.g_01814
OG0000157	Prat.g_00023	Prba.g_01815
OG0000158	Prat.g_00025	Prba.g_01817
OG0000159	Prat.g_00026	Prba.g_01818
OG0000160	Prat.g_00027	Prba.g_01819
OG0000161	Prat.g_00028	Prba.g_01820
OG0000162	Prat.g_00029	Prba.g_01821
OG0000163	Prat.g_00031	Prba.g_01822
OG0000164	Prat.g_00034	Prba.g_01825
OG0000165	Prat.g_00036	Prba.g_01828
OG0000166	Prat.g_00037	Prba.g_01829
OG0000167	Prat.g_00038	Prba.g_01830
OG0000168	Prat.g_00042	Prba.g_01834
OG0000169	Prat.g_00044	Prba.g_01836
OG0000170	Prat.g_00046	Prba.g_01837
OG0000171	Prat.g_00047	Prba.g_01838
OG0000172	Prat.g_00048	Prba.g_01839
OG0000173	Prat.g_00051	Prba.g_01840
OG0000174	Prat.g_00052	Prba.g_01841
OG0000175	Prat.g_00053	Prba.g_01842
OG0000176	Prat.g_00055	Prba.g_01844
OG0000177	Prat.g_00056	Prba.g_01845
OG0000178	Prat.g_00057	Prba.g_01846
OG0000179	Prat.g_00060	Prba.g_01852
OG0000180	Prat.g_00061	Prba.g_01853
OG0000181	Prat.g_00062	Prba.g_01854
OG0000182	Prat.g_00066	Prba.g_01857
OG0000183	Prat.g_00067	Prba.g_01858
OG0000184	Prat.g_00070	Prba.g_01861
OG0000185	Prat.g_00074	Prba.g_01865
OG0000186	Prat.g_00075	Prba.g_01866
OG0000187	Prat.g_01504	Prba.g_01867
OG0000188	Prat.g_00076	Prba.g_01868
OG0000189	Prat.g_00079	Prba.g_01869
OG0000190	Prat.g_00080	Prba.g_01870
OG0000191	Prat.g_00081	Prba.g_01871
OG0000192	Prat.g_00082	Prba.g_01872
OG0000193	Prat.g_00083	Prba.g_01873
OG0000194	Prat.g_00084	Prba.g_01874
OG0000195	Prat.g_00086	Prba.g_01876
OG0000196	Prat.g_00087	Prba.g_01877
OG0000197	Prat.g_00088	Prba.g_01878
OG0000198	Prat.g_00089	Prba.g_01879
OG0000199	Prat.g_00091	Prba.g_01882
OG0000200	Prat.g_00092	Prba.g_01883
OG0000201	Prat.g_00093	Prba.g_01884
OG0000202	Prat.g_00094	Prba.g_01885
OG0000203	Prat.g_00095	Prba.g_01886
OG0000204	Prat.g_00096	Prba.g_01887
OG0000205	Prat.g_00098	Prba.g_01888
OG0000206	Prat.g_00099	Prba.g_01889
OG0000207	Prat.g_00100	Prba.g_01890
OG0000208	Prat.g_00101	Prba.g_01891
OG0000209	Prat.g_00102	Prba.g_01892
OG0000210	Prat.g_00103	Prba.g_01894
OG0000211	Prat.g_00104	Prba.g_01895
OG0000212	Prat.g_00105	Prba.g_01896
OG0000213	Prat.g_00106	Prba.g_01897
OG0000214	Prat.g_00110	Prba.g_01899
OG0000215	Prat.g_00111	Prba.g_01900
OG0000216	Prat.g_00113	Prba.g_01902
OG0000217	Prat.g_00114	Prba.g_01903
OG0000218	Prat.g_00115	Prba.g_01904
OG0000219	Prat.g_00116	Prba.g_01905
OG0000220	Prat.g_00118	Prba.g_01908
OG0000221	Prat.g_00122	Prba.g_01910
OG0000222	Prat.g_00123	Prba.g_01911
OG0000223	Prat.g_00124	Prba.g_01912
OG0000224	Prat.g_00126	Prba.g_01915
OG0000225	Prat.g_00128	Prba.g_01917
OG0000226	Prat.g_00130	Prba.g_01918
OG0000227	Prat.g_00131	Prba.g_01919
OG0000228	Prat.g_00132	Prba.g_01920
OG0000229	Prat.g_00133	Prba.g_01921
OG0000230	Prat.g_00134	Prba.g_01922
OG0000231	Prat.g_00601	Prba.g_01924
OG0000232	Prat.g_00136	Prba.g_01925
OG0000233	Prat.g_00139	Prba.g_01928
OG0000234	Prat.g_00141	Prba.g_01930
OG0000235	Prat.g_00144	Prba.g_01933
OG0000236	Prat.g_00145	Prba.g_01934
OG0000237	Prat.g_00146	Prba.g_01935
OG0000238	Prat.g_00147	Prba.g_01936
OG0000239	Prat.g_00148	Prba.g_01937
OG0000240	Prat.g_00150	Prba.g_01939
OG0000241	Prat.g_00151	Prba.g_01940
OG0000242	Prat.g_00152	Prba.g_01941
OG0000243	Prat.g_00153	Prba.g_01942
OG0000244	Prat.g_00154	Prba.g_01943
OG0000245	Prat.g_00156	Prba.g_01944
OG0000246	Prat.g_00158	Prba.g_01946
OG0000247	Prat.g_00159	Prba.g_01947
OG0000248	Prat.g_00160	Prba.g_01948
OG0000249	Prat.g_00161	Prba.g_01949
OG0000250	Prat.g_00162	Prba.g_01950
OG0000251	Prat.g_00163	Prba.g_01951
OG0000252	Prat.g_00164	Prba.g_01952
OG0000253	Prat.g_00165	Prba.g_01953
OG0000254	Prat.g_00167	Prba.g_00623
OG0000255	Prat.g_00169	Prba.g_00624
OG0000256	Prat.g_00172	Prba.g_00627
OG0000257	Prat.g_00174	Prba.g_00629
OG0000258	Prat.g_00175	Prba.g_00630
OG0000259	Prat.g_00176	Prba.g_00631
OG0000260	Prat.g_00177	Prba.g_00632
OG0000261	Prat.g_00178	Prba.g_00633
OG0000262	Prat.g_00179	Prba.g_00634
OG0000263	Prat.g_00180	Prba.g_00635
OG0000264	Prat.g_00182	Prba.g_00637
OG0000265	Prat.g_00183	Prba.g_00638
OG0000266	Prat.g_00184	Prba.g_00639
OG0000267	Prat.g_00186	Prba.g_00641
OG0000268	Prat.g_00188	Prba.g_00642
OG0000269	Prat.g_00189	Prba.g_00643
OG0000270	Prat.g_00190	Prba.g_00644
OG0000271	Prat.g_00191	Prba.g_00645
OG0000272	Prat.g_00192	Prba.g_00646
OG0000273	Prat.g_00193	Prba.g_00647
OG0000274	Prat.g_00194	Prba.g_00648
OG0000275	Prat.g_00195	Prba.g_00649
OG0000276	Prat.g_00196	Prba.g_00650
OG0000277	Prat.g_00197	Prba.g_00651
OG0000278	Prat.g_00198	Prba.g_00652
OG0000279	Prat.g_00199	Prba.g_00653
OG0000280	Prat.g_00200	Prba.g_00654
OG0000281	Prat.g_00202	Prba.g_00656
OG0000282	Prat.g_00203	Prba.g_00657
OG0000283	Prat.g_00206	Prba.g_00660
OG0000284	Prat.g_00207	Prba.g_00661
OG0000285	Prat.g_00208	Prba.g_00662
OG0000286	Prat.g_00210	Prba.g_00664
OG0000287	Prat.g_00211	Prba.g_00665
OG0000288	Prat.g_00212	Prba.g_00666
OG0000289	Prat.g_00213	Prba.g_00667
OG0000290	Prat.g_00214	Prba.g_00668
OG0000291	Prat.g_00215	Prba.g_00669
OG0000292	Prat.g_00216	Prba.g_00670
OG0000293	Prat.g_00217	Prba.g_00671
OG0000294	Prat.g_00218	Prba.g_00672
OG0000295	Prat.g_00219	Prba.g_00673
OG0000296	Prat.g_00220	Prba.g_00674
OG0000297	Prat.g_00221	Prba.g_00675
OG0000298	Prat.g_00222	Prba.g_00439
OG0000299	Prat.g_00223	Prba.g_00440
OG0000300	Prat.g_00224	Prba.g_00441
OG0000301	Prat.g_00225	Prba.g_00442
OG0000302	Prat.g_00226	Prba.g_00443
OG0000303	Prat.g_00227	Prba.g_00444
OG0000304	Prat.g_00229	Prba.g_00445
OG0000305	Prat.g_00230	Prba.g_00446
OG0000306	Prat.g_00231	Prba.g_00447
OG0000307	Prat.g_00233	Prba.g_00448
OG0000308	Prat.g_00234	Prba.g_00449
OG0000309	Prat.g_00235	Prba.g_00450
OG0000310	Prat.g_00236	Prba.g_00451
OG0000311	Prat.g_00238	Prba.g_00452
OG0000312	Prat.g_00240	Prba.g_00454
OG0000313	Prat.g_00241	Prba.g_00455
OG0000314	Prat.g_00245	Prba.g_00458
OG0000315	Prat.g_00246	Prba.g_00459
OG0000316	Prat.g_00249	Prba.g_00461
OG0000317	Prat.g_00250	Prba.g_00463
OG0000318	Prat.g_00251	Prba.g_00464
OG0000319	Prat.g_00252	Prba.g_00465
OG0000320	Prat.g_00253	Prba.g_00466
OG0000321	Prat.g_00256	Prba.g_00469
OG0000322	Prat.g_00260	Prba.g_00472
OG0000323	Prat.g_00261	Prba.g_00473
OG0000324	Prat.g_00264	Prba.g_00476
OG0000325	Prat.g_00266	Prba.g_00477
OG0000326	Prat.g_00267	Prba.g_00478
OG0000327	Prat.g_00269	Prba.g_00480
OG0000328	Prat.g_00270	Prba.g_00481
OG0000329	Prat.g_00271	Prba.g_00482
OG0000330	Prat.g_00272	Prba.g_00483
OG0000331	Prat.g_00273	Prba.g_00484
OG0000332	Prat.g_00274	Prba.g_00485
OG0000333	Prat.g_00275	Prba.g_00486
OG0000334	Prat.g_00276	Prba.g_00487
OG0000335	Prat.g_00277	Prba.g_00488
OG0000336	Prat.g_00279	Prba.g_00489
OG0000337	Prat.g_00282	Prba.g_00492
OG0000338	Prat.g_00283	Prba.g_00493
OG0000339	Prat.g_00284	Prba.g_00494
OG0000340	Prat.g_00285	Prba.g_00495
OG0000341	Prat.g_00290	Prba.g_00499
OG0000342	Prat.g_00291	Prba.g_00500
OG0000343	Prat.g_00293	Prba.g_00502
OG0000344	Prat.g_00294	Prba.g_00503
OG0000345	Prat.g_00295	Prba.g_00504
OG0000346	Prat.g_00296	Prba.g_00505
OG0000347	Prat.g_00297	Prba.g_00506
OG0000348	Prat.g_00298	Prba.g_00507
OG0000349	Prat.g_00299	Prba.g_00508
OG0000350	Prat.g_00300	Prba.g_00509
OG0000351	Prat.g_00303	Prba.g_00511
OG0000352	Prat.g_00306	Prba.g_00514
OG0000353	Prat.g_00307	Prba.g_00515
OG0000354	Prat.g_00308	Prba.g_00516
OG0000355	Prat.g_00309	Prba.g_00517
OG0000356	Prat.g_00310	Prba.g_00518
OG0000357	Prat.g_00311	Prba.g_00519
OG0000358	Prat.g_00312	Prba.g_00520
OG0000359	Prat.g_00313	Prba.g_00521
OG0000360	Prat.g_00315	Prba.g_00524
OG0000361	Prat.g_00316	Prba.g_00525
OG0000362	Prat.g_00317	Prba.g_00526
OG0000363	Prat.g_00318	Prba.g_00527
OG0000364	Prat.g_00319	Prba.g_00528
OG0000365	Prat.g_00320	Prba.g_00529
OG0000366	Prat.g_00321	Prba.g_00530
OG0000367	Prat.g_00322	Prba.g_00531
OG0000368	Prat.g_00323	Prba.g_00532
OG0000369	Prat.g_00324	Prba.g_00533
OG0000370	Prat.g_00325	Prba.g_00534
OG0000371	Prat.g_00326	Prba.g_00535
OG0000372	Prat.g_00328	Prba.g_00537
OG0000373	Prat.g_00330	Prba.g_00539
OG0000374	Prat.g_00331	Prba.g_00540
OG0000375	Prat.g_00332	Prba.g_00541
OG0000376	Prat.g_00334	Prba.g_00543
OG0000377	Prat.g_00340	Prba.g_00544
OG0000378	Prat.g_00341	Prba.g_00545
OG0000379	Prat.g_00348	Prba.g_00550
OG0000380	Prat.g_00350	Prba.g_00551
OG0000381	Prat.g_00351	Prba.g_00552
OG0000382	Prat.g_00352	Prba.g_00554
OG0000383	Prat.g_00355	Prba.g_00557
OG0000384	Prat.g_00356	Prba.g_00558
OG0000385	Prat.g_00359	Prba.g_00561
OG0000386	Prat.g_00360	Prba.g_00562
OG0000387	Prat.g_00361	Prba.g_00218
OG0000388	Prat.g_00362	Prba.g_00219
OG0000389	Prat.g_00363	Prba.g_00220
OG0000390	Prat.g_00364	Prba.g_00221
OG0000391	Prat.g_00365	Prba.g_00222
OG0000392	Prat.g_00366	Prba.g_00223
OG0000393	Prat.g_00369	Prba.g_00849
OG0000394	Prat.g_00370	Prba.g_00850
OG0000395	Prat.g_00373	Prba.g_00852
OG0000396	Prat.g_00985	Prba.g_00853
OG0000397	Prat.g_01203	Prba.g_00865
OG0000398	Prat.g_01469	Prba.g_00873
OG0000399	Prat.g_00671	Prba.g_00874
OG0000400	Prat.g_01656	Prba.g_00880
OG0000401	Prat.g_00390	Prba.g_01030
OG0000402	Prat.g_00391	Prba.g_01029
OG0000403	Prat.g_00392	Prba.g_01028
OG0000404	Prat.g_00395	Prba.g_01026
OG0000405	Prat.g_00396	Prba.g_01025
OG0000406	Prat.g_00398	Prba.g_01023
OG0000407	Prat.g_00399	Prba.g_01022
OG0000408	Prat.g_00400	Prba.g_01021
OG0000409	Prat.g_00401	Prba.g_01020
OG0000410	Prat.g_00403	Prba.g_01019
OG0000411	Prat.g_00404	Prba.g_01018
OG0000412	Prat.g_00405	Prba.g_01017
OG0000413	Prat.g_00406	Prba.g_01016
OG0000414	Prat.g_00407	Prba.g_01015
OG0000415	Prat.g_00408	Prba.g_01014
OG0000416	Prat.g_00410	Prba.g_01013
OG0000417	Prat.g_00411	Prba.g_01012
OG0000418	Prat.g_00412	Prba.g_01011
OG0000419	Prat.g_00413	Prba.g_01010
OG0000420	Prat.g_00414	Prba.g_01009
OG0000421	Prat.g_00415	Prba.g_01008
OG0000422	Prat.g_00417	Prba.g_01006
OG0000423	Prat.g_00418	Prba.g_01005
OG0000424	Prat.g_00419	Prba.g_01003
OG0000425	Prat.g_00424	Prba.g_01000
OG0000426	Prat.g_00425	Prba.g_00999
OG0000427	Prat.g_00426	Prba.g_00998
OG0000428	Prat.g_00428	Prba.g_00997
OG0000429	Prat.g_00429	Prba.g_00996
OG0000430	Prat.g_00430	Prba.g_00990
OG0000431	Prat.g_00432	Prba.g_00988
OG0000432	Prat.g_00433	Prba.g_00987
OG0000433	Prat.g_00436	Prba.g_00984
OG0000434	Prat.g_00438	Prba.g_00983
OG0000435	Prat.g_00439	Prba.g_00982
OG0000436	Prat.g_00441	Prba.g_00980
OG0000437	Prat.g_00443	Prba.g_00978
OG0000438	Prat.g_00444	Prba.g_00977
OG0000439	Prat.g_00445	Prba.g_00976
OG0000440	Prat.g_00447	Prba.g_00974
OG0000441	Prat.g_00448	Prba.g_00973
OG0000442	Prat.g_00449	Prba.g_00972
OG0000443	Prat.g_00450	Prba.g_00971
OG0000444	Prat.g_00451	Prba.g_00970
OG0000445	Prat.g_00453	Prba.g_00969
OG0000446	Prat.g_00454	Prba.g_00968
OG0000447	Prat.g_00455	Prba.g_00967
OG0000448	Prat.g_00456	Prba.g_00966
OG0000449	Prat.g_00463	Prba.g_00961
OG0000450	Prat.g_00464	Prba.g_00960
OG0000451	Prat.g_00465	Prba.g_00959
OG0000452	Prat.g_00466	Prba.g_00958
OG0000453	Prat.g_00468	Prba.g_00956
OG0000454	Prat.g_00469	Prba.g_00955
OG0000455	Prat.g_00470	Prba.g_00954
OG0000456	Prat.g_00471	Prba.g_00953
OG0000457	Prat.g_00473	Prba.g_00951
OG0000458	Prat.g_00475	Prba.g_00949
OG0000459	Prat.g_00476	Prba.g_00948
OG0000460	Prat.g_00478	Prba.g_00946
OG0000461	Prat.g_00479	Prba.g_00945
OG0000462	Prat.g_00480	Prba.g_00944
OG0000463	Prat.g_00482	Prba.g_00943
OG0000464	Prat.g_00486	Prba.g_00938
OG0000465	Prat.g_00487	Prba.g_00936
OG0000466	Prat.g_00488	Prba.g_00935
OG0000467	Prat.g_00489	Prba.g_00934
OG0000468	Prat.g_00490	Prba.g_00933
OG0000469	Prat.g_00491	Prba.g_00932
OG0000470	Prat.g_00492	Prba.g_00931
OG0000471	Prat.g_00493	Prba.g_00930
OG0000472	Prat.g_00496	Prba.g_00927
OG0000473	Prat.g_00497	Prba.g_00926
OG0000474	Prat.g_00498	Prba.g_00925
OG0000475	Prat.g_00499	Prba.g_00924
OG0000476	Prat.g_00500	Prba.g_00923
OG0000477	Prat.g_00501	Prba.g_01775
OG0000478	Prat.g_00502	Prba.g_01774
OG0000479	Prat.g_00503	Prba.g_01773
OG0000480	Prat.g_00505	Prba.g_01771
OG0000481	Prat.g_00506	Prba.g_01770
OG0000482	Prat.g_00507	Prba.g_01769
OG0000483	Prat.g_00508	Prba.g_01768
OG0000484	Prat.g_00509	Prba.g_01767
OG0000485	Prat.g_00510	Prba.g_01766
OG0000486	Prat.g_00511	Prba.g_01765
OG0000487	Prat.g_00512	Prba.g_01764
OG0000488	Prat.g_00515	Prba.g_01762
OG0000489	Prat.g_00516	Prba.g_01761
OG0000490	Prat.g_00517	Prba.g_01760
OG0000491	Prat.g_00518	Prba.g_01759
OG0000492	Prat.g_00519	Prba.g_01758
OG0000493	Prat.g_00520	Prba.g_01757
OG0000494	Prat.g_00522	Prba.g_01755
OG0000495	Prat.g_00523	Prba.g_01754
OG0000496	Prat.g_00525	Prba.g_01753
OG0000497	Prat.g_00527	Prba.g_01752
OG0000498	Prat.g_00528	Prba.g_01751
OG0000499	Prat.g_00530	Prba.g_01749
OG0000500	Prat.g_00531	Prba.g_01748
OG0000501	Prat.g_00533	Prba.g_01746
OG0000502	Prat.g_00534	Prba.g_01745
OG0000503	Prat.g_00536	Prba.g_01744
OG0000504	Prat.g_00537	Prba.g_01743
OG0000505	Prat.g_00538	Prba.g_01742
OG0000506	Prat.g_00539	Prba.g_01741
OG0000507	Prat.g_00540	Prba.g_01740
OG0000508	Prat.g_00542	Prba.g_01738
OG0000509	Prat.g_00543	Prba.g_01737
OG0000510	Prat.g_00544	Prba.g_01736
OG0000511	Prat.g_00545	Prba.g_01735
OG0000512	Prat.g_00546	Prba.g_01734
OG0000513	Prat.g_00547	Prba.g_01733
OG0000514	Prat.g_00548	Prba.g_01732
OG0000515	Prat.g_00549	Prba.g_01730
OG0000516	Prat.g_00550	Prba.g_01729
OG0000517	Prat.g_00551	Prba.g_01728
OG0000518	Prat.g_00553	Prba.g_01726
OG0000519	Prat.g_00554	Prba.g_01725
OG0000520	Prat.g_00555	Prba.g_01724
OG0000521	Prat.g_00556	Prba.g_01723
OG0000522	Prat.g_00557	Prba.g_01722
OG0000523	Prat.g_00558	Prba.g_01721
OG0000524	Prat.g_00559	Prba.g_01720
OG0000525	Prat.g_00561	Prba.g_01718
OG0000526	Prat.g_00562	Prba.g_01717
OG0000527	Prat.g_00563	Prba.g_01716
OG0000528	Prat.g_00564	Prba.g_01715
OG0000529	Prat.g_00565	Prba.g_01714
OG0000530	Prat.g_00566	Prba.g_01713
OG0000531	Prat.g_00568	Prba.g_01712
OG0000532	Prat.g_00569	Prba.g_01711
OG0000533	Prat.g_00570	Prba.g_01710
OG0000534	Prat.g_00571	Prba.g_01709
OG0000535	Prat.g_00572	Prba.g_01708
OG0000536	Prat.g_00573	Prba.g_01707
OG0000537	Prat.g_00574	Prba.g_01706
OG0000538	Prat.g_00575	Prba.g_01705
OG0000539	Prat.g_00576	Prba.g_01704
OG0000540	Prat.g_00577	Prba.g_01703
OG0000541	Prat.g_00579	Prba.g_01702
OG0000542	Prat.g_00580	Prba.g_01701
OG0000543	Prat.g_00581	Prba.g_01700
OG0000544	Prat.g_00582	Prba.g_01699
OG0000545	Prat.g_00584	Prba.g_01696
OG0000546	Prat.g_00585	Prba.g_01695
OG0000547	Prat.g_00587	Prba.g_01693
OG0000548	Prat.g_00589	Prba.g_01692
OG0000549	Prat.g_00590	Prba.g_01691
OG0000550	Prat.g_00591	Prba.g_01690
OG0000551	Prat.g_00592	Prba.g_01689
OG0000552	Prat.g_00593	Prba.g_01688
OG0000553	Prat.g_01097	Prba.g_01687
OG0000554	Prat.g_01095	Prba.g_01686
OG0000555	Prat.g_01094	Prba.g_01685
OG0000556	Prat.g_01093	Prba.g_01684
OG0000557	Prat.g_01091	Prba.g_01683
OG0000558	Prat.g_01090	Prba.g_01682
OG0000559	Prat.g_01089	Prba.g_01681
OG0000560	Prat.g_01087	Prba.g_01679
OG0000561	Prat.g_01086	Prba.g_01678
OG0000562	Prat.g_01084	Prba.g_01677
OG0000563	Prat.g_01083	Prba.g_01676
OG0000564	Prat.g_01082	Prba.g_01675
OG0000565	Prat.g_01081	Prba.g_01674
OG0000566	Prat.g_01080	Prba.g_01673
OG0000567	Prat.g_01079	Prba.g_01672
OG0000568	Prat.g_01078	Prba.g_01671
OG0000569	Prat.g_01077	Prba.g_01670
OG0000570	Prat.g_01076	Prba.g_01669
OG0000571	Prat.g_01075	Prba.g_01668
OG0000572	Prat.g_01074	Prba.g_01667
OG0000573	Prat.g_01071	Prba.g_01664
OG0000574	Prat.g_01070	Prba.g_01663
OG0000575	Prat.g_01069	Prba.g_01662
OG0000576	Prat.g_01068	Prba.g_01661
OG0000577	Prat.g_01067	Prba.g_01660
OG0000578	Prat.g_01066	Prba.g_01659
OG0000579	Prat.g_01065	Prba.g_01658
OG0000580	Prat.g_01064	Prba.g_01657
OG0000581	Prat.g_01063	Prba.g_01656
OG0000582	Prat.g_01062	Prba.g_01655
OG0000583	Prat.g_01061	Prba.g_01654
