Orthogroup	Praa	Prbi
OG0000434	Praa.g_00441	Prbi.g_00443
OG0000435	Praa.g_00442	Prbi.g_00444
OG0000436	Praa.g_00443	Prbi.g_00445
OG0000437	Praa.g_00444	Prbi.g_00446
OG0000438	Praa.g_00445	Prbi.g_00447
OG0000439	Praa.g_00446	Prbi.g_00448
OG0000440	Praa.g_00447	Prbi.g_00449
OG0000441	Praa.g_00448	Prbi.g_00450
OG0000442	Praa.g_00449	Prbi.g_00451
OG0000443	Praa.g_00450	Prbi.g_00452
OG0000444	Praa.g_00451	Prbi.g_00453
OG0000445	Praa.g_00452	Prbi.g_00454
OG0000446	Praa.g_00454	Prbi.g_00456
OG0000447	Praa.g_00455	Prbi.g_00457
OG0000448	Praa.g_00457	Prbi.g_00459
OG0000449	Praa.g_00461	Prbi.g_00463
OG0000450	Praa.g_00462	Prbi.g_00464
OG0000451	Praa.g_00463	Prbi.g_00465
OG0000452	Praa.g_00464	Prbi.g_00466
OG0000453	Praa.g_00465	Prbi.g_00467
OG0000454	Praa.g_00471	Prbi.g_00474
OG0000455	Praa.g_00473	Prbi.g_00476
OG0000456	Praa.g_00477	Prbi.g_00480
OG0000457	Praa.g_00478	Prbi.g_00481
OG0000458	Praa.g_00479	Prbi.g_00482
OG0000459	Praa.g_00481	Prbi.g_00484
OG0000460	Praa.g_00483	Prbi.g_00486
OG0000461	Praa.g_00484	Prbi.g_00487
OG0000462	Praa.g_00485	Prbi.g_00488
OG0000463	Praa.g_00487	Prbi.g_00490
OG0000464	Praa.g_00488	Prbi.g_00491
OG0000465	Praa.g_00489	Prbi.g_00492
OG0000466	Praa.g_00490	Prbi.g_00493
OG0000467	Praa.g_00491	Prbi.g_00494
OG0000468	Praa.g_00492	Prbi.g_00495
OG0000469	Praa.g_00493	Prbi.g_00496
OG0000470	Praa.g_00494	Prbi.g_00497
OG0000471	Praa.g_00495	Prbi.g_00498
OG0000472	Praa.g_00500	Prbi.g_00503
OG0000473	Praa.g_00501	Prbi.g_00504
OG0000474	Praa.g_00502	Prbi.g_00505
OG0000475	Praa.g_00503	Prbi.g_00506
OG0000476	Praa.g_00505	Prbi.g_00508
OG0000477	Praa.g_00506	Prbi.g_00509
OG0000478	Praa.g_00507	Prbi.g_00510
OG0000479	Praa.g_00508	Prbi.g_00511
OG0000480	Praa.g_00510	Prbi.g_00513
OG0000481	Praa.g_00512	Prbi.g_00515
OG0000482	Praa.g_00513	Prbi.g_00516
OG0000483	Praa.g_00515	Prbi.g_00518
OG0000484	Praa.g_00516	Prbi.g_00519
OG0000485	Praa.g_00517	Prbi.g_00520
OG0000486	Praa.g_00518	Prbi.g_00521
OG0000487	Praa.g_00523	Prbi.g_00526
OG0000488	Praa.g_00525	Prbi.g_00528
OG0000489	Praa.g_00526	Prbi.g_00529
OG0000490	Praa.g_00527	Prbi.g_00530
OG0000491	Praa.g_00528	Prbi.g_00531
OG0000492	Praa.g_00529	Prbi.g_00532
OG0000493	Praa.g_00530	Prbi.g_00533
OG0000494	Praa.g_00531	Prbi.g_00534
OG0000495	Praa.g_00534	Prbi.g_00537
OG0000496	Praa.g_00535	Prbi.g_00538
OG0000497	Praa.g_00536	Prbi.g_00539
OG0000498	Praa.g_00537	Prbi.g_00540
OG0000499	Praa.g_00538	Prbi.g_00541
OG0000500	Praa.g_00540	Prbi.g_00543
OG0000501	Praa.g_00541	Prbi.g_00544
OG0000502	Praa.g_00543	Prbi.g_00545
OG0000503	Praa.g_00545	Prbi.g_00547
OG0000504	Praa.g_00546	Prbi.g_00548
OG0000505	Praa.g_00547	Prbi.g_00549
OG0000506	Praa.g_00548	Prbi.g_00550
OG0000507	Praa.g_00549	Prbi.g_00551
OG0000508	Praa.g_00550	Prbi.g_00552
OG0000509	Praa.g_00551	Prbi.g_00553
OG0000510	Praa.g_00552	Prbi.g_00554
OG0000511	Praa.g_00554	Prbi.g_00556
OG0000512	Praa.g_00555	Prbi.g_00557
OG0000513	Praa.g_00556	Prbi.g_00558
OG0000514	Praa.g_00557	Prbi.g_00559
OG0000515	Praa.g_00558	Prbi.g_00560
OG0000516	Praa.g_00559	Prbi.g_00561
OG0000517	Praa.g_00561	Prbi.g_00563
OG0000518	Praa.g_00562	Prbi.g_00564
OG0000519	Praa.g_00563	Prbi.g_00565
OG0000520	Praa.g_00564	Prbi.g_00566
OG0000521	Praa.g_00565	Prbi.g_00567
OG0000522	Praa.g_00566	Prbi.g_00568
OG0000523	Praa.g_00567	Prbi.g_00569
OG0000524	Praa.g_00568	Prbi.g_00570
OG0000525	Praa.g_00569	Prbi.g_00571
OG0000526	Praa.g_00570	Prbi.g_00572
OG0000527	Praa.g_00571	Prbi.g_00573
OG0000528	Praa.g_00572	Prbi.g_00574
OG0000529	Praa.g_00573	Prbi.g_00575
OG0000530	Praa.g_00574	Prbi.g_00576
OG0000531	Praa.g_00575	Prbi.g_00577
OG0000532	Praa.g_00576	Prbi.g_00578
OG0000533	Praa.g_00578	Prbi.g_00580
OG0000534	Praa.g_00579	Prbi.g_00581
OG0000535	Praa.g_00580	Prbi.g_00582
OG0000536	Praa.g_00581	Prbi.g_00583
OG0000537	Praa.g_00582	Prbi.g_00584
OG0000538	Praa.g_00583	Prbi.g_00585
OG0000539	Praa.g_00586	Prbi.g_00588
OG0000540	Praa.g_00587	Prbi.g_00589
OG0000541	Praa.g_00588	Prbi.g_00590
