Orthogroup	Praa	Prbb
OG0000113	Praa.g_00297	Prbb.g_00348
OG0000114	Praa.g_00325	Prbb.g_00376
OG0000115	Praa.g_00474	Prbb.g_00477
OG0000116	Praa.g_00476	Prbb.g_00479
OG0000117	Praa.g_00480	Prbb.g_00484, Prbb.g_00485
OG0000118	Praa.g_00499	Prbb.g_00503
OG0000119	Praa.g_00532	Prbb.g_00535
OG0000120	Praa.g_00533	Prbb.g_00536
OG0000121	Praa.g_00544	Prbb.g_00546
OG0000122	Praa.g_00553	Prbb.g_00556
OG0000123	Praa.g_00584	Prbb.g_00586
OG0000124	Praa.g_00651	Prbb.g_00652
OG0000125	Praa.g_00652	Prbb.g_00653
OG0000126	Praa.g_00653	Prbb.g_00654
OG0000127	Praa.g_00686	Prbb.g_00692
OG0000128	Praa.g_00713	Prbb.g_00715
OG0000129	Praa.g_00733	Prbb.g_00737
OG0000130	Praa.g_00787	Prbb.g_00954
OG0000131	Praa.g_00801	Prbb.g_00781
OG0000132	Praa.g_00838	Prbb.g_00817
OG0000133	Praa.g_00923	Prbb.g_00950
OG0000134	Praa.g_00932	Prbb.g_00768
OG0000135	Praa.g_00968	Prbb.g_00995
OG0000136	Praa.g_01036	Prbb.g_01067
OG0000137	Praa.g_01130	Prbb.g_01890
OG0000138	Praa.g_01155	Prbb.g_01523
OG0000139	Praa.g_01165	Prbb.g_01510
OG0000140	Praa.g_01216	Prbb.g_01456
OG0000141	Praa.g_01224	Prbb.g_01060
OG0000142	Praa.g_01330	Prbb.g_01598
OG0000143	Praa.g_01366	Prbb.g_01639
OG0000144	Praa.g_01463	Prbb.g_01673
OG0000145	Praa.g_01477	Prbb.g_01687
OG0000146	Praa.g_01513	Prbb.g_01721
OG0000147	Praa.g_01554	Prbb.g_01767
OG0000148	Praa.g_01555	Prbb.g_01768
OG0000149	Praa.g_01633	Prbb.g_01821
OG0000150	Praa.g_01672	Prbb.g_01858
OG0000151	Praa.g_01675	Prbb.g_01860
OG0000152	Praa.g_01695	Prbb.g_01880
OG0000153	Praa.g_01734	Prbb.g_01959
OG0000154	Praa.g_01770	Prbb.g_01995
OG0000155	Praa.g_01788	Prbb.g_02014
OG0000156	Praa.g_01817	Prbb.g_02046
OG0000157	Praa.g_01849	Prbb.g_02082
OG0000158	Praa.g_01911	Prbb.g_02168
OG0000160	Praa.g_00001	Prbb.g_00001
OG0000161	Praa.g_00002	Prbb.g_00002
OG0000162	Praa.g_00004	Prbb.g_00004
OG0000163	Praa.g_00005	Prbb.g_00005
OG0000164	Praa.g_00006	Prbb.g_00007
OG0000165	Praa.g_00007	Prbb.g_00008
OG0000166	Praa.g_00008	Prbb.g_00009
OG0000167	Praa.g_00009	Prbb.g_00010
OG0000168	Praa.g_00010	Prbb.g_00011
OG0000169	Praa.g_00012	Prbb.g_00013
OG0000170	Praa.g_00014	Prbb.g_00015
OG0000171	Praa.g_00015	Prbb.g_00016
OG0000172	Praa.g_00016	Prbb.g_00017
OG0000173	Praa.g_00017	Prbb.g_00018
OG0000174	Praa.g_00018	Prbb.g_00019
OG0000175	Praa.g_00019	Prbb.g_00020
OG0000176	Praa.g_00020	Prbb.g_00021
OG0000177	Praa.g_00021	Prbb.g_00022
OG0000178	Praa.g_00022	Prbb.g_00023
OG0000179	Praa.g_00024	Prbb.g_00025
OG0000180	Praa.g_00025	Prbb.g_00026
OG0000181	Praa.g_00026	Prbb.g_00027
OG0000182	Praa.g_00027	Prbb.g_00028
OG0000183	Praa.g_00028	Prbb.g_00029
OG0000184	Praa.g_00029	Prbb.g_00030
OG0000185	Praa.g_00032	Prbb.g_00033
OG0000186	Praa.g_00035	Prbb.g_00035
OG0000187	Praa.g_00036	Prbb.g_00036
OG0000188	Praa.g_00037	Prbb.g_00037
OG0000189	Praa.g_00040	Prbb.g_00055
OG0000190	Praa.g_00042	Prbb.g_00057
OG0000191	Praa.g_00043	Prbb.g_00058
OG0000192	Praa.g_00044	Prbb.g_00059
OG0000193	Praa.g_00045	Prbb.g_00060
OG0000194	Praa.g_00046	Prbb.g_00061
OG0000195	Praa.g_00047	Prbb.g_00062
OG0000196	Praa.g_00048	Prbb.g_00063
OG0000197	Praa.g_00050	Prbb.g_00065
OG0000198	Praa.g_00051	Prbb.g_00066
OG0000199	Praa.g_00052	Prbb.g_00067
OG0000200	Praa.g_00064	Prbb.g_00119
OG0000201	Praa.g_00065	Prbb.g_00120
OG0000202	Praa.g_00066	Prbb.g_00121
OG0000203	Praa.g_00069	Prbb.g_00124
OG0000204	Praa.g_00070	Prbb.g_00125
OG0000205	Praa.g_00073	Prbb.g_00128
OG0000206	Praa.g_00075	Prbb.g_00130
OG0000207	Praa.g_00077	Prbb.g_00132
OG0000208	Praa.g_00078	Prbb.g_00133
OG0000209	Praa.g_00079	Prbb.g_00134
OG0000210	Praa.g_00080	Prbb.g_00135
OG0000211	Praa.g_00081	Prbb.g_00136
OG0000212	Praa.g_00082	Prbb.g_00137
OG0000213	Praa.g_00083	Prbb.g_00138
OG0000214	Praa.g_00084	Prbb.g_00139
OG0000215	Praa.g_00085	Prbb.g_00140
OG0000216	Praa.g_00086	Prbb.g_00141
OG0000217	Praa.g_00088	Prbb.g_00143
OG0000218	Praa.g_00089	Prbb.g_00144
OG0000219	Praa.g_00090	Prbb.g_00145
OG0000220	Praa.g_00091	Prbb.g_00146
OG0000221	Praa.g_00094	Prbb.g_00149
OG0000222	Praa.g_00095	Prbb.g_00150
OG0000223	Praa.g_00096	Prbb.g_00151
OG0000224	Praa.g_00097	Prbb.g_00152
OG0000225	Praa.g_00098	Prbb.g_00153
OG0000226	Praa.g_00099	Prbb.g_00154
OG0000227	Praa.g_00100	Prbb.g_00156
OG0000228	Praa.g_00101	Prbb.g_00157
OG0000229	Praa.g_00102	Prbb.g_00158
OG0000230	Praa.g_00103	Prbb.g_00159
OG0000231	Praa.g_00104	Prbb.g_00160
OG0000232	Praa.g_00106	Prbb.g_00161
OG0000233	Praa.g_00107	Prbb.g_00162
OG0000234	Praa.g_00108	Prbb.g_00163
OG0000235	Praa.g_00109	Prbb.g_00164
OG0000236	Praa.g_00110	Prbb.g_00167
OG0000237	Praa.g_00111	Prbb.g_00168
OG0000238	Praa.g_00112	Prbb.g_00169
OG0000239	Praa.g_00114	Prbb.g_00171
OG0000240	Praa.g_00115	Prbb.g_00173
OG0000241	Praa.g_00116	Prbb.g_00174
OG0000242	Praa.g_00117	Prbb.g_00175
OG0000243	Praa.g_00120	Prbb.g_00177
OG0000244	Praa.g_00122	Prbb.g_00180
OG0000245	Praa.g_00123	Prbb.g_00181
OG0000246	Praa.g_00124	Prbb.g_00182
OG0000247	Praa.g_00127	Prbb.g_00185
OG0000248	Praa.g_00129	Prbb.g_00187
OG0000249	Praa.g_00130	Prbb.g_00189
OG0000250	Praa.g_00131	Prbb.g_00190
OG0000251	Praa.g_00132	Prbb.g_00191
OG0000252	Praa.g_00133	Prbb.g_00192
OG0000253	Praa.g_00134	Prbb.g_00193
OG0000254	Praa.g_00136	Prbb.g_01101
OG0000255	Praa.g_00137	Prbb.g_00194
OG0000256	Praa.g_00140	Prbb.g_00197
OG0000257	Praa.g_00142	Prbb.g_00200
OG0000258	Praa.g_00145	Prbb.g_00202
OG0000259	Praa.g_00146	Prbb.g_00203
OG0000260	Praa.g_00147	Prbb.g_00204
OG0000261	Praa.g_00148	Prbb.g_00205
OG0000262	Praa.g_00149	Prbb.g_00206
OG0000263	Praa.g_00151	Prbb.g_00208
OG0000264	Praa.g_00152	Prbb.g_00209
OG0000265	Praa.g_00153	Prbb.g_00210
OG0000266	Praa.g_00154	Prbb.g_00211
OG0000267	Praa.g_00155	Prbb.g_00212
OG0000268	Praa.g_00156	Prbb.g_00213
OG0000269	Praa.g_00158	Prbb.g_00215
OG0000270	Praa.g_00159	Prbb.g_00216
OG0000271	Praa.g_00160	Prbb.g_00217
OG0000272	Praa.g_00161	Prbb.g_00218
OG0000273	Praa.g_00162	Prbb.g_00219
OG0000274	Praa.g_00163	Prbb.g_00220
OG0000275	Praa.g_00164	Prbb.g_00221
OG0000276	Praa.g_00165	Prbb.g_00222
OG0000277	Praa.g_00167	Prbb.g_00224
OG0000278	Praa.g_00168	Prbb.g_00225
OG0000279	Praa.g_00169	Prbb.g_00226
OG0000280	Praa.g_00171	Prbb.g_00228
OG0000281	Praa.g_00173	Prbb.g_00229
OG0000282	Praa.g_00174	Prbb.g_00230
OG0000283	Praa.g_00175	Prbb.g_00231
OG0000284	Praa.g_00176	Prbb.g_00232
OG0000285	Praa.g_00177	Prbb.g_00233
OG0000286	Praa.g_00178	Prbb.g_00234
OG0000287	Praa.g_00179	Prbb.g_00235
OG0000288	Praa.g_00181	Prbb.g_00237
OG0000289	Praa.g_00182	Prbb.g_00238
OG0000290	Praa.g_00183	Prbb.g_00239
OG0000291	Praa.g_00185	Prbb.g_00241
OG0000292	Praa.g_00186	Prbb.g_00243
OG0000293	Praa.g_00187	Prbb.g_00244
OG0000294	Praa.g_00188	Prbb.g_00245
OG0000295	Praa.g_00189	Prbb.g_00246
OG0000296	Praa.g_00190	Prbb.g_00247
OG0000297	Praa.g_00191	Prbb.g_00248
OG0000298	Praa.g_00193	Prbb.g_00250
OG0000299	Praa.g_00194	Prbb.g_00251
OG0000300	Praa.g_00195	Prbb.g_00252
OG0000301	Praa.g_00196	Prbb.g_00253
OG0000302	Praa.g_00197	Prbb.g_00254
OG0000303	Praa.g_00198	Prbb.g_00255
OG0000304	Praa.g_00200	Prbb.g_00257
OG0000305	Praa.g_00201	Prbb.g_00258
OG0000306	Praa.g_00204	Prbb.g_00260
OG0000307	Praa.g_00205	Prbb.g_00261
OG0000308	Praa.g_00206	Prbb.g_00262
OG0000309	Praa.g_00207	Prbb.g_00263
OG0000310	Praa.g_00208	Prbb.g_00264
OG0000311	Praa.g_00209	Prbb.g_00265
OG0000312	Praa.g_00210	Prbb.g_00266
OG0000313	Praa.g_00211	Prbb.g_00267
OG0000314	Praa.g_00212	Prbb.g_00268
OG0000315	Praa.g_00213	Prbb.g_00269
OG0000316	Praa.g_00214	Prbb.g_00270
OG0000317	Praa.g_00215	Prbb.g_00271
OG0000318	Praa.g_00216	Prbb.g_00272
OG0000319	Praa.g_00217	Prbb.g_00273
OG0000320	Praa.g_00218	Prbb.g_00274
OG0000321	Praa.g_00219	Prbb.g_00275
OG0000322	Praa.g_00220	Prbb.g_00276
OG0000323	Praa.g_00221	Prbb.g_00277
OG0000324	Praa.g_00222	Prbb.g_00278
OG0000325	Praa.g_00223	Prbb.g_00279
OG0000326	Praa.g_00224	Prbb.g_00280
OG0000327	Praa.g_00225	Prbb.g_00281
OG0000328	Praa.g_00226	Prbb.g_00282
OG0000329	Praa.g_00227	Prbb.g_00283
OG0000330	Praa.g_00228	Prbb.g_00284
OG0000331	Praa.g_00229	Prbb.g_00285
OG0000332	Praa.g_00230	Prbb.g_00286
OG0000333	Praa.g_00231	Prbb.g_00287
OG0000334	Praa.g_00232	Prbb.g_00288
OG0000335	Praa.g_00233	Prbb.g_00290
OG0000336	Praa.g_00235	Prbb.g_00292
OG0000337	Praa.g_00236	Prbb.g_00293
OG0000338	Praa.g_00240	Prbb.g_00298
OG0000339	Praa.g_00242	Prbb.g_00300
OG0000340	Praa.g_00244	Prbb.g_00302
OG0000341	Praa.g_00245	Prbb.g_00303
OG0000342	Praa.g_00246	Prbb.g_00304
OG0000343	Praa.g_00247	Prbb.g_00305
OG0000344	Praa.g_00250	Prbb.g_00306
OG0000345	Praa.g_00253	Prbb.g_00309
OG0000346	Praa.g_00254	Prbb.g_00310
OG0000347	Praa.g_00257	Prbb.g_00313
OG0000348	Praa.g_00259	Prbb.g_00314
OG0000349	Praa.g_00260	Prbb.g_00315
OG0000350	Praa.g_00262	Prbb.g_00316
OG0000351	Praa.g_00263	Prbb.g_00317
OG0000352	Praa.g_00264	Prbb.g_00318
OG0000353	Praa.g_00265	Prbb.g_00319
OG0000354	Praa.g_00266	Prbb.g_00320
OG0000355	Praa.g_00267	Prbb.g_00321
OG0000356	Praa.g_00268	Prbb.g_00322
OG0000357	Praa.g_00269	Prbb.g_00323
OG0000358	Praa.g_00270	Prbb.g_00324
OG0000359	Praa.g_00271	Prbb.g_00326
OG0000360	Praa.g_00275	Prbb.g_00328
OG0000361	Praa.g_00276	Prbb.g_00329
OG0000362	Praa.g_00277	Prbb.g_00330
OG0000363	Praa.g_00278	Prbb.g_00331
OG0000364	Praa.g_00282	Prbb.g_00334
OG0000365	Praa.g_00283	Prbb.g_00335
OG0000366	Praa.g_00285	Prbb.g_00337
OG0000367	Praa.g_00286	Prbb.g_00338
OG0000368	Praa.g_00287	Prbb.g_00339
OG0000369	Praa.g_00288	Prbb.g_00340
OG0000370	Praa.g_00289	Prbb.g_00341
OG0000371	Praa.g_00290	Prbb.g_00342
OG0000372	Praa.g_00291	Prbb.g_00343
OG0000373	Praa.g_00292	Prbb.g_00344
OG0000374	Praa.g_00294	Prbb.g_00345
OG0000375	Praa.g_00295	Prbb.g_00346
OG0000376	Praa.g_00298	Prbb.g_00349
OG0000377	Praa.g_00299	Prbb.g_00350
OG0000378	Praa.g_00300	Prbb.g_00351
OG0000379	Praa.g_00301	Prbb.g_00352
OG0000380	Praa.g_00302	Prbb.g_00353
OG0000381	Praa.g_00303	Prbb.g_00354
OG0000382	Praa.g_00304	Prbb.g_00355
OG0000383	Praa.g_00305	Prbb.g_00356
OG0000384	Praa.g_00308	Prbb.g_00359
OG0000385	Praa.g_00309	Prbb.g_00360
OG0000386	Praa.g_00310	Prbb.g_00361
OG0000387	Praa.g_00311	Prbb.g_00362
OG0000388	Praa.g_00312	Prbb.g_00363
OG0000389	Praa.g_00313	Prbb.g_00364
OG0000390	Praa.g_00314	Prbb.g_00365
OG0000391	Praa.g_00315	Prbb.g_00366
OG0000392	Praa.g_00316	Prbb.g_00367
OG0000393	Praa.g_00317	Prbb.g_00368
OG0000394	Praa.g_00318	Prbb.g_00369
OG0000395	Praa.g_00319	Prbb.g_00370
OG0000396	Praa.g_00321	Prbb.g_00372
OG0000397	Praa.g_00323	Prbb.g_00374
OG0000398	Praa.g_00324	Prbb.g_00375
OG0000399	Praa.g_00327	Prbb.g_00378
OG0000400	Praa.g_00328	Prbb.g_00384
OG0000401	Praa.g_00329	Prbb.g_00739
OG0000402	Praa.g_00334	Prbb.g_00394
OG0000403	Praa.g_00335	Prbb.g_00396
OG0000404	Praa.g_00336	Prbb.g_00397
OG0000405	Praa.g_00338	Prbb.g_00398
OG0000406	Praa.g_00340	Prbb.g_00401
OG0000407	Praa.g_00341	Prbb.g_00402
OG0000408	Praa.g_00344	Prbb.g_00404
OG0000409	Praa.g_00345	Prbb.g_00405
OG0000410	Praa.g_00346	Prbb.g_00406
OG0000411	Praa.g_00347	Prbb.g_00407
OG0000412	Praa.g_00348	Prbb.g_00408
OG0000413	Praa.g_00349	Prbb.g_00409
OG0000414	Praa.g_00350	Prbb.g_00410
OG0000415	Praa.g_00351	Prbb.g_00411
OG0000416	Praa.g_00354	Prbb.g_00415
OG0000417	Praa.g_00355	Prbb.g_00416
OG0000418	Praa.g_00356	Prbb.g_00418
OG0000419	Praa.g_00357	Prbb.g_00419
OG0000420	Praa.g_00358	Prbb.g_00836
OG0000421	Praa.g_00370	Prbb.g_01094
OG0000422	Praa.g_00378	Prbb.g_01124
OG0000423	Praa.g_00379	Prbb.g_01288
OG0000424	Praa.g_00383	Prbb.g_01923
OG0000425	Praa.g_00431	Prbb.g_00436
OG0000426	Praa.g_00432	Prbb.g_00437
OG0000427	Praa.g_00433	Prbb.g_00438
OG0000428	Praa.g_00435	Prbb.g_00440
OG0000429	Praa.g_00436	Prbb.g_00441
OG0000430	Praa.g_00437	Prbb.g_00443
OG0000431	Praa.g_00438	Prbb.g_00444
OG0000432	Praa.g_00439	Prbb.g_00445
OG0000433	Praa.g_00440	Prbb.g_00446
OG0000434	Praa.g_00441	Prbb.g_00447
OG0000435	Praa.g_00442	Prbb.g_00448
OG0000436	Praa.g_00443	Prbb.g_00449
OG0000437	Praa.g_00444	Prbb.g_00450
OG0000438	Praa.g_00445	Prbb.g_00451
OG0000439	Praa.g_00446	Prbb.g_00452
OG0000440	Praa.g_00447	Prbb.g_00453
OG0000441	Praa.g_00448	Prbb.g_00454
OG0000442	Praa.g_00449	Prbb.g_00455
OG0000443	Praa.g_00450	Prbb.g_00456
OG0000444	Praa.g_00451	Prbb.g_00457
OG0000445	Praa.g_00452	Prbb.g_00458
OG0000446	Praa.g_00454	Prbb.g_00460
OG0000447	Praa.g_00455	Prbb.g_00461
OG0000448	Praa.g_00457	Prbb.g_00462
OG0000449	Praa.g_00461	Prbb.g_00468
OG0000450	Praa.g_00462	Prbb.g_00469
OG0000451	Praa.g_00463	Prbb.g_00470
OG0000452	Praa.g_00464	Prbb.g_00472
OG0000453	Praa.g_00465	Prbb.g_00473
OG0000454	Praa.g_00471	Prbb.g_00475
OG0000455	Praa.g_00473	Prbb.g_00476
OG0000456	Praa.g_00477	Prbb.g_00480
OG0000457	Praa.g_00478	Prbb.g_00482
OG0000458	Praa.g_00479	Prbb.g_00483
OG0000459	Praa.g_00481	Prbb.g_00486
OG0000460	Praa.g_00483	Prbb.g_00488
OG0000461	Praa.g_00484	Prbb.g_00489
OG0000462	Praa.g_00485	Prbb.g_00490
OG0000463	Praa.g_00487	Prbb.g_00491
OG0000464	Praa.g_00488	Prbb.g_00492
OG0000465	Praa.g_00489	Prbb.g_00493
OG0000466	Praa.g_00490	Prbb.g_00494
OG0000467	Praa.g_00491	Prbb.g_00495
OG0000468	Praa.g_00492	Prbb.g_00496
OG0000469	Praa.g_00493	Prbb.g_00497
OG0000470	Praa.g_00494	Prbb.g_00498
OG0000471	Praa.g_00495	Prbb.g_00499
OG0000472	Praa.g_00500	Prbb.g_00504
OG0000473	Praa.g_00501	Prbb.g_00505
OG0000474	Praa.g_00502	Prbb.g_00506
OG0000475	Praa.g_00503	Prbb.g_00507
OG0000476	Praa.g_00505	Prbb.g_00509
OG0000477	Praa.g_00506	Prbb.g_00510
OG0000478	Praa.g_00507	Prbb.g_00511
OG0000479	Praa.g_00508	Prbb.g_00512
OG0000480	Praa.g_00510	Prbb.g_00514
OG0000481	Praa.g_00512	Prbb.g_00516
OG0000482	Praa.g_00513	Prbb.g_00517
OG0000483	Praa.g_00515	Prbb.g_00519
OG0000484	Praa.g_00516	Prbb.g_00520
OG0000485	Praa.g_00517	Prbb.g_00521
OG0000486	Praa.g_00518	Prbb.g_00523
OG0000487	Praa.g_00523	Prbb.g_00527
OG0000488	Praa.g_00525	Prbb.g_00528
OG0000489	Praa.g_00526	Prbb.g_00529
OG0000490	Praa.g_00527	Prbb.g_00530
OG0000491	Praa.g_00528	Prbb.g_00531
OG0000492	Praa.g_00529	Prbb.g_00532
OG0000493	Praa.g_00530	Prbb.g_00533
OG0000494	Praa.g_00531	Prbb.g_00534
OG0000495	Praa.g_00534	Prbb.g_00537
OG0000496	Praa.g_00535	Prbb.g_00538
OG0000497	Praa.g_00536	Prbb.g_00539
OG0000498	Praa.g_00537	Prbb.g_00540
OG0000499	Praa.g_00538	Prbb.g_00541
OG0000500	Praa.g_00540	Prbb.g_00543
OG0000501	Praa.g_00541	Prbb.g_00544
OG0000502	Praa.g_00543	Prbb.g_00545
OG0000503	Praa.g_00545	Prbb.g_00547
OG0000504	Praa.g_00546	Prbb.g_00548
OG0000505	Praa.g_00547	Prbb.g_00550
OG0000506	Praa.g_00548	Prbb.g_00551
OG0000507	Praa.g_00549	Prbb.g_00552
OG0000508	Praa.g_00550	Prbb.g_00553
OG0000509	Praa.g_00551	Prbb.g_00554
OG0000510	Praa.g_00552	Prbb.g_00555
OG0000511	Praa.g_00554	Prbb.g_00557
OG0000512	Praa.g_00555	Prbb.g_00558
OG0000513	Praa.g_00556	Prbb.g_00559
OG0000514	Praa.g_00557	Prbb.g_00560
OG0000515	Praa.g_00558	Prbb.g_00561
OG0000516	Praa.g_00559	Prbb.g_00562
OG0000517	Praa.g_00561	Prbb.g_00564
OG0000518	Praa.g_00562	Prbb.g_00565
OG0000519	Praa.g_00563	Prbb.g_00566
OG0000520	Praa.g_00564	Prbb.g_00567
OG0000521	Praa.g_00565	Prbb.g_00568
OG0000522	Praa.g_00566	Prbb.g_00569
OG0000523	Praa.g_00567	Prbb.g_00570
OG0000524	Praa.g_00568	Prbb.g_00571
OG0000525	Praa.g_00569	Prbb.g_00572
OG0000526	Praa.g_00570	Prbb.g_00573
OG0000527	Praa.g_00571	Prbb.g_00574
OG0000528	Praa.g_00572	Prbb.g_00575
OG0000529	Praa.g_00573	Prbb.g_00576
OG0000530	Praa.g_00574	Prbb.g_00577
OG0000531	Praa.g_00575	Prbb.g_00578
OG0000532	Praa.g_00576	Prbb.g_00579
OG0000533	Praa.g_00578	Prbb.g_00580
OG0000534	Praa.g_00579	Prbb.g_00581
OG0000535	Praa.g_00580	Prbb.g_00582
OG0000536	Praa.g_00581	Prbb.g_00583
OG0000537	Praa.g_00582	Prbb.g_00584
OG0000538	Praa.g_00583	Prbb.g_00585
OG0000539	Praa.g_00586	Prbb.g_00587
OG0000540	Praa.g_00587	Prbb.g_00588
OG0000541	Praa.g_00588	Prbb.g_00589
OG0000542	Praa.g_00591	Prbb.g_00591
OG0000543	Praa.g_00592	Prbb.g_00592
OG0000544	Praa.g_00593	Prbb.g_00594
OG0000545	Praa.g_00594	Prbb.g_00593
