Orthogroup	Praa	Prah
OG0000115	Praa.g_00474	Prah.g_00311
OG0000116	Praa.g_00476	Prah.g_00313, Prah.g_00314
OG0000117	Praa.g_00480	Prah.g_01566
OG0000118	Praa.g_00499	Prah.g_01544
OG0000119	Praa.g_00532	Prah.g_00108, Prah.g_01503
OG0000120	Praa.g_00533	Prah.g_01501
OG0000121	Praa.g_00544	Prah.g_01476
OG0000122	Praa.g_00553	Prah.g_01465
OG0000123	Praa.g_00584	Prah.g_01428
OG0000124	Praa.g_00651	Prah.g_00474
OG0000125	Praa.g_00652	Prah.g_00473
OG0000126	Praa.g_00653	Prah.g_00472
OG0000127	Praa.g_00686	Prah.g_01758
OG0000128	Praa.g_00713	Prah.g_00885
OG0000129	Praa.g_00733	Prah.g_00752
OG0000130	Praa.g_00787	Prah.g_01231, Prah.g_01233
OG0000131	Praa.g_00801	Prah.g_01823, Prah.g_00669
OG0000132	Praa.g_00838	Prah.g_00605
OG0000133	Praa.g_00923	Prah.g_00699
OG0000134	Praa.g_00932	Prah.g_00692
OG0000135	Praa.g_00968	Prah.g_00805
OG0000136	Praa.g_01036	Prah.g_00912
OG0000137	Praa.g_01130	Prah.g_02526
OG0000139	Praa.g_01165	Prah.g_01315
OG0000140	Praa.g_01216	Prah.g_01237, Prah.g_01238
OG0000141	Praa.g_01224	Prah.g_00905
OG0000142	Praa.g_01330	Prah.g_01378
OG0000143	Praa.g_01366	Prah.g_01576
OG0000144	Praa.g_01463	Prah.g_00424
OG0000145	Praa.g_01477	Prah.g_00407
OG0000146	Praa.g_01513	Prah.g_00361
OG0000147	Praa.g_01554	Prah.g_01653
OG0000148	Praa.g_01555	Prah.g_01654
OG0000149	Praa.g_01633	Prah.g_01672
OG0000150	Praa.g_01672	Prah.g_01725
OG0000151	Praa.g_01675	Prah.g_01728
OG0000152	Praa.g_01695	Prah.g_01762
OG0000153	Praa.g_01734	Prah.g_02038
OG0000154	Praa.g_01770	Prah.g_02001
OG0000155	Praa.g_01788	Prah.g_01981
OG0000156	Praa.g_01817	Prah.g_02244
OG0000157	Praa.g_01849	Prah.g_00089
OG0000158	Praa.g_01911	Prah.g_02578
OG0000160	Praa.g_00001	Prah.g_00002
OG0000161	Praa.g_00002	Prah.g_00003
OG0000162	Praa.g_00004	Prah.g_00005
OG0000163	Praa.g_00005	Prah.g_00006
OG0000164	Praa.g_00006	Prah.g_00007
OG0000165	Praa.g_00007	Prah.g_00008
OG0000166	Praa.g_00008	Prah.g_00010
OG0000167	Praa.g_00009	Prah.g_00011
OG0000168	Praa.g_00010	Prah.g_00012
OG0000169	Praa.g_00012	Prah.g_00014
OG0000170	Praa.g_00014	Prah.g_00016
OG0000171	Praa.g_00015	Prah.g_00017
OG0000172	Praa.g_00016	Prah.g_00022
OG0000173	Praa.g_00017	Prah.g_00023
OG0000174	Praa.g_00018	Prah.g_00024
OG0000175	Praa.g_00019	Prah.g_00025
OG0000176	Praa.g_00020	Prah.g_00026
OG0000177	Praa.g_00021	Prah.g_00027
OG0000178	Praa.g_00022	Prah.g_00028
OG0000179	Praa.g_00024	Prah.g_00030
OG0000180	Praa.g_00025	Prah.g_00031
OG0000181	Praa.g_00026	Prah.g_00032
OG0000182	Praa.g_00027	Prah.g_00033
OG0000183	Praa.g_00028	Prah.g_00034
OG0000184	Praa.g_00029	Prah.g_00036
OG0000185	Praa.g_00032	Prah.g_00041
OG0000186	Praa.g_00035	Prah.g_00046
OG0000187	Praa.g_00036	Prah.g_00047
OG0000188	Praa.g_00037	Prah.g_00048
OG0000189	Praa.g_00040	Prah.g_00049
OG0000190	Praa.g_00042	Prah.g_00051
OG0000191	Praa.g_00043	Prah.g_02488
OG0000192	Praa.g_00044	Prah.g_02486
OG0000193	Praa.g_00045	Prah.g_02485
OG0000194	Praa.g_00046	Prah.g_02478
OG0000195	Praa.g_00047	Prah.g_02471
OG0000196	Praa.g_00048	Prah.g_02466
OG0000197	Praa.g_00050	Prah.g_02457
OG0000198	Praa.g_00051	Prah.g_02454
OG0000199	Praa.g_00052	Prah.g_02453
OG0000200	Praa.g_00064	Prah.g_01830
OG0000201	Praa.g_00065	Prah.g_01833
OG0000202	Praa.g_00066	Prah.g_01834
OG0000203	Praa.g_00069	Prah.g_01838
OG0000204	Praa.g_00070	Prah.g_01839
OG0000205	Praa.g_00073	Prah.g_01843
OG0000206	Praa.g_00075	Prah.g_01845
OG0000207	Praa.g_00077	Prah.g_01849
OG0000208	Praa.g_00078	Prah.g_01850
OG0000209	Praa.g_00079	Prah.g_01211
OG0000210	Praa.g_00080	Prah.g_01851
OG0000211	Praa.g_00081	Prah.g_01859
OG0000212	Praa.g_00082	Prah.g_01860
OG0000213	Praa.g_00083	Prah.g_01861
OG0000214	Praa.g_00084	Prah.g_01862
OG0000215	Praa.g_00085	Prah.g_01863
OG0000216	Praa.g_00086	Prah.g_01864
OG0000217	Praa.g_00088	Prah.g_01866
OG0000218	Praa.g_00089	Prah.g_01867
OG0000219	Praa.g_00090	Prah.g_01873
OG0000220	Praa.g_00091	Prah.g_01877
OG0000221	Praa.g_00094	Prah.g_01882
OG0000222	Praa.g_00095	Prah.g_01883
OG0000223	Praa.g_00096	Prah.g_01884
OG0000224	Praa.g_00097	Prah.g_01886
OG0000225	Praa.g_00098	Prah.g_01887
OG0000226	Praa.g_00099	Prah.g_01888
OG0000227	Praa.g_00100	Prah.g_01890
OG0000228	Praa.g_00101	Prah.g_01891
OG0000229	Praa.g_00102	Prah.g_01892
OG0000230	Praa.g_00103	Prah.g_01893
OG0000231	Praa.g_00104	Prah.g_01894
OG0000232	Praa.g_00106	Prah.g_01896
OG0000233	Praa.g_00107	Prah.g_01897
OG0000234	Praa.g_00108	Prah.g_01898
OG0000235	Praa.g_00109	Prah.g_01901
OG0000236	Praa.g_00110	Prah.g_01906
OG0000237	Praa.g_00111	Prah.g_01908
OG0000238	Praa.g_00112	Prah.g_00195
OG0000239	Praa.g_00114	Prah.g_00193
OG0000240	Praa.g_00115	Prah.g_00191
OG0000241	Praa.g_00116	Prah.g_00189
OG0000242	Praa.g_00117	Prah.g_00188
OG0000243	Praa.g_00120	Prah.g_00183
OG0000244	Praa.g_00122	Prah.g_00175
OG0000245	Praa.g_00123	Prah.g_00174
OG0000246	Praa.g_00124	Prah.g_00173
OG0000247	Praa.g_00127	Prah.g_02252
OG0000248	Praa.g_00129	Prah.g_02254
OG0000249	Praa.g_00130	Prah.g_02257
OG0000250	Praa.g_00131	Prah.g_02259
OG0000251	Praa.g_00132	Prah.g_02260
OG0000252	Praa.g_00133	Prah.g_02261
OG0000253	Praa.g_00134	Prah.g_02262
OG0000254	Praa.g_00136	Prah.g_02264
OG0000255	Praa.g_00137	Prah.g_02265
OG0000256	Praa.g_00140	Prah.g_02269
OG0000257	Praa.g_00142	Prah.g_02280
OG0000258	Praa.g_00145	Prah.g_02282
OG0000259	Praa.g_00146	Prah.g_02283
OG0000260	Praa.g_00147	Prah.g_02284
OG0000261	Praa.g_00148	Prah.g_02285
OG0000262	Praa.g_00149	Prah.g_02286
OG0000263	Praa.g_00151	Prah.g_02288
OG0000264	Praa.g_00152	Prah.g_02289
OG0000265	Praa.g_00153	Prah.g_02290
OG0000266	Praa.g_00154	Prah.g_02291
OG0000267	Praa.g_00155	Prah.g_02292
OG0000268	Praa.g_00156	Prah.g_02294
OG0000269	Praa.g_00158	Prah.g_02296
OG0000270	Praa.g_00159	Prah.g_02297
OG0000271	Praa.g_00160	Prah.g_02298
OG0000272	Praa.g_00161	Prah.g_02299
OG0000273	Praa.g_00162	Prah.g_02300
OG0000274	Praa.g_00163	Prah.g_02301
OG0000275	Praa.g_00164	Prah.g_02302
OG0000276	Praa.g_00165	Prah.g_02303
OG0000277	Praa.g_00167	Prah.g_02305
OG0000278	Praa.g_00168	Prah.g_02306
OG0000279	Praa.g_00169	Prah.g_02307
OG0000280	Praa.g_00171	Prah.g_02309
OG0000281	Praa.g_00173	Prah.g_02310
OG0000282	Praa.g_00174	Prah.g_02311
OG0000283	Praa.g_00175	Prah.g_02312
OG0000284	Praa.g_00176	Prah.g_02313
OG0000285	Praa.g_00177	Prah.g_02314
OG0000286	Praa.g_00178	Prah.g_02315
OG0000287	Praa.g_00179	Prah.g_02316
OG0000288	Praa.g_00181	Prah.g_00709
OG0000289	Praa.g_00182	Prah.g_02321
OG0000290	Praa.g_00183	Prah.g_02323
OG0000291	Praa.g_00185	Prah.g_02334
OG0000292	Praa.g_00186	Prah.g_02336
OG0000293	Praa.g_00187	Prah.g_02339
OG0000294	Praa.g_00188	Prah.g_02341
OG0000295	Praa.g_00189	Prah.g_02344
OG0000296	Praa.g_00190	Prah.g_02345
OG0000297	Praa.g_00191	Prah.g_02350
OG0000298	Praa.g_00193	Prah.g_02353
OG0000299	Praa.g_00194	Prah.g_02354
OG0000300	Praa.g_00195	Prah.g_02355
OG0000301	Praa.g_00196	Prah.g_02356
OG0000302	Praa.g_00197	Prah.g_02357
OG0000303	Praa.g_00198	Prah.g_02358
OG0000304	Praa.g_00200	Prah.g_02360
OG0000305	Praa.g_00201	Prah.g_02361
OG0000306	Praa.g_00204	Prah.g_02364
OG0000307	Praa.g_00205	Prah.g_02365
OG0000308	Praa.g_00206	Prah.g_02370
OG0000309	Praa.g_00207	Prah.g_02371
OG0000310	Praa.g_00208	Prah.g_02372
OG0000311	Praa.g_00209	Prah.g_02420
OG0000312	Praa.g_00210	Prah.g_02419
OG0000313	Praa.g_00211	Prah.g_02418
OG0000314	Praa.g_00212	Prah.g_02417
OG0000315	Praa.g_00213	Prah.g_02415
OG0000316	Praa.g_00214	Prah.g_02411
OG0000317	Praa.g_00215	Prah.g_02410
OG0000318	Praa.g_00216	Prah.g_02409
OG0000319	Praa.g_00217	Prah.g_02403
OG0000320	Praa.g_00218	Prah.g_02402
OG0000321	Praa.g_00219	Prah.g_02400
OG0000322	Praa.g_00220	Prah.g_02399
OG0000323	Praa.g_00221	Prah.g_02398
OG0000324	Praa.g_00222	Prah.g_02397
OG0000325	Praa.g_00223	Prah.g_02396
OG0000326	Praa.g_00224	Prah.g_02395
OG0000327	Praa.g_00225	Prah.g_02394
OG0000328	Praa.g_00226	Prah.g_02392
OG0000329	Praa.g_00227	Prah.g_02391
OG0000330	Praa.g_00228	Prah.g_02390
OG0000331	Praa.g_00229	Prah.g_01786
OG0000332	Praa.g_00230	Prah.g_01411
OG0000333	Praa.g_00231	Prah.g_01412
OG0000334	Praa.g_00232	Prah.g_01413
OG0000335	Praa.g_00233	Prah.g_01782
OG0000336	Praa.g_00235	Prah.g_01781
OG0000337	Praa.g_00236	Prah.g_01779
OG0000338	Praa.g_00240	Prah.g_01772
OG0000339	Praa.g_00242	Prah.g_02074
OG0000340	Praa.g_00244	Prah.g_02078
OG0000341	Praa.g_00245	Prah.g_02079
OG0000342	Praa.g_00246	Prah.g_02080
OG0000343	Praa.g_00247	Prah.g_02082
OG0000344	Praa.g_00250	Prah.g_02087
OG0000345	Praa.g_00253	Prah.g_02098
OG0000346	Praa.g_00254	Prah.g_02099
OG0000347	Praa.g_00257	Prah.g_02101
OG0000348	Praa.g_00259	Prah.g_02103
OG0000349	Praa.g_00260	Prah.g_02105
OG0000350	Praa.g_00262	Prah.g_02111
OG0000351	Praa.g_00263	Prah.g_01785
OG0000352	Praa.g_00264	Prah.g_02114
OG0000353	Praa.g_00265	Prah.g_02115
OG0000354	Praa.g_00266	Prah.g_02117
OG0000355	Praa.g_00267	Prah.g_02118
OG0000356	Praa.g_00268	Prah.g_02119
OG0000357	Praa.g_00269	Prah.g_02120
OG0000358	Praa.g_00270	Prah.g_02121
OG0000359	Praa.g_00271	Prah.g_02123
OG0000360	Praa.g_00275	Prah.g_02128
OG0000361	Praa.g_00276	Prah.g_02129
OG0000362	Praa.g_00277	Prah.g_02130
OG0000363	Praa.g_00278	Prah.g_02132
OG0000364	Praa.g_00282	Prah.g_02137
OG0000365	Praa.g_00283	Prah.g_02138
OG0000366	Praa.g_00285	Prah.g_02140
OG0000367	Praa.g_00286	Prah.g_02142
OG0000368	Praa.g_00287	Prah.g_02143
OG0000369	Praa.g_00288	Prah.g_02144
OG0000370	Praa.g_00289	Prah.g_02145
OG0000371	Praa.g_00290	Prah.g_02146
OG0000372	Praa.g_00291	Prah.g_02147
OG0000373	Praa.g_00292	Prah.g_02148
OG0000374	Praa.g_00294	Prah.g_02151
OG0000375	Praa.g_00295	Prah.g_02152
OG0000376	Praa.g_00298	Prah.g_02156
OG0000377	Praa.g_00299	Prah.g_02157
OG0000378	Praa.g_00300	Prah.g_02158
OG0000379	Praa.g_00301	Prah.g_02159
OG0000380	Praa.g_00302	Prah.g_02166
OG0000381	Praa.g_00303	Prah.g_02167
OG0000382	Praa.g_00304	Prah.g_02168
OG0000383	Praa.g_00305	Prah.g_02170
OG0000384	Praa.g_00308	Prah.g_02172
OG0000385	Praa.g_00309	Prah.g_02173
OG0000386	Praa.g_00310	Prah.g_02174
OG0000387	Praa.g_00311	Prah.g_02175
OG0000388	Praa.g_00312	Prah.g_02176
OG0000389	Praa.g_00313	Prah.g_02177
OG0000390	Praa.g_00314	Prah.g_02178
OG0000391	Praa.g_00315	Prah.g_02179
OG0000392	Praa.g_00316	Prah.g_02180
OG0000393	Praa.g_00317	Prah.g_02181
OG0000394	Praa.g_00318	Prah.g_02182
OG0000395	Praa.g_00319	Prah.g_02183
OG0000396	Praa.g_00321	Prah.g_02186
OG0000397	Praa.g_00323	Prah.g_02197
OG0000398	Praa.g_00324	Prah.g_02199
OG0000399	Praa.g_00327	Prah.g_01956
OG0000400	Praa.g_00328	Prah.g_01949
OG0000401	Praa.g_00329	Prah.g_01948
OG0000402	Praa.g_00334	Prah.g_01940
OG0000403	Praa.g_00335	Prah.g_01938
OG0000404	Praa.g_00336	Prah.g_01937
OG0000405	Praa.g_00338	Prah.g_01935
OG0000406	Praa.g_00340	Prah.g_01930
OG0000407	Praa.g_00341	Prah.g_01929
OG0000408	Praa.g_00344	Prah.g_01922
OG0000409	Praa.g_00345	Prah.g_01921
OG0000410	Praa.g_00346	Prah.g_01920
OG0000411	Praa.g_00347	Prah.g_01919
OG0000412	Praa.g_00348	Prah.g_01918
OG0000413	Praa.g_00349	Prah.g_01917
OG0000414	Praa.g_00350	Prah.g_01916
OG0000415	Praa.g_00351	Prah.g_01915
OG0000416	Praa.g_00354	Prah.g_00204
OG0000417	Praa.g_00355	Prah.g_00205
OG0000418	Praa.g_00356	Prah.g_00208
OG0000419	Praa.g_00357	Prah.g_00209
OG0000420	Praa.g_00358	Prah.g_00579
OG0000421	Praa.g_00370	Prah.g_01837
OG0000422	Praa.g_00378	Prah.g_01661
OG0000423	Praa.g_00379	Prah.g_01181
OG0000424	Praa.g_00383	Prah.g_02072
OG0000425	Praa.g_00431	Prah.g_00218
OG0000426	Praa.g_00432	Prah.g_00219
OG0000427	Praa.g_00433	Prah.g_00221
OG0000428	Praa.g_00435	Prah.g_00229
OG0000429	Praa.g_00436	Prah.g_00230
OG0000430	Praa.g_00437	Prah.g_00232
OG0000431	Praa.g_00438	Prah.g_00233
OG0000432	Praa.g_00439	Prah.g_00234
OG0000433	Praa.g_00440	Prah.g_00235
OG0000434	Praa.g_00441	Prah.g_00237
OG0000435	Praa.g_00442	Prah.g_00238
OG0000436	Praa.g_00443	Prah.g_00239
OG0000437	Praa.g_00444	Prah.g_00240
OG0000438	Praa.g_00445	Prah.g_00241
OG0000439	Praa.g_00446	Prah.g_00242
OG0000440	Praa.g_00447	Prah.g_00247
OG0000441	Praa.g_00448	Prah.g_00251
OG0000442	Praa.g_00449	Prah.g_00252
OG0000443	Praa.g_00450	Prah.g_00253
OG0000444	Praa.g_00451	Prah.g_00254
OG0000445	Praa.g_00452	Prah.g_00255
OG0000446	Praa.g_00454	Prah.g_00257
OG0000447	Praa.g_00455	Prah.g_00258
OG0000448	Praa.g_00457	Prah.g_00261
OG0000449	Praa.g_00461	Prah.g_00290
OG0000450	Praa.g_00462	Prah.g_00291
OG0000451	Praa.g_00463	Prah.g_00294
OG0000452	Praa.g_00464	Prah.g_00304
OG0000453	Praa.g_00465	Prah.g_00306
OG0000454	Praa.g_00471	Prah.g_00308
OG0000455	Praa.g_00473	Prah.g_00310
OG0000456	Praa.g_00477	Prah.g_01575
OG0000457	Praa.g_00478	Prah.g_01572
OG0000458	Praa.g_00479	Prah.g_01567
OG0000459	Praa.g_00481	Prah.g_01565
OG0000460	Praa.g_00483	Prah.g_01563
OG0000461	Praa.g_00484	Prah.g_01562
OG0000462	Praa.g_00485	Prah.g_01561
OG0000463	Praa.g_00487	Prah.g_01558
OG0000464	Praa.g_00488	Prah.g_01556
OG0000465	Praa.g_00489	Prah.g_01555
OG0000466	Praa.g_00490	Prah.g_01554
OG0000467	Praa.g_00491	Prah.g_01553
OG0000468	Praa.g_00492	Prah.g_01552
OG0000469	Praa.g_00493	Prah.g_01551
OG0000470	Praa.g_00494	Prah.g_01550
OG0000471	Praa.g_00495	Prah.g_01549
OG0000472	Praa.g_00500	Prah.g_01541
OG0000473	Praa.g_00501	Prah.g_01540
OG0000474	Praa.g_00502	Prah.g_01539
OG0000475	Praa.g_00503	Prah.g_01538
OG0000476	Praa.g_00505	Prah.g_01535
OG0000477	Praa.g_00506	Prah.g_01534
OG0000478	Praa.g_00507	Prah.g_01533
OG0000479	Praa.g_00508	Prah.g_01532
OG0000480	Praa.g_00510	Prah.g_01530
OG0000481	Praa.g_00512	Prah.g_01529
OG0000482	Praa.g_00513	Prah.g_01528
OG0000483	Praa.g_00515	Prah.g_01526
OG0000484	Praa.g_00516	Prah.g_01525
OG0000485	Praa.g_00517	Prah.g_01524
OG0000486	Praa.g_00518	Prah.g_01519
OG0000487	Praa.g_00523	Prah.g_01514
OG0000488	Praa.g_00525	Prah.g_01513
OG0000489	Praa.g_00526	Prah.g_01512
OG0000490	Praa.g_00527	Prah.g_01510
OG0000491	Praa.g_00528	Prah.g_01509
OG0000492	Praa.g_00529	Prah.g_01505
OG0000493	Praa.g_00530	Prah.g_01094
OG0000494	Praa.g_00531	Prah.g_01035
OG0000495	Praa.g_00534	Prah.g_01500
OG0000496	Praa.g_00535	Prah.g_01498
OG0000497	Praa.g_00536	Prah.g_01496
OG0000498	Praa.g_00537	Prah.g_01495
OG0000499	Praa.g_00538	Prah.g_01489
OG0000500	Praa.g_00540	Prah.g_01484
OG0000501	Praa.g_00541	Prah.g_01482
OG0000502	Praa.g_00543	Prah.g_01480
OG0000503	Praa.g_00545	Prah.g_01474
OG0000504	Praa.g_00546	Prah.g_01473
OG0000505	Praa.g_00547	Prah.g_01472
OG0000506	Praa.g_00548	Prah.g_01470
OG0000507	Praa.g_00549	Prah.g_01469
OG0000508	Praa.g_00550	Prah.g_01468
OG0000509	Praa.g_00551	Prah.g_01467
OG0000510	Praa.g_00552	Prah.g_01466
OG0000511	Praa.g_00554	Prah.g_01464
OG0000512	Praa.g_00555	Prah.g_01463
OG0000513	Praa.g_00556	Prah.g_01462
OG0000514	Praa.g_00557	Prah.g_01461
OG0000515	Praa.g_00558	Prah.g_01460
OG0000516	Praa.g_00559	Prah.g_01459
OG0000517	Praa.g_00561	Prah.g_01458
OG0000518	Praa.g_00562	Prah.g_01457
OG0000519	Praa.g_00563	Prah.g_01454
OG0000520	Praa.g_00564	Prah.g_01452
OG0000521	Praa.g_00565	Prah.g_01451
OG0000522	Praa.g_00566	Prah.g_01450
OG0000523	Praa.g_00567	Prah.g_01449
OG0000524	Praa.g_00568	Prah.g_01448
OG0000525	Praa.g_00569	Prah.g_01446
OG0000526	Praa.g_00570	Prah.g_01445
OG0000527	Praa.g_00571	Prah.g_01444
OG0000528	Praa.g_00572	Prah.g_01443
OG0000529	Praa.g_00573	Prah.g_01441
OG0000530	Praa.g_00574	Prah.g_01440
OG0000531	Praa.g_00575	Prah.g_01439
OG0000532	Praa.g_00576	Prah.g_01438
OG0000533	Praa.g_00578	Prah.g_01434
OG0000534	Praa.g_00579	Prah.g_01433
OG0000535	Praa.g_00580	Prah.g_01432
OG0000536	Praa.g_00581	Prah.g_01431
OG0000537	Praa.g_00582	Prah.g_01430
OG0000538	Praa.g_00583	Prah.g_01429
OG0000539	Praa.g_00586	Prah.g_01425
OG0000540	Praa.g_00587	Prah.g_01424
OG0000541	Praa.g_00588	Prah.g_01423
OG0000542	Praa.g_00591	Prah.g_01417
OG0000543	Praa.g_00592	Prah.g_01416
OG0000544	Praa.g_00593	Prah.g_01415
OG0000545	Praa.g_00594	Prah.g_01414
OG0000546	Praa.g_00595	Prah.g_01408
OG0000547	Praa.g_00596	Prah.g_01407
OG0000548	Praa.g_00597	Prah.g_01406
OG0000549	Praa.g_00599	Prah.g_01404
OG0000550	Praa.g_00600	Prah.g_01403
OG0000551	Praa.g_00601	Prah.g_01402
OG0000552	Praa.g_00602	Prah.g_01401
OG0000553	Praa.g_00603	Prah.g_01400
OG0000554	Praa.g_00604	Prah.g_01399
OG0000555	Praa.g_00605	Prah.g_01396
OG0000556	Praa.g_00606	Prah.g_01394
OG0000557	Praa.g_00607	Prah.g_01393
OG0000558	Praa.g_00608	Prah.g_01392
OG0000559	Praa.g_00609	Prah.g_01391
OG0000560	Praa.g_00610	Prah.g_01390
OG0000561	Praa.g_00611	Prah.g_01389
OG0000562	Praa.g_00612	Prah.g_01388
OG0000563	Praa.g_00613	Prah.g_01387
OG0000564	Praa.g_00614	Prah.g_01385
OG0000565	Praa.g_00615	Prah.g_00532
OG0000566	Praa.g_00616	Prah.g_00531
OG0000567	Praa.g_00617	Prah.g_00530
OG0000568	Praa.g_00618	Prah.g_00529
OG0000569	Praa.g_00621	Prah.g_00526
OG0000570	Praa.g_00622	Prah.g_00525
OG0000571	Praa.g_00624	Prah.g_00523
OG0000572	Praa.g_00625	Prah.g_00518
OG0000573	Praa.g_00626	Prah.g_00517
OG0000574	Praa.g_00627	Prah.g_00516
OG0000575	Praa.g_00628	Prah.g_00513
OG0000576	Praa.g_00629	Prah.g_00510
OG0000577	Praa.g_00630	Prah.g_00509
OG0000578	Praa.g_00631	Prah.g_00506
OG0000579	Praa.g_00632	Prah.g_00505
OG0000580	Praa.g_00633	Prah.g_00504
OG0000581	Praa.g_00634	Prah.g_00503
OG0000582	Praa.g_00635	Prah.g_00501
OG0000583	Praa.g_00636	Prah.g_00500
OG0000584	Praa.g_00638	Prah.g_00498
OG0000585	Praa.g_00639	Prah.g_00497
OG0000586	Praa.g_00640	Prah.g_00495
OG0000587	Praa.g_00641	Prah.g_00494
OG0000588	Praa.g_00642	Prah.g_00493
OG0000589	Praa.g_00643	Prah.g_00486
OG0000590	Praa.g_00644	Prah.g_00485
OG0000591	Praa.g_00645	Prah.g_00484
OG0000592	Praa.g_00646	Prah.g_00483
OG0000593	Praa.g_00647	Prah.g_00482
OG0000594	Praa.g_00648	Prah.g_00478
OG0000595	Praa.g_00649	Prah.g_00477
OG0000596	Praa.g_00650	Prah.g_00476
OG0000597	Praa.g_00654	Prah.g_00466
OG0000598	Praa.g_00655	Prah.g_00465
OG0000599	Praa.g_00656	Prah.g_00464
