Orthogroup	Praa	Prbk
OG0000130	Praa.g_00787	Prbk.g_01642
OG0000131	Praa.g_00801	Prbk.g_02466
OG0000132	Praa.g_00838	Prbk.g_02530
OG0000133	Praa.g_00923	Prbk.g_02438
OG0000134	Praa.g_00932	Prbk.g_02444
OG0000135	Praa.g_00968	Prbk.g_02316
OG0000136	Praa.g_01036	Prbk.g_00059
OG0000137	Praa.g_01130	Prbk.g_02197
OG0000139	Praa.g_01165	Prbk.g_00144
OG0000140	Praa.g_01216	Prbk.g_00121
OG0000141	Praa.g_01224	Prbk.g_00066
OG0000142	Praa.g_01330	Prbk.g_01169
OG0000143	Praa.g_01366	Prbk.g_02052
OG0000144	Praa.g_01463	Prbk.g_00243
OG0000145	Praa.g_01477	Prbk.g_00260
OG0000146	Praa.g_01513	Prbk.g_01212
OG0000147	Praa.g_01554	Prbk.g_00932
OG0000148	Praa.g_01555	Prbk.g_00931
OG0000149	Praa.g_01633	Prbk.g_00913
OG0000150	Praa.g_01672	Prbk.g_01417
OG0000151	Praa.g_01675	Prbk.g_01414
OG0000152	Praa.g_01695	Prbk.g_01381
OG0000153	Praa.g_01734	Prbk.g_00987
OG0000154	Praa.g_01770	Prbk.g_00950
OG0000155	Praa.g_01788	Prbk.g_00811
OG0000156	Praa.g_01817	Prbk.g_00528
OG0000157	Praa.g_01849	Prbk.g_01540
OG0000158	Praa.g_01911	Prbk.g_02252
OG0000160	Praa.g_00001	Prbk.g_02279
OG0000161	Praa.g_00002	Prbk.g_02280
OG0000162	Praa.g_00004	Prbk.g_02282
OG0000163	Praa.g_00005	Prbk.g_02283
OG0000164	Praa.g_00006	Prbk.g_02284
OG0000165	Praa.g_00007	Prbk.g_02285
OG0000166	Praa.g_00008	Prbk.g_02287
OG0000167	Praa.g_00009	Prbk.g_02288
OG0000168	Praa.g_00010	Prbk.g_02289
OG0000169	Praa.g_00012	Prbk.g_02291
OG0000170	Praa.g_00014	Prbk.g_01639
OG0000171	Praa.g_00015	Prbk.g_01638
OG0000172	Praa.g_00016	Prbk.g_01633
OG0000173	Praa.g_00017	Prbk.g_01632
OG0000174	Praa.g_00018	Prbk.g_01631
OG0000175	Praa.g_00019	Prbk.g_01630
OG0000176	Praa.g_00020	Prbk.g_01629
OG0000177	Praa.g_00021	Prbk.g_01628
OG0000178	Praa.g_00022	Prbk.g_01627
OG0000179	Praa.g_00024	Prbk.g_01625
OG0000180	Praa.g_00025	Prbk.g_01624
OG0000181	Praa.g_00026	Prbk.g_01623
OG0000182	Praa.g_00027	Prbk.g_01622
OG0000183	Praa.g_00028	Prbk.g_01621
OG0000184	Praa.g_00029	Prbk.g_01619
OG0000185	Praa.g_00032	Prbk.g_01614
OG0000186	Praa.g_00035	Prbk.g_01609
OG0000187	Praa.g_00036	Prbk.g_01608
OG0000188	Praa.g_00037	Prbk.g_01607
OG0000189	Praa.g_00040	Prbk.g_01606
OG0000190	Praa.g_00042	Prbk.g_01604
OG0000191	Praa.g_00043	Prbk.g_02158
OG0000192	Praa.g_00044	Prbk.g_02156
OG0000193	Praa.g_00045	Prbk.g_02155
OG0000194	Praa.g_00046	Prbk.g_02148
OG0000195	Praa.g_00047	Prbk.g_02141
OG0000196	Praa.g_00048	Prbk.g_02133
OG0000197	Praa.g_00050	Prbk.g_02125
OG0000198	Praa.g_00051	Prbk.g_02124
OG0000199	Praa.g_00052	Prbk.g_02123
OG0000200	Praa.g_00064	Prbk.g_01326
OG0000201	Praa.g_00065	Prbk.g_01324
OG0000202	Praa.g_00066	Prbk.g_01323
OG0000203	Praa.g_00069	Prbk.g_01320
OG0000204	Praa.g_00070	Prbk.g_01319
OG0000205	Praa.g_00073	Prbk.g_01315
OG0000206	Praa.g_00075	Prbk.g_01313
OG0000207	Praa.g_00077	Prbk.g_01309
OG0000208	Praa.g_00078	Prbk.g_01308
OG0000209	Praa.g_00079	Prbk.g_01665
OG0000210	Praa.g_00080	Prbk.g_01307
OG0000211	Praa.g_00081	Prbk.g_01304
OG0000212	Praa.g_00082	Prbk.g_01303
OG0000213	Praa.g_00083	Prbk.g_01302
OG0000214	Praa.g_00084	Prbk.g_01301
OG0000215	Praa.g_00085	Prbk.g_01300
OG0000216	Praa.g_00086	Prbk.g_01299
OG0000217	Praa.g_00088	Prbk.g_01295
OG0000218	Praa.g_00089	Prbk.g_01294
OG0000219	Praa.g_00090	Prbk.g_00035
OG0000220	Praa.g_00091	Prbk.g_00031
OG0000221	Praa.g_00094	Prbk.g_00026
OG0000222	Praa.g_00095	Prbk.g_00025
OG0000223	Praa.g_00096	Prbk.g_00024
OG0000224	Praa.g_00097	Prbk.g_00022
OG0000225	Praa.g_00098	Prbk.g_00021
OG0000226	Praa.g_00099	Prbk.g_00020
OG0000227	Praa.g_00100	Prbk.g_00018
OG0000228	Praa.g_00101	Prbk.g_00017
OG0000229	Praa.g_00102	Prbk.g_00016
OG0000230	Praa.g_00103	Prbk.g_00015
OG0000231	Praa.g_00104	Prbk.g_00014
OG0000232	Praa.g_00106	Prbk.g_00012
OG0000233	Praa.g_00107	Prbk.g_00011
OG0000234	Praa.g_00108	Prbk.g_00010
OG0000235	Praa.g_00109	Prbk.g_00007
OG0000236	Praa.g_00110	Prbk.g_00003
OG0000237	Praa.g_00111	Prbk.g_00001
OG0000238	Praa.g_00112	Prbk.g_00190
OG0000239	Praa.g_00114	Prbk.g_00192
OG0000240	Praa.g_00115	Prbk.g_00194
OG0000241	Praa.g_00116	Prbk.g_00196
OG0000242	Praa.g_00117	Prbk.g_00197
OG0000243	Praa.g_00120	Prbk.g_00202
OG0000244	Praa.g_00122	Prbk.g_00207
OG0000245	Praa.g_00123	Prbk.g_00208
OG0000246	Praa.g_00124	Prbk.g_00209
OG0000247	Praa.g_00127	Prbk.g_00542
OG0000248	Praa.g_00129	Prbk.g_00544
OG0000249	Praa.g_00130	Prbk.g_00547
OG0000250	Praa.g_00131	Prbk.g_00549
OG0000251	Praa.g_00132	Prbk.g_00550
OG0000252	Praa.g_00133	Prbk.g_00551
OG0000253	Praa.g_00134	Prbk.g_00552
OG0000254	Praa.g_00136	Prbk.g_00554
OG0000255	Praa.g_00137	Prbk.g_00555
OG0000256	Praa.g_00140	Prbk.g_00560
OG0000257	Praa.g_00142	Prbk.g_00749
OG0000258	Praa.g_00145	Prbk.g_00751
OG0000259	Praa.g_00146	Prbk.g_00752
OG0000260	Praa.g_00147	Prbk.g_00753
OG0000261	Praa.g_00148	Prbk.g_00754
OG0000262	Praa.g_00149	Prbk.g_00755
OG0000263	Praa.g_00151	Prbk.g_00757
OG0000264	Praa.g_00152	Prbk.g_00758
OG0000265	Praa.g_00153	Prbk.g_00759
OG0000266	Praa.g_00154	Prbk.g_00760
OG0000267	Praa.g_00155	Prbk.g_00761
OG0000268	Praa.g_00156	Prbk.g_00763
OG0000269	Praa.g_00158	Prbk.g_00765
OG0000270	Praa.g_00159	Prbk.g_00766
OG0000271	Praa.g_00160	Prbk.g_00767
OG0000272	Praa.g_00161	Prbk.g_00768
OG0000273	Praa.g_00162	Prbk.g_00769
OG0000274	Praa.g_00163	Prbk.g_00770
OG0000275	Praa.g_00164	Prbk.g_00771
OG0000276	Praa.g_00165	Prbk.g_00772
OG0000277	Praa.g_00167	Prbk.g_00774
OG0000278	Praa.g_00168	Prbk.g_00775
OG0000279	Praa.g_00169	Prbk.g_00776
OG0000280	Praa.g_00171	Prbk.g_00778
OG0000281	Praa.g_00173	Prbk.g_00779
OG0000282	Praa.g_00174	Prbk.g_00780
OG0000283	Praa.g_00175	Prbk.g_00781
OG0000284	Praa.g_00176	Prbk.g_00782
OG0000285	Praa.g_00177	Prbk.g_00783
OG0000286	Praa.g_00178	Prbk.g_00784
OG0000287	Praa.g_00179	Prbk.g_00785
OG0000288	Praa.g_00181	Prbk.g_02425
OG0000289	Praa.g_00182	Prbk.g_01283
OG0000290	Praa.g_00183	Prbk.g_01281
OG0000291	Praa.g_00185	Prbk.g_01277
OG0000292	Praa.g_00186	Prbk.g_01275
OG0000293	Praa.g_00187	Prbk.g_01272
OG0000294	Praa.g_00188	Prbk.g_01270
OG0000295	Praa.g_00189	Prbk.g_01267
OG0000296	Praa.g_00190	Prbk.g_01266
OG0000297	Praa.g_00191	Prbk.g_01263
OG0000298	Praa.g_00193	Prbk.g_01260
OG0000299	Praa.g_00194	Prbk.g_01259
OG0000300	Praa.g_00195	Prbk.g_01258
OG0000301	Praa.g_00196	Prbk.g_01257
OG0000302	Praa.g_00197	Prbk.g_01256
OG0000303	Praa.g_00198	Prbk.g_01255
OG0000304	Praa.g_00200	Prbk.g_01253
OG0000305	Praa.g_00201	Prbk.g_01252
OG0000306	Praa.g_00204	Prbk.g_01245
OG0000307	Praa.g_00205	Prbk.g_01244
OG0000308	Praa.g_00206	Prbk.g_00631
OG0000309	Praa.g_00207	Prbk.g_00632
OG0000310	Praa.g_00208	Prbk.g_00633
OG0000311	Praa.g_00209	Prbk.g_00686
OG0000312	Praa.g_00210	Prbk.g_00685
OG0000313	Praa.g_00211	Prbk.g_00683
OG0000314	Praa.g_00212	Prbk.g_00682
OG0000315	Praa.g_00213	Prbk.g_00680
OG0000316	Praa.g_00214	Prbk.g_00670
OG0000317	Praa.g_00215	Prbk.g_00669
OG0000318	Praa.g_00216	Prbk.g_00668
OG0000319	Praa.g_00217	Prbk.g_00662
OG0000320	Praa.g_00218	Prbk.g_00661
OG0000321	Praa.g_00219	Prbk.g_00658
OG0000322	Praa.g_00220	Prbk.g_00657
OG0000323	Praa.g_00221	Prbk.g_00656
OG0000324	Praa.g_00222	Prbk.g_00655
OG0000325	Praa.g_00223	Prbk.g_00654
OG0000326	Praa.g_00224	Prbk.g_00653
OG0000327	Praa.g_00225	Prbk.g_00652
OG0000328	Praa.g_00226	Prbk.g_00650
OG0000329	Praa.g_00227	Prbk.g_00649
OG0000330	Praa.g_00228	Prbk.g_00648
OG0000331	Praa.g_00229	Prbk.g_01364
OG0000332	Praa.g_00230	Prbk.g_01136
OG0000333	Praa.g_00231	Prbk.g_01135
OG0000334	Praa.g_00232	Prbk.g_01134
OG0000335	Praa.g_00233	Prbk.g_01368
OG0000336	Praa.g_00235	Prbk.g_01369
OG0000337	Praa.g_00236	Prbk.g_01521
OG0000338	Praa.g_00240	Prbk.g_01514
OG0000339	Praa.g_00242	Prbk.g_01900
OG0000340	Praa.g_00244	Prbk.g_01012
OG0000341	Praa.g_00245	Prbk.g_01011
OG0000342	Praa.g_00246	Prbk.g_01010
OG0000343	Praa.g_00247	Prbk.g_01008
OG0000344	Praa.g_00250	Prbk.g_01003
OG0000345	Praa.g_00253	Prbk.g_00371
OG0000346	Praa.g_00254	Prbk.g_00372
OG0000347	Praa.g_00257	Prbk.g_00374
OG0000348	Praa.g_00259	Prbk.g_00376
OG0000349	Praa.g_00260	Prbk.g_00378
OG0000350	Praa.g_00262	Prbk.g_00384
OG0000351	Praa.g_00263	Prbk.g_01365
OG0000352	Praa.g_00264	Prbk.g_00397
OG0000353	Praa.g_00265	Prbk.g_00398
OG0000354	Praa.g_00266	Prbk.g_00400
OG0000355	Praa.g_00267	Prbk.g_00401
OG0000356	Praa.g_00268	Prbk.g_00402
OG0000357	Praa.g_00269	Prbk.g_00403
OG0000358	Praa.g_00270	Prbk.g_00404
OG0000359	Praa.g_00271	Prbk.g_00406
OG0000360	Praa.g_00275	Prbk.g_00411
OG0000361	Praa.g_00276	Prbk.g_00412
OG0000362	Praa.g_00277	Prbk.g_00413
OG0000363	Praa.g_00278	Prbk.g_00415
OG0000364	Praa.g_00282	Prbk.g_00420
OG0000365	Praa.g_00283	Prbk.g_00421
OG0000366	Praa.g_00285	Prbk.g_00423
OG0000367	Praa.g_00286	Prbk.g_00425
OG0000368	Praa.g_00287	Prbk.g_00426
OG0000369	Praa.g_00288	Prbk.g_00427
OG0000370	Praa.g_00289	Prbk.g_00428
OG0000371	Praa.g_00290	Prbk.g_00429
OG0000372	Praa.g_00291	Prbk.g_00430
OG0000373	Praa.g_00292	Prbk.g_00431
OG0000374	Praa.g_00294	Prbk.g_00434
OG0000375	Praa.g_00295	Prbk.g_00435
OG0000376	Praa.g_00298	Prbk.g_00439
OG0000377	Praa.g_00299	Prbk.g_00442
OG0000378	Praa.g_00300	Prbk.g_00443
OG0000379	Praa.g_00301	Prbk.g_00444
OG0000380	Praa.g_00302	Prbk.g_00449
OG0000381	Praa.g_00303	Prbk.g_00450
OG0000382	Praa.g_00304	Prbk.g_00451
OG0000383	Praa.g_00305	Prbk.g_00453
OG0000384	Praa.g_00308	Prbk.g_00456
OG0000385	Praa.g_00309	Prbk.g_00457
OG0000386	Praa.g_00310	Prbk.g_00458
OG0000387	Praa.g_00311	Prbk.g_00460
OG0000388	Praa.g_00312	Prbk.g_00461
OG0000389	Praa.g_00313	Prbk.g_00462
OG0000390	Praa.g_00314	Prbk.g_00463
OG0000391	Praa.g_00315	Prbk.g_00464
OG0000392	Praa.g_00316	Prbk.g_00465
OG0000393	Praa.g_00317	Prbk.g_00466
OG0000394	Praa.g_00318	Prbk.g_00467
OG0000395	Praa.g_00319	Prbk.g_00468
OG0000396	Praa.g_00321	Prbk.g_00471
OG0000397	Praa.g_00323	Prbk.g_00481
OG0000398	Praa.g_00324	Prbk.g_00483
OG0000399	Praa.g_00327	Prbk.g_00853
OG0000400	Praa.g_00328	Prbk.g_00860
OG0000401	Praa.g_00329	Prbk.g_00861
OG0000402	Praa.g_00334	Prbk.g_00871
OG0000403	Praa.g_00335	Prbk.g_00873
OG0000404	Praa.g_00336	Prbk.g_00874
OG0000405	Praa.g_00338	Prbk.g_00876
OG0000406	Praa.g_00340	Prbk.g_00881
OG0000407	Praa.g_00341	Prbk.g_00882
OG0000408	Praa.g_00344	Prbk.g_00888
OG0000409	Praa.g_00345	Prbk.g_00889
OG0000410	Praa.g_00346	Prbk.g_00890
OG0000411	Praa.g_00347	Prbk.g_00891
OG0000412	Praa.g_00348	Prbk.g_00892
OG0000413	Praa.g_00349	Prbk.g_00893
OG0000414	Praa.g_00350	Prbk.g_00894
OG0000415	Praa.g_00351	Prbk.g_00895
OG0000416	Praa.g_00354	Prbk.g_00365
OG0000417	Praa.g_00355	Prbk.g_00364
OG0000418	Praa.g_00356	Prbk.g_00361
OG0000419	Praa.g_00357	Prbk.g_00360
OG0000420	Praa.g_00358	Prbk.g_02556
OG0000421	Praa.g_00370	Prbk.g_01321
OG0000422	Praa.g_00378	Prbk.g_00924
OG0000423	Praa.g_00379	Prbk.g_01693
OG0000424	Praa.g_00383	Prbk.g_01902
OG0000425	Praa.g_00431	Prbk.g_00352
OG0000426	Praa.g_00432	Prbk.g_00351
OG0000427	Praa.g_00433	Prbk.g_00339
OG0000428	Praa.g_00435	Prbk.g_00329
OG0000429	Praa.g_00436	Prbk.g_00328
OG0000430	Praa.g_00437	Prbk.g_00326
OG0000431	Praa.g_00438	Prbk.g_00325
OG0000432	Praa.g_00439	Prbk.g_00324
OG0000433	Praa.g_00440	Prbk.g_00323
OG0000434	Praa.g_00441	Prbk.g_00321
OG0000435	Praa.g_00442	Prbk.g_00320
OG0000436	Praa.g_00443	Prbk.g_00319
OG0000437	Praa.g_00444	Prbk.g_00318
OG0000438	Praa.g_00445	Prbk.g_00317
OG0000439	Praa.g_00446	Prbk.g_00316
OG0000440	Praa.g_00447	Prbk.g_00315
OG0000441	Praa.g_00448	Prbk.g_00311
OG0000442	Praa.g_00449	Prbk.g_00310
OG0000443	Praa.g_00450	Prbk.g_00309
OG0000444	Praa.g_00451	Prbk.g_00308
OG0000445	Praa.g_00452	Prbk.g_00301
OG0000446	Praa.g_00454	Prbk.g_00299
OG0000447	Praa.g_00455	Prbk.g_00298
OG0000448	Praa.g_00457	Prbk.g_00295
OG0000449	Praa.g_00461	Prbk.g_02088
OG0000450	Praa.g_00462	Prbk.g_02089
OG0000451	Praa.g_00463	Prbk.g_02092
OG0000452	Praa.g_00464	Prbk.g_02105
OG0000453	Praa.g_00465	Prbk.g_02107
OG0000454	Praa.g_00471	Prbk.g_02109
OG0000455	Praa.g_00473	Prbk.g_02111
OG0000456	Praa.g_00477	Prbk.g_02053
OG0000457	Praa.g_00478	Prbk.g_02056
OG0000458	Praa.g_00479	Prbk.g_02060
OG0000459	Praa.g_00481	Prbk.g_02062
OG0000460	Praa.g_00483	Prbk.g_02064
OG0000461	Praa.g_00484	Prbk.g_02065
OG0000462	Praa.g_00485	Prbk.g_02066
OG0000463	Praa.g_00487	Prbk.g_02069
OG0000464	Praa.g_00488	Prbk.g_02071
OG0000465	Praa.g_00489	Prbk.g_02072
OG0000466	Praa.g_00490	Prbk.g_02073
OG0000467	Praa.g_00491	Prbk.g_02074
OG0000468	Praa.g_00492	Prbk.g_02075
OG0000469	Praa.g_00493	Prbk.g_02076
OG0000470	Praa.g_00494	Prbk.g_02077
OG0000471	Praa.g_00495	Prbk.g_02078
OG0000472	Praa.g_00500	Prbk.g_01865
OG0000473	Praa.g_00501	Prbk.g_01041
OG0000474	Praa.g_00502	Prbk.g_01042
OG0000475	Praa.g_00503	Prbk.g_01043
OG0000476	Praa.g_00505	Prbk.g_01046
OG0000477	Praa.g_00506	Prbk.g_01047
OG0000478	Praa.g_00507	Prbk.g_01048
OG0000479	Praa.g_00508	Prbk.g_01049
OG0000480	Praa.g_00510	Prbk.g_01050
OG0000481	Praa.g_00512	Prbk.g_01051
OG0000482	Praa.g_00513	Prbk.g_01052
OG0000483	Praa.g_00515	Prbk.g_01054
OG0000484	Praa.g_00516	Prbk.g_01055
OG0000485	Praa.g_00517	Prbk.g_01056
OG0000486	Praa.g_00518	Prbk.g_01061
OG0000487	Praa.g_00523	Prbk.g_01066
OG0000488	Praa.g_00525	Prbk.g_01067
OG0000489	Praa.g_00526	Prbk.g_01068
OG0000490	Praa.g_00527	Prbk.g_01070
OG0000491	Praa.g_00528	Prbk.g_01071
OG0000492	Praa.g_00529	Prbk.g_01076
OG0000493	Praa.g_00530	Prbk.g_01965
OG0000494	Praa.g_00531	Prbk.g_01772
OG0000495	Praa.g_00534	Prbk.g_01081
OG0000496	Praa.g_00535	Prbk.g_01083
OG0000497	Praa.g_00536	Prbk.g_01085
OG0000498	Praa.g_00537	Prbk.g_01086
OG0000499	Praa.g_00538	Prbk.g_01092
OG0000500	Praa.g_00540	Prbk.g_01095
OG0000501	Praa.g_00541	Prbk.g_01097
OG0000502	Praa.g_00543	Prbk.g_01099
OG0000503	Praa.g_00545	Prbk.g_02686
OG0000504	Praa.g_00546	Prbk.g_01898
OG0000505	Praa.g_00547	Prbk.g_01897
OG0000506	Praa.g_00548	Prbk.g_01895
OG0000507	Praa.g_00549	Prbk.g_01894
OG0000508	Praa.g_00550	Prbk.g_01893
OG0000509	Praa.g_00551	Prbk.g_01892
OG0000510	Praa.g_00552	Prbk.g_01891
OG0000511	Praa.g_00554	Prbk.g_01889
OG0000512	Praa.g_00555	Prbk.g_01888
OG0000513	Praa.g_00556	Prbk.g_01887
OG0000514	Praa.g_00557	Prbk.g_01886
OG0000515	Praa.g_00558	Prbk.g_01885
OG0000516	Praa.g_00559	Prbk.g_01884
OG0000517	Praa.g_00561	Prbk.g_01882
OG0000518	Praa.g_00562	Prbk.g_01881
OG0000519	Praa.g_00563	Prbk.g_01879
OG0000520	Praa.g_00564	Prbk.g_01877
OG0000521	Praa.g_00565	Prbk.g_01876
OG0000522	Praa.g_00566	Prbk.g_01875
OG0000523	Praa.g_00567	Prbk.g_01874
OG0000524	Praa.g_00568	Prbk.g_01873
OG0000525	Praa.g_00569	Prbk.g_01871
OG0000526	Praa.g_00570	Prbk.g_01104
OG0000527	Praa.g_00571	Prbk.g_01105
OG0000528	Praa.g_00572	Prbk.g_01106
OG0000529	Praa.g_00573	Prbk.g_01108
OG0000530	Praa.g_00574	Prbk.g_01109
OG0000531	Praa.g_00575	Prbk.g_01110
OG0000532	Praa.g_00576	Prbk.g_01111
OG0000533	Praa.g_00578	Prbk.g_01115
OG0000534	Praa.g_00579	Prbk.g_01116
OG0000535	Praa.g_00580	Prbk.g_01117
OG0000536	Praa.g_00581	Prbk.g_01118
OG0000537	Praa.g_00582	Prbk.g_01119
OG0000538	Praa.g_00583	Prbk.g_01120
OG0000539	Praa.g_00586	Prbk.g_01124
OG0000540	Praa.g_00587	Prbk.g_01125
OG0000541	Praa.g_00588	Prbk.g_01126
OG0000542	Praa.g_00591	Prbk.g_01130
OG0000543	Praa.g_00592	Prbk.g_01131
OG0000544	Praa.g_00593	Prbk.g_01132
OG0000545	Praa.g_00594	Prbk.g_01133
OG0000546	Praa.g_00595	Prbk.g_01139
OG0000547	Praa.g_00596	Prbk.g_01140
OG0000548	Praa.g_00597	Prbk.g_01141
OG0000549	Praa.g_00599	Prbk.g_01143
OG0000550	Praa.g_00600	Prbk.g_01144
OG0000551	Praa.g_00601	Prbk.g_01145
OG0000552	Praa.g_00602	Prbk.g_01146
OG0000553	Praa.g_00603	Prbk.g_01147
OG0000554	Praa.g_00604	Prbk.g_01148
OG0000555	Praa.g_00605	Prbk.g_01151
OG0000556	Praa.g_00606	Prbk.g_01153
OG0000557	Praa.g_00607	Prbk.g_01154
OG0000558	Praa.g_00608	Prbk.g_01155
OG0000559	Praa.g_00609	Prbk.g_01156
OG0000560	Praa.g_00610	Prbk.g_01157
OG0000561	Praa.g_00611	Prbk.g_01158
OG0000562	Praa.g_00612	Prbk.g_01159
OG0000563	Praa.g_00613	Prbk.g_01161
OG0000564	Praa.g_00614	Prbk.g_01163
OG0000565	Praa.g_00615	Prbk.g_02602
OG0000566	Praa.g_00616	Prbk.g_02603
OG0000567	Praa.g_00617	Prbk.g_02604
OG0000568	Praa.g_00618	Prbk.g_02605
OG0000569	Praa.g_00621	Prbk.g_02608
OG0000570	Praa.g_00622	Prbk.g_02609
OG0000571	Praa.g_00624	Prbk.g_02611
OG0000572	Praa.g_00625	Prbk.g_02616
OG0000573	Praa.g_00626	Prbk.g_02617
OG0000574	Praa.g_00627	Prbk.g_02618
OG0000575	Praa.g_00628	Prbk.g_02621
OG0000576	Praa.g_00629	Prbk.g_02623
OG0000577	Praa.g_00630	Prbk.g_02624
OG0000578	Praa.g_00631	Prbk.g_02626
OG0000579	Praa.g_00632	Prbk.g_02627
OG0000580	Praa.g_00633	Prbk.g_02628
OG0000581	Praa.g_00634	Prbk.g_02629
OG0000582	Praa.g_00635	Prbk.g_02631
OG0000583	Praa.g_00636	Prbk.g_02632
